"ple0040","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"Yes","2009","general elemantary","Female","197","0.156358345221448","0.136183837071928","0.176532853370969","1"
"Yes","2009","middle vocational","Male","739","0.167314025402141","0.156122521681088","0.178505529123195","1"
"Yes","2009","middle vocational","Female","606","0.146206553570341","0.136205197150377","0.156207909990306","1"
"Yes","2009","inadequately","Female","15","","","","1"
"Yes","2009","vocational + Abi","Male","36","0.0990720307848069","0.0694969714210279","0.128647090148586","1"
"Yes","2009","higher education","Female","159","0.0908807946870767","0.0777862212431197","0.103975368131034","1"
"Yes","2009","in school","Female","","","","","1"
"Yes","2009","in school","Male","2","","","","1"
"Yes","2009","inadequately","Male","17","","","","1"
"Yes","2009","vocational + Abi","Female","47","0.103611820301945","0.0794075409284612","0.127816099675429","1"
"Yes","2009","higher vocational","Male","145","0.200474905210168","0.172450518458222","0.228499291962114","1"
"Yes","2009","higher vocational","Female","57","0.092169479829341","0.0678840498208308","0.116454909837851","1"
"Yes","2009","higher education","Male","227","0.11277008837726","0.0995102552038116","0.126029921550707","1"
"No","2010","in school","Male","222","0.990754937974285","0.978277313562113","1.00323256238646","2"
"No","2010","in school","Female","182","0.949225416699191","0.917759879481776","0.980690953916607","2"
"No","2010","inadequately","Male","115","0.798577813770064","0.730417035054687","0.866738592485442","2"
"No","2010","inadequately","Female","192","0.908562499766755","0.86957925185561","0.9475457476779","2"
"No","2010","general elemantary","Male","711","0.837480079770904","0.811963006451959","0.862997153089849","2"
"No","2010","higher vocational","Male","802","0.8191961546258","0.794851127742148","0.843541181509451","2"
"No","2010","higher vocational","Female","588","0.891626861285727","0.867748198946195","0.915505523625259","2"
"No","2010","higher education","Male","2535","0.89112278906147","0.879510540045673","0.902735038077268","2"
"No","2010","higher education","Female","2452","0.910954496615699","0.900025874985384","0.921883118246014","2"
"No","2010","general elemantary","Female","1447","0.831675038188399","0.81367074843321","0.849679327943589","2"
"No","2010","middle vocational","Male","4509","0.83192064676813","0.821827714915951","0.84201357862031","2"
"No","2010","middle vocational","Female","5851","0.857091599288508","0.84857954376921","0.865603654807806","2"
"No","2010","vocational + Abi","Male","560","0.902598920923281","0.878874164901089","0.926323676945474","2"
"No","2010","vocational + Abi","Female","1061","0.90775738780094","0.890772552108313","0.924742223493566","2"
"Yes","2010","general elemantary","Male","92","0.162519920229096","0.137002846910151","0.188036993548041","1"
"Yes","2010","general elemantary","Female","212","0.1683249618116","0.150320672056411","0.18632925156679","1"
"Yes","2010","middle vocational","Male","764","0.16807935323187","0.15798642137969","0.178172285084049","1"
"Yes","2010","middle vocational","Female","643","0.142908400711492","0.134396345192194","0.15142045623079","1"
"Yes","2010","higher education","Female","157","0.089045503384301","0.0781168817539859","0.0999741250146161","1"
"Yes","2010","inadequately","Female","18","","","","1"
"Yes","2010","in school","Male","4","","","","1"
"Yes","2010","vocational + Abi","Male","40","0.0974010790767187","0.0736763230545261","0.121125835098911","1"
"Yes","2010","higher education","Male","229","0.10887721093853","0.097264961922732","0.120489459954327","1"
"Yes","2010","in school","Female","5","","","","1"
"Yes","2010","inadequately","Male","18","","","","1"
"Yes","2010","higher vocational","Male","158","0.1808038453742","0.156458818490549","0.205148872257852","1"
"Yes","2010","vocational + Abi","Female","54","0.0922426121990605","0.075257776506434","0.109227447891687","1"
"Yes","2010","higher vocational","Female","63","0.108373138714273","0.084494476374741","0.132251801053805","1"
"No","2011","in school","Male","232","0.998386493692651","0.993232963641715","1.00354002374359","2"
"No","2011","in school","Female","237","0.991736611102376","0.980259663213965","1.00321355899079","2"
"No","2011","inadequately","Male","139","0.82284376457354","0.764231135582754","0.881456393564327","2"
"No","2011","inadequately","Female","206","0.763375735315763","0.710372982192617","0.816378488438909","2"
"No","2011","general elemantary","Male","829","0.852598889969268","0.829948481528406","0.87524929841013","2"
"No","2011","general elemantary","Female","1756","0.834499475618685","0.818293128845399","0.85070582239197","2"
"No","2011","middle vocational","Male","5191","0.830743655113821","0.821375041226422","0.840112269001221","2"
"No","2011","middle vocational","Female","6881","0.855255778572167","0.847413853077256","0.863097704067078","2"
"No","2011","vocational + Abi","Male","619","0.91374934860533","0.89242844000208","0.935070257208579","2"
"No","2011","vocational + Abi","Female","1263","0.910715652081433","0.895413615279085","0.92601768888378","2"
"No","2011","higher vocational","Male","979","0.841644900029757","0.820471260531085","0.86281853952843","2"
"No","2011","higher vocational","Female","637","0.873608042045514","0.849148799375011","0.898067284716018","2"
"No","2011","higher education","Male","2917","0.897383340074973","0.886867622595635","0.90789905755431","2"
"No","2011","higher education","Female","2791","0.913051885472841","0.902957670586337","0.923146100359344","2"
"Yes","2011","general elemantary","Male","112","0.147401110030732","0.12475070158987","0.170051518471594","1"
"Yes","2011","general elemantary","Female","264","0.165500524381315","0.149294177608029","0.181706871154601","1"
"Yes","2011","middle vocational","Male","963","0.169256344886179","0.159887730998779","0.178624958773579","1"
"Yes","2011","middle vocational","Female","852","0.144744221427833","0.136902295932922","0.152586146922744","1"
"Yes","2011","higher education","Female","202","0.0869481145271593","0.0768538996406556","0.0970423294136631","1"
"Yes","2011","inadequately","Female","41","0.236624264684237","0.183621511561091","0.289627017807383","1"
"Yes","2011","in school","Male","1","","","","1"
"Yes","2011","vocational + Abi","Male","47","0.0862506513946701","0.0649297427914205","0.10757155999792","1"
"Yes","2011","higher education","Male","282","0.102616659925027","0.0921009424456898","0.113132377404365","1"
"Yes","2011","in school","Female","2","","","","1"
"Yes","2011","inadequately","Male","24","","","","1"
"Yes","2011","higher vocational","Male","163","0.158355099970243","0.13718146047157","0.179528739468915","1"
"Yes","2011","higher vocational","Female","72","0.126391957954486","0.101932715283982","0.150851200624989","1"
"Yes","2011","vocational + Abi","Female","71","0.0892843479185673","0.0739823111162198","0.104586384720915","1"
"No","2012","in school","Male","223","0.99073228545696","0.978183879391064","1.00328069152286","2"
"No","2012","in school","Female","245","0.977529349528693","0.959083656554275","0.995975042503111","2"
"No","2012","inadequately","Male","137","0.859980687451559","0.80604355562271","0.913917819280407","2"
"No","2012","inadequately","Female","191","0.763425055545426","0.708140637732752","0.8187094733581","2"
"No","2012","general elemantary","Male","852","0.841697284455927","0.818890046840362","0.864504522071491","2"
"No","2012","general elemantary","Female","1636","0.838782318843614","0.82228641579238","0.855278221894848","2"
"No","2012","middle vocational","Male","5023","0.817079571431596","0.807320134754891","0.826839008108302","2"
"No","2012","middle vocational","Female","6637","0.852677751786318","0.84466553944539","0.860689964127246","2"
"No","2012","vocational + Abi","Male","614","0.896390943551378","0.873332264722055","0.9194496223807","2"
"No","2012","vocational + Abi","Female","1212","0.901337368945477","0.885108130621641","0.917566607269313","2"
"No","2012","higher vocational","Male","935","0.828359930069929","0.806267070575905","0.850452789563953","2"
"No","2012","higher vocational","Female","612","0.884028934862472","0.860068533087926","0.907989336637018","2"
"No","2012","higher education","Male","2861","0.894861470926064","0.884155034098838","0.905567907753289","2"
"No","2012","higher education","Female","2779","0.910818070658143","0.900614340369626","0.921021800946661","2"
"Yes","2012","general elemantary","Male","132","0.158302715544073","0.135495477928509","0.181109953159638","1"
"Yes","2012","general elemantary","Female","273","0.161217681156386","0.144721778105152","0.17771358420762","1"
"Yes","2012","middle vocational","Male","1005","0.182920428568404","0.173160991891698","0.192679865245109","1"
"Yes","2012","middle vocational","Female","880","0.147322248213682","0.139310035872754","0.15533446055461","1"
"Yes","2012","higher education","Female","218","0.0891819293418567","0.0789781990533392","0.0993856596303742","1"
"Yes","2012","inadequately","Female","36","0.236574944454574","0.1812905266419","0.291859362267248","1"
"Yes","2012","vocational + Abi","Male","57","0.103609056448622","0.0805503776193003","0.126667735277945","1"
"Yes","2012","in school","Male","1","","","","1"
"Yes","2012","in school","Female","3","","","","1"
"Yes","2012","higher education","Male","292","0.105138529073936","0.0944320922467108","0.115844965901162","1"
"Yes","2012","higher vocational","Male","184","0.171640069930071","0.149547210436047","0.193732929424095","1"
"Yes","2012","inadequately","Male","22","","","","1"
"Yes","2012","higher vocational","Female","74","0.115971065137528","0.0920106633629821","0.139931466912074","1"
"Yes","2012","vocational + Abi","Female","85","0.0986626310545229","0.0824333927306869","0.114891869378359","1"
"No","2013","in school","Male","309","0.989344935046932","0.97793403727481","1.00075583281905","2"
"No","2013","in school","Female","311","0.976277312927816","0.959471429269614","0.993083196586018","2"
"No","2013","inadequately","Male","228","0.830443652852925","0.785931471429904","0.874955834275946","2"
"No","2013","inadequately","Female","318","0.766892613176113","0.72327722065486","0.810508005697367","2"
"No","2013","general elemantary","Male","1273","0.862478774602065","0.844508957415305","0.880448591788826","2"
"No","2013","general elemantary","Female","2021","0.840251353627324","0.825271889313872","0.855230817940776","2"
"No","2013","middle vocational","Male","5389","0.824169466650675","0.814804957050624","0.833533976250727","2"
"No","2013","middle vocational","Female","6963","0.850452689371514","0.842550993665511","0.858354385077517","2"
"No","2013","vocational + Abi","Male","793","0.922830780142585","0.904943342848034","0.940718217437136","2"
"No","2013","vocational + Abi","Female","1427","0.902396619713059","0.887452410671042","0.917340828755076","2"
"No","2013","higher vocational","Male","895","0.810249147168524","0.786777051972006","0.833721242365042","2"
"No","2013","higher vocational","Female","578","0.850296600062727","0.822889779910427","0.877703420215027","2"
"No","2013","higher education","Male","3130","0.895598669572701","0.88538482332278","0.905812515822622","2"
"No","2013","higher education","Female","3196","0.914849375233832","0.905500703070329","0.924198047397335","2"
"Yes","2013","general elemantary","Male","138","0.137521225397935","0.119551408211174","0.155491042584696","1"
"Yes","2013","general elemantary","Female","277","0.159748646372676","0.144769182059224","0.174728110686128","1"
"Yes","2013","middle vocational","Male","959","0.175830533349324","0.166466023749273","0.185195042949376","1"
"Yes","2013","middle vocational","Female","862","0.149547310628486","0.141645614922483","0.157449006334489","1"
"Yes","2013","higher education","Female","228","0.0851506247661678","0.0758019526026645","0.0944992969296712","1"
"Yes","2013","in school","Male","2","","","","1"
"Yes","2013","inadequately","Female","43","0.233107386823887","0.189491994302633","0.27672277934514","1"
"Yes","2013","vocational + Abi","Male","62","0.0771692198574152","0.0592817825628641","0.0950566571519664","1"
"Yes","2013","higher education","Male","313","0.104401330427299","0.0941874841773784","0.11461517667722","1"
"Yes","2013","vocational + Abi","Female","88","0.0976033802869412","0.0826591712449243","0.112547589328958","1"
"Yes","2013","higher vocational","Male","177","0.189750852831476","0.166278757634958","0.213222948027994","1"
"Yes","2013","in school","Female","4","","","","1"
"Yes","2013","inadequately","Male","45","0.169556347147075","0.125044165724054","0.214068528570096","1"
"Yes","2013","higher vocational","Female","73","0.149703399937273","0.122296579784973","0.177110220089573","1"
"No","2014","in school","Male","208","0.983882524185836","0.966850801368139","1.00091424700353","2"
"No","2014","in school","Female","232","0.989725679921935","0.976805334416509","1.00264602542736","2"
"No","2014","inadequately","Male","177","0.810141026426066","0.757348063378565","0.862933989473567","2"
"No","2014","inadequately","Female","255","0.761566415830729","0.7127740488945","0.810358782766958","2"
"No","2014","general elemantary","Male","1055","0.844775187419582","0.824226739881501","0.865323634957663","2"
"No","2014","general elemantary","Female","1669","0.83197946254546","0.815273056028858","0.848685869062062","2"
"No","2014","middle vocational","Male","4743","0.81547061028026","0.805378032905698","0.825563187654821","2"
"No","2014","middle vocational","Female","6039","0.839377655912229","0.830717683950419","0.848037627874039","2"
"No","2014","vocational + Abi","Male","699","0.931310118097987","0.913232853443035","0.949387382752939","2"
"No","2014","vocational + Abi","Female","1211","0.891640045670091","0.874730188700723","0.90854990263946","2"
"No","2014","higher vocational","Male","822","0.810226836158811","0.785738984448803","0.83471468786882","2"
"No","2014","higher vocational","Female","533","0.843701079078693","0.814930760424688","0.872471397732698","2"
"No","2014","higher education","Male","2806","0.891797070402415","0.880874370674177","0.902719770130652","2"
"No","2014","higher education","Female","2901","0.911807545168328","0.901869933420264","0.921745156916391","2"
"Yes","2014","general elemantary","Male","138","0.155224812580418","0.134676365042337","0.175773260118499","1"
"Yes","2014","general elemantary","Female","255","0.16802053745454","0.151314130937938","0.184726943971142","1"
"Yes","2014","middle vocational","Male","932","0.18452938971974","0.174436812345179","0.194621967094302","1"
"Yes","2014","middle vocational","Female","867","0.160622344087771","0.151962372125961","0.16928231604958","1"
"Yes","2014","higher education","Female","227","0.0881924548316725","0.0782548430836095","0.0981300665797356","1"
"Yes","2014","vocational + Abi","Male","53","0.0686898819020134","0.0506126172470615","0.0867671465569653","1"
"Yes","2014","vocational + Abi","Female","87","0.108359954329909","0.0914500973605401","0.125269811299277","1"
"Yes","2014","in school","Male","2","","","","1"
"Yes","2014","inadequately","Female","38","0.238433584169271","0.189641217233042","0.2872259511055","1"
"Yes","2014","higher vocational","Male","163","0.189773163841189","0.16528531213118","0.214261015551197","1"
"Yes","2014","higher education","Male","301","0.108202929597585","0.0972802298693477","0.119125629325823","1"
"Yes","2014","in school","Female","2","","","","1"
"Yes","2014","inadequately","Male","35","0.189858973573934","0.137066010526433","0.242651936621435","1"
"Yes","2014","higher vocational","Female","79","0.156298920921307","0.127528602267302","0.185069239575312","1"
"No","2015","in school","Male","168","0.974151013144308","0.950226690822535","0.998075335466081","2"
"No","2015","in school","Female","205","0.995851147736509","0.98709477747062","1.0046075180024","2"
"No","2015","inadequately","Male","188","0.78050432391732","0.725810612859929","0.83519803497471","2"
"No","2015","inadequately","Female","280","0.786319393054323","0.741053107179307","0.83158567892934","2"
"No","2015","general elemantary","Male","1061","0.859435297819141","0.839570270720011","0.879300324918271","2"
"No","2015","general elemantary","Female","1565","0.835570898029636","0.818404416390339","0.852737379668933","2"
"No","2015","middle vocational","Male","4625","0.808724545601216","0.798308409305542","0.81914068189689","2"
"No","2015","middle vocational","Female","5870","0.845529049337219","0.836866363169182","0.854191735505257","2"
"No","2015","vocational + Abi","Male","771","0.932966759482725","0.915797661495704","0.950135857469746","2"
"No","2015","vocational + Abi","Female","1268","0.905813867132765","0.890244437226268","0.921383297039262","2"
"No","2015","higher vocational","Male","797","0.824588131153591","0.800327051630283","0.8488492106769","2"
"No","2015","higher vocational","Female","507","0.833391299125768","0.803221487190122","0.863561111061414","2"
"No","2015","higher education","Male","2933","0.900501934219792","0.890143823348087","0.910860045091497","2"
"No","2015","higher education","Female","2999","0.911246832434733","0.901437848680382","0.921055816189085","2"
"Yes","2015","general elemantary","Male","115","0.140564702180859","0.120699675081729","0.160429729279989","1"
"Yes","2015","general elemantary","Female","226","0.164429101970364","0.147262620331067","0.181595583609661","1"
"Yes","2015","middle vocational","Male","852","0.191275454398784","0.18085931810311","0.201691590694458","1"
"Yes","2015","inadequately","Female","35","0.213680606945677","0.16841432107066","0.258946892820693","1"
"Yes","2015","middle vocational","Female","816","0.154470950662781","0.145808264494744","0.163133636830818","1"
"Yes","2015","higher education","Female","230","0.0887531675652667","0.0789441838109152","0.0985621513196182","1"
"Yes","2015","in school","Female","2","","","","1"
"Yes","2015","vocational + Abi","Male","44","0.067033240517275","0.0498641425302541","0.0842023385042959","1"
"Yes","2015","vocational + Abi","Female","84","0.0941861328672348","0.0786167029607379","0.109755562773732","1"
"Yes","2015","higher vocational","Male","147","0.175411868846409","0.1511507893231","0.199672948369717","1"
"Yes","2015","in school","Male","1","","","","1"
"Yes","2015","inadequately","Male","32","0.21949567608268","0.164801965025289","0.274189387140071","1"
"Yes","2015","higher education","Male","275","0.0994980657802083","0.0891399549085034","0.109856176651913","1"
"Yes","2015","higher vocational","Female","79","0.166608700874232","0.136438888938586","0.196778512809878","1"
"No","2016","in school","Male","144","0.963036141020057","0.932431900366183","0.993640381673931","2"
"No","2016","in school","Female","194","1","1","1","2"
"No","2016","inadequately","Male","153","0.84036098917117","0.78655377024714","0.8941682080952","2"
"No","2016","inadequately","Female","211","0.790490153412304","0.73900370652922","0.841976600295389","2"
"No","2016","general elemantary","Male","891","0.837657367177574","0.814881083964025","0.860433650391123","2"
"No","2016","general elemantary","Female","1370","0.842826713350732","0.824908612725679","0.860744813975785","2"
"No","2016","middle vocational","Male","4175","0.809888351214015","0.798971613052835","0.820805089375195","2"
"No","2016","middle vocational","Female","5335","0.849811096960006","0.840826660971671","0.85879553294834","2"
"No","2016","vocational + Abi","Male","707","0.92980884000189","0.911622239224623","0.947995440779157","2"
"No","2016","vocational + Abi","Female","1192","0.904557588270685","0.888416875755252","0.920698300786118","2"
"No","2016","higher vocational","Male","721","0.831363433069421","0.806338656951029","0.856388209187813","2"
"No","2016","higher vocational","Female","471","0.837358561081042","0.806432417756642","0.868284704405443","2"
"No","2016","higher education","Male","2671","0.899943781973408","0.889089532546435","0.910798031400381","2"
"No","2016","higher education","Female","2749","0.911370937717259","0.901173657668333","0.921568217766186","2"
"Yes","2016","general elemantary","Male","116","0.162342632822426","0.139566349608878","0.185118916035975","1"
"Yes","2016","general elemantary","Female","215","0.157173286649268","0.139255186024215","0.175091387274321","1"
"Yes","2016","middle vocational","Male","788","0.190111648785985","0.179194910624805","0.201028386947165","1"
"Yes","2016","middle vocational","Female","739","0.150188903039994","0.14120446705166","0.159173339028329","1"
"Yes","2016","inadequately","Female","29","","","","1"
"Yes","2016","higher education","Female","235","0.0886290622827406","0.0784317822338139","0.0988263423316673","1"
"Yes","2016","vocational + Abi","Female","81","0.095442411729315","0.0793016992138819","0.111583124244748","1"
"Yes","2016","in school","Female","","","","","1"
"Yes","2016","vocational + Abi","Male","51","0.0701911599981102","0.0520045592208432","0.0883777607753772","1"
"Yes","2016","inadequately","Male","25","","","","1"
"Yes","2016","higher vocational","Male","139","0.168636566930579","0.143611790812187","0.193661343048971","1"
"Yes","2016","in school","Male","2","","","","1"
"Yes","2016","higher education","Male","265","0.100056218026592","0.0892019685996189","0.110910467453565","1"
"Yes","2016","higher vocational","Female","76","0.162641438918958","0.131715295594557","0.193567582243358","1"
"No","2017","in school","Male","190","0.93312825359033","0.897794524167543","0.968461983013117","2"
"No","2017","in school","Female","215","0.992098659057137","0.980345687732698","1.00385163038158","2"
"No","2017","inadequately","Male","155","0.791619738319632","0.734020332399315","0.849219144239949","2"
"No","2017","inadequately","Female","230","0.793081732598203","0.744215988361789","0.841947476834616","2"
"No","2017","general elemantary","Male","926","0.835188406117772","0.8128325469362","0.857544265299345","2"
"No","2017","general elemantary","Female","1471","0.841381869742611","0.82399040231811","0.858773337167113","2"
"No","2017","middle vocational","Male","4648","0.816895865452236","0.806674729363435","0.827117001541037","2"
"No","2017","middle vocational","Female","5764","0.845786751399292","0.837077715348464","0.85449578745012","2"
"No","2017","vocational + Abi","Male","764","0.925047661769338","0.90707982620236","0.943015497336316","2"
"No","2017","vocational + Abi","Female","1286","0.883264800877304","0.866444628229398","0.90008497352521","2"
"No","2017","higher vocational","Male","791","0.836848968860137","0.813315196098475","0.860382741621799","2"
"No","2017","higher vocational","Female","513","0.839927728372842","0.810490021625744","0.86936543511994","2"
"No","2017","higher education","Male","2987","0.904623444778548","0.894557314315883","0.914689575241212","2"
"No","2017","higher education","Female","3038","0.922564241156704","0.913406032555459","0.93172244975795","2"
"Yes","2017","general elemantary","Male","132","0.164811593882228","0.142455734700655","0.1871674530638","1"
"Yes","2017","general elemantary","Female","224","0.158618130257389","0.141226662832887","0.17600959768189","1"
"Yes","2017","middle vocational","Male","852","0.183104134547764","0.172882998458963","0.193325270636565","1"
"Yes","2017","middle vocational","Female","842","0.154213248600708","0.14550421254988","0.162922284651536","1"
"Yes","2017","inadequately","Female","34","0.206918267401797","0.158052523165384","0.255784011638211","1"
"Yes","2017","higher education","Female","234","0.0774357588432958","0.0682775502420503","0.0865939674445414","1"
"Yes","2017","in school","Female","3","","","","1"
"Yes","2017","vocational + Abi","Male","61","0.074952338230662","0.0569845026636836","0.0929201737976404","1"
"Yes","2017","vocational + Abi","Female","114","0.116735199122696","0.09991502647479","0.133555371770602","1"
"Yes","2017","inadequately","Male","36","0.208380261680368","0.150780855760051","0.265979667600685","1"
"Yes","2017","higher vocational","Male","156","0.163151031139863","0.139617258378201","0.186684803901525","1"
"Yes","2017","in school","Male","2","","","","1"
"Yes","2017","higher vocational","Female","83","0.160072271627158","0.13063456488006","0.189509978374256","1"
"Yes","2017","higher education","Male","284","0.0953765552214523","0.0853104247587878","0.105442685684117","1"
"No","2018","in school","Male","158","0.982151161757844","0.961571242191201","1.00273108132449","2"
"No","2018","in school","Female","187","1","1","1","2"
"No","2018","inadequately","Male","165","0.794023639552009","0.738663577699411","0.849383701404608","2"
"No","2018","inadequately","Female","238","0.802941919804627","0.756515763779982","0.849368075829272","2"
"No","2018","general elemantary","Male","913","0.820358149979531","0.797237202938422","0.843479097020641","2"
"No","2018","general elemantary","Female","1398","0.848908327879964","0.831436152247418","0.86638050351251","2"
"No","2018","middle vocational","Male","4332","0.814742152019297","0.804150999425197","0.825333304613397","2"
"No","2018","middle vocational","Female","5467","0.849001232178262","0.840173182359884","0.85782928199664","2"
"No","2018","vocational + Abi","Male","721","0.894281442783977","0.872880927990093","0.915681957577862","2"
"No","2018","vocational + Abi","Female","1217","0.906755830114865","0.891099276351369","0.92241238387836","2"
"No","2018","higher vocational","Male","736","0.83865136903385","0.814305702626695","0.862997035441006","2"
"No","2018","higher vocational","Female","485","0.833391532052621","0.802908004514076","0.863875059591165","2"
"No","2018","higher education","Male","2855","0.90318842900284","0.89285225911935","0.91352459888633","2"
"No","2018","higher education","Female","2937","0.912271571415652","0.90244518570481","0.922097957126493","2"
"Yes","2018","general elemantary","Male","146","0.179641850020469","0.156520902979359","0.202762797061578","1"
"Yes","2018","general elemantary","Female","216","0.151091672120036","0.13361949648749","0.168563847752582","1"
"Yes","2018","middle vocational","Male","837","0.185257847980703","0.174666695386603","0.195849000574803","1"
"Yes","2018","middle vocational","Female","852","0.150998767821738","0.142170718003361","0.159826817640116","1"
"Yes","2018","in school","Male","1","","","","1"
"Yes","2018","inadequately","Female","44","0.197058080195373","0.150631924170728","0.243484236220018","1"
"Yes","2018","in school","Female","","","","","1"
"Yes","2018","inadequately","Male","40","0.205976360447991","0.150616298595392","0.261336422300589","1"
"Yes","2018","higher education","Female","247","0.0877284285843484","0.0779020428735066","0.0975548142951902","1"
"Yes","2018","higher education","Male","289","0.09681157099716","0.08647540111367","0.10714774088065","1"
"Yes","2018","higher vocational","Female","89","0.166608467947379","0.136124940408835","0.197091995485924","1"
"Yes","2018","higher vocational","Male","141","0.16134863096615","0.137002964558994","0.185694297373305","1"
"Yes","2018","vocational + Abi","Male","72","0.105718557216023","0.0843180424221386","0.127119072009907","1"
"Yes","2018","vocational + Abi","Female","108","0.0932441698851354","0.0775876161216399","0.108900723648631","1"
"No","2019","in school","Male","165","0.997276541229432","0.989395898223911","1.00515718423495","2"
"No","2019","in school","Female","161","0.990946185501225","0.976405157190432","1.00548721381202","2"
"No","2019","inadequately","Male","128","0.740350043233388","0.675204284397597","0.805495802069179","2"
"No","2019","inadequately","Female","182","0.796910343105748","0.743010209826014","0.850810476385483","2"
"No","2019","general elemantary","Male","846","0.809251041657122","0.78473997360499","0.833762109709253","2"
"No","2019","general elemantary","Female","1231","0.832026166514155","0.812602332855628","0.851450000172681","2"
"No","2019","middle vocational","Male","4253","0.822098643952274","0.811549991086437","0.832647296818111","2"
"No","2019","middle vocational","Female","5247","0.849089639225558","0.840066652487258","0.858112625963858","2"
"No","2019","vocational + Abi","Male","764","0.879895608187609","0.857766401509842","0.902024814865376","2"
"No","2019","vocational + Abi","Female","1229","0.898910551823497","0.882776447743624","0.915044655903371","2"
"No","2019","higher vocational","Male","926","0.853770844979041","0.832678427633521","0.874863262324561","2"
"No","2019","higher vocational","Female","498","0.844655780897244","0.815402278406461","0.873909283388027","2"
"No","2019","higher education","Male","3356","0.911644901856168","0.902456504627344","0.920833299084993","2"
"No","2019","higher education","Female","3090","0.915890923915349","0.906479547101892","0.925302300728805","2"
"Yes","2019","general elemantary","Male","141","0.190748958342878","0.166237890290747","0.21526002639501","1"
"Yes","2019","general elemantary","Female","192","0.167973833485845","0.148549999827319","0.187397667144372","1"
"Yes","2019","middle vocational","Male","796","0.177901356047726","0.167352703181889","0.188450008913563","1"
"Yes","2019","middle vocational","Female","799","0.150910360774442","0.141887374036142","0.159933347512742","1"
"Yes","2019","inadequately","Female","32","0.203089656894252","0.149189523614517","0.256989790173986","1"
"Yes","2019","higher education","Female","251","0.0841090760846514","0.0746976992711947","0.093520452898108","1"
"Yes","2019","vocational + Abi","Male","65","0.120104391812391","0.0979751851346239","0.142233598490158","1"
"Yes","2019","inadequately","Male","46","0.259649956766612","0.194504197930821","0.324795715602403","1"
"Yes","2019","vocational + Abi","Female","112","0.101089448176503","0.0849553440966294","0.117223552256376","1"
"Yes","2019","higher education","Male","309","0.0883550981438317","0.0791667009150074","0.097543495372656","1"
"Yes","2019","in school","Male","3","","","","1"
"Yes","2019","in school","Female","2","","","","1"
"Yes","2019","higher vocational","Male","152","0.146229155020959","0.125136737675439","0.16732157236648","1"
"Yes","2019","higher vocational","Female","91","0.155344219102756","0.126090716611973","0.184597721593539","1"
