"ple0040","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"Yes","2011","higher vocational","West Germany","171","0.149881806493993","0.131055489519768","0.168708123468217"
"Yes","2011","higher vocational","East Germany","64","0.135129099573869","0.104222640868203","0.166035558279536"
"Yes","2011","higher education","West Germany","326","0.0873253950476196","0.0791988744562559","0.0954519156389834"
"Yes","2011","higher education","East Germany","158","0.127036281400511","0.110489814375562","0.143582748425459"
"No","2011","in school","West Germany","420","0.994590623012166","0.987600678759501","1.00158056726483"
"No","2011","in school","East Germany","49","1","1","1"
"No","2011","inadequately","West Germany","301","0.777081188894451","0.734206561103379","0.819955816685523"
"No","2011","inadequately","East Germany","44","0.90679236909469","0.824547817817095","0.989036920372285"
"No","2011","general elemantary","West Germany","2229","0.839686164476641","0.825468056043269","0.853904272910013"
"No","2011","general elemantary","East Germany","356","0.848326577699235","0.813305311198792","0.883347844199677"
"No","2011","middle vocational","West Germany","9103","0.837872664676463","0.83082598502723","0.844919344325695"
"No","2011","middle vocational","East Germany","2969","0.866262028450626","0.854783921335171","0.877740135566081"
"No","2011","vocational + Abi","West Germany","1603","0.908937971862797","0.895298019848223","0.922577923877372"
"No","2011","vocational + Abi","East Germany","279","0.935628431596947","0.907431597620828","0.963825265573065"
"No","2011","higher vocational","West Germany","1210","0.850118193506007","0.831291876531782","0.868944510480232"
"No","2011","higher vocational","East Germany","406","0.864870900426131","0.833964441720464","0.895777359131797"
"No","2011","higher education","West Germany","4310","0.91267460495238","0.904548084361017","0.920801125543744"
"No","2011","higher education","East Germany","1398","0.872963718599489","0.856417251574541","0.889510185624438"
"Yes","2012","in school","West Germany","4","","",""
"Yes","2012","in school","East Germany","","","",""
"Yes","2012","inadequately","West Germany","52","0.201181085083277","0.158380383930891","0.243981786235662"
"Yes","2012","inadequately","East Germany","6","","",""
"Yes","2012","general elemantary","West Germany","352","0.159899696364208","0.145584094271951","0.174215298456464"
"Yes","2012","general elemantary","East Germany","53","0.162533189590375","0.125192074011701","0.199874305169049"
"Yes","2012","middle vocational","West Germany","1442","0.166100496970145","0.158888548788928","0.173312445151362"
"Yes","2012","middle vocational","East Germany","443","0.157797320142706","0.14538752975844","0.170207110526972"
"Yes","2012","vocational + Abi","West Germany","126","0.105125969439812","0.0904067077280567","0.119845231151568"
"Yes","2012","vocational + Abi","East Germany","16","","",""
"Yes","2012","higher vocational","West Germany","181","0.146188448690125","0.127201297335306","0.165175600044944"
"Yes","2012","higher vocational","East Germany","77","0.169103251191307","0.135393868868794","0.20281263351382"
"Yes","2012","higher education","West Germany","349","0.0904960330623963","0.0822162203816471","0.0987758457431454"
"Yes","2012","higher education","East Germany","161","0.127170638010097","0.110520109540187","0.143821166480007"
"No","2012","in school","West Germany","414","0.982546023718295","0.969991981289941","0.99510006614665"
"No","2012","in school","East Germany","54","1","1","1"
"No","2012","inadequately","West Germany","285","0.798818914916723","0.756018213764338","0.841619616069109"
"No","2012","inadequately","East Germany","43","0.863329449161986","0.767151436016568","0.959507462307404"
"No","2012","general elemantary","West Germany","2166","0.840100303635792","0.825784701543536","0.854415905728049"
"No","2012","general elemantary","East Germany","322","0.837466810409625","0.800125694830951","0.874807925988299"
"No","2012","middle vocational","West Germany","8788","0.833899503029855","0.826687554848638","0.841111451211072"
"No","2012","middle vocational","East Germany","2872","0.842202679857294","0.829792889473028","0.85461247024156"
"No","2012","vocational + Abi","West Germany","1542","0.894874030560188","0.880154768848432","0.909593292271943"
"No","2012","vocational + Abi","East Germany","284","0.932079410707138","0.903607629107503","0.960551192306773"
"No","2012","higher vocational","West Germany","1149","0.853811551309875","0.834824399955056","0.872798702664694"
"No","2012","higher vocational","East Germany","398","0.830896748808693","0.79718736648618","0.864606131131206"
"No","2012","higher education","West Germany","4263","0.909503966937604","0.901224154256855","0.917783779618353"
"No","2012","higher education","East Germany","1377","0.872829361989903","0.856178833519993","0.889479890459813"
"Yes","2013","in school","West Germany","5","","",""
"Yes","2013","in school","East Germany","1","","",""
"Yes","2013","inadequately","West Germany","82","0.216627868233746","0.182809559469415","0.250446176998078"
"Yes","2013","inadequately","East Germany","6","","",""
"Yes","2013","general elemantary","West Germany","374","0.154202496860033","0.141875209503354","0.166529784216713"
"Yes","2013","general elemantary","East Germany","41","0.12854701155601","0.0962284176817473","0.160865605430272"
"Yes","2013","middle vocational","West Germany","1402","0.163655761517465","0.156736407427459","0.17057511560747"
"Yes","2013","middle vocational","East Germany","419","0.155718463951342","0.143137949809646","0.168298978093038"
"Yes","2013","vocational + Abi","West Germany","136","0.0922704594684104","0.0797455430334903","0.10479537590333"
"Yes","2013","vocational + Abi","East Germany","14","","",""
"Yes","2013","higher vocational","West Germany","185","0.175760209056178","0.154981971801641","0.196538446310715"
"Yes","2013","higher vocational","East Germany","65","0.175196633533169","0.139433026266129","0.210960240800209"
"Yes","2013","higher education","West Germany","381","0.0899191868455402","0.0822278208011546","0.0976105528899258"
"Yes","2013","higher education","East Germany","160","0.118666127878602","0.102582056948649","0.134750198808556"
"No","2013","in school","West Germany","549","0.981797539818527","0.970665641691495","0.992929437945558"
"No","2013","in school","East Germany","71","0.994214257974574","0.976695578407912","1.01173293754124"
"No","2013","inadequately","West Germany","488","0.783372131766254","0.749553823001922","0.817190440530585"
"No","2013","inadequately","East Germany","58","0.889503355362832","0.812695357511981","0.966311353213683"
"No","2013","general elemantary","West Germany","2923","0.845797503139967","0.833470215783287","0.858124790496646"
"No","2013","general elemantary","East Germany","371","0.87145298844399","0.839134394569728","0.903771582318253"
"No","2013","middle vocational","West Germany","9580","0.836344238482535","0.82942488439253","0.843263592572541"
"No","2013","middle vocational","East Germany","2772","0.844281536048658","0.831701021906962","0.856862050190354"
"No","2013","vocational + Abi","West Germany","1915","0.90772954053159","0.89520462409667","0.92025445696651"
"No","2013","vocational + Abi","East Germany","305","0.939307297214554","0.913105876739843","0.965508717689265"
"No","2013","higher vocational","West Germany","1104","0.824239790943822","0.803461553689285","0.845018028198359"
"No","2013","higher vocational","East Germany","369","0.824803366466831","0.789039759199791","0.860566973733871"
"No","2013","higher education","West Germany","4933","0.91008081315446","0.902389447110074","0.917772179198845"
"No","2013","higher education","East Germany","1393","0.881333872121398","0.865249801191444","0.897417943051351"
"Yes","2014","in school","West Germany","4","","",""
"Yes","2014","in school","East Germany","","","",""
"Yes","2014","inadequately","West Germany","67","0.235350801565321","0.196112167549856","0.274589435580786"
"Yes","2014","inadequately","East Germany","6","","",""
"Yes","2014","general elemantary","West Germany","345","0.165002655683394","0.151091684855596","0.178913626511191"
"Yes","2014","general elemantary","East Germany","48","0.147937104852002","0.112333760568345","0.183540449135658"
"Yes","2014","middle vocational","West Germany","1385","0.172308550686222","0.164802083383177","0.179815017989268"
"Yes","2014","middle vocational","East Germany","414","0.17090560019145","0.157105027259974","0.184706173122925"
"Yes","2014","vocational + Abi","West Germany","125","0.0955800735540275","0.081820593029764","0.109339554078291"
"Yes","2014","vocational + Abi","East Germany","15","","",""
"Yes","2014","higher vocational","West Germany","179","0.185628343411196","0.163528426889871","0.20772825993252"
"Yes","2014","higher vocational","East Germany","63","0.153776468858296","0.118773450131176","0.188779487585416"
"Yes","2014","higher education","West Germany","367","0.0921041080988019","0.083913266140594","0.10029495005701"
"Yes","2014","higher education","East Germany","161","0.126667481995414","0.109530426239832","0.143804537750995"
"No","2014","in school","West Germany","385","0.985562153191463","0.973708109764438","0.997416196618487"
"No","2014","in school","East Germany","55","1","1","1"
"No","2014","inadequately","West Germany","382","0.764649198434679","0.725410564419215","0.803887832450144"
"No","2014","inadequately","East Germany","50","0.903173125118094","0.825720251001638","0.98062599923455"
"No","2014","general elemantary","West Germany","2390","0.834997344316606","0.821086373488809","0.848908315144404"
"No","2014","general elemantary","East Germany","334","0.852062895147998","0.816459550864342","0.887666239431655"
"No","2014","middle vocational","West Germany","8338","0.827691449313778","0.820184982010732","0.835197916616823"
"No","2014","middle vocational","East Germany","2444","0.82909439980855","0.815293826877075","0.842894972740026"
"No","2014","vocational + Abi","West Germany","1629","0.904419926445973","0.890660445921709","0.918179406970236"
"No","2014","vocational + Abi","East Germany","281","0.944964330881008","0.918984754286411","0.970943907475605"
"No","2014","higher vocational","West Germany","1010","0.814371656588804","0.792271740067479","0.836471573110129"
"No","2014","higher vocational","East Germany","345","0.846223531141704","0.811220512414584","0.881226549868824"
"No","2014","higher education","West Germany","4421","0.907895891901198","0.89970504994299","0.916086733859406"
"No","2014","higher education","East Germany","1286","0.873332518004586","0.856195462249005","0.890469573760168"
"Yes","2015","in school","West Germany","3","","",""
"Yes","2015","in school","East Germany","","","",""
"Yes","2015","inadequately","West Germany","60","0.227308655223068","0.189933282204621","0.264684028241516"
"Yes","2015","inadequately","East Germany","7","","",""
"Yes","2015","general elemantary","West Germany","295","0.156652880481533","0.142692412512896","0.170613348450169"
"Yes","2015","general elemantary","East Germany","46","0.142335814573746","0.106393130001495","0.178278499145997"
"Yes","2015","middle vocational","West Germany","1294","0.174587021647777","0.166920695044021","0.182253348251533"
"Yes","2015","middle vocational","East Germany","374","0.161509456610251","0.14774040271202","0.175278510508483"
"Yes","2015","vocational + Abi","West Germany","116","0.0867224198016064","0.0739942081330193","0.0994506314701935"
"Yes","2015","vocational + Abi","East Germany","12","","",""
"Yes","2015","higher vocational","West Germany","168","0.174122175960821","0.152060672504968","0.196183679416673"
"Yes","2015","higher vocational","East Germany","58","0.166544603039337","0.12980317715643","0.203286028922244"
"Yes","2015","higher education","West Germany","354","0.0892970628328206","0.0814021104382548","0.0971920152273864"
"Yes","2015","higher education","East Germany","151","0.116993596477852","0.100305621832042","0.133681571123662"
"No","2015","in school","West Germany","315","0.983024471896263","0.968826433616619","0.997222510175906"
"No","2015","in school","East Germany","58","1","1","1"
"No","2015","inadequately","West Germany","423","0.772691344776932","0.735315971758484","0.810066717795379"
"No","2015","inadequately","East Germany","45","0.89060340800657","0.805765394302757","0.975441421710383"
"No","2015","general elemantary","West Germany","2309","0.843347119518467","0.829386651549831","0.857307587487104"
"No","2015","general elemantary","East Germany","317","0.857664185426254","0.821721500854003","0.893606869998505"
"No","2015","middle vocational","West Germany","8125","0.825412978352223","0.817746651748467","0.833079304955979"
"No","2015","middle vocational","East Germany","2370","0.838490543389748","0.824721489491517","0.85225959728798"
"No","2015","vocational + Abi","West Germany","1762","0.913277580198394","0.900549368529806","0.926005791866981"
"No","2015","vocational + Abi","East Germany","277","0.95346499497068","0.929179809263713","0.977750180677647"
"No","2015","higher vocational","West Germany","967","0.825877824039179","0.803816320583327","0.847939327495032"
"No","2015","higher vocational","East Germany","337","0.833455396960663","0.796713971077757","0.87019682284357"
"No","2015","higher education","West Germany","4658","0.910702937167179","0.902807984772614","0.918597889561745"
"No","2015","higher education","East Germany","1274","0.883006403522148","0.866318428876338","0.899694378167958"
"Yes","2016","in school","West Germany","2","","",""
"Yes","2016","in school","East Germany","","","",""
"Yes","2016","inadequately","West Germany","46","0.192841859526219","0.152749963816972","0.232933755235467"
"Yes","2016","inadequately","East Germany","8","","",""
"Yes","2016","general elemantary","West Germany","285","0.160844499569612","0.14573784644284","0.175951152696385"
"Yes","2016","general elemantary","East Germany","46","0.145068785353633","0.106483148179881","0.183654422527386"
"Yes","2016","middle vocational","West Germany","1182","0.171592030861924","0.163568896806524","0.179615164917324"
"Yes","2016","middle vocational","East Germany","345","0.160659325076304","0.146417693436693","0.174900956715915"
"Yes","2016","vocational + Abi","West Germany","122","0.0908031477717399","0.0773680254771424","0.104238270066337"
"Yes","2016","vocational + Abi","East Germany","10","","",""
"Yes","2016","higher vocational","West Germany","158","0.170553195336905","0.147672268434719","0.19343412223909"
"Yes","2016","higher vocational","East Germany","57","0.153522908514921","0.116741436386281","0.190304380643562"
"Yes","2016","higher education","West Germany","358","0.091302117702314","0.0829501713621677","0.0996540640424603"
"Yes","2016","higher education","East Germany","142","0.108828375447091","0.0922221027804","0.125434648113781"
"No","2016","in school","West Germany","295","0.982206765000543","0.967171925919109","0.997241604081976"
"No","2016","in school","East Germany","43","1","1","1"
"No","2016","inadequately","West Germany","326","0.807158140473781","0.767066244764533","0.847250036183028"
"No","2016","inadequately","East Germany","38","0.847460061539117","0.74355885788173","0.951361265196504"
"No","2016","general elemantary","West Germany","1987","0.839155500430388","0.824048847303615","0.85426215355716"
"No","2016","general elemantary","East Germany","274","0.854931214646367","0.816345577472614","0.893516851820119"
"No","2016","middle vocational","West Germany","7301","0.828407969138076","0.820384835082676","0.836431103193476"
"No","2016","middle vocational","East Germany","2209","0.839340674923696","0.825099043284085","0.853582306563307"
"No","2016","vocational + Abi","West Germany","1635","0.90919685222826","0.895761729933662","0.922631974522858"
"No","2016","vocational + Abi","East Germany","264","0.966533883201707","0.945238570947316","0.987829195456099"
"No","2016","higher vocational","West Germany","880","0.829446804663095","0.806565877760909","0.852327731565281"
"No","2016","higher vocational","East Germany","312","0.846477091485079","0.809695619356438","0.883258563613719"
"No","2016","higher education","West Germany","4211","0.908697882297686","0.90034593595754","0.917049828637832"
"No","2016","higher education","East Germany","1209","0.891171624552909","0.874565351886219","0.9077778972196"
"Yes","2017","in school","West Germany","4","","",""
"Yes","2017","in school","East Germany","1","","",""
"Yes","2017","inadequately","West Germany","60","0.211629653385158","0.171799607285278","0.251459699485038"
"Yes","2017","inadequately","East Germany","10","","",""
"Yes","2017","general elemantary","West Germany","299","0.160017659191576","0.145269875191971","0.174765443191182"
"Yes","2017","general elemantary","East Germany","57","0.169030659920842","0.131299189559287","0.206762130282398"
"Yes","2017","middle vocational","West Germany","1316","0.173078048246185","0.165368472499859","0.180787623992511"
"Yes","2017","middle vocational","East Germany","378","0.147510555961188","0.134505116123371","0.160515995799005"
"Yes","2017","vocational + Abi","West Germany","158","0.104901079667932","0.0911082167416887","0.118693942594175"
"Yes","2017","vocational + Abi","East Germany","17","","",""
"Yes","2017","higher vocational","West Germany","171","0.157224300311345","0.136121464810634","0.178327135812056"
"Yes","2017","higher vocational","East Germany","68","0.178236143426703","0.140731114774024","0.215741172079382"
"Yes","2017","higher education","West Germany","375","0.0838727591544902","0.0762613624050058","0.0914841559039745"
"Yes","2017","higher education","East Germany","143","0.10104266259682","0.0855193021487406","0.1165660230449"
"No","2017","in school","West Germany","339","0.986779614901497","0.974692207264115","0.998867022538879"
"No","2017","in school","East Germany","66","0.833042574477656","0.743743458805698","0.922341690149615"
"No","2017","inadequately","West Germany","344","0.788370346614842","0.748540300514962","0.828200392714722"
"No","2017","inadequately","East Germany","41","0.831201096785079","0.72839926174684","0.934002931823319"
"No","2017","general elemantary","West Germany","2075","0.839982340808424","0.825234556808818","0.854730124808029"
"No","2017","general elemantary","East Germany","322","0.830969340079158","0.793237869717602","0.868700810440713"
"No","2017","middle vocational","West Germany","7934","0.826921951753815","0.819212376007489","0.83463152750014"
"No","2017","middle vocational","East Germany","2478","0.852489444038812","0.839484004200995","0.865494883876629"
"No","2017","vocational + Abi","West Germany","1738","0.895098920332068","0.881306057405825","0.908891783258311"
"No","2017","vocational + Abi","East Germany","312","0.949083538528785","0.925329827467729","0.972837249589841"
"No","2017","higher vocational","West Germany","972","0.842775699688655","0.821672864187944","0.863878535189366"
"No","2017","higher vocational","East Germany","332","0.821763856573297","0.784258827920618","0.859268885225976"
"No","2017","higher education","West Germany","4720","0.91612724084551","0.908515844096026","0.923738637594994"
"No","2017","higher education","East Germany","1305","0.89895733740318","0.8834339769551","0.914480697851259"
"Yes","2018","in school","West Germany","1","","",""
"Yes","2018","in school","East Germany","","","",""
"Yes","2018","inadequately","West Germany","71","0.194555045093795","0.157095834036914","0.232014256150676"
"Yes","2018","inadequately","East Germany","13","","",""
"Yes","2018","general elemantary","West Germany","308","0.16084939324386","0.145755835099055","0.175942951388665"
"Yes","2018","general elemantary","East Germany","54","0.177880702259947","0.140263657262262","0.215497747257632"
"Yes","2018","middle vocational","West Germany","1293","0.170805033460932","0.162906551897943","0.178703515023921"
"Yes","2018","middle vocational","East Germany","396","0.152700451933074","0.139298064754106","0.166102839112042"
"Yes","2018","vocational + Abi","West Germany","164","0.103086381305009","0.0890314345780985","0.117141328031919"
"Yes","2018","vocational + Abi","East Germany","16","","",""
"Yes","2018","higher vocational","West Germany","165","0.15583718481769","0.134033488991508","0.177640880643871"
"Yes","2018","higher vocational","East Germany","65","0.18754252536663","0.148702238633546","0.226382812099713"
"Yes","2018","higher education","West Germany","389","0.0889025193428917","0.0809636988072522","0.0968413398785311"
"Yes","2018","higher education","East Germany","147","0.109875955404243","0.0934412802402181","0.126310630568268"
"No","2018","in school","West Germany","288","0.990181298877564","0.978813312362592","1.00154928539254"
"No","2018","in school","East Germany","57","1","1","1"
"No","2018","inadequately","West Germany","358","0.805444954906205","0.767985743849324","0.842904165963086"
"No","2018","inadequately","East Germany","45","0.731617769451353","0.617578849431273","0.845656689471433"
"No","2018","general elemantary","West Germany","1968","0.83915060675614","0.824057048611335","0.854244164900945"
"No","2018","general elemantary","East Germany","343","0.822119297740053","0.784502252742368","0.859736342737738"
"No","2018","middle vocational","West Germany","7428","0.829194966539068","0.821296484976079","0.837093448102057"
"No","2018","middle vocational","East Germany","2371","0.847299548066926","0.833897160887958","0.860701935245894"
"No","2018","vocational + Abi","West Germany","1634","0.896913618694991","0.882858671968081","0.910968565421902"
"No","2018","vocational + Abi","East Germany","304","0.931818719014244","0.904202043612816","0.959435394415672"
"No","2018","higher vocational","West Germany","898","0.84416281518231","0.822359119356129","0.865966511008492"
"No","2018","higher vocational","East Germany","323","0.81245747463337","0.773617187900287","0.851297761366454"
"No","2018","higher education","West Germany","4548","0.911097480657108","0.903158660121469","0.919036301192748"
"No","2018","higher education","East Germany","1244","0.890124044595757","0.873689369431732","0.906558719759782"
"Yes","2019","in school","West Germany","2","","",""
"Yes","2019","in school","East Germany","3","","",""
"Yes","2019","inadequately","West Germany","64","0.22429111973663","0.179889004145006","0.268693235328254"
"Yes","2019","inadequately","East Germany","13","","",""
"Yes","2019","general elemantary","West Germany","278","0.178645406661377","0.162002577453092","0.195288235869661"
"Yes","2019","general elemantary","East Germany","54","0.16637668301333","0.128531746699406","0.204221619327254"
"Yes","2019","middle vocational","West Germany","1224","0.165135280933743","0.157225533817905","0.173045028049582"
"Yes","2019","middle vocational","East Germany","365","0.157270093983833","0.143287270435532","0.171252917532135"
"Yes","2019","vocational + Abi","West Germany","155","0.111641339735113","0.0972557428339122","0.126026936636314"
"Yes","2019","vocational + Abi","East Germany","21","","",""
"Yes","2019","higher vocational","West Germany","178","0.142318856133759","0.122762091488868","0.161875620778649"
"Yes","2019","higher vocational","East Germany","65","0.173181229593972","0.137783826293439","0.208578632894505"
"Yes","2019","higher education","West Germany","385","0.0798685068400357","0.0726273443045768","0.0871096693754946"
"Yes","2019","higher education","East Germany","173","0.1165203159993","0.100759609927084","0.132281022071515"
"No","2019","in school","West Germany","276","0.996432806059706","0.989424499951451","1.00344111216796"
"No","2019","in school","East Germany","50","0.983591511965767","0.949389486603377","1.01779353732816"
"No","2019","inadequately","West Germany","275","0.77570888026337","0.731306764671746","0.820110995854994"
"No","2019","inadequately","East Germany","34","0.751305600106687","0.627727794807672","0.874883405405702"
"No","2019","general elemantary","West Germany","1757","0.821354593338623","0.804711764130339","0.837997422546908"
"No","2019","general elemantary","East Germany","318","0.83362331698667","0.795778380672746","0.871468253300594"
"No","2019","middle vocational","West Germany","7241","0.834864719066257","0.826954971950418","0.842774466182096"
"No","2019","middle vocational","East Germany","2239","0.842729906016166","0.828747082467865","0.856712729564468"
"No","2019","vocational + Abi","West Germany","1686","0.888358660264887","0.873973063363686","0.902744257166088"
"No","2019","vocational + Abi","East Germany","300","0.909068843399457","0.877616694784485","0.940520992014429"
"No","2019","higher vocational","West Germany","1048","0.857681143866241","0.838124379221351","0.877237908511132"
"No","2019","higher vocational","East Germany","374","0.826818770406028","0.791421367105495","0.862216173706561"
"No","2019","higher education","West Germany","4999","0.920131493159964","0.912890330624506","0.927372655695423"
"No","2019","higher education","East Germany","1419","0.883479684000701","0.867718977928485","0.899240390072916"
