"m11124","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Not disabled","2019","general elemantary","East Germany","322","0.838475901711783","0.801078573461262","0.875873229962303","0"
"Not disabled","2019","middle vocational","West Germany","7333","0.847763094015483","0.840112351017689","0.855413837013276","0"
"Not disabled","2019","middle vocational","East Germany","2269","0.857161526393269","0.843729810083934","0.870593242702604","0"
"Not disabled","2019","inadequately","East Germany","34","0.751305600106687","0.627727794807672","0.874883405405702","0"
"Not disabled","2019","higher education","East Germany","1427","0.892511071866741","0.877277157350922","0.90774498638256","0"
"Not disabled","2019","vocational + Abi","West Germany","1694","0.896074903947337","0.882135199327201","0.910014608567474","0"
"Not disabled","2019","inadequately","West Germany","281","0.798963598050369","0.756300824133573","0.841626371967165","0"
"Not disabled","2019","vocational + Abi","East Germany","303","0.921545410271776","0.892130798355081","0.950960022188471","0"
"Not disabled","2019","higher education","West Germany","5035","0.924093187898491","0.917024624761189","0.931161751035793","0"
"Not disabled","2019","in school","West Germany","276","0.996432806059706","0.989424499951451","1.00344111216796","0"
"Not disabled","2019","in school","East Germany","50","0.983591511965767","0.949389486603377","1.01779353732816","0"
"Not disabled","2019","higher vocational","West Germany","1059","0.864598071957086","0.845453513020817","0.883742630893354","0"
"Not disabled","2019","higher vocational","East Germany","379","0.849704584648757","0.816351527812976","0.883057641484539","0"
