"m11124","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"Disabled","2017","1-pers.-HH","no migration background","581","0.194495161141427","0.18097422831833","0.208016093964525"
"Disabled","2017","1-pers.-HH","direct migration background","64","0.145328599937925","0.113226552953774","0.177430646922076"
"Disabled","2017","1-pers.-HH","indirect migration background","17","","",""
"Disabled","2017","(Married) couple without C. ","no migration background","1241","0.175625299939424","0.166707840473327","0.184542759405521"
"Disabled","2017","(Married) couple without C. ","direct migration background","111","0.115344929835745","0.0956250590452019","0.135064800626289"
"Disabled","2017","(Married) couple without C. ","indirect migration background","13","","",""
"Disabled","2017","Single parent ","no migration background","163","0.0938080819835368","0.0800809746294287","0.107535189337645"
"Disabled","2017","Single parent ","direct migration background","20","","",""
"Disabled","2017","Single parent ","indirect migration background","11","","",""
"Disabled","2017","Couple + C. LE 16 ","no migration background","145","0.042566101530707","0.0362082456264433","0.0489239574349708"
"Disabled","2017","Couple + C. LE 16 ","direct migration background","24","","",""
"Disabled","2017","Couple + C. LE 16 ","indirect migration background","14","","",""
"Disabled","2017","Couple + C. GT 16 ","no migration background","226","0.0925420642301135","0.0811688633702725","0.103915265089954"
"Disabled","2017","Couple + C. GT 16 ","direct migration background","40","0.105961112295446","0.0798313207220136","0.132090903868878"
"Disabled","2017","Couple + C. GT 16 ","indirect migration background","13","","",""
"Disabled","2017","Couple + C. LE and GT 16","no migration background","71","0.047931519819089","0.0371461222532279","0.0587169173849501"
"Disabled","2017","Couple + C. LE and GT 16","direct migration background","26","","",""
"Disabled","2017","Couple + C. LE and GT 16","indirect migration background","4","","",""
"Not disabled","2018","1-pers.-HH","no migration background","2776","0.805518183963645","0.792239436184286","0.818796931743004"
"Not disabled","2018","1-pers.-HH","direct migration background","413","0.848749988159624","0.816862903046439","0.880637073272809"
"Not disabled","2018","1-pers.-HH","indirect migration background","194","0.904417476976605","0.864932489247422","0.943902464705787"
"Not disabled","2018","(Married) couple without C. ","no migration background","5555","0.822487943320131","0.813388722743724","0.831587163896539"
"Not disabled","2018","(Married) couple without C. ","direct migration background","880","0.879546471638729","0.859382772410785","0.899710170866673"
"Not disabled","2018","(Married) couple without C. ","indirect migration background","209","0.9547758803111","0.927803675544779","0.981748085077421"
"Not disabled","2018","Single parent ","no migration background","1515","0.909314834097302","0.895611829177483","0.923017839017121"
"Not disabled","2018","Single parent ","direct migration background","282","0.894503273947033","0.860027928255835","0.928978619638231"
"Not disabled","2018","Single parent ","indirect migration background","206","0.949492976820792","0.920489651216546","0.978496302425037"
"Not disabled","2018","Couple + C. LE 16 ","no migration background","3447","0.963763099719339","0.957651701342233","0.969874498096446"
"Not disabled","2018","Couple + C. LE 16 ","direct migration background","1400","0.983907048116805","0.977385135667889","0.99042896056572"
"Not disabled","2018","Couple + C. LE 16 ","indirect migration background","436","0.987613864610775","0.977349261488743","0.997878467732807"
"Not disabled","2018","Couple + C. GT 16 ","no migration background","2107","0.911150133007046","0.899579773625574","0.922720492388518"
"Not disabled","2018","Couple + C. GT 16 ","direct migration background","431","0.894461055276665","0.866742908926403","0.922179201626926"
"Not disabled","2018","Couple + C. GT 16 ","indirect migration background","209","0.902983022084075","0.864048462425579","0.941917581742571"
"Not disabled","2018","Couple + C. LE and GT 16","no migration background","1339","0.948671606316905","0.93715365277347","0.96018955986034"
"Not disabled","2018","Couple + C. LE and GT 16","direct migration background","488","0.962385510267071","0.94585671025543","0.978914310278712"
"Not disabled","2018","Couple + C. LE and GT 16","indirect migration background","271","0.933279004367991","0.9041543658413","0.962403642894682"
"Disabled","2018","1-pers.-HH","no migration background","637","0.194481816036355","0.181203068256996","0.207760563815714"
"Disabled","2018","1-pers.-HH","direct migration background","72","0.151250011840376","0.119362926727191","0.183137096953561"
"Disabled","2018","1-pers.-HH","indirect migration background","19","","",""
"Disabled","2018","(Married) couple without C. ","no migration background","1219","0.177512056679869","0.168412836103462","0.186611277256276"
"Disabled","2018","(Married) couple without C. ","direct migration background","121","0.120453528361271","0.100289829133327","0.140617227589215"
"Disabled","2018","(Married) couple without C. ","indirect migration background","19","","",""
"Disabled","2018","Single parent ","no migration background","172","0.0906851659026981","0.076982160982879","0.104388170822517"
"Disabled","2018","Single parent ","direct migration background","23","","",""
"Disabled","2018","Single parent ","indirect migration background","13","","",""
"Disabled","2018","Couple + C. LE 16 ","no migration background","145","0.0362369002806606","0.030125501903554","0.0423482986577672"
"Disabled","2018","Couple + C. LE 16 ","direct migration background","30","0.0160929518831954","0.00957103943427957","0.0226148643321112"
"Disabled","2018","Couple + C. LE 16 ","indirect migration background","10","","",""
"Disabled","2018","Couple + C. GT 16 ","no migration background","216","0.0888498669929541","0.0772795076114824","0.100420226374426"
"Disabled","2018","Couple + C. GT 16 ","direct migration background","41","0.105538944723335","0.0778207983730739","0.133257091073597"
"Disabled","2018","Couple + C. GT 16 ","indirect migration background","13","","",""
"Disabled","2018","Couple + C. LE and GT 16","no migration background","71","0.0513283936830949","0.0398104401396601","0.0628463472265297"
"Disabled","2018","Couple + C. LE and GT 16","direct migration background","21","","",""
"Disabled","2018","Couple + C. LE and GT 16","indirect migration background","11","","",""
"Not disabled","2019","1-pers.-HH","no migration background","2936","0.81256666928333","0.799791801194269","0.825341537372391"
"Not disabled","2019","1-pers.-HH","direct migration background","370","0.853582733914376","0.820168399036831","0.886997068791922"
"Not disabled","2019","1-pers.-HH","indirect migration background","202","0.882861275910283","0.841027059264199","0.924695492556368"
"Not disabled","2019","(Married) couple without C. ","no migration background","6096","0.823072141998184","0.814330763030042","0.831813520966327"
"Not disabled","2019","(Married) couple without C. ","direct migration background","838","0.894627627795382","0.874894717195768","0.914360538394996"
"Not disabled","2019","(Married) couple without C. ","indirect migration background","261","0.959756160837549","0.936777480283278","0.982734841391821"
"Not disabled","2019","Single parent ","no migration background","1432","0.894751614687767","0.879629803270479","0.909873426105055"
"Not disabled","2019","Single parent ","direct migration background","247","0.842844942434906","0.799433498388504","0.886256386481309"
"Not disabled","2019","Single parent ","indirect migration background","196","0.869415628915131","0.823625090941736","0.915206166888525"
"Not disabled","2019","Couple + C. LE 16 ","no migration background","3481","0.970947782881054","0.965463705959438","0.97643185980267"
"Not disabled","2019","Couple + C. LE 16 ","direct migration background","1158","0.99402325930068","0.989614214385001","0.99843230421636"
"Not disabled","2019","Couple + C. LE 16 ","indirect migration background","412","0.979275992320263","0.965716151579975","0.992835833060552"
"Not disabled","2019","Couple + C. GT 16 ","no migration background","2089","0.903177476250806","0.891131351903559","0.915223600598052"
"Not disabled","2019","Couple + C. GT 16 ","direct migration background","389","0.89268649487026","0.863225878074004","0.922147111666515"
"Not disabled","2019","Couple + C. GT 16 ","indirect migration background","226","0.932581128831008","0.900657814964959","0.964504442697057"
"Not disabled","2019","Couple + C. LE and GT 16","no migration background","1406","0.94790664818273","0.936531552945572","0.959281743419887"
"Not disabled","2019","Couple + C. LE and GT 16","direct migration background","438","0.961120438995708","0.943435998216232","0.978804879775184"
"Not disabled","2019","Couple + C. LE and GT 16","indirect migration background","257","0.955877076403605","0.931104037111721","0.980650115695489"
"Disabled","2019","1-pers.-HH","no migration background","649","0.18743333071667","0.174658462627609","0.200208198805731"
"Disabled","2019","1-pers.-HH","direct migration background","60","0.146417266085624","0.113002931208079","0.179831600963169"
"Disabled","2019","1-pers.-HH","indirect migration background","25","","",""
"Disabled","2019","(Married) couple without C. ","no migration background","1225","0.176927858001816","0.168186479033673","0.185669236969958"
"Disabled","2019","(Married) couple without C. ","direct migration background","92","0.105372372204618","0.0856394616050039","0.125105282804232"
"Disabled","2019","(Married) couple without C. ","indirect migration background","20","","",""
"Disabled","2019","Single parent ","no migration background","150","0.105248385312233","0.0901265738949452","0.120370196729521"
"Disabled","2019","Single parent ","direct migration background","23","","",""
"Disabled","2019","Single parent ","indirect migration background","12","","",""
"Disabled","2019","Couple + C. LE 16 ","no migration background","122","0.029052217118946","0.0235681401973303","0.0345362940405617"
"Disabled","2019","Couple + C. LE 16 ","direct migration background","16","","",""
"Disabled","2019","Couple + C. LE 16 ","indirect migration background","12","","",""
"Disabled","2019","Couple + C. GT 16 ","no migration background","226","0.0968225237491942","0.0847763994019477","0.108868648096441"
"Disabled","2019","Couple + C. GT 16 ","direct migration background","35","0.10731350512974","0.0778528883334846","0.136774121925996"
"Disabled","2019","Couple + C. GT 16 ","indirect migration background","11","","",""
"Disabled","2019","Couple + C. LE and GT 16","no migration background","60","0.0520933518172704","0.040718256580113","0.0634684470544279"
"Disabled","2019","Couple + C. LE and GT 16","direct migration background","21","","",""
"Disabled","2019","Couple + C. LE and GT 16","indirect migration background","7","","",""
