"m11124","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence"
"Disabled","1987","Bremen","Part Time","","","",""
"Disabled","1987","Bremen","Not Working","8","","",""
"Disabled","1987","North Rhine-Westphalia","Full Time","84","0.0776364489517629","0.0628490541456702","0.0924238437578557"
"Disabled","1987","North Rhine-Westphalia","Part Time","22","","",""
"Disabled","1987","North Rhine-Westphalia","Not Working","180","0.208612681259881","0.184932682000185","0.232292680519577"
"Disabled","1987","Hesse","Full Time","21","","",""
"Disabled","1987","Hesse","Part Time","6","","",""
"Disabled","1987","Hesse","Not Working","51","0.170537202404585","0.132110580702103","0.208963824107067"
"Disabled","1987","Rhineland-Palatinate,Saarland","Full Time","22","","",""
"Disabled","1987","Rhineland-Palatinate,Saarland","Part Time","4","","",""
"Disabled","1987","Rhineland-Palatinate,Saarland","Not Working","40","0.148028802383923","0.108811439811003","0.187246164956843"
"Disabled","1987","Baden-Württemberg","Full Time","39","0.0453376577002515","0.0326508497489277","0.0580244656515753"
"Disabled","1987","Baden-Württemberg","Part Time","12","","",""
"Disabled","1987","Baden-Württemberg","Not Working","78","0.157561005381991","0.128649095883697","0.186472914880284"
"Disabled","1987","Bavaria","Full Time","32","0.0545778516294289","0.0390962303042417","0.0700594729546161"
"Disabled","1987","Bavaria","Part Time","10","","",""
"Disabled","1987","Bavaria","Not Working","80","0.173819825927901","0.142206834616548","0.205432817239254"
"Disabled","1987","Berlin","Full Time","14","","",""
"Disabled","1987","Berlin","Part Time","4","","",""
"Disabled","1987","Berlin","Not Working","29","","",""
"Disabled","1987","Brandenburg","Full Time","","","",""
"Disabled","1987","Brandenburg","Part Time","","","",""
"Disabled","1987","Brandenburg","Not Working","","","",""
"Disabled","1987","Mecklenburg-Western Pomerania","Full Time","","","",""
"Disabled","1987","Mecklenburg-Western Pomerania","Part Time","","","",""
"Disabled","1987","Mecklenburg-Western Pomerania","Not Working","","","",""
"Disabled","1987","Saxony","Full Time","","","",""
"Disabled","1987","Saxony","Part Time","","","",""
"Disabled","1987","Saxony","Not Working","","","",""
"Disabled","1987","Saxony-Anhalt","Full Time","","","",""
"Disabled","1987","Saxony-Anhalt","Part Time","","","",""
"Disabled","1987","Saxony-Anhalt","Not Working","","","",""
"Disabled","1987","Thuringia","Full Time","","","",""
"Disabled","1987","Thuringia","Part Time","","","",""
"Disabled","1987","Thuringia","Not Working","","","",""
"Not disabled","1988","Schleswig-Holstein","Full Time","136","0.958240613947324","0.925338919991031","0.991142307903618"
"Not disabled","1988","Schleswig-Holstein","Part Time","60","0.920675062307438","0.85446619413152","0.986883930483357"
"Not disabled","1988","Schleswig-Holstein","Not Working","89","0.749266372400414","0.671061916250695","0.827470828550133"
"Not disabled","1988","Hamburg","Full Time","88","0.970557851334745","0.935826405806343","1.00528929686315"
"Not disabled","1988","Hamburg","Part Time","29","","",""
"Not disabled","1988","Hamburg","Not Working","72","0.865355499453508","0.791019844810283","0.939691154096733"
"Not disabled","1988","Lower Saxony","Full Time","419","0.948174918052797","0.927509167329605","0.968840668775988"
"Not disabled","1988","Lower Saxony","Part Time","185","0.928216467899364","0.892170887363799","0.964262048434929"
"Not disabled","1988","Lower Saxony","Not Working","343","0.833599641220031","0.797371924518879","0.869827357921184"
"Not disabled","1988","Bremen","Full Time","29","","",""
"Not disabled","1988","Bremen","Part Time","18","","",""
"Not disabled","1988","Bremen","Not Working","40","0.829630030141369","0.725421842208308","0.933838218074431"
"Not disabled","1988","North Rhine-Westphalia","Full Time","1092","0.927326751392345","0.912464384895801","0.94218911788889"
"Not disabled","1988","North Rhine-Westphalia","Part Time","449","0.934967274688634","0.9127218206697","0.957212728707568"
"Not disabled","1988","North Rhine-Westphalia","Not Working","849","0.750578008523842","0.724394632906406","0.776761384141278"
"Not disabled","1988","Hesse","Full Time","436","0.938523556135331","0.916452691343832","0.96059442092683"
"Not disabled","1988","Hesse","Part Time","186","0.938284416597859","0.90468129302434","0.971887540171378"
"Not disabled","1988","Hesse","Not Working","286","0.787229723748472","0.744168182083463","0.830291265413481"
