"pgnation","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence"
"38","1994","Urban Area","West Germany","1","","",""
"38","1994","Urban Area","East Germany","","","",""
"38","1994","Rural Area","West Germany","","","",""
"38","1994","Rural Area","East Germany","","","",""
"39","1994","Urban Area","West Germany","","","",""
"39","1994","Urban Area","East Germany","","","",""
"39","1994","Rural Area","West Germany","","","",""
"39","1994","Rural Area","East Germany","","","",""
"40","1994","Urban Area","West Germany","","","",""
"40","1994","Urban Area","East Germany","","","",""
"40","1994","Rural Area","West Germany","","","",""
"40","1994","Rural Area","East Germany","","","",""
"41","1994","Urban Area","West Germany","","","",""
"41","1994","Urban Area","East Germany","","","",""
"41","1994","Rural Area","West Germany","1","","",""
"41","1994","Rural Area","East Germany","","","",""
"42","1994","Urban Area","West Germany","","","",""
"42","1994","Urban Area","East Germany","","","",""
"42","1994","Rural Area","West Germany","","","",""
"42","1994","Rural Area","East Germany","","","",""
"43","1994","Urban Area","West Germany","","","",""
"43","1994","Urban Area","East Germany","","","",""
"43","1994","Rural Area","West Germany","","","",""
"43","1994","Rural Area","East Germany","","","",""
"44","1994","Urban Area","West Germany","","","",""
"44","1994","Urban Area","East Germany","","","",""
"44","1994","Rural Area","West Germany","","","",""
"44","1994","Rural Area","East Germany","","","",""
"45","1994","Urban Area","West Germany","","","",""
"45","1994","Urban Area","East Germany","","","",""
"45","1994","Rural Area","West Germany","","","",""
"45","1994","Rural Area","East Germany","","","",""
"46","1994","Urban Area","West Germany","","","",""
"46","1994","Urban Area","East Germany","","","",""
"46","1994","Rural Area","West Germany","","","",""
"46","1994","Rural Area","East Germany","","","",""
"47","1994","Urban Area","West Germany","","","",""
"47","1994","Urban Area","East Germany","","","",""
"47","1994","Rural Area","West Germany","","","",""
"47","1994","Rural Area","East Germany","","","",""
"48","1994","Urban Area","West Germany","","","",""
"48","1994","Urban Area","East Germany","","","",""
"48","1994","Rural Area","West Germany","","","",""
"48","1994","Rural Area","East Germany","","","",""
"49","1994","Urban Area","West Germany","","","",""
"49","1994","Urban Area","East Germany","","","",""
"49","1994","Rural Area","West Germany","","","",""
"49","1994","Rural Area","East Germany","","","",""
"50","1994","Urban Area","West Germany","","","",""
"50","1994","Urban Area","East Germany","","","",""
"50","1994","Rural Area","West Germany","","","",""
"50","1994","Rural Area","East Germany","","","",""
"51","1994","Urban Area","West Germany","1","","",""
"51","1994","Urban Area","East Germany","","","",""
"51","1994","Rural Area","West Germany","","","",""
"51","1994","Rural Area","East Germany","","","",""
"52","1994","Urban Area","West Germany","1","","",""
"52","1994","Urban Area","East Germany","","","",""
"52","1994","Rural Area","West Germany","","","",""
"52","1994","Rural Area","East Germany","","","",""
"53","1994","Urban Area","West Germany","1","","",""
"53","1994","Urban Area","East Germany","","","",""
"53","1994","Rural Area","West Germany","","","",""
"53","1994","Rural Area","East Germany","","","",""
"54","1994","Urban Area","West Germany","1","","",""
"54","1994","Urban Area","East Germany","","","",""
"54","1994","Rural Area","West Germany","","","",""
"54","1994","Rural Area","East Germany","","","",""
"55","1994","Urban Area","West Germany","","","",""
"55","1994","Urban Area","East Germany","","","",""
"55","1994","Rural Area","West Germany","","","",""
"55","1994","Rural Area","East Germany","","","",""
"56","1994","Urban Area","West Germany","","","",""
"56","1994","Urban Area","East Germany","","","",""
"56","1994","Rural Area","West Germany","","","",""
"56","1994","Rural Area","East Germany","","","",""
"59","1994","Urban Area","West Germany","","","",""
"59","1994","Urban Area","East Germany","","","",""
"59","1994","Rural Area","West Germany","","","",""
"59","1994","Rural Area","East Germany","","","",""
"60","1994","Urban Area","West Germany","","","",""
"60","1994","Urban Area","East Germany","","","",""
"60","1994","Rural Area","West Germany","","","",""
"60","1994","Rural Area","East Germany","","","",""
"61","1994","Urban Area","West Germany","","","",""
"61","1994","Urban Area","East Germany","","","",""
"61","1994","Rural Area","West Germany","","","",""
"61","1994","Rural Area","East Germany","","","",""
"64","1994","Urban Area","West Germany","","","",""
"64","1994","Urban Area","East Germany","","","",""
"64","1994","Rural Area","West Germany","","","",""
"64","1994","Rural Area","East Germany","","","",""
"65","1994","Urban Area","West Germany","","","",""
"65","1994","Urban Area","East Germany","","","",""
"65","1994","Rural Area","West Germany","","","",""
"65","1994","Rural Area","East Germany","","","",""
"66","1994","Urban Area","West Germany","","","",""
"66","1994","Urban Area","East Germany","","","",""
"66","1994","Rural Area","West Germany","","","",""
"66","1994","Rural Area","East Germany","","","",""
"67","1994","Urban Area","West Germany","","","",""
"67","1994","Urban Area","East Germany","","","",""
"67","1994","Rural Area","West Germany","","","",""
"67","1994","Rural Area","East Germany","","","",""
"68","1994","Urban Area","West Germany","","","",""
"68","1994","Urban Area","East Germany","","","",""
"68","1994","Rural Area","West Germany","","","",""
"68","1994","Rural Area","East Germany","","","",""
"71","1994","Urban Area","West Germany","","","",""
"71","1994","Urban Area","East Germany","","","",""
"71","1994","Rural Area","West Germany","","","",""
"71","1994","Rural Area","East Germany","","","",""
"72","1994","Urban Area","West Germany","","","",""
"72","1994","Urban Area","East Germany","","","",""
"72","1994","Rural Area","West Germany","","","",""
"72","1994","Rural Area","East Germany","","","",""
"73","1994","Urban Area","West Germany","","","",""
"73","1994","Urban Area","East Germany","","","",""
"73","1994","Rural Area","West Germany","","","",""
"73","1994","Rural Area","East Germany","","","",""
"74","1994","Urban Area","West Germany","","","",""
"74","1994","Urban Area","East Germany","","","",""
"74","1994","Rural Area","West Germany","","","",""
"74","1994","Rural Area","East Germany","","","",""
"75","1994","Urban Area","West Germany","","","",""
"75","1994","Urban Area","East Germany","","","",""
"75","1994","Rural Area","West Germany","","","",""
"75","1994","Rural Area","East Germany","","","",""
"76","1994","Urban Area","West Germany","","","",""
"76","1994","Urban Area","East Germany","","","",""
"76","1994","Rural Area","West Germany","","","",""
"76","1994","Rural Area","East Germany","","","",""
"77","1994","Urban Area","West Germany","","","",""
"77","1994","Urban Area","East Germany","","","",""
"77","1994","Rural Area","West Germany","","","",""
"77","1994","Rural Area","East Germany","","","",""
"78","1994","Urban Area","West Germany","","","",""
"78","1994","Urban Area","East Germany","","","",""
"78","1994","Rural Area","West Germany","","","",""
"78","1994","Rural Area","East Germany","","","",""
"79","1994","Urban Area","West Germany","","","",""
"79","1994","Urban Area","East Germany","","","",""
"79","1994","Rural Area","West Germany","","","",""
"79","1994","Rural Area","East Germany","","","",""
"80","1994","Urban Area","West Germany","","","",""
"80","1994","Urban Area","East Germany","","","",""
"80","1994","Rural Area","West Germany","","","",""
"80","1994","Rural Area","East Germany","","","",""
"81","1994","Urban Area","West Germany","","","",""
"81","1994","Urban Area","East Germany","","","",""
"81","1994","Rural Area","West Germany","","","",""
"81","1994","Rural Area","East Germany","","","",""
"82","1994","Urban Area","West Germany","","","",""
"82","1994","Urban Area","East Germany","","","",""
"82","1994","Rural Area","West Germany","","","",""
"82","1994","Rural Area","East Germany","","","",""
"83","1994","Urban Area","West Germany","","","",""
"83","1994","Urban Area","East Germany","","","",""
"83","1994","Rural Area","West Germany","","","",""
"83","1994","Rural Area","East Germany","","","",""
"84","1994","Urban Area","West Germany","","","",""
"84","1994","Urban Area","East Germany","","","",""
"84","1994","Rural Area","West Germany","","","",""
"84","1994","Rural Area","East Germany","","","",""
"85","1994","Urban Area","West Germany","","","",""
"85","1994","Urban Area","East Germany","","","",""
"85","1994","Rural Area","West Germany","","","",""
"85","1994","Rural Area","East Germany","","","",""
"86","1994","Urban Area","West Germany","","","",""
"86","1994","Urban Area","East Germany","","","",""
"86","1994","Rural Area","West Germany","","","",""
"86","1994","Rural Area","East Germany","","","",""
"89","1994","Urban Area","West Germany","","","",""
"89","1994","Urban Area","East Germany","","","",""
"89","1994","Rural Area","West Germany","","","",""
"89","1994","Rural Area","East Germany","","","",""
"90","1994","Urban Area","West Germany","","","",""
"90","1994","Urban Area","East Germany","","","",""
"90","1994","Rural Area","West Germany","","","",""
"90","1994","Rural Area","East Germany","","","",""
"92","1994","Urban Area","West Germany","","","",""
"92","1994","Urban Area","East Germany","","","",""
"92","1994","Rural Area","West Germany","","","",""
"92","1994","Rural Area","East Germany","","","",""
"94","1994","Urban Area","West Germany","","","",""
"94","1994","Urban Area","East Germany","","","",""
"94","1994","Rural Area","West Germany","","","",""
"94","1994","Rural Area","East Germany","","","",""
"95","1994","Urban Area","West Germany","","","",""
"95","1994","Urban Area","East Germany","","","",""
"95","1994","Rural Area","West Germany","","","",""
"95","1994","Rural Area","East Germany","","","",""
"96","1994","Urban Area","West Germany","","","",""
"96","1994","Urban Area","East Germany","","","",""
"96","1994","Rural Area","West Germany","","","",""
"96","1994","Rural Area","East Germany","","","",""
"97","1994","Urban Area","West Germany","","","",""
"97","1994","Urban Area","East Germany","","","",""
"97","1994","Rural Area","West Germany","","","",""
"97","1994","Rural Area","East Germany","","","",""
"98","1994","Urban Area","West Germany","2","","",""
"98","1994","Urban Area","East Germany","","","",""
"98","1994","Rural Area","West Germany","","","",""
"98","1994","Rural Area","East Germany","","","",""
"101","1994","Urban Area","West Germany","","","",""
"101","1994","Urban Area","East Germany","","","",""
"101","1994","Rural Area","West Germany","","","",""
"101","1994","Rural Area","East Germany","","","",""
"102","1994","Urban Area","West Germany","","","",""
"102","1994","Urban Area","East Germany","","","",""
"102","1994","Rural Area","West Germany","","","",""
"102","1994","Rural Area","East Germany","","","",""
"103","1994","Urban Area","West Germany","","","",""
"103","1994","Urban Area","East Germany","","","",""
"103","1994","Rural Area","West Germany","","","",""
"103","1994","Rural Area","East Germany","","","",""
"105","1994","Urban Area","West Germany","","","",""
"105","1994","Urban Area","East Germany","","","",""
"105","1994","Rural Area","West Germany","","","",""
"105","1994","Rural Area","East Germany","","","",""
"108","1994","Urban Area","West Germany","","","",""
"108","1994","Urban Area","East Germany","","","",""
"108","1994","Rural Area","West Germany","","","",""
"108","1994","Rural Area","East Germany","","","",""
"110","1994","Urban Area","West Germany","","","",""
"110","1994","Urban Area","East Germany","","","",""
"110","1994","Rural Area","West Germany","","","",""
"110","1994","Rural Area","East Germany","","","",""
