"pgnation","year","sampreg","n","percent","lower_confidence","upper_confidence"
"128","2002","East Germany","","","",""
"129","2002","West Germany","","","",""
"129","2002","East Germany","","","",""
"130","2002","West Germany","1","","",""
"130","2002","East Germany","","","",""
"131","2002","West Germany","","","",""
"131","2002","East Germany","","","",""
"132","2002","West Germany","2","","",""
"132","2002","East Germany","","","",""
"133","2002","West Germany","","","",""
"133","2002","East Germany","","","",""
"135","2002","West Germany","","","",""
"135","2002","East Germany","","","",""
"138","2002","West Germany","1","","",""
"138","2002","East Germany","","","",""
"139","2002","West Germany","1","","",""
"139","2002","East Germany","","","",""
"140","2002","West Germany","19","","",""
"140","2002","East Germany","","","",""
"141","2002","West Germany","","","",""
"141","2002","East Germany","","","",""
"142","2002","West Germany","","","",""
"142","2002","East Germany","","","",""
"143","2002","West Germany","","","",""
"143","2002","East Germany","","","",""
"144","2002","West Germany","","","",""
"144","2002","East Germany","","","",""
"145","2002","West Germany","","","",""
"145","2002","East Germany","","","",""
"146","2002","West Germany","","","",""
"146","2002","East Germany","","","",""
"147","2002","West Germany","1","","",""
"147","2002","East Germany","","","",""
"148","2002","West Germany","1","","",""
"148","2002","East Germany","","","",""
"149","2002","West Germany","","","",""
"149","2002","East Germany","","","",""
"151","2002","West Germany","","","",""
"151","2002","East Germany","","","",""
"152","2002","West Germany","","","",""
"152","2002","East Germany","","","",""
"154","2002","West Germany","","","",""
"154","2002","East Germany","","","",""
"155","2002","West Germany","","","",""
"155","2002","East Germany","","","",""
"156","2002","West Germany","","","",""
"156","2002","East Germany","","","",""
"158","2002","West Germany","","","",""
"158","2002","East Germany","","","",""
"162","2002","West Germany","","","",""
"162","2002","East Germany","","","",""
"164","2002","West Germany","","","",""
"164","2002","East Germany","","","",""
"165","2002","West Germany","","","",""
"165","2002","East Germany","","","",""
"166","2002","West Germany","","","",""
"166","2002","East Germany","","","",""
"167","2002","West Germany","","","",""
"167","2002","East Germany","","","",""
"168","2002","West Germany","","","",""
"168","2002","East Germany","","","",""
"169","2002","West Germany","","","",""
"169","2002","East Germany","","","",""
"172","2002","West Germany","","","",""
"172","2002","East Germany","","","",""
"173","2002","West Germany","","","",""
"173","2002","East Germany","","","",""
"178","2002","West Germany","","","",""
"178","2002","East Germany","","","",""
"181","2002","West Germany","","","",""
"181","2002","East Germany","","","",""
"183","2002","West Germany","","","",""
"183","2002","East Germany","","","",""
"188","2002","West Germany","","","",""
"188","2002","East Germany","","","",""
"195","2002","West Germany","","","",""
"195","2002","East Germany","","","",""
"196","2002","West Germany","","","",""
"196","2002","East Germany","","","",""
"999","2002","West Germany","","","",""
"999","2002","East Germany","","","",""
"1","2003","West Germany","15197","0.899731522296086","0.895206482205978","0.904256562386194"
"1","2003","East Germany","5359","0.996852827949955","0.99535502095502","0.99835063494489"
"2","2003","West Germany","566","0.0297340905908274","0.027175172004401","0.0322930091772537"
"2","2003","East Germany","","","",""
"3","2003","West Germany","102","0.00554395993291084","0.00442532960719388","0.00666259025862781"
"3","2003","East Germany","","","",""
"4","2003","West Germany","153","0.00415399457764294","0.00318501905194811","0.00512297010333777"
"4","2003","East Germany","","","",""
"5","2003","West Germany","284","0.0121845356179486","0.010531713356332","0.0138373578795651"
"5","2003","East Germany","1","","",""
"6","2003","West Germany","61","0.00205082415001195","0.00136926716081824","0.00273238113920566"
"6","2003","East Germany","","","",""
"10","2003","West Germany","57","0.0050764337226238","0.00400575795984923","0.00614710948539838"
"10","2003","East Germany","1","","",""
"11","2003","West Germany","22","","",""
"11","2003","East Germany","1","","",""
"12","2003","West Germany","","","",""
"12","2003","East Germany","","","",""
"13","2003","West Germany","7","","",""
"13","2003","East Germany","","","",""
"14","2003","West Germany","22","","",""
"14","2003","East Germany","1","","",""
"15","2003","West Germany","1","","",""
"15","2003","East Germany","","","",""
"16","2003","West Germany","","","",""
"16","2003","East Germany","","","",""
"17","2003","West Germany","4","","",""
"17","2003","East Germany","","","",""
"18","2003","West Germany","21","","",""
"18","2003","East Germany","","","",""
"19","2003","West Germany","7","","",""
"19","2003","East Germany","","","",""
"20","2003","West Germany","1","","",""
"20","2003","East Germany","","","",""
"21","2003","West Germany","6","","",""
"21","2003","East Germany","","","",""
"22","2003","West Germany","29","","",""
"22","2003","East Germany","1","","",""
"23","2003","West Germany","","","",""
"23","2003","East Germany","","","",""
"24","2003","West Germany","10","","",""
"24","2003","East Germany","","","",""
"25","2003","West Germany","2","","",""
"25","2003","East Germany","","","",""
"26","2003","West Germany","9","","",""
"26","2003","East Germany","","","",""
"27","2003","West Germany","1","","",""
"27","2003","East Germany","","","",""
"28","2003","West Germany","15","","",""
"28","2003","East Germany","","","",""
"29","2003","West Germany","1","","",""
"29","2003","East Germany","","","",""
"30","2003","West Germany","","","",""
"30","2003","East Germany","","","",""
"31","2003","West Germany","5","","",""
"31","2003","East Germany","","","",""
"32","2003","West Germany","19","","",""
"32","2003","East Germany","1","","",""
"34","2003","West Germany","","","",""
"34","2003","East Germany","","","",""
"35","2003","West Germany","","","",""
"35","2003","East Germany","","","",""
"36","2003","West Germany","","","",""
"36","2003","East Germany","","","",""
"37","2003","West Germany","","","",""
"37","2003","East Germany","","","",""
"38","2003","West Germany","3","","",""
"38","2003","East Germany","1","","",""
"39","2003","West Germany","","","",""
"39","2003","East Germany","","","",""
"40","2003","West Germany","2","","",""
"40","2003","East Germany","","","",""
"41","2003","West Germany","","","",""
"41","2003","East Germany","","","",""
"42","2003","West Germany","","","",""
"42","2003","East Germany","1","","",""
"43","2003","West Germany","1","","",""
"43","2003","East Germany","","","",""
"44","2003","West Germany","2","","",""
"44","2003","East Germany","","","",""
"45","2003","West Germany","","","",""
"45","2003","East Germany","","","",""
"46","2003","West Germany","","","",""
"46","2003","East Germany","","","",""
"47","2003","West Germany","","","",""
"47","2003","East Germany","","","",""
"48","2003","West Germany","2","","",""
"48","2003","East Germany","","","",""
"49","2003","West Germany","3","","",""
"49","2003","East Germany","","","",""
"50","2003","West Germany","1","","",""
"50","2003","East Germany","","","",""
"51","2003","West Germany","1","","",""
"51","2003","East Germany","","","",""
"52","2003","West Germany","1","","",""
"52","2003","East Germany","","","",""
"53","2003","West Germany","","","",""
"53","2003","East Germany","","","",""
"54","2003","West Germany","2","","",""
"54","2003","East Germany","","","",""
"55","2003","West Germany","3","","",""
"55","2003","East Germany","","","",""
"56","2003","West Germany","","","",""
"56","2003","East Germany","","","",""
"59","2003","West Germany","2","","",""
"59","2003","East Germany","","","",""
"60","2003","West Germany","4","","",""
"60","2003","East Germany","","","",""
"61","2003","West Germany","2","","",""
"61","2003","East Germany","","","",""
"64","2003","West Germany","","","",""
"64","2003","East Germany","","","",""
"65","2003","West Germany","3","","",""
"65","2003","East Germany","","","",""
"66","2003","West Germany","","","",""
"66","2003","East Germany","","","",""
"67","2003","West Germany","1","","",""
"67","2003","East Germany","","","",""
"68","2003","West Germany","1","","",""
"68","2003","East Germany","","","",""
"71","2003","West Germany","","","",""
"71","2003","East Germany","","","",""
"72","2003","West Germany","","","",""
"72","2003","East Germany","","","",""
"73","2003","West Germany","","","",""
"73","2003","East Germany","","","",""
"74","2003","West Germany","2","","",""
"74","2003","East Germany","","","",""
"75","2003","West Germany","7","","",""
"75","2003","East Germany","","","",""
"76","2003","West Germany","4","","",""
"76","2003","East Germany","","","",""
"77","2003","West Germany","","","",""
"77","2003","East Germany","","","",""
"78","2003","West Germany","10","","",""
"78","2003","East Germany","","","",""
"79","2003","West Germany","","","",""
"79","2003","East Germany","","","",""
"80","2003","West Germany","","","",""
"80","2003","East Germany","1","","",""
"81","2003","West Germany","1","","",""
"81","2003","East Germany","","","",""
"82","2003","West Germany","","","",""
"82","2003","East Germany","","","",""
"83","2003","West Germany","3","","",""
"83","2003","East Germany","1","","",""
"84","2003","West Germany","","","",""
"84","2003","East Germany","","","",""
"85","2003","West Germany","2","","",""
"85","2003","East Germany","","","",""
"86","2003","West Germany","","","",""
"86","2003","East Germany","","","",""
"89","2003","West Germany","2","","",""
"89","2003","East Germany","","","",""
"90","2003","West Germany","","","",""
"90","2003","East Germany","","","",""
"92","2003","West Germany","1","","",""
"92","2003","East Germany","","","",""
"94","2003","West Germany","","","",""
"94","2003","East Germany","","","",""
"95","2003","West Germany","","","",""
"95","2003","East Germany","","","",""
"96","2003","West Germany","","","",""
"96","2003","East Germany","","","",""
"97","2003","West Germany","","","",""
"97","2003","East Germany","","","",""
"98","2003","West Germany","3","","",""
"98","2003","East Germany","1","","",""
"101","2003","West Germany","","","",""
"101","2003","East Germany","","","",""
"102","2003","West Germany","","","",""
"102","2003","East Germany","","","",""
"103","2003","West Germany","2","","",""
"103","2003","East Germany","","","",""
"105","2003","West Germany","","","",""
"105","2003","East Germany","","","",""
"108","2003","West Germany","","","",""
"108","2003","East Germany","","","",""
"110","2003","West Germany","","","",""
"110","2003","East Germany","","","",""
"111","2003","West Germany","","","",""
"111","2003","East Germany","","","",""
"113","2003","West Germany","","","",""
"113","2003","East Germany","","","",""
"116","2003","West Germany","5","","",""
"116","2003","East Germany","","","",""
"117","2003","West Germany","8","","",""
"117","2003","East Germany","","","",""
"118","2003","West Germany","25","","",""
"118","2003","East Germany","","","",""
"119","2003","West Germany","101","0.00488887447958222","0.00383806498854514","0.0059396839706193"
"119","2003","East Germany","","","",""
"120","2003","West Germany","53","0.00359587578815073","0.0026940890351701","0.00449766254113135"
"120","2003","East Germany","","","",""
"121","2003","West Germany","21","","",""
"121","2003","East Germany","1","","",""
"122","2003","West Germany","8","","",""
"122","2003","East Germany","","","",""
"123","2003","West Germany","","","",""
"123","2003","East Germany","1","","",""
"124","2003","West Germany","","","",""
"124","2003","East Germany","","","",""
"125","2003","West Germany","","","",""
"125","2003","East Germany","","","",""
"127","2003","West Germany","","","",""
"127","2003","East Germany","","","",""
"128","2003","West Germany","","","",""
"128","2003","East Germany","","","",""
"129","2003","West Germany","","","",""
"129","2003","East Germany","","","",""
"130","2003","West Germany","2","","",""
"130","2003","East Germany","","","",""
"131","2003","West Germany","","","",""
"131","2003","East Germany","","","",""
"132","2003","West Germany","3","","",""
"132","2003","East Germany","","","",""
"133","2003","West Germany","","","",""
"133","2003","East Germany","","","",""
"135","2003","West Germany","1","","",""
"135","2003","East Germany","","","",""
"138","2003","West Germany","","","",""
"138","2003","East Germany","","","",""
"139","2003","West Germany","1","","",""
"139","2003","East Germany","","","",""
"140","2003","West Germany","22","","",""
"140","2003","East Germany","","","",""
"141","2003","West Germany","","","",""
"141","2003","East Germany","","","",""
"142","2003","West Germany","","","",""
"142","2003","East Germany","","","",""
"143","2003","West Germany","","","",""
"143","2003","East Germany","","","",""
"144","2003","West Germany","","","",""
"144","2003","East Germany","","","",""
"145","2003","West Germany","","","",""
"145","2003","East Germany","","","",""
"146","2003","West Germany","","","",""
"146","2003","East Germany","","","",""
"147","2003","West Germany","1","","",""
"147","2003","East Germany","","","",""
"148","2003","West Germany","1","","",""
"148","2003","East Germany","","","",""
"149","2003","West Germany","","","",""
"149","2003","East Germany","","","",""
"151","2003","West Germany","","","",""
"151","2003","East Germany","","","",""
"152","2003","West Germany","","","",""
"152","2003","East Germany","","","",""
"154","2003","West Germany","","","",""
"154","2003","East Germany","","","",""
"155","2003","West Germany","","","",""
"155","2003","East Germany","","","",""
"156","2003","West Germany","","","",""
"156","2003","East Germany","","","",""
"158","2003","West Germany","","","",""
"158","2003","East Germany","","","",""
"162","2003","West Germany","","","",""
"162","2003","East Germany","","","",""
"164","2003","West Germany","","","",""
"164","2003","East Germany","","","",""
"165","2003","West Germany","","","",""
"165","2003","East Germany","","","",""
"166","2003","West Germany","","","",""
"166","2003","East Germany","","","",""
"167","2003","West Germany","","","",""
"167","2003","East Germany","","","",""
"168","2003","West Germany","","","",""
"168","2003","East Germany","","","",""
"169","2003","West Germany","","","",""
"169","2003","East Germany","","","",""
"172","2003","West Germany","","","",""
"172","2003","East Germany","","","",""
"173","2003","West Germany","","","",""
"173","2003","East Germany","","","",""
"178","2003","West Germany","","","",""
"178","2003","East Germany","","","",""
"181","2003","West Germany","","","",""
"181","2003","East Germany","","","",""
"183","2003","West Germany","","","",""
"183","2003","East Germany","","","",""
"188","2003","West Germany","","","",""
"188","2003","East Germany","","","",""
"195","2003","West Germany","","","",""
"195","2003","East Germany","","","",""
"196","2003","West Germany","","","",""
"196","2003","East Germany","","","",""
"999","2003","West Germany","","","",""
"999","2003","East Germany","","","",""
"1","2004","West Germany","14863","0.899423074932111","0.894830808981104","0.904015340883117"
"1","2004","East Germany","5242","0.996977663094652","0.995493519636608","0.998461806552696"
"2","2004","West Germany","528","0.0301491648715215","0.0275382906083898","0.0327600391346533"
"2","2004","East Germany","","","",""
"3","2004","West Germany","93","0.00544397772256563","0.00432048920748545","0.00656746623764582"
"3","2004","East Germany","","","",""
"4","2004","West Germany","141","0.00380149997382251","0.00286189289628708","0.00474110705135795"
"4","2004","East Germany","","","",""
"5","2004","West Germany","263","0.0121264993943245","0.0104553540077685","0.0137976447808805"
"5","2004","East Germany","1","","",""
"6","2004","West Germany","60","0.00234286321816828","0.00160468714231381","0.00308103929402274"
"6","2004","East Germany","","","",""
"10","2004","West Germany","53","0.00577027096769782","0.00461379312024671","0.00692674881514892"
"10","2004","East Germany","1","","",""
"11","2004","West Germany","19","","",""
"11","2004","East Germany","1","","",""
"12","2004","West Germany","","","",""
"12","2004","East Germany","","","",""
"13","2004","West Germany","7","","",""
"13","2004","East Germany","","","",""
"14","2004","West Germany","19","","",""
"14","2004","East Germany","1","","",""
"15","2004","West Germany","1","","",""
"15","2004","East Germany","","","",""
"16","2004","West Germany","","","",""
"16","2004","East Germany","","","",""
"17","2004","West Germany","4","","",""
"17","2004","East Germany","","","",""
"18","2004","West Germany","22","","",""
"18","2004","East Germany","","","",""
"19","2004","West Germany","6","","",""
"19","2004","East Germany","","","",""
"20","2004","West Germany","1","","",""
"20","2004","East Germany","","","",""
"21","2004","West Germany","4","","",""
"21","2004","East Germany","","","",""
"22","2004","West Germany","27","","",""
"22","2004","East Germany","2","","",""
"23","2004","West Germany","","","",""
"23","2004","East Germany","","","",""
"24","2004","West Germany","6","","",""
"24","2004","East Germany","","","",""
"25","2004","West Germany","1","","",""
"25","2004","East Germany","","","",""
"26","2004","West Germany","10","","",""
"26","2004","East Germany","","","",""
"27","2004","West Germany","1","","",""
"27","2004","East Germany","","","",""
"28","2004","West Germany","13","","",""
"28","2004","East Germany","","","",""
"29","2004","West Germany","1","","",""
"29","2004","East Germany","","","",""
"30","2004","West Germany","","","",""
"30","2004","East Germany","","","",""
"31","2004","West Germany","4","","",""
"31","2004","East Germany","","","",""
"32","2004","West Germany","19","","",""
"32","2004","East Germany","1","","",""
"34","2004","West Germany","","","",""
"34","2004","East Germany","","","",""
"35","2004","West Germany","","","",""
"35","2004","East Germany","","","",""
"36","2004","West Germany","","","",""
"36","2004","East Germany","","","",""
"37","2004","West Germany","","","",""
"37","2004","East Germany","","","",""
"38","2004","West Germany","2","","",""
"38","2004","East Germany","1","","",""
"39","2004","West Germany","","","",""
"39","2004","East Germany","","","",""
"40","2004","West Germany","1","","",""
"40","2004","East Germany","","","",""
"41","2004","West Germany","","","",""
"41","2004","East Germany","","","",""
"42","2004","West Germany","","","",""
"42","2004","East Germany","1","","",""
"43","2004","West Germany","2","","",""
"43","2004","East Germany","","","",""
"44","2004","West Germany","1","","",""
"44","2004","East Germany","","","",""
"45","2004","West Germany","","","",""
"45","2004","East Germany","","","",""
"46","2004","West Germany","","","",""
"46","2004","East Germany","","","",""
"47","2004","West Germany","","","",""
"47","2004","East Germany","","","",""
"48","2004","West Germany","2","","",""
"48","2004","East Germany","","","",""
"49","2004","West Germany","1","","",""
"49","2004","East Germany","","","",""
"50","2004","West Germany","1","","",""
"50","2004","East Germany","","","",""
"51","2004","West Germany","1","","",""
"51","2004","East Germany","","","",""
"52","2004","West Germany","1","","",""
"52","2004","East Germany","","","",""
"53","2004","West Germany","","","",""
"53","2004","East Germany","","","",""
"54","2004","West Germany","1","","",""
"54","2004","East Germany","","","",""
"55","2004","West Germany","3","","",""
"55","2004","East Germany","","","",""
"56","2004","West Germany","","","",""
"56","2004","East Germany","","","",""
"59","2004","West Germany","2","","",""
"59","2004","East Germany","","","",""
"60","2004","West Germany","3","","",""
"60","2004","East Germany","","","",""
"61","2004","West Germany","3","","",""
"61","2004","East Germany","","","",""
"64","2004","West Germany","","","",""
"64","2004","East Germany","","","",""
"65","2004","West Germany","2","","",""
"65","2004","East Germany","","","",""
"66","2004","West Germany","","","",""
"66","2004","East Germany","","","",""
"67","2004","West Germany","1","","",""
"67","2004","East Germany","","","",""
"68","2004","West Germany","2","","",""
"68","2004","East Germany","","","",""
"71","2004","West Germany","","","",""
"71","2004","East Germany","","","",""
"72","2004","West Germany","","","",""
"72","2004","East Germany","","","",""
"73","2004","West Germany","","","",""
"73","2004","East Germany","","","",""
"74","2004","West Germany","2","","",""
"74","2004","East Germany","","","",""
"75","2004","West Germany","6","","",""
"75","2004","East Germany","","","",""
"76","2004","West Germany","1","","",""
"76","2004","East Germany","","","",""
"77","2004","West Germany","","","",""
"77","2004","East Germany","","","",""
"78","2004","West Germany","9","","",""
"78","2004","East Germany","","","",""
"79","2004","West Germany","","","",""
"79","2004","East Germany","","","",""
"80","2004","West Germany","","","",""
"80","2004","East Germany","1","","",""
"81","2004","West Germany","2","","",""
"81","2004","East Germany","","","",""
"82","2004","West Germany","","","",""
"82","2004","East Germany","","","",""
"83","2004","West Germany","3","","",""
"83","2004","East Germany","","","",""
"84","2004","West Germany","","","",""
"84","2004","East Germany","","","",""
"85","2004","West Germany","2","","",""
"85","2004","East Germany","","","",""
"86","2004","West Germany","","","",""
"86","2004","East Germany","","","",""
"89","2004","West Germany","1","","",""
"89","2004","East Germany","","","",""
"90","2004","West Germany","","","",""
"90","2004","East Germany","","","",""
"92","2004","West Germany","1","","",""
"92","2004","East Germany","","","",""
"94","2004","West Germany","","","",""
"94","2004","East Germany","","","",""
"95","2004","West Germany","","","",""
"95","2004","East Germany","","","",""
"96","2004","West Germany","","","",""
"96","2004","East Germany","","","",""
"97","2004","West Germany","","","",""
"97","2004","East Germany","","","",""
"98","2004","West Germany","3","","",""
"98","2004","East Germany","1","","",""
"101","2004","West Germany","","","",""
"101","2004","East Germany","","","",""
"102","2004","West Germany","","","",""
"102","2004","East Germany","","","",""
"103","2004","West Germany","1","","",""
"103","2004","East Germany","","","",""
"105","2004","West Germany","","","",""
"105","2004","East Germany","","","",""
"108","2004","West Germany","","","",""
"108","2004","East Germany","","","",""
"110","2004","West Germany","","","",""
"110","2004","East Germany","","","",""
"111","2004","West Germany","","","",""
"111","2004","East Germany","","","",""
"113","2004","West Germany","","","",""
"113","2004","East Germany","","","",""
"116","2004","West Germany","5","","",""
"116","2004","East Germany","","","",""
"117","2004","West Germany","9","","",""
"117","2004","East Germany","","","",""
"118","2004","West Germany","26","","",""
"118","2004","East Germany","","","",""
"119","2004","West Germany","94","0.00478548864225042","0.00373178777712754","0.0058391895073733"
"119","2004","East Germany","","","",""
"120","2004","West Germany","62","0.00532219407527578","0.00421127503780465","0.00643311311274691"
"120","2004","East Germany","","","",""
"121","2004","West Germany","21","","",""
"121","2004","East Germany","1","","",""
"122","2004","West Germany","6","","",""
"122","2004","East Germany","","","",""
"123","2004","West Germany","","","",""
"123","2004","East Germany","1","","",""
"124","2004","West Germany","","","",""
"124","2004","East Germany","","","",""
"125","2004","West Germany","","","",""
"125","2004","East Germany","","","",""
"127","2004","West Germany","","","",""
"127","2004","East Germany","","","",""
"128","2004","West Germany","","","",""
"128","2004","East Germany","","","",""
"129","2004","West Germany","","","",""
"129","2004","East Germany","","","",""
"130","2004","West Germany","2","","",""
"130","2004","East Germany","","","",""
"131","2004","West Germany","","","",""
"131","2004","East Germany","","","",""
"132","2004","West Germany","3","","",""
"132","2004","East Germany","","","",""
"133","2004","West Germany","","","",""
"133","2004","East Germany","","","",""
"135","2004","West Germany","","","",""
"135","2004","East Germany","","","",""
"138","2004","West Germany","","","",""
"138","2004","East Germany","","","",""
"139","2004","West Germany","1","","",""
"139","2004","East Germany","","","",""
"140","2004","West Germany","20","","",""
"140","2004","East Germany","","","",""
"141","2004","West Germany","","","",""
"141","2004","East Germany","","","",""
"142","2004","West Germany","","","",""
"142","2004","East Germany","","","",""
"143","2004","West Germany","","","",""
"143","2004","East Germany","","","",""
"144","2004","West Germany","","","",""
"144","2004","East Germany","","","",""
"145","2004","West Germany","","","",""
"145","2004","East Germany","","","",""
"146","2004","West Germany","","","",""
"146","2004","East Germany","","","",""
"147","2004","West Germany","1","","",""
"147","2004","East Germany","","","",""
"148","2004","West Germany","","","",""
"148","2004","East Germany","","","",""
"149","2004","West Germany","2","","",""
"149","2004","East Germany","","","",""
"151","2004","West Germany","","","",""
"151","2004","East Germany","","","",""
"152","2004","West Germany","","","",""
"152","2004","East Germany","","","",""
"154","2004","West Germany","","","",""
"154","2004","East Germany","","","",""
"155","2004","West Germany","","","",""
"155","2004","East Germany","","","",""
"156","2004","West Germany","","","",""
"156","2004","East Germany","","","",""
"158","2004","West Germany","","","",""
"158","2004","East Germany","","","",""
"162","2004","West Germany","","","",""
"162","2004","East Germany","","","",""
"164","2004","West Germany","","","",""
"164","2004","East Germany","","","",""
"165","2004","West Germany","","","",""
"165","2004","East Germany","","","",""
"166","2004","West Germany","","","",""
"166","2004","East Germany","","","",""
"167","2004","West Germany","","","",""
"167","2004","East Germany","","","",""
"168","2004","West Germany","","","",""
"168","2004","East Germany","","","",""
"169","2004","West Germany","","","",""
"169","2004","East Germany","","","",""
"172","2004","West Germany","","","",""
"172","2004","East Germany","","","",""
"173","2004","West Germany","","","",""
"173","2004","East Germany","","","",""
"178","2004","West Germany","","","",""
"178","2004","East Germany","","","",""
"181","2004","West Germany","","","",""
"181","2004","East Germany","","","",""
"183","2004","West Germany","","","",""
"183","2004","East Germany","","","",""
"188","2004","West Germany","","","",""
"188","2004","East Germany","","","",""
"195","2004","West Germany","","","",""
"195","2004","East Germany","","","",""
"196","2004","West Germany","","","",""
"196","2004","East Germany","","","",""
"999","2004","West Germany","","","",""
"999","2004","East Germany","","","",""
"1","2005","West Germany","14220","0.896031758694548","0.891264733598777","0.900798783790319"
"1","2005","East Germany","5048","0.99372379797314","0.9915486813614","0.995898914584881"
"2","2005","West Germany","520","0.0316280141029343","0.0288946816457309","0.0343613465601377"
"2","2005","East Germany","","","",""
"3","2005","West Germany","96","0.00544696864940526","0.00429742147439729","0.00659651582441323"
"3","2005","East Germany","","","",""
"4","2005","West Germany","137","0.00413175749821451","0.00312990510133328","0.00513360989509573"
"4","2005","East Germany","","","",""
"5","2005","West Germany","261","0.0137905732175947","0.0119691489360604","0.015611997499129"
"5","2005","East Germany","1","","",""
"6","2005","West Germany","54","0.00203180322257091","0.0013285130301832","0.00273509341495863"
"6","2005","East Germany","","","",""
"10","2005","West Germany","47","0.00549885348849142","0.00434387443960715","0.00665383253737569"
"10","2005","East Germany","1","","",""
"11","2005","West Germany","17","","",""
"11","2005","East Germany","1","","",""
"12","2005","West Germany","","","",""
"12","2005","East Germany","","","",""
"13","2005","West Germany","7","","",""
"13","2005","East Germany","","","",""
"14","2005","West Germany","18","","",""
"14","2005","East Germany","1","","",""
"15","2005","West Germany","1","","",""
"15","2005","East Germany","","","",""
"16","2005","West Germany","","","",""
"16","2005","East Germany","","","",""
"17","2005","West Germany","4","","",""
"17","2005","East Germany","","","",""
"18","2005","West Germany","21","","",""
"18","2005","East Germany","","","",""
"19","2005","West Germany","5","","",""
"19","2005","East Germany","","","",""
"20","2005","West Germany","1","","",""
"20","2005","East Germany","","","",""
"21","2005","West Germany","7","","",""
"21","2005","East Germany","","","",""
"22","2005","West Germany","14","","",""
"22","2005","East Germany","3","","",""
"23","2005","West Germany","","","",""
"23","2005","East Germany","","","",""
"24","2005","West Germany","5","","",""
"24","2005","East Germany","","","",""
"25","2005","West Germany","1","","",""
"25","2005","East Germany","","","",""
"26","2005","West Germany","8","","",""
"26","2005","East Germany","","","",""
"27","2005","West Germany","","","",""
"27","2005","East Germany","","","",""
"28","2005","West Germany","15","","",""
"28","2005","East Germany","","","",""
"29","2005","West Germany","1","","",""
"29","2005","East Germany","","","",""
"30","2005","West Germany","","","",""
"30","2005","East Germany","","","",""
"31","2005","West Germany","4","","",""
"31","2005","East Germany","","","",""
"32","2005","West Germany","16","","",""
"32","2005","East Germany","1","","",""
"34","2005","West Germany","","","",""
"34","2005","East Germany","","","",""
"35","2005","West Germany","","","",""
"35","2005","East Germany","","","",""
"36","2005","West Germany","","","",""
"36","2005","East Germany","","","",""
"37","2005","West Germany","","","",""
"37","2005","East Germany","","","",""
"38","2005","West Germany","2","","",""
"38","2005","East Germany","1","","",""
"39","2005","West Germany","","","",""
"39","2005","East Germany","","","",""
"40","2005","West Germany","1","","",""
"40","2005","East Germany","","","",""
"41","2005","West Germany","","","",""
"41","2005","East Germany","","","",""
"42","2005","West Germany","","","",""
"42","2005","East Germany","1","","",""
"43","2005","West Germany","1","","",""
"43","2005","East Germany","","","",""
"44","2005","West Germany","1","","",""
"44","2005","East Germany","","","",""
"45","2005","West Germany","","","",""
"45","2005","East Germany","","","",""
"46","2005","West Germany","","","",""
"46","2005","East Germany","","","",""
"47","2005","West Germany","","","",""
"47","2005","East Germany","","","",""
"48","2005","West Germany","2","","",""
"48","2005","East Germany","","","",""
"49","2005","West Germany","","","",""
"49","2005","East Germany","","","",""
"50","2005","West Germany","1","","",""
"50","2005","East Germany","","","",""
"51","2005","West Germany","1","","",""
"51","2005","East Germany","","","",""
"52","2005","West Germany","","","",""
"52","2005","East Germany","","","",""
"53","2005","West Germany","","","",""
"53","2005","East Germany","","","",""
"54","2005","West Germany","1","","",""
"54","2005","East Germany","","","",""
"55","2005","West Germany","2","","",""
"55","2005","East Germany","","","",""
"56","2005","West Germany","","","",""
"56","2005","East Germany","","","",""
"59","2005","West Germany","2","","",""
"59","2005","East Germany","","","",""
"60","2005","West Germany","1","","",""
"60","2005","East Germany","","","",""
"61","2005","West Germany","2","","",""
"61","2005","East Germany","","","",""
"64","2005","West Germany","","","",""
"64","2005","East Germany","","","",""
"65","2005","West Germany","1","","",""
"65","2005","East Germany","","","",""
"66","2005","West Germany","","","",""
"66","2005","East Germany","","","",""
"67","2005","West Germany","1","","",""
"67","2005","East Germany","","","",""
"68","2005","West Germany","2","","",""
"68","2005","East Germany","","","",""
"71","2005","West Germany","","","",""
"71","2005","East Germany","","","",""
"72","2005","West Germany","","","",""
"72","2005","East Germany","","","",""
"73","2005","West Germany","","","",""
"73","2005","East Germany","","","",""
"74","2005","West Germany","3","","",""
"74","2005","East Germany","","","",""
"75","2005","West Germany","5","","",""
"75","2005","East Germany","","","",""
"76","2005","West Germany","1","","",""
"76","2005","East Germany","","","",""
"77","2005","West Germany","","","",""
"77","2005","East Germany","","","",""
"78","2005","West Germany","10","","",""
"78","2005","East Germany","","","",""
"79","2005","West Germany","","","",""
"79","2005","East Germany","","","",""
"80","2005","West Germany","","","",""
"80","2005","East Germany","1","","",""
"81","2005","West Germany","2","","",""
"81","2005","East Germany","","","",""
"82","2005","West Germany","","","",""
"82","2005","East Germany","","","",""
"83","2005","West Germany","3","","",""
"83","2005","East Germany","1","","",""
"84","2005","West Germany","","","",""
"84","2005","East Germany","","","",""
"85","2005","West Germany","2","","",""
"85","2005","East Germany","","","",""
"86","2005","West Germany","","","",""
"86","2005","East Germany","","","",""
"89","2005","West Germany","1","","",""
"89","2005","East Germany","","","",""
"90","2005","West Germany","","","",""
"90","2005","East Germany","","","",""
"92","2005","West Germany","1","","",""
"92","2005","East Germany","","","",""
"94","2005","West Germany","","","",""
"94","2005","East Germany","","","",""
