"pgnation","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"41","2004","16-34 y.","East Germany","","","",""
"41","2004","35-65 y.","West Germany","","","",""
"41","2004","35-65 y.","East Germany","","","",""
"41","2004","66 and older","West Germany","","","",""
"41","2004","66 and older","East Germany","","","",""
"42","2004","16-34 y.","West Germany","","","",""
"42","2004","16-34 y.","East Germany","1","","",""
"42","2004","35-65 y.","West Germany","","","",""
"42","2004","35-65 y.","East Germany","","","",""
"42","2004","66 and older","West Germany","","","",""
"42","2004","66 and older","East Germany","","","",""
"43","2004","16-34 y.","West Germany","","","",""
"43","2004","16-34 y.","East Germany","","","",""
"43","2004","35-65 y.","West Germany","2","","",""
"43","2004","35-65 y.","East Germany","","","",""
"43","2004","66 and older","West Germany","","","",""
"43","2004","66 and older","East Germany","","","",""
"44","2004","16-34 y.","West Germany","1","","",""
"44","2004","16-34 y.","East Germany","","","",""
"44","2004","35-65 y.","West Germany","","","",""
"44","2004","35-65 y.","East Germany","","","",""
"44","2004","66 and older","West Germany","","","",""
"44","2004","66 and older","East Germany","","","",""
"45","2004","16-34 y.","West Germany","","","",""
"45","2004","16-34 y.","East Germany","","","",""
"45","2004","35-65 y.","West Germany","","","",""
"45","2004","35-65 y.","East Germany","","","",""
"45","2004","66 and older","West Germany","","","",""
"45","2004","66 and older","East Germany","","","",""
"46","2004","16-34 y.","West Germany","","","",""
"46","2004","16-34 y.","East Germany","","","",""
"46","2004","35-65 y.","West Germany","","","",""
"46","2004","35-65 y.","East Germany","","","",""
"46","2004","66 and older","West Germany","","","",""
"46","2004","66 and older","East Germany","","","",""
"47","2004","16-34 y.","West Germany","","","",""
"47","2004","16-34 y.","East Germany","","","",""
"47","2004","35-65 y.","West Germany","","","",""
"47","2004","35-65 y.","East Germany","","","",""
"47","2004","66 and older","West Germany","","","",""
"47","2004","66 and older","East Germany","","","",""
"48","2004","16-34 y.","West Germany","1","","",""
"48","2004","16-34 y.","East Germany","","","",""
"48","2004","35-65 y.","West Germany","1","","",""
"48","2004","35-65 y.","East Germany","","","",""
"48","2004","66 and older","West Germany","","","",""
"48","2004","66 and older","East Germany","","","",""
"49","2004","16-34 y.","West Germany","1","","",""
"49","2004","16-34 y.","East Germany","","","",""
"49","2004","35-65 y.","West Germany","","","",""
"49","2004","35-65 y.","East Germany","","","",""
"49","2004","66 and older","West Germany","","","",""
"49","2004","66 and older","East Germany","","","",""
"50","2004","16-34 y.","West Germany","1","","",""
"50","2004","16-34 y.","East Germany","","","",""
"50","2004","35-65 y.","West Germany","","","",""
"50","2004","35-65 y.","East Germany","","","",""
"50","2004","66 and older","West Germany","","","",""
"50","2004","66 and older","East Germany","","","",""
"51","2004","16-34 y.","West Germany","","","",""
"51","2004","16-34 y.","East Germany","","","",""
"51","2004","35-65 y.","West Germany","1","","",""
"51","2004","35-65 y.","East Germany","","","",""
"51","2004","66 and older","West Germany","","","",""
"51","2004","66 and older","East Germany","","","",""
"52","2004","16-34 y.","West Germany","","","",""
"52","2004","16-34 y.","East Germany","","","",""
"52","2004","35-65 y.","West Germany","1","","",""
"52","2004","35-65 y.","East Germany","","","",""
"52","2004","66 and older","West Germany","","","",""
"52","2004","66 and older","East Germany","","","",""
"53","2004","16-34 y.","West Germany","","","",""
"53","2004","16-34 y.","East Germany","","","",""
"53","2004","35-65 y.","West Germany","","","",""
"53","2004","35-65 y.","East Germany","","","",""
"53","2004","66 and older","West Germany","","","",""
"53","2004","66 and older","East Germany","","","",""
"54","2004","16-34 y.","West Germany","1","","",""
"54","2004","16-34 y.","East Germany","","","",""
"54","2004","35-65 y.","West Germany","","","",""
"54","2004","35-65 y.","East Germany","","","",""
"54","2004","66 and older","West Germany","","","",""
"54","2004","66 and older","East Germany","","","",""
"55","2004","16-34 y.","West Germany","","","",""
"55","2004","16-34 y.","East Germany","","","",""
"55","2004","35-65 y.","West Germany","2","","",""
"55","2004","35-65 y.","East Germany","","","",""
"55","2004","66 and older","West Germany","1","","",""
"55","2004","66 and older","East Germany","","","",""
"56","2004","16-34 y.","West Germany","","","",""
"56","2004","16-34 y.","East Germany","","","",""
"56","2004","35-65 y.","West Germany","","","",""
"56","2004","35-65 y.","East Germany","","","",""
"56","2004","66 and older","West Germany","","","",""
"56","2004","66 and older","East Germany","","","",""
"59","2004","16-34 y.","West Germany","2","","",""
"59","2004","16-34 y.","East Germany","","","",""
"59","2004","35-65 y.","West Germany","","","",""
"59","2004","35-65 y.","East Germany","","","",""
"59","2004","66 and older","West Germany","","","",""
"59","2004","66 and older","East Germany","","","",""
"60","2004","16-34 y.","West Germany","","","",""
"60","2004","16-34 y.","East Germany","","","",""
"60","2004","35-65 y.","West Germany","3","","",""
"60","2004","35-65 y.","East Germany","","","",""
"60","2004","66 and older","West Germany","","","",""
"60","2004","66 and older","East Germany","","","",""
"61","2004","16-34 y.","West Germany","","","",""
"61","2004","16-34 y.","East Germany","","","",""
"61","2004","35-65 y.","West Germany","2","","",""
"61","2004","35-65 y.","East Germany","","","",""
"61","2004","66 and older","West Germany","1","","",""
"61","2004","66 and older","East Germany","","","",""
"64","2004","16-34 y.","West Germany","","","",""
"64","2004","16-34 y.","East Germany","","","",""
"64","2004","35-65 y.","West Germany","","","",""
"64","2004","35-65 y.","East Germany","","","",""
"64","2004","66 and older","West Germany","","","",""
"64","2004","66 and older","East Germany","","","",""
"65","2004","16-34 y.","West Germany","","","",""
"65","2004","16-34 y.","East Germany","","","",""
"65","2004","35-65 y.","West Germany","2","","",""
"65","2004","35-65 y.","East Germany","","","",""
"65","2004","66 and older","West Germany","","","",""
"65","2004","66 and older","East Germany","","","",""
"66","2004","16-34 y.","West Germany","","","",""
"66","2004","16-34 y.","East Germany","","","",""
"66","2004","35-65 y.","West Germany","","","",""
"66","2004","35-65 y.","East Germany","","","",""
"66","2004","66 and older","West Germany","","","",""
"66","2004","66 and older","East Germany","","","",""
"67","2004","16-34 y.","West Germany","","","",""
"67","2004","16-34 y.","East Germany","","","",""
"67","2004","35-65 y.","West Germany","1","","",""
"67","2004","35-65 y.","East Germany","","","",""
"67","2004","66 and older","West Germany","","","",""
"67","2004","66 and older","East Germany","","","",""
"68","2004","16-34 y.","West Germany","1","","",""
"68","2004","16-34 y.","East Germany","","","",""
"68","2004","35-65 y.","West Germany","1","","",""
"68","2004","35-65 y.","East Germany","","","",""
"68","2004","66 and older","West Germany","","","",""
"68","2004","66 and older","East Germany","","","",""
"71","2004","16-34 y.","West Germany","","","",""
"71","2004","16-34 y.","East Germany","","","",""
"71","2004","35-65 y.","West Germany","","","",""
"71","2004","35-65 y.","East Germany","","","",""
"71","2004","66 and older","West Germany","","","",""
"71","2004","66 and older","East Germany","","","",""
"72","2004","16-34 y.","West Germany","","","",""
"72","2004","16-34 y.","East Germany","","","",""
"72","2004","35-65 y.","West Germany","","","",""
"72","2004","35-65 y.","East Germany","","","",""
"72","2004","66 and older","West Germany","","","",""
"72","2004","66 and older","East Germany","","","",""
"73","2004","16-34 y.","West Germany","","","",""
"73","2004","16-34 y.","East Germany","","","",""
"73","2004","35-65 y.","West Germany","","","",""
"73","2004","35-65 y.","East Germany","","","",""
"73","2004","66 and older","West Germany","","","",""
"73","2004","66 and older","East Germany","","","",""
"74","2004","16-34 y.","West Germany","2","","",""
"74","2004","16-34 y.","East Germany","","","",""
"74","2004","35-65 y.","West Germany","","","",""
"74","2004","35-65 y.","East Germany","","","",""
"74","2004","66 and older","West Germany","","","",""
"74","2004","66 and older","East Germany","","","",""
"75","2004","16-34 y.","West Germany","2","","",""
"75","2004","16-34 y.","East Germany","","","",""
"75","2004","35-65 y.","West Germany","4","","",""
"75","2004","35-65 y.","East Germany","","","",""
"75","2004","66 and older","West Germany","","","",""
"75","2004","66 and older","East Germany","","","",""
"76","2004","16-34 y.","West Germany","","","",""
"76","2004","16-34 y.","East Germany","","","",""
"76","2004","35-65 y.","West Germany","1","","",""
"76","2004","35-65 y.","East Germany","","","",""
"76","2004","66 and older","West Germany","","","",""
"76","2004","66 and older","East Germany","","","",""
"77","2004","16-34 y.","West Germany","","","",""
"77","2004","16-34 y.","East Germany","","","",""
"77","2004","35-65 y.","West Germany","","","",""
"77","2004","35-65 y.","East Germany","","","",""
"77","2004","66 and older","West Germany","","","",""
"77","2004","66 and older","East Germany","","","",""
"78","2004","16-34 y.","West Germany","1","","",""
"78","2004","16-34 y.","East Germany","","","",""
"78","2004","35-65 y.","West Germany","4","","",""
"78","2004","35-65 y.","East Germany","","","",""
"78","2004","66 and older","West Germany","4","","",""
"78","2004","66 and older","East Germany","","","",""
"79","2004","16-34 y.","West Germany","","","",""
"79","2004","16-34 y.","East Germany","","","",""
"79","2004","35-65 y.","West Germany","","","",""
"79","2004","35-65 y.","East Germany","","","",""
"79","2004","66 and older","West Germany","","","",""
"79","2004","66 and older","East Germany","","","",""
"80","2004","16-34 y.","West Germany","","","",""
"80","2004","16-34 y.","East Germany","","","",""
"80","2004","35-65 y.","West Germany","","","",""
"80","2004","35-65 y.","East Germany","1","","",""
"80","2004","66 and older","West Germany","","","",""
"80","2004","66 and older","East Germany","","","",""
"81","2004","16-34 y.","West Germany","1","","",""
"81","2004","16-34 y.","East Germany","","","",""
"81","2004","35-65 y.","West Germany","1","","",""
"81","2004","35-65 y.","East Germany","","","",""
"81","2004","66 and older","West Germany","","","",""
"81","2004","66 and older","East Germany","","","",""
"82","2004","16-34 y.","West Germany","","","",""
"82","2004","16-34 y.","East Germany","","","",""
"82","2004","35-65 y.","West Germany","","","",""
"82","2004","35-65 y.","East Germany","","","",""
"82","2004","66 and older","West Germany","","","",""
"82","2004","66 and older","East Germany","","","",""
"83","2004","16-34 y.","West Germany","2","","",""
"83","2004","16-34 y.","East Germany","","","",""
"83","2004","35-65 y.","West Germany","1","","",""
"83","2004","35-65 y.","East Germany","","","",""
"83","2004","66 and older","West Germany","","","",""
"83","2004","66 and older","East Germany","","","",""
"84","2004","16-34 y.","West Germany","","","",""
"84","2004","16-34 y.","East Germany","","","",""
"84","2004","35-65 y.","West Germany","","","",""
"84","2004","35-65 y.","East Germany","","","",""
"84","2004","66 and older","West Germany","","","",""
"84","2004","66 and older","East Germany","","","",""
"85","2004","16-34 y.","West Germany","","","",""
"85","2004","16-34 y.","East Germany","","","",""
"85","2004","35-65 y.","West Germany","2","","",""
"85","2004","35-65 y.","East Germany","","","",""
"85","2004","66 and older","West Germany","","","",""
"85","2004","66 and older","East Germany","","","",""
"86","2004","16-34 y.","West Germany","","","",""
"86","2004","16-34 y.","East Germany","","","",""
"86","2004","35-65 y.","West Germany","","","",""
"86","2004","35-65 y.","East Germany","","","",""
"86","2004","66 and older","West Germany","","","",""
"86","2004","66 and older","East Germany","","","",""
"89","2004","16-34 y.","West Germany","","","",""
"89","2004","16-34 y.","East Germany","","","",""
"89","2004","35-65 y.","West Germany","1","","",""
"89","2004","35-65 y.","East Germany","","","",""
"89","2004","66 and older","West Germany","","","",""
"89","2004","66 and older","East Germany","","","",""
"90","2004","16-34 y.","West Germany","","","",""
"90","2004","16-34 y.","East Germany","","","",""
"90","2004","35-65 y.","West Germany","","","",""
"90","2004","35-65 y.","East Germany","","","",""
"90","2004","66 and older","West Germany","","","",""
"90","2004","66 and older","East Germany","","","",""
"92","2004","16-34 y.","West Germany","","","",""
"92","2004","16-34 y.","East Germany","","","",""
"92","2004","35-65 y.","West Germany","1","","",""
"92","2004","35-65 y.","East Germany","","","",""
"92","2004","66 and older","West Germany","","","",""
"92","2004","66 and older","East Germany","","","",""
"94","2004","16-34 y.","West Germany","","","",""
"94","2004","16-34 y.","East Germany","","","",""
"94","2004","35-65 y.","West Germany","","","",""
"94","2004","35-65 y.","East Germany","","","",""
"94","2004","66 and older","West Germany","","","",""
"94","2004","66 and older","East Germany","","","",""
"95","2004","16-34 y.","West Germany","","","",""
"95","2004","16-34 y.","East Germany","","","",""
"95","2004","35-65 y.","West Germany","","","",""
"95","2004","35-65 y.","East Germany","","","",""
"95","2004","66 and older","West Germany","","","",""
"95","2004","66 and older","East Germany","","","",""
"96","2004","16-34 y.","West Germany","","","",""
"96","2004","16-34 y.","East Germany","","","",""
"96","2004","35-65 y.","West Germany","","","",""
"96","2004","35-65 y.","East Germany","","","",""
"96","2004","66 and older","West Germany","","","",""
"96","2004","66 and older","East Germany","","","",""
"97","2004","16-34 y.","West Germany","","","",""
"97","2004","16-34 y.","East Germany","","","",""
"97","2004","35-65 y.","West Germany","","","",""
"97","2004","35-65 y.","East Germany","","","",""
"97","2004","66 and older","West Germany","","","",""
"97","2004","66 and older","East Germany","","","",""
"98","2004","16-34 y.","West Germany","","","",""
"98","2004","16-34 y.","East Germany","1","","",""
"98","2004","35-65 y.","West Germany","3","","",""
"98","2004","35-65 y.","East Germany","","","",""
"98","2004","66 and older","West Germany","","","",""
"98","2004","66 and older","East Germany","","","",""
"101","2004","16-34 y.","West Germany","","","",""
"101","2004","16-34 y.","East Germany","","","",""
"101","2004","35-65 y.","West Germany","","","",""
"101","2004","35-65 y.","East Germany","","","",""
"101","2004","66 and older","West Germany","","","",""
"101","2004","66 and older","East Germany","","","",""
"102","2004","16-34 y.","West Germany","","","",""
"102","2004","16-34 y.","East Germany","","","",""
"102","2004","35-65 y.","West Germany","","","",""
"102","2004","35-65 y.","East Germany","","","",""
"102","2004","66 and older","West Germany","","","",""
"102","2004","66 and older","East Germany","","","",""
"103","2004","16-34 y.","West Germany","","","",""
"103","2004","16-34 y.","East Germany","","","",""
"103","2004","35-65 y.","West Germany","1","","",""
"103","2004","35-65 y.","East Germany","","","",""
"103","2004","66 and older","West Germany","","","",""
"103","2004","66 and older","East Germany","","","",""
"105","2004","16-34 y.","West Germany","","","",""
"105","2004","16-34 y.","East Germany","","","",""
"105","2004","35-65 y.","West Germany","","","",""
"105","2004","35-65 y.","East Germany","","","",""
"105","2004","66 and older","West Germany","","","",""
"105","2004","66 and older","East Germany","","","",""
"108","2004","16-34 y.","West Germany","","","",""
"108","2004","16-34 y.","East Germany","","","",""
"108","2004","35-65 y.","West Germany","","","",""
"108","2004","35-65 y.","East Germany","","","",""
"108","2004","66 and older","West Germany","","","",""
"108","2004","66 and older","East Germany","","","",""
"110","2004","16-34 y.","West Germany","","","",""
"110","2004","16-34 y.","East Germany","","","",""
"110","2004","35-65 y.","West Germany","","","",""
"110","2004","35-65 y.","East Germany","","","",""
"110","2004","66 and older","West Germany","","","",""
"110","2004","66 and older","East Germany","","","",""
"111","2004","16-34 y.","West Germany","","","",""
"111","2004","16-34 y.","East Germany","","","",""
"111","2004","35-65 y.","West Germany","","","",""
"111","2004","35-65 y.","East Germany","","","",""
"111","2004","66 and older","West Germany","","","",""
"111","2004","66 and older","East Germany","","","",""
"113","2004","16-34 y.","West Germany","","","",""
"113","2004","16-34 y.","East Germany","","","",""
"113","2004","35-65 y.","West Germany","","","",""
"113","2004","35-65 y.","East Germany","","","",""
"113","2004","66 and older","West Germany","","","",""
"113","2004","66 and older","East Germany","","","",""
"116","2004","16-34 y.","West Germany","2","","",""
"116","2004","16-34 y.","East Germany","","","",""
"116","2004","35-65 y.","West Germany","3","","",""
"116","2004","35-65 y.","East Germany","","","",""
"116","2004","66 and older","West Germany","","","",""
"116","2004","66 and older","East Germany","","","",""
"117","2004","16-34 y.","West Germany","","","",""
"117","2004","16-34 y.","East Germany","","","",""
"117","2004","35-65 y.","West Germany","9","","",""
"117","2004","35-65 y.","East Germany","","","",""
"117","2004","66 and older","West Germany","","","",""
"117","2004","66 and older","East Germany","","","",""
"118","2004","16-34 y.","West Germany","4","","",""
"118","2004","16-34 y.","East Germany","","","",""
"118","2004","35-65 y.","West Germany","17","","",""
"118","2004","35-65 y.","East Germany","","","",""
"118","2004","66 and older","West Germany","5","","",""
"118","2004","66 and older","East Germany","","","",""
"119","2004","16-34 y.","West Germany","34","0.00633039644065008","0.00393577270959233","0.00872502017170783"
"119","2004","16-34 y.","East Germany","","","",""
"119","2004","35-65 y.","West Germany","55","0.00569284936648387","0.00417313119498046","0.00721256753798728"
"119","2004","35-65 y.","East Germany","","","",""
"119","2004","66 and older","West Germany","5","","",""
"119","2004","66 and older","East Germany","","","",""
"120","2004","16-34 y.","West Germany","24","","",""
"120","2004","16-34 y.","East Germany","","","",""
"120","2004","35-65 y.","West Germany","33","0.00528124487181179","0.00381719377464539","0.00674529596897819"
"120","2004","35-65 y.","East Germany","","","",""
"120","2004","66 and older","West Germany","5","","",""
"120","2004","66 and older","East Germany","","","",""
"121","2004","16-34 y.","West Germany","13","","",""
"121","2004","16-34 y.","East Germany","1","","",""
"121","2004","35-65 y.","West Germany","7","","",""
"121","2004","35-65 y.","East Germany","","","",""
"121","2004","66 and older","West Germany","1","","",""
"121","2004","66 and older","East Germany","","","",""
"122","2004","16-34 y.","West Germany","","","",""
"122","2004","16-34 y.","East Germany","","","",""
"122","2004","35-65 y.","West Germany","4","","",""
"122","2004","35-65 y.","East Germany","","","",""
"122","2004","66 and older","West Germany","2","","",""
"122","2004","66 and older","East Germany","","","",""
"123","2004","16-34 y.","West Germany","","","",""
"123","2004","16-34 y.","East Germany","","","",""
"123","2004","35-65 y.","West Germany","","","",""
"123","2004","35-65 y.","East Germany","1","","",""
"123","2004","66 and older","West Germany","","","",""
"123","2004","66 and older","East Germany","","","",""
"124","2004","16-34 y.","West Germany","","","",""
"124","2004","16-34 y.","East Germany","","","",""
"124","2004","35-65 y.","West Germany","","","",""
"124","2004","35-65 y.","East Germany","","","",""
"124","2004","66 and older","West Germany","","","",""
"124","2004","66 and older","East Germany","","","",""
"125","2004","16-34 y.","West Germany","","","",""
"125","2004","16-34 y.","East Germany","","","",""
"125","2004","35-65 y.","West Germany","","","",""
"125","2004","35-65 y.","East Germany","","","",""
"125","2004","66 and older","West Germany","","","",""
"125","2004","66 and older","East Germany","","","",""
"127","2004","16-34 y.","West Germany","","","",""
"127","2004","16-34 y.","East Germany","","","",""
"127","2004","35-65 y.","West Germany","","","",""
"127","2004","35-65 y.","East Germany","","","",""
"127","2004","66 and older","West Germany","","","",""
"127","2004","66 and older","East Germany","","","",""
"128","2004","16-34 y.","West Germany","","","",""
"128","2004","16-34 y.","East Germany","","","",""
"128","2004","35-65 y.","West Germany","","","",""
"128","2004","35-65 y.","East Germany","","","",""
"128","2004","66 and older","West Germany","","","",""
"128","2004","66 and older","East Germany","","","",""
"129","2004","16-34 y.","West Germany","","","",""
"129","2004","16-34 y.","East Germany","","","",""
"129","2004","35-65 y.","West Germany","","","",""
"129","2004","35-65 y.","East Germany","","","",""
"129","2004","66 and older","West Germany","","","",""
"129","2004","66 and older","East Germany","","","",""
"130","2004","16-34 y.","West Germany","1","","",""
"130","2004","16-34 y.","East Germany","","","",""
"130","2004","35-65 y.","West Germany","1","","",""
"130","2004","35-65 y.","East Germany","","","",""
"130","2004","66 and older","West Germany","","","",""
"130","2004","66 and older","East Germany","","","",""
"131","2004","16-34 y.","West Germany","","","",""
"131","2004","16-34 y.","East Germany","","","",""
"131","2004","35-65 y.","West Germany","","","",""
"131","2004","35-65 y.","East Germany","","","",""
"131","2004","66 and older","West Germany","","","",""
"131","2004","66 and older","East Germany","","","",""
"132","2004","16-34 y.","West Germany","2","","",""
"132","2004","16-34 y.","East Germany","","","",""
"132","2004","35-65 y.","West Germany","1","","",""
"132","2004","35-65 y.","East Germany","","","",""
"132","2004","66 and older","West Germany","","","",""
"132","2004","66 and older","East Germany","","","",""
"133","2004","16-34 y.","West Germany","","","",""
"133","2004","16-34 y.","East Germany","","","",""
"133","2004","35-65 y.","West Germany","","","",""
"133","2004","35-65 y.","East Germany","","","",""
"133","2004","66 and older","West Germany","","","",""
"133","2004","66 and older","East Germany","","","",""
"135","2004","16-34 y.","West Germany","","","",""
"135","2004","16-34 y.","East Germany","","","",""
"135","2004","35-65 y.","West Germany","","","",""
"135","2004","35-65 y.","East Germany","","","",""
"135","2004","66 and older","West Germany","","","",""
"135","2004","66 and older","East Germany","","","",""
"138","2004","16-34 y.","West Germany","","","",""
"138","2004","16-34 y.","East Germany","","","",""
"138","2004","35-65 y.","West Germany","","","",""
"138","2004","35-65 y.","East Germany","","","",""
"138","2004","66 and older","West Germany","","","",""
"138","2004","66 and older","East Germany","","","",""
"139","2004","16-34 y.","West Germany","","","",""
"139","2004","16-34 y.","East Germany","","","",""
"139","2004","35-65 y.","West Germany","1","","",""
"139","2004","35-65 y.","East Germany","","","",""
"139","2004","66 and older","West Germany","","","",""
"139","2004","66 and older","East Germany","","","",""
"140","2004","16-34 y.","West Germany","13","","",""
"140","2004","16-34 y.","East Germany","","","",""
"140","2004","35-65 y.","West Germany","6","","",""
"140","2004","35-65 y.","East Germany","","","",""
"140","2004","66 and older","West Germany","1","","",""
"140","2004","66 and older","East Germany","","","",""
"141","2004","16-34 y.","West Germany","","","",""
"141","2004","16-34 y.","East Germany","","","",""
"141","2004","35-65 y.","West Germany","","","",""
"141","2004","35-65 y.","East Germany","","","",""
"141","2004","66 and older","West Germany","","","",""
"141","2004","66 and older","East Germany","","","",""
"142","2004","16-34 y.","West Germany","","","",""
"142","2004","16-34 y.","East Germany","","","",""
"142","2004","35-65 y.","West Germany","","","",""
"142","2004","35-65 y.","East Germany","","","",""
"142","2004","66 and older","West Germany","","","",""
"142","2004","66 and older","East Germany","","","",""
"143","2004","16-34 y.","West Germany","","","",""
"143","2004","16-34 y.","East Germany","","","",""
"143","2004","35-65 y.","West Germany","","","",""
"143","2004","35-65 y.","East Germany","","","",""
"143","2004","66 and older","West Germany","","","",""
"143","2004","66 and older","East Germany","","","",""
"144","2004","16-34 y.","West Germany","","","",""
"144","2004","16-34 y.","East Germany","","","",""
"144","2004","35-65 y.","West Germany","","","",""
"144","2004","35-65 y.","East Germany","","","",""
"144","2004","66 and older","West Germany","","","",""
"144","2004","66 and older","East Germany","","","",""
"145","2004","16-34 y.","West Germany","","","",""
"145","2004","16-34 y.","East Germany","","","",""
"145","2004","35-65 y.","West Germany","","","",""
"145","2004","35-65 y.","East Germany","","","",""
"145","2004","66 and older","West Germany","","","",""
"145","2004","66 and older","East Germany","","","",""
"146","2004","16-34 y.","West Germany","","","",""
"146","2004","16-34 y.","East Germany","","","",""
"146","2004","35-65 y.","West Germany","","","",""
"146","2004","35-65 y.","East Germany","","","",""
"146","2004","66 and older","West Germany","","","",""
"146","2004","66 and older","East Germany","","","",""
"147","2004","16-34 y.","West Germany","","","",""
"147","2004","16-34 y.","East Germany","","","",""
"147","2004","35-65 y.","West Germany","1","","",""
"147","2004","35-65 y.","East Germany","","","",""
"147","2004","66 and older","West Germany","","","",""
"147","2004","66 and older","East Germany","","","",""
"148","2004","16-34 y.","West Germany","","","",""
"148","2004","16-34 y.","East Germany","","","",""
"148","2004","35-65 y.","West Germany","","","",""
"148","2004","35-65 y.","East Germany","","","",""
"148","2004","66 and older","West Germany","","","",""
"148","2004","66 and older","East Germany","","","",""
"149","2004","16-34 y.","West Germany","2","","",""
"149","2004","16-34 y.","East Germany","","","",""
"149","2004","35-65 y.","West Germany","","","",""
"149","2004","35-65 y.","East Germany","","","",""
"149","2004","66 and older","West Germany","","","",""
"149","2004","66 and older","East Germany","","","",""
"151","2004","16-34 y.","West Germany","","","",""
"151","2004","16-34 y.","East Germany","","","",""
"151","2004","35-65 y.","West Germany","","","",""
"151","2004","35-65 y.","East Germany","","","",""
"151","2004","66 and older","West Germany","","","",""
"151","2004","66 and older","East Germany","","","",""
"152","2004","16-34 y.","West Germany","","","",""
"152","2004","16-34 y.","East Germany","","","",""
"152","2004","35-65 y.","West Germany","","","",""
"152","2004","35-65 y.","East Germany","","","",""
"152","2004","66 and older","West Germany","","","",""
"152","2004","66 and older","East Germany","","","",""
"154","2004","16-34 y.","West Germany","","","",""
"154","2004","16-34 y.","East Germany","","","",""
"154","2004","35-65 y.","West Germany","","","",""
"154","2004","35-65 y.","East Germany","","","",""
"154","2004","66 and older","West Germany","","","",""
"154","2004","66 and older","East Germany","","","",""
"155","2004","16-34 y.","West Germany","","","",""
"155","2004","16-34 y.","East Germany","","","",""
"155","2004","35-65 y.","West Germany","","","",""
"155","2004","35-65 y.","East Germany","","","",""
"155","2004","66 and older","West Germany","","","",""
"155","2004","66 and older","East Germany","","","",""
"156","2004","16-34 y.","West Germany","","","",""
"156","2004","16-34 y.","East Germany","","","",""
"156","2004","35-65 y.","West Germany","","","",""
"156","2004","35-65 y.","East Germany","","","",""
"156","2004","66 and older","West Germany","","","",""
"156","2004","66 and older","East Germany","","","",""
"158","2004","16-34 y.","West Germany","","","",""
"158","2004","16-34 y.","East Germany","","","",""
"158","2004","35-65 y.","West Germany","","","",""
"158","2004","35-65 y.","East Germany","","","",""
"158","2004","66 and older","West Germany","","","",""
"158","2004","66 and older","East Germany","","","",""
"162","2004","16-34 y.","West Germany","","","",""
"162","2004","16-34 y.","East Germany","","","",""
"162","2004","35-65 y.","West Germany","","","",""
"162","2004","35-65 y.","East Germany","","","",""
"162","2004","66 and older","West Germany","","","",""
"162","2004","66 and older","East Germany","","","",""
"164","2004","16-34 y.","West Germany","","","",""
"164","2004","16-34 y.","East Germany","","","",""
"164","2004","35-65 y.","West Germany","","","",""
"164","2004","35-65 y.","East Germany","","","",""
"164","2004","66 and older","West Germany","","","",""
"164","2004","66 and older","East Germany","","","",""
"165","2004","16-34 y.","West Germany","","","",""
"165","2004","16-34 y.","East Germany","","","",""
"165","2004","35-65 y.","West Germany","","","",""
"165","2004","35-65 y.","East Germany","","","",""
"165","2004","66 and older","West Germany","","","",""
"165","2004","66 and older","East Germany","","","",""
"166","2004","16-34 y.","West Germany","","","",""
"166","2004","16-34 y.","East Germany","","","",""
"166","2004","35-65 y.","West Germany","","","",""
"166","2004","35-65 y.","East Germany","","","",""
"166","2004","66 and older","West Germany","","","",""
"166","2004","66 and older","East Germany","","","",""
"167","2004","16-34 y.","West Germany","","","",""
"167","2004","16-34 y.","East Germany","","","",""
"167","2004","35-65 y.","West Germany","","","",""
"167","2004","35-65 y.","East Germany","","","",""
"167","2004","66 and older","West Germany","","","",""
"167","2004","66 and older","East Germany","","","",""
"168","2004","16-34 y.","West Germany","","","",""
"168","2004","16-34 y.","East Germany","","","",""
"168","2004","35-65 y.","West Germany","","","",""
"168","2004","35-65 y.","East Germany","","","",""
"168","2004","66 and older","West Germany","","","",""
"168","2004","66 and older","East Germany","","","",""
"169","2004","16-34 y.","West Germany","","","",""
"169","2004","16-34 y.","East Germany","","","",""
"169","2004","35-65 y.","West Germany","","","",""
"169","2004","35-65 y.","East Germany","","","",""
"169","2004","66 and older","West Germany","","","",""
"169","2004","66 and older","East Germany","","","",""
"172","2004","16-34 y.","West Germany","","","",""
"172","2004","16-34 y.","East Germany","","","",""
"172","2004","35-65 y.","West Germany","","","",""
"172","2004","35-65 y.","East Germany","","","",""
"172","2004","66 and older","West Germany","","","",""
"172","2004","66 and older","East Germany","","","",""
"173","2004","16-34 y.","West Germany","","","",""
"173","2004","16-34 y.","East Germany","","","",""
"173","2004","35-65 y.","West Germany","","","",""
"173","2004","35-65 y.","East Germany","","","",""
"173","2004","66 and older","West Germany","","","",""
"173","2004","66 and older","East Germany","","","",""
"178","2004","16-34 y.","West Germany","","","",""
"178","2004","16-34 y.","East Germany","","","",""
"178","2004","35-65 y.","West Germany","","","",""
"178","2004","35-65 y.","East Germany","","","",""
"178","2004","66 and older","West Germany","","","",""
"178","2004","66 and older","East Germany","","","",""
"181","2004","16-34 y.","West Germany","","","",""
"181","2004","16-34 y.","East Germany","","","",""
"181","2004","35-65 y.","West Germany","","","",""
"181","2004","35-65 y.","East Germany","","","",""
"181","2004","66 and older","West Germany","","","",""
"181","2004","66 and older","East Germany","","","",""
"183","2004","16-34 y.","West Germany","","","",""
