"pgnation","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence"
"132","2000","16-34 y.","Employed","1","","",""
"132","2000","35-65 y.","Not Employed","","","",""
"132","2000","35-65 y.","Employed","","","",""
"132","2000","66 and older","Not Employed","","","",""
"132","2000","66 and older","Employed","","","",""
"133","2000","16-34 y.","Not Employed","","","",""
"133","2000","16-34 y.","Employed","","","",""
"133","2000","35-65 y.","Not Employed","","","",""
"133","2000","35-65 y.","Employed","","","",""
"133","2000","66 and older","Not Employed","","","",""
"133","2000","66 and older","Employed","","","",""
"135","2000","16-34 y.","Not Employed","","","",""
"135","2000","16-34 y.","Employed","","","",""
"135","2000","35-65 y.","Not Employed","","","",""
"135","2000","35-65 y.","Employed","1","","",""
"135","2000","66 and older","Not Employed","","","",""
"135","2000","66 and older","Employed","","","",""
"138","2000","16-34 y.","Not Employed","","","",""
"138","2000","16-34 y.","Employed","","","",""
"138","2000","35-65 y.","Not Employed","","","",""
"138","2000","35-65 y.","Employed","1","","",""
"138","2000","66 and older","Not Employed","","","",""
"138","2000","66 and older","Employed","","","",""
"139","2000","16-34 y.","Not Employed","1","","",""
"139","2000","16-34 y.","Employed","","","",""
"139","2000","35-65 y.","Not Employed","","","",""
"139","2000","35-65 y.","Employed","","","",""
"139","2000","66 and older","Not Employed","","","",""
"139","2000","66 and older","Employed","","","",""
"140","2000","16-34 y.","Not Employed","7","","",""
"140","2000","16-34 y.","Employed","10","","",""
"140","2000","35-65 y.","Not Employed","8","","",""
"140","2000","35-65 y.","Employed","4","","",""
"140","2000","66 and older","Not Employed","","","",""
"140","2000","66 and older","Employed","1","","",""
"141","2000","16-34 y.","Not Employed","","","",""
"141","2000","16-34 y.","Employed","","","",""
"141","2000","35-65 y.","Not Employed","","","",""
"141","2000","35-65 y.","Employed","","","",""
"141","2000","66 and older","Not Employed","","","",""
"141","2000","66 and older","Employed","","","",""
"142","2000","16-34 y.","Not Employed","","","",""
"142","2000","16-34 y.","Employed","","","",""
"142","2000","35-65 y.","Not Employed","","","",""
"142","2000","35-65 y.","Employed","","","",""
"142","2000","66 and older","Not Employed","","","",""
"142","2000","66 and older","Employed","","","",""
"143","2000","16-34 y.","Not Employed","1","","",""
"143","2000","16-34 y.","Employed","","","",""
"143","2000","35-65 y.","Not Employed","","","",""
"143","2000","35-65 y.","Employed","","","",""
"143","2000","66 and older","Not Employed","","","",""
"143","2000","66 and older","Employed","","","",""
"144","2000","16-34 y.","Not Employed","1","","",""
"144","2000","16-34 y.","Employed","","","",""
"144","2000","35-65 y.","Not Employed","1","","",""
"144","2000","35-65 y.","Employed","","","",""
"144","2000","66 and older","Not Employed","","","",""
"144","2000","66 and older","Employed","","","",""
"145","2000","16-34 y.","Not Employed","","","",""
"145","2000","16-34 y.","Employed","1","","",""
"145","2000","35-65 y.","Not Employed","","","",""
"145","2000","35-65 y.","Employed","","","",""
"145","2000","66 and older","Not Employed","","","",""
"145","2000","66 and older","Employed","","","",""
"146","2000","16-34 y.","Not Employed","","","",""
"146","2000","16-34 y.","Employed","","","",""
"146","2000","35-65 y.","Not Employed","","","",""
"146","2000","35-65 y.","Employed","","","",""
"146","2000","66 and older","Not Employed","","","",""
"146","2000","66 and older","Employed","","","",""
"147","2000","16-34 y.","Not Employed","","","",""
"147","2000","16-34 y.","Employed","","","",""
"147","2000","35-65 y.","Not Employed","","","",""
"147","2000","35-65 y.","Employed","","","",""
"147","2000","66 and older","Not Employed","","","",""
"147","2000","66 and older","Employed","","","",""
"148","2000","16-34 y.","Not Employed","","","",""
"148","2000","16-34 y.","Employed","","","",""
"148","2000","35-65 y.","Not Employed","1","","",""
"148","2000","35-65 y.","Employed","","","",""
"148","2000","66 and older","Not Employed","","","",""
"148","2000","66 and older","Employed","","","",""
"149","2000","16-34 y.","Not Employed","","","",""
"149","2000","16-34 y.","Employed","","","",""
"149","2000","35-65 y.","Not Employed","","","",""
"149","2000","35-65 y.","Employed","","","",""
"149","2000","66 and older","Not Employed","","","",""
"149","2000","66 and older","Employed","","","",""
"151","2000","16-34 y.","Not Employed","","","",""
"151","2000","16-34 y.","Employed","","","",""
"151","2000","35-65 y.","Not Employed","","","",""
"151","2000","35-65 y.","Employed","","","",""
"151","2000","66 and older","Not Employed","","","",""
"151","2000","66 and older","Employed","","","",""
"152","2000","16-34 y.","Not Employed","","","",""
"152","2000","16-34 y.","Employed","","","",""
"152","2000","35-65 y.","Not Employed","","","",""
"152","2000","35-65 y.","Employed","","","",""
"152","2000","66 and older","Not Employed","","","",""
"152","2000","66 and older","Employed","","","",""
"154","2000","16-34 y.","Not Employed","","","",""
"154","2000","16-34 y.","Employed","","","",""
"154","2000","35-65 y.","Not Employed","","","",""
"154","2000","35-65 y.","Employed","","","",""
"154","2000","66 and older","Not Employed","","","",""
"154","2000","66 and older","Employed","","","",""
"155","2000","16-34 y.","Not Employed","","","",""
"155","2000","16-34 y.","Employed","","","",""
"155","2000","35-65 y.","Not Employed","","","",""
"155","2000","35-65 y.","Employed","","","",""
"155","2000","66 and older","Not Employed","","","",""
"155","2000","66 and older","Employed","","","",""
"156","2000","16-34 y.","Not Employed","","","",""
"156","2000","16-34 y.","Employed","","","",""
"156","2000","35-65 y.","Not Employed","","","",""
"156","2000","35-65 y.","Employed","","","",""
"156","2000","66 and older","Not Employed","","","",""
"156","2000","66 and older","Employed","","","",""
"158","2000","16-34 y.","Not Employed","","","",""
"158","2000","16-34 y.","Employed","","","",""
"158","2000","35-65 y.","Not Employed","","","",""
"158","2000","35-65 y.","Employed","","","",""
"158","2000","66 and older","Not Employed","","","",""
"158","2000","66 and older","Employed","","","",""
"162","2000","16-34 y.","Not Employed","","","",""
"162","2000","16-34 y.","Employed","","","",""
"162","2000","35-65 y.","Not Employed","","","",""
"162","2000","35-65 y.","Employed","","","",""
"162","2000","66 and older","Not Employed","","","",""
"162","2000","66 and older","Employed","","","",""
"164","2000","16-34 y.","Not Employed","","","",""
"164","2000","16-34 y.","Employed","","","",""
"164","2000","35-65 y.","Not Employed","","","",""
"164","2000","35-65 y.","Employed","","","",""
"164","2000","66 and older","Not Employed","","","",""
"164","2000","66 and older","Employed","","","",""
"165","2000","16-34 y.","Not Employed","","","",""
"165","2000","16-34 y.","Employed","","","",""
"165","2000","35-65 y.","Not Employed","","","",""
"165","2000","35-65 y.","Employed","","","",""
"165","2000","66 and older","Not Employed","","","",""
"165","2000","66 and older","Employed","","","",""
"166","2000","16-34 y.","Not Employed","","","",""
"166","2000","16-34 y.","Employed","","","",""
"166","2000","35-65 y.","Not Employed","","","",""
"166","2000","35-65 y.","Employed","","","",""
"166","2000","66 and older","Not Employed","","","",""
"166","2000","66 and older","Employed","","","",""
"167","2000","16-34 y.","Not Employed","","","",""
"167","2000","16-34 y.","Employed","","","",""
"167","2000","35-65 y.","Not Employed","","","",""
"167","2000","35-65 y.","Employed","","","",""
"167","2000","66 and older","Not Employed","","","",""
"167","2000","66 and older","Employed","","","",""
"168","2000","16-34 y.","Not Employed","","","",""
"168","2000","16-34 y.","Employed","","","",""
"168","2000","35-65 y.","Not Employed","","","",""
"168","2000","35-65 y.","Employed","","","",""
"168","2000","66 and older","Not Employed","","","",""
"168","2000","66 and older","Employed","","","",""
"169","2000","16-34 y.","Not Employed","","","",""
"169","2000","16-34 y.","Employed","","","",""
"169","2000","35-65 y.","Not Employed","","","",""
"169","2000","35-65 y.","Employed","","","",""
"169","2000","66 and older","Not Employed","","","",""
"169","2000","66 and older","Employed","","","",""
"172","2000","16-34 y.","Not Employed","","","",""
"172","2000","16-34 y.","Employed","","","",""
"172","2000","35-65 y.","Not Employed","","","",""
"172","2000","35-65 y.","Employed","","","",""
"172","2000","66 and older","Not Employed","","","",""
"172","2000","66 and older","Employed","","","",""
"173","2000","16-34 y.","Not Employed","","","",""
"173","2000","16-34 y.","Employed","","","",""
"173","2000","35-65 y.","Not Employed","","","",""
"173","2000","35-65 y.","Employed","","","",""
"173","2000","66 and older","Not Employed","","","",""
"173","2000","66 and older","Employed","","","",""
"178","2000","16-34 y.","Not Employed","","","",""
"178","2000","16-34 y.","Employed","","","",""
"178","2000","35-65 y.","Not Employed","","","",""
"178","2000","35-65 y.","Employed","","","",""
"178","2000","66 and older","Not Employed","","","",""
"178","2000","66 and older","Employed","","","",""
"181","2000","16-34 y.","Not Employed","","","",""
"181","2000","16-34 y.","Employed","","","",""
"181","2000","35-65 y.","Not Employed","","","",""
"181","2000","35-65 y.","Employed","","","",""
"181","2000","66 and older","Not Employed","","","",""
"181","2000","66 and older","Employed","","","",""
"183","2000","16-34 y.","Not Employed","","","",""
"183","2000","16-34 y.","Employed","","","",""
"183","2000","35-65 y.","Not Employed","","","",""
"183","2000","35-65 y.","Employed","","","",""
"183","2000","66 and older","Not Employed","","","",""
"183","2000","66 and older","Employed","","","",""
"188","2000","16-34 y.","Not Employed","","","",""
"188","2000","16-34 y.","Employed","","","",""
"188","2000","35-65 y.","Not Employed","","","",""
"188","2000","35-65 y.","Employed","","","",""
"188","2000","66 and older","Not Employed","","","",""
"188","2000","66 and older","Employed","","","",""
"195","2000","16-34 y.","Not Employed","","","",""
"195","2000","16-34 y.","Employed","","","",""
"195","2000","35-65 y.","Not Employed","","","",""
"195","2000","35-65 y.","Employed","","","",""
"195","2000","66 and older","Not Employed","","","",""
"195","2000","66 and older","Employed","","","",""
"196","2000","16-34 y.","Not Employed","","","",""
"196","2000","16-34 y.","Employed","","","",""
"196","2000","35-65 y.","Not Employed","","","",""
"196","2000","35-65 y.","Employed","","","",""
"196","2000","66 and older","Not Employed","","","",""
"196","2000","66 and older","Employed","","","",""
"999","2000","16-34 y.","Not Employed","","","",""
"999","2000","16-34 y.","Employed","","","",""
"999","2000","35-65 y.","Not Employed","","","",""
"999","2000","35-65 y.","Employed","","","",""
"999","2000","66 and older","Not Employed","","","",""
"999","2000","66 and older","Employed","","","",""
"1","2001","16-34 y.","Not Employed","1341","0.830628831537344","0.812273207590706","0.848984455483981"
"1","2001","16-34 y.","Employed","4122","0.890437619861587","0.88150422509021","0.899371014632965"
"1","2001","35-65 y.","Not Employed","2881","0.901800697238082","0.89155871302309","0.912042681453074"
"1","2001","35-65 y.","Employed","8354","0.921906341844019","0.91638587178273","0.927426811905309"
"1","2001","66 and older","Not Employed","3177","0.975736496715393","0.970480425923192","0.980992567507594"
"1","2001","66 and older","Employed","144","0.909871998278857","0.864496396630737","0.955247599926976"
"2","2001","16-34 y.","Not Employed","129","0.0766356659153726","0.0636175562865806","0.0896537755441645"
"2","2001","16-34 y.","Employed","229","0.0446431723252391","0.0387364796290984","0.0505498650213797"
"2","2001","35-65 y.","Not Employed","141","0.0361906033236228","0.029762718204354","0.0426184884428916"
"2","2001","35-65 y.","Employed","177","0.0162185258919628","0.0136196844509585","0.0188173673329672"
"2","2001","66 and older","Not Employed","28","","",""
"2","2001","66 and older","Employed","3","","",""
"3","2001","16-34 y.","Not Employed","11","","",""
"3","2001","16-34 y.","Employed","27","","",""
"3","2001","35-65 y.","Not Employed","16","","",""
"3","2001","35-65 y.","Employed","40","0.00359185894301051","0.00236101485413759","0.00482270303188344"
"3","2001","66 and older","Not Employed","3","","",""
"3","2001","66 and older","Employed","","","",""
"4","2001","16-34 y.","Not Employed","20","","",""
"4","2001","16-34 y.","Employed","45","0.00544118914312888","0.00333718692705086","0.0075451913592069"
"4","2001","35-65 y.","Not Employed","27","","",""
"4","2001","35-65 y.","Employed","74","0.00366411023712527","0.0024209934618283","0.00490722701242224"
"4","2001","66 and older","Not Employed","21","","",""
"4","2001","66 and older","Employed","","","",""
"5","2001","16-34 y.","Not Employed","24","","",""
"5","2001","16-34 y.","Employed","104","0.0147182348730592","0.0112740049613947","0.0181624647847236"
"5","2001","35-65 y.","Not Employed","46","0.0110115213774495","0.00741987231103845","0.0146031704438606"
"5","2001","35-65 y.","Employed","139","0.0114233368327083","0.00923695282235143","0.0136097208430653"
"5","2001","66 and older","Not Employed","32","0.00665608702120326","0.00387843721579164","0.00943373682661488"
"5","2001","66 and older","Employed","","","",""
"6","2001","16-34 y.","Not Employed","1","","",""
"6","2001","16-34 y.","Employed","20","","",""
"6","2001","35-65 y.","Not Employed","14","","",""
"6","2001","35-65 y.","Employed","41","0.00267170405779443","0.00160967103800951","0.00373373707757934"
"6","2001","66 and older","Not Employed","5","","",""
"6","2001","66 and older","Employed","1","","",""
"10","2001","16-34 y.","Not Employed","4","","",""
"10","2001","16-34 y.","Employed","8","","",""
"10","2001","35-65 y.","Not Employed","5","","",""
"10","2001","35-65 y.","Employed","19","","",""
"10","2001","66 and older","Not Employed","5","","",""
"10","2001","66 and older","Employed","","","",""
"11","2001","16-34 y.","Not Employed","1","","",""
"11","2001","16-34 y.","Employed","5","","",""
"11","2001","35-65 y.","Not Employed","4","","",""
"11","2001","35-65 y.","Employed","10","","",""
"11","2001","66 and older","Not Employed","1","","",""
"11","2001","66 and older","Employed","1","","",""
"12","2001","16-34 y.","Not Employed","","","",""
"12","2001","16-34 y.","Employed","","","",""
"12","2001","35-65 y.","Not Employed","","","",""
"12","2001","35-65 y.","Employed","","","",""
"12","2001","66 and older","Not Employed","","","",""
"12","2001","66 and older","Employed","","","",""
"13","2001","16-34 y.","Not Employed","","","",""
"13","2001","16-34 y.","Employed","","","",""
"13","2001","35-65 y.","Not Employed","1","","",""
"13","2001","35-65 y.","Employed","1","","",""
"13","2001","66 and older","Not Employed","","","",""
"13","2001","66 and older","Employed","","","",""
"14","2001","16-34 y.","Not Employed","2","","",""
"14","2001","16-34 y.","Employed","2","","",""
"14","2001","35-65 y.","Not Employed","4","","",""
"14","2001","35-65 y.","Employed","16","","",""
"14","2001","66 and older","Not Employed","1","","",""
"14","2001","66 and older","Employed","","","",""
"15","2001","16-34 y.","Not Employed","","","",""
"15","2001","16-34 y.","Employed","","","",""
"15","2001","35-65 y.","Not Employed","1","","",""
"15","2001","35-65 y.","Employed","1","","",""
"15","2001","66 and older","Not Employed","","","",""
"15","2001","66 and older","Employed","","","",""
"16","2001","16-34 y.","Not Employed","","","",""
"16","2001","16-34 y.","Employed","","","",""
"16","2001","35-65 y.","Not Employed","","","",""
"16","2001","35-65 y.","Employed","","","",""
"16","2001","66 and older","Not Employed","1","","",""
"16","2001","66 and older","Employed","","","",""
"17","2001","16-34 y.","Not Employed","","","",""
"17","2001","16-34 y.","Employed","","","",""
"17","2001","35-65 y.","Not Employed","1","","",""
"17","2001","35-65 y.","Employed","2","","",""
"17","2001","66 and older","Not Employed","","","",""
"17","2001","66 and older","Employed","","","",""
"18","2001","16-34 y.","Not Employed","2","","",""
"18","2001","16-34 y.","Employed","4","","",""
"18","2001","35-65 y.","Not Employed","3","","",""
"18","2001","35-65 y.","Employed","13","","",""
"18","2001","66 and older","Not Employed","","","",""
"18","2001","66 and older","Employed","","","",""
"19","2001","16-34 y.","Not Employed","1","","",""
"19","2001","16-34 y.","Employed","","","",""
"19","2001","35-65 y.","Not Employed","1","","",""
"19","2001","35-65 y.","Employed","3","","",""
"19","2001","66 and older","Not Employed","","","",""
"19","2001","66 and older","Employed","","","",""
"20","2001","16-34 y.","Not Employed","","","",""
"20","2001","16-34 y.","Employed","","","",""
"20","2001","35-65 y.","Not Employed","","","",""
"20","2001","35-65 y.","Employed","","","",""
"20","2001","66 and older","Not Employed","","","",""
"20","2001","66 and older","Employed","1","","",""
"21","2001","16-34 y.","Not Employed","","","",""
"21","2001","16-34 y.","Employed","3","","",""
"21","2001","35-65 y.","Not Employed","1","","",""
"21","2001","35-65 y.","Employed","6","","",""
"21","2001","66 and older","Not Employed","","","",""
"21","2001","66 and older","Employed","","","",""
"22","2001","16-34 y.","Not Employed","8","","",""
"22","2001","16-34 y.","Employed","7","","",""
"22","2001","35-65 y.","Not Employed","6","","",""
"22","2001","35-65 y.","Employed","11","","",""
"22","2001","66 and older","Not Employed","1","","",""
"22","2001","66 and older","Employed","","","",""
"23","2001","16-34 y.","Not Employed","","","",""
"23","2001","16-34 y.","Employed","","","",""
"23","2001","35-65 y.","Not Employed","","","",""
"23","2001","35-65 y.","Employed","","","",""
"23","2001","66 and older","Not Employed","","","",""
"23","2001","66 and older","Employed","","","",""
"24","2001","16-34 y.","Not Employed","3","","",""
"24","2001","16-34 y.","Employed","1","","",""
"24","2001","35-65 y.","Not Employed","2","","",""
"24","2001","35-65 y.","Employed","9","","",""
"24","2001","66 and older","Not Employed","","","",""
"24","2001","66 and older","Employed","","","",""
"25","2001","16-34 y.","Not Employed","1","","",""
"25","2001","16-34 y.","Employed","1","","",""
"25","2001","35-65 y.","Not Employed","","","",""
"25","2001","35-65 y.","Employed","1","","",""
"25","2001","66 and older","Not Employed","","","",""
"25","2001","66 and older","Employed","","","",""
"26","2001","16-34 y.","Not Employed","1","","",""
"26","2001","16-34 y.","Employed","2","","",""
"26","2001","35-65 y.","Not Employed","2","","",""
"26","2001","35-65 y.","Employed","6","","",""
"26","2001","66 and older","Not Employed","","","",""
"26","2001","66 and older","Employed","","","",""
"27","2001","16-34 y.","Not Employed","","","",""
"27","2001","16-34 y.","Employed","","","",""
"27","2001","35-65 y.","Not Employed","","","",""
"27","2001","35-65 y.","Employed","","","",""
"27","2001","66 and older","Not Employed","","","",""
"27","2001","66 and older","Employed","","","",""
"28","2001","16-34 y.","Not Employed","","","",""
"28","2001","16-34 y.","Employed","11","","",""
"28","2001","35-65 y.","Not Employed","","","",""
"28","2001","35-65 y.","Employed","6","","",""
"28","2001","66 and older","Not Employed","","","",""
"28","2001","66 and older","Employed","","","",""
"29","2001","16-34 y.","Not Employed","","","",""
"29","2001","16-34 y.","Employed","1","","",""
"29","2001","35-65 y.","Not Employed","","","",""
"29","2001","35-65 y.","Employed","","","",""
"29","2001","66 and older","Not Employed","","","",""
"29","2001","66 and older","Employed","","","",""
"30","2001","16-34 y.","Not Employed","","","",""
"30","2001","16-34 y.","Employed","","","",""
"30","2001","35-65 y.","Not Employed","","","",""
"30","2001","35-65 y.","Employed","","","",""
"30","2001","66 and older","Not Employed","","","",""
"30","2001","66 and older","Employed","","","",""
"31","2001","16-34 y.","Not Employed","1","","",""
"31","2001","16-34 y.","Employed","1","","",""
"31","2001","35-65 y.","Not Employed","","","",""
"31","2001","35-65 y.","Employed","2","","",""
"31","2001","66 and older","Not Employed","","","",""
"31","2001","66 and older","Employed","","","",""
"32","2001","16-34 y.","Not Employed","2","","",""
"32","2001","16-34 y.","Employed","6","","",""
"32","2001","35-65 y.","Not Employed","6","","",""
"32","2001","35-65 y.","Employed","5","","",""
"32","2001","66 and older","Not Employed","","","",""
"32","2001","66 and older","Employed","","","",""
"34","2001","16-34 y.","Not Employed","","","",""
"34","2001","16-34 y.","Employed","","","",""
"34","2001","35-65 y.","Not Employed","1","","",""
"34","2001","35-65 y.","Employed","","","",""
"34","2001","66 and older","Not Employed","","","",""
"34","2001","66 and older","Employed","","","",""
"35","2001","16-34 y.","Not Employed","","","",""
"35","2001","16-34 y.","Employed","","","",""
"35","2001","35-65 y.","Not Employed","","","",""
"35","2001","35-65 y.","Employed","","","",""
"35","2001","66 and older","Not Employed","","","",""
"35","2001","66 and older","Employed","","","",""
"36","2001","16-34 y.","Not Employed","","","",""
"36","2001","16-34 y.","Employed","","","",""
"36","2001","35-65 y.","Not Employed","","","",""
"36","2001","35-65 y.","Employed","","","",""
"36","2001","66 and older","Not Employed","","","",""
"36","2001","66 and older","Employed","","","",""
"37","2001","16-34 y.","Not Employed","","","",""
"37","2001","16-34 y.","Employed","","","",""
"37","2001","35-65 y.","Not Employed","","","",""
"37","2001","35-65 y.","Employed","","","",""
"37","2001","66 and older","Not Employed","","","",""
"37","2001","66 and older","Employed","","","",""
"38","2001","16-34 y.","Not Employed","","","",""
"38","2001","16-34 y.","Employed","1","","",""
"38","2001","35-65 y.","Not Employed","","","",""
"38","2001","35-65 y.","Employed","2","","",""
"38","2001","66 and older","Not Employed","","","",""
"38","2001","66 and older","Employed","","","",""
"39","2001","16-34 y.","Not Employed","","","",""
"39","2001","16-34 y.","Employed","","","",""
"39","2001","35-65 y.","Not Employed","","","",""
"39","2001","35-65 y.","Employed","","","",""
"39","2001","66 and older","Not Employed","","","",""
"39","2001","66 and older","Employed","","","",""
"40","2001","16-34 y.","Not Employed","","","",""
"40","2001","16-34 y.","Employed","","","",""
"40","2001","35-65 y.","Not Employed","","","",""
"40","2001","35-65 y.","Employed","1","","",""
"40","2001","66 and older","Not Employed","","","",""
"40","2001","66 and older","Employed","","","",""
"41","2001","16-34 y.","Not Employed","","","",""
"41","2001","16-34 y.","Employed","","","",""
"41","2001","35-65 y.","Not Employed","","","",""
"41","2001","35-65 y.","Employed","","","",""
"41","2001","66 and older","Not Employed","","","",""
"41","2001","66 and older","Employed","","","",""
"42","2001","16-34 y.","Not Employed","","","",""
"42","2001","16-34 y.","Employed","","","",""
"42","2001","35-65 y.","Not Employed","","","",""
"42","2001","35-65 y.","Employed","","","",""
"42","2001","66 and older","Not Employed","","","",""
"42","2001","66 and older","Employed","","","",""
"43","2001","16-34 y.","Not Employed","2","","",""
"43","2001","16-34 y.","Employed","","","",""
"43","2001","35-65 y.","Not Employed","","","",""
"43","2001","35-65 y.","Employed","","","",""
"43","2001","66 and older","Not Employed","","","",""
"43","2001","66 and older","Employed","","","",""
"44","2001","16-34 y.","Not Employed","1","","",""
"44","2001","16-34 y.","Employed","","","",""
"44","2001","35-65 y.","Not Employed","1","","",""
"44","2001","35-65 y.","Employed","","","",""
"44","2001","66 and older","Not Employed","","","",""
"44","2001","66 and older","Employed","","","",""
"45","2001","16-34 y.","Not Employed","","","",""
"45","2001","16-34 y.","Employed","","","",""
"45","2001","35-65 y.","Not Employed","","","",""
"45","2001","35-65 y.","Employed","","","",""
"45","2001","66 and older","Not Employed","","","",""
"45","2001","66 and older","Employed","","","",""
"46","2001","16-34 y.","Not Employed","","","",""
"46","2001","16-34 y.","Employed","","","",""
"46","2001","35-65 y.","Not Employed","","","",""
"46","2001","35-65 y.","Employed","","","",""
"46","2001","66 and older","Not Employed","","","",""
"46","2001","66 and older","Employed","","","",""
"47","2001","16-34 y.","Not Employed","","","",""
"47","2001","16-34 y.","Employed","","","",""
"47","2001","35-65 y.","Not Employed","","","",""
"47","2001","35-65 y.","Employed","","","",""
"47","2001","66 and older","Not Employed","","","",""
"47","2001","66 and older","Employed","","","",""
"48","2001","16-34 y.","Not Employed","","","",""
"48","2001","16-34 y.","Employed","","","",""
"48","2001","35-65 y.","Not Employed","","","",""
"48","2001","35-65 y.","Employed","1","","",""
"48","2001","66 and older","Not Employed","","","",""
"48","2001","66 and older","Employed","","","",""
"49","2001","16-34 y.","Not Employed","1","","",""
"49","2001","16-34 y.","Employed","","","",""
"49","2001","35-65 y.","Not Employed","","","",""
"49","2001","35-65 y.","Employed","1","","",""
"49","2001","66 and older","Not Employed","","","",""
"49","2001","66 and older","Employed","","","",""
"50","2001","16-34 y.","Not Employed","1","","",""
"50","2001","16-34 y.","Employed","","","",""
"50","2001","35-65 y.","Not Employed","","","",""
"50","2001","35-65 y.","Employed","","","",""
"50","2001","66 and older","Not Employed","","","",""
"50","2001","66 and older","Employed","","","",""
"51","2001","16-34 y.","Not Employed","","","",""
"51","2001","16-34 y.","Employed","1","","",""
"51","2001","35-65 y.","Not Employed","2","","",""
"51","2001","35-65 y.","Employed","","","",""
"51","2001","66 and older","Not Employed","","","",""
"51","2001","66 and older","Employed","","","",""
"52","2001","16-34 y.","Not Employed","","","",""
"52","2001","16-34 y.","Employed","","","",""
"52","2001","35-65 y.","Not Employed","","","",""
"52","2001","35-65 y.","Employed","","","",""
"52","2001","66 and older","Not Employed","","","",""
"52","2001","66 and older","Employed","","","",""
"53","2001","16-34 y.","Not Employed","","","",""
"53","2001","16-34 y.","Employed","","","",""
"53","2001","35-65 y.","Not Employed","","","",""
"53","2001","35-65 y.","Employed","","","",""
"53","2001","66 and older","Not Employed","","","",""
"53","2001","66 and older","Employed","","","",""
"54","2001","16-34 y.","Not Employed","1","","",""
"54","2001","16-34 y.","Employed","","","",""
"54","2001","35-65 y.","Not Employed","","","",""
"54","2001","35-65 y.","Employed","","","",""
"54","2001","66 and older","Not Employed","","","",""
"54","2001","66 and older","Employed","","","",""
"55","2001","16-34 y.","Not Employed","","","",""
"55","2001","16-34 y.","Employed","1","","",""
"55","2001","35-65 y.","Not Employed","","","",""
"55","2001","35-65 y.","Employed","2","","",""
"55","2001","66 and older","Not Employed","1","","",""
"55","2001","66 and older","Employed","","","",""
"56","2001","16-34 y.","Not Employed","","","",""
"56","2001","16-34 y.","Employed","","","",""
"56","2001","35-65 y.","Not Employed","","","",""
"56","2001","35-65 y.","Employed","","","",""
"56","2001","66 and older","Not Employed","","","",""
"56","2001","66 and older","Employed","","","",""
"59","2001","16-34 y.","Not Employed","","","",""
"59","2001","16-34 y.","Employed","1","","",""
"59","2001","35-65 y.","Not Employed","","","",""
"59","2001","35-65 y.","Employed","","","",""
"59","2001","66 and older","Not Employed","","","",""
"59","2001","66 and older","Employed","","","",""
"60","2001","16-34 y.","Not Employed","","","",""
"60","2001","16-34 y.","Employed","","","",""
"60","2001","35-65 y.","Not Employed","1","","",""
"60","2001","35-65 y.","Employed","2","","",""
"60","2001","66 and older","Not Employed","","","",""
"60","2001","66 and older","Employed","","","",""
"61","2001","16-34 y.","Not Employed","","","",""
"61","2001","16-34 y.","Employed","1","","",""
"61","2001","35-65 y.","Not Employed","1","","",""
"61","2001","35-65 y.","Employed","1","","",""
"61","2001","66 and older","Not Employed","","","",""
"61","2001","66 and older","Employed","","","",""
"64","2001","16-34 y.","Not Employed","","","",""
"64","2001","16-34 y.","Employed","","","",""
"64","2001","35-65 y.","Not Employed","","","",""
"64","2001","35-65 y.","Employed","","","",""
"64","2001","66 and older","Not Employed","","","",""
"64","2001","66 and older","Employed","","","",""
"65","2001","16-34 y.","Not Employed","1","","",""
"65","2001","16-34 y.","Employed","1","","",""
"65","2001","35-65 y.","Not Employed","","","",""
"65","2001","35-65 y.","Employed","2","","",""
"65","2001","66 and older","Not Employed","","","",""
"65","2001","66 and older","Employed","","","",""
"66","2001","16-34 y.","Not Employed","","","",""
"66","2001","16-34 y.","Employed","","","",""
"66","2001","35-65 y.","Not Employed","","","",""
"66","2001","35-65 y.","Employed","","","",""
"66","2001","66 and older","Not Employed","","","",""
"66","2001","66 and older","Employed","","","",""
"67","2001","16-34 y.","Not Employed","","","",""
"67","2001","16-34 y.","Employed","","","",""
"67","2001","35-65 y.","Not Employed","2","","",""
"67","2001","35-65 y.","Employed","2","","",""
"67","2001","66 and older","Not Employed","","","",""
"67","2001","66 and older","Employed","","","",""
"68","2001","16-34 y.","Not Employed","1","","",""
"68","2001","16-34 y.","Employed","","","",""
"68","2001","35-65 y.","Not Employed","","","",""
"68","2001","35-65 y.","Employed","","","",""
"68","2001","66 and older","Not Employed","","","",""
"68","2001","66 and older","Employed","","","",""
"71","2001","16-34 y.","Not Employed","","","",""
"71","2001","16-34 y.","Employed","","","",""
"71","2001","35-65 y.","Not Employed","","","",""
"71","2001","35-65 y.","Employed","","","",""
"71","2001","66 and older","Not Employed","","","",""
"71","2001","66 and older","Employed","","","",""
"72","2001","16-34 y.","Not Employed","","","",""
"72","2001","16-34 y.","Employed","","","",""
"72","2001","35-65 y.","Not Employed","","","",""
"72","2001","35-65 y.","Employed","","","",""
"72","2001","66 and older","Not Employed","","","",""
"72","2001","66 and older","Employed","","","",""
"73","2001","16-34 y.","Not Employed","","","",""
"73","2001","16-34 y.","Employed","","","",""
"73","2001","35-65 y.","Not Employed","","","",""
"73","2001","35-65 y.","Employed","","","",""
"73","2001","66 and older","Not Employed","","","",""
"73","2001","66 and older","Employed","","","",""
"74","2001","16-34 y.","Not Employed","2","","",""
