"pgnation","year","e11103","migback","n","percent","lower_confidence","upper_confidence"
"140","2006","Full Time","no migration background","","","",""
"140","2006","Full Time","direct migration background","5","","",""
"140","2006","Full Time","indirect migration background","","","",""
"140","2006","Part Time","no migration background","","","",""
"140","2006","Part Time","direct migration background","2","","",""
"140","2006","Part Time","indirect migration background","","","",""
"140","2006","Not Working","no migration background","","","",""
"140","2006","Not Working","direct migration background","8","","",""
"140","2006","Not Working","indirect migration background","1","","",""
"141","2006","Full Time","no migration background","","","",""
"141","2006","Full Time","direct migration background","","","",""
"141","2006","Full Time","indirect migration background","","","",""
"141","2006","Part Time","no migration background","","","",""
"141","2006","Part Time","direct migration background","","","",""
"141","2006","Part Time","indirect migration background","","","",""
"141","2006","Not Working","no migration background","","","",""
"141","2006","Not Working","direct migration background","","","",""
"141","2006","Not Working","indirect migration background","","","",""
"142","2006","Full Time","no migration background","","","",""
"142","2006","Full Time","direct migration background","","","",""
"142","2006","Full Time","indirect migration background","","","",""
"142","2006","Part Time","no migration background","","","",""
"142","2006","Part Time","direct migration background","","","",""
"142","2006","Part Time","indirect migration background","","","",""
"142","2006","Not Working","no migration background","","","",""
"142","2006","Not Working","direct migration background","","","",""
"142","2006","Not Working","indirect migration background","","","",""
"143","2006","Full Time","no migration background","","","",""
"143","2006","Full Time","direct migration background","","","",""
"143","2006","Full Time","indirect migration background","","","",""
"143","2006","Part Time","no migration background","","","",""
"143","2006","Part Time","direct migration background","","","",""
"143","2006","Part Time","indirect migration background","","","",""
"143","2006","Not Working","no migration background","","","",""
"143","2006","Not Working","direct migration background","","","",""
"143","2006","Not Working","indirect migration background","","","",""
"144","2006","Full Time","no migration background","","","",""
"144","2006","Full Time","direct migration background","1","","",""
"144","2006","Full Time","indirect migration background","","","",""
"144","2006","Part Time","no migration background","","","",""
"144","2006","Part Time","direct migration background","","","",""
"144","2006","Part Time","indirect migration background","","","",""
"144","2006","Not Working","no migration background","","","",""
"144","2006","Not Working","direct migration background","","","",""
"144","2006","Not Working","indirect migration background","","","",""
