"pgnation","year","e11102","n","percent","lower_confidence","upper_confidence"
"144","1986","Not Employed","","","",""
"144","1986","Employed","","","",""
"145","1986","Not Employed","","","",""
"145","1986","Employed","","","",""
"146","1986","Not Employed","","","",""
"146","1986","Employed","","","",""
"147","1986","Not Employed","","","",""
"147","1986","Employed","","","",""
"148","1986","Not Employed","","","",""
"148","1986","Employed","","","",""
"149","1986","Not Employed","","","",""
"149","1986","Employed","","","",""
"151","1986","Not Employed","","","",""
"151","1986","Employed","","","",""
"152","1986","Not Employed","","","",""
"152","1986","Employed","","","",""
"154","1986","Not Employed","","","",""
"154","1986","Employed","","","",""
"155","1986","Not Employed","","","",""
"155","1986","Employed","","","",""
"156","1986","Not Employed","","","",""
"156","1986","Employed","","","",""
"158","1986","Not Employed","","","",""
"158","1986","Employed","","","",""
"162","1986","Not Employed","","","",""
"162","1986","Employed","","","",""
"164","1986","Not Employed","","","",""
"164","1986","Employed","","","",""
"165","1986","Not Employed","","","",""
"165","1986","Employed","","","",""
"166","1986","Not Employed","","","",""
"166","1986","Employed","","","",""
"167","1986","Not Employed","","","",""
"167","1986","Employed","","","",""
"168","1986","Not Employed","","","",""
"168","1986","Employed","","","",""
"169","1986","Not Employed","","","",""
"169","1986","Employed","","","",""
"172","1986","Not Employed","","","",""
"172","1986","Employed","","","",""
"173","1986","Not Employed","","","",""
"173","1986","Employed","","","",""
"178","1986","Not Employed","","","",""
"178","1986","Employed","","","",""
"181","1986","Not Employed","","","",""
"181","1986","Employed","","","",""
"183","1986","Not Employed","","","",""
"183","1986","Employed","","","",""
"188","1986","Not Employed","","","",""
"188","1986","Employed","","","",""
"195","1986","Not Employed","","","",""
"195","1986","Employed","","","",""
"196","1986","Not Employed","","","",""
"196","1986","Employed","","","",""
"999","1986","Not Employed","","","",""
"999","1986","Employed","","","",""
"1","1987","Not Employed","3038","0.953746556562959","0.947067702240191","0.960425410885727"
"1","1987","Employed","4867","0.919494218030556","0.912986249259658","0.926002186801455"
"2","1987","Not Employed","317","0.0175751846900693","0.0133967554213389","0.0217536139587996"
"2","1987","Employed","560","0.0263517748564868","0.0225203227916257","0.030183226921348"
"3","1987","Not Employed","113","0.00731973396244319","0.0046091317600889","0.0100303361647975"
"3","1987","Employed","362","0.0165455158370873","0.013494287487599","0.0195967441865757"
"4","1987","Not Employed","96","0.00308258364174076","0.00131979407838078","0.00484537320510074"
"4","1987","Employed","281","0.00710070056825176","0.00509225241929038","0.00910914871721315"
"5","1987","Not Employed","128","0.0060017086704699","0.00354562182884028","0.00845779551209951"
"5","1987","Employed","375","0.0146550408229683","0.011780654826311","0.0175294268196256"
"6","1987","Not Employed","71","0.00152958031221042","0.000286877765586724","0.00277228285883411"
"6","1987","Employed","208","0.00340204935228528","0.00200925267452119","0.00479484603004937"
"10","1987","Not Employed","5","","",""
"10","1987","Employed","21","","",""
"11","1987","Not Employed","2","","",""
"11","1987","Employed","6","","",""
"12","1987","Not Employed","5","","",""
"12","1987","Employed","5","","",""
"13","1987","Not Employed","","","",""
"13","1987","Employed","","","",""
"14","1987","Not Employed","","","",""
"14","1987","Employed","6","","",""
"15","1987","Not Employed","","","",""
"15","1987","Employed","","","",""
"16","1987","Not Employed","","","",""
"16","1987","Employed","","","",""
"17","1987","Not Employed","1","","",""
"17","1987","Employed","","","",""
"18","1987","Not Employed","5","","",""
"18","1987","Employed","5","","",""
"19","1987","Not Employed","1","","",""
"19","1987","Employed","2","","",""
"20","1987","Not Employed","1","","",""
"20","1987","Employed","","","",""
"21","1987","Not Employed","1","","",""
"21","1987","Employed","1","","",""
"22","1987","Not Employed","4","","",""
"22","1987","Employed","2","","",""
"23","1987","Not Employed","","","",""
"23","1987","Employed","","","",""
"24","1987","Not Employed","4","","",""
"24","1987","Employed","","","",""
"25","1987","Not Employed","","","",""
"25","1987","Employed","","","",""
"26","1987","Not Employed","","","",""
"26","1987","Employed","2","","",""
"27","1987","Not Employed","","","",""
"27","1987","Employed","","","",""
"28","1987","Not Employed","","","",""
"28","1987","Employed","","","",""
"29","1987","Not Employed","","","",""
"29","1987","Employed","","","",""
"30","1987","Not Employed","","","",""
"30","1987","Employed","","","",""
"31","1987","Not Employed","","","",""
"31","1987","Employed","2","","",""
"32","1987","Not Employed","","","",""
"32","1987","Employed","","","",""
"34","1987","Not Employed","","","",""
"34","1987","Employed","1","","",""
"35","1987","Not Employed","","","",""
"35","1987","Employed","","","",""
"36","1987","Not Employed","","","",""
"36","1987","Employed","","","",""
"37","1987","Not Employed","","","",""
"37","1987","Employed","","","",""
"38","1987","Not Employed","2","","",""
"38","1987","Employed","1","","",""
"39","1987","Not Employed","","","",""
"39","1987","Employed","1","","",""
"40","1987","Not Employed","","","",""
"40","1987","Employed","","","",""
"41","1987","Not Employed","","","",""
"41","1987","Employed","1","","",""
"42","1987","Not Employed","","","",""
"42","1987","Employed","","","",""
"43","1987","Not Employed","","","",""
"43","1987","Employed","","","",""
"44","1987","Not Employed","1","","",""
"44","1987","Employed","","","",""
"45","1987","Not Employed","","","",""
"45","1987","Employed","","","",""
"46","1987","Not Employed","","","",""
"46","1987","Employed","","","",""
"47","1987","Not Employed","1","","",""
"47","1987","Employed","","","",""
"48","1987","Not Employed","","","",""
"48","1987","Employed","1","","",""
"49","1987","Not Employed","","","",""
"49","1987","Employed","","","",""
"50","1987","Not Employed","","","",""
"50","1987","Employed","","","",""
"51","1987","Not Employed","","","",""
"51","1987","Employed","","","",""
"52","1987","Not Employed","","","",""
"52","1987","Employed","","","",""
"53","1987","Not Employed","","","",""
"53","1987","Employed","","","",""
"54","1987","Not Employed","","","",""
"54","1987","Employed","","","",""
"55","1987","Not Employed","","","",""
"55","1987","Employed","","","",""
"56","1987","Not Employed","","","",""
"56","1987","Employed","","","",""
"59","1987","Not Employed","","","",""
"59","1987","Employed","","","",""
"60","1987","Not Employed","","","",""
"60","1987","Employed","","","",""
"61","1987","Not Employed","","","",""
"61","1987","Employed","","","",""
"64","1987","Not Employed","","","",""
"64","1987","Employed","","","",""
"65","1987","Not Employed","","","",""
"65","1987","Employed","","","",""
"66","1987","Not Employed","","","",""
"66","1987","Employed","","","",""
"67","1987","Not Employed","","","",""
"67","1987","Employed","","","",""
"68","1987","Not Employed","","","",""
"68","1987","Employed","","","",""
"71","1987","Not Employed","","","",""
"71","1987","Employed","","","",""
"72","1987","Not Employed","","","",""
"72","1987","Employed","","","",""
"73","1987","Not Employed","","","",""
"73","1987","Employed","","","",""
"74","1987","Not Employed","","","",""
"74","1987","Employed","","","",""
"75","1987","Not Employed","","","",""
"75","1987","Employed","","","",""
"76","1987","Not Employed","","","",""
"76","1987","Employed","","","",""
"77","1987","Not Employed","","","",""
"77","1987","Employed","","","",""
"78","1987","Not Employed","","","",""
"78","1987","Employed","","","",""
"79","1987","Not Employed","","","",""
"79","1987","Employed","","","",""
"80","1987","Not Employed","","","",""
"80","1987","Employed","","","",""
"81","1987","Not Employed","","","",""
"81","1987","Employed","","","",""
"82","1987","Not Employed","","","",""
"82","1987","Employed","","","",""
"83","1987","Not Employed","","","",""
"83","1987","Employed","","","",""
"84","1987","Not Employed","","","",""
"84","1987","Employed","","","",""
"85","1987","Not Employed","","","",""
"85","1987","Employed","","","",""
"86","1987","Not Employed","","","",""
"86","1987","Employed","","","",""
"89","1987","Not Employed","","","",""
"89","1987","Employed","","","",""
"90","1987","Not Employed","","","",""
"90","1987","Employed","","","",""
"92","1987","Not Employed","","","",""
"92","1987","Employed","","","",""
"94","1987","Not Employed","","","",""
"94","1987","Employed","","","",""
"95","1987","Not Employed","","","",""
"95","1987","Employed","","","",""
"96","1987","Not Employed","","","",""
"96","1987","Employed","","","",""
"97","1987","Not Employed","","","",""
"97","1987","Employed","","","",""
"98","1987","Not Employed","3","","",""
"98","1987","Employed","4","","",""
"101","1987","Not Employed","","","",""
"101","1987","Employed","","","",""
"102","1987","Not Employed","","","",""
"102","1987","Employed","","","",""
"103","1987","Not Employed","","","",""
"103","1987","Employed","","","",""
"105","1987","Not Employed","","","",""
"105","1987","Employed","","","",""
"108","1987","Not Employed","","","",""
"108","1987","Employed","","","",""
"110","1987","Not Employed","","","",""
"110","1987","Employed","","","",""
"111","1987","Not Employed","","","",""
"111","1987","Employed","","","",""
"113","1987","Not Employed","","","",""
"113","1987","Employed","","","",""
"116","1987","Not Employed","","","",""
"116","1987","Employed","","","",""
"117","1987","Not Employed","","","",""
"117","1987","Employed","","","",""
"118","1987","Not Employed","","","",""
"118","1987","Employed","","","",""
"119","1987","Not Employed","","","",""
"119","1987","Employed","","","",""
"120","1987","Not Employed","","","",""
"120","1987","Employed","","","",""
"121","1987","Not Employed","","","",""
"121","1987","Employed","","","",""
"122","1987","Not Employed","","","",""
"122","1987","Employed","","","",""
"123","1987","Not Employed","","","",""
"123","1987","Employed","","","",""
"124","1987","Not Employed","","","",""
"124","1987","Employed","","","",""
"125","1987","Not Employed","","","",""
"125","1987","Employed","","","",""
"127","1987","Not Employed","","","",""
"127","1987","Employed","","","",""
"128","1987","Not Employed","","","",""
"128","1987","Employed","","","",""
"129","1987","Not Employed","","","",""
"129","1987","Employed","","","",""
"130","1987","Not Employed","","","",""
"130","1987","Employed","","","",""
"131","1987","Not Employed","","","",""
"131","1987","Employed","","","",""
"132","1987","Not Employed","","","",""
"132","1987","Employed","","","",""
"133","1987","Not Employed","","","",""
"133","1987","Employed","","","",""
"135","1987","Not Employed","","","",""
"135","1987","Employed","","","",""
"138","1987","Not Employed","","","",""
"138","1987","Employed","","","",""
"139","1987","Not Employed","","","",""
"139","1987","Employed","","","",""
"140","1987","Not Employed","","","",""
"140","1987","Employed","","","",""
"141","1987","Not Employed","","","",""
"141","1987","Employed","","","",""
"142","1987","Not Employed","","","",""
"142","1987","Employed","","","",""
"143","1987","Not Employed","","","",""
"143","1987","Employed","","","",""
"144","1987","Not Employed","","","",""
"144","1987","Employed","","","",""
"145","1987","Not Employed","","","",""
"145","1987","Employed","","","",""
"146","1987","Not Employed","","","",""
"146","1987","Employed","","","",""
"147","1987","Not Employed","","","",""
"147","1987","Employed","","","",""
"148","1987","Not Employed","","","",""
"148","1987","Employed","","","",""
"149","1987","Not Employed","","","",""
"149","1987","Employed","","","",""
"151","1987","Not Employed","","","",""
"151","1987","Employed","","","",""
"152","1987","Not Employed","","","",""
"152","1987","Employed","","","",""
"154","1987","Not Employed","","","",""
"154","1987","Employed","","","",""
"155","1987","Not Employed","","","",""
"155","1987","Employed","","","",""
"156","1987","Not Employed","","","",""
"156","1987","Employed","","","",""
"158","1987","Not Employed","","","",""
"158","1987","Employed","","","",""
"162","1987","Not Employed","","","",""
"162","1987","Employed","","","",""
"164","1987","Not Employed","","","",""
"164","1987","Employed","","","",""
"165","1987","Not Employed","","","",""
