"pgnation","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence"
"10","2018","Employed","West Germany","40","0.00593718607502089","0.00468259042114905","0.00719178172889273"
"10","2018","Employed","East Germany","","","",""
"11","2018","Not Employed","West Germany","10","","",""
"11","2018","Not Employed","East Germany","","","",""
"11","2018","Employed","West Germany","26","","",""
"11","2018","Employed","East Germany","1","","",""
"12","2018","Not Employed","West Germany","","","",""
"12","2018","Not Employed","East Germany","","","",""
"12","2018","Employed","West Germany","","","",""
"12","2018","Employed","East Germany","","","",""
"13","2018","Not Employed","West Germany","3","","",""
"13","2018","Not Employed","East Germany","","","",""
"13","2018","Employed","West Germany","8","","",""
"13","2018","Employed","East Germany","","","",""
"14","2018","Not Employed","West Germany","7","","",""
"14","2018","Not Employed","East Germany","1","","",""
"14","2018","Employed","West Germany","16","","",""
"14","2018","Employed","East Germany","2","","",""
"15","2018","Not Employed","West Germany","2","","",""
"15","2018","Not Employed","East Germany","","","",""
"15","2018","Employed","West Germany","5","","",""
"15","2018","Employed","East Germany","","","",""
"16","2018","Not Employed","West Germany","1","","",""
"16","2018","Not Employed","East Germany","","","",""
"16","2018","Employed","West Germany","1","","",""
"16","2018","Employed","East Germany","","","",""
"17","2018","Not Employed","West Germany","2","","",""
"17","2018","Not Employed","East Germany","","","",""
"17","2018","Employed","West Germany","3","","",""
"17","2018","Employed","East Germany","1","","",""
"18","2018","Not Employed","West Germany","6","","",""
"18","2018","Not Employed","East Germany","","","",""
"18","2018","Employed","West Germany","16","","",""
"18","2018","Employed","East Germany","2","","",""
"19","2018","Not Employed","West Germany","2","","",""
"19","2018","Not Employed","East Germany","","","",""
"19","2018","Employed","West Germany","8","","",""
"19","2018","Employed","East Germany","1","","",""
"20","2018","Not Employed","West Germany","2","","",""
"20","2018","Not Employed","East Germany","","","",""
"20","2018","Employed","West Germany","2","","",""
"20","2018","Employed","East Germany","","","",""
"21","2018","Not Employed","West Germany","30","0.00362558614057208","0.00244922322325328","0.00480194905789088"
"21","2018","Not Employed","East Germany","2","","",""
"21","2018","Employed","West Germany","138","0.00473915387913272","0.0036175864222882","0.00586072133597725"
"21","2018","Employed","East Germany","5","","",""
"22","2018","Not Employed","West Germany","45","0.00483876581745336","0.00348059324652965","0.00619693838837707"
"22","2018","Not Employed","East Germany","7","","",""
"22","2018","Employed","West Germany","168","0.0112291744978973","0.00950838291974474","0.0129499660760498"
"22","2018","Employed","East Germany","23","","",""
"23","2018","Not Employed","West Germany","1","","",""
"23","2018","Not Employed","East Germany","","","",""
"23","2018","Employed","West Germany","1","","",""
"23","2018","Employed","East Germany","","","",""
"24","2018","Not Employed","West Germany","58","0.0015313343830737","0.000766014202326319","0.00229665456382109"
"24","2018","Not Employed","East Germany","10","","",""
"24","2018","Employed","West Germany","11","","",""
"24","2018","Employed","East Germany","1","","",""
"25","2018","Not Employed","West Germany","2","","",""
"25","2018","Not Employed","East Germany","","","",""
"25","2018","Employed","West Germany","","","",""
"25","2018","Employed","East Germany","","","",""
"26","2018","Not Employed","West Germany","12","","",""
"26","2018","Not Employed","East Germany","2","","",""
"26","2018","Employed","West Germany","49","0.00307911347704477","0.00217431944057242","0.00398390751351713"
"26","2018","Employed","East Germany","2","","",""
"27","2018","Not Employed","West Germany","","","",""
"27","2018","Not Employed","East Germany","","","",""
"27","2018","Employed","West Germany","","","",""
"27","2018","Employed","East Germany","","","",""
"28","2018","Not Employed","West Germany","8","","",""
"28","2018","Not Employed","East Germany","","","",""
"28","2018","Employed","West Germany","24","","",""
"28","2018","Employed","East Germany","","","",""
"29","2018","Not Employed","West Germany","22","","",""
"29","2018","Not Employed","East Germany","","","",""
"29","2018","Employed","West Germany","58","0.00161171455685255","0.000956625511308425","0.00226680360239668"
"29","2018","Employed","East Germany","5","","",""
"30","2018","Not Employed","West Germany","1909","0.0143385610779798","0.0120117688906684","0.0166653532652913"
"30","2018","Not Employed","East Germany","297","0.00980187540836612","0.00605163709963981","0.0135521137170924"
"30","2018","Employed","West Germany","243","0.00148162961606948","0.000853492596467358","0.00210976663567161"
"30","2018","Employed","East Germany","34","0.000800452886123866","-0.000123759689920251","0.00172466546216798"
"31","2018","Not Employed","West Germany","4","","",""
"31","2018","Not Employed","East Germany","","","",""
"31","2018","Employed","West Germany","11","","",""
"31","2018","Employed","East Germany","","","",""
"32","2018","Not Employed","West Germany","44","0.00219589985534521","0.00127974300026851","0.00311205671042192"
"32","2018","Not Employed","East Germany","13","","",""
"32","2018","Employed","West Germany","89","0.00407994304658262","0.00303895480406396","0.00512093128910128"
"32","2018","Employed","East Germany","13","","",""
"34","2018","Not Employed","West Germany","","","",""
"34","2018","Not Employed","East Germany","","","",""
"34","2018","Employed","West Germany","3","","",""
"34","2018","Employed","East Germany","1","","",""
"35","2018","Not Employed","West Germany","","","",""
"35","2018","Not Employed","East Germany","","","",""
"35","2018","Employed","West Germany","1","","",""
"35","2018","Employed","East Germany","","","",""
"36","2018","Not Employed","West Germany","","","",""
"36","2018","Not Employed","East Germany","","","",""
"36","2018","Employed","West Germany","","","",""
"36","2018","Employed","East Germany","","","",""
"37","2018","Not Employed","West Germany","","","",""
"37","2018","Not Employed","East Germany","","","",""
"37","2018","Employed","West Germany","","","",""
"37","2018","Employed","East Germany","","","",""
"38","2018","Not Employed","West Germany","1","","",""
"38","2018","Not Employed","East Germany","","","",""
"38","2018","Employed","West Germany","3","","",""
"38","2018","Employed","East Germany","","","",""
"39","2018","Not Employed","West Germany","","","",""
"39","2018","Not Employed","East Germany","","","",""
"39","2018","Employed","West Germany","1","","",""
"39","2018","Employed","East Germany","1","","",""
"40","2018","Not Employed","West Germany","2","","",""
"40","2018","Not Employed","East Germany","","","",""
"40","2018","Employed","West Germany","1","","",""
"40","2018","Employed","East Germany","1","","",""
"41","2018","Not Employed","West Germany","","","",""
"41","2018","Not Employed","East Germany","","","",""
"41","2018","Employed","West Germany","","","",""
"41","2018","Employed","East Germany","","","",""
"42","2018","Not Employed","West Germany","7","","",""
"42","2018","Not Employed","East Germany","2","","",""
"42","2018","Employed","West Germany","12","","",""
"42","2018","Employed","East Germany","","","",""
"43","2018","Not Employed","West Germany","410","0.00498089796638581","0.00360302093669714","0.00635877499607447"
"43","2018","Not Employed","East Germany","125","0.00478035978610995","0.00215473303617091","0.00740598653604898"
"43","2018","Employed","West Germany","55","0.000908308000848641","0.000416352548400389","0.00140026345329689"
"43","2018","Employed","East Germany","11","","",""
"44","2018","Not Employed","West Germany","3","","",""
"44","2018","Not Employed","East Germany","1","","",""
"44","2018","Employed","West Germany","9","","",""
"44","2018","Employed","East Germany","1","","",""
"45","2018","Not Employed","West Germany","","","",""
"45","2018","Not Employed","East Germany","","","",""
"45","2018","Employed","West Germany","2","","",""
"45","2018","Employed","East Germany","","","",""
"46","2018","Not Employed","West Germany","","","",""
"46","2018","Not Employed","East Germany","","","",""
"46","2018","Employed","West Germany","","","",""
"46","2018","Employed","East Germany","","","",""
"47","2018","Not Employed","West Germany","15","","",""
"47","2018","Not Employed","East Germany","","","",""
"47","2018","Employed","West Germany","4","","",""
"47","2018","Employed","East Germany","","","",""
"48","2018","Not Employed","West Germany","","","",""
"48","2018","Not Employed","East Germany","","","",""
"48","2018","Employed","West Germany","3","","",""
"48","2018","Employed","East Germany","","","",""
"49","2018","Not Employed","West Germany","8","","",""
"49","2018","Not Employed","East Germany","","","",""
"49","2018","Employed","West Germany","9","","",""
"49","2018","Employed","East Germany","","","",""
"50","2018","Not Employed","West Germany","4","","",""
"50","2018","Not Employed","East Germany","","","",""
"50","2018","Employed","West Germany","3","","",""
"50","2018","Employed","East Germany","","","",""
"51","2018","Not Employed","West Germany","","","",""
"51","2018","Not Employed","East Germany","","","",""
"51","2018","Employed","West Germany","","","",""
"51","2018","Employed","East Germany","","","",""
"52","2018","Not Employed","West Germany","6","","",""
"52","2018","Not Employed","East Germany","","","",""
"52","2018","Employed","West Germany","4","","",""
"52","2018","Employed","East Germany","1","","",""
"53","2018","Not Employed","West Germany","","","",""
"53","2018","Not Employed","East Germany","","","",""
"53","2018","Employed","West Germany","","","",""
"53","2018","Employed","East Germany","","","",""
"54","2018","Not Employed","West Germany","37","0.00215855675838016","0.00125020631295575","0.00306690720380458"
"54","2018","Not Employed","East Germany","","","",""
"54","2018","Employed","West Germany","5","","",""
"54","2018","Employed","East Germany","1","","",""
"55","2018","Not Employed","West Germany","1","","",""
"55","2018","Not Employed","East Germany","","","",""
"55","2018","Employed","West Germany","2","","",""
"55","2018","Employed","East Germany","","","",""
"56","2018","Not Employed","West Germany","","","",""
"56","2018","Not Employed","East Germany","","","",""
"56","2018","Employed","West Germany","2","","",""
"56","2018","Employed","East Germany","","","",""
"59","2018","Not Employed","West Germany","2","","",""
"59","2018","Not Employed","East Germany","","","",""
"59","2018","Employed","West Germany","","","",""
"59","2018","Employed","East Germany","1","","",""
