"pgnation","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence"
"140","2002","Not Employed","East Germany","","","",""
"140","2002","Employed","West Germany","8","","",""
"140","2002","Employed","East Germany","","","",""
"141","2002","Not Employed","West Germany","","","",""
"141","2002","Not Employed","East Germany","","","",""
"141","2002","Employed","West Germany","","","",""
"141","2002","Employed","East Germany","","","",""
"142","2002","Not Employed","West Germany","","","",""
"142","2002","Not Employed","East Germany","","","",""
"142","2002","Employed","West Germany","","","",""
"142","2002","Employed","East Germany","","","",""
"143","2002","Not Employed","West Germany","","","",""
"143","2002","Not Employed","East Germany","","","",""
"143","2002","Employed","West Germany","","","",""
"143","2002","Employed","East Germany","","","",""
"144","2002","Not Employed","West Germany","","","",""
"144","2002","Not Employed","East Germany","","","",""
"144","2002","Employed","West Germany","","","",""
"144","2002","Employed","East Germany","","","",""
"145","2002","Not Employed","West Germany","","","",""
"145","2002","Not Employed","East Germany","","","",""
"145","2002","Employed","West Germany","","","",""
"145","2002","Employed","East Germany","","","",""
"146","2002","Not Employed","West Germany","","","",""
"146","2002","Not Employed","East Germany","","","",""
"146","2002","Employed","West Germany","","","",""
"146","2002","Employed","East Germany","","","",""
"147","2002","Not Employed","West Germany","1","","",""
"147","2002","Not Employed","East Germany","","","",""
"147","2002","Employed","West Germany","","","",""
"147","2002","Employed","East Germany","","","",""
"148","2002","Not Employed","West Germany","","","",""
"148","2002","Not Employed","East Germany","","","",""
"148","2002","Employed","West Germany","1","","",""
"148","2002","Employed","East Germany","","","",""
"149","2002","Not Employed","West Germany","","","",""
"149","2002","Not Employed","East Germany","","","",""
"149","2002","Employed","West Germany","","","",""
"149","2002","Employed","East Germany","","","",""
"151","2002","Not Employed","West Germany","","","",""
"151","2002","Not Employed","East Germany","","","",""
"151","2002","Employed","West Germany","","","",""
"151","2002","Employed","East Germany","","","",""
"152","2002","Not Employed","West Germany","","","",""
"152","2002","Not Employed","East Germany","","","",""
"152","2002","Employed","West Germany","","","",""
"152","2002","Employed","East Germany","","","",""
"154","2002","Not Employed","West Germany","","","",""
"154","2002","Not Employed","East Germany","","","",""
"154","2002","Employed","West Germany","","","",""
"154","2002","Employed","East Germany","","","",""
"155","2002","Not Employed","West Germany","","","",""
"155","2002","Not Employed","East Germany","","","",""
"155","2002","Employed","West Germany","","","",""
"155","2002","Employed","East Germany","","","",""
"156","2002","Not Employed","West Germany","","","",""
"156","2002","Not Employed","East Germany","","","",""
"156","2002","Employed","West Germany","","","",""
"156","2002","Employed","East Germany","","","",""
"158","2002","Not Employed","West Germany","","","",""
"158","2002","Not Employed","East Germany","","","",""
"158","2002","Employed","West Germany","","","",""
"158","2002","Employed","East Germany","","","",""
"162","2002","Not Employed","West Germany","","","",""
"162","2002","Not Employed","East Germany","","","",""
"162","2002","Employed","West Germany","","","",""
"162","2002","Employed","East Germany","","","",""
"164","2002","Not Employed","West Germany","","","",""
"164","2002","Not Employed","East Germany","","","",""
"164","2002","Employed","West Germany","","","",""
"164","2002","Employed","East Germany","","","",""
"165","2002","Not Employed","West Germany","","","",""
"165","2002","Not Employed","East Germany","","","",""
"165","2002","Employed","West Germany","","","",""
"165","2002","Employed","East Germany","","","",""
"166","2002","Not Employed","West Germany","","","",""
"166","2002","Not Employed","East Germany","","","",""
"166","2002","Employed","West Germany","","","",""
"166","2002","Employed","East Germany","","","",""
"167","2002","Not Employed","West Germany","","","",""
"167","2002","Not Employed","East Germany","","","",""
"167","2002","Employed","West Germany","","","",""
"167","2002","Employed","East Germany","","","",""
"168","2002","Not Employed","West Germany","","","",""
"168","2002","Not Employed","East Germany","","","",""
"168","2002","Employed","West Germany","","","",""
"168","2002","Employed","East Germany","","","",""
"169","2002","Not Employed","West Germany","","","",""
"169","2002","Not Employed","East Germany","","","",""
"169","2002","Employed","West Germany","","","",""
"169","2002","Employed","East Germany","","","",""
"172","2002","Not Employed","West Germany","","","",""
"172","2002","Not Employed","East Germany","","","",""
"172","2002","Employed","West Germany","","","",""
"172","2002","Employed","East Germany","","","",""
"173","2002","Not Employed","West Germany","","","",""
"173","2002","Not Employed","East Germany","","","",""
"173","2002","Employed","West Germany","","","",""
"173","2002","Employed","East Germany","","","",""
"178","2002","Not Employed","West Germany","","","",""
"178","2002","Not Employed","East Germany","","","",""
"178","2002","Employed","West Germany","","","",""
"178","2002","Employed","East Germany","","","",""
"181","2002","Not Employed","West Germany","","","",""
"181","2002","Not Employed","East Germany","","","",""
"181","2002","Employed","West Germany","","","",""
"181","2002","Employed","East Germany","","","",""
"183","2002","Not Employed","West Germany","","","",""
"183","2002","Not Employed","East Germany","","","",""
"183","2002","Employed","West Germany","","","",""
"183","2002","Employed","East Germany","","","",""
"188","2002","Not Employed","West Germany","","","",""
"188","2002","Not Employed","East Germany","","","",""
"188","2002","Employed","West Germany","","","",""
"188","2002","Employed","East Germany","","","",""
"195","2002","Not Employed","West Germany","","","",""
"195","2002","Not Employed","East Germany","","","",""
"195","2002","Employed","West Germany","","","",""
"195","2002","Employed","East Germany","","","",""
"196","2002","Not Employed","West Germany","","","",""
"196","2002","Not Employed","East Germany","","","",""
"196","2002","Employed","West Germany","","","",""
"196","2002","Employed","East Germany","","","",""
"999","2002","Not Employed","West Germany","","","",""
"999","2002","Not Employed","East Germany","","","",""
"999","2002","Employed","West Germany","","","",""
"999","2002","Employed","East Germany","","","",""
"1","2003","Not Employed","West Germany","5413","0.902111345138287","0.894643669680059","0.909579020596515"
"1","2003","Not Employed","East Germany","2131","0.996227817540845","0.993628118076927","0.998827517004764"
"1","2003","Employed","West Germany","9784","0.898140911644103","0.892447592597864","0.903834230690342"
"1","2003","Employed","East Germany","3228","0.997377860779774","0.995615878365067","0.999139843194481"
"2","2003","Not Employed","West Germany","267","0.035125623804202","0.0304992939735817","0.0397519536348223"
"2","2003","Not Employed","East Germany","","","",""
"2","2003","Employed","West Germany","299","0.0261305323731157","0.0231277912369986","0.0291332735092329"
"2","2003","Employed","East Germany","","","",""
"3","2003","Not Employed","West Germany","35","0.00395622884300684","0.00237872982641113","0.00553372785960256"
"3","2003","Not Employed","East Germany","","","",""
"3","2003","Employed","West Germany","67","0.00660515740496698","0.00508041694123267","0.00812989786870129"
"3","2003","Employed","East Germany","","","",""
"4","2003","Not Employed","West Germany","46","0.00221810283462655","0.00103588411636239","0.00340032155289072"
"4","2003","Not Employed","East Germany","","","",""
"4","2003","Employed","West Germany","107","0.00544789342293643","0.00406234578659233","0.00683344105928052"
"4","2003","Employed","East Germany","","","",""
"5","2003","Not Employed","West Germany","95","0.0108945701470837","0.00828592188056832","0.0135032184135991"
"5","2003","Not Employed","East Germany","1","","",""
"5","2003","Employed","West Germany","189","0.0130467144248171","0.0109107586009836","0.0151826702486507"
"5","2003","Employed","East Germany","","","",""
"6","2003","Not Employed","West Germany","17","","",""
"6","2003","Not Employed","East Germany","","","",""
"6","2003","Employed","West Germany","44","0.00243124160287153","0.00150424345021875","0.00335823975552431"
"6","2003","Employed","East Germany","","","",""
"10","2003","Not Employed","West Germany","22","","",""
"10","2003","Not Employed","East Germany","1","","",""
"10","2003","Employed","West Germany","35","0.00466730476802315","0.00338435218648502","0.00595025734956128"
"10","2003","Employed","East Germany","","","",""
"11","2003","Not Employed","West Germany","7","","",""
"11","2003","Not Employed","East Germany","","","",""
"11","2003","Employed","West Germany","15","","",""
"11","2003","Employed","East Germany","1","","",""
"12","2003","Not Employed","West Germany","","","",""
"12","2003","Not Employed","East Germany","","","",""
"12","2003","Employed","West Germany","","","",""
"12","2003","Employed","East Germany","","","",""
"13","2003","Not Employed","West Germany","1","","",""
"13","2003","Not Employed","East Germany","","","",""
"13","2003","Employed","West Germany","6","","",""
"13","2003","Employed","East Germany","","","",""
"14","2003","Not Employed","West Germany","8","","",""
"14","2003","Not Employed","East Germany","","","",""
"14","2003","Employed","West Germany","14","","",""
"14","2003","Employed","East Germany","1","","",""
"15","2003","Not Employed","West Germany","1","","",""
"15","2003","Not Employed","East Germany","","","",""
"15","2003","Employed","West Germany","","","",""
"15","2003","Employed","East Germany","","","",""
"16","2003","Not Employed","West Germany","","","",""
"16","2003","Not Employed","East Germany","","","",""
"16","2003","Employed","West Germany","","","",""
"16","2003","Employed","East Germany","","","",""
"17","2003","Not Employed","West Germany","1","","",""
"17","2003","Not Employed","East Germany","","","",""
"17","2003","Employed","West Germany","3","","",""
"17","2003","Employed","East Germany","","","",""
"18","2003","Not Employed","West Germany","7","","",""
"18","2003","Not Employed","East Germany","","","",""
"18","2003","Employed","West Germany","14","","",""
"18","2003","Employed","East Germany","","","",""
"19","2003","Not Employed","West Germany","3","","",""
"19","2003","Not Employed","East Germany","","","",""
"19","2003","Employed","West Germany","4","","",""
"19","2003","Employed","East Germany","","","",""
"20","2003","Not Employed","West Germany","","","",""
"20","2003","Not Employed","East Germany","","","",""
"20","2003","Employed","West Germany","1","","",""
"20","2003","Employed","East Germany","","","",""
"21","2003","Not Employed","West Germany","2","","",""
"21","2003","Not Employed","East Germany","","","",""
"21","2003","Employed","West Germany","4","","",""
"21","2003","Employed","East Germany","","","",""
"22","2003","Not Employed","West Germany","10","","",""
"22","2003","Not Employed","East Germany","","","",""
"22","2003","Employed","West Germany","19","","",""
"22","2003","Employed","East Germany","1","","",""
"23","2003","Not Employed","West Germany","","","",""
"23","2003","Not Employed","East Germany","","","",""
"23","2003","Employed","West Germany","","","",""
"23","2003","Employed","East Germany","","","",""
"24","2003","Not Employed","West Germany","5","","",""
"24","2003","Not Employed","East Germany","","","",""
"24","2003","Employed","West Germany","5","","",""
"24","2003","Employed","East Germany","","","",""
"25","2003","Not Employed","West Germany","","","",""
"25","2003","Not Employed","East Germany","","","",""
"25","2003","Employed","West Germany","2","","",""
"25","2003","Employed","East Germany","","","",""
"26","2003","Not Employed","West Germany","2","","",""
"26","2003","Not Employed","East Germany","","","",""
"26","2003","Employed","West Germany","7","","",""
"26","2003","Employed","East Germany","","","",""
"27","2003","Not Employed","West Germany","1","","",""
"27","2003","Not Employed","East Germany","","","",""
"27","2003","Employed","West Germany","","","",""
"27","2003","Employed","East Germany","","","",""
"28","2003","Not Employed","West Germany","1","","",""
"28","2003","Not Employed","East Germany","","","",""
"28","2003","Employed","West Germany","14","","",""
"28","2003","Employed","East Germany","","","",""
"29","2003","Not Employed","West Germany","","","",""
"29","2003","Not Employed","East Germany","","","",""
"29","2003","Employed","West Germany","1","","",""
"29","2003","Employed","East Germany","","","",""
"30","2003","Not Employed","West Germany","","","",""
"30","2003","Not Employed","East Germany","","","",""
"30","2003","Employed","West Germany","","","",""
"30","2003","Employed","East Germany","","","",""
"31","2003","Not Employed","West Germany","1","","",""
"31","2003","Not Employed","East Germany","","","",""
"31","2003","Employed","West Germany","4","","",""
"31","2003","Employed","East Germany","","","",""
"32","2003","Not Employed","West Germany","6","","",""
"32","2003","Not Employed","East Germany","","","",""
"32","2003","Employed","West Germany","13","","",""
"32","2003","Employed","East Germany","1","","",""
"34","2003","Not Employed","West Germany","","","",""
"34","2003","Not Employed","East Germany","","","",""
"34","2003","Employed","West Germany","","","",""
"34","2003","Employed","East Germany","","","",""
"35","2003","Not Employed","West Germany","","","",""
"35","2003","Not Employed","East Germany","","","",""
"35","2003","Employed","West Germany","","","",""
"35","2003","Employed","East Germany","","","",""
"36","2003","Not Employed","West Germany","","","",""
"36","2003","Not Employed","East Germany","","","",""
"36","2003","Employed","West Germany","","","",""
"36","2003","Employed","East Germany","","","",""
"37","2003","Not Employed","West Germany","","","",""
"37","2003","Not Employed","East Germany","","","",""
"37","2003","Employed","West Germany","","","",""
"37","2003","Employed","East Germany","","","",""
"38","2003","Not Employed","West Germany","","","",""
"38","2003","Not Employed","East Germany","1","","",""
"38","2003","Employed","West Germany","3","","",""
"38","2003","Employed","East Germany","","","",""
"39","2003","Not Employed","West Germany","","","",""
"39","2003","Not Employed","East Germany","","","",""
"39","2003","Employed","West Germany","","","",""
"39","2003","Employed","East Germany","","","",""
"40","2003","Not Employed","West Germany","1","","",""
"40","2003","Not Employed","East Germany","","","",""
"40","2003","Employed","West Germany","1","","",""
"40","2003","Employed","East Germany","","","",""
"41","2003","Not Employed","West Germany","","","",""
"41","2003","Not Employed","East Germany","","","",""
"41","2003","Employed","West Germany","","","",""
"41","2003","Employed","East Germany","","","",""
"42","2003","Not Employed","West Germany","","","",""
"42","2003","Not Employed","East Germany","1","","",""
"42","2003","Employed","West Germany","","","",""
"42","2003","Employed","East Germany","","","",""
"43","2003","Not Employed","West Germany","1","","",""
"43","2003","Not Employed","East Germany","","","",""
"43","2003","Employed","West Germany","","","",""
"43","2003","Employed","East Germany","","","",""
"44","2003","Not Employed","West Germany","2","","",""
"44","2003","Not Employed","East Germany","","","",""
"44","2003","Employed","West Germany","","","",""
"44","2003","Employed","East Germany","","","",""
"45","2003","Not Employed","West Germany","","","",""
"45","2003","Not Employed","East Germany","","","",""
"45","2003","Employed","West Germany","","","",""
"45","2003","Employed","East Germany","","","",""
"46","2003","Not Employed","West Germany","","","",""
"46","2003","Not Employed","East Germany","","","",""
"46","2003","Employed","West Germany","","","",""
"46","2003","Employed","East Germany","","","",""
"47","2003","Not Employed","West Germany","","","",""
"47","2003","Not Employed","East Germany","","","",""
"47","2003","Employed","West Germany","","","",""
"47","2003","Employed","East Germany","","","",""
"48","2003","Not Employed","West Germany","1","","",""
"48","2003","Not Employed","East Germany","","","",""
"48","2003","Employed","West Germany","1","","",""
"48","2003","Employed","East Germany","","","",""
"49","2003","Not Employed","West Germany","1","","",""
"49","2003","Not Employed","East Germany","","","",""
"49","2003","Employed","West Germany","2","","",""
"49","2003","Employed","East Germany","","","",""
"50","2003","Not Employed","West Germany","","","",""
"50","2003","Not Employed","East Germany","","","",""
"50","2003","Employed","West Germany","1","","",""
"50","2003","Employed","East Germany","","","",""
"51","2003","Not Employed","West Germany","1","","",""
"51","2003","Not Employed","East Germany","","","",""
"51","2003","Employed","West Germany","","","",""
"51","2003","Employed","East Germany","","","",""
"52","2003","Not Employed","West Germany","","","",""
"52","2003","Not Employed","East Germany","","","",""
"52","2003","Employed","West Germany","1","","",""
"52","2003","Employed","East Germany","","","",""
"53","2003","Not Employed","West Germany","","","",""
"53","2003","Not Employed","East Germany","","","",""
"53","2003","Employed","West Germany","","","",""
"53","2003","Employed","East Germany","","","",""
"54","2003","Not Employed","West Germany","1","","",""
"54","2003","Not Employed","East Germany","","","",""
"54","2003","Employed","West Germany","1","","",""
"54","2003","Employed","East Germany","","","",""
"55","2003","Not Employed","West Germany","3","","",""
"55","2003","Not Employed","East Germany","","","",""
"55","2003","Employed","West Germany","","","",""
"55","2003","Employed","East Germany","","","",""
"56","2003","Not Employed","West Germany","","","",""
"56","2003","Not Employed","East Germany","","","",""
"56","2003","Employed","West Germany","","","",""
"56","2003","Employed","East Germany","","","",""
"59","2003","Not Employed","West Germany","1","","",""
"59","2003","Not Employed","East Germany","","","",""
"59","2003","Employed","West Germany","1","","",""
"59","2003","Employed","East Germany","","","",""
"60","2003","Not Employed","West Germany","2","","",""
"60","2003","Not Employed","East Germany","","","",""
"60","2003","Employed","West Germany","2","","",""
"60","2003","Employed","East Germany","","","",""
"61","2003","Not Employed","West Germany","1","","",""
"61","2003","Not Employed","East Germany","","","",""
"61","2003","Employed","West Germany","1","","",""
"61","2003","Employed","East Germany","","","",""
"64","2003","Not Employed","West Germany","","","",""
"64","2003","Not Employed","East Germany","","","",""
"64","2003","Employed","West Germany","","","",""
"64","2003","Employed","East Germany","","","",""
"65","2003","Not Employed","West Germany","2","","",""
"65","2003","Not Employed","East Germany","","","",""
"65","2003","Employed","West Germany","1","","",""
"65","2003","Employed","East Germany","","","",""
"66","2003","Not Employed","West Germany","","","",""
"66","2003","Not Employed","East Germany","","","",""
"66","2003","Employed","West Germany","","","",""
"66","2003","Employed","East Germany","","","",""
"67","2003","Not Employed","West Germany","1","","",""
"67","2003","Not Employed","East Germany","","","",""
"67","2003","Employed","West Germany","","","",""
"67","2003","Employed","East Germany","","","",""
"68","2003","Not Employed","West Germany","","","",""
"68","2003","Not Employed","East Germany","","","",""
"68","2003","Employed","West Germany","1","","",""
"68","2003","Employed","East Germany","","","",""
"71","2003","Not Employed","West Germany","","","",""
"71","2003","Not Employed","East Germany","","","",""
"71","2003","Employed","West Germany","","","",""
"71","2003","Employed","East Germany","","","",""
"72","2003","Not Employed","West Germany","","","",""
"72","2003","Not Employed","East Germany","","","",""
"72","2003","Employed","West Germany","","","",""
"72","2003","Employed","East Germany","","","",""
"73","2003","Not Employed","West Germany","","","",""
"73","2003","Not Employed","East Germany","","","",""
"73","2003","Employed","West Germany","","","",""
"73","2003","Employed","East Germany","","","",""
"74","2003","Not Employed","West Germany","","","",""
"74","2003","Not Employed","East Germany","","","",""
"74","2003","Employed","West Germany","2","","",""
"74","2003","Employed","East Germany","","","",""
"75","2003","Not Employed","West Germany","3","","",""
"75","2003","Not Employed","East Germany","","","",""
"75","2003","Employed","West Germany","4","","",""
"75","2003","Employed","East Germany","","","",""
"76","2003","Not Employed","West Germany","3","","",""
"76","2003","Not Employed","East Germany","","","",""
"76","2003","Employed","West Germany","1","","",""
"76","2003","Employed","East Germany","","","",""
"77","2003","Not Employed","West Germany","","","",""
"77","2003","Not Employed","East Germany","","","",""
"77","2003","Employed","West Germany","","","",""
"77","2003","Employed","East Germany","","","",""
"78","2003","Not Employed","West Germany","8","","",""
"78","2003","Not Employed","East Germany","","","",""
"78","2003","Employed","West Germany","2","","",""
"78","2003","Employed","East Germany","","","",""
"79","2003","Not Employed","West Germany","","","",""
"79","2003","Not Employed","East Germany","","","",""
"79","2003","Employed","West Germany","","","",""
"79","2003","Employed","East Germany","","","",""
"80","2003","Not Employed","West Germany","","","",""
"80","2003","Not Employed","East Germany","","","",""
"80","2003","Employed","West Germany","","","",""
"80","2003","Employed","East Germany","1","","",""
"81","2003","Not Employed","West Germany","","","",""
"81","2003","Not Employed","East Germany","","","",""
"81","2003","Employed","West Germany","1","","",""
"81","2003","Employed","East Germany","","","",""
"82","2003","Not Employed","West Germany","","","",""
"82","2003","Not Employed","East Germany","","","",""
"82","2003","Employed","West Germany","","","",""
"82","2003","Employed","East Germany","","","",""
"83","2003","Not Employed","West Germany","2","","",""
"83","2003","Not Employed","East Germany","","","",""
"83","2003","Employed","West Germany","1","","",""
"83","2003","Employed","East Germany","1","","",""
"84","2003","Not Employed","West Germany","","","",""
"84","2003","Not Employed","East Germany","","","",""
"84","2003","Employed","West Germany","","","",""
"84","2003","Employed","East Germany","","","",""
"85","2003","Not Employed","West Germany","2","","",""
"85","2003","Not Employed","East Germany","","","",""
"85","2003","Employed","West Germany","","","",""
"85","2003","Employed","East Germany","","","",""
"86","2003","Not Employed","West Germany","","","",""
"86","2003","Not Employed","East Germany","","","",""
"86","2003","Employed","West Germany","","","",""
"86","2003","Employed","East Germany","","","",""
"89","2003","Not Employed","West Germany","1","","",""
"89","2003","Not Employed","East Germany","","","",""
"89","2003","Employed","West Germany","1","","",""
"89","2003","Employed","East Germany","","","",""
"90","2003","Not Employed","West Germany","","","",""
"90","2003","Not Employed","East Germany","","","",""
"90","2003","Employed","West Germany","","","",""
"90","2003","Employed","East Germany","","","",""
"92","2003","Not Employed","West Germany","","","",""
"92","2003","Not Employed","East Germany","","","",""
"92","2003","Employed","West Germany","1","","",""
"92","2003","Employed","East Germany","","","",""
"94","2003","Not Employed","West Germany","","","",""
"94","2003","Not Employed","East Germany","","","",""
"94","2003","Employed","West Germany","","","",""
"94","2003","Employed","East Germany","","","",""
"95","2003","Not Employed","West Germany","","","",""
"95","2003","Not Employed","East Germany","","","",""
"95","2003","Employed","West Germany","","","",""
"95","2003","Employed","East Germany","","","",""
"96","2003","Not Employed","West Germany","","","",""
"96","2003","Not Employed","East Germany","","","",""
"96","2003","Employed","West Germany","","","",""
"96","2003","Employed","East Germany","","","",""
"97","2003","Not Employed","West Germany","","","",""
"97","2003","Not Employed","East Germany","","","",""
"97","2003","Employed","West Germany","","","",""
"97","2003","Employed","East Germany","","","",""
"98","2003","Not Employed","West Germany","2","","",""
"98","2003","Not Employed","East Germany","1","","",""
"98","2003","Employed","West Germany","1","","",""
"98","2003","Employed","East Germany","","","",""
"101","2003","Not Employed","West Germany","","","",""
"101","2003","Not Employed","East Germany","","","",""
"101","2003","Employed","West Germany","","","",""
"101","2003","Employed","East Germany","","","",""
"102","2003","Not Employed","West Germany","","","",""
"102","2003","Not Employed","East Germany","","","",""
"102","2003","Employed","West Germany","","","",""
"102","2003","Employed","East Germany","","","",""
"103","2003","Not Employed","West Germany","2","","",""
"103","2003","Not Employed","East Germany","","","",""
"103","2003","Employed","West Germany","","","",""
"103","2003","Employed","East Germany","","","",""
"105","2003","Not Employed","West Germany","","","",""
"105","2003","Not Employed","East Germany","","","",""
"105","2003","Employed","West Germany","","","",""
"105","2003","Employed","East Germany","","","",""
"108","2003","Not Employed","West Germany","","","",""
"108","2003","Not Employed","East Germany","","","",""
"108","2003","Employed","West Germany","","","",""
"108","2003","Employed","East Germany","","","",""
"110","2003","Not Employed","West Germany","","","",""
"110","2003","Not Employed","East Germany","","","",""
"110","2003","Employed","West Germany","","","",""
"110","2003","Employed","East Germany","","","",""
"111","2003","Not Employed","West Germany","","","",""
"111","2003","Not Employed","East Germany","","","",""
"111","2003","Employed","West Germany","","","",""
"111","2003","Employed","East Germany","","","",""
"113","2003","Not Employed","West Germany","","","",""
"113","2003","Not Employed","East Germany","","","",""
"113","2003","Employed","West Germany","","","",""
"113","2003","Employed","East Germany","","","",""
"116","2003","Not Employed","West Germany","2","","",""
"116","2003","Not Employed","East Germany","","","",""
"116","2003","Employed","West Germany","3","","",""
"116","2003","Employed","East Germany","","","",""
"117","2003","Not Employed","West Germany","1","","",""
"117","2003","Not Employed","East Germany","","","",""
"117","2003","Employed","West Germany","7","","",""
"117","2003","Employed","East Germany","","","",""
"118","2003","Not Employed","West Germany","10","","",""
"118","2003","Not Employed","East Germany","","","",""
"118","2003","Employed","West Germany","15","","",""
"118","2003","Employed","East Germany","","","",""
"119","2003","Not Employed","West Germany","34","0.0039259851693557","0.00235450351490017","0.00549746682381123"
"119","2003","Not Employed","East Germany","","","",""
"119","2003","Employed","West Germany","67","0.00553244423039188","0.00413624555581795","0.00692864290496581"
"119","2003","Employed","East Germany","","","",""
"120","2003","Not Employed","West Germany","21","","",""
"120","2003","Not Employed","East Germany","","","",""
"120","2003","Employed","West Germany","32","0.00398756201691265","0.00280130308427666","0.00517382094954865"
"120","2003","Employed","East Germany","","","",""
"121","2003","Not Employed","West Germany","6","","",""
"121","2003","Not Employed","East Germany","","","",""
"121","2003","Employed","West Germany","15","","",""
"121","2003","Employed","East Germany","1","","",""
"122","2003","Not Employed","West Germany","4","","",""
"122","2003","Not Employed","East Germany","","","",""
"122","2003","Employed","West Germany","4","","",""
"122","2003","Employed","East Germany","","","",""
"123","2003","Not Employed","West Germany","","","",""
"123","2003","Not Employed","East Germany","","","",""
"123","2003","Employed","West Germany","","","",""
"123","2003","Employed","East Germany","1","","",""
"124","2003","Not Employed","West Germany","","","",""
"124","2003","Not Employed","East Germany","","","",""
"124","2003","Employed","West Germany","","","",""
"124","2003","Employed","East Germany","","","",""
"125","2003","Not Employed","West Germany","","","",""
"125","2003","Not Employed","East Germany","","","",""
"125","2003","Employed","West Germany","","","",""
"125","2003","Employed","East Germany","","","",""
"127","2003","Not Employed","West Germany","","","",""
"127","2003","Not Employed","East Germany","","","",""
"127","2003","Employed","West Germany","","","",""
"127","2003","Employed","East Germany","","","",""
"128","2003","Not Employed","West Germany","","","",""
"128","2003","Not Employed","East Germany","","","",""
"128","2003","Employed","West Germany","","","",""
"128","2003","Employed","East Germany","","","",""
"129","2003","Not Employed","West Germany","","","",""
"129","2003","Not Employed","East Germany","","","",""
"129","2003","Employed","West Germany","","","",""
"129","2003","Employed","East Germany","","","",""
"130","2003","Not Employed","West Germany","","","",""
"130","2003","Not Employed","East Germany","","","",""
"130","2003","Employed","West Germany","2","","",""
"130","2003","Employed","East Germany","","","",""
"131","2003","Not Employed","West Germany","","","",""
"131","2003","Not Employed","East Germany","","","",""
"131","2003","Employed","West Germany","","","",""
"131","2003","Employed","East Germany","","","",""
"132","2003","Not Employed","West Germany","1","","",""
"132","2003","Not Employed","East Germany","","","",""
"132","2003","Employed","West Germany","2","","",""
"132","2003","Employed","East Germany","","","",""
"133","2003","Not Employed","West Germany","","","",""
"133","2003","Not Employed","East Germany","","","",""
"133","2003","Employed","West Germany","","","",""
"133","2003","Employed","East Germany","","","",""
"135","2003","Not Employed","West Germany","","","",""
"135","2003","Not Employed","East Germany","","","",""
"135","2003","Employed","West Germany","1","","",""
"135","2003","Employed","East Germany","","","",""
"138","2003","Not Employed","West Germany","","","",""
"138","2003","Not Employed","East Germany","","","",""
"138","2003","Employed","West Germany","","","",""
"138","2003","Employed","East Germany","","","",""
"139","2003","Not Employed","West Germany","","","",""
"139","2003","Not Employed","East Germany","","","",""
"139","2003","Employed","West Germany","1","","",""
"139","2003","Employed","East Germany","","","",""
"140","2003","Not Employed","West Germany","12","","",""
"140","2003","Not Employed","East Germany","","","",""
"140","2003","Employed","West Germany","10","","",""
"140","2003","Employed","East Germany","","","",""
"141","2003","Not Employed","West Germany","","","",""
"141","2003","Not Employed","East Germany","","","",""
"141","2003","Employed","West Germany","","","",""
"141","2003","Employed","East Germany","","","",""
"142","2003","Not Employed","West Germany","","","",""
"142","2003","Not Employed","East Germany","","","",""
"142","2003","Employed","West Germany","","","",""
"142","2003","Employed","East Germany","","","",""
"143","2003","Not Employed","West Germany","","","",""
"143","2003","Not Employed","East Germany","","","",""
"143","2003","Employed","West Germany","","","",""
"143","2003","Employed","East Germany","","","",""
"144","2003","Not Employed","West Germany","","","",""
"144","2003","Not Employed","East Germany","","","",""
"144","2003","Employed","West Germany","","","",""
"144","2003","Employed","East Germany","","","",""
"145","2003","Not Employed","West Germany","","","",""
"145","2003","Not Employed","East Germany","","","",""
"145","2003","Employed","West Germany","","","",""
"145","2003","Employed","East Germany","","","",""
"146","2003","Not Employed","West Germany","","","",""
"146","2003","Not Employed","East Germany","","","",""
"146","2003","Employed","West Germany","","","",""
"146","2003","Employed","East Germany","","","",""
"147","2003","Not Employed","West Germany","","","",""
"147","2003","Not Employed","East Germany","","","",""
"147","2003","Employed","West Germany","1","","",""
"147","2003","Employed","East Germany","","","",""
"148","2003","Not Employed","West Germany","","","",""
"148","2003","Not Employed","East Germany","","","",""
"148","2003","Employed","West Germany","1","","",""
"148","2003","Employed","East Germany","","","",""
"149","2003","Not Employed","West Germany","","","",""
"149","2003","Not Employed","East Germany","","","",""
"149","2003","Employed","West Germany","","","",""
"149","2003","Employed","East Germany","","","",""
"151","2003","Not Employed","West Germany","","","",""
"151","2003","Not Employed","East Germany","","","",""
"151","2003","Employed","West Germany","","","",""
"151","2003","Employed","East Germany","","","",""
"152","2003","Not Employed","West Germany","","","",""
"152","2003","Not Employed","East Germany","","","",""
"152","2003","Employed","West Germany","","","",""
"152","2003","Employed","East Germany","","","",""
"154","2003","Not Employed","West Germany","","","",""
"154","2003","Not Employed","East Germany","","","",""
"154","2003","Employed","West Germany","","","",""
"154","2003","Employed","East Germany","","","",""
"155","2003","Not Employed","West Germany","","","",""
"155","2003","Not Employed","East Germany","","","",""
"155","2003","Employed","West Germany","","","",""
"155","2003","Employed","East Germany","","","",""
"156","2003","Not Employed","West Germany","","","",""
"156","2003","Not Employed","East Germany","","","",""
"156","2003","Employed","West Germany","","","",""
"156","2003","Employed","East Germany","","","",""
"158","2003","Not Employed","West Germany","","","",""
"158","2003","Not Employed","East Germany","","","",""
"158","2003","Employed","West Germany","","","",""
"158","2003","Employed","East Germany","","","",""
