"pgnation","year","e11102","e11103","n","percent","lower_confidence","upper_confidence"
"144","1991","Not Employed","Part Time","","","",""
"144","1991","Not Employed","Not Working","","","",""
"144","1991","Employed","Full Time","","","",""
"144","1991","Employed","Part Time","","","",""
"144","1991","Employed","Not Working","","","",""
"145","1991","Not Employed","Full Time","","","",""
"145","1991","Not Employed","Part Time","","","",""
"145","1991","Not Employed","Not Working","","","",""
"145","1991","Employed","Full Time","","","",""
"145","1991","Employed","Part Time","","","",""
"145","1991","Employed","Not Working","","","",""
"146","1991","Not Employed","Full Time","","","",""
"146","1991","Not Employed","Part Time","","","",""
"146","1991","Not Employed","Not Working","","","",""
"146","1991","Employed","Full Time","","","",""
"146","1991","Employed","Part Time","","","",""
"146","1991","Employed","Not Working","","","",""
"147","1991","Not Employed","Full Time","","","",""
"147","1991","Not Employed","Part Time","","","",""
"147","1991","Not Employed","Not Working","","","",""
"147","1991","Employed","Full Time","","","",""
"147","1991","Employed","Part Time","","","",""
"147","1991","Employed","Not Working","","","",""
"148","1991","Not Employed","Full Time","","","",""
"148","1991","Not Employed","Part Time","","","",""
"148","1991","Not Employed","Not Working","","","",""
"148","1991","Employed","Full Time","","","",""
"148","1991","Employed","Part Time","","","",""
"148","1991","Employed","Not Working","","","",""
"149","1991","Not Employed","Full Time","","","",""
"149","1991","Not Employed","Part Time","","","",""
"149","1991","Not Employed","Not Working","","","",""
"149","1991","Employed","Full Time","","","",""
"149","1991","Employed","Part Time","","","",""
"149","1991","Employed","Not Working","","","",""
"151","1991","Not Employed","Full Time","","","",""
"151","1991","Not Employed","Part Time","","","",""
"151","1991","Not Employed","Not Working","","","",""
"151","1991","Employed","Full Time","","","",""
"151","1991","Employed","Part Time","","","",""
"151","1991","Employed","Not Working","","","",""
"152","1991","Not Employed","Full Time","","","",""
"152","1991","Not Employed","Part Time","","","",""
"152","1991","Not Employed","Not Working","","","",""
"152","1991","Employed","Full Time","","","",""
"152","1991","Employed","Part Time","","","",""
"152","1991","Employed","Not Working","","","",""
"154","1991","Not Employed","Full Time","","","",""
"154","1991","Not Employed","Part Time","","","",""
"154","1991","Not Employed","Not Working","","","",""
"154","1991","Employed","Full Time","","","",""
"154","1991","Employed","Part Time","","","",""
"154","1991","Employed","Not Working","","","",""
"155","1991","Not Employed","Full Time","","","",""
"155","1991","Not Employed","Part Time","","","",""
"155","1991","Not Employed","Not Working","","","",""
"155","1991","Employed","Full Time","","","",""
"155","1991","Employed","Part Time","","","",""
"155","1991","Employed","Not Working","","","",""
"156","1991","Not Employed","Full Time","","","",""
"156","1991","Not Employed","Part Time","","","",""
"156","1991","Not Employed","Not Working","","","",""
"156","1991","Employed","Full Time","","","",""
"156","1991","Employed","Part Time","","","",""
"156","1991","Employed","Not Working","","","",""
"158","1991","Not Employed","Full Time","","","",""
"158","1991","Not Employed","Part Time","","","",""
"158","1991","Not Employed","Not Working","","","",""
"158","1991","Employed","Full Time","","","",""
"158","1991","Employed","Part Time","","","",""
"158","1991","Employed","Not Working","","","",""
"162","1991","Not Employed","Full Time","","","",""
"162","1991","Not Employed","Part Time","","","",""
"162","1991","Not Employed","Not Working","","","",""
"162","1991","Employed","Full Time","","","",""
"162","1991","Employed","Part Time","","","",""
"162","1991","Employed","Not Working","","","",""
"164","1991","Not Employed","Full Time","","","",""
"164","1991","Not Employed","Part Time","","","",""
"164","1991","Not Employed","Not Working","","","",""
"164","1991","Employed","Full Time","","","",""
"164","1991","Employed","Part Time","","","",""
"164","1991","Employed","Not Working","","","",""
"165","1991","Not Employed","Full Time","","","",""
"165","1991","Not Employed","Part Time","","","",""
"165","1991","Not Employed","Not Working","","","",""
"165","1991","Employed","Full Time","","","",""
"165","1991","Employed","Part Time","","","",""
"165","1991","Employed","Not Working","","","",""
"166","1991","Not Employed","Full Time","","","",""
"166","1991","Not Employed","Part Time","","","",""
"166","1991","Not Employed","Not Working","","","",""
"166","1991","Employed","Full Time","","","",""
"166","1991","Employed","Part Time","","","",""
"166","1991","Employed","Not Working","","","",""
"167","1991","Not Employed","Full Time","","","",""
"167","1991","Not Employed","Part Time","","","",""
"167","1991","Not Employed","Not Working","","","",""
"167","1991","Employed","Full Time","","","",""
"167","1991","Employed","Part Time","","","",""
"167","1991","Employed","Not Working","","","",""
"168","1991","Not Employed","Full Time","","","",""
"168","1991","Not Employed","Part Time","","","",""
"168","1991","Not Employed","Not Working","","","",""
"168","1991","Employed","Full Time","","","",""
"168","1991","Employed","Part Time","","","",""
"168","1991","Employed","Not Working","","","",""
"169","1991","Not Employed","Full Time","","","",""
"169","1991","Not Employed","Part Time","","","",""
"169","1991","Not Employed","Not Working","","","",""
"169","1991","Employed","Full Time","","","",""
"169","1991","Employed","Part Time","","","",""
"169","1991","Employed","Not Working","","","",""
"172","1991","Not Employed","Full Time","","","",""
"172","1991","Not Employed","Part Time","","","",""
"172","1991","Not Employed","Not Working","","","",""
"172","1991","Employed","Full Time","","","",""
"172","1991","Employed","Part Time","","","",""
"172","1991","Employed","Not Working","","","",""
"173","1991","Not Employed","Full Time","","","",""
"173","1991","Not Employed","Part Time","","","",""
"173","1991","Not Employed","Not Working","","","",""
"173","1991","Employed","Full Time","","","",""
"173","1991","Employed","Part Time","","","",""
"173","1991","Employed","Not Working","","","",""
"178","1991","Not Employed","Full Time","","","",""
"178","1991","Not Employed","Part Time","","","",""
"178","1991","Not Employed","Not Working","","","",""
"178","1991","Employed","Full Time","","","",""
"178","1991","Employed","Part Time","","","",""
"178","1991","Employed","Not Working","","","",""
"181","1991","Not Employed","Full Time","","","",""
"181","1991","Not Employed","Part Time","","","",""
"181","1991","Not Employed","Not Working","","","",""
"181","1991","Employed","Full Time","","","",""
"181","1991","Employed","Part Time","","","",""
"181","1991","Employed","Not Working","","","",""
"183","1991","Not Employed","Full Time","","","",""
"183","1991","Not Employed","Part Time","","","",""
"183","1991","Not Employed","Not Working","","","",""
"183","1991","Employed","Full Time","","","",""
"183","1991","Employed","Part Time","","","",""
"183","1991","Employed","Not Working","","","",""
"188","1991","Not Employed","Full Time","","","",""
"188","1991","Not Employed","Part Time","","","",""
"188","1991","Not Employed","Not Working","","","",""
"188","1991","Employed","Full Time","","","",""
"188","1991","Employed","Part Time","","","",""
"188","1991","Employed","Not Working","","","",""
"195","1991","Not Employed","Full Time","","","",""
"195","1991","Not Employed","Part Time","","","",""
"195","1991","Not Employed","Not Working","","","",""
"195","1991","Employed","Full Time","","","",""
"195","1991","Employed","Part Time","","","",""
"195","1991","Employed","Not Working","","","",""
"196","1991","Not Employed","Full Time","","","",""
"196","1991","Not Employed","Part Time","","","",""
"196","1991","Not Employed","Not Working","","","",""
"196","1991","Employed","Full Time","","","",""
"196","1991","Employed","Part Time","","","",""
"196","1991","Employed","Not Working","","","",""
"999","1991","Not Employed","Full Time","","","",""
"999","1991","Not Employed","Part Time","","","",""
"999","1991","Not Employed","Not Working","","","",""
"999","1991","Employed","Full Time","","","",""
"999","1991","Employed","Part Time","","","",""
"999","1991","Employed","Not Working","","","",""
"1","1992","Not Employed","Full Time","","","",""
"1","1992","Not Employed","Part Time","","","",""
"1","1992","Not Employed","Not Working","3568","0.943833790011235","0.936932749718513","0.950734830303958"
"1","1992","Employed","Full Time","5319","0.912438081316985","0.90562039872053","0.919255763913439"
"1","1992","Employed","Part Time","2121","0.932821672268319","0.923026509244226","0.942616835292411"
"1","1992","Employed","Not Working","","","",""
"2","1992","Not Employed","Full Time","","","",""
"2","1992","Not Employed","Part Time","","","",""
"2","1992","Not Employed","Not Working","338","0.0260097044654221","0.0212390905964236","0.0307803183344205"
"2","1992","Employed","Full Time","415","0.0287018437972052","0.0246745934945026","0.0327290940999079"
"2","1992","Employed","Part Time","151","0.0253647088617881","0.0192124617969492","0.0315169559266269"
"2","1992","Employed","Not Working","","","",""
"3","1992","Not Employed","Full Time","","","",""
"3","1992","Not Employed","Part Time","","","",""
"3","1992","Not Employed","Not Working","95","0.00938535149637087","0.00649529131269541","0.0122754116800463"
"3","1992","Employed","Full Time","268","0.0184024297732626","0.0151606630174961","0.0216441965290292"
"3","1992","Employed","Part Time","82","0.0155311248259532","0.0106927421941401","0.0203695074577663"
"3","1992","Employed","Not Working","","","",""
"4","1992","Not Employed","Full Time","","","",""
"4","1992","Not Employed","Part Time","","","",""
"4","1992","Not Employed","Not Working","96","0.00420393965186822","0.00226464999509224","0.00614322930864421"
"4","1992","Employed","Full Time","184","0.00777446386014175","0.00565601557365225","0.00989291214663126"
"4","1992","Employed","Part Time","48","0.00418960979174249","0.00166221622908995","0.00671700335439503"
"4","1992","Employed","Not Working","","","",""
"5","1992","Not Employed","Full Time","","","",""
"5","1992","Not Employed","Part Time","","","",""
"5","1992","Not Employed","Not Working","107","0.00687899677433749","0.00440161533776452","0.00935637821091045"
"5","1992","Employed","Full Time","263","0.0141910172709721","0.011338156400886","0.0170438781410582"
"5","1992","Employed","Part Time","63","0.00945174153718264","0.00566564661306066","0.0132378364613046"
"5","1992","Employed","Not Working","","","",""
"6","1992","Not Employed","Full Time","","","",""
"6","1992","Not Employed","Part Time","","","",""
"6","1992","Not Employed","Not Working","49","0.0016893861863927","0.000458475459617979","0.00292029691316743"
"6","1992","Employed","Full Time","106","0.00304727672211869","0.00171783081457597","0.00437672262966141"
"6","1992","Employed","Part Time","28","","",""
"6","1992","Employed","Not Working","","","",""
"10","1992","Not Employed","Full Time","","","",""
"10","1992","Not Employed","Part Time","","","",""
"10","1992","Not Employed","Not Working","5","","",""
"10","1992","Employed","Full Time","15","","",""
"10","1992","Employed","Part Time","4","","",""
"10","1992","Employed","Not Working","","","",""
"11","1992","Not Employed","Full Time","","","",""
"11","1992","Not Employed","Part Time","","","",""
"11","1992","Not Employed","Not Working","2","","",""
"11","1992","Employed","Full Time","5","","",""
"11","1992","Employed","Part Time","","","",""
"11","1992","Employed","Not Working","","","",""
"12","1992","Not Employed","Full Time","","","",""
