"pgnation","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"188","1986","Couple + C. GT 16 ","Rural Area","","","",""
"188","1986","Couple + C. LE and GT 16","Urban Area","","","",""
"188","1986","Couple + C. LE and GT 16","Rural Area","","","",""
"195","1986","1-pers.-HH","Urban Area","","","",""
"195","1986","1-pers.-HH","Rural Area","","","",""
"195","1986","(Married) couple without C. ","Urban Area","","","",""
"195","1986","(Married) couple without C. ","Rural Area","","","",""
"195","1986","Single parent ","Urban Area","","","",""
"195","1986","Single parent ","Rural Area","","","",""
"195","1986","Couple + C. LE 16 ","Urban Area","","","",""
"195","1986","Couple + C. LE 16 ","Rural Area","","","",""
"195","1986","Couple + C. GT 16 ","Urban Area","","","",""
"195","1986","Couple + C. GT 16 ","Rural Area","","","",""
"195","1986","Couple + C. LE and GT 16","Urban Area","","","",""
"195","1986","Couple + C. LE and GT 16","Rural Area","","","",""
"196","1986","1-pers.-HH","Urban Area","","","",""
"196","1986","1-pers.-HH","Rural Area","","","",""
"196","1986","(Married) couple without C. ","Urban Area","","","",""
"196","1986","(Married) couple without C. ","Rural Area","","","",""
"196","1986","Single parent ","Urban Area","","","",""
"196","1986","Single parent ","Rural Area","","","",""
"196","1986","Couple + C. LE 16 ","Urban Area","","","",""
"196","1986","Couple + C. LE 16 ","Rural Area","","","",""
"196","1986","Couple + C. GT 16 ","Urban Area","","","",""
"196","1986","Couple + C. GT 16 ","Rural Area","","","",""
"196","1986","Couple + C. LE and GT 16","Urban Area","","","",""
"196","1986","Couple + C. LE and GT 16","Rural Area","","","",""
"999","1986","1-pers.-HH","Urban Area","","","",""
"999","1986","1-pers.-HH","Rural Area","","","",""
"999","1986","(Married) couple without C. ","Urban Area","","","",""
"999","1986","(Married) couple without C. ","Rural Area","","","",""
"999","1986","Single parent ","Urban Area","","","",""
"999","1986","Single parent ","Rural Area","","","",""
"999","1986","Couple + C. LE 16 ","Urban Area","","","",""
"999","1986","Couple + C. LE 16 ","Rural Area","","","",""
"999","1986","Couple + C. GT 16 ","Urban Area","","","",""
"999","1986","Couple + C. GT 16 ","Rural Area","","","",""
"999","1986","Couple + C. LE and GT 16","Urban Area","","","",""
"999","1986","Couple + C. LE and GT 16","Rural Area","","","",""
"1","1987","1-pers.-HH","Urban Area","816","0.952813981342041","0.939344826519194","0.966283136164887"
"1","1987","1-pers.-HH","Rural Area","152","0.967934185632983","0.941293984373602","0.994574386892363"
"1","1987","(Married) couple without C. ","Urban Area","1648","0.958756835089594","0.949810807856945","0.967702862322243"
"1","1987","(Married) couple without C. ","Rural Area","418","0.978472727172149","0.965195401184316","0.991750053159983"
"1","1987","Single parent ","Urban Area","318","0.9435270539103","0.920934084948647","0.966120022871953"
"1","1987","Single parent ","Rural Area","109","0.983610801825184","0.96108093245131","1.00614067119906"
"1","1987","Couple + C. LE 16 ","Urban Area","1173","0.855300954917839","0.839402826370431","0.871199083465247"
"1","1987","Couple + C. LE 16 ","Rural Area","379","0.937068939521753","0.91550133522076","0.958636543822745"
"1","1987","Couple + C. GT 16 ","Urban Area","1277","0.942002553155278","0.930920823850548","0.953084282460008"
"1","1987","Couple + C. GT 16 ","Rural Area","415","0.984634823071712","0.973270378560729","0.995999267582695"
"1","1987","Couple + C. LE and GT 16","Urban Area","493","0.834461985481552","0.811275140202175","0.85764883076093"
"1","1987","Couple + C. LE and GT 16","Rural Area","215","0.936284641543382","0.907417235617072","0.965152047469692"
"2","1987","1-pers.-HH","Urban Area","26","","",""
"2","1987","1-pers.-HH","Rural Area","1","","",""
"2","1987","(Married) couple without C. ","Urban Area","34","0.00557191725274355","0.00222311883163279","0.00892071567385431"
"2","1987","(Married) couple without C. ","Rural Area","2","","",""
"2","1987","Single parent ","Urban Area","26","","",""
"2","1987","Single parent ","Rural Area","","","",""
"2","1987","Couple + C. LE 16 ","Urban Area","228","0.0548327085651446","0.0445447813076857","0.0651206358226035"
"2","1987","Couple + C. LE 16 ","Rural Area","26","","",""
"2","1987","Couple + C. GT 16 ","Urban Area","117","0.0160170173277522","0.0100650344088018","0.0219690002467026"
"2","1987","Couple + C. GT 16 ","Rural Area","6","","",""
"2","1987","Couple + C. LE and GT 16","Urban Area","249","0.0966346695582518","0.0782020225109118","0.115067316605592"
"2","1987","Couple + C. LE and GT 16","Rural Area","22","","",""
"3","1987","1-pers.-HH","Urban Area","37","0.012436147874876","0.00539643172685148","0.0194758640229006"
"3","1987","1-pers.-HH","Rural Area","6","","",""
"3","1987","(Married) couple without C. ","Urban Area","88","0.0107273485006804","0.00609283466028623","0.0153618623410746"
"3","1987","(Married) couple without C. ","Rural Area","18","","",""
"3","1987","Single parent ","Urban Area","19","","",""
"3","1987","Single parent ","Rural Area","1","","",""
"3","1987","Couple + C. LE 16 ","Urban Area","133","0.0227303488355851","0.0159949401958215","0.0294657574753488"
"3","1987","Couple + C. LE 16 ","Rural Area","26","","",""
"3","1987","Couple + C. GT 16 ","Urban Area","45","0.00762531138145437","0.00350107365673534","0.0117495491061734"
"3","1987","Couple + C. GT 16 ","Rural Area","3","","",""
"3","1987","Couple + C. LE and GT 16","Urban Area","68","0.0241796192297101","0.0145966700355733","0.033762568423847"
"3","1987","Couple + C. LE and GT 16","Rural Area","14","","",""
"4","1987","1-pers.-HH","Urban Area","14","","",""
"4","1987","1-pers.-HH","Rural Area","1","","",""
"4","1987","(Married) couple without C. ","Urban Area","44","0.00437294606765404","0.00140445742215345","0.00734143471315463"
"4","1987","(Married) couple without C. ","Rural Area","8","","",""
"4","1987","Single parent ","Urban Area","8","","",""
"4","1987","Single parent ","Rural Area","","","",""
"4","1987","Couple + C. LE 16 ","Urban Area","73","0.00835017389251598","0.0042379133453534","0.0124624344396786"
"4","1987","Couple + C. LE 16 ","Rural Area","15","","",""
"4","1987","Couple + C. GT 16 ","Urban Area","99","0.00825011593004119","0.00396158877401602","0.0125386430860664"
"4","1987","Couple + C. GT 16 ","Rural Area","14","","",""
"4","1987","Couple + C. LE and GT 16","Urban Area","49","0.00991683466881627","0.00373507823981528","0.0160985910978173"
"4","1987","Couple + C. LE and GT 16","Rural Area","7","","",""
"5","1987","1-pers.-HH","Urban Area","27","","",""
"5","1987","1-pers.-HH","Rural Area","2","","",""
"5","1987","(Married) couple without C. ","Urban Area","27","","",""
"5","1987","(Married) couple without C. ","Rural Area","3","","",""
"5","1987","Single parent ","Urban Area","19","","",""
"5","1987","Single parent ","Rural Area","6","","",""
"5","1987","Couple + C. LE 16 ","Urban Area","165","0.0290516861237041","0.0214617622343761","0.036641610013032"
"5","1987","Couple + C. LE 16 ","Rural Area","28","","",""
"5","1987","Couple + C. GT 16 ","Urban Area","112","0.0124709968353817","0.0072095816501242","0.0177324120206392"
"5","1987","Couple + C. GT 16 ","Rural Area","6","","",""
"5","1987","Couple + C. LE and GT 16","Urban Area","78","0.0228653139096626","0.013540174917791","0.0321904529015343"
"5","1987","Couple + C. LE and GT 16","Rural Area","14","","",""
"6","1987","1-pers.-HH","Urban Area","23","","",""
"6","1987","1-pers.-HH","Rural Area","5","","",""
"6","1987","(Married) couple without C. ","Urban Area","32","0.00141171949800386","-0.000277427423059449","0.00310086641906716"
"6","1987","(Married) couple without C. ","Rural Area","6","","",""
"6","1987","Single parent ","Urban Area","7","","",""
"6","1987","Single parent ","Rural Area","6","","",""
"6","1987","Couple + C. LE 16 ","Urban Area","77","0.00448517675675838","0.00146545213403323","0.00750490137948353"
"6","1987","Couple + C. LE 16 ","Rural Area","10","","",""
"6","1987","Couple + C. GT 16 ","Urban Area","47","0.00286156875125872","0.000329025451121329","0.0053941120513961"
"6","1987","Couple + C. GT 16 ","Rural Area","4","","",""
"6","1987","Couple + C. LE and GT 16","Urban Area","47","0.00805759004847125","0.00248014464331484","0.0136350354536277"
"6","1987","Couple + C. LE and GT 16","Rural Area","3","","",""
"10","1987","1-pers.-HH","Urban Area","3","","",""
"10","1987","1-pers.-HH","Rural Area","","","",""
"10","1987","(Married) couple without C. ","Urban Area","6","","",""
"10","1987","(Married) couple without C. ","Rural Area","1","","",""
"10","1987","Single parent ","Urban Area","","","",""
"10","1987","Single parent ","Rural Area","","","",""
"10","1987","Couple + C. LE 16 ","Urban Area","7","","",""
"10","1987","Couple + C. LE 16 ","Rural Area","1","","",""
"10","1987","Couple + C. GT 16 ","Urban Area","7","","",""
"10","1987","Couple + C. GT 16 ","Rural Area","1","","",""
"10","1987","Couple + C. LE and GT 16","Urban Area","","","",""
"10","1987","Couple + C. LE and GT 16","Rural Area","","","",""
"11","1987","1-pers.-HH","Urban Area","1","","",""
"11","1987","1-pers.-HH","Rural Area","","","",""
"11","1987","(Married) couple without C. ","Urban Area","4","","",""
"11","1987","(Married) couple without C. ","Rural Area","","","",""
"11","1987","Single parent ","Urban Area","","","",""
"11","1987","Single parent ","Rural Area","","","",""
"11","1987","Couple + C. LE 16 ","Urban Area","2","","",""
"11","1987","Couple + C. LE 16 ","Rural Area","","","",""
"11","1987","Couple + C. GT 16 ","Urban Area","1","","",""
"11","1987","Couple + C. GT 16 ","Rural Area","","","",""
"11","1987","Couple + C. LE and GT 16","Urban Area","","","",""
"11","1987","Couple + C. LE and GT 16","Rural Area","","","",""
"12","1987","1-pers.-HH","Urban Area","1","","",""
"12","1987","1-pers.-HH","Rural Area","","","",""
"12","1987","(Married) couple without C. ","Urban Area","3","","",""
"12","1987","(Married) couple without C. ","Rural Area","","","",""
"12","1987","Single parent ","Urban Area","","","",""
"12","1987","Single parent ","Rural Area","","","",""
"12","1987","Couple + C. LE 16 ","Urban Area","4","","",""
"12","1987","Couple + C. LE 16 ","Rural Area","","","",""
"12","1987","Couple + C. GT 16 ","Urban Area","2","","",""
"12","1987","Couple + C. GT 16 ","Rural Area","","","",""
"12","1987","Couple + C. LE and GT 16","Urban Area","","","",""
"12","1987","Couple + C. LE and GT 16","Rural Area","","","",""
"13","1987","1-pers.-HH","Urban Area","","","",""
"13","1987","1-pers.-HH","Rural Area","","","",""
"13","1987","(Married) couple without C. ","Urban Area","","","",""
"13","1987","(Married) couple without C. ","Rural Area","","","",""
"13","1987","Single parent ","Urban Area","","","",""
"13","1987","Single parent ","Rural Area","","","",""
"13","1987","Couple + C. LE 16 ","Urban Area","","","",""
"13","1987","Couple + C. LE 16 ","Rural Area","","","",""
"13","1987","Couple + C. GT 16 ","Urban Area","","","",""
"13","1987","Couple + C. GT 16 ","Rural Area","","","",""
"13","1987","Couple + C. LE and GT 16","Urban Area","","","",""
"13","1987","Couple + C. LE and GT 16","Rural Area","","","",""
"14","1987","1-pers.-HH","Urban Area","","","",""
"14","1987","1-pers.-HH","Rural Area","","","",""
"14","1987","(Married) couple without C. ","Urban Area","2","","",""
"14","1987","(Married) couple without C. ","Rural Area","","","",""
"14","1987","Single parent ","Urban Area","","","",""
"14","1987","Single parent ","Rural Area","","","",""
"14","1987","Couple + C. LE 16 ","Urban Area","3","","",""
"14","1987","Couple + C. LE 16 ","Rural Area","","","",""
"14","1987","Couple + C. GT 16 ","Urban Area","1","","",""
"14","1987","Couple + C. GT 16 ","Rural Area","","","",""
"14","1987","Couple + C. LE and GT 16","Urban Area","","","",""
"14","1987","Couple + C. LE and GT 16","Rural Area","","","",""
"15","1987","1-pers.-HH","Urban Area","","","",""
"15","1987","1-pers.-HH","Rural Area","","","",""
"15","1987","(Married) couple without C. ","Urban Area","","","",""
"15","1987","(Married) couple without C. ","Rural Area","","","",""
"15","1987","Single parent ","Urban Area","","","",""
"15","1987","Single parent ","Rural Area","","","",""
"15","1987","Couple + C. LE 16 ","Urban Area","","","",""
"15","1987","Couple + C. LE 16 ","Rural Area","","","",""
"15","1987","Couple + C. GT 16 ","Urban Area","","","",""
"15","1987","Couple + C. GT 16 ","Rural Area","","","",""
"15","1987","Couple + C. LE and GT 16","Urban Area","","","",""
"15","1987","Couple + C. LE and GT 16","Rural Area","","","",""
"16","1987","1-pers.-HH","Urban Area","","","",""
"16","1987","1-pers.-HH","Rural Area","","","",""
"16","1987","(Married) couple without C. ","Urban Area","","","",""
"16","1987","(Married) couple without C. ","Rural Area","","","",""
"16","1987","Single parent ","Urban Area","","","",""
"16","1987","Single parent ","Rural Area","","","",""
"16","1987","Couple + C. LE 16 ","Urban Area","","","",""
"16","1987","Couple + C. LE 16 ","Rural Area","","","",""
"16","1987","Couple + C. GT 16 ","Urban Area","","","",""
"16","1987","Couple + C. GT 16 ","Rural Area","","","",""
"16","1987","Couple + C. LE and GT 16","Urban Area","","","",""
"16","1987","Couple + C. LE and GT 16","Rural Area","","","",""
"17","1987","1-pers.-HH","Urban Area","","","",""
"17","1987","1-pers.-HH","Rural Area","","","",""
"17","1987","(Married) couple without C. ","Urban Area","1","","",""
"17","1987","(Married) couple without C. ","Rural Area","","","",""
"17","1987","Single parent ","Urban Area","","","",""
"17","1987","Single parent ","Rural Area","","","",""
"17","1987","Couple + C. LE 16 ","Urban Area","","","",""
"17","1987","Couple + C. LE 16 ","Rural Area","","","",""
"17","1987","Couple + C. GT 16 ","Urban Area","","","",""
"17","1987","Couple + C. GT 16 ","Rural Area","","","",""
"17","1987","Couple + C. LE and GT 16","Urban Area","","","",""
"17","1987","Couple + C. LE and GT 16","Rural Area","","","",""
"18","1987","1-pers.-HH","Urban Area","2","","",""
"18","1987","1-pers.-HH","Rural Area","","","",""
"18","1987","(Married) couple without C. ","Urban Area","1","","",""
"18","1987","(Married) couple without C. ","Rural Area","2","","",""
"18","1987","Single parent ","Urban Area","1","","",""
"18","1987","Single parent ","Rural Area","","","",""
"18","1987","Couple + C. LE 16 ","Urban Area","4","","",""
"18","1987","Couple + C. LE 16 ","Rural Area","","","",""
"18","1987","Couple + C. GT 16 ","Urban Area","","","",""
"18","1987","Couple + C. GT 16 ","Rural Area","","","",""
"18","1987","Couple + C. LE and GT 16","Urban Area","","","",""
"18","1987","Couple + C. LE and GT 16","Rural Area","","","",""
"19","1987","1-pers.-HH","Urban Area","","","",""
"19","1987","1-pers.-HH","Rural Area","","","",""
"19","1987","(Married) couple without C. ","Urban Area","","","",""
"19","1987","(Married) couple without C. ","Rural Area","","","",""
"19","1987","Single parent ","Urban Area","1","","",""
"19","1987","Single parent ","Rural Area","","","",""
"19","1987","Couple + C. LE 16 ","Urban Area","1","","",""
"19","1987","Couple + C. LE 16 ","Rural Area","","","",""
"19","1987","Couple + C. GT 16 ","Urban Area","","","",""
"19","1987","Couple + C. GT 16 ","Rural Area","","","",""
"19","1987","Couple + C. LE and GT 16","Urban Area","1","","",""
