"pgnation","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"21","1986","Rural Area","Male","","","",""
"21","1986","Rural Area","Female","","","",""
"22","1986","Urban Area","Male","3","","",""
"22","1986","Urban Area","Female","2","","",""
"22","1986","Rural Area","Male","1","","",""
"22","1986","Rural Area","Female","1","","",""
"23","1986","Urban Area","Male","1","","",""
"23","1986","Urban Area","Female","1","","",""
"23","1986","Rural Area","Male","","","",""
"23","1986","Rural Area","Female","","","",""
"24","1986","Urban Area","Male","2","","",""
"24","1986","Urban Area","Female","1","","",""
"24","1986","Rural Area","Male","","","",""
"24","1986","Rural Area","Female","","","",""
"25","1986","Urban Area","Male","1","","",""
"25","1986","Urban Area","Female","1","","",""
"25","1986","Rural Area","Male","","","",""
"25","1986","Rural Area","Female","","","",""
"26","1986","Urban Area","Male","","","",""
"26","1986","Urban Area","Female","2","","",""
"26","1986","Rural Area","Male","","","",""
"26","1986","Rural Area","Female","","","",""
"27","1986","Urban Area","Male","","","",""
"27","1986","Urban Area","Female","","","",""
"27","1986","Rural Area","Male","","","",""
"27","1986","Rural Area","Female","","","",""
"28","1986","Urban Area","Male","","","",""
"28","1986","Urban Area","Female","","","",""
"28","1986","Rural Area","Male","","","",""
"28","1986","Rural Area","Female","","","",""
"29","1986","Urban Area","Male","","","",""
"29","1986","Urban Area","Female","","","",""
"29","1986","Rural Area","Male","","","",""
"29","1986","Rural Area","Female","","","",""
"30","1986","Urban Area","Male","","","",""
"30","1986","Urban Area","Female","","","",""
"30","1986","Rural Area","Male","","","",""
"30","1986","Rural Area","Female","","","",""
"31","1986","Urban Area","Male","","","",""
"31","1986","Urban Area","Female","2","","",""
"31","1986","Rural Area","Male","","","",""
"31","1986","Rural Area","Female","","","",""
"32","1986","Urban Area","Male","","","",""
"32","1986","Urban Area","Female","","","",""
"32","1986","Rural Area","Male","","","",""
"32","1986","Rural Area","Female","","","",""
"34","1986","Urban Area","Male","","","",""
"34","1986","Urban Area","Female","1","","",""
"34","1986","Rural Area","Male","","","",""
"34","1986","Rural Area","Female","","","",""
"35","1986","Urban Area","Male","","","",""
"35","1986","Urban Area","Female","","","",""
"35","1986","Rural Area","Male","","","",""
"35","1986","Rural Area","Female","","","",""
"37","1986","Urban Area","Male","","","",""
"37","1986","Urban Area","Female","","","",""
"37","1986","Rural Area","Male","","","",""
"37","1986","Rural Area","Female","","","",""
"38","1986","Urban Area","Male","","","",""
"38","1986","Urban Area","Female","1","","",""
"38","1986","Rural Area","Male","","","",""
"38","1986","Rural Area","Female","","","",""
"39","1986","Urban Area","Male","1","","",""
"39","1986","Urban Area","Female","","","",""
"39","1986","Rural Area","Male","","","",""
"39","1986","Rural Area","Female","","","",""
"40","1986","Urban Area","Male","","","",""
"40","1986","Urban Area","Female","","","",""
"40","1986","Rural Area","Male","","","",""
"40","1986","Rural Area","Female","","","",""
"41","1986","Urban Area","Male","","","",""
"41","1986","Urban Area","Female","","","",""
"41","1986","Rural Area","Male","1","","",""
"41","1986","Rural Area","Female","","","",""
"42","1986","Urban Area","Male","","","",""
"42","1986","Urban Area","Female","","","",""
"42","1986","Rural Area","Male","","","",""
"42","1986","Rural Area","Female","","","",""
"43","1986","Urban Area","Male","1","","",""
"43","1986","Urban Area","Female","1","","",""
"43","1986","Rural Area","Male","","","",""
"43","1986","Rural Area","Female","","","",""
"44","1986","Urban Area","Male","","","",""
"44","1986","Urban Area","Female","","","",""
"44","1986","Rural Area","Male","","","",""
"44","1986","Rural Area","Female","1","","",""
"45","1986","Urban Area","Male","","","",""
"45","1986","Urban Area","Female","","","",""
"45","1986","Rural Area","Male","","","",""
"45","1986","Rural Area","Female","","","",""
"46","1986","Urban Area","Male","","","",""
"46","1986","Urban Area","Female","","","",""
"46","1986","Rural Area","Male","","","",""
"46","1986","Rural Area","Female","","","",""
"47","1986","Urban Area","Male","","","",""
"47","1986","Urban Area","Female","1","","",""
"47","1986","Rural Area","Male","","","",""
"47","1986","Rural Area","Female","","","",""
"48","1986","Urban Area","Male","","","",""
"48","1986","Urban Area","Female","","","",""
"48","1986","Rural Area","Male","","","",""
"48","1986","Rural Area","Female","","","",""
"49","1986","Urban Area","Male","","","",""
"49","1986","Urban Area","Female","","","",""
"49","1986","Rural Area","Male","","","",""
"49","1986","Rural Area","Female","","","",""
"50","1986","Urban Area","Male","","","",""
"50","1986","Urban Area","Female","","","",""
"50","1986","Rural Area","Male","","","",""
"50","1986","Rural Area","Female","","","",""
"51","1986","Urban Area","Male","","","",""
"51","1986","Urban Area","Female","","","",""
"51","1986","Rural Area","Male","","","",""
"51","1986","Rural Area","Female","","","",""
"52","1986","Urban Area","Male","","","",""
"52","1986","Urban Area","Female","","","",""
"52","1986","Rural Area","Male","","","",""
"52","1986","Rural Area","Female","","","",""
"53","1986","Urban Area","Male","","","",""
"53","1986","Urban Area","Female","","","",""
"53","1986","Rural Area","Male","","","",""
"53","1986","Rural Area","Female","","","",""
"54","1986","Urban Area","Male","","","",""
"54","1986","Urban Area","Female","","","",""
"54","1986","Rural Area","Male","","","",""
"54","1986","Rural Area","Female","","","",""
"55","1986","Urban Area","Male","","","",""
"55","1986","Urban Area","Female","","","",""
"55","1986","Rural Area","Male","","","",""
"55","1986","Rural Area","Female","","","",""
"56","1986","Urban Area","Male","","","",""
"56","1986","Urban Area","Female","","","",""
"56","1986","Rural Area","Male","","","",""
"56","1986","Rural Area","Female","","","",""
"59","1986","Urban Area","Male","","","",""
"59","1986","Urban Area","Female","","","",""
"59","1986","Rural Area","Male","","","",""
"59","1986","Rural Area","Female","","","",""
"60","1986","Urban Area","Male","","","",""
"60","1986","Urban Area","Female","","","",""
"60","1986","Rural Area","Male","","","",""
"60","1986","Rural Area","Female","","","",""
"61","1986","Urban Area","Male","","","",""
"61","1986","Urban Area","Female","","","",""
"61","1986","Rural Area","Male","","","",""
"61","1986","Rural Area","Female","","","",""
"64","1986","Urban Area","Male","","","",""
"64","1986","Urban Area","Female","","","",""
"64","1986","Rural Area","Male","","","",""
"64","1986","Rural Area","Female","","","",""
"65","1986","Urban Area","Male","","","",""
"65","1986","Urban Area","Female","","","",""
"65","1986","Rural Area","Male","","","",""
"65","1986","Rural Area","Female","","","",""
"66","1986","Urban Area","Male","","","",""
"66","1986","Urban Area","Female","","","",""
"66","1986","Rural Area","Male","","","",""
"66","1986","Rural Area","Female","","","",""
"67","1986","Urban Area","Male","","","",""
"67","1986","Urban Area","Female","","","",""
"67","1986","Rural Area","Male","","","",""
"67","1986","Rural Area","Female","","","",""
"68","1986","Urban Area","Male","","","",""
"68","1986","Urban Area","Female","","","",""
"68","1986","Rural Area","Male","","","",""
"68","1986","Rural Area","Female","","","",""
"71","1986","Urban Area","Male","","","",""
"71","1986","Urban Area","Female","","","",""
"71","1986","Rural Area","Male","","","",""
"71","1986","Rural Area","Female","","","",""
"72","1986","Urban Area","Male","","","",""
"72","1986","Urban Area","Female","","","",""
"72","1986","Rural Area","Male","","","",""
"72","1986","Rural Area","Female","","","",""
"73","1986","Urban Area","Male","","","",""
"73","1986","Urban Area","Female","","","",""
"73","1986","Rural Area","Male","","","",""
"73","1986","Rural Area","Female","","","",""
"74","1986","Urban Area","Male","","","",""
"74","1986","Urban Area","Female","","","",""
"74","1986","Rural Area","Male","","","",""
"74","1986","Rural Area","Female","","","",""
"75","1986","Urban Area","Male","","","",""
"75","1986","Urban Area","Female","","","",""
"75","1986","Rural Area","Male","","","",""
"75","1986","Rural Area","Female","","","",""
"76","1986","Urban Area","Male","","","",""
"76","1986","Urban Area","Female","","","",""
"76","1986","Rural Area","Male","","","",""
"76","1986","Rural Area","Female","","","",""
"77","1986","Urban Area","Male","","","",""
"77","1986","Urban Area","Female","","","",""
"77","1986","Rural Area","Male","","","",""
"77","1986","Rural Area","Female","","","",""
"78","1986","Urban Area","Male","","","",""
"78","1986","Urban Area","Female","","","",""
"78","1986","Rural Area","Male","","","",""
"78","1986","Rural Area","Female","","","",""
"79","1986","Urban Area","Male","","","",""
"79","1986","Urban Area","Female","","","",""
"79","1986","Rural Area","Male","","","",""
"79","1986","Rural Area","Female","","","",""
"80","1986","Urban Area","Male","","","",""
"80","1986","Urban Area","Female","","","",""
"80","1986","Rural Area","Male","","","",""
"80","1986","Rural Area","Female","","","",""
"81","1986","Urban Area","Male","","","",""
"81","1986","Urban Area","Female","","","",""
"81","1986","Rural Area","Male","","","",""
"81","1986","Rural Area","Female","","","",""
"82","1986","Urban Area","Male","","","",""
"82","1986","Urban Area","Female","","","",""
"82","1986","Rural Area","Male","","","",""
"82","1986","Rural Area","Female","","","",""
"83","1986","Urban Area","Male","","","",""
"83","1986","Urban Area","Female","","","",""
"83","1986","Rural Area","Male","","","",""
"83","1986","Rural Area","Female","","","",""
"84","1986","Urban Area","Male","","","",""
"84","1986","Urban Area","Female","","","",""
"84","1986","Rural Area","Male","","","",""
"84","1986","Rural Area","Female","","","",""
"85","1986","Urban Area","Male","","","",""
"85","1986","Urban Area","Female","","","",""
"85","1986","Rural Area","Male","","","",""
"85","1986","Rural Area","Female","","","",""
"86","1986","Urban Area","Male","","","",""
"86","1986","Urban Area","Female","","","",""
"86","1986","Rural Area","Male","","","",""
"86","1986","Rural Area","Female","","","",""
"89","1986","Urban Area","Male","","","",""
"89","1986","Urban Area","Female","","","",""
"89","1986","Rural Area","Male","","","",""
"89","1986","Rural Area","Female","","","",""
"90","1986","Urban Area","Male","","","",""
"90","1986","Urban Area","Female","","","",""
"90","1986","Rural Area","Male","","","",""
"90","1986","Rural Area","Female","","","",""
"92","1986","Urban Area","Male","","","",""
"92","1986","Urban Area","Female","","","",""
"92","1986","Rural Area","Male","","","",""
"92","1986","Rural Area","Female","","","",""
"94","1986","Urban Area","Male","","","",""
"94","1986","Urban Area","Female","","","",""
"94","1986","Rural Area","Male","","","",""
"94","1986","Rural Area","Female","","","",""
"95","1986","Urban Area","Male","","","",""
"95","1986","Urban Area","Female","","","",""
"95","1986","Rural Area","Male","","","",""
"95","1986","Rural Area","Female","","","",""
"96","1986","Urban Area","Male","","","",""
"96","1986","Urban Area","Female","","","",""
"96","1986","Rural Area","Male","","","",""
"96","1986","Rural Area","Female","","","",""
"97","1986","Urban Area","Male","","","",""
"97","1986","Urban Area","Female","","","",""
"97","1986","Rural Area","Male","","","",""
"97","1986","Rural Area","Female","","","",""
"98","1986","Urban Area","Male","3","","",""
"98","1986","Urban Area","Female","3","","",""
"98","1986","Rural Area","Male","1","","",""
"98","1986","Rural Area","Female","1","","",""
"101","1986","Urban Area","Male","","","",""
"101","1986","Urban Area","Female","","","",""
"101","1986","Rural Area","Male","","","",""
"101","1986","Rural Area","Female","","","",""
"102","1986","Urban Area","Male","","","",""
"102","1986","Urban Area","Female","","","",""
"102","1986","Rural Area","Male","","","",""
"102","1986","Rural Area","Female","","","",""
"103","1986","Urban Area","Male","","","",""
"103","1986","Urban Area","Female","","","",""
"103","1986","Rural Area","Male","","","",""
"103","1986","Rural Area","Female","","","",""
"105","1986","Urban Area","Male","","","",""
"105","1986","Urban Area","Female","","","",""
"105","1986","Rural Area","Male","","","",""
"105","1986","Rural Area","Female","","","",""
"108","1986","Urban Area","Male","","","",""
"108","1986","Urban Area","Female","","","",""
"108","1986","Rural Area","Male","","","",""
"108","1986","Rural Area","Female","","","",""
"110","1986","Urban Area","Male","","","",""
"110","1986","Urban Area","Female","","","",""
"110","1986","Rural Area","Male","","","",""
"110","1986","Rural Area","Female","","","",""
"111","1986","Urban Area","Male","","","",""
"111","1986","Urban Area","Female","","","",""
"111","1986","Rural Area","Male","","","",""
"111","1986","Rural Area","Female","","","",""
"113","1986","Urban Area","Male","","","",""
"113","1986","Urban Area","Female","","","",""
"113","1986","Rural Area","Male","","","",""
"113","1986","Rural Area","Female","","","",""
"116","1986","Urban Area","Male","","","",""
"116","1986","Urban Area","Female","","","",""
"116","1986","Rural Area","Male","","","",""
"116","1986","Rural Area","Female","","","",""
"117","1986","Urban Area","Male","","","",""
"117","1986","Urban Area","Female","","","",""
"117","1986","Rural Area","Male","","","",""
