"pgnation","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"61","1989","West Germany","Male","","","",""
"61","1989","West Germany","Female","","","",""
"61","1989","East Germany","Male","","","",""
"61","1989","East Germany","Female","","","",""
"64","1989","West Germany","Male","","","",""
"64","1989","West Germany","Female","","","",""
"64","1989","East Germany","Male","","","",""
"64","1989","East Germany","Female","","","",""
"65","1989","West Germany","Male","","","",""
"65","1989","West Germany","Female","","","",""
"65","1989","East Germany","Male","","","",""
"65","1989","East Germany","Female","","","",""
"66","1989","West Germany","Male","","","",""
"66","1989","West Germany","Female","","","",""
"66","1989","East Germany","Male","","","",""
"66","1989","East Germany","Female","","","",""
"67","1989","West Germany","Male","","","",""
"67","1989","West Germany","Female","","","",""
"67","1989","East Germany","Male","","","",""
"67","1989","East Germany","Female","","","",""
"68","1989","West Germany","Male","","","",""
"68","1989","West Germany","Female","","","",""
"68","1989","East Germany","Male","","","",""
"68","1989","East Germany","Female","","","",""
"71","1989","West Germany","Male","","","",""
"71","1989","West Germany","Female","","","",""
"71","1989","East Germany","Male","","","",""
"71","1989","East Germany","Female","","","",""
"72","1989","West Germany","Male","","","",""
"72","1989","West Germany","Female","","","",""
"72","1989","East Germany","Male","","","",""
"72","1989","East Germany","Female","","","",""
"73","1989","West Germany","Male","","","",""
"73","1989","West Germany","Female","","","",""
"73","1989","East Germany","Male","","","",""
"73","1989","East Germany","Female","","","",""
"74","1989","West Germany","Male","","","",""
"74","1989","West Germany","Female","","","",""
"74","1989","East Germany","Male","","","",""
"74","1989","East Germany","Female","","","",""
"75","1989","West Germany","Male","","","",""
"75","1989","West Germany","Female","","","",""
"75","1989","East Germany","Male","","","",""
"75","1989","East Germany","Female","","","",""
"76","1989","West Germany","Male","","","",""
"76","1989","West Germany","Female","","","",""
"76","1989","East Germany","Male","","","",""
"76","1989","East Germany","Female","","","",""
"77","1989","West Germany","Male","","","",""
"77","1989","West Germany","Female","","","",""
"77","1989","East Germany","Male","","","",""
"77","1989","East Germany","Female","","","",""
"78","1989","West Germany","Male","","","",""
"78","1989","West Germany","Female","","","",""
"78","1989","East Germany","Male","","","",""
"78","1989","East Germany","Female","","","",""
"79","1989","West Germany","Male","","","",""
"79","1989","West Germany","Female","","","",""
"79","1989","East Germany","Male","","","",""
"79","1989","East Germany","Female","","","",""
"80","1989","West Germany","Male","","","",""
"80","1989","West Germany","Female","","","",""
"80","1989","East Germany","Male","","","",""
"80","1989","East Germany","Female","","","",""
"81","1989","West Germany","Male","","","",""
"81","1989","West Germany","Female","","","",""
"81","1989","East Germany","Male","","","",""
"81","1989","East Germany","Female","","","",""
"82","1989","West Germany","Male","","","",""
"82","1989","West Germany","Female","","","",""
"82","1989","East Germany","Male","","","",""
"82","1989","East Germany","Female","","","",""
"83","1989","West Germany","Male","","","",""
"83","1989","West Germany","Female","","","",""
"83","1989","East Germany","Male","","","",""
"83","1989","East Germany","Female","","","",""
"84","1989","West Germany","Male","","","",""
"84","1989","West Germany","Female","","","",""
"84","1989","East Germany","Male","","","",""
"84","1989","East Germany","Female","","","",""
"85","1989","West Germany","Male","","","",""
"85","1989","West Germany","Female","","","",""
"85","1989","East Germany","Male","","","",""
"85","1989","East Germany","Female","","","",""
"86","1989","West Germany","Male","","","",""
"86","1989","West Germany","Female","","","",""
"86","1989","East Germany","Male","","","",""
"86","1989","East Germany","Female","","","",""
"89","1989","West Germany","Male","","","",""
"89","1989","West Germany","Female","","","",""
"89","1989","East Germany","Male","","","",""
"89","1989","East Germany","Female","","","",""
"90","1989","West Germany","Male","","","",""
"90","1989","West Germany","Female","","","",""
"90","1989","East Germany","Male","","","",""
"90","1989","East Germany","Female","","","",""
"92","1989","West Germany","Male","","","",""
"92","1989","West Germany","Female","","","",""
"92","1989","East Germany","Male","","","",""
"92","1989","East Germany","Female","","","",""
"94","1989","West Germany","Male","","","",""
"94","1989","West Germany","Female","","","",""
"94","1989","East Germany","Male","","","",""
"94","1989","East Germany","Female","","","",""
"95","1989","West Germany","Male","","","",""
"95","1989","West Germany","Female","","","",""
"95","1989","East Germany","Male","","","",""
"95","1989","East Germany","Female","","","",""
"96","1989","West Germany","Male","","","",""
"96","1989","West Germany","Female","","","",""
"96","1989","East Germany","Male","","","",""
"96","1989","East Germany","Female","","","",""
"97","1989","West Germany","Male","","","",""
"97","1989","West Germany","Female","","","",""
"97","1989","East Germany","Male","","","",""
"97","1989","East Germany","Female","","","",""
"98","1989","West Germany","Male","3","","",""
"98","1989","West Germany","Female","3","","",""
"98","1989","East Germany","Male","","","",""
"98","1989","East Germany","Female","","","",""
"101","1989","West Germany","Male","","","",""
"101","1989","West Germany","Female","","","",""
"101","1989","East Germany","Male","","","",""
"101","1989","East Germany","Female","","","",""
"102","1989","West Germany","Male","","","",""
"102","1989","West Germany","Female","","","",""
"102","1989","East Germany","Male","","","",""
"102","1989","East Germany","Female","","","",""
"103","1989","West Germany","Male","","","",""
"103","1989","West Germany","Female","","","",""
"103","1989","East Germany","Male","","","",""
"103","1989","East Germany","Female","","","",""
"105","1989","West Germany","Male","","","",""
"105","1989","West Germany","Female","","","",""
"105","1989","East Germany","Male","","","",""
"105","1989","East Germany","Female","","","",""
"108","1989","West Germany","Male","","","",""
"108","1989","West Germany","Female","","","",""
"108","1989","East Germany","Male","","","",""
"108","1989","East Germany","Female","","","",""
"110","1989","West Germany","Male","","","",""
"110","1989","West Germany","Female","","","",""
"110","1989","East Germany","Male","","","",""
"110","1989","East Germany","Female","","","",""
"111","1989","West Germany","Male","","","",""
"111","1989","West Germany","Female","","","",""
"111","1989","East Germany","Male","","","",""
"111","1989","East Germany","Female","","","",""
"113","1989","West Germany","Male","","","",""
"113","1989","West Germany","Female","","","",""
"113","1989","East Germany","Male","","","",""
"113","1989","East Germany","Female","","","",""
"116","1989","West Germany","Male","","","",""
"116","1989","West Germany","Female","","","",""
"116","1989","East Germany","Male","","","",""
"116","1989","East Germany","Female","","","",""
"117","1989","West Germany","Male","","","",""
"117","1989","West Germany","Female","","","",""
"117","1989","East Germany","Male","","","",""
"117","1989","East Germany","Female","","","",""
"118","1989","West Germany","Male","","","",""
"118","1989","West Germany","Female","","","",""
"118","1989","East Germany","Male","","","",""
"118","1989","East Germany","Female","","","",""
"119","1989","West Germany","Male","","","",""
"119","1989","West Germany","Female","","","",""
"119","1989","East Germany","Male","","","",""
"119","1989","East Germany","Female","","","",""
"120","1989","West Germany","Male","","","",""
"120","1989","West Germany","Female","","","",""
"120","1989","East Germany","Male","","","",""
"120","1989","East Germany","Female","","","",""
"121","1989","West Germany","Male","","","",""
"121","1989","West Germany","Female","","","",""
"121","1989","East Germany","Male","","","",""
"121","1989","East Germany","Female","","","",""
"122","1989","West Germany","Male","","","",""
"122","1989","West Germany","Female","","","",""
"122","1989","East Germany","Male","","","",""
"122","1989","East Germany","Female","","","",""
"123","1989","West Germany","Male","","","",""
"123","1989","West Germany","Female","","","",""
"123","1989","East Germany","Male","","","",""
"123","1989","East Germany","Female","","","",""
"124","1989","West Germany","Male","","","",""
"124","1989","West Germany","Female","","","",""
"124","1989","East Germany","Male","","","",""
"124","1989","East Germany","Female","","","",""
"125","1989","West Germany","Male","","","",""
"125","1989","West Germany","Female","","","",""
"125","1989","East Germany","Male","","","",""
"125","1989","East Germany","Female","","","",""
"127","1989","West Germany","Male","","","",""
"127","1989","West Germany","Female","","","",""
"127","1989","East Germany","Male","","","",""
"127","1989","East Germany","Female","","","",""
"128","1989","West Germany","Male","","","",""
"128","1989","West Germany","Female","","","",""
"128","1989","East Germany","Male","","","",""
"128","1989","East Germany","Female","","","",""
"129","1989","West Germany","Male","","","",""
"129","1989","West Germany","Female","","","",""
"129","1989","East Germany","Male","","","",""
"129","1989","East Germany","Female","","","",""
"130","1989","West Germany","Male","","","",""
"130","1989","West Germany","Female","","","",""
"130","1989","East Germany","Male","","","",""
"130","1989","East Germany","Female","","","",""
"131","1989","West Germany","Male","","","",""
"131","1989","West Germany","Female","","","",""
"131","1989","East Germany","Male","","","",""
"131","1989","East Germany","Female","","","",""
"132","1989","West Germany","Male","","","",""
"132","1989","West Germany","Female","","","",""
"132","1989","East Germany","Male","","","",""
"132","1989","East Germany","Female","","","",""
"133","1989","West Germany","Male","","","",""
"133","1989","West Germany","Female","","","",""
"133","1989","East Germany","Male","","","",""
