"transab_cat","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Very high transfer dependency","1989","North Rhine-Westphalia","East Germany","","","","","4"
"Very high transfer dependency","1989","Hesse","West Germany","5","","","","4"
"Very high transfer dependency","1989","Hesse","East Germany","","","","","4"
"Very high transfer dependency","1989","Rhineland-Palatinate,Saarland","West Germany","6","","","","4"
"Very high transfer dependency","1989","Baden-Württemberg","East Germany","","","","","4"
"Very high transfer dependency","1989","Saxony","West Germany","","","","","4"
"Very high transfer dependency","1989","Saxony","East Germany","","","","","4"
"Very high transfer dependency","1989","Saxony-Anhalt","West Germany","","","","","4"
"Very high transfer dependency","1989","Brandenburg","East Germany","","","","","4"
"Very high transfer dependency","1989","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"Very high transfer dependency","1989","Mecklenburg-Western Pomerania","East Germany","","","","","4"
"Very low transfer dependency","1989","Brandenburg","East Germany","","","","","1"
"Very low transfer dependency","1989","North Rhine-Westphalia","West Germany","1342","0.440036520757308","0.420412799584962","0.459660241929654","1"
"Very low transfer dependency","1989","Bavaria","West Germany","785","0.411676616104859","0.387049045887288","0.43630418632243","1"
"Very low transfer dependency","1989","Bavaria","East Germany","","","","","1"
"Very low transfer dependency","1989","Berlin","East Germany","","","","","1"
"Very low transfer dependency","1989","Brandenburg","West Germany","","","","","1"
"Very low transfer dependency","1989","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Very low transfer dependency","1989","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Very low transfer dependency","1989","Schleswig-Holstein","West Germany","165","0.484329965943412","0.427493576171467","0.541166355715356","1"
"Very low transfer dependency","1989","Schleswig-Holstein","East Germany","","","","","1"
"Very low transfer dependency","1989","Hesse","East Germany","","","","","1"
"Very low transfer dependency","1989","Baden-Württemberg","West Germany","959","0.442256605305371","0.41881928673631","0.465693923874433","1"
"Very low transfer dependency","1989","Baden-Württemberg","East Germany","","","","","1"
"Very low transfer dependency","1989","Berlin","West Germany","147","0.320843800891584","0.269538033020347","0.372149568762821","1"
"Very low transfer dependency","1989","Hamburg","West Germany","65","0.240798423585355","0.179018900721639","0.302577946449071","1"
"Very low transfer dependency","1989","Hamburg","East Germany","","","","","1"
"Very low transfer dependency","1989","Lower Saxony","West Germany","471","0.414439871275456","0.382981288504567","0.445898454046345","1"
"Very low transfer dependency","1989","Lower Saxony","East Germany","","","","","1"
"Very low transfer dependency","1989","Bremen","West Germany","48","0.392057156444654","0.299117464962773","0.484996847926534","1"
"Very low transfer dependency","1989","Bremen","East Germany","","","","","1"
"Very low transfer dependency","1989","North Rhine-Westphalia","East Germany","","","","","1"
"Very low transfer dependency","1989","Hesse","West Germany","491","0.39218739133288","0.361091374150727","0.423283408515032","1"
"Very low transfer dependency","1989","Rhineland-Palatinate,Saarland","West Germany","311","0.389407301191416","0.35251254205739","0.426302060325442","1"
"Very low transfer dependency","1989","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Very low transfer dependency","1989","Saxony","West Germany","","","","","1"
"Very low transfer dependency","1989","Saxony","East Germany","","","","","1"
"Very low transfer dependency","1989","Saxony-Anhalt","West Germany","","","","","1"
"Very low transfer dependency","1989","Saxony-Anhalt","East Germany","","","","","1"
"Very low transfer dependency","1989","Thuringia","West Germany","","","","","1"
"Very low transfer dependency","1989","Thuringia","East Germany","","","","","1"
"Complete transfer dependency","1990","Baden-Württemberg","West Germany","4","","","","5"
"Complete transfer dependency","1990","Baden-Württemberg","East Germany","","","","","5"
"Complete transfer dependency","1990","Bavaria","West Germany","5","","","","5"
"Complete transfer dependency","1990","Hesse","East Germany","","","","","5"
"Complete transfer dependency","1990","Rhineland-Palatinate,Saarland","East Germany","","","","","5"
"Complete transfer dependency","1990","Rhineland-Palatinate,Saarland","West Germany","4","","","","5"
"Complete transfer dependency","1990","North Rhine-Westphalia","West Germany","21","","","","5"
"Complete transfer dependency","1990","North Rhine-Westphalia","East Germany","","","","","5"
"Complete transfer dependency","1990","Hesse","West Germany","2","","","","5"
"Complete transfer dependency","1990","Schleswig-Holstein","West Germany","1","","","","5"
"Complete transfer dependency","1990","Schleswig-Holstein","East Germany","","","","","5"
"Complete transfer dependency","1990","Hamburg","West Germany","1","","","","5"
"Complete transfer dependency","1990","Hamburg","East Germany","","","","","5"
"Complete transfer dependency","1990","Lower Saxony","East Germany","","","","","5"
"Complete transfer dependency","1990","Bremen","West Germany","","","","","5"
"Complete transfer dependency","1990","Bremen","East Germany","","","","","5"
"Complete transfer dependency","1990","Lower Saxony","West Germany","11","","","","5"
"Complete transfer dependency","1990","Bavaria","East Germany","","","","","5"
"Complete transfer dependency","1990","Berlin","West Germany","4","","","","5"
"Complete transfer dependency","1990","Berlin","East Germany","","","","","5"
"Complete transfer dependency","1990","Brandenburg","West Germany","","","","","5"
"Complete transfer dependency","1990","Brandenburg","East Germany","","","","","5"
"Complete transfer dependency","1990","Mecklenburg-Western Pomerania","West Germany","","","","","5"
"Complete transfer dependency","1990","Mecklenburg-Western Pomerania","East Germany","","","","","5"
"Complete transfer dependency","1990","Saxony","West Germany","","","","","5"
"Complete transfer dependency","1990","Saxony","East Germany","","","","","5"
"Complete transfer dependency","1990","Saxony-Anhalt","West Germany","","","","","5"
"Complete transfer dependency","1990","Saxony-Anhalt","East Germany","","","","","5"
"Complete transfer dependency","1990","Thuringia","West Germany","","","","","5"
"Complete transfer dependency","1990","Thuringia","East Germany","","","","","5"
"High transfer dependency","1990","Schleswig-Holstein","West Germany","6","","","","3"
"High transfer dependency","1990","Schleswig-Holstein","East Germany","","","","","3"
"High transfer dependency","1990","Thuringia","East Germany","","","","","3"
"High transfer dependency","1990","Hamburg","West Germany","2","","","","3"
"High transfer dependency","1990","Hamburg","East Germany","","","","","3"
"High transfer dependency","1990","Lower Saxony","West Germany","9","","","","3"
"High transfer dependency","1990","Lower Saxony","East Germany","","","","","3"
"High transfer dependency","1990","Bremen","West Germany","2","","","","3"
"High transfer dependency","1990","Mecklenburg-Western Pomerania","East Germany","","","","","3"
"High transfer dependency","1990","Saxony-Anhalt","West Germany","","","","","3"
"High transfer dependency","1990","Saxony-Anhalt","East Germany","","","","","3"
"High transfer dependency","1990","Thuringia","West Germany","","","","","3"
"High transfer dependency","1990","Bremen","East Germany","","","","","3"
"High transfer dependency","1990","North Rhine-Westphalia","West Germany","44","0.015690623594943","0.0107134676846766","0.0206677795052094","3"
"High transfer dependency","1990","North Rhine-Westphalia","East Germany","","","","","3"
"High transfer dependency","1990","Hesse","West Germany","5","","","","3"
"High transfer dependency","1990","Hesse","East Germany","","","","","3"
"High transfer dependency","1990","Rhineland-Palatinate,Saarland","West Germany","9","","","","3"
"High transfer dependency","1990","Bavaria","East Germany","","","","","3"
"High transfer dependency","1990","Berlin","West Germany","5","","","","3"
"High transfer dependency","1990","Brandenburg","West Germany","","","","","3"
"High transfer dependency","1990","Brandenburg","East Germany","","","","","3"
"High transfer dependency","1990","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"High transfer dependency","1990","Saxony","West Germany","","","","","3"
"High transfer dependency","1990","Saxony","East Germany","","","","","3"
"High transfer dependency","1990","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"High transfer dependency","1990","Baden-Württemberg","West Germany","12","","","","3"
"High transfer dependency","1990","Baden-Württemberg","East Germany","","","","","3"
"High transfer dependency","1990","Bavaria","West Germany","5","","","","3"
"High transfer dependency","1990","Berlin","East Germany","","","","","3"
"Low transfer dependency","1990","Hamburg","West Germany","7","","","","2"
"Low transfer dependency","1990","Schleswig-Holstein","East Germany","","","","","2"
"Low transfer dependency","1990","Schleswig-Holstein","West Germany","2","","","","2"
"Low transfer dependency","1990","Hamburg","East Germany","","","","","2"
"Low transfer dependency","1990","Lower Saxony","West Germany","37","0.0352671101767073","0.0233285513732033","0.0472056689802113","2"
"Low transfer dependency","1990","Lower Saxony","East Germany","","","","","2"
"Low transfer dependency","1990","Bremen","West Germany","6","","","","2"
"Low transfer dependency","1990","Bremen","East Germany","","","","","2"
"Low transfer dependency","1990","North Rhine-Westphalia","West Germany","80","0.027574623090194","0.021016519588416","0.034132726591972","2"
"Low transfer dependency","1990","North Rhine-Westphalia","East Germany","","","","","2"
"Low transfer dependency","1990","Hesse","West Germany","26","","","","2"
"Low transfer dependency","1990","Hesse","East Germany","","","","","2"
"Low transfer dependency","1990","Rhineland-Palatinate,Saarland","West Germany","15","","","","2"
"Low transfer dependency","1990","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Low transfer dependency","1990","Baden-Württemberg","West Germany","18","","","","2"
"Low transfer dependency","1990","Bavaria","West Germany","48","0.0306687689617363","0.021937518246369","0.0394000196771036","2"
"Low transfer dependency","1990","Baden-Württemberg","East Germany","","","","","2"
"Low transfer dependency","1990","Bavaria","East Germany","","","","","2"
"Low transfer dependency","1990","Berlin","West Germany","8","","","","2"
"Low transfer dependency","1990","Berlin","East Germany","","","","","2"
"Low transfer dependency","1990","Brandenburg","West Germany","","","","","2"
