"transab_cat","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"Low transfer dependency","1996","Single parent ","Female","32","0.0614190489276948","0.0385385590401531","0.0842995388152364","2"
"Low transfer dependency","1996","Couple + C. LE 16 ","Male","107","0.0655463968982317","0.0526921576313858","0.0784006361650777","2"
"Low transfer dependency","1996","Couple + C. LE 16 ","Female","110","0.0675731733032675","0.0547283666545212","0.0804179799520137","2"
"Low transfer dependency","1996","Couple + C. GT 16 ","Male","104","0.0710274161637897","0.0564938589493679","0.0855609733782115","2"
"Low transfer dependency","1996","Couple + C. GT 16 ","Female","81","0.0667953340600271","0.0514131023643428","0.0821775657557113","2"
"Low transfer dependency","1996","Couple + C. LE and GT 16","Male","39","0.0652298277483585","0.0457298878070632","0.0847297676896538","2"
"Low transfer dependency","1996","Couple + C. LE and GT 16","Female","41","0.0662965156244303","0.0460134304979707","0.0865796007508898","2"
"No transfer dependency","1996","1-pers.-HH","Male","429","0.810346666805449","0.777312365667169","0.843380967943728","0"
"No transfer dependency","1996","1-pers.-HH","Female","777","0.859210437641798","0.83677253588972","0.881648339393876","0"
"No transfer dependency","1996","(Married) couple without C. ","Male","1352","0.80800593540636","0.789494100137527","0.826517770675193","0"
"No transfer dependency","1996","(Married) couple without C. ","Female","1367","0.795849355089963","0.777044649059068","0.814654061120858","0"
"No transfer dependency","1996","Single parent ","Male","105","0.468487182374876","0.402993201717982","0.533981163031771","0"
"No transfer dependency","1996","Single parent ","Female","99","0.249176258400264","0.207956994113742","0.290395522686786","0"
"No transfer dependency","1996","Couple + C. LE 16 ","Male","21","","","","0"
"No transfer dependency","1996","Couple + C. LE 16 ","Female","21","","","","0"
"No transfer dependency","1996","Couple + C. GT 16 ","Male","454","0.39063064982816","0.363026083463801","0.418235216192518","0"
"No transfer dependency","1996","Couple + C. GT 16 ","Female","337","0.363509431723477","0.333873972396077","0.393144891050877","0"
"No transfer dependency","1996","Couple + C. LE and GT 16","Male","4","","","","0"
"No transfer dependency","1996","Couple + C. LE and GT 16","Female","5","","","","0"
"Very high transfer dependency","1996","1-pers.-HH","Male","12","","","","4"
"Very high transfer dependency","1996","(Married) couple without C. ","Male","29","","","","4"
"Very high transfer dependency","1996","(Married) couple without C. ","Female","29","","","","4"
"Very high transfer dependency","1996","Couple + C. LE 16 ","Male","11","","","","4"
"Very high transfer dependency","1996","Couple + C. LE 16 ","Female","12","","","","4"
"Very high transfer dependency","1996","1-pers.-HH","Female","14","","","","4"
"Very high transfer dependency","1996","Single parent ","Male","5","","","","4"
"Very high transfer dependency","1996","Single parent ","Female","23","","","","4"
"Very high transfer dependency","1996","Couple + C. LE and GT 16","Male","10","","","","4"
"Very high transfer dependency","1996","Couple + C. LE and GT 16","Female","10","","","","4"
"Very high transfer dependency","1996","Couple + C. GT 16 ","Male","10","","","","4"
"Very high transfer dependency","1996","Couple + C. GT 16 ","Female","12","","","","4"
"Very low transfer dependency","1996","1-pers.-HH","Male","57","0.0924401720348473","0.0680329999578755","0.116847344111819","1"
"Very low transfer dependency","1996","1-pers.-HH","Female","78","0.0863048401740103","0.0681887080679738","0.104420972280047","1"
"Very low transfer dependency","1996","(Married) couple without C. ","Male","226","0.114883537570849","0.0998960992339785","0.12987097590772","1"
"Very low transfer dependency","1996","(Married) couple without C. ","Female","235","0.125055272724891","0.109623456271966","0.140487089177816","1"
"Very low transfer dependency","1996","Single parent ","Male","97","0.454793130125596","0.389437460735563","0.520148799515629","1"
"Very low transfer dependency","1996","Single parent ","Female","220","0.522889104250202","0.475290702448292","0.570487506052111","1"
"Very low transfer dependency","1996","Couple + C. LE 16 ","Male","1245","0.893249773872004","0.877211266220458","0.909288281523549","1"
"Very low transfer dependency","1996","Couple + C. LE 16 ","Female","1279","0.884186265261455","0.867811127974818","0.900561402548092","1"
"Very low transfer dependency","1996","Couple + C. GT 16 ","Male","603","0.513492910967049","0.485213570239517","0.54177225169458","1"
"Very low transfer dependency","1996","Couple + C. GT 16 ","Female","555","0.542047024177138","0.51135067264363","0.572743375710647","1"
"Very low transfer dependency","1996","Couple + C. LE and GT 16","Male","541","0.889343009612743","0.864569826661538","0.914116192563947","1"
"Very low transfer dependency","1996","Couple + C. LE and GT 16","Female","507","0.881431629456042","0.85507663598631","0.907786622925774","1"
"Complete transfer dependency","1997","1-pers.-HH","Male","13","","","","5"
"Complete transfer dependency","1997","1-pers.-HH","Female","14","","","","5"
"Complete transfer dependency","1997","(Married) couple without C. ","Male","10","","","","5"
"Complete transfer dependency","1997","(Married) couple without C. ","Female","9","","","","5"
"Complete transfer dependency","1997","Single parent ","Male","1","","","","5"
"Complete transfer dependency","1997","Single parent ","Female","20","","","","5"
"Complete transfer dependency","1997","Couple + C. LE 16 ","Male","9","","","","5"
"Complete transfer dependency","1997","Couple + C. LE 16 ","Female","9","","","","5"
"Complete transfer dependency","1997","Couple + C. GT 16 ","Male","1","","","","5"
"Complete transfer dependency","1997","Couple + C. GT 16 ","Female","1","","","","5"
"Complete transfer dependency","1997","Couple + C. LE and GT 16","Male","3","","","","5"
"Complete transfer dependency","1997","Couple + C. LE and GT 16","Female","4","","","","5"
"High transfer dependency","1997","1-pers.-HH","Male","15","","","","3"
"High transfer dependency","1997","1-pers.-HH","Female","17","","","","3"
"High transfer dependency","1997","(Married) couple without C. ","Male","43","0.0181643371464112","0.0119690968051081","0.0243595774877142","3"
"High transfer dependency","1997","(Married) couple without C. ","Female","43","0.0197854733188226","0.0133376537252604","0.0262332929123848","3"
"High transfer dependency","1997","Single parent ","Male","6","","","","3"
"High transfer dependency","1997","Single parent ","Female","30","0.0830526933357993","0.0559069406764413","0.110198445995157","3"
"High transfer dependency","1997","Couple + C. LE 16 ","Male","34","0.0208978893179041","0.0133289287782919","0.0284668498575162","3"
"High transfer dependency","1997","Couple + C. LE 16 ","Female","36","0.0239872657050962","0.0160317348037987","0.0319427966063937","3"
"High transfer dependency","1997","Couple + C. GT 16 ","Male","18","","","","3"
"High transfer dependency","1997","Couple + C. GT 16 ","Female","18","","","","3"
"High transfer dependency","1997","Couple + C. LE and GT 16","Female","16","","","","3"
"High transfer dependency","1997","Couple + C. LE and GT 16","Male","16","","","","3"
"Low transfer dependency","1997","1-pers.-HH","Male","21","","","","2"
"Low transfer dependency","1997","1-pers.-HH","Female","22","","","","2"
"Low transfer dependency","1997","(Married) couple without C. ","Male","110","0.0501686887820289","0.0400419735639061","0.0602954040001517","2"
"Low transfer dependency","1997","(Married) couple without C. ","Female","112","0.05463926611928","0.0441164908133061","0.065162041425254","2"
"Low transfer dependency","1997","Single parent ","Male","21","","","","2"
"Low transfer dependency","1997","Single parent ","Female","36","0.0779473666435947","0.0515760740263013","0.104318659260888","2"
"Low transfer dependency","1997","Couple + C. LE 16 ","Male","144","0.0960780410041663","0.0804843625952361","0.111671719413097","2"
"Low transfer dependency","1997","Couple + C. LE 16 ","Female","152","0.0942863367638928","0.0790923797590509","0.109480293768735","2"
"Low transfer dependency","1997","Couple + C. GT 16 ","Male","89","0.0573581006339406","0.044629670909428","0.0700865303584531","2"
"Low transfer dependency","1997","Couple + C. GT 16 ","Female","86","0.0573189990437931","0.0433583707779143","0.071279627309672","2"
"Low transfer dependency","1997","Couple + C. LE and GT 16","Male","57","0.0758221907605787","0.0548839669425442","0.0967604145786132","2"
"Low transfer dependency","1997","Couple + C. LE and GT 16","Female","50","0.0751293056018545","0.0537136292259188","0.0965449819777901","2"
"No transfer dependency","1997","1-pers.-HH","Male","414","0.782023541537975","0.746939712628715","0.817107370447236","0"
"No transfer dependency","1997","1-pers.-HH","Female","773","0.846540254717174","0.823160834011915","0.869919675422432","0"
"No transfer dependency","1997","(Married) couple without C. ","Male","1338","0.777883564525726","0.758600474613981","0.79716665443747","0"
"No transfer dependency","1997","(Married) couple without C. ","Female","1340","0.763458597060385","0.743783113376052","0.783134080744718","0"
"No transfer dependency","1997","Single parent ","Male","76","0.355166042209756","0.291784076896391","0.418548007523121","0"
"No transfer dependency","1997","Single parent ","Female","78","0.192055434170378","0.1533067535291","0.230804114811656","0"
"No transfer dependency","1997","Couple + C. LE 16 ","Male","15","","","","0"
"No transfer dependency","1997","Couple + C. LE 16 ","Female","16","","","","0"
"No transfer dependency","1997","Couple + C. GT 16 ","Male","413","0.336818508837368","0.310947208879998","0.362689808794738","0"
"No transfer dependency","1997","Couple + C. GT 16 ","Female","317","0.31743327148714","0.289477462328135","0.345389080646144","0"
"No transfer dependency","1997","Couple + C. LE and GT 16","Male","2","","","","0"
"No transfer dependency","1997","Couple + C. LE and GT 16","Female","1","","","","0"
"Very high transfer dependency","1997","1-pers.-HH","Female","19","","","","4"
"Very high transfer dependency","1997","1-pers.-HH","Male","18","","","","4"
"Very high transfer dependency","1997","(Married) couple without C. ","Male","21","","","","4"
"Very high transfer dependency","1997","(Married) couple without C. ","Female","21","","","","4"
"Very high transfer dependency","1997","Single parent ","Male","2","","","","4"
"Very high transfer dependency","1997","Couple + C. LE 16 ","Male","23","","","","4"
"Very high transfer dependency","1997","Couple + C. LE 16 ","Female","23","","","","4"
"Very high transfer dependency","1997","Single parent ","Female","19","","","","4"
"Very high transfer dependency","1997","Couple + C. LE and GT 16","Male","8","","","","4"
"Very high transfer dependency","1997","Couple + C. LE and GT 16","Female","7","","","","4"
"Very high transfer dependency","1997","Couple + C. GT 16 ","Male","16","","","","4"
"Very high transfer dependency","1997","Couple + C. GT 16 ","Female","15","","","","4"
"Very low transfer dependency","1997","1-pers.-HH","Male","51","0.112858870196245","0.0859709951430817","0.139746745249408","1"
"Very low transfer dependency","1997","1-pers.-HH","Female","68","0.0743853418698969","0.0573648739372666","0.0914058098025272","1"
"Very low transfer dependency","1997","(Married) couple without C. ","Male","263","0.136666664784789","0.120731757755752","0.152601571813826","1"
"Very low transfer dependency","1997","Couple + C. LE 16 ","Male","1147","0.849230190672847","0.830296253105671","0.868164128240022","1"
"Very low transfer dependency","1997","Couple + C. GT 16 ","Female","628","0.591681346079501","0.562161313233158","0.621201378925843","1"
"Very low transfer dependency","1997","(Married) couple without C. ","Female","267","0.145931035871876","0.129585491413819","0.162276580329934","1"
"Very low transfer dependency","1997","Single parent ","Male","113","0.510884570478092","0.444679217031813","0.577089923924371","1"
