"transab_cat","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Complete transfer dependency","2001","secondary school degree","(2b) intermediate general qualification","5","","",""
"Complete transfer dependency","2001","secondary school degree","(2a) intermediate vocational","36","0.00732229215531149","0.0049657342396167","0.00967885007100627"
"Complete transfer dependency","2001","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Complete transfer dependency","2001","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Complete transfer dependency","2001","secondary school degree","(3a) lower tertiary education","3","","",""
"Complete transfer dependency","2001","secondary school degree","(3b) higher tertiary education","","","",""
"Complete transfer dependency","2001","college entrance qualification","(0) in school","","","",""
"Complete transfer dependency","2001","college entrance qualification","(1a) inadequately completed","","","",""
"Complete transfer dependency","2001","college entrance qualification","(1b) general elementary school","","","",""
"Complete transfer dependency","2001","college entrance qualification","(1c) basic vocational qualification","","","",""
"Complete transfer dependency","2001","college entrance qualification","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","2001","college entrance qualification","(2a) intermediate vocational","","","",""
"Complete transfer dependency","2001","college entrance qualification","(2c_gen) general maturity certificate","6","","",""
"Complete transfer dependency","2001","college entrance qualification","(2c_voc) vocational maturity certificate","7","","",""
"Complete transfer dependency","2001","college entrance qualification","(3a) lower tertiary education","1","","",""
"Complete transfer dependency","2001","college entrance qualification","(3b) higher tertiary education","1","","",""
"Complete transfer dependency","2001","Other degree","(0) in school","","","",""
"Complete transfer dependency","2001","Other degree","(1a) inadequately completed","","","",""
"Complete transfer dependency","2001","Other degree","(1b) general elementary school","14","","",""
"Complete transfer dependency","2001","Other degree","(1c) basic vocational qualification","12","","",""
"Complete transfer dependency","2001","Other degree","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","2001","Other degree","(2a) intermediate vocational","","","",""
"Complete transfer dependency","2001","Other degree","(2c_gen) general maturity certificate","2","","",""
"Complete transfer dependency","2001","Other degree","(2c_voc) vocational maturity certificate","3","","",""
"Complete transfer dependency","2001","Other degree","(3a) lower tertiary education","","","",""
"Complete transfer dependency","2001","Other degree","(3b) higher tertiary education","7","","",""
"Complete transfer dependency","2001","no degree/no degree yet","(0) in school","5","","",""
"Complete transfer dependency","2001","no degree/no degree yet","(1a) inadequately completed","6","","",""
"Complete transfer dependency","2001","no degree/no degree yet","(1b) general elementary school","","","",""
"Complete transfer dependency","2001","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Complete transfer dependency","2001","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","2001","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Complete transfer dependency","2001","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Complete transfer dependency","2001","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Complete transfer dependency","2001","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Complete transfer dependency","2001","no degree/no degree yet","(3b) higher tertiary education","","","",""
"No transfer dependency","2002","lower secondary degree","(0) in school","","","",""
"No transfer dependency","2002","lower secondary degree","(1a) inadequately completed","","","",""
"No transfer dependency","2002","lower secondary degree","(1b) general elementary school","972","0.598210630552705","0.575724020504721","0.620697240600688"
"No transfer dependency","2002","lower secondary degree","(1c) basic vocational qualification","3288","0.588254903687279","0.57594482294952","0.600564984425038"
"No transfer dependency","2002","lower secondary degree","(2b) intermediate general qualification","","","",""
"No transfer dependency","2002","lower secondary degree","(2a) intermediate vocational","6","","",""
"No transfer dependency","2002","lower secondary degree","(2c_gen) general maturity certificate","3","","",""
"No transfer dependency","2002","lower secondary degree","(2c_voc) vocational maturity certificate","10","","",""
"No transfer dependency","2002","lower secondary degree","(3a) lower tertiary education","102","0.747040655085933","0.678159589299053","0.815921720872814"
"No transfer dependency","2002","lower secondary degree","(3b) higher tertiary education","29","","",""
"No transfer dependency","2002","secondary school degree","(0) in school","","","",""
"No transfer dependency","2002","secondary school degree","(1a) inadequately completed","","","",""
"No transfer dependency","2002","secondary school degree","(1b) general elementary school","","","",""
"No transfer dependency","2002","secondary school degree","(1c) basic vocational qualification","","","",""
"No transfer dependency","2002","secondary school degree","(2b) intermediate general qualification","110","0.221899316907093","0.189681690372409","0.254116943441777"
"No transfer dependency","2002","secondary school degree","(2a) intermediate vocational","1821","0.412388762508664","0.399071705400888","0.425705819616441"
"No transfer dependency","2002","secondary school degree","(2c_gen) general maturity certificate","2","","",""
"No transfer dependency","2002","secondary school degree","(2c_voc) vocational maturity certificate","20","","",""
"No transfer dependency","2002","secondary school degree","(3a) lower tertiary education","193","0.415159122981542","0.374164419239405","0.456153826723678"
"No transfer dependency","2002","secondary school degree","(3b) higher tertiary education","52","0.590612569984421","0.502634169319699","0.678590970649143"
"No transfer dependency","2002","college entrance qualification","(0) in school","","","",""
"No transfer dependency","2002","college entrance qualification","(1a) inadequately completed","","","",""
"No transfer dependency","2002","college entrance qualification","(1b) general elementary school","","","",""
"No transfer dependency","2002","college entrance qualification","(1c) basic vocational qualification","","","",""
"No transfer dependency","2002","college entrance qualification","(2b) intermediate general qualification","","","",""
"No transfer dependency","2002","college entrance qualification","(2a) intermediate vocational","","","",""
"No transfer dependency","2002","college entrance qualification","(2c_gen) general maturity certificate","158","0.308108147616005","0.275726922656996","0.340489372575014"
"No transfer dependency","2002","college entrance qualification","(2c_voc) vocational maturity certificate","526","0.477044955237808","0.450110480263011","0.503979430212605"
"No transfer dependency","2002","college entrance qualification","(3a) lower tertiary education","458","0.537675903488757","0.507518982852198","0.567832824125317"
"No transfer dependency","2002","college entrance qualification","(3b) higher tertiary education","955","0.50176167697012","0.481657227666261","0.521866126273979"
"No transfer dependency","2002","Other degree","(0) in school","","","",""
"No transfer dependency","2002","Other degree","(1a) inadequately completed","","","",""
"No transfer dependency","2002","Other degree","(1b) general elementary school","137","0.333212866308961","0.288556776427192","0.37786895619073"
"No transfer dependency","2002","Other degree","(1c) basic vocational qualification","154","0.396888539122954","0.349530988476826","0.444246089769082"
"No transfer dependency","2002","Other degree","(2b) intermediate general qualification","","","",""
"No transfer dependency","2002","Other degree","(2a) intermediate vocational","","","",""
"No transfer dependency","2002","Other degree","(2c_gen) general maturity certificate","16","","",""
"No transfer dependency","2002","Other degree","(2c_voc) vocational maturity certificate","41","0.222434843718148","0.160101583715715","0.284768103720581"
"No transfer dependency","2002","Other degree","(3a) lower tertiary education","9","","",""
"No transfer dependency","2002","Other degree","(3b) higher tertiary education","46","0.253757371084278","0.190536313381869","0.316978428786686"
"No transfer dependency","2002","no degree/no degree yet","(0) in school","8","","",""
"No transfer dependency","2002","no degree/no degree yet","(1a) inadequately completed","111","0.416657200732156","0.35981766313308","0.473496738331232"
"No transfer dependency","2002","no degree/no degree yet","(1b) general elementary school","","","",""
"No transfer dependency","2002","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"No transfer dependency","2002","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"No transfer dependency","2002","no degree/no degree yet","(2a) intermediate vocational","","","",""
"No transfer dependency","2002","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"No transfer dependency","2002","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"No transfer dependency","2002","no degree/no degree yet","(3a) lower tertiary education","","","",""
"No transfer dependency","2002","no degree/no degree yet","(3b) higher tertiary education","1","","",""
"Very low transfer dependency","2002","lower secondary degree","(0) in school","","","",""
"Very low transfer dependency","2002","lower secondary degree","(1a) inadequately completed","","","",""
"Very low transfer dependency","2002","lower secondary degree","(1b) general elementary school","629","0.289695277447528","0.26888917353175","0.310501381363306"
"Very low transfer dependency","2002","lower secondary degree","(1c) basic vocational qualification","2320","0.329109362435043","0.317356060591704","0.340862664278382"
"Very low transfer dependency","2002","lower secondary degree","(2b) intermediate general qualification","1","","",""
"Very low transfer dependency","2002","lower secondary degree","(2a) intermediate vocational","15","","",""
"Very low transfer dependency","2002","lower secondary degree","(2c_gen) general maturity certificate","6","","",""
"Very low transfer dependency","2002","lower secondary degree","(2c_voc) vocational maturity certificate","17","","",""
"Very low transfer dependency","2002","lower secondary degree","(3a) lower tertiary education","42","0.201478427300599","0.13792192650385","0.265034928097349"
"Very low transfer dependency","2002","lower secondary degree","(3b) higher tertiary education","15","","",""
"Very low transfer dependency","2002","secondary school degree","(0) in school","","","",""
"Very low transfer dependency","2002","secondary school degree","(1a) inadequately completed","","","",""
"Very low transfer dependency","2002","secondary school degree","(1b) general elementary school","","","",""
"Very low transfer dependency","2002","secondary school degree","(1c) basic vocational qualification","","","",""
"Very low transfer dependency","2002","secondary school degree","(2b) intermediate general qualification","431","0.609264002262114","0.571433497731904","0.647094506792323"
"Very low transfer dependency","2002","secondary school degree","(2a) intermediate vocational","2863","0.469861855903437","0.456360125678139","0.483363586128736"
"Very low transfer dependency","2002","secondary school degree","(2c_gen) general maturity certificate","3","","",""
"Very low transfer dependency","2002","secondary school degree","(2c_voc) vocational maturity certificate","18","","",""
"Very low transfer dependency","2002","secondary school degree","(3a) lower tertiary education","305","0.485030456190971","0.443451184604076","0.526609727777866"
"Very low transfer dependency","2002","secondary school degree","(3b) higher tertiary education","60","0.345045238681127","0.259989985966143","0.43010049139611"
"Very low transfer dependency","2002","college entrance qualification","(0) in school","","","",""
"Very low transfer dependency","2002","college entrance qualification","(1a) inadequately completed","","","",""
"Very low transfer dependency","2002","college entrance qualification","(1b) general elementary school","","","",""
"Very low transfer dependency","2002","college entrance qualification","(1c) basic vocational qualification","","","",""
"Very low transfer dependency","2002","college entrance qualification","(2b) intermediate general qualification","","","",""
"Very low transfer dependency","2002","college entrance qualification","(2a) intermediate vocational","","","",""
"Very low transfer dependency","2002","college entrance qualification","(2c_gen) general maturity certificate","519","0.531969849979157","0.496975091631337","0.566964608326977"
"Very low transfer dependency","2002","college entrance qualification","(2c_voc) vocational maturity certificate","695","0.432814590004472","0.406096208071329","0.459532971937614"
"Very low transfer dependency","2002","college entrance qualification","(3a) lower tertiary education","553","0.432805918966016","0.402837358494792","0.462774479437241"
"Very low transfer dependency","2002","college entrance qualification","(3b) higher tertiary education","1352","0.454803943160237","0.434781672096253","0.47482621422422"
"Very low transfer dependency","2002","Other degree","(0) in school","","","",""
"Very low transfer dependency","2002","Other degree","(1a) inadequately completed","","","",""
"Very low transfer dependency","2002","Other degree","(1b) general elementary school","210","0.468400738842764","0.421126213550025","0.515675264135503"
"Very low transfer dependency","2002","Other degree","(1c) basic vocational qualification","193","0.436720164922546","0.388711471414641","0.484728858430451"
"Very low transfer dependency","2002","Other degree","(2b) intermediate general qualification","","","",""
"Very low transfer dependency","2002","Other degree","(2a) intermediate vocational","","","",""
"Very low transfer dependency","2002","Other degree","(2c_gen) general maturity certificate","42","0.525513863962991","0.410965071960905","0.640062655965078"
"Very low transfer dependency","2002","Other degree","(2c_voc) vocational maturity certificate","101","0.567256249707854","0.492996226132545","0.641516273283164"
"Very low transfer dependency","2002","Other degree","(3a) lower tertiary education","15","","",""
"Very low transfer dependency","2002","Other degree","(3b) higher tertiary education","105","0.474777113468272","0.402228501796497","0.547325725140048"
"Very low transfer dependency","2002","no degree/no degree yet","(0) in school","526","0.805331219027101","0.773780749560575","0.836881688493628"
"Very low transfer dependency","2002","no degree/no degree yet","(1a) inadequately completed","99","0.291691314016235","0.239286377178224","0.344096250854245"
"Very low transfer dependency","2002","no degree/no degree yet","(1b) general elementary school","","","",""
"Very low transfer dependency","2002","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Very low transfer dependency","2002","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Very low transfer dependency","2002","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Very low transfer dependency","2002","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Very low transfer dependency","2002","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Very low transfer dependency","2002","no degree/no degree yet","(3a) lower tertiary education","1","","",""
"Very low transfer dependency","2002","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Low transfer dependency","2002","lower secondary degree","(0) in school","","","",""
"Low transfer dependency","2002","lower secondary degree","(1a) inadequately completed","","","",""
"Low transfer dependency","2002","lower secondary degree","(1b) general elementary school","114","0.0521260516430504","0.0419307421725036","0.0623213611135972"
"Low transfer dependency","2002","lower secondary degree","(1c) basic vocational qualification","310","0.0444347297842991","0.0392805999341757","0.0495888596344225"
"Low transfer dependency","2002","lower secondary degree","(2b) intermediate general qualification","1","","",""
"Low transfer dependency","2002","lower secondary degree","(2a) intermediate vocational","2","","",""
"Low transfer dependency","2002","lower secondary degree","(2c_gen) general maturity certificate","2","","",""
"Low transfer dependency","2002","lower secondary degree","(2c_voc) vocational maturity certificate","3","","",""
"Low transfer dependency","2002","lower secondary degree","(3a) lower tertiary education","8","","",""
"Low transfer dependency","2002","lower secondary degree","(3b) higher tertiary education","1","","",""
"Low transfer dependency","2002","secondary school degree","(0) in school","","","",""
"Low transfer dependency","2002","secondary school degree","(1a) inadequately completed","","","",""
"Low transfer dependency","2002","secondary school degree","(1b) general elementary school","","","",""
"Low transfer dependency","2002","secondary school degree","(1c) basic vocational qualification","","","",""
"Low transfer dependency","2002","secondary school degree","(2b) intermediate general qualification","53","0.0860622812949675","0.0643171322093919","0.107807430380543"
"Low transfer dependency","2002","secondary school degree","(2a) intermediate vocational","358","0.0705140274797214","0.063588242807594","0.0774398121518488"
"Low transfer dependency","2002","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Low transfer dependency","2002","secondary school degree","(2c_voc) vocational maturity certificate","3","","",""
"Low transfer dependency","2002","secondary school degree","(3a) lower tertiary education","41","0.0707265389386791","0.049397829902605","0.0920552479747532"
"Low transfer dependency","2002","secondary school degree","(3b) higher tertiary education","5","","",""
"Low transfer dependency","2002","college entrance qualification","(0) in school","","","",""
"Low transfer dependency","2002","college entrance qualification","(1a) inadequately completed","","","",""
"Low transfer dependency","2002","college entrance qualification","(1b) general elementary school","","","",""
"Low transfer dependency","2002","college entrance qualification","(1c) basic vocational qualification","","","",""
"Low transfer dependency","2002","college entrance qualification","(2b) intermediate general qualification","","","",""
"Low transfer dependency","2002","college entrance qualification","(2a) intermediate vocational","","","",""
"Low transfer dependency","2002","college entrance qualification","(2c_gen) general maturity certificate","66","0.0906498305797142","0.0705139026332022","0.110785758526226"
"Low transfer dependency","2002","college entrance qualification","(2c_voc) vocational maturity certificate","63","0.049295082305453","0.0376210376445555","0.0609691269663506"
"Low transfer dependency","2002","college entrance qualification","(3a) lower tertiary education","27","","",""
"Low transfer dependency","2002","college entrance qualification","(3b) higher tertiary education","51","0.0295768794886724","0.0227647700514732","0.0363889889258715"
"Low transfer dependency","2002","Other degree","(0) in school","","","",""
"Low transfer dependency","2002","Other degree","(1a) inadequately completed","","","",""
"Low transfer dependency","2002","Other degree","(1b) general elementary school","41","0.0847110867858033","0.0583310477308652","0.111091125840741"
"Low transfer dependency","2002","Other degree","(1c) basic vocational qualification","39","0.0947095575571694","0.0663664781041021","0.123052637010237"
"Low transfer dependency","2002","Other degree","(2b) intermediate general qualification","","","",""
"Low transfer dependency","2002","Other degree","(2a) intermediate vocational","","","",""
"Low transfer dependency","2002","Other degree","(2c_gen) general maturity certificate","8","","",""
"Low transfer dependency","2002","Other degree","(2c_voc) vocational maturity certificate","18","","",""
"Low transfer dependency","2002","Other degree","(3a) lower tertiary education","1","","",""
"Low transfer dependency","2002","Other degree","(3b) higher tertiary education","10","","",""
"Low transfer dependency","2002","no degree/no degree yet","(0) in school","43","0.0919905488910364","0.0689609065491564","0.115020191232916"
"Low transfer dependency","2002","no degree/no degree yet","(1a) inadequately completed","40","0.132648887106138","0.0935424324589406","0.171755341753335"
"Low transfer dependency","2002","no degree/no degree yet","(1b) general elementary school","","","",""
"Low transfer dependency","2002","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Low transfer dependency","2002","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Low transfer dependency","2002","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Low transfer dependency","2002","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Low transfer dependency","2002","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Low transfer dependency","2002","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Low transfer dependency","2002","no degree/no degree yet","(3b) higher tertiary education","","","",""
"High transfer dependency","2002","lower secondary degree","(0) in school","","","",""
"High transfer dependency","2002","lower secondary degree","(1a) inadequately completed","","","",""
"High transfer dependency","2002","lower secondary degree","(1b) general elementary school","51","0.0287222447218986","0.0210613655136329","0.0363831239301643"
"High transfer dependency","2002","lower secondary degree","(1c) basic vocational qualification","109","0.0188503699208845","0.0154487055102904","0.0222520343314785"
"High transfer dependency","2002","lower secondary degree","(2b) intermediate general qualification","1","","",""
"High transfer dependency","2002","lower secondary degree","(2a) intermediate vocational","","","",""
"High transfer dependency","2002","lower secondary degree","(2c_gen) general maturity certificate","1","","",""
"High transfer dependency","2002","lower secondary degree","(2c_voc) vocational maturity certificate","2","","",""
"High transfer dependency","2002","lower secondary degree","(3a) lower tertiary education","1","","",""
"High transfer dependency","2002","lower secondary degree","(3b) higher tertiary education","","","",""
"High transfer dependency","2002","secondary school degree","(0) in school","","","",""
"High transfer dependency","2002","secondary school degree","(1a) inadequately completed","","","",""
"High transfer dependency","2002","secondary school degree","(1b) general elementary school","","","",""
"High transfer dependency","2002","secondary school degree","(1c) basic vocational qualification","","","",""
"High transfer dependency","2002","secondary school degree","(2b) intermediate general qualification","28","","",""
"High transfer dependency","2002","secondary school degree","(2a) intermediate vocational","115","0.0246520045883762","0.0204571614794876","0.0288468476972648"
"High transfer dependency","2002","secondary school degree","(2c_gen) general maturity certificate","","","",""
"High transfer dependency","2002","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"High transfer dependency","2002","secondary school degree","(3a) lower tertiary education","7","","",""
"High transfer dependency","2002","secondary school degree","(3b) higher tertiary education","3","","",""
"High transfer dependency","2002","college entrance qualification","(0) in school","","","",""
"High transfer dependency","2002","college entrance qualification","(1a) inadequately completed","","","",""
"High transfer dependency","2002","college entrance qualification","(1b) general elementary school","","","",""
"High transfer dependency","2002","college entrance qualification","(1c) basic vocational qualification","","","",""
"High transfer dependency","2002","college entrance qualification","(2b) intermediate general qualification","","","",""
"High transfer dependency","2002","college entrance qualification","(2a) intermediate vocational","","","",""
"High transfer dependency","2002","college entrance qualification","(2c_gen) general maturity certificate","24","","",""
"High transfer dependency","2002","college entrance qualification","(2c_voc) vocational maturity certificate","12","","",""
"High transfer dependency","2002","college entrance qualification","(3a) lower tertiary education","6","","",""
"High transfer dependency","2002","college entrance qualification","(3b) higher tertiary education","9","","",""
"High transfer dependency","2002","Other degree","(0) in school","","","",""
"High transfer dependency","2002","Other degree","(1a) inadequately completed","","","",""
"High transfer dependency","2002","Other degree","(1b) general elementary school","16","","",""
"High transfer dependency","2002","Other degree","(1c) basic vocational qualification","13","","",""
"High transfer dependency","2002","Other degree","(2b) intermediate general qualification","","","",""
"High transfer dependency","2002","Other degree","(2a) intermediate vocational","","","",""
"High transfer dependency","2002","Other degree","(2c_gen) general maturity certificate","4","","",""
"High transfer dependency","2002","Other degree","(2c_voc) vocational maturity certificate","5","","",""
"High transfer dependency","2002","Other degree","(3a) lower tertiary education","","","",""
"High transfer dependency","2002","Other degree","(3b) higher tertiary education","5","","",""
"High transfer dependency","2002","no degree/no degree yet","(0) in school","19","","",""
"High transfer dependency","2002","no degree/no degree yet","(1a) inadequately completed","13","","",""
"High transfer dependency","2002","no degree/no degree yet","(1b) general elementary school","","","",""
"High transfer dependency","2002","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"High transfer dependency","2002","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"High transfer dependency","2002","no degree/no degree yet","(2a) intermediate vocational","","","",""
"High transfer dependency","2002","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"High transfer dependency","2002","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"High transfer dependency","2002","no degree/no degree yet","(3a) lower tertiary education","","","",""
"High transfer dependency","2002","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Very high transfer dependency","2002","lower secondary degree","(0) in school","","","",""
"Very high transfer dependency","2002","lower secondary degree","(1a) inadequately completed","","","",""
"Very high transfer dependency","2002","lower secondary degree","(1b) general elementary school","34","0.0141281155858756","0.00871496554749709","0.019541265624254"
"Very high transfer dependency","2002","lower secondary degree","(1c) basic vocational qualification","63","0.0109392505215755","0.00833747889454183","0.0135410221486093"
"Very high transfer dependency","2002","lower secondary degree","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","2002","lower secondary degree","(2a) intermediate vocational","","","",""
"Very high transfer dependency","2002","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Very high transfer dependency","2002","lower secondary degree","(2c_voc) vocational maturity certificate","1","","",""
"Very high transfer dependency","2002","lower secondary degree","(3a) lower tertiary education","","","",""
"Very high transfer dependency","2002","lower secondary degree","(3b) higher tertiary education","","","",""
"Very high transfer dependency","2002","secondary school degree","(0) in school","","","",""
"Very high transfer dependency","2002","secondary school degree","(1a) inadequately completed","","","",""
"Very high transfer dependency","2002","secondary school degree","(1b) general elementary school","","","",""
"Very high transfer dependency","2002","secondary school degree","(1c) basic vocational qualification","","","",""
"Very high transfer dependency","2002","secondary school degree","(2b) intermediate general qualification","11","","",""
"Very high transfer dependency","2002","secondary school degree","(2a) intermediate vocational","51","0.0111971429256441","0.0083505964966063","0.0140436893546819"
"Very high transfer dependency","2002","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Very high transfer dependency","2002","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Very high transfer dependency","2002","secondary school degree","(3a) lower tertiary education","6","","",""
"Very high transfer dependency","2002","secondary school degree","(3b) higher tertiary education","","","",""
"Very high transfer dependency","2002","college entrance qualification","(0) in school","","","",""
"Very high transfer dependency","2002","college entrance qualification","(1a) inadequately completed","","","",""
"Very high transfer dependency","2002","college entrance qualification","(1b) general elementary school","","","",""
"Very high transfer dependency","2002","college entrance qualification","(1c) basic vocational qualification","","","",""
"Very high transfer dependency","2002","college entrance qualification","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","2002","college entrance qualification","(2a) intermediate vocational","","","",""
"Very high transfer dependency","2002","college entrance qualification","(2c_gen) general maturity certificate","9","","",""
"Very high transfer dependency","2002","college entrance qualification","(2c_voc) vocational maturity certificate","14","","",""
"Very high transfer dependency","2002","college entrance qualification","(3a) lower tertiary education","5","","",""
"Very high transfer dependency","2002","college entrance qualification","(3b) higher tertiary education","8","","",""
"Very high transfer dependency","2002","Other degree","(0) in school","","","",""
"Very high transfer dependency","2002","Other degree","(1a) inadequately completed","","","",""
"Very high transfer dependency","2002","Other degree","(1b) general elementary school","10","","",""
"Very high transfer dependency","2002","Other degree","(1c) basic vocational qualification","4","","",""
"Very high transfer dependency","2002","Other degree","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","2002","Other degree","(2a) intermediate vocational","","","",""
"Very high transfer dependency","2002","Other degree","(2c_gen) general maturity certificate","","","",""
"Very high transfer dependency","2002","Other degree","(2c_voc) vocational maturity certificate","2","","",""
"Very high transfer dependency","2002","Other degree","(3a) lower tertiary education","","","",""
"Very high transfer dependency","2002","Other degree","(3b) higher tertiary education","","","",""
"Very high transfer dependency","2002","no degree/no degree yet","(0) in school","6","","",""
"Very high transfer dependency","2002","no degree/no degree yet","(1a) inadequately completed","11","","",""
"Very high transfer dependency","2002","no degree/no degree yet","(1b) general elementary school","","","",""
"Very high transfer dependency","2002","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Very high transfer dependency","2002","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","2002","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Very high transfer dependency","2002","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Very high transfer dependency","2002","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Very high transfer dependency","2002","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Very high transfer dependency","2002","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Complete transfer dependency","2002","lower secondary degree","(0) in school","","","",""
"Complete transfer dependency","2002","lower secondary degree","(1a) inadequately completed","","","",""
"Complete transfer dependency","2002","lower secondary degree","(1b) general elementary school","26","","",""
"Complete transfer dependency","2002","lower secondary degree","(1c) basic vocational qualification","50","0.00841138365091914","0.00612702972238421","0.0106957375794541"
"Complete transfer dependency","2002","lower secondary degree","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","2002","lower secondary degree","(2a) intermediate vocational","","","",""
"Complete transfer dependency","2002","lower secondary degree","(2c_gen) general maturity certificate","1","","",""
"Complete transfer dependency","2002","lower secondary degree","(2c_voc) vocational maturity certificate","1","","",""
"Complete transfer dependency","2002","lower secondary degree","(3a) lower tertiary education","","","",""
"Complete transfer dependency","2002","lower secondary degree","(3b) higher tertiary education","","","",""
"Complete transfer dependency","2002","secondary school degree","(0) in school","","","",""
"Complete transfer dependency","2002","secondary school degree","(1a) inadequately completed","","","",""
"Complete transfer dependency","2002","secondary school degree","(1b) general elementary school","","","",""
"Complete transfer dependency","2002","secondary school degree","(1c) basic vocational qualification","","","",""
"Complete transfer dependency","2002","secondary school degree","(2b) intermediate general qualification","6","","",""
"Complete transfer dependency","2002","secondary school degree","(2a) intermediate vocational","41","0.0113862065941569","0.00851600324305696","0.0142564099452568"
"Complete transfer dependency","2002","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Complete transfer dependency","2002","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Complete transfer dependency","2002","secondary school degree","(3a) lower tertiary education","3","","",""
"Complete transfer dependency","2002","secondary school degree","(3b) higher tertiary education","","","",""
"Complete transfer dependency","2002","college entrance qualification","(0) in school","","","",""
"Complete transfer dependency","2002","college entrance qualification","(1a) inadequately completed","","","",""
"Complete transfer dependency","2002","college entrance qualification","(1b) general elementary school","","","",""
"Complete transfer dependency","2002","college entrance qualification","(1c) basic vocational qualification","","","",""
"Complete transfer dependency","2002","college entrance qualification","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","2002","college entrance qualification","(2a) intermediate vocational","","","",""
"Complete transfer dependency","2002","college entrance qualification","(2c_gen) general maturity certificate","5","","",""
"Complete transfer dependency","2002","college entrance qualification","(2c_voc) vocational maturity certificate","11","","",""
"Complete transfer dependency","2002","college entrance qualification","(3a) lower tertiary education","1","","",""
"Complete transfer dependency","2002","college entrance qualification","(3b) higher tertiary education","1","","",""
"Complete transfer dependency","2002","Other degree","(0) in school","","","",""
"Complete transfer dependency","2002","Other degree","(1a) inadequately completed","","","",""
"Complete transfer dependency","2002","Other degree","(1b) general elementary school","14","","",""
"Complete transfer dependency","2002","Other degree","(1c) basic vocational qualification","7","","",""
"Complete transfer dependency","2002","Other degree","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","2002","Other degree","(2a) intermediate vocational","","","",""
"Complete transfer dependency","2002","Other degree","(2c_gen) general maturity certificate","3","","",""
"Complete transfer dependency","2002","Other degree","(2c_voc) vocational maturity certificate","4","","",""
"Complete transfer dependency","2002","Other degree","(3a) lower tertiary education","1","","",""
"Complete transfer dependency","2002","Other degree","(3b) higher tertiary education","16","","",""
"Complete transfer dependency","2002","no degree/no degree yet","(0) in school","3","","",""
"Complete transfer dependency","2002","no degree/no degree yet","(1a) inadequately completed","15","","",""
"Complete transfer dependency","2002","no degree/no degree yet","(1b) general elementary school","","","",""
"Complete transfer dependency","2002","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Complete transfer dependency","2002","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","2002","no degree/no degree yet","(2a) intermediate vocational","","","",""
