"transab_cat","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence","value"
"No transfer dependency","2001","16-34 y.","West Germany","1385","0.340552562017952","0.326950725462817","0.354154398573086","0"
"No transfer dependency","2001","16-34 y.","East Germany","262","0.20927730714883","0.1886705163831","0.22988409791456","0"
"No transfer dependency","2001","35-65 y.","West Germany","3347","0.429053086739318","0.418891283396325","0.439214890082312","0"
"No transfer dependency","2001","35-65 y.","East Germany","883","0.345677563630451","0.328661989961627","0.362693137299274","0"
"No transfer dependency","2001","66 and older","East Germany","705","0.849645984710606","0.825589803591989","0.873702165829223","0"
"No transfer dependency","2001","66 and older","West Germany","2221","0.874114701794413","0.861336969509825","0.886892434079001","0"
"Very high transfer dependency","2001","35-65 y.","West Germany","100","0.012750850460863","0.0104472860180416","0.0150544149036844","4"
"Very high transfer dependency","2001","16-34 y.","West Germany","79","0.0201390815395238","0.0161071102443597","0.024171052834688","4"
"Very high transfer dependency","2001","16-34 y.","East Germany","50","0.0363968123386194","0.026910050900748","0.0458835737764908","4"
"Very high transfer dependency","2001","35-65 y.","East Germany","79","0.0330234998228694","0.0266300597010651","0.0394169399446736","4"
"Very high transfer dependency","2001","66 and older","West Germany","3","","","","4"
"Very high transfer dependency","2001","66 and older","East Germany","","","","","4"
"Very low transfer dependency","2001","16-34 y.","West Germany","2716","0.536394195068305","0.522081156204133","0.550707233932477","1"
"Very low transfer dependency","2001","16-34 y.","East Germany","844","0.541404236778622","0.516162860270934","0.56664561328631","1"
"Very low transfer dependency","2001","35-65 y.","West Germany","5020","0.494532841477323","0.484267782552732","0.504797900401915","1"
"Very low transfer dependency","2001","35-65 y.","East Germany","1505","0.457186257647464","0.439362999629608","0.475009515665321","1"
"Very low transfer dependency","2001","66 and older","West Germany","299","0.0987896224678357","0.0872961616216547","0.110283083314017","1"
"Very low transfer dependency","2001","66 and older","East Germany","118","0.123447517043732","0.101307379904779","0.145587654182685","1"
"Complete transfer dependency","2002","16-34 y.","East Germany","23","","","","5"
"Complete transfer dependency","2002","16-34 y.","West Germany","42","0.013165386385428","0.00986611976741825","0.0164646530034377","5"
"Complete transfer dependency","2002","35-65 y.","West Germany","91","0.0138051224909102","0.0115279804964462","0.0160822644853743","5"
"Complete transfer dependency","2002","35-65 y.","East Germany","53","0.0286715807368752","0.0227038805917534","0.034639280881997","5"
"Complete transfer dependency","2002","66 and older","West Germany","6","","","","5"
"Complete transfer dependency","2002","66 and older","East Germany","","","","","5"
"High transfer dependency","2002","16-34 y.","West Germany","106","0.0353212864707299","0.0299782513939358","0.0406643215475239","3"
"High transfer dependency","2002","16-34 y.","East Germany","79","0.0640930737068328","0.0515128233511346","0.076673324062531","3"
"High transfer dependency","2002","35-65 y.","West Germany","143","0.0203521045729157","0.0175964277930469","0.0231077813527845","3"
"High transfer dependency","2002","35-65 y.","East Germany","108","0.0370928406544563","0.0303345730920416","0.0438511082168709","3"
"High transfer dependency","2002","66 and older","West Germany","20","","","","3"
"High transfer dependency","2002","66 and older","East Germany","3","","","","3"
"Low transfer dependency","2002","16-34 y.","East Germany","201","0.140045995110218","0.12222055086463","0.157871439355805","2"
"Low transfer dependency","2002","16-34 y.","West Germany","319","0.0751952185072131","0.0675621604243951","0.0828282765900311","2"
"Low transfer dependency","2002","35-65 y.","West Germany","412","0.048146436685807","0.0439685586800771","0.0523243146915368","2"
"Low transfer dependency","2002","35-65 y.","East Germany","335","0.115455345549061","0.104027482407143","0.126883208690979","2"
"Low transfer dependency","2002","66 and older","West Germany","45","0.0170734231449183","0.0122157466995515","0.0219310995902851","2"
"Low transfer dependency","2002","66 and older","East Germany","15","","","","2"
"No transfer dependency","2002","16-34 y.","West Germany","1318","0.331326722606465","0.317702440202542","0.344951005010388","0"
"No transfer dependency","2002","16-34 y.","East Germany","240","0.187987734265133","0.167919301627094","0.208056166903171","0"
"No transfer dependency","2002","35-65 y.","West Germany","3713","0.425619799927732","0.415970423451094","0.435269176404369","0"
"No transfer dependency","2002","35-65 y.","East Germany","887","0.347782578371953","0.330751261235588","0.364813895508319","0"
"No transfer dependency","2002","66 and older","East Germany","768","0.872292569997586","0.850401775156961","0.894183364838211","0"
"No transfer dependency","2002","66 and older","West Germany","2336","0.865430877610417","0.852634217151706","0.878227538069128","0"
"Very high transfer dependency","2002","16-34 y.","West Germany","52","0.0139505434764881","0.0105556720300524","0.0173454149229238","4"
"Very high transfer dependency","2002","16-34 y.","East Germany","50","0.047185030393682","0.0362938786513863","0.0580761821359776","4"
"Very high transfer dependency","2002","35-65 y.","West Germany","74","0.00891706329315","0.0070824077674454","0.0107517188188546","4"
"Very high transfer dependency","2002","35-65 y.","East Germany","65","0.0281379495810431","0.0222244215142209","0.0340514776478653","4"
"Very high transfer dependency","2002","66 and older","West Germany","2","","","","4"
"Very high transfer dependency","2002","66 and older","East Germany","","","","","4"
"Very low transfer dependency","2002","16-34 y.","West Germany","2748","0.531040842553676","0.516596097086418","0.545485588020934","1"
"Very low transfer dependency","2002","16-34 y.","East Germany","863","0.544892536364114","0.519313757220594","0.570471315507634","1"
"Very low transfer dependency","2002","35-65 y.","West Germany","5653","0.483159473029486","0.47340705881327","0.492911887245701","1"
"Very low transfer dependency","2002","66 and older","West Germany","323","0.104808014009752","0.0933221655470983","0.116293862472406","1"
"Very low transfer dependency","2002","66 and older","East Germany","107","0.10869080687181","0.0882765788730197","0.129105034870599","1"
"Very low transfer dependency","2002","35-65 y.","East Germany","1556","0.442859705106611","0.425096820480237","0.460622589732985","1"
"Complete transfer dependency","2003","16-34 y.","East Germany","30","0.0230815277981469","0.0152849844901114","0.0308780711061824","5"
"Complete transfer dependency","2003","16-34 y.","West Germany","58","0.0217980027843719","0.0174476238285324","0.0261483817402114","5"
"Complete transfer dependency","2003","35-65 y.","West Germany","92","0.0156885321665132","0.0131995977617638","0.0181774665712625","5"
"Complete transfer dependency","2003","35-65 y.","East Germany","54","0.028001289898086","0.022012340071815","0.033990239724357","5"
"Complete transfer dependency","2003","66 and older","West Germany","4","","","","5"
"Complete transfer dependency","2003","66 and older","East Germany","","","","","5"
"High transfer dependency","2003","16-34 y.","West Germany","109","0.0303695525134304","0.0252571294718198","0.035481975555041","3"
"High transfer dependency","2003","16-34 y.","East Germany","88","0.0662410310986782","0.0533281963262023","0.0791538658711542","3"
"High transfer dependency","2003","35-65 y.","West Germany","128","0.0159151424655777","0.0134085855974465","0.0184216993337089","3"
"High transfer dependency","2003","35-65 y.","East Germany","98","0.0378543038261184","0.0309263200177301","0.0447822876345068","3"
"High transfer dependency","2003","66 and older","West Germany","13","","","","3"
"High transfer dependency","2003","66 and older","East Germany","2","","","","3"
"Low transfer dependency","2003","16-34 y.","West Germany","324","0.0745742884883904","0.066747748564416","0.0824008284123648","2"
"Low transfer dependency","2003","16-34 y.","East Germany","214","0.161130413767779","0.142041700935903","0.180219126599654","2"
"Low transfer dependency","2003","35-65 y.","East Germany","346","0.124603374224271","0.112614010183935","0.136592738264607","2"
"Low transfer dependency","2003","66 and older","West Germany","57","0.0224447632613226","0.0169345738495206","0.0279549526731247","2"
"Low transfer dependency","2003","35-65 y.","West Germany","445","0.0497987494642965","0.0454418951347702","0.0541556037938228","2"
"Low transfer dependency","2003","66 and older","East Germany","19","","","","2"
"No transfer dependency","2003","16-34 y.","West Germany","1179","0.304091294564708","0.290386182427121","0.317796406702295","0"
"No transfer dependency","2003","16-34 y.","East Germany","224","0.174529800443069","0.154822544606157","0.194237056279981","0"
"No transfer dependency","2003","35-65 y.","West Germany","3446","0.419099006905449","0.409216539339867","0.428981474471031","0"
"No transfer dependency","2003","35-65 y.","East Germany","881","0.343328954145664","0.326092101831968","0.360565806459361","0"
"No transfer dependency","2003","66 and older","East Germany","765","0.838086101989423","0.814269668911996","0.86190253506685","0"
"No transfer dependency","2003","66 and older","West Germany","2371","0.85899887936979","0.846052571191181","0.8719451875484","0"
"Very high transfer dependency","2003","35-65 y.","West Germany","81","0.0133690249921649","0.0110687314359351","0.0156693185483946","4"
"Very high transfer dependency","2003","16-34 y.","West Germany","67","0.0214399405711742","0.0171246504759599","0.0257552306663886","4"
"Very high transfer dependency","2003","16-34 y.","East Germany","60","0.061195763102203","0.0487509363032414","0.0736405899011647","4"
"Very high transfer dependency","2003","35-65 y.","East Germany","82","0.03685941763378","0.0300195470069117","0.0436992882606484","4"
"Very high transfer dependency","2003","66 and older","West Germany","2","","","","4"
"Very high transfer dependency","2003","66 and older","East Germany","","","","","4"
"Very low transfer dependency","2003","16-34 y.","East Germany","809","0.513821463790124","0.487871027086184","0.539771900494065","1"
"Very low transfer dependency","2003","16-34 y.","West Germany","2591","0.547726921077925","0.532898774261985","0.562555067893865","1"
"Very low transfer dependency","2003","35-65 y.","West Germany","5384","0.486129544005999","0.476118972898335","0.496140115113663","1"
"Very low transfer dependency","2003","35-65 y.","East Germany","1454","0.42935266027208","0.411383830722419","0.447321489821741","1"
"Very low transfer dependency","2003","66 and older","West Germany","329","0.109678087660576","0.0980536533938997","0.121302521927252","1"
"Very low transfer dependency","2003","66 and older","East Germany","133","0.133333511203274","0.111355621204613","0.155311401201936","1"
"Complete transfer dependency","2004","16-34 y.","East Germany","24","","","","5"
"Complete transfer dependency","2004","16-34 y.","West Germany","43","0.0134904287705851","0.00996868605077732","0.0170121714903928","5"
"Complete transfer dependency","2004","35-65 y.","West Germany","98","0.0153169100547742","0.0128154137256449","0.0178184063839035","5"
"Complete transfer dependency","2004","35-65 y.","East Germany","48","0.0290484136486479","0.0228111300773472","0.0352856972199487","5"
"Complete transfer dependency","2004","66 and older","West Germany","2","","","","5"
"Complete transfer dependency","2004","66 and older","East Germany","","","","","5"
"High transfer dependency","2004","16-34 y.","West Germany","113","0.029927527972659","0.0247259919518078","0.0351290639935102","3"
"High transfer dependency","2004","16-34 y.","East Germany","76","0.0720023786665413","0.0583790305432511","0.0856257267898314","3"
"High transfer dependency","2004","35-65 y.","West Germany","136","0.0174878166567301","0.0148178685719011","0.020157764741559","3"
"High transfer dependency","2004","35-65 y.","East Germany","100","0.0440060841804522","0.0363884621868353","0.0516237061740692","3"
"High transfer dependency","2004","66 and older","East Germany","1","","","","3"
"High transfer dependency","2004","66 and older","West Germany","14","","","","3"
"Low transfer dependency","2004","16-34 y.","West Germany","341","0.0940437947246726","0.0851330752457072","0.102954514203638","2"
"Low transfer dependency","2004","16-34 y.","East Germany","221","0.173057406118511","0.153119948511853","0.19299486372517","2"
"Low transfer dependency","2004","35-65 y.","West Germany","447","0.0526102215407976","0.0480627974139926","0.0571576456676026","2"
"Low transfer dependency","2004","35-65 y.","East Germany","302","0.110990416113321","0.0993241614481921","0.122656670778451","2"
"Low transfer dependency","2004","66 and older","West Germany","57","0.0211704842621584","0.0158761928118631","0.0264647757124537","2"
"Low transfer dependency","2004","66 and older","East Germany","20","","","","2"
"No transfer dependency","2004","16-34 y.","West Germany","1102","0.292496319416388","0.278608992735201","0.306383646097574","0"
"No transfer dependency","2004","16-34 y.","East Germany","225","0.184122554727526","0.163695631308869","0.204549478146183","0"
"No transfer dependency","2004","35-65 y.","West Germany","3215","0.4057444128701","0.39574259458561","0.415746231154591","0"
"No transfer dependency","2004","35-65 y.","East Germany","837","0.34940690993209","0.331699462583338","0.367114357280841","0"
"No transfer dependency","2004","66 and older","East Germany","799","0.831703147760431","0.808110227656981","0.855296067863882","0"
"No transfer dependency","2004","66 and older","West Germany","2405","0.849646600438682","0.836501475776421","0.862791725100943","0"
"Very high transfer dependency","2004","35-65 y.","West Germany","86","0.0147392097055491","0.0122846209078198","0.0171937985032783","4"
"Very high transfer dependency","2004","16-34 y.","East Germany","77","0.0685325376142864","0.0552166766470127","0.08184839858156","4"
"Very high transfer dependency","2004","16-34 y.","West Germany","72","0.0260094273723704","0.0211505395860482","0.0308683151586926","4"
"Very high transfer dependency","2004","35-65 y.","East Germany","95","0.0437437861045152","0.0361478586021148","0.0513397136069157","4"
"Very high transfer dependency","2004","66 and older","West Germany","3","","","","4"
"Very high transfer dependency","2004","66 and older","East Germany","","","","","4"
"Very low transfer dependency","2004","16-34 y.","West Germany","2451","0.544032501743325","0.528827955498511","0.55923704798814","1"
"Very low transfer dependency","2004","16-34 y.","East Germany","760","0.473844266722135","0.44752874590786","0.500159787536409","1"
"Very low transfer dependency","2004","35-65 y.","West Germany","5277","0.494101429172049","0.483917723702679","0.504285134641419","1"
"Very low transfer dependency","2004","35-65 y.","East Germany","1403","0.422804390020973","0.404457318881932","0.441151461160015","1"
"Very low transfer dependency","2004","66 and older","West Germany","359","0.120967555402701","0.10897461085637","0.132960499949031","1"
"Very low transfer dependency","2004","66 and older","East Germany","146","0.139472961604623","0.117626213580853","0.161319709628392","1"
"Complete transfer dependency","2005","16-34 y.","East Germany","28","","","","5"
"Complete transfer dependency","2005","16-34 y.","West Germany","52","0.0148783409333677","0.011076302112271","0.0186803797544643","5"
"Complete transfer dependency","2005","35-65 y.","West Germany","84","0.0144178097194518","0.0119262252063697","0.0169093942325339","5"
"Complete transfer dependency","2005","35-65 y.","East Germany","55","0.0326225626561071","0.0258728906743226","0.0393722346378917","5"
"Complete transfer dependency","2005","66 and older","West Germany","","","","","5"
"Complete transfer dependency","2005","66 and older","East Germany","","","","","5"
"High transfer dependency","2005","16-34 y.","West Germany","112","0.0334376055357574","0.0277917872994104","0.0390834237721043","3"
"High transfer dependency","2005","16-34 y.","East Germany","86","0.0828225886731509","0.0679260183907374","0.0977191589555644","3"
"High transfer dependency","2005","35-65 y.","West Germany","142","0.0203567031174103","0.0174050367858028","0.0233083694490178","3"
"High transfer dependency","2005","35-65 y.","East Germany","109","0.0428697862574201","0.0351734005263367","0.0505661719885036","3"
"High transfer dependency","2005","66 and older","East Germany","","","","","3"
"High transfer dependency","2005","66 and older","West Germany","21","","","","3"
"Low transfer dependency","2005","16-34 y.","West Germany","347","0.0941071302818666","0.084937664255059","0.103276596308674","2"
"Low transfer dependency","2005","16-34 y.","East Germany","206","0.186589715278387","0.165533326278107","0.207646104278667","2"
"Low transfer dependency","2005","35-65 y.","West Germany","451","0.054944295321175","0.0501814161692948","0.0597071744730552","2"
"Low transfer dependency","2005","35-65 y.","East Germany","303","0.121035367658485","0.108642623021355","0.133428112295615","2"
"Low transfer dependency","2005","66 and older","West Germany","60","0.0245947017279326","0.0188892308693647","0.0303001725865004","2"
"Low transfer dependency","2005","66 and older","East Germany","21","","","","2"
"No transfer dependency","2005","16-34 y.","West Germany","1043","0.284040736133932","0.269878597832967","0.298202874434897","0"
"No transfer dependency","2005","16-34 y.","East Germany","204","0.182382623913516","0.161511203764655","0.203254044062377","0"
"No transfer dependency","2005","35-65 y.","West Germany","3104","0.397382452377466","0.387154121135066","0.407610783619866","0"
"No transfer dependency","2005","35-65 y.","East Germany","814","0.331519871765442","0.313633399748805","0.349406343782079","0"
"No transfer dependency","2005","66 and older","West Germany","2397","0.848932909360726","0.835741239505416","0.862124579216037","0"
"No transfer dependency","2005","66 and older","East Germany","821","0.851639653950823","0.829293549996158","0.873985757905488","0"
"Very high transfer dependency","2005","16-34 y.","West Germany","83","0.0289947919185149","0.0237253437402762","0.0342642400967536","4"
"Very high transfer dependency","2005","16-34 y.","East Germany","81","0.0809315825567628","0.0661908810429145","0.0956722840706111","4"
"Very high transfer dependency","2005","35-65 y.","West Germany","98","0.0163745816722944","0.0137219342291185","0.0190272291154703","4"
"Very high transfer dependency","2005","35-65 y.","East Germany","76","0.0433022316817915","0.0355688726414172","0.0510355907221657","4"
"Very high transfer dependency","2005","66 and older","West Germany","7","","","","4"
"Very high transfer dependency","2005","66 and older","East Germany","","","","","4"
"Very low transfer dependency","2005","16-34 y.","East Germany","710","0.444078363531499","0.417223570470439","0.470933156592559","1"
"Very low transfer dependency","2005","16-34 y.","West Germany","2258","0.544541395196561","0.528901484619249","0.560181305773874","1"
"Very low transfer dependency","2005","35-65 y.","West Germany","4914","0.496524157792202","0.486073609783817","0.506974705800587","1"
"Very low transfer dependency","2005","35-65 y.","East Germany","1304","0.428650179980754","0.409847134071863","0.447453225889644","1"
"Very low transfer dependency","2005","66 and older","West Germany","346","0.116173823363305","0.104370189554752","0.127977457171859","1"
"Very low transfer dependency","2005","66 and older","East Germany","130","0.125407865293753","0.104587893831327","0.14622783675618","1"
"Complete transfer dependency","2006","16-34 y.","East Germany","29","","","","5"
"Complete transfer dependency","2006","16-34 y.","West Germany","61","0.0189496876819698","0.0147099842667568","0.0231893910971828","5"
"Complete transfer dependency","2006","35-65 y.","West Germany","106","0.0186434549045914","0.0159106614157158","0.021376248393467","5"
"Complete transfer dependency","2006","35-65 y.","East Germany","55","0.0288403311064458","0.0226590683386421","0.0350215938742495","5"
"Complete transfer dependency","2006","66 and older","West Germany","6","","","","5"
"Complete transfer dependency","2006","66 and older","East Germany","","","","","5"
"High transfer dependency","2006","16-34 y.","West Germany","151","0.0415768076782163","0.0353696463092153","0.0477839690472173","3"
"High transfer dependency","2006","16-34 y.","East Germany","114","0.11309649943463","0.0961895244196348","0.130003474449626","3"
"High transfer dependency","2006","35-65 y.","West Germany","171","0.0221258668192521","0.0191540514087798","0.0250976822297244","3"
"High transfer dependency","2006","35-65 y.","East Germany","103","0.0446117279913477","0.0369866157401464","0.0522368402425491","3"
"High transfer dependency","2006","66 and older","West Germany","16","","","","3"
"High transfer dependency","2006","66 and older","East Germany","3","","","","3"
"Low transfer dependency","2006","16-34 y.","West Germany","351","0.102768506620532","0.0933263524798142","0.112210660761249","2"
"Low transfer dependency","2006","16-34 y.","East Germany","179","0.140300112124584","0.121760288893621","0.158839935355548","2"
"Low transfer dependency","2006","35-65 y.","West Germany","464","0.0514633974992699","0.0469995795062666","0.0559272154922733","2"
"Low transfer dependency","2006","35-65 y.","East Germany","278","0.107978050515598","0.0965153412482151","0.119440759782982","2"
"Low transfer dependency","2006","66 and older","West Germany","69","0.024040529931688","0.0188465799522825","0.0292344799110936","2"
"Low transfer dependency","2006","66 and older","East Germany","13","","","","2"
"No transfer dependency","2006","16-34 y.","West Germany","1030","0.285871454011943","0.271821904453892","0.299921003569993","0"
"No transfer dependency","2006","16-34 y.","East Germany","193","0.172527824159189","0.152357660725703","0.192697987592675","0"
"No transfer dependency","2006","35-65 y.","West Germany","3459","0.406269085033953","0.396346337910161","0.416191832157744","0"
"No transfer dependency","2006","35-65 y.","East Germany","894","0.324667671275084","0.307373089710155","0.341962252840013","0"
"No transfer dependency","2006","66 and older","West Germany","2889","0.855601715197449","0.843683075428954","0.867520354965944","0"
"No transfer dependency","2006","66 and older","East Germany","969","0.861012111843237","0.840869014824859","0.881155208861614","0"
"Very high transfer dependency","2006","16-34 y.","West Germany","103","0.0313886213261367","0.0259667436877792","0.0368104989644941","4"
"Very high transfer dependency","2006","16-34 y.","East Germany","90","0.0996128785550272","0.0836255637278119","0.115600193382242","4"
"Very high transfer dependency","2006","35-65 y.","West Germany","129","0.0176831726222705","0.015020387698302","0.020345957546239","4"
"Very high transfer dependency","2006","35-65 y.","East Germany","98","0.0512063603339214","0.043065325704137","0.0593473949637058","4"
"Very high transfer dependency","2006","66 and older","West Germany","7","","","","4"
"Very high transfer dependency","2006","66 and older","East Germany","1","","","","4"
"Very low transfer dependency","2006","16-34 y.","East Germany","743","0.441402587583467","0.414895009945148","0.467910165221787","1"
"Very low transfer dependency","2006","16-34 y.","West Germany","2277","0.519444922681203","0.503909247002105","0.534980598360301","1"
"Very low transfer dependency","2006","66 and older","West Germany","354","0.106107853678285","0.0956648320149006","0.11655087534167","1"
"Very low transfer dependency","2006","35-65 y.","East Germany","1388","0.442695858777603","0.42435031324947","0.461041404305736","1"
"Very low transfer dependency","2006","66 and older","East Germany","147","0.121595397746568","0.102565388198531","0.140625407294604","1"
"Very low transfer dependency","2006","35-65 y.","West Germany","5082","0.483815023120663","0.473718483369943","0.493911562871383","1"
"Complete transfer dependency","2007","16-34 y.","East Germany","34","0.0454090598378798","0.0339944105262555","0.0568237091495041","5"
"Complete transfer dependency","2007","16-34 y.","West Germany","54","0.0191530514103334","0.0147318850724709","0.0235742177481958","5"
"Complete transfer dependency","2007","35-65 y.","West Germany","113","0.0182341620454462","0.0154230030165445","0.0210453210743478","5"
"Complete transfer dependency","2007","35-65 y.","East Germany","49","0.0260725791646085","0.0199661894853286","0.0321789688438884","5"
"Complete transfer dependency","2007","66 and older","West Germany","2","","","","5"
"Complete transfer dependency","2007","66 and older","East Germany","","","","","5"
"High transfer dependency","2007","16-34 y.","West Germany","141","0.0505907652856395","0.0435214134738075","0.0576601170974715","3"
"High transfer dependency","2007","16-34 y.","East Germany","64","0.0677489673963031","0.0539705149788479","0.0815274198137583","3"
"High transfer dependency","2007","35-65 y.","West Germany","148","0.0212046603435175","0.0181777458132331","0.0242315748738018","3"
"High transfer dependency","2007","35-65 y.","East Germany","108","0.04960950448973","0.0412887499994695","0.0579302589799906","3"
"High transfer dependency","2007","66 and older","West Germany","22","","","","3"
"High transfer dependency","2007","66 and older","East Germany","5","","","","3"
"Low transfer dependency","2007","16-34 y.","West Germany","287","0.0901455708666401","0.0809076253129347","0.0993835164203456","2"
"Low transfer dependency","2007","16-34 y.","East Germany","212","0.162718250575704","0.142481694270034","0.182954806881374","2"
"Low transfer dependency","2007","35-65 y.","West Germany","404","0.0545701041424555","0.0497977725870664","0.0593424356978446","2"
"Low transfer dependency","2007","35-65 y.","East Germany","245","0.0913887697563022","0.0803463389426536","0.102431200569951","2"
"Low transfer dependency","2007","66 and older","West Germany","73","0.0241361083987777","0.0188613682371369","0.0294108485604184","2"
"Low transfer dependency","2007","66 and older","East Germany","16","","","","2"
"No transfer dependency","2007","16-34 y.","West Germany","948","0.287409528877786","0.272811714682559","0.302007343073012","0"
"No transfer dependency","2007","16-34 y.","East Germany","222","0.209557804094117","0.187244204194488","0.231871403993746","0"
"No transfer dependency","2007","35-65 y.","West Germany","3136","0.396273368918326","0.385996610159401","0.40655012767725","0"
"No transfer dependency","2007","35-65 y.","East Germany","852","0.357859576128909","0.339489940244487","0.376229212013331","0"
"No transfer dependency","2007","66 and older","East Germany","974","0.850383579453865","0.829668657949727","0.871098500958003","0"
"No transfer dependency","2007","66 and older","West Germany","2812","0.858423889372326","0.846442181996136","0.870405596748516","0"
"Very high transfer dependency","2007","16-34 y.","West Germany","99","0.0358713030140512","0.0298725866748381","0.0418700193532643","4"
"Very high transfer dependency","2007","16-34 y.","East Germany","72","0.0668939972817488","0.0531964840118153","0.0805915105516823","4"
"Very high transfer dependency","2007","35-65 y.","West Germany","138","0.0212006589827526","0.0181740238717869","0.0242272940937184","4"
"Very high transfer dependency","2007","35-65 y.","East Germany","87","0.0429393074133163","0.0351709986550352","0.0507076161715974","4"
"Very high transfer dependency","2007","66 and older","West Germany","6","","","","4"
"Very high transfer dependency","2007","66 and older","East Germany","","","","","4"
"Very low transfer dependency","2007","16-34 y.","East Germany","674","0.447671920814247","0.42040970491138","0.474934136717114","1"
"Very low transfer dependency","2007","16-34 y.","West Germany","2163","0.51682978054555","0.50071066942299","0.53294889166811","1"
"Very low transfer dependency","2007","66 and older","West Germany","337","0.10589036947351","0.0953149782934235","0.116465760653597","1"
"Very low transfer dependency","2007","66 and older","East Germany","144","0.130581843633035","0.11101404458629","0.150149642679781","1"
"Very low transfer dependency","2007","35-65 y.","East Germany","1275","0.432130263047134","0.413147434527621","0.451113091566647","1"
"Very low transfer dependency","2007","35-65 y.","West Germany","4763","0.488517045567503","0.478014514012656","0.499019577122349","1"
"Complete transfer dependency","2008","16-34 y.","West Germany","43","0.0193074068983965","0.0146691593051109","0.0239456544916821","5"
"Complete transfer dependency","2008","16-34 y.","East Germany","25","","","","5"
"Complete transfer dependency","2008","35-65 y.","West Germany","100","0.0202331925209371","0.0171620689827298","0.0233043160591445","5"
"Complete transfer dependency","2008","35-65 y.","East Germany","46","0.0365867112387065","0.0291811914184552","0.0439922310589578","5"
"Complete transfer dependency","2008","66 and older","West Germany","3","","","","5"
"Complete transfer dependency","2008","66 and older","East Germany","","","","","5"
"High transfer dependency","2008","35-65 y.","West Germany","129","0.021324937405909","0.018173803474821","0.0244760713369969","3"
"High transfer dependency","2008","16-34 y.","West Germany","111","0.0399170692461611","0.0333183567973557","0.0465157816949666","3"
"High transfer dependency","2008","16-34 y.","East Germany","55","0.0642835972971458","0.0500839358677974","0.0784832587264942","3"
"High transfer dependency","2008","35-65 y.","East Germany","80","0.0458231242883969","0.0375752062223629","0.0540710423544309","3"
"High transfer dependency","2008","66 and older","East Germany","2","","","","3"
"High transfer dependency","2008","66 and older","West Germany","17","","","","3"
"Low transfer dependency","2008","16-34 y.","West Germany","251","0.0914717692475401","0.0817546337503361","0.101188904744744","2"
"Low transfer dependency","2008","16-34 y.","East Germany","179","0.146097200786793","0.125647782974794","0.166546618598792","2"
"Low transfer dependency","2008","35-65 y.","West Germany","332","0.0483781868926792","0.0436980268263847","0.0530583469589737","2"
"Low transfer dependency","2008","35-65 y.","East Germany","202","0.072565360005971","0.0623325742920872","0.0827981457198547","2"
"Low transfer dependency","2008","66 and older","West Germany","75","0.0277523830527343","0.0220672950032779","0.0334374711021907","2"
"Low transfer dependency","2008","66 and older","East Germany","21","","","","2"
"No transfer dependency","2008","16-34 y.","West Germany","913","0.288594641332772","0.273321505889589","0.303867776775955","0"
"No transfer dependency","2008","16-34 y.","East Germany","207","0.225446115972303","0.201252377650081","0.249639854294524","0"
"No transfer dependency","2008","35-65 y.","West Germany","2899","0.401941103833566","0.391246691952135","0.412635515714996","0"
"No transfer dependency","2008","35-65 y.","East Germany","870","0.383707995386383","0.364526554082445","0.402889436690321","0"
"No transfer dependency","2008","66 and older","West Germany","2765","0.85911698284293","0.84707621771085","0.871157747975011","0"
"No transfer dependency","2008","66 and older","East Germany","976","0.869436106379423","0.849774276977181","0.889097935781664","0"
"Very high transfer dependency","2008","16-34 y.","West Germany","81","0.0248350713584865","0.0195894462604147","0.0300806964565584","4"
"Very high transfer dependency","2008","16-34 y.","East Germany","73","0.0807377243098944","0.0649647442853698","0.0965107043344191","4"
"Very high transfer dependency","2008","35-65 y.","West Germany","112","0.017832642404307","0.0149459246917774","0.0207193601168366","4"
"Very high transfer dependency","2008","35-65 y.","East Germany","85","0.0389528955562997","0.0313210467761069","0.0465847443364924","4"
"Very high transfer dependency","2008","66 and older","West Germany","5","","","","4"
"Very high transfer dependency","2008","66 and older","East Germany","","","","","4"
"Very low transfer dependency","2008","16-34 y.","East Germany","607","0.456802002473071","0.427961763022219","0.485642241923923","1"
"Very low transfer dependency","2008","16-34 y.","West Germany","1982","0.535874041916644","0.519063767811109","0.552684316022179","1"
"Very low transfer dependency","2008","35-65 y.","West Germany","4502","0.490289936942602","0.479385787066708","0.501194086818496","1"
"Very low transfer dependency","2008","35-65 y.","East Germany","1186","0.422363913524243","0.402880811390556","0.441847015657929","1"
"Very low transfer dependency","2008","66 and older","West Germany","342","0.100741857840856","0.0903247831455451","0.111158932536166","1"
"Very low transfer dependency","2008","66 and older","East Germany","129","0.110678186588406","0.0923696331896694","0.128986739987143","1"
"Complete transfer dependency","2009","16-34 y.","West Germany","34","0.0175918109585279","0.0129899808616667","0.022193641055389","5"
"Complete transfer dependency","2009","16-34 y.","East Germany","32","0.0394122581788748","0.0276095404339943","0.0512149759237552","5"
"Complete transfer dependency","2009","35-65 y.","West Germany","73","0.0170175975715522","0.0140741524187833","0.0199610427243211","5"
"Complete transfer dependency","2009","35-65 y.","East Germany","33","0.0243305241390608","0.0180985429149746","0.0305625053631471","5"
"Complete transfer dependency","2009","66 and older","West Germany","1","","","","5"
"Complete transfer dependency","2009","66 and older","East Germany","","","","","5"
"High transfer dependency","2009","35-65 y.","West Germany","118","0.0214572668890252","0.0181595675963306","0.0247549661817198","3"
