"transab_cat","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"High transfer dependency","2002","Couple + C. LE 16 ","East Germany","43","0.0504001775363009","0.0357618725080523","0.0650384825645494","3"
"High transfer dependency","2002","Couple + C. GT 16 ","West Germany","27","","","","3"
"High transfer dependency","2002","Couple + C. GT 16 ","East Germany","30","0.0314960023756744","0.0211228065347056","0.0418691982166432","3"
"High transfer dependency","2002","Couple + C. LE and GT 16","West Germany","25","","","","3"
"High transfer dependency","2002","Couple + C. LE and GT 16","East Germany","27","","","","3"
"Low transfer dependency","2002","1-pers.-HH","West Germany","70","0.0321661310552163","0.0249189952911048","0.0394132668193278","2"
"Low transfer dependency","2002","1-pers.-HH","East Germany","37","0.0496439645090338","0.0337340452126171","0.0655538838054506","2"
"Low transfer dependency","2002","(Married) couple without C. ","West Germany","124","0.0266263877056967","0.0224185405210283","0.030834234890365","2"
"Low transfer dependency","2002","(Married) couple without C. ","East Germany","110","0.0506849840501812","0.0405402712353912","0.0608296968649713","2"
"Low transfer dependency","2002","Single parent ","West Germany","74","0.0871758541995245","0.0678089166503741","0.106542791748675","2"
"Low transfer dependency","2002","Single parent ","East Germany","34","0.112293688036964","0.0757024249426726","0.148884951131256","2"
"Low transfer dependency","2002","Couple + C. LE 16 ","West Germany","239","0.0674891462166737","0.0595170643184345","0.075461228114913","2"
"Low transfer dependency","2002","Couple + C. LE 16 ","East Germany","161","0.204918382247664","0.177909863728637","0.231926900766691","2"
"Low transfer dependency","2002","Couple + C. GT 16 ","West Germany","141","0.0631838335564359","0.0541979261270191","0.0721697409858526","2"
"Low transfer dependency","2002","Couple + C. GT 16 ","East Germany","101","0.118038628290488","0.0988752968840249","0.137201959696951","2"
"Low transfer dependency","2002","Couple + C. LE and GT 16","East Germany","80","0.192296136469988","0.156320458439591","0.228271814500384","2"
"Low transfer dependency","2002","Couple + C. LE and GT 16","West Germany","82","0.0772687814097718","0.0635534267532356","0.090984136066308","2"
"No transfer dependency","2002","1-pers.-HH","East Germany","500","0.713485107592264","0.680367600617421","0.746602614567108","0"
"No transfer dependency","2002","(Married) couple without C. ","West Germany","4432","0.79624427087779","0.785716361838963","0.806772179916616","0"
"No transfer dependency","2002","(Married) couple without C. ","East Germany","1214","0.703353138401565","0.682227904865805","0.724478371937326","0"
"No transfer dependency","2002","1-pers.-HH","West Germany","1864","0.83348228746996","0.818180400792341","0.848784174147579","0"
"No transfer dependency","2002","Single parent ","West Germany","200","0.213021155595907","0.184911068986561","0.241131242205252","0"
"No transfer dependency","2002","Single parent ","East Germany","35","0.0888267698346288","0.055855362473519","0.121798177195739","0"
"No transfer dependency","2002","Couple + C. LE 16 ","West Germany","20","","","","0"
"No transfer dependency","2002","Couple + C. LE 16 ","East Germany","8","","","","0"
"No transfer dependency","2002","Couple + C. GT 16 ","West Germany","688","0.27070316291172","0.254292331051247","0.287113994772194","0"
"No transfer dependency","2002","Couple + C. LE and GT 16","West Germany","8","","","","0"
"No transfer dependency","2002","Couple + C. LE and GT 16","East Germany","","","","","0"
"No transfer dependency","2002","Couple + C. GT 16 ","East Germany","103","0.12384256330206","0.104278448925078","0.143406677679042","0"
"Very high transfer dependency","2002","1-pers.-HH","West Germany","22","","","","4"
"Very high transfer dependency","2002","1-pers.-HH","East Germany","21","","","","4"
"Very high transfer dependency","2002","(Married) couple without C. ","West Germany","24","","","","4"
"Very high transfer dependency","2002","(Married) couple without C. ","East Germany","26","","","","4"
"Very high transfer dependency","2002","Single parent ","West Germany","40","0.0422738483255507","0.0284596447334934","0.056088051917608","4"
"Very high transfer dependency","2002","Single parent ","East Germany","29","","","","4"
"Very high transfer dependency","2002","Couple + C. LE 16 ","West Germany","23","","","","4"
"Very high transfer dependency","2002","Couple + C. LE 16 ","East Germany","16","","","","4"
"Very high transfer dependency","2002","Couple + C. GT 16 ","West Germany","12","","","","4"
"Very high transfer dependency","2002","Couple + C. GT 16 ","East Germany","6","","","","4"
"Very high transfer dependency","2002","Couple + C. LE and GT 16","West Germany","","","","","4"
"Very high transfer dependency","2002","Couple + C. LE and GT 16","East Germany","17","","","","4"
"Very low transfer dependency","2002","1-pers.-HH","West Germany","234","0.0893407051313591","0.077624978595473","0.101056431667245","1"
"Very low transfer dependency","2002","1-pers.-HH","East Germany","101","0.13264767082464","0.107802661236571","0.157492680412709","1"
"Very low transfer dependency","2002","(Married) couple without C. ","West Germany","975","0.153195668640074","0.143781568192291","0.162609769087857","1"
"Very low transfer dependency","2002","(Married) couple without C. ","East Germany","395","0.200460696410154","0.181945451927094","0.218975940893213","1"
"Very low transfer dependency","2002","Single parent ","West Germany","422","0.52829989533165","0.494027651791557","0.562572138871744","1"
"Very low transfer dependency","2002","Single parent ","East Germany","153","0.58226666224806","0.525108849002734","0.639424475493387","1"
"Very low transfer dependency","2002","Couple + C. GT 16 ","West Germany","1942","0.645949492749738","0.628286525770808","0.663612459728668","1"
"Very low transfer dependency","2002","Couple + C. LE and GT 16","East Germany","334","0.677884326218079","0.635228205839307","0.720540446596851","1"
"Very low transfer dependency","2002","Couple + C. LE 16 ","West Germany","3423","0.879138845788988","0.868780272556768","0.889497419021209","1"
"Very low transfer dependency","2002","Couple + C. LE 16 ","East Germany","618","0.692697532777508","0.661825921935016","0.723569143619999","1"
"Very low transfer dependency","2002","Couple + C. GT 16 ","East Germany","846","0.714142092679971","0.687307094381435","0.740977090978507","1"
"Very low transfer dependency","2002","Couple + C. LE and GT 16","West Germany","1337","0.869667041555379","0.852374013897771","0.886960069212987","1"
"Complete transfer dependency","2003","1-pers.-HH","West Germany","42","0.018084136022638","0.0125841594612965","0.0235841125839794","5"
"Complete transfer dependency","2003","1-pers.-HH","East Germany","36","0.0462900922247069","0.0308999104239642","0.0616802740254497","5"
"Complete transfer dependency","2003","(Married) couple without C. ","West Germany","16","","","","5"
"Complete transfer dependency","2003","(Married) couple without C. ","East Germany","12","","","","5"
"Complete transfer dependency","2003","Single parent ","West Germany","36","0.058558653981558","0.042369111070652","0.074748196892464","5"
"Complete transfer dependency","2003","Single parent ","East Germany","12","","","","5"
"Complete transfer dependency","2003","Couple + C. LE 16 ","West Germany","37","0.0170239888872495","0.0127462808538247","0.0213016969206743","5"
"Complete transfer dependency","2003","Couple + C. LE 16 ","East Germany","14","","","","5"
"Complete transfer dependency","2003","Couple + C. GT 16 ","West Germany","16","","","","5"
"Complete transfer dependency","2003","Couple + C. GT 16 ","East Germany","","","","","5"
"Complete transfer dependency","2003","Couple + C. LE and GT 16","West Germany","7","","","","5"
"Complete transfer dependency","2003","Couple + C. LE and GT 16","East Germany","10","","","","5"
"High transfer dependency","2003","1-pers.-HH","West Germany","34","0.0140267053268343","0.00917286784863847","0.0188805428050301","3"
"High transfer dependency","2003","1-pers.-HH","East Germany","26","","","","3"
"High transfer dependency","2003","(Married) couple without C. ","West Germany","53","0.0120961373741505","0.00919178357751806","0.015000491170783","3"
"High transfer dependency","2003","(Married) couple without C. ","East Germany","32","0.0138468524669322","0.00849879407429884","0.0191949108595656","3"
"High transfer dependency","2003","Single parent ","West Germany","56","0.0716113203437877","0.0538326953535889","0.0893899453339866","3"
"High transfer dependency","2003","Single parent ","East Germany","21","","","","3"
"High transfer dependency","2003","Couple + C. LE 16 ","West Germany","53","0.017566742285581","0.013222578817661","0.021910905753501","3"
"High transfer dependency","2003","Couple + C. LE 16 ","East Germany","57","0.0715206018992672","0.0535510907893583","0.0894901130091762","3"
"High transfer dependency","2003","Couple + C. GT 16 ","West Germany","36","0.0152472958389221","0.0106791593010508","0.0198154323767934","3"
"High transfer dependency","2003","Couple + C. GT 16 ","East Germany","36","0.041740303731452","0.0299215641830795","0.0535590432798245","3"
"High transfer dependency","2003","Couple + C. LE and GT 16","West Germany","15","","","","3"
"High transfer dependency","2003","Couple + C. LE and GT 16","East Germany","12","","","","3"
"Low transfer dependency","2003","1-pers.-HH","East Germany","33","0.0472376554506741","0.0316984775355934","0.0627768333657547","2"
"Low transfer dependency","2003","1-pers.-HH","West Germany","70","0.029912885690412","0.0228820112613887","0.0369437601194353","2"
"Low transfer dependency","2003","Couple + C. LE 16 ","West Germany","230","0.0721004663226967","0.0635472682157828","0.0806536644296106","2"
"Low transfer dependency","2003","(Married) couple without C. ","West Germany","134","0.0243992754661327","0.0203001298667928","0.0284984210654726","2"
"Low transfer dependency","2003","(Married) couple without C. ","East Germany","130","0.0599596622101497","0.0490941236080898","0.0708252008122096","2"
"Low transfer dependency","2003","Single parent ","West Germany","93","0.113819366720283","0.0919210052426074","0.135717728197959","2"
"Low transfer dependency","2003","Single parent ","East Germany","36","0.122886684174712","0.0842939135592031","0.161479454790221","2"
"Low transfer dependency","2003","Couple + C. LE 16 ","East Germany","178","0.252325583186968","0.22203752377345","0.282613642600486","2"
"Low transfer dependency","2003","Couple + C. GT 16 ","West Germany","122","0.0575191032464438","0.0488390697117806","0.066199136781107","2"
"Low transfer dependency","2003","Couple + C. GT 16 ","East Germany","96","0.111333490910509","0.0927454307887409","0.129921551032277","2"
"Low transfer dependency","2003","Couple + C. LE and GT 16","West Germany","140","0.104707618908302","0.0886979807960599","0.120717257020544","2"
"Low transfer dependency","2003","Couple + C. LE and GT 16","East Germany","81","0.248461916576315","0.206114832878875","0.290809000273756","2"
"No transfer dependency","2003","1-pers.-HH","East Germany","502","0.698380945590139","0.66476331057557","0.731998580604707","0"
"No transfer dependency","2003","(Married) couple without C. ","West Germany","4221","0.788531915317746","0.777682636356645","0.799381194278848","0"
"No transfer dependency","2003","(Married) couple without C. ","East Germany","1191","0.676828046246615","0.655423578617457","0.698232513875773","0"
"No transfer dependency","2003","1-pers.-HH","West Germany","1821","0.816366988725033","0.800386394897142","0.832347582552924","0"
"No transfer dependency","2003","Single parent ","West Germany","170","0.182022424277485","0.155416671165106","0.208628177389864","0"
"No transfer dependency","2003","Single parent ","East Germany","33","0.0862330944345176","0.0532356435630674","0.119230545305968","0"
"No transfer dependency","2003","Couple + C. LE 16 ","West Germany","17","","","","0"
"No transfer dependency","2003","Couple + C. LE 16 ","East Germany","8","","","","0"
"No transfer dependency","2003","Couple + C. GT 16 ","West Germany","651","0.261289916385049","0.244911292489111","0.277668540280987","0"
"No transfer dependency","2003","Couple + C. GT 16 ","East Germany","101","0.099417871485568","0.0817352911020835","0.117100451869052","0"
"No transfer dependency","2003","Couple + C. LE and GT 16","West Germany","3","","","","0"
"No transfer dependency","2003","Couple + C. LE and GT 16","East Germany","","","","","0"
"Very high transfer dependency","2003","(Married) couple without C. ","East Germany","35","0.0216043599319577","0.014950458214573","0.0282582616493424","4"
"Very high transfer dependency","2003","Single parent ","West Germany","36","0.0437589113593924","0.0296543571087554","0.0578634656100295","4"
"Very high transfer dependency","2003","1-pers.-HH","West Germany","34","0.016276918837593","0.0110541915683039","0.0214996461068822","4"
"Very high transfer dependency","2003","1-pers.-HH","East Germany","25","","","","4"
"Very high transfer dependency","2003","(Married) couple without C. ","West Germany","18","","","","4"
"Very high transfer dependency","2003","Single parent ","East Germany","24","","","","4"
"Very high transfer dependency","2003","Couple + C. LE 16 ","West Germany","43","0.0181593119432599","0.0137438187111147","0.0225748051754051","4"
"Very high transfer dependency","2003","Couple + C. LE 16 ","East Germany","24","","","","4"
"Very high transfer dependency","2003","Couple + C. GT 16 ","West Germany","6","","","","4"
"Very high transfer dependency","2003","Couple + C. GT 16 ","East Germany","20","","","","4"
"Very high transfer dependency","2003","Couple + C. LE and GT 16","West Germany","10","","","","4"
"Very high transfer dependency","2003","Couple + C. LE and GT 16","East Germany","13","","","","4"
"Very low transfer dependency","2003","1-pers.-HH","West Germany","254","0.105332365397489","0.0926620740981351","0.118002656696843","1"
"Very low transfer dependency","2003","1-pers.-HH","East Germany","94","0.129415563218533","0.104829427039257","0.154001699397809","1"
"Very low transfer dependency","2003","(Married) couple without C. ","West Germany","1000","0.162672680413526","0.152867089643662","0.17247827118339","1"
"Very low transfer dependency","2003","(Married) couple without C. ","East Germany","434","0.220894793189499","0.201908542177539","0.23988104420146","1"
"Very low transfer dependency","2003","Single parent ","West Germany","417","0.530229323317494","0.495816743336416","0.564641903298571","1"
"Very low transfer dependency","2003","Single parent ","East Germany","152","0.564708827117593","0.50642770412344","0.622989950111746","1"
"Very low transfer dependency","2003","Couple + C. LE 16 ","West Germany","3133","0.867598507094474","0.856390849478376","0.878806164710572","1"
"Very low transfer dependency","2003","Couple + C. LE 16 ","East Germany","509","0.603303503420392","0.56918958146673","0.637417425374053","1"
"Very low transfer dependency","2003","Couple + C. GT 16 ","West Germany","1933","0.656912353683306","0.639213899883078","0.674610807483534","1"
"Very low transfer dependency","2003","Couple + C. GT 16 ","East Germany","847","0.727369260401928","0.701053457140399","0.753685063663457","1"
"Very low transfer dependency","2003","Couple + C. LE and GT 16","West Germany","1230","0.854386166734863","0.835942878635405","0.872829454834321","1"
"Very low transfer dependency","2003","Couple + C. LE and GT 16","East Germany","284","0.654299945971469","0.607692397352575","0.700907494590364","1"
"Complete transfer dependency","2004","(Married) couple without C. ","West Germany","14","","","","5"
"Complete transfer dependency","2004","(Married) couple without C. ","East Germany","7","","","","5"
"Complete transfer dependency","2004","1-pers.-HH","East Germany","39","0.0614257824639966","0.0437642422147047","0.0790873227132885","5"
"Complete transfer dependency","2004","1-pers.-HH","West Germany","44","0.0212551198007943","0.0152267205589195","0.0272835190426692","5"
"Complete transfer dependency","2004","Single parent ","West Germany","37","0.0493316262251907","0.0341823982230171","0.0644808542273642","5"
"Complete transfer dependency","2004","Single parent ","East Germany","18","","","","5"
"Complete transfer dependency","2004","Couple + C. LE 16 ","West Germany","36","0.0137257603018989","0.00973116339870142","0.0177203572050963","5"
"Complete transfer dependency","2004","Couple + C. LE 16 ","East Germany","2","","","","5"
"Complete transfer dependency","2004","Couple + C. GT 16 ","West Germany","6","","","","5"
"Complete transfer dependency","2004","Couple + C. GT 16 ","East Germany","3","","","","5"
"Complete transfer dependency","2004","Couple + C. LE and GT 16","West Germany","3","","","","5"
"Complete transfer dependency","2004","Couple + C. LE and GT 16","East Germany","3","","","","5"
"High transfer dependency","2004","1-pers.-HH","East Germany","24","","","","3"
"High transfer dependency","2004","(Married) couple without C. ","West Germany","55","0.0168947674082252","0.0134650024172999","0.0203245323991505","3"
"High transfer dependency","2004","1-pers.-HH","West Germany","36","0.0134465482179063","0.00863260245046646","0.0182604939853462","3"
"High transfer dependency","2004","(Married) couple without C. ","East Germany","23","","","","3"
"High transfer dependency","2004","Single parent ","West Germany","49","0.0637269773381608","0.0466395698014853","0.0808143848748362","3"
"High transfer dependency","2004","Single parent ","East Germany","20","","","","3"
"High transfer dependency","2004","Couple + C. LE 16 ","West Germany","60","0.0148516816221875","0.0106988479593771","0.019004515284998","3"
"High transfer dependency","2004","Couple + C. LE 16 ","East Germany","35","0.0660357307987457","0.0479833074083757","0.0840881541891157","3"
"High transfer dependency","2004","Couple + C. LE and GT 16","West Germany","20","","","","3"
"High transfer dependency","2004","Couple + C. LE and GT 16","East Germany","30","0.150170842630872","0.114440177442339","0.185901507819405","3"
"High transfer dependency","2004","Couple + C. GT 16 ","West Germany","32","0.0160899808656788","0.0113745120078749","0.0208054497234827","3"
"High transfer dependency","2004","Couple + C. GT 16 ","East Germany","41","0.0434447872631676","0.0313427440070724","0.0555468305192627","3"
"Low transfer dependency","2004","1-pers.-HH","West Germany","73","0.0345288997366828","0.0268976356062772","0.0421601638670884","2"
"Low transfer dependency","2004","1-pers.-HH","East Germany","37","0.0501847514300812","0.0341255341490762","0.0662439687110862","2"
"Low transfer dependency","2004","(Married) couple without C. ","West Germany","136","0.0284983560031178","0.0240702304699386","0.032926481536297","2"
"Low transfer dependency","2004","(Married) couple without C. ","East Germany","86","0.0449887603044042","0.0354024566983892","0.0545750639104193","2"
"Low transfer dependency","2004","Single parent ","West Germany","82","0.0963034277124472","0.0756664805258348","0.11694037489906","2"
"Low transfer dependency","2004","Single parent ","East Germany","42","0.20652242137633","0.158850885926597","0.254193956826063","2"
"Low transfer dependency","2004","Couple + C. LE 16 ","West Germany","258","0.0928233718686751","0.0828605926222461","0.102786151115104","2"
"Low transfer dependency","2004","Couple + C. LE 16 ","East Germany","155","0.206028853559453","0.176628857743804","0.235428849375102","2"
"Low transfer dependency","2004","Couple + C. GT 16 ","West Germany","109","0.0588486654312816","0.0500286881579293","0.0676686427046338","2"
"Low transfer dependency","2004","Couple + C. GT 16 ","East Germany","127","0.148547654110123","0.127434752972096","0.16966055524815","2"
"Low transfer dependency","2004","Couple + C. LE and GT 16","West Germany","155","0.120992898314011","0.103724027547501","0.138261769080521","2"
"Low transfer dependency","2004","Couple + C. LE and GT 16","East Germany","73","0.20117335788931","0.161078010391943","0.241268705386677","2"
"No transfer dependency","2004","1-pers.-HH","East Germany","489","0.697218882730295","0.663422682028453","0.731015083432138","0"
"No transfer dependency","2004","(Married) couple without C. ","West Germany","4139","0.773523995946999","0.762385251431742","0.784662740462257","0"
"No transfer dependency","2004","(Married) couple without C. ","East Germany","1180","0.699830364433321","0.678633350037975","0.721027378828668","0"
"No transfer dependency","2004","1-pers.-HH","West Germany","1759","0.805857077382235","0.789325082196295","0.822389072568175","0"
"No transfer dependency","2004","Single parent ","West Germany","146","0.187506196601159","0.160201893037977","0.21481050016434","0"
"No transfer dependency","2004","Single parent ","East Germany","33","0.0857338582045895","0.0527637244484997","0.118703991960679","0"
"No transfer dependency","2004","Couple + C. LE 16 ","West Germany","18","","","","0"
"No transfer dependency","2004","Couple + C. LE 16 ","East Germany","5","","","","0"
"No transfer dependency","2004","Couple + C. GT 16 ","West Germany","551","0.207901676943275","0.192693121379041","0.223110232507509","0"
"No transfer dependency","2004","Couple + C. GT 16 ","East Germany","115","0.111217071343876","0.0925524827533365","0.129881659934415","0"
"No transfer dependency","2004","Couple + C. LE and GT 16","West Germany","10","","","","0"
"No transfer dependency","2004","Couple + C. LE and GT 16","East Germany","","","","","0"
"Very high transfer dependency","2004","1-pers.-HH","West Germany","34","0.0152372046193855","0.0101173934624224","0.0203570157763486","4"
"Very high transfer dependency","2004","1-pers.-HH","East Germany","34","0.0542234138960974","0.0375660365377251","0.0708807912544697","4"
"Very high transfer dependency","2004","(Married) couple without C. ","West Germany","18","","","","4"
"Very high transfer dependency","2004","(Married) couple without C. ","East Germany","32","0.0170452386613692","0.0110588731050719","0.0230316042176664","4"
"Very high transfer dependency","2004","Single parent ","West Germany","27","","","","4"
"Very high transfer dependency","2004","Single parent ","East Germany","35","0.106197376698981","0.0699158199365667","0.142478933461396","4"
"Very high transfer dependency","2004","Couple + C. LE 16 ","West Germany","42","0.0192086984709954","0.0144962872313042","0.0239211097106866","4"
"Very high transfer dependency","2004","Couple + C. LE 16 ","East Germany","34","0.0727735336232834","0.0538909886853986","0.0916560785611682","4"
"Very high transfer dependency","2004","Couple + C. GT 16 ","West Germany","21","","","","4"
"Very high transfer dependency","2004","Couple + C. GT 16 ","East Germany","13","","","","4"
"Very high transfer dependency","2004","Couple + C. LE and GT 16","West Germany","19","","","","4"
"Very high transfer dependency","2004","Couple + C. LE and GT 16","East Germany","19","","","","4"
"Very low transfer dependency","2004","1-pers.-HH","West Germany","253","0.109675150242996","0.0966145287666229","0.122735771719369","1"
"Very low transfer dependency","2004","1-pers.-HH","East Germany","87","0.109744591981795","0.0867530663159327","0.132736117647658","1"
"Very low transfer dependency","2004","(Married) couple without C. ","West Germany","1062","0.170797973743732","0.160782770086808","0.180813177400656","1"
"Very low transfer dependency","2004","(Married) couple without C. ","East Germany","468","0.220499566491775","0.201325820248386","0.239673312735164","1"
"Very low transfer dependency","2004","Single parent ","West Germany","444","0.567343269174079","0.53268491397726","0.602001624370898","1"
"Very low transfer dependency","2004","Single parent ","East Germany","129","0.458119072699434","0.399444582395884","0.516793563002985","1"
"Very low transfer dependency","2004","Couple + C. LE 16 ","West Germany","2845","0.85326697139712","0.841118760603079","0.865415182191161","1"
"Very low transfer dependency","2004","Couple + C. LE 16 ","East Germany","496","0.63727725932991","0.602328441629118","0.672226077030702","1"
"Very low transfer dependency","2004","Couple + C. GT 16 ","West Germany","2016","0.697087921003793","0.67986640021482","0.714309441792767","1"
"Very low transfer dependency","2004","Couple + C. GT 16 ","East Germany","791","0.684862336749363","0.657282820841814","0.712441852656911","1"
"Very low transfer dependency","2004","Couple + C. LE and GT 16","East Germany","259","0.594193349999353","0.545079276915279","0.643307423083426","1"
"Very low transfer dependency","2004","Couple + C. LE and GT 16","West Germany","1163","0.819661180819988","0.799302501484071","0.840019860155905","1"
"Complete transfer dependency","2005","1-pers.-HH","East Germany","32","0.0497679561313864","0.0338614203225295","0.0656744919402433","5"
"Complete transfer dependency","2005","(Married) couple without C. ","West Germany","14","","","","5"
"Complete transfer dependency","2005","(Married) couple without C. ","East Germany","14","","","","5"
"Complete transfer dependency","2005","1-pers.-HH","West Germany","41","0.0199305385613078","0.0141128135408581","0.0257482635817574","5"
"Complete transfer dependency","2005","Single parent ","West Germany","23","","","","5"
"Complete transfer dependency","2005","Single parent ","East Germany","16","","","","5"
"Complete transfer dependency","2005","Couple + C. LE 16 ","West Germany","32","0.0155685314315103","0.0111184577242294","0.0200186051387912","5"
"Complete transfer dependency","2005","Couple + C. LE 16 ","East Germany","10","","","","5"
"Complete transfer dependency","2005","Couple + C. GT 16 ","West Germany","12","","","","5"
"Complete transfer dependency","2005","Couple + C. GT 16 ","East Germany","4","","","","5"
"Complete transfer dependency","2005","Couple + C. LE and GT 16","West Germany","8","","","","5"
"Complete transfer dependency","2005","Couple + C. LE and GT 16","East Germany","7","","","","5"
"High transfer dependency","2005","1-pers.-HH","West Germany","48","0.0208756598908489","0.0149244636110204","0.0268268561706774","3"
"High transfer dependency","2005","1-pers.-HH","East Germany","17","","","","3"
"High transfer dependency","2005","(Married) couple without C. ","West Germany","48","0.00956961209587557","0.00693388672797994","0.0122053374637712","3"
"High transfer dependency","2005","(Married) couple without C. ","East Germany","35","0.0155035635815575","0.00970862532675455","0.0212985018363605","3"
"High transfer dependency","2005","Single parent ","West Germany","56","0.0820213881913252","0.062690248923245","0.101352527459405","3"
"High transfer dependency","2005","Couple + C. LE 16 ","West Germany","53","0.022290817685905","0.0169841916519491","0.027597443719861","3"
"High transfer dependency","2005","Single parent ","East Germany","35","0.161764057337513","0.119814595798376","0.203713518876649","3"
"High transfer dependency","2005","Couple + C. LE 16 ","East Germany","46","0.0819870414457847","0.0613365563804319","0.102637526511138","3"
"High transfer dependency","2005","Couple + C. GT 16 ","West Germany","36","0.0202439833872809","0.0147980416024763","0.0256899251720854","3"
"High transfer dependency","2005","Couple + C. LE and GT 16","West Germany","21","","","","3"
"High transfer dependency","2005","Couple + C. GT 16 ","East Germany","29","","","","3"
"High transfer dependency","2005","Couple + C. LE and GT 16","East Germany","28","","","","3"
"Low transfer dependency","2005","1-pers.-HH","West Germany","80","0.0410764531549456","0.0328150521304779","0.0493378541794133","2"
"Low transfer dependency","2005","1-pers.-HH","East Germany","37","0.0526668775949434","0.036328609588747","0.0690051456011398","2"
"Low transfer dependency","2005","(Married) couple without C. ","West Germany","144","0.0313592397367739","0.0266407268676893","0.0360777526058584","2"
"Low transfer dependency","2005","(Married) couple without C. ","East Germany","111","0.0670757435004557","0.0553421264101683","0.0788093605907432","2"
"Low transfer dependency","2005","Single parent ","West Germany","105","0.130473795717314","0.106744732331217","0.154202859103411","2"
"Low transfer dependency","2005","Single parent ","East Germany","28","","","","2"
"Low transfer dependency","2005","Couple + C. LE 16 ","West Germany","235","0.0811119162072319","0.0712984082960276","0.0909254241184362","2"
"Low transfer dependency","2005","Couple + C. LE 16 ","East Germany","148","0.227971193745623","0.196392803795663","0.259549583695582","2"
"Low transfer dependency","2005","Couple + C. GT 16 ","West Germany","125","0.0601775445436513","0.0509813917346608","0.0693736973526418","2"
"Low transfer dependency","2005","Couple + C. GT 16 ","East Germany","102","0.129954680161469","0.109359527635409","0.15054983268753","2"
"Low transfer dependency","2005","Couple + C. LE and GT 16","East Germany","77","0.303326142210009","0.255840040478186","0.350812243941833","2"
"Low transfer dependency","2005","Couple + C. LE and GT 16","West Germany","145","0.113896837531919","0.096732852684985","0.131060822378854","2"
"No transfer dependency","2005","1-pers.-HH","West Germany","1727","0.779786676172686","0.762537238344469","0.797036114000903","0"
"No transfer dependency","2005","1-pers.-HH","East Germany","482","0.675810885569066","0.641573730145362","0.71004804099277","0"
"No transfer dependency","2005","(Married) couple without C. ","West Germany","4045","0.775086106424853","0.763782315162061","0.786389897687645","0"
"No transfer dependency","2005","(Married) couple without C. ","East Germany","1168","0.689776221402053","0.668078325441953","0.711474117362154","0"
"No transfer dependency","2005","Single parent ","West Germany","144","0.151028816073809","0.125802490620571","0.176255141527048","0"
"No transfer dependency","2005","Single parent ","East Germany","30","0.0535494223408881","0.0279028930503861","0.0791959516313901","0"
"No transfer dependency","2005","Couple + C. LE 16 ","West Germany","30","0.00632080068458593","0.00347201496429026","0.00916958640488161","0"
"No transfer dependency","2005","Couple + C. LE 16 ","East Germany","4","","","","0"
"No transfer dependency","2005","Couple + C. GT 16 ","West Germany","493","0.198878634666528","0.183443541298792","0.214313728034265","0"
"No transfer dependency","2005","Couple + C. GT 16 ","East Germany","124","0.112843337623749","0.0934641202844618","0.132222554963036","0"
"No transfer dependency","2005","Couple + C. LE and GT 16","West Germany","1","","","","0"
"No transfer dependency","2005","Couple + C. LE and GT 16","East Germany","","","","","0"
"Very high transfer dependency","2005","1-pers.-HH","West Germany","46","0.0223944606790843","0.0162353589794046","0.0285535623787639","4"
"Very high transfer dependency","2005","1-pers.-HH","East Germany","49","0.0893976861438917","0.0685281218198192","0.110267250467964","4"
"Very high transfer dependency","2005","(Married) couple without C. ","West Germany","34","0.0102230582398814","0.00749972934072783","0.012946387139035","4"
"Very high transfer dependency","2005","(Married) couple without C. ","East Germany","14","","","","4"
"Very high transfer dependency","2005","Single parent ","West Germany","32","0.0444425969989041","0.0299246329742984","0.0589605610235097","4"
"Very high transfer dependency","2005","Single parent ","East Germany","35","0.117537296334117","0.0808480945305679","0.154226498137667","4"
"Very high transfer dependency","2005","Couple + C. LE 16 ","West Germany","26","","","","4"
"Very high transfer dependency","2005","Couple + C. LE 16 ","East Germany","26","","","","4"
"Very high transfer dependency","2005","Couple + C. GT 16 ","West Germany","14","","","","4"
"Very high transfer dependency","2005","Couple + C. GT 16 ","East Germany","10","","","","4"
"Very high transfer dependency","2005","Couple + C. LE and GT 16","West Germany","31","0.0348284255532538","0.0249226307145334","0.0447342203919742","4"
"Very high transfer dependency","2005","Couple + C. LE and GT 16","East Germany","18","","","","4"
"Very low transfer dependency","2005","1-pers.-HH","West Germany","275","0.115936211541128","0.102609696374306","0.129262726707949","1"
"Very low transfer dependency","2005","1-pers.-HH","East Germany","101","0.114951602261138","0.091620949307544","0.138282255214733","1"
"Very low transfer dependency","2005","(Married) couple without C. ","West Germany","956","0.170740291379596","0.160553103808303","0.180927478950889","1"
"Very low transfer dependency","2005","(Married) couple without C. ","East Germany","404","0.2108277094999","0.191695032907987","0.229960386091814","1"
"Very low transfer dependency","2005","Single parent ","West Germany","414","0.556934283104982","0.521938665660059","0.591929900549905","1"
"Very low transfer dependency","2005","Single parent ","East Germany","152","0.503396729882169","0.446437747980946","0.560355711783391","1"
"Very low transfer dependency","2005","Couple + C. LE 16 ","West Germany","2597","0.861876801107603","0.849474377921703","0.874279224293503","1"
"Very low transfer dependency","2005","Couple + C. LE 16 ","East Germany","444","0.618832376309073","0.582274769291444","0.655389983326702","1"
"Very low transfer dependency","2005","Couple + C. GT 16 ","West Germany","1889","0.706838654469729","0.689235944321974","0.724441364617485","1"
"Very low transfer dependency","2005","Couple + C. LE and GT 16","East Germany","230","0.532932205841006","0.48139477265078","0.584469639031231","1"
