"transab_cat","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","1991","Hesse","Full Time","212","0.448411376311439","0.400330415086347","0.496492337536532"
"Very low transfer dependency","1991","Hesse","Part Time","111","0.591790493302904","0.518760877424511","0.664820109181296"
"Very low transfer dependency","1991","Hesse","Not Working","120","0.253892107582111","0.205442232518625","0.302341982645597"
"Very low transfer dependency","1991","Rhineland-Palatinate,Saarland","Full Time","138","0.444084316380028","0.384708563140684","0.503460069619373"
"Very low transfer dependency","1991","Rhineland-Palatinate,Saarland","Part Time","68","0.563955565071645","0.468649785360899","0.659261344782392"
"Very low transfer dependency","1991","Rhineland-Palatinate,Saarland","Not Working","100","0.293130973134749","0.236363450015814","0.349898496253684"
"Very low transfer dependency","1991","Baden-Württemberg","Full Time","431","0.413125706425476","0.379945692599994","0.446305720250958"
"Very low transfer dependency","1991","Baden-Württemberg","Part Time","206","0.584239698970685","0.530324325751219","0.638155072190151"
"Very low transfer dependency","1991","Baden-Württemberg","Not Working","218","0.304962344324569","0.264927005272128","0.34499768337701"
"Very low transfer dependency","1991","Bavaria","Full Time","329","0.407504985537427","0.371908971951396","0.443100999123458"
"Very low transfer dependency","1991","Bavaria","Part Time","171","0.561666975568739","0.504262112762425","0.619071838375054"
"Very low transfer dependency","1991","Bavaria","Not Working","168","0.242761764953761","0.204525018077032","0.280998511830489"
"Very low transfer dependency","1991","Berlin","Full Time","61","0.29614976065162","0.222594615367035","0.369704905936205"
"Very low transfer dependency","1991","Berlin","Part Time","45","0.577600501448216","0.463507942584332","0.691693060312101"
"Very low transfer dependency","1991","Berlin","Not Working","43","0.243868853459676","0.158850677054706","0.328887029864646"
"Very low transfer dependency","1991","Brandenburg","Full Time","","","",""
"Very low transfer dependency","1991","Brandenburg","Part Time","","","",""
"Very low transfer dependency","1991","Brandenburg","Not Working","","","",""
"Very low transfer dependency","1991","Mecklenburg-Western Pomerania","Full Time","","","",""
"Very low transfer dependency","1991","Mecklenburg-Western Pomerania","Part Time","","","",""
"Very low transfer dependency","1991","Mecklenburg-Western Pomerania","Not Working","","","",""
"Very low transfer dependency","1991","Saxony","Full Time","","","",""
"Very low transfer dependency","1991","Saxony","Part Time","","","",""
"Very low transfer dependency","1991","Saxony","Not Working","","","",""
"Very low transfer dependency","1991","Saxony-Anhalt","Full Time","","","",""
"Very low transfer dependency","1991","Saxony-Anhalt","Part Time","","","",""
"Very low transfer dependency","1991","Saxony-Anhalt","Not Working","","","",""
"Very low transfer dependency","1991","Thuringia","Full Time","","","",""
"Very low transfer dependency","1991","Thuringia","Part Time","","","",""
"Very low transfer dependency","1991","Thuringia","Not Working","","","",""
"Low transfer dependency","1991","Schleswig-Holstein","Full Time","5","","",""
"Low transfer dependency","1991","Schleswig-Holstein","Part Time","2","","",""
"Low transfer dependency","1991","Schleswig-Holstein","Not Working","12","","",""
"Low transfer dependency","1991","Hamburg","Full Time","","","",""
"Low transfer dependency","1991","Hamburg","Part Time","2","","",""
"Low transfer dependency","1991","Hamburg","Not Working","2","","",""
"Low transfer dependency","1991","Lower Saxony","Full Time","9","","",""
"Low transfer dependency","1991","Lower Saxony","Part Time","9","","",""
"Low transfer dependency","1991","Lower Saxony","Not Working","21","","",""
"Low transfer dependency","1991","Bremen","Full Time","","","",""
"Low transfer dependency","1991","Bremen","Part Time","","","",""
"Low transfer dependency","1991","Bremen","Not Working","2","","",""
"Low transfer dependency","1991","North Rhine-Westphalia","Full Time","28","","",""
"Low transfer dependency","1991","North Rhine-Westphalia","Part Time","25","","",""
"Low transfer dependency","1991","North Rhine-Westphalia","Not Working","46","0.0412490038955835","0.0283282741817766","0.0541697336093904"
"Low transfer dependency","1991","Hesse","Full Time","5","","",""
"Low transfer dependency","1991","Hesse","Part Time","6","","",""
"Low transfer dependency","1991","Hesse","Not Working","22","","",""
"Low transfer dependency","1991","Rhineland-Palatinate,Saarland","Full Time","1","","",""
"Low transfer dependency","1991","Rhineland-Palatinate,Saarland","Part Time","7","","",""
"Low transfer dependency","1991","Rhineland-Palatinate,Saarland","Not Working","5","","",""
"Low transfer dependency","1991","Baden-Württemberg","Full Time","4","","",""
"Low transfer dependency","1991","Baden-Württemberg","Part Time","3","","",""
"Low transfer dependency","1991","Baden-Württemberg","Not Working","17","","",""
"Low transfer dependency","1991","Bavaria","Full Time","10","","",""
"Low transfer dependency","1991","Bavaria","Part Time","11","","",""
"Low transfer dependency","1991","Bavaria","Not Working","9","","",""
"Low transfer dependency","1991","Berlin","Full Time","4","","",""
"Low transfer dependency","1991","Berlin","Part Time","8","","",""
"Low transfer dependency","1991","Berlin","Not Working","5","","",""
"Low transfer dependency","1991","Brandenburg","Full Time","","","",""
"Low transfer dependency","1991","Brandenburg","Part Time","","","",""
"Low transfer dependency","1991","Brandenburg","Not Working","","","",""
"Low transfer dependency","1991","Mecklenburg-Western Pomerania","Full Time","","","",""
"Low transfer dependency","1991","Mecklenburg-Western Pomerania","Part Time","","","",""
"Low transfer dependency","1991","Mecklenburg-Western Pomerania","Not Working","","","",""
"Low transfer dependency","1991","Saxony","Full Time","","","",""
"Low transfer dependency","1991","Saxony","Part Time","","","",""
"Low transfer dependency","1991","Saxony","Not Working","","","",""
"Low transfer dependency","1991","Saxony-Anhalt","Full Time","","","",""
"Low transfer dependency","1991","Saxony-Anhalt","Part Time","","","",""
"Low transfer dependency","1991","Saxony-Anhalt","Not Working","","","",""
"Low transfer dependency","1991","Thuringia","Full Time","","","",""
"Low transfer dependency","1991","Thuringia","Part Time","","","",""
"Low transfer dependency","1991","Thuringia","Not Working","","","",""
"High transfer dependency","1991","Schleswig-Holstein","Full Time","","","",""
"High transfer dependency","1991","Schleswig-Holstein","Part Time","1","","",""
"High transfer dependency","1991","Schleswig-Holstein","Not Working","1","","",""
"High transfer dependency","1991","Hamburg","Full Time","","","",""
"High transfer dependency","1991","Hamburg","Part Time","1","","",""
"High transfer dependency","1991","Hamburg","Not Working","1","","",""
"High transfer dependency","1991","Lower Saxony","Full Time","","","",""
"High transfer dependency","1991","Lower Saxony","Part Time","2","","",""
"High transfer dependency","1991","Lower Saxony","Not Working","7","","",""
"High transfer dependency","1991","Bremen","Full Time","","","",""
"High transfer dependency","1991","Bremen","Part Time","2","","",""
"High transfer dependency","1991","Bremen","Not Working","3","","",""
"High transfer dependency","1991","North Rhine-Westphalia","Full Time","3","","",""
"High transfer dependency","1991","North Rhine-Westphalia","Part Time","9","","",""
"High transfer dependency","1991","North Rhine-Westphalia","Not Working","15","","",""
"High transfer dependency","1991","Hesse","Full Time","1","","",""
"High transfer dependency","1991","Hesse","Part Time","1","","",""
"High transfer dependency","1991","Hesse","Not Working","3","","",""
"High transfer dependency","1991","Rhineland-Palatinate,Saarland","Full Time","1","","",""
"High transfer dependency","1991","Rhineland-Palatinate,Saarland","Part Time","2","","",""
"High transfer dependency","1991","Rhineland-Palatinate,Saarland","Not Working","3","","",""
"High transfer dependency","1991","Baden-Württemberg","Full Time","","","",""
"High transfer dependency","1991","Baden-Württemberg","Part Time","6","","",""
"High transfer dependency","1991","Baden-Württemberg","Not Working","9","","",""
"High transfer dependency","1991","Bavaria","Full Time","1","","",""
"High transfer dependency","1991","Bavaria","Part Time","4","","",""
"High transfer dependency","1991","Bavaria","Not Working","13","","",""
"High transfer dependency","1991","Berlin","Full Time","","","",""
"High transfer dependency","1991","Berlin","Part Time","1","","",""
"High transfer dependency","1991","Berlin","Not Working","1","","",""
"High transfer dependency","1991","Brandenburg","Full Time","","","",""
"High transfer dependency","1991","Brandenburg","Part Time","","","",""
"High transfer dependency","1991","Brandenburg","Not Working","","","",""
"High transfer dependency","1991","Mecklenburg-Western Pomerania","Full Time","","","",""
"High transfer dependency","1991","Mecklenburg-Western Pomerania","Part Time","","","",""
"High transfer dependency","1991","Mecklenburg-Western Pomerania","Not Working","","","",""
"High transfer dependency","1991","Saxony","Full Time","","","",""
"High transfer dependency","1991","Saxony","Part Time","","","",""
"High transfer dependency","1991","Saxony","Not Working","","","",""
"High transfer dependency","1991","Saxony-Anhalt","Full Time","","","",""
"High transfer dependency","1991","Saxony-Anhalt","Part Time","","","",""
"High transfer dependency","1991","Saxony-Anhalt","Not Working","","","",""
"High transfer dependency","1991","Thuringia","Full Time","","","",""
"High transfer dependency","1991","Thuringia","Part Time","","","",""
"High transfer dependency","1991","Thuringia","Not Working","","","",""
"Very high transfer dependency","1991","Schleswig-Holstein","Full Time","","","",""
"Very high transfer dependency","1991","Schleswig-Holstein","Part Time","2","","",""
"Very high transfer dependency","1991","Schleswig-Holstein","Not Working","","","",""
"Very high transfer dependency","1991","Hamburg","Full Time","","","",""
"Very high transfer dependency","1991","Hamburg","Part Time","","","",""
"Very high transfer dependency","1991","Hamburg","Not Working","2","","",""
"Very high transfer dependency","1991","Lower Saxony","Full Time","","","",""
"Very high transfer dependency","1991","Lower Saxony","Part Time","2","","",""
"Very high transfer dependency","1991","Lower Saxony","Not Working","6","","",""
"Very high transfer dependency","1991","Bremen","Full Time","","","",""
"Very high transfer dependency","1991","Bremen","Part Time","","","",""
"Very high transfer dependency","1991","Bremen","Not Working","","","",""
"Very high transfer dependency","1991","North Rhine-Westphalia","Full Time","","","",""
"Very high transfer dependency","1991","North Rhine-Westphalia","Part Time","2","","",""
"Very high transfer dependency","1991","North Rhine-Westphalia","Not Working","6","","",""
"Very high transfer dependency","1991","Hesse","Full Time","","","",""
"Very high transfer dependency","1991","Hesse","Part Time","1","","",""
"Very high transfer dependency","1991","Hesse","Not Working","6","","",""
"Very high transfer dependency","1991","Rhineland-Palatinate,Saarland","Full Time","","","",""
"Very high transfer dependency","1991","Rhineland-Palatinate,Saarland","Part Time","1","","",""
"Very high transfer dependency","1991","Rhineland-Palatinate,Saarland","Not Working","1","","",""
