"transab_cat","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","2018","Single parent ","Rural Area","400","0.525747008865634","0.491999358758489","0.559494658972778"
"Very low transfer dependency","2018","Couple + C. LE 16 ","Urban Area","2838","0.833680490441365","0.822805714514943","0.844555266367786"
"Very low transfer dependency","2018","Couple + C. LE 16 ","Rural Area","1606","0.843979146424795","0.829168445157415","0.858789847692176"
"Very low transfer dependency","2018","Couple + C. GT 16 ","Urban Area","1444","0.695618278740268","0.675616243931795","0.715620313548741"
"Very low transfer dependency","2018","Couple + C. GT 16 ","Rural Area","805","0.686147451726477","0.659042386748666","0.713252516704288"
"Very low transfer dependency","2018","Couple + C. LE and GT 16","Urban Area","1275","0.824078606446596","0.80708734488657","0.841069868006623"
"Very low transfer dependency","2018","Couple + C. LE and GT 16","Rural Area","608","0.824291703711801","0.799260703355525","0.849322704068077"
"Low transfer dependency","2018","1-pers.-HH","Urban Area","193","0.0434988092286611","0.0365593455575365","0.0504382728997856"
"Low transfer dependency","2018","1-pers.-HH","Rural Area","78","0.0360213683794616","0.0265149106992625","0.0455278260596606"
"Low transfer dependency","2018","(Married) couple without C. ","Urban Area","129","0.0210620060054065","0.017093824242462","0.0250301877683509"
"Low transfer dependency","2018","(Married) couple without C. ","Rural Area","84","0.0365835220192744","0.029897801061459","0.0432692429770897"
"Low transfer dependency","2018","Single parent ","Urban Area","212","0.099371006126812","0.0852942963412034","0.113447715912421"
"Low transfer dependency","2018","Single parent ","Rural Area","123","0.127614789334744","0.105064363658965","0.150165215010524"
"Low transfer dependency","2018","Couple + C. LE 16 ","Urban Area","367","0.084064925546393","0.0759611265305014","0.0921687245622845"
"Low transfer dependency","2018","Couple + C. LE 16 ","Rural Area","225","0.0974792797074062","0.0853732095636834","0.109585349851129"
"Low transfer dependency","2018","Couple + C. GT 16 ","Urban Area","86","0.0390562828967103","0.0306350858127545","0.0474774799806662"
"Low transfer dependency","2018","Couple + C. GT 16 ","Rural Area","42","0.0328476067217251","0.0224369478198485","0.0432582656236017"
"Low transfer dependency","2018","Couple + C. LE and GT 16","Urban Area","145","0.0766029848346642","0.0647343967723233","0.0884715728970052"
"Low transfer dependency","2018","Couple + C. LE and GT 16","Rural Area","106","0.106970239453137","0.0866417055589094","0.127298773347364"
"High transfer dependency","2018","1-pers.-HH","Urban Area","158","0.0343324310968657","0.0281378696325322","0.0405269925611992"
"High transfer dependency","2018","1-pers.-HH","Rural Area","79","0.0392849007673208","0.0293739561175069","0.0491958454171348"
"High transfer dependency","2018","(Married) couple without C. ","Urban Area","80","0.0099415272524141","0.00719982003979823","0.01268323446503"
"High transfer dependency","2018","(Married) couple without C. ","Rural Area","64","0.0226348423104535","0.0173380173998645","0.0279316672210425"
"High transfer dependency","2018","Single parent ","Urban Area","186","0.0826654089403857","0.0697078215706757","0.0956229963100956"
"High transfer dependency","2018","Single parent ","Rural Area","82","0.0755319534269626","0.0576727779770784","0.0933911288768468"
"High transfer dependency","2018","Couple + C. LE 16 ","Urban Area","226","0.0274723019453602","0.022698686662892","0.0322459172278285"
"High transfer dependency","2018","Couple + C. LE 16 ","Rural Area","106","0.0279906366256885","0.0212583894634106","0.0347228837879664"
"High transfer dependency","2018","Couple + C. GT 16 ","Urban Area","54","0.0146476553201995","0.00942538636645884","0.0198699242739401"
"High transfer dependency","2018","Couple + C. GT 16 ","Rural Area","31","0.021739037182112","0.0132212573507184","0.0302568170135056"
"High transfer dependency","2018","Couple + C. LE and GT 16","Urban Area","151","0.0554172173881673","0.0452072501765527","0.0656271845997819"
"High transfer dependency","2018","Couple + C. LE and GT 16","Rural Area","28","","",""
"Very high transfer dependency","2018","1-pers.-HH","Urban Area","119","0.0250529152302862","0.0197359463090555","0.0303698841515169"
"Very high transfer dependency","2018","1-pers.-HH","Rural Area","54","0.0350920978436115","0.0257045425163091","0.0444796531709139"
"Very high transfer dependency","2018","(Married) couple without C. ","Urban Area","44","0.00538112270205392","0.00335936598420431","0.00740287941990353"
"Very high transfer dependency","2018","(Married) couple without C. ","Rural Area","23","","",""
"Very high transfer dependency","2018","Single parent ","Urban Area","154","0.0766541896403559","0.0641357992421109","0.0891725800386009"
"Very high transfer dependency","2018","Single parent ","Rural Area","50","0.0377630257369869","0.0248798032828716","0.0506462481911022"
"Very high transfer dependency","2018","Couple + C. LE 16 ","Urban Area","287","0.0198906176431121","0.0158129642441692","0.0239682710420549"
"Very high transfer dependency","2018","Couple + C. LE 16 ","Rural Area","72","0.0061794816800796","0.00298096629888795","0.00937799706127124"
"Very high transfer dependency","2018","Couple + C. GT 16 ","Urban Area","29","","",""
"Very high transfer dependency","2018","Couple + C. GT 16 ","Rural Area","7","","",""
"Very high transfer dependency","2018","Couple + C. LE and GT 16","Urban Area","94","0.0224671185122998","0.0158537708713","0.0290804661532997"
"Very high transfer dependency","2018","Couple + C. LE and GT 16","Rural Area","40","0.0298076776300568","0.0186227135111931","0.0409926417489205"
"Complete transfer dependency","2018","1-pers.-HH","Urban Area","447","0.0467157838337151","0.0395363948209971","0.053895172846433"
"Complete transfer dependency","2018","1-pers.-HH","Rural Area","154","0.0397648616589751","0.0297960487049855","0.0497336746129648"
"Complete transfer dependency","2018","(Married) couple without C. ","Urban Area","60","0.00398377679036124","0.00224299312362158","0.0057245604571009"
"Complete transfer dependency","2018","(Married) couple without C. ","Rural Area","45","0.00448972229280073","0.00210887759209938","0.00687056699350209"
"Complete transfer dependency","2018","Single parent ","Urban Area","208","0.0535716958253671","0.0429764775400719","0.0641669141106622"
"Complete transfer dependency","2018","Single parent ","Rural Area","94","0.0430235121019508","0.0293098432916862","0.0567371809122154"
"Complete transfer dependency","2018","Couple + C. LE 16 ","Urban Area","736","0.021764039779275","0.0175027558971963","0.0260253236613537"
"Complete transfer dependency","2018","Couple + C. LE 16 ","Rural Area","274","0.0170457598086577","0.0117626057868983","0.022328913830417"
"Complete transfer dependency","2018","Couple + C. GT 16 ","Urban Area","51","0.00529007441896791","0.00213682359236891","0.0084433252455669"
"Complete transfer dependency","2018","Couple + C. GT 16 ","Rural Area","13","","",""
"Complete transfer dependency","2018","Couple + C. LE and GT 16","Urban Area","260","0.0213442886625498","0.0148946143085093","0.0277939630165902"
"Complete transfer dependency","2018","Couple + C. LE and GT 16","Rural Area","104","0.0147227089470445","0.00680107613235431","0.0226443417617347"
"No transfer dependency","2019","1-pers.-HH","Urban Area","1936","0.784176431218146","0.769117624053777","0.799235238382515"
"No transfer dependency","2019","1-pers.-HH","Rural Area","991","0.763381169871389","0.741406868324164","0.785355471418614"
"No transfer dependency","2019","(Married) couple without C. ","Urban Area","4066","0.839890631400704","0.829688387676098","0.850092875125309"
"No transfer dependency","2019","(Married) couple without C. ","Rural Area","2564","0.823506119903345","0.810156585020598","0.836855654786091"
"No transfer dependency","2019","Single parent ","Urban Area","134","0.145788302961052","0.127905878811591","0.163670727110514"
"No transfer dependency","2019","Single parent ","Rural Area","95","0.175944914912891","0.148926970510387","0.202962859315396"
"No transfer dependency","2019","Couple + C. LE 16 ","Urban Area","59","0.0177644298154012","0.013706221360333","0.0218226382704694"
"No transfer dependency","2019","Couple + C. LE 16 ","Rural Area","14","","",""
"No transfer dependency","2019","Couple + C. GT 16 ","Urban Area","376","0.261116196834111","0.241665469217296","0.280566924450926"
"No transfer dependency","2019","Couple + C. GT 16 ","Rural Area","241","0.259361043784853","0.23334205041791","0.285380037151795"
"No transfer dependency","2019","Couple + C. LE and GT 16","Urban Area","9","","",""
"No transfer dependency","2019","Couple + C. LE and GT 16","Rural Area","2","","",""
"Very low transfer dependency","2019","1-pers.-HH","Urban Area","279","0.0811908780305214","0.0711931685479704","0.0911885875130725"
"Very low transfer dependency","2019","1-pers.-HH","Rural Area","146","0.0978067032398443","0.0824480259538263","0.113165380525862"
"Very low transfer dependency","2019","(Married) couple without C. ","Urban Area","614","0.120941884345003","0.111870509507566","0.130013259182441"
"Very low transfer dependency","2019","(Married) couple without C. ","Rural Area","360","0.104348096824846","0.0936432665395771","0.115052927110115"
"Very low transfer dependency","2019","Single parent ","Urban Area","764","0.532688173629496","0.50740554603237","0.557970801226622"
"Very low transfer dependency","2019","Single parent ","Rural Area","386","0.529577574300406","0.494161972696464","0.564993175904348"
"Very low transfer dependency","2019","Couple + C. LE 16 ","Urban Area","2669","0.835717536806002","0.8243340253975","0.847101048214505"
"Very low transfer dependency","2019","Couple + C. LE 16 ","Rural Area","1555","0.844514872562663","0.829334819546764","0.859694925578563"
"Very low transfer dependency","2019","Couple + C. GT 16 ","Urban Area","1389","0.676355127740357","0.655636898609929","0.697073356870785"
"Very low transfer dependency","2019","Couple + C. GT 16 ","Rural Area","775","0.678239747826208","0.650507015638373","0.705972480014043"
"Very low transfer dependency","2019","Couple + C. LE and GT 16","Urban Area","1290","0.840206719895446","0.823761295872046","0.856652143918846"
"Very low transfer dependency","2019","Couple + C. LE and GT 16","Rural Area","636","0.824562163107835","0.799836981935061","0.849287344280609"
"Low transfer dependency","2019","1-pers.-HH","Urban Area","131","0.0361820954074719","0.029346464627372","0.0430177261875717"
"Low transfer dependency","2019","1-pers.-HH","Rural Area","73","0.0416606036514143","0.0313296085136345","0.0519915987891941"
"Low transfer dependency","2019","(Married) couple without C. ","Urban Area","106","0.0176184172949452","0.0139582620575886","0.0212785725323019"
"Low transfer dependency","2019","(Married) couple without C. ","Rural Area","107","0.0483645473886175","0.0408523539228714","0.0558767408543636"
"Low transfer dependency","2019","Single parent ","Urban Area","179","0.118107514818172","0.101753330773246","0.134461698863099"
"Low transfer dependency","2019","Single parent ","Rural Area","87","0.155910254199585","0.13016972483818","0.18165078356099"
"Low transfer dependency","2019","Couple + C. LE 16 ","Urban Area","267","0.079547261666375","0.0712341378207949","0.0878603855119552"
"Low transfer dependency","2019","Couple + C. LE 16 ","Rural Area","201","0.0988947514611111","0.0863892937610959","0.111400209161126"
"Low transfer dependency","2019","Couple + C. GT 16 ","Urban Area","79","0.0300655705460021","0.0225035685840338","0.0376275725079703"
"Low transfer dependency","2019","Couple + C. GT 16 ","Rural Area","35","0.0435390909818542","0.0314245173677915","0.0556536645959169"
"Low transfer dependency","2019","Couple + C. LE and GT 16","Urban Area","114","0.0669484370734208","0.0557309445634937","0.0781659295833478"
"Low transfer dependency","2019","Couple + C. LE and GT 16","Rural Area","99","0.107904711111507","0.0877353577141064","0.128074064508908"
"High transfer dependency","2019","1-pers.-HH","Urban Area","119","0.0363173292331632","0.0294694164434894","0.0431652420228371"
"High transfer dependency","2019","1-pers.-HH","Rural Area","62","0.0249554359263157","0.0168902474676258","0.0330206243850057"
"High transfer dependency","2019","(Married) couple without C. ","Urban Area","72","0.0118147427609275","0.00880861611084511","0.0148208694110099"
