"transab_cat","year","e11103","sex","n","percent","lower_confidence","upper_confidence","value"
"Very high transfer dependency","2001","Part Time","Female","59","0.0180635402235127","0.013548225813753","0.0225788546332725","4"
"Very high transfer dependency","2001","Not Working","Male","84","0.0275881648230387","0.0217193038671093","0.033457025778968","4"
"Very high transfer dependency","2001","Not Working","Female","118","0.0219777109006226","0.0179115044369232","0.026043917364322","4"
"Very low transfer dependency","2001","Full Time","Male","3623","0.543402983660509","0.530807621108939","0.555998346212079","1"
"Very low transfer dependency","2001","Full Time","Female","1537","0.462643967323569","0.444703083494145","0.480584851152993","1"
"Very low transfer dependency","2001","Part Time","Male","711","0.438740592406429","0.412820742100365","0.464660442712492","1"
"Very low transfer dependency","2001","Part Time","Female","2167","0.602827789050487","0.586238379551742","0.619417198549232","1"
"Very low transfer dependency","2001","Not Working","Male","761","0.215168540452806","0.200443893692929","0.229893187212682","1"
"Very low transfer dependency","2001","Not Working","Female","1703","0.277063544071422","0.264650920716613","0.289476167426231","1"
"Complete transfer dependency","2002","Full Time","Female","","","","","5"
"Complete transfer dependency","2002","Full Time","Male","","","","","5"
"Complete transfer dependency","2002","Part Time","Male","","","","","5"
"Complete transfer dependency","2002","Part Time","Female","","","","","5"
"Complete transfer dependency","2002","Not Working","Male","104","0.0421747834850017","0.0351336028428051","0.0492159641271982","5"
"Complete transfer dependency","2002","Not Working","Female","111","0.0252067001433731","0.0208696241903367","0.0295437760964095","5"
"High transfer dependency","2002","Full Time","Male","21","","","","3"
"High transfer dependency","2002","Full Time","Female","18","","","","3"
"High transfer dependency","2002","Part Time","Male","76","0.061501192049531","0.0493553611548098","0.0736470229442522","3"
"High transfer dependency","2002","Part Time","Female","105","0.0415594714477204","0.035080338112332","0.0480386047831089","3"
"High transfer dependency","2002","Not Working","Male","100","0.0344917664778776","0.0280986645059158","0.0408848684498394","3"
"High transfer dependency","2002","Not Working","Female","139","0.029339470237092","0.0246702691118523","0.0340086713623318","3"
"Low transfer dependency","2002","Full Time","Female","106","0.0355095806125899","0.0290054444123646","0.0420137168128152","2"
"Low transfer dependency","2002","Full Time","Male","254","0.040903407823262","0.0360318019155909","0.0457750137309332","2"
"Low transfer dependency","2002","Part Time","Male","175","0.124367209834818","0.107683886974405","0.141050532695231","2"
"Low transfer dependency","2002","Part Time","Female","258","0.0776888137874832","0.0689988631823277","0.0863787643926386","2"
"Low transfer dependency","2002","Not Working","Male","194","0.0548771612797088","0.0468987601022189","0.0628555624571987","2"
"Low transfer dependency","2002","Not Working","Female","340","0.0583888201362238","0.0519012298413061","0.0648764104311414","2"
"No transfer dependency","2002","Full Time","Male","2137","0.406529463833894","0.394448354262055","0.418610573405733","0"
"No transfer dependency","2002","Full Time","Female","1389","0.512512774311109","0.494945601898865","0.530079946723352","0"
"No transfer dependency","2002","Part Time","Male","496","0.381008756329994","0.35645723932076","0.405560273339229","0"
"No transfer dependency","2002","Part Time","Female","817","0.270736149316748","0.256311183533428","0.285161115100069","0"
"No transfer dependency","2002","Not Working","Female","2606","0.606674075147902","0.593158430427172","0.620189719868632","0"
"No transfer dependency","2002","Not Working","Male","1817","0.632615780332297","0.615726692986199","0.649504867678394","0"
"Very high transfer dependency","2002","Full Time","Male","5","","","","4"
"Very high transfer dependency","2002","Full Time","Female","4","","","","4"
"Very high transfer dependency","2002","Part Time","Male","22","","","","4"
"Very high transfer dependency","2002","Part Time","Female","40","0.0116658671042606","0.00818000876308709","0.0151517254454341","4"
"Very high transfer dependency","2002","Not Working","Male","80","0.0281137189607947","0.0223228625326675","0.033904575388922","4"
"Very high transfer dependency","2002","Not Working","Female","92","0.017346162353246","0.0137338545999068","0.0209584701065853","4"
"Very low transfer dependency","2002","Full Time","Male","3933","0.547501043169986","0.535258757905141","0.559743328434832","1"
"Very low transfer dependency","2002","Full Time","Female","1593","0.444898901009218","0.427433256896003","0.462364545122432","1"
"Very low transfer dependency","2002","Part Time","Male","734","0.41661772561543","0.391693935394341","0.44154151583652","1"
"Very low transfer dependency","2002","Not Working","Male","835","0.20772678946432","0.193514643399389","0.221938935529252","1"
"Very low transfer dependency","2002","Not Working","Female","1730","0.263044771982163","0.250862784415887","0.275226759548439","1"
"Very low transfer dependency","2002","Part Time","Female","2425","0.598349698343787","0.582434908370256","0.614264488317318","1"
"Complete transfer dependency","2003","Full Time","Female","","","","","5"
"Complete transfer dependency","2003","Full Time","Male","","","","","5"
"Complete transfer dependency","2003","Part Time","Male","","","","","5"
"Complete transfer dependency","2003","Part Time","Female","","","","","5"
"Complete transfer dependency","2003","Not Working","Male","109","0.0458053170141622","0.038505695674136","0.0531049383541884","5"
"Complete transfer dependency","2003","Not Working","Female","129","0.032524916572454","0.0275702200490178","0.0374796130958903","5"
"High transfer dependency","2003","Full Time","Male","26","","","","3"
"High transfer dependency","2003","Full Time","Female","21","","","","3"
"High transfer dependency","2003","Part Time","Male","77","0.0556515133679721","0.0440502016719652","0.0672528250639789","3"
"High transfer dependency","2003","Part Time","Female","102","0.0349910181399364","0.0289437188325538","0.041038317447319","3"
"High transfer dependency","2003","Not Working","Male","98","0.0279712783558097","0.0222139686028086","0.0337285881088108","3"
"High transfer dependency","2003","Not Working","Female","114","0.0214432448142303","0.0173972312864697","0.0254892583419909","3"
"Low transfer dependency","2003","Full Time","Male","257","0.0412505378026486","0.036176942032389","0.0463241335729082","2"
"Low transfer dependency","2003","Full Time","Female","115","0.0411207414032216","0.0339123021667117","0.0483291806397314","2"
"Low transfer dependency","2003","Part Time","Female","283","0.0831187898097273","0.0740338168538007","0.092203762765654","2"
"Low transfer dependency","2003","Not Working","Male","207","0.0550047397850272","0.0470442688357151","0.0629652107343393","2"
"Low transfer dependency","2003","Part Time","Male","192","0.134033981146183","0.116793064771388","0.151274897520978","2"
"Low transfer dependency","2003","Not Working","Female","351","0.0615212100662341","0.054809800628018","0.0682326195044503","2"
"No transfer dependency","2003","Full Time","Male","1976","0.409008156936694","0.396465047354723","0.421551266518665","0"
"No transfer dependency","2003","Full Time","Female","1291","0.504075051468469","0.485924727071238","0.522225375865699","0"
"No transfer dependency","2003","Part Time","Male","444","0.344899439340733","0.320844587227642","0.368954291453824","0"
"No transfer dependency","2003","Part Time","Female","797","0.27137462962457","0.256740925725533","0.286008333523607","0"
"No transfer dependency","2003","Not Working","Female","2542","0.589373341089806","0.575632671917171","0.603114010262442","0"
"No transfer dependency","2003","Not Working","Male","1816","0.609857993192829","0.592826622312412","0.626889364073246","0"
"Very high transfer dependency","2003","Part Time","Male","39","0.0394393734869887","0.0295895180712753","0.0492892289027022","4"
"Very high transfer dependency","2003","Full Time","Male","4","","","","4"
"Very high transfer dependency","2003","Full Time","Female","4","","","","4"
"Very high transfer dependency","2003","Part Time","Female","68","0.0248600808939882","0.019736162159032","0.0299839996289444","4"
"Very high transfer dependency","2003","Not Working","Male","78","0.0320136840457587","0.0258672061292963","0.038160161962221","4"
"Very high transfer dependency","2003","Not Working","Female","99","0.0188603604408586","0.015060833973325","0.0226598869083922","4"
"Very low transfer dependency","2003","Full Time","Female","1484","0.446725932520187","0.428678328611095","0.464773536429279","1"
"Very low transfer dependency","2003","Full Time","Male","3639","0.543853828435966","0.531146870257324","0.556560786614608","1"
"Very low transfer dependency","2003","Part Time","Male","748","0.425975692658123","0.400951503629571","0.450999881686675","1"
"Very low transfer dependency","2003","Part Time","Female","2297","0.585655481531777","0.569444123331394","0.601866839732161","1"
"Very low transfer dependency","2003","Not Working","Male","843","0.229346987606413","0.214667873389187","0.244026101823639","1"
"Very low transfer dependency","2003","Not Working","Female","1689","0.276276927016416","0.263787354136642","0.288766499896191","1"
"Complete transfer dependency","2004","Full Time","Female","","","","","5"
"Complete transfer dependency","2004","Full Time","Male","","","","","5"
"Complete transfer dependency","2004","Part Time","Male","","","","","5"
"Complete transfer dependency","2004","Part Time","Female","","","","","5"
"Complete transfer dependency","2004","Not Working","Male","100","0.0423734306262663","0.0353940319181443","0.0493528293343884","5"
"Complete transfer dependency","2004","Not Working","Female","115","0.0259995265698752","0.02152832403671","0.0304707291030404","5"
"High transfer dependency","2004","Full Time","Male","26","","","","3"
"High transfer dependency","2004","Full Time","Female","17","","","","3"
"High transfer dependency","2004","Part Time","Male","86","0.0720526432016887","0.0588477970473802","0.0852574893559972","3"
"High transfer dependency","2004","Part Time","Female","112","0.0381007230700947","0.0317255708730425","0.044475875267147","3"
"High transfer dependency","2004","Not Working","Female","103","0.0197546483316069","0.015844762412536","0.0236645342506777","3"
"High transfer dependency","2004","Not Working","Male","96","0.0263230252425598","0.0207761493110192","0.0318699011741004","3"
"Low transfer dependency","2004","Full Time","Male","243","0.0402896216525832","0.0351279265757304","0.0454513167294359","2"
"Low transfer dependency","2004","Full Time","Female","117","0.0463308744293863","0.0385128997222894","0.0541488491364832","2"
"Low transfer dependency","2004","Part Time","Male","193","0.134312619796711","0.116899135806966","0.151726103786457","2"
"Low transfer dependency","2004","Part Time","Female","281","0.0933154376062813","0.0836290017139842","0.103001873498578","2"
"Low transfer dependency","2004","Not Working","Male","208","0.0639794689837414","0.0555006355262253","0.0724583024412575","2"
"Low transfer dependency","2004","Not Working","Female","346","0.0615670748100151","0.0548134346553821","0.0683207149646481","2"
"No transfer dependency","2004","Full Time","Male","1861","0.397862156605841","0.385014026295079","0.410710286916602","0"
"No transfer dependency","2004","Full Time","Female","1183","0.49237732561831","0.473783032188958","0.510971619047661","0"
"No transfer dependency","2004","Part Time","Male","442","0.342591200709694","0.318355667673808","0.36682673374558","0"
"No transfer dependency","2004","Part Time","Female","783","0.270913386526527","0.256113310575419","0.285713462477635","0"
"No transfer dependency","2004","Not Working","Female","2523","0.593794950228722","0.579995780777807","0.607594119679637","0"
"No transfer dependency","2004","Not Working","Male","1791","0.597240911602887","0.580247892277945","0.614233930927829","0"
"Very high transfer dependency","2004","Part Time","Male","39","0.0381538629645267","0.0283709367510941","0.0479367891779594","4"
"Very high transfer dependency","2004","Full Time","Female","6","","","","4"
"Very high transfer dependency","2004","Full Time","Male","9","","","","4"
"Very high transfer dependency","2004","Part Time","Female","62","0.0244788621474996","0.0193328227740102","0.029624901520989","4"
"Very high transfer dependency","2004","Not Working","Male","98","0.0321961994829911","0.0260801770703202","0.0383122218956619","4"
"Very high transfer dependency","2004","Not Working","Female","119","0.0247096809014305","0.0203479128821168","0.0290714489207442","4"
"Very low transfer dependency","2004","Full Time","Male","3436","0.554462880179881","0.541416085136137","0.567509675223626","1"
"Very low transfer dependency","2004","Full Time","Female","1454","0.44950568763382","0.431004305857652","0.468007069409989","1"
"Very low transfer dependency","2004","Part Time","Male","713","0.412889673327379","0.387746297457773","0.438033049196986","1"
"Very low transfer dependency","2004","Part Time","Female","2226","0.573191590649597","0.556720379359501","0.589662801939694","1"
"Very low transfer dependency","2004","Not Working","Male","907","0.237886964061554","0.22313437928801","0.252639548835098","1"
"Very low transfer dependency","2004","Not Working","Female","1660","0.27417411915835","0.261640067159812","0.286708171156889","1"
"Complete transfer dependency","2005","Full Time","Female","","","","","5"
"Complete transfer dependency","2005","Full Time","Male","","","","","5"
"Complete transfer dependency","2005","Part Time","Male","","","","","5"
"Complete transfer dependency","2005","Part Time","Female","","","","","5"
"Complete transfer dependency","2005","Not Working","Male","106","0.0449580487155353","0.0376999727655366","0.052216124665534","5"
"Complete transfer dependency","2005","Not Working","Female","113","0.0255885342842471","0.0210500011290233","0.0301270674394708","5"
"High transfer dependency","2005","Full Time","Male","26","","","","3"
"High transfer dependency","2005","Full Time","Female","22","","","","3"
"High transfer dependency","2005","Part Time","Male","71","0.0604947320167452","0.0478753597509177","0.0731141042825728","3"
"High transfer dependency","2005","Part Time","Female","103","0.0338989753390436","0.0277872109103324","0.0400107397677548","3"
"High transfer dependency","2005","Not Working","Female","138","0.029267776105482","0.0244230837960451","0.034112468414919","3"
"High transfer dependency","2005","Not Working","Male","110","0.0334936717871498","0.0271914992581643","0.0397958443161354","3"
"Low transfer dependency","2005","Full Time","Male","229","0.0407513624434545","0.0354249620965187","0.0460777627903904","2"
"Low transfer dependency","2005","Full Time","Female","112","0.0367403022872815","0.0295831428922267","0.0438974616823362","2"
"Low transfer dependency","2005","Part Time","Male","207","0.165124618676899","0.145470838018602","0.184778399335195","2"
"Low transfer dependency","2005","Part Time","Female","275","0.0985641608571489","0.088497418019949","0.108630903694349","2"
"Low transfer dependency","2005","Not Working","Male","218","0.0634048265486907","0.054869037483889","0.0719406156134924","2"
"Low transfer dependency","2005","Not Working","Female","347","0.0685398555482682","0.0612775361486405","0.0758021749478959","2"
"No transfer dependency","2005","Full Time","Male","1819","0.407425068122774","0.394187974056756","0.420662162188792","0"
"No transfer dependency","2005","Full Time","Female","1203","0.510597414524789","0.491579185758865","0.529615643290714","0"
"No transfer dependency","2005","Part Time","Male","392","0.280447367056728","0.256668764364356","0.304225969749101","0"
"No transfer dependency","2005","Part Time","Female","742","0.250761549086593","0.236122847750093","0.265400250423093","0"
"No transfer dependency","2005","Not Working","Male","1782","0.592655902902779","0.57544559746361","0.609866208341949","0"
"No transfer dependency","2005","Not Working","Female","2445","0.579302329418919","0.565113083827855","0.593491575009982","0"
"Very high transfer dependency","2005","Full Time","Male","7","","","","4"
"Very high transfer dependency","2005","Full Time","Female","2","","","","4"
"Very high transfer dependency","2005","Part Time","Male","49","0.0561312816827709","0.0439473448279974","0.0683152185375445","4"
"Very high transfer dependency","2005","Part Time","Female","75","0.0293197111844224","0.0236222680540073","0.0350171543148375","4"
"Very high transfer dependency","2005","Not Working","Male","87","0.0345571027121671","0.0281591869888604","0.0409550184354738","4"
"Very high transfer dependency","2005","Not Working","Female","125","0.0270740818299927","0.0224092244591206","0.0317389392008648","4"
"Very low transfer dependency","2005","Full Time","Female","1315","0.440370278517332","0.421483537835462","0.459257019199202","1"
"Very low transfer dependency","2005","Full Time","Male","3212","0.543472098456593","0.53005312070002","0.556891076213167","1"
"Very low transfer dependency","2005","Part Time","Male","652","0.437802000566857","0.411540902442077","0.464063098691636","1"
"Very low transfer dependency","2005","Part Time","Female","2173","0.587455603532792","0.570829712826865","0.604081494238719","1"
"Very low transfer dependency","2005","Not Working","Male","828","0.230930447333678","0.216168965219384","0.245691929447972","1"
"Very low transfer dependency","2005","Not Working","Female","1482","0.270227422813091","0.25746361976685","0.282991225859333","1"
"Complete transfer dependency","2006","Full Time","Female","","","","","5"
"Complete transfer dependency","2006","Full Time","Male","","","","","5"
"Complete transfer dependency","2006","Part Time","Male","","","","","5"
"Complete transfer dependency","2006","Part Time","Female","","","","","5"
"Complete transfer dependency","2006","Not Working","Male","113","0.0502179166368437","0.0430398324596572","0.0573960008140301","5"
"Complete transfer dependency","2006","Not Working","Female","144","0.0351132920272206","0.0300886203154748","0.0401379637389664","5"
"High transfer dependency","2006","Full Time","Male","35","0.00555691274874955","0.00360118519284738","0.00751264030465172","3"
"High transfer dependency","2006","Full Time","Female","20","","","","3"
"High transfer dependency","2006","Part Time","Male","102","0.0831810671818387","0.0686998882934926","0.0976622460701848","3"
"High transfer dependency","2006","Part Time","Female","127","0.0422467860077464","0.0356400682998619","0.0488535037156309","3"
"High transfer dependency","2006","Not Working","Male","108","0.0307306613622322","0.0250581495922284","0.036403173132236","3"
"High transfer dependency","2006","Not Working","Female","166","0.0345362753377972","0.0295515700604464","0.0395209806151481","3"
"Low transfer dependency","2006","Full Time","Male","235","0.0466511260221793","0.0411028431638098","0.0521994088805488","2"
"Low transfer dependency","2006","Full Time","Female","117","0.0405388273896569","0.0332377687676782","0.0478398860116356","2"
"Low transfer dependency","2006","Part Time","Male","203","0.158610286313934","0.13945387463401","0.177766697993858","2"
"Low transfer dependency","2006","Part Time","Female","267","0.0836399095044872","0.0745470189343174","0.0927328000746571","2"
"Low transfer dependency","2006","Not Working","Male","218","0.0555430023509824","0.0480151171933918","0.063070887508573","2"
"Low transfer dependency","2006","Not Working","Female","314","0.0614660722630127","0.0549095056823597","0.0680226388436656","2"
"No transfer dependency","2006","Full Time","Male","2001","0.42275899523517","0.409762489135178","0.435755501335162","0"
"No transfer dependency","2006","Full Time","Female","1290","0.511212000483661","0.492706649372035","0.529717351595287","0"
"No transfer dependency","2006","Part Time","Male","400","0.258523505759727","0.235564736664019","0.281482274855436","0"
"No transfer dependency","2006","Part Time","Female","839","0.260754106474923","0.246333877952556","0.27517433499729","0"
"No transfer dependency","2006","Not Working","Male","2089","0.600023165255874","0.583921579725598","0.616124750786151","0"
"No transfer dependency","2006","Not Working","Female","2815","0.584915537933073","0.571464723733439","0.598366352132707","0"
"Very high transfer dependency","2006","Full Time","Male","9","","","","4"
"Very high transfer dependency","2006","Full Time","Female","3","","","","4"
"Very high transfer dependency","2006","Part Time","Male","61","0.061362055486741","0.0487771809346102","0.0739469300388718","4"
"Very high transfer dependency","2006","Part Time","Female","107","0.0418572760821539","0.0352797483403657","0.0484348038239422","4"
"Very high transfer dependency","2006","Not Working","Male","111","0.0365958994315067","0.0304244429221654","0.0427673559408479","4"
"Very high transfer dependency","2006","Not Working","Female","137","0.0271602184585343","0.0227228954227181","0.0315975414943505","4"
"Very low transfer dependency","2006","Full Time","Female","1373","0.433902115525787","0.4155545607946","0.452249670256975","1"
"Very low transfer dependency","2006","Full Time","Male","3270","0.523045842907996","0.509905406282613","0.536186279533379","1"
"Very low transfer dependency","2006","Not Working","Male","917","0.226889354962561","0.213123756358179","0.240654953566942","1"
"Very low transfer dependency","2006","Part Time","Female","2221","0.571501921930689","0.555248478241131","0.587755365620248","1"
"Very low transfer dependency","2006","Not Working","Female","1579","0.256808603980362","0.244882766744283","0.268734441216442","1"
"Very low transfer dependency","2006","Part Time","Male","631","0.438323085257759","0.412304100459431","0.464342070056087","1"
"Complete transfer dependency","2007","Full Time","Female","","","","","5"
"Complete transfer dependency","2007","Full Time","Male","","","","","5"
"Complete transfer dependency","2007","Part Time","Male","","","","","5"
"Complete transfer dependency","2007","Part Time","Female","","","","","5"
"Complete transfer dependency","2007","Not Working","Male","113","0.0476261779070424","0.0404569096393283","0.0547954461747565","5"
"Complete transfer dependency","2007","Not Working","Female","139","0.0346344004338168","0.0294776718693109","0.0397911289983227","5"
"High transfer dependency","2007","Full Time","Male","37","0.00716182502396706","0.00486903329317276","0.00945461675476135","3"
"High transfer dependency","2007","Full Time","Female","23","","","","3"
"High transfer dependency","2007","Part Time","Male","84","0.0959012462768706","0.0797131649876214","0.11208932756612","3"
"High transfer dependency","2007","Part Time","Female","116","0.0433192026512065","0.0364572256019332","0.0501811797004797","3"
"High transfer dependency","2007","Not Working","Male","93","0.0311873387491901","0.025335972213575","0.0370387052848052","3"
"High transfer dependency","2007","Not Working","Female","135","0.0300939993857131","0.025275860633051","0.0349121381383752","3"
"Low transfer dependency","2007","Full Time","Male","214","0.0417767607695615","0.0363365684736188","0.0472169530655043","2"
"Low transfer dependency","2007","Full Time","Female","104","0.0455932682213019","0.0375919459252792","0.0535945905173246","2"
"Low transfer dependency","2007","Part Time","Male","163","0.133603552280621","0.114899201013057","0.152307903548184","2"
"Low transfer dependency","2007","Part Time","Female","257","0.0905748256208674","0.0809006772248513","0.100248974016884","2"
"Low transfer dependency","2007","Not Working","Male","197","0.0554637426939851","0.0477589289436571","0.063168556444313","2"
"Low transfer dependency","2007","Not Working","Female","302","0.0605822277055487","0.0538543741262508","0.0673100812848465","2"
"No transfer dependency","2007","Full Time","Male","1882","0.427120204065276","0.413670264575056","0.440570143555497","0"
"No transfer dependency","2007","Full Time","Female","1222","0.514162510491914","0.494991704559797","0.533333316424032","0"
"No transfer dependency","2007","Part Time","Male","376","0.286473052914028","0.261617559231061","0.311328546596996","0"
"No transfer dependency","2007","Part Time","Female","804","0.259296016359768","0.244523796317552","0.274068236401984","0"
"No transfer dependency","2007","Not Working","Female","2658","0.584795761562993","0.570899194651083","0.598692328474903","0"
"No transfer dependency","2007","Not Working","Male","2002","0.595499763548799","0.578978303348377","0.612021223749222","0"
"Very high transfer dependency","2007","Full Time","Male","4","","","","4"
"Very high transfer dependency","2007","Full Time","Female","6","","","","4"
"Very high transfer dependency","2007","Part Time","Male","62","0.0524843580570765","0.0402245561012266","0.0647441600129264","4"
"Very high transfer dependency","2007","Part Time","Female","88","0.0360134949182931","0.0297330036313194","0.0422939862052669","4"
"Very high transfer dependency","2007","Not Working","Male","102","0.0407630995130979","0.0341066172358848","0.047419581790311","4"
"Very high transfer dependency","2007","Not Working","Female","140","0.030587809011612","0.0257315376218057","0.0354440804014183","4"
"Very low transfer dependency","2007","Full Time","Female","1256","0.425649926117243","0.406684645331898","0.444615206902588","1"
"Very low transfer dependency","2007","Full Time","Male","3059","0.523193101214859","0.509612600290305","0.536773602139413","1"
"Very low transfer dependency","2007","Not Working","Male","883","0.229459877587885","0.215305223859632","0.243614531316139","1"
"Very low transfer dependency","2007","Not Working","Female","1456","0.259305801900317","0.24694632431866","0.271665279481974","1"
"Very low transfer dependency","2007","Part Time","Female","2116","0.570796460449865","0.5541125523582","0.587480368541529","1"
"Very low transfer dependency","2007","Part Time","Male","586","0.431537790471404","0.404308549713676","0.458767031229132","1"
"Complete transfer dependency","2008","Full Time","Male","","","","","5"
"Complete transfer dependency","2008","Full Time","Female","","","","","5"
"Complete transfer dependency","2008","Part Time","Male","","","","","5"
"Complete transfer dependency","2008","Part Time","Female","","","","","5"
"Complete transfer dependency","2008","Not Working","Male","97","0.0520531306408476","0.0443069306812962","0.0597993306003989","5"
"Complete transfer dependency","2008","Not Working","Female","120","0.0389466397544471","0.0332788752163654","0.0446144042925289","5"
"High transfer dependency","2008","Part Time","Male","83","0.097732447741603","0.0808393307707572","0.114625564712449","3"
"High transfer dependency","2008","Full Time","Male","32","0.00604647855244681","0.00387872949698954","0.00821422760790408","3"
"High transfer dependency","2008","Full Time","Female","9","","","","3"
"High transfer dependency","2008","Part Time","Female","101","0.0492446809223191","0.0417063485908699","0.0567830132537684","3"
"High transfer dependency","2008","Not Working","Female","107","0.0236856468936234","0.0192307206891173","0.0281405730981294","3"
"High transfer dependency","2008","Not Working","Male","62","0.0225735811526674","0.0173937506823048","0.0277534116230301","3"
"Low transfer dependency","2008","Full Time","Male","185","0.0379766958834368","0.032631961910943","0.0433214298559306","2"
"Low transfer dependency","2008","Full Time","Female","80","0.0285134826145518","0.0219958819552476","0.0350310832738559","2"
"Low transfer dependency","2008","Part Time","Male","133","0.123039898974666","0.104353069096928","0.141726728852403","2"
"Low transfer dependency","2008","Part Time","Female","239","0.0849231977712112","0.0752113207074278","0.0946350748349946","2"
"Low transfer dependency","2008","Not Working","Male","178","0.0594893558601453","0.051240859847223","0.0677378518730677","2"
"Low transfer dependency","2008","Not Working","Female","245","0.0591283461297266","0.0522185360588166","0.0660381562006366","2"
"No transfer dependency","2008","Full Time","Male","1826","0.434798661650122","0.420936837055928","0.448660486244315","0"
"No transfer dependency","2008","Full Time","Female","1241","0.539367126215039","0.519847840239311","0.558886412190766","0"
"No transfer dependency","2008","Part Time","Male","359","0.296303199255685","0.27032651651991","0.32227988199146","0"
"No transfer dependency","2008","Part Time","Female","714","0.246347966363604","0.231336567581592","0.261359365145617","0"
"No transfer dependency","2008","Not Working","Male","1944","0.612211127520411","0.595220025049697","0.629202229991125","0"
"No transfer dependency","2008","Not Working","Female","2546","0.600430447384468","0.586081151224971","0.614779743543964","0"
"Very high transfer dependency","2008","Full Time","Male","5","","","","4"
"Very high transfer dependency","2008","Full Time","Female","6","","","","4"
"Very high transfer dependency","2008","Part Time","Male","52","0.0416033382135005","0.0302438316340918","0.0529628447929092","4"
"Very high transfer dependency","2008","Part Time","Female","81","0.0330656005082593","0.0268361757229585","0.0392950252935602","4"
"Very high transfer dependency","2008","Not Working","Male","78","0.0299646055395503","0.0240193387090609","0.0359098723700397","4"
"Very high transfer dependency","2008","Not Working","Female","134","0.0285152217032206","0.0236392696267486","0.0333911737796926","4"
"Very low transfer dependency","2008","Full Time","Female","1169","0.42386637644075","0.404514623077141","0.44321812980436","1"
"Very low transfer dependency","2008","Full Time","Male","2865","0.520293332060821","0.50632364374021","0.534263020381431","1"
"Very low transfer dependency","2008","Part Time","Male","560","0.441321115814546","0.413073537988149","0.469568693640943","1"
"Very low transfer dependency","2008","Part Time","Female","2030","0.586418554434606","0.569261386238583","0.603575722630629","1"
"Very low transfer dependency","2008","Not Working","Male","800","0.223708199286378","0.209176154466885","0.238240244105872","1"
"Very low transfer dependency","2008","Not Working","Female","1324","0.249293698134515","0.236620280899465","0.261967115369564","1"
"Complete transfer dependency","2009","Full Time","Male","","","","","5"
"Complete transfer dependency","2009","Full Time","Female","","","","","5"
"Complete transfer dependency","2009","Part Time","Male","","","","","5"
"Complete transfer dependency","2009","Part Time","Female","","","","","5"
"Complete transfer dependency","2009","Not Working","Male","88","0.0506696364612832","0.0427885301484496","0.0585507427741169","5"
"Complete transfer dependency","2009","Not Working","Female","85","0.0300561508913371","0.0247898591848762","0.0353224425977981","5"
"High transfer dependency","2009","Part Time","Male","62","0.0609312833184917","0.0471777629126446","0.0746848037243389","3"
"High transfer dependency","2009","Full Time","Male","18","","","","3"
"High transfer dependency","2009","Full Time","Female","15","","","","3"
"High transfer dependency","2009","Part Time","Female","104","0.0345361254717942","0.0280311344523323","0.0410411164912562","3"
"High transfer dependency","2009","Not Working","Female","84","0.0235587769185672","0.0188807323334317","0.0282368215037027","3"
"High transfer dependency","2009","Not Working","Male","56","0.0222306370231793","0.0169327978239821","0.0275284762223765","3"
"Low transfer dependency","2009","Full Time","Male","154","0.036068779989464","0.0306467055930858","0.0414908543858422","2"
"Low transfer dependency","2009","Full Time","Female","74","0.0316880131287322","0.0246770342244192","0.0386989920330453","2"
"Low transfer dependency","2009","Part Time","Male","138","0.13067697554691","0.11129780631311","0.15005614478071","2"
"Low transfer dependency","2009","Part Time","Female","227","0.0848685756352655","0.0749406830063081","0.0947964682642229","2"
"Low transfer dependency","2009","Not Working","Male","160","0.0653136900963501","0.0564351889013206","0.0741921912913796","2"
"Low transfer dependency","2009","Not Working","Female","249","0.0671965352249051","0.0594744702897992","0.0749186001600111","2"
"No transfer dependency","2009","Full Time","Male","1752","0.444971706742651","0.430520620843003","0.459422792642298","0"
"No transfer dependency","2009","Full Time","Female","1246","0.577901821009978","0.55813406953438","0.597669572485575","0"
"No transfer dependency","2009","Part Time","Male","393","0.339821215034875","0.312587865937595","0.367054564132155","0"
"No transfer dependency","2009","Part Time","Female","751","0.267901571112756","0.252124940828198","0.283678201397313","0"
"No transfer dependency","2009","Not Working","Male","1866","0.604416960681949","0.586846151645308","0.621987769718589","0"
"No transfer dependency","2009","Not Working","Female","2435","0.629087856867365","0.614188891498591","0.643986822236139","0"
"Very high transfer dependency","2009","Full Time","Male","6","","","","4"
"Very high transfer dependency","2009","Full Time","Female","6","","","","4"
"Very high transfer dependency","2009","Not Working","Female","84","0.0167634081166109","0.01280359117607","0.0207232250571519","4"
"Very high transfer dependency","2009","Part Time","Male","45","0.0449187059897065","0.0330096094750351","0.0568278025043778","4"
"Very high transfer dependency","2009","Part Time","Female","70","0.0343360620996391","0.0278492677455013","0.0408228564537768","4"
"Very high transfer dependency","2009","Not Working","Male","60","0.0261187065241436","0.020387666377891","0.0318497466703962","4"
"Very low transfer dependency","2009","Full Time","Female","1057","0.378735988499709","0.359321324117297","0.398150652882121","1"
"Very low transfer dependency","2009","Full Time","Male","2613","0.513421261375681","0.498887092186972","0.527955430564389","1"
"Very low transfer dependency","2009","Not Working","Male","745","0.231250369213095","0.216099474385104","0.246401264041086","1"
"Very low transfer dependency","2009","Part Time","Female","1875","0.578357665680546","0.560765786520818","0.595949544840273","1"
"Very low transfer dependency","2009","Not Working","Female","1101","0.233337271981215","0.22029181890974","0.246382725052689","1"
