"transab_cat","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"Low transfer dependency","1990","66 and older","direct migration background","1","","","","2"
"Low transfer dependency","1990","66 and older","indirect migration background","","","","","2"
"Low transfer dependency","1990","35-65 y.","direct migration background","57","0.0344998434757305","0.0251795099400588","0.0438201770114021","2"
"Low transfer dependency","1990","35-65 y.","indirect migration background","","","","","2"
"Low transfer dependency","1990","35-65 y.","no migration background","53","0.0175605091172358","0.0128207252309863","0.0223002930034854","2"
"Low transfer dependency","1990","16-34 y.","indirect migration background","13","","","","2"
"Low transfer dependency","1990","16-34 y.","no migration background","71","0.0337075150438215","0.026312522329648","0.041102507757995","2"
"Low transfer dependency","1990","16-34 y.","direct migration background","41","0.0456985904406096","0.0317496666913035","0.0596475141899157","2"
"No transfer dependency","1990","66 and older","indirect migration background","5","","","","0"
"No transfer dependency","1990","66 and older","direct migration background","53","0.755736734240085","0.660993350526925","0.850480117953244","0"
"No transfer dependency","1990","16-34 y.","no migration background","929","0.426501700874353","0.406236704433805","0.4467666973149","0"
"No transfer dependency","1990","66 and older","no migration background","848","0.889263119610699","0.869484492764458","0.909041746456941","0"
"No transfer dependency","1990","35-65 y.","indirect migration background","9","","","","0"
"No transfer dependency","1990","35-65 y.","direct migration background","456","0.406871503858207","0.381784444955065","0.431958562761349","0"
"No transfer dependency","1990","35-65 y.","no migration background","1423","0.529482519655223","0.51147098252103","0.547494056789417","0"
"No transfer dependency","1990","16-34 y.","indirect migration background","57","0.228429530333563","0.176179545011426","0.280679515655699","0"
"No transfer dependency","1990","16-34 y.","direct migration background","197","0.326279447895854","0.294962367110561","0.357596528681148","0"
"Very high transfer dependency","1990","35-65 y.","indirect migration background","","","","","4"
"Very high transfer dependency","1990","35-65 y.","direct migration background","16","","","","4"
"Very high transfer dependency","1990","35-65 y.","no migration background","10","","","","4"
"Very high transfer dependency","1990","16-34 y.","indirect migration background","2","","","","4"
"Very high transfer dependency","1990","16-34 y.","no migration background","10","","","","4"
"Very high transfer dependency","1990","16-34 y.","direct migration background","8","","","","4"
"Very high transfer dependency","1990","66 and older","no migration background","1","","","","4"
"Very high transfer dependency","1990","66 and older","direct migration background","","","","","4"
"Very high transfer dependency","1990","66 and older","indirect migration background","","","","","4"
"Very low transfer dependency","1990","35-65 y.","direct migration background","904","0.517611019450281","0.492092988281749","0.543129050618813","1"
"Very low transfer dependency","1990","35-65 y.","no migration background","1420","0.430612553538207","0.412744206850014","0.448480900226399","1"
"Very low transfer dependency","1990","16-34 y.","indirect migration background","175","0.713919737121866","0.657673834187437","0.770165640056295","1"
"Very low transfer dependency","1990","16-34 y.","no migration background","1243","0.513972500257413","0.493492948646264","0.534452051868562","1"
"Very low transfer dependency","1990","16-34 y.","direct migration background","591","0.588801308100277","0.555934558159605","0.621668058040948","1"
"Very low transfer dependency","1990","66 and older","indirect migration background","","","","","1"
"Very low transfer dependency","1990","66 and older","direct migration background","21","","","","1"
"Very low transfer dependency","1990","35-65 y.","indirect migration background","13","","","","1"
"Very low transfer dependency","1990","66 and older","no migration background","103","0.0961099450158189","0.0775328919175889","0.114686998114049","1"
"Complete transfer dependency","1991","66 and older","indirect migration background","","","","","5"
"Complete transfer dependency","1991","66 and older","direct migration background","","","","","5"
"Complete transfer dependency","1991","66 and older","no migration background","","","","","5"
"Complete transfer dependency","1991","35-65 y.","indirect migration background","","","","","5"
"Complete transfer dependency","1991","35-65 y.","direct migration background","18","","","","5"
"Complete transfer dependency","1991","35-65 y.","no migration background","14","","","","5"
"Complete transfer dependency","1991","16-34 y.","indirect migration background","4","","","","5"
"Complete transfer dependency","1991","16-34 y.","no migration background","13","","","","5"
"Complete transfer dependency","1991","16-34 y.","direct migration background","9","","","","5"
"High transfer dependency","1991","16-34 y.","no migration background","26","","","","3"
"High transfer dependency","1991","35-65 y.","direct migration background","18","","","","3"
"High transfer dependency","1991","35-65 y.","indirect migration background","","","","","3"
"High transfer dependency","1991","66 and older","no migration background","4","","","","3"
"High transfer dependency","1991","66 and older","direct migration background","4","","","","3"
"High transfer dependency","1991","66 and older","indirect migration background","","","","","3"
"High transfer dependency","1991","35-65 y.","no migration background","26","","","","3"
"High transfer dependency","1991","16-34 y.","indirect migration background","2","","","","3"
"High transfer dependency","1991","16-34 y.","direct migration background","11","","","","3"
"Low transfer dependency","1991","66 and older","indirect migration background","","","","","2"
"Low transfer dependency","1991","66 and older","direct migration background","4","","","","2"
"Low transfer dependency","1991","66 and older","no migration background","8","","","","2"
"Low transfer dependency","1991","35-65 y.","indirect migration background","1","","","","2"
"Low transfer dependency","1991","35-65 y.","direct migration background","69","0.0482349039349834","0.0371024415366619","0.0593673663333048","2"
"Low transfer dependency","1991","35-65 y.","no migration background","65","0.0214605234878991","0.016211580133364","0.0267094668424342","2"
