"transab_cat","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","2003","no degree/no degree yet","West Germany","476","0.552122737501445","0.515441577244133","0.588803897758757"
"Very low transfer dependency","2003","no degree/no degree yet","East Germany","125","0.637944445298449","0.56734242520292","0.708546465393978"
"Low transfer dependency","2003","lower secondary degree","West Germany","311","0.0428565986940053","0.03785895623885","0.0478542411491605"
"Low transfer dependency","2003","lower secondary degree","East Germany","134","0.0785815538544822","0.065146620113555","0.0920164875954093"
"Low transfer dependency","2003","secondary school degree","West Germany","164","0.0433822854294919","0.0370801921058095","0.0496843787531743"
"Low transfer dependency","2003","secondary school degree","East Germany","321","0.141965024005343","0.127802720497278","0.156127327513407"
"Low transfer dependency","2003","college entrance qualification","West Germany","128","0.0327628594597327","0.0274215941425156","0.0381041247769499"
"Low transfer dependency","2003","college entrance qualification","East Germany","90","0.0855665058398279","0.0690437535116009","0.102089258168055"
"Low transfer dependency","2003","Other degree","West Germany","122","0.113060658824233","0.0949311098212383","0.131190207827228"
"Low transfer dependency","2003","Other degree","East Germany","5","","",""
"Low transfer dependency","2003","no degree/no degree yet","West Germany","72","0.129604189700385","0.104829190051709","0.154379189349062"
"Low transfer dependency","2003","no degree/no degree yet","East Germany","22","","",""
"High transfer dependency","2003","lower secondary degree","West Germany","115","0.0161158627287092","0.0130086814866452","0.0192230439707732"
"High transfer dependency","2003","lower secondary degree","East Germany","47","0.0287118687279078","0.0203740674027596","0.037049670053056"
"High transfer dependency","2003","secondary school degree","West Germany","42","0.0135994280611973","0.0100164315387044","0.0171824245836902"
"High transfer dependency","2003","secondary school degree","East Germany","98","0.046842914520098","0.0382686887222468","0.0554171403179491"
"High transfer dependency","2003","college entrance qualification","West Germany","24","","",""
"High transfer dependency","2003","college entrance qualification","East Germany","26","","",""
"High transfer dependency","2003","Other degree","West Germany","35","0.0364799436263286","0.0257464341497584","0.0472134531028989"
"High transfer dependency","2003","Other degree","East Germany","1","","",""
"High transfer dependency","2003","no degree/no degree yet","West Germany","25","","",""
"High transfer dependency","2003","no degree/no degree yet","East Germany","9","","",""
"Very high transfer dependency","2003","lower secondary degree","West Germany","69","0.0129697714780079","0.0101778756092362","0.0157616673467795"
"Very high transfer dependency","2003","lower secondary degree","East Germany","33","0.020812297149579","0.0136847556275282","0.0279398386716299"
"Very high transfer dependency","2003","secondary school degree","West Germany","25","","",""
"Very high transfer dependency","2003","secondary school degree","East Germany","78","0.0469229150391952","0.0383417307742393","0.0555040993041511"
"Very high transfer dependency","2003","college entrance qualification","West Germany","16","","",""
"Very high transfer dependency","2003","college entrance qualification","East Germany","17","","",""
"Very high transfer dependency","2003","Other degree","West Germany","23","","",""
"Very high transfer dependency","2003","Other degree","East Germany","5","","",""
"Very high transfer dependency","2003","no degree/no degree yet","West Germany","11","","",""
"Very high transfer dependency","2003","no degree/no degree yet","East Germany","7","","",""
"Complete transfer dependency","2003","lower secondary degree","West Germany","61","0.0139690553122348","0.011073068244563","0.0168650423799067"
"Complete transfer dependency","2003","lower secondary degree","East Germany","43","0.030698364750624","0.0220857729239204","0.0393109565773275"
"Complete transfer dependency","2003","secondary school degree","West Germany","17","","",""
"Complete transfer dependency","2003","secondary school degree","East Germany","29","","",""
"Complete transfer dependency","2003","college entrance qualification","West Germany","15","","",""
"Complete transfer dependency","2003","college entrance qualification","East Germany","3","","",""
"Complete transfer dependency","2003","Other degree","West Germany","37","0.0478336818532229","0.0356154714990607","0.0600518922073852"
"Complete transfer dependency","2003","Other degree","East Germany","1","","",""
"Complete transfer dependency","2003","no degree/no degree yet","West Germany","18","","",""
"Complete transfer dependency","2003","no degree/no degree yet","East Germany","5","","",""
"No transfer dependency","2004","lower secondary degree","West Germany","3108","0.56817662677226","0.555662033077031","0.580691220467488"
"No transfer dependency","2004","lower secondary degree","East Germany","900","0.644775937930467","0.620185164216773","0.669366711644161"
"No transfer dependency","2004","secondary school degree","West Germany","1473","0.435937655858607","0.420404562443927","0.451470749273286"
"No transfer dependency","2004","secondary school degree","East Germany","579","0.30915084834486","0.290097526345636","0.328204170344084"
"No transfer dependency","2004","college entrance qualification","West Germany","1675","0.478121449150608","0.463028849121501","0.493214049179715"
"No transfer dependency","2004","college entrance qualification","East Germany","344","0.379234952629693","0.35075570813414","0.407714197125247"
"No transfer dependency","2004","Other degree","West Germany","344","0.298480174470772","0.271705180479907","0.325255168461638"
"No transfer dependency","2004","Other degree","East Germany","20","","",""
"No transfer dependency","2004","no degree/no degree yet","West Germany","82","0.174332417898083","0.146386192617046","0.20227864317912"
"No transfer dependency","2004","no degree/no degree yet","East Germany","10","","",""
"Very low transfer dependency","2004","lower secondary degree","West Germany","2347","0.332393180518086","0.320491496002714","0.344294865033458"
"Very low transfer dependency","2004","lower secondary degree","East Germany","326","0.193858922956944","0.173546346278067","0.214171499635821"
"Very low transfer dependency","2004","secondary school degree","West Germany","2164","0.487466315210716","0.471809056782659","0.503123573638772"
"Very low transfer dependency","2004","secondary school degree","East Germany","1185","0.452208621656307","0.431688927335292","0.472728315977321"
"Very low transfer dependency","2004","college entrance qualification","West Germany","2333","0.459475824589308","0.444418454675639","0.474533194502976"
"Very low transfer dependency","2004","college entrance qualification","East Germany","624","0.441701843210526","0.412553870105455","0.470849816315598"
"Very low transfer dependency","2004","Other degree","West Germany","557","0.481801971255622","0.452564902630359","0.511039039880885"
"Very low transfer dependency","2004","Other degree","East Germany","17","","",""
"Very low transfer dependency","2004","no degree/no degree yet","West Germany","524","0.639765966622727","0.604404163716812","0.675127769528643"
"Very low transfer dependency","2004","no degree/no degree yet","East Germany","128","0.62503533421049","0.555085508536489","0.694985159884491"
"Low transfer dependency","2004","lower secondary degree","West Germany","315","0.0520859246946119","0.0464719988108822","0.0576998505783417"
"Low transfer dependency","2004","lower secondary degree","East Germany","110","0.0702895111038798","0.0571543404070992","0.0834246818006605"
"Low transfer dependency","2004","secondary school degree","West Germany","185","0.0472339247110793","0.0405888117672238","0.0538790376549347"
"Low transfer dependency","2004","secondary school degree","East Germany","291","0.120653259742934","0.107224265723675","0.134082253762193"
"Low transfer dependency","2004","college entrance qualification","West Germany","136","0.0397775420540946","0.0338726069802799","0.0456824771279093"
"Low transfer dependency","2004","college entrance qualification","East Germany","94","0.110525439370372","0.0921215951662699","0.128929283574474"
"Low transfer dependency","2004","Other degree","West Germany","122","0.106999144867952","0.0889120942762192","0.125086195459684"
"Low transfer dependency","2004","Other degree","East Germany","8","","",""
"Low transfer dependency","2004","no degree/no degree yet","West Germany","58","0.11519814875433","0.0916814030238356","0.138714894484824"
"Low transfer dependency","2004","no degree/no degree yet","East Germany","23","","",""
"High transfer dependency","2004","lower secondary degree","West Germany","119","0.0205550602589847","0.0169702069442988","0.0241399135736707"
"High transfer dependency","2004","lower secondary degree","East Germany","47","0.0399654473174805","0.0299007118331425","0.0500301828018185"
"High transfer dependency","2004","secondary school degree","West Germany","44","0.0108938781079892","0.0076422946268205","0.0141454615891579"
"High transfer dependency","2004","secondary school degree","East Germany","90","0.0440848030193526","0.0356213418350964","0.0525482642036088"
"High transfer dependency","2004","college entrance qualification","West Germany","34","0.0112850001616622","0.00809348750017622","0.0144765128231481"
"High transfer dependency","2004","college entrance qualification","East Germany","23","","",""
"High transfer dependency","2004","Other degree","West Germany","39","0.0358462745710777","0.0249683305914122","0.0467242185507433"
"High transfer dependency","2004","Other degree","East Germany","5","","",""
"High transfer dependency","2004","no degree/no degree yet","West Germany","21","","",""
"High transfer dependency","2004","no degree/no degree yet","East Germany","7","","",""
"Very high transfer dependency","2004","lower secondary degree","West Germany","70","0.0150591188337328","0.0119821233317773","0.0181361143356883"
"Very high transfer dependency","2004","lower secondary degree","East Germany","42","0.0263952824999258","0.0181582441803453","0.0346323208195063"
"Very high transfer dependency","2004","secondary school degree","West Germany","28","","",""
"Very high transfer dependency","2004","secondary school degree","East Germany","83","0.0471975258502836","0.0384546376263856","0.0559404140741816"
"Very high transfer dependency","2004","college entrance qualification","West Germany","17","","",""
"Very high transfer dependency","2004","college entrance qualification","East Germany","29","","",""
"Very high transfer dependency","2004","Other degree","West Germany","25","","",""
"Very high transfer dependency","2004","Other degree","East Germany","","","",""
"Very high transfer dependency","2004","no degree/no degree yet","West Germany","14","","",""
"Very high transfer dependency","2004","no degree/no degree yet","East Germany","12","","",""
"Complete transfer dependency","2004","lower secondary degree","West Germany","59","0.0117300889223251","0.00900982878124716","0.014450349063403"
"Complete transfer dependency","2004","lower secondary degree","East Germany","30","0.0247148981913027","0.0167374902290264","0.032692306153579"
"Complete transfer dependency","2004","secondary school degree","West Germany","21","","",""
"Complete transfer dependency","2004","secondary school degree","East Germany","32","0.0267049413862633","0.0200581515786913","0.0333517311938353"
"Complete transfer dependency","2004","college entrance qualification","West Germany","13","","",""
"Complete transfer dependency","2004","college entrance qualification","East Germany","1","","",""
"Complete transfer dependency","2004","Other degree","West Germany","35","0.0366626204232891","0.025666167485343","0.0476590733612351"
"Complete transfer dependency","2004","Other degree","East Germany","2","","",""
"Complete transfer dependency","2004","no degree/no degree yet","West Germany","9","","",""
"Complete transfer dependency","2004","no degree/no degree yet","East Germany","4","","",""
"No transfer dependency","2005","lower secondary degree","West Germany","2959","0.563099799295692","0.550173410956671","0.576026187634714"
"No transfer dependency","2005","lower secondary degree","East Germany","871","0.632648723939764","0.607222998887558","0.658074448991969"
"No transfer dependency","2005","secondary school degree","West Germany","1490","0.436795965003303","0.420957157938465","0.452634772068142"
"No transfer dependency","2005","secondary school degree","East Germany","578","0.301949913362121","0.282615561756534","0.321284264967709"
"No transfer dependency","2005","college entrance qualification","West Germany","1633","0.462297806737457","0.44687785340173","0.477717760073185"
"No transfer dependency","2005","college entrance qualification","East Germany","351","0.402026080945112","0.373051311841532","0.431000850048693"
"No transfer dependency","2005","Other degree","West Germany","332","0.300096097563089","0.272519557197879","0.3276726379283"
"No transfer dependency","2005","Other degree","East Germany","20","","",""
"No transfer dependency","2005","no degree/no degree yet","West Germany","78","0.153537570248482","0.127350098215973","0.179725042280991"
"No transfer dependency","2005","no degree/no degree yet","East Germany","12","","",""
"Very low transfer dependency","2005","lower secondary degree","West Germany","2148","0.333759609514884","0.321470348767559","0.346048870262209"
"Very low transfer dependency","2005","lower secondary degree","East Germany","279","0.186319497265157","0.165783899062027","0.206855095468287"
"Very low transfer dependency","2005","secondary school degree","West Germany","1984","0.479297928014742","0.463344731696271","0.495251124333212"
"Very low transfer dependency","2005","secondary school degree","East Germany","1093","0.441898535403695","0.420984553540052","0.462812517267337"
"Very low transfer dependency","2005","college entrance qualification","West Germany","2176","0.471422456013989","0.455983756080207","0.486861155947771"
"Very low transfer dependency","2005","college entrance qualification","East Germany","602","0.436053995925737","0.406749068806595","0.465358923044878"
"Very low transfer dependency","2005","Other degree","West Germany","507","0.466728985866238","0.436709947570835","0.496748024161641"
"Very low transfer dependency","2005","Other degree","East Germany","11","","",""
"Very low transfer dependency","2005","no degree/no degree yet","West Germany","518","0.634384209639851","0.599400081459046","0.669368337820655"
"Very low transfer dependency","2005","no degree/no degree yet","East Germany","105","0.512176068457824","0.435440718009077","0.588911418906571"
"Low transfer dependency","2005","lower secondary degree","West Germany","303","0.0537310996024795","0.0478546699927171","0.0596075292122418"
"Low transfer dependency","2005","lower secondary degree","East Germany","109","0.0842760010087509","0.0696243856223964","0.0989276163951053"
"Low transfer dependency","2005","secondary school degree","West Germany","197","0.050516576216569","0.0435228129339347","0.0575103394992032"
"Low transfer dependency","2005","secondary school degree","East Germany","292","0.139992401040151","0.125379977882846","0.154604824197457"
"Low transfer dependency","2005","college entrance qualification","West Germany","131","0.0403431642250078","0.0342576932046731","0.0464286352453426"
"Low transfer dependency","2005","college entrance qualification","East Germany","93","0.0971166210135263","0.0796175755553096","0.114615666471743"
"Low transfer dependency","2005","Other degree","West Germany","122","0.115087874379977","0.0958854856784253","0.134290263081529"
"Low transfer dependency","2005","Other degree","East Germany","3","","",""
"Low transfer dependency","2005","no degree/no degree yet","West Germany","71","0.103467819678357","0.0813435984980785","0.125592040858636"
"Low transfer dependency","2005","no degree/no degree yet","East Germany","19","","",""
"High transfer dependency","2005","lower secondary degree","West Germany","115","0.0219457813337681","0.0181276542476338","0.0257639084199024"
"High transfer dependency","2005","lower secondary degree","East Germany","50","0.0344214224019955","0.024806197009635","0.044036647794356"
"High transfer dependency","2005","secondary school degree","West Germany","43","0.0125363087555955","0.00898330481902513","0.0160893126921659"
"High transfer dependency","2005","secondary school degree","East Germany","102","0.047269692279923","0.0383326205650395","0.0562067639948066"
"High transfer dependency","2005","college entrance qualification","West Germany","41","0.0121653588007775","0.00877492065162714","0.0155557969499279"
"High transfer dependency","2005","college entrance qualification","East Germany","23","","",""
"High transfer dependency","2005","Other degree","West Germany","41","0.0439834974259243","0.0316448380929616","0.056322156758887"
"High transfer dependency","2005","Other degree","East Germany","7","","",""
"High transfer dependency","2005","no degree/no degree yet","West Germany","25","","",""
"High transfer dependency","2005","no degree/no degree yet","East Germany","8","","",""
"Very high transfer dependency","2005","lower secondary degree","West Germany","76","0.0153911077194311","0.0121829167919208","0.0185992986469414"
"Very high transfer dependency","2005","lower secondary degree","East Germany","35","0.0327250172695959","0.0233414888931477","0.042108545646044"
"Very high transfer dependency","2005","secondary school degree","West Germany","37","0.0156512870512692","0.0116875959820849","0.0196149781204535"
"Very high transfer dependency","2005","secondary school degree","East Germany","73","0.049061443924448","0.0399651338543612","0.0581577539945347"
"Very high transfer dependency","2005","college entrance qualification","West Germany","24","","",""
"Very high transfer dependency","2005","college entrance qualification","East Germany","26","","",""
"Very high transfer dependency","2005","Other degree","West Germany","29","","",""
"Very high transfer dependency","2005","Other degree","East Germany","3","","",""
"Very high transfer dependency","2005","no degree/no degree yet","West Germany","17","","",""
"Very high transfer dependency","2005","no degree/no degree yet","East Germany","14","","",""
"Complete transfer dependency","2005","lower secondary degree","West Germany","55","0.0120726025337453","0.00922646189324031","0.0149187431742503"
"Complete transfer dependency","2005","lower secondary degree","East Germany","37","0.0296093381147371","0.0206693095650072","0.0385493666644669"
"Complete transfer dependency","2005","secondary school degree","West Germany","16","","",""
"Complete transfer dependency","2005","secondary school degree","East Germany","28","","",""
"Complete transfer dependency","2005","college entrance qualification","West Germany","11","","",""
"Complete transfer dependency","2005","college entrance qualification","East Germany","5","","",""
"Complete transfer dependency","2005","Other degree","West Germany","30","0.034580270864624","0.0235860950106532","0.0455744467185948"
"Complete transfer dependency","2005","Other degree","East Germany","5","","",""
"Complete transfer dependency","2005","no degree/no degree yet","West Germany","19","","",""
"Complete transfer dependency","2005","no degree/no degree yet","East Germany","5","","",""
"No transfer dependency","2006","lower secondary degree","West Germany","3347","0.572420011411316","0.560013071853667","0.584826950968964"
"No transfer dependency","2006","lower secondary degree","East Germany","949","0.646033884311805","0.621546760770614","0.670521007852995"
"No transfer dependency","2006","secondary school degree","West Germany","1687","0.441223589711335","0.4260138225627","0.45643335685997"
"No transfer dependency","2006","secondary school degree","East Germany","682","0.321097843298891","0.302147978907623","0.340047707690159"
"No transfer dependency","2006","college entrance qualification","West Germany","1805","0.473583175976704","0.458776083479515","0.488390268473893"
"No transfer dependency","2006","college entrance qualification","East Germany","377","0.369504137672329","0.341835255824565","0.397173019520093"
"No transfer dependency","2006","Other degree","West Germany","378","0.331818700764872","0.304055819253251","0.359581582276494"
"No transfer dependency","2006","Other degree","East Germany","27","","",""
"No transfer dependency","2006","no degree/no degree yet","West Germany","95","0.193763726041503","0.164629345418536","0.22289810666447"
"No transfer dependency","2006","no degree/no degree yet","East Germany","13","","",""
"Very low transfer dependency","2006","lower secondary degree","West Germany","2150","0.319157412460275","0.307467146241584","0.330847678678965"
"Very low transfer dependency","2006","lower secondary degree","East Germany","286","0.172196182729784","0.152862937892548","0.191529427567021"
"Very low transfer dependency","2006","secondary school degree","West Germany","2052","0.464458174527041","0.449180960089085","0.479735388964996"
"Very low transfer dependency","2006","secondary school degree","East Germany","1171","0.439135927177153","0.418993485561561","0.459278368792745"
"Very low transfer dependency","2006","college entrance qualification","West Germany","2326","0.456276310705061","0.441505311854263","0.47104730955586"
"Very low transfer dependency","2006","college entrance qualification","East Germany","638","0.465592159695267","0.436997819803967","0.494186499586567"
"Very low transfer dependency","2006","Other degree","West Germany","483","0.422051874999337","0.392931678677462","0.451172071321212"
"Very low transfer dependency","2006","Other degree","East Germany","17","","",""
"Very low transfer dependency","2006","no degree/no degree yet","West Germany","491","0.569748904712364","0.533253252787478","0.60624455663725"
"Very low transfer dependency","2006","no degree/no degree yet","East Germany","112","0.536378365443","0.461194922157612","0.611561808728388"
"Low transfer dependency","2006","lower secondary degree","West Germany","307","0.0505185627786552","0.0450260976358539","0.0560110279214565"
"Low transfer dependency","2006","lower secondary degree","East Germany","85","0.0636632110962415","0.0511609204082256","0.0761655017842573"
"Low transfer dependency","2006","secondary school degree","West Germany","210","0.0515748507653958","0.0448000786295015","0.0583496229012902"
"Low transfer dependency","2006","secondary school degree","East Germany","266","0.120765464837012","0.107540102911646","0.133990826762378"
"Low transfer dependency","2006","college entrance qualification","West Germany","151","0.0418015922568082","0.0358664530321402","0.0477367314814761"
"Low transfer dependency","2006","college entrance qualification","East Germany","94","0.081896154985879","0.0661773873270593","0.0976149226446987"
"Low transfer dependency","2006","Other degree","West Germany","123","0.116883564445369","0.0979403943313432","0.135826734559395"
"Low transfer dependency","2006","Other degree","East Germany","3","","",""
"Low transfer dependency","2006","no degree/no degree yet","West Germany","59","0.120311146763575","0.0963307777516528","0.144291515775497"
"Low transfer dependency","2006","no degree/no degree yet","East Germany","12","","",""
"High transfer dependency","2006","lower secondary degree","West Germany","143","0.0256997116385386","0.021731369418619","0.0296680538584582"
"High transfer dependency","2006","lower secondary degree","East Germany","57","0.0436392455696055","0.0331781114859764","0.0541003796532347"
"High transfer dependency","2006","secondary school degree","West Germany","71","0.0201938013205411","0.0158850314153367","0.0245025712257454"
"High transfer dependency","2006","secondary school degree","East Germany","101","0.0545226165006441","0.0453075656757294","0.0637376673255588"
"High transfer dependency","2006","college entrance qualification","West Germany","46","0.0117155099403917","0.00852449847635263","0.0149065214044308"
"High transfer dependency","2006","college entrance qualification","East Germany","35","0.0449226940113151","0.0330488047358353","0.0567965832867949"
"High transfer dependency","2006","Other degree","West Germany","46","0.0393263433864602","0.0278660251799526","0.0507866615929678"
"High transfer dependency","2006","Other degree","East Germany","8","","",""
"High transfer dependency","2006","no degree/no degree yet","West Germany","22","","",""
"High transfer dependency","2006","no degree/no degree yet","East Germany","10","","",""
"Very high transfer dependency","2006","lower secondary degree","West Germany","89","0.0163310302061834","0.0131524743055592","0.0195095861068076"
"Very high transfer dependency","2006","lower secondary degree","East Germany","56","0.0455622509349396","0.0348838636366194","0.0562406382332598"
"Very high transfer dependency","2006","secondary school degree","West Germany","51","0.0142923736557716","0.010656570091418","0.0179281772201251"
"Very high transfer dependency","2006","secondary school degree","East Germany","79","0.0466127395143681","0.0380567389575317","0.0551687400712045"
"Very high transfer dependency","2006","college entrance qualification","West Germany","27","","",""
"Very high transfer dependency","2006","college entrance qualification","East Germany","19","","",""
"Very high transfer dependency","2006","Other degree","West Germany","38","0.0400913657251342","0.028524722856791","0.0516580085934774"
"Very high transfer dependency","2006","Other degree","East Germany","9","","",""
"Very high transfer dependency","2006","no degree/no degree yet","West Germany","22","","",""
"Very high transfer dependency","2006","no degree/no degree yet","East Germany","16","","",""
"Complete transfer dependency","2006","lower secondary degree","West Germany","72","0.0158732715050328","0.0127388506171937","0.0190076923928719"
"Complete transfer dependency","2006","lower secondary degree","East Germany","32","0.0289052253576243","0.0203259962233591","0.0374844544918895"
"Complete transfer dependency","2006","secondary school degree","West Germany","23","","",""
"Complete transfer dependency","2006","secondary school degree","East Germany","33","0.0178654086719324","0.0124892039341372","0.0232416134097276"
"Complete transfer dependency","2006","college entrance qualification","West Germany","13","","",""
"Complete transfer dependency","2006","college entrance qualification","East Germany","6","","",""
"Complete transfer dependency","2006","Other degree","West Germany","37","0.0498281506788269","0.036998778142046","0.0626575232156078"
"Complete transfer dependency","2006","Other degree","East Germany","5","","",""
"Complete transfer dependency","2006","no degree/no degree yet","West Germany","18","","",""
"Complete transfer dependency","2006","no degree/no degree yet","East Germany","6","","",""
"No transfer dependency","2007","lower secondary degree","West Germany","3043","0.574461167377963","0.561461632015252","0.587460702740675"
"No transfer dependency","2007","lower secondary degree","East Germany","890","0.64122746985462","0.615754757677048","0.666700182032192"
"No transfer dependency","2007","secondary school degree","West Germany","1582","0.436060781869269","0.420378270865145","0.451743292873392"
"No transfer dependency","2007","secondary school degree","East Germany","698","0.366822097513396","0.346544857397647","0.387099337629145"
"No transfer dependency","2007","college entrance qualification","West Germany","1784","0.477954678404665","0.462856917148414","0.493052439660916"
"No transfer dependency","2007","college entrance qualification","East Germany","414","0.401436249452444","0.373276090613019","0.429596408291868"
"No transfer dependency","2007","Other degree","West Germany","343","0.331141092024406","0.302044718978407","0.360237465070405"
"No transfer dependency","2007","Other degree","East Germany","25","","",""
"No transfer dependency","2007","no degree/no degree yet","West Germany","71","0.161406823127876","0.133507320127818","0.189306326127934"
"No transfer dependency","2007","no degree/no degree yet","East Germany","10","","",""
"Very low transfer dependency","2007","lower secondary degree","West Germany","1940","0.316985279933317","0.3047514490707","0.329219110795934"
"Very low transfer dependency","2007","lower secondary degree","East Germany","252","0.189777029653063","0.168952095568485","0.210601963737641"
"Very low transfer dependency","2007","secondary school degree","West Germany","1947","0.457519825592502","0.44176466508609","0.473274986098913"
"Very low transfer dependency","2007","secondary school degree","East Germany","1056","0.430415520377152","0.409583026678758","0.451248014075546"
"Very low transfer dependency","2007","college entrance qualification","West Germany","2233","0.465432269908726","0.450355972169119","0.480508567648333"
"Very low transfer dependency","2007","college entrance qualification","East Germany","594","0.427947798969828","0.399523822834228","0.456371775105428"
"Very low transfer dependency","2007","Other degree","West Germany","451","0.405063586706879","0.374713360134319","0.435413813279439"
"Very low transfer dependency","2007","Other degree","East Germany","13","","",""
"Very low transfer dependency","2007","no degree/no degree yet","West Germany","472","0.59037613931442","0.553084035773838","0.627668242855001"
"Very low transfer dependency","2007","no degree/no degree yet","East Germany","116","0.633028027910442","0.559927961256984","0.706128094563901"
"Low transfer dependency","2007","lower secondary degree","West Germany","284","0.0490566193339079","0.043377852587227","0.0547353860805887"
"Low transfer dependency","2007","lower secondary degree","East Germany","95","0.0701548400901026","0.05659065603575","0.0837190241444553"
"Low transfer dependency","2007","secondary school degree","West Germany","175","0.0563724659950873","0.0490785668079288","0.0636663651822459"
"Low transfer dependency","2007","secondary school degree","East Germany","243","0.105791900726719","0.0928510230017485","0.11873277845169"
"Low transfer dependency","2007","college entrance qualification","West Germany","106","0.0286782856182836","0.0236337263061422","0.0337228449304251"
"Low transfer dependency","2007","college entrance qualification","East Germany","95","0.0847771854479832","0.0687751762115865","0.10077919468438"
"Low transfer dependency","2007","Other degree","West Germany","108","0.128187032739396","0.107519017663699","0.148855047815092"
"Low transfer dependency","2007","Other degree","East Germany","2","","",""
"Low transfer dependency","2007","no degree/no degree yet","West Germany","58","0.122229836041949","0.0973905629798888","0.147069109104009"
"Low transfer dependency","2007","no degree/no degree yet","East Germany","23","","",""
"High transfer dependency","2007","lower secondary degree","West Germany","124","0.0260541323483521","0.0218658725834637","0.0302423921132405"
"High transfer dependency","2007","lower secondary degree","East Germany","46","0.0373564903842146","0.0272854273392248","0.0474275534292044"
"High transfer dependency","2007","secondary school degree","West Germany","58","0.0195203055668849","0.015145199912338","0.0238954112214318"
"High transfer dependency","2007","secondary school degree","East Germany","86","0.0449099508872382","0.0361960688932998","0.0536238328811766"
"High transfer dependency","2007","college entrance qualification","West Germany","40","0.0120994389680989","0.00879494986859737","0.0154039280676004"
"High transfer dependency","2007","college entrance qualification","East Germany","32","0.0417218830388426","0.030235075702058","0.0532086903756272"
"High transfer dependency","2007","Other degree","West Germany","44","0.0565963724025733","0.0423104551959348","0.0708822896092119"
"High transfer dependency","2007","Other degree","East Germany","3","","",""
"High transfer dependency","2007","no degree/no degree yet","West Germany","28","","",""
"High transfer dependency","2007","no degree/no degree yet","East Germany","5","","",""
"Very high transfer dependency","2007","lower secondary degree","West Germany","99","0.0199661735254717","0.016288307998347","0.0236440390525965"
"Very high transfer dependency","2007","lower secondary degree","East Germany","46","0.0341615539098344","0.0245148135370398","0.0438082942826291"
"Very high transfer dependency","2007","secondary school degree","West Germany","47","0.0173815461126955","0.0132485728289699","0.0215145193964212"
"Very high transfer dependency","2007","secondary school degree","East Germany","60","0.0365010870136306","0.0286107284821913","0.0443914455450699"
"Very high transfer dependency","2007","college entrance qualification","West Germany","29","","",""
"Very high transfer dependency","2007","college entrance qualification","East Germany","17","","",""
"Very high transfer dependency","2007","Other degree","West Germany","33","0.0431814058279905","0.0306145031428263","0.0557483085131546"
"Very high transfer dependency","2007","Other degree","East Germany","8","","",""
"Very high transfer dependency","2007","no degree/no degree yet","West Germany","18","","",""
"Very high transfer dependency","2007","no degree/no degree yet","East Germany","9","","",""
"Complete transfer dependency","2007","lower secondary degree","West Germany","67","0.013476627480988","0.0104450254174585","0.0165082295445174"
"Complete transfer dependency","2007","lower secondary degree","East Germany","33","0.0273226161081656","0.0186648652048482","0.0359803670114831"
"Complete transfer dependency","2007","secondary school degree","West Germany","32","0.013145074863562","0.00954315434053646","0.0167469953865875"
"Complete transfer dependency","2007","secondary school degree","East Germany","27","","",""
"Complete transfer dependency","2007","college entrance qualification","West Germany","13","","",""
"Complete transfer dependency","2007","college entrance qualification","East Germany","12","","",""
"Complete transfer dependency","2007","Other degree","West Germany","26","","",""
"Complete transfer dependency","2007","Other degree","East Germany","5","","",""
"Complete transfer dependency","2007","no degree/no degree yet","West Germany","21","","",""
"Complete transfer dependency","2007","no degree/no degree yet","East Germany","4","","",""
"No transfer dependency","2008","lower secondary degree","West Germany","2862","0.571465224261875","0.558000601364852","0.584929847158898"
"No transfer dependency","2008","lower secondary degree","East Germany","849","0.666999362997352","0.641099958584896","0.692898767409807"
"No transfer dependency","2008","secondary school degree","West Germany","1561","0.455315407434211","0.439148459363804","0.471482355504619"
"No transfer dependency","2008","secondary school degree","East Germany","734","0.395223114946109","0.374192441656303","0.416253788235914"
"No transfer dependency","2008","college entrance qualification","West Germany","1697","0.477672241951595","0.462138359067031","0.49320612483616"
"No transfer dependency","2008","college entrance qualification","East Germany","427","0.44037068908273","0.410967092185618","0.469774285979843"
"No transfer dependency","2008","Other degree","West Germany","314","0.352531727611217","0.320894065139424","0.384169390083009"
"No transfer dependency","2008","Other degree","East Germany","23","","",""
"No transfer dependency","2008","no degree/no degree yet","West Germany","64","0.166580681470637","0.136939340699914","0.196222022241361"
"No transfer dependency","2008","no degree/no degree yet","East Germany","9","","",""
"Very low transfer dependency","2008","lower secondary degree","West Germany","1832","0.321581227109102","0.308872544657973","0.334289909560231"
"Very low transfer dependency","2008","lower secondary degree","East Germany","233","0.167869047794806","0.147329745488436","0.188408350101176"
"Very low transfer dependency","2008","secondary school degree","West Germany","1834","0.457993871442812","0.441819356830834","0.474168386054791"
"Very low transfer dependency","2008","secondary school degree","East Germany","994","0.423480546231715","0.402225691946355","0.444735400517074"
"Very low transfer dependency","2008","college entrance qualification","West Germany","2089","0.463847574822212","0.448338879873078","0.479356269771346"
"Very low transfer dependency","2008","college entrance qualification","East Germany","539","0.407024535643397","0.377926096881652","0.436122974405142"
"Very low transfer dependency","2008","Other degree","West Germany","392","0.398983539986024","0.366555797864903","0.431411282107145"
"Very low transfer dependency","2008","Other degree","East Germany","10","","",""
"Very low transfer dependency","2008","no degree/no degree yet","West Germany","454","0.617234528633442","0.578567105678447","0.655901951588438"
