"transab_cat","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Complete transfer dependency","2002","direct migration background","Male","36","0.0361123607908775","0.0260893035839963","0.0461354179977588"
"Complete transfer dependency","2002","direct migration background","Female","35","0.0338491019754006","0.0244099149480479","0.0432882890027533"
"Complete transfer dependency","2002","indirect migration background","Male","3","","",""
"Complete transfer dependency","2002","indirect migration background","Female","6","","",""
"No transfer dependency","2003","no migration background","Male","3752","0.492471464181884","0.4821098541366","0.502833074227169"
"No transfer dependency","2003","no migration background","Female","4078","0.506457928992707","0.496481256202085","0.51643460178333"
"No transfer dependency","2003","direct migration background","Male","381","0.325958883377425","0.299922058581572","0.351995708173278"
"No transfer dependency","2003","direct migration background","Female","457","0.348229939515621","0.32271244326077","0.373747435770472"
"No transfer dependency","2003","indirect migration background","Male","103","0.306426710128404","0.259132154647458","0.353721265609349"
"No transfer dependency","2003","indirect migration background","Female","95","0.30435611636789","0.259263794559115","0.349448438176664"
"Very low transfer dependency","2003","no migration background","Male","4379","0.413163003919884","0.402957700265746","0.423368307574023"
"Very low transfer dependency","2003","no migration background","Female","4593","0.390545333671443","0.380809830970109","0.400280836372777"
"Very low transfer dependency","2003","direct migration background","Male","649","0.472271911099862","0.444540971896738","0.500002850302986"
"Very low transfer dependency","2003","direct migration background","Female","637","0.450414038124754","0.423764997622436","0.477063078627071"
"Very low transfer dependency","2003","indirect migration background","Male","202","0.510704359867128","0.459421514379762","0.561987205354494"
"Very low transfer dependency","2003","indirect migration background","Female","240","0.535475374740723","0.486599761681996","0.58435098779945"
"Low transfer dependency","2003","no migration background","Male","491","0.0516504274400254","0.0470634388271335","0.0562374160529173"
"Low transfer dependency","2003","no migration background","Female","568","0.0551164332752256","0.0505625525393622","0.059670314011089"
"Low transfer dependency","2003","direct migration background","Male","128","0.0981794783688461","0.0816509635164383","0.114707993221254"
"Low transfer dependency","2003","direct migration background","Female","147","0.111360728791386","0.0945112455610342","0.128210212021737"
"Low transfer dependency","2003","indirect migration background","Male","37","0.106678322891793","0.0750086421871446","0.138348003596441"
"Low transfer dependency","2003","indirect migration background","Female","34","0.0759308285023842","0.0499723397298062","0.101889317274962"
"High transfer dependency","2003","no migration background","Male","154","0.0174774691490832","0.0147615489388221","0.0201933893593444"
"High transfer dependency","2003","no migration background","Female","190","0.0209411411882662","0.0180838366900398","0.0237984456864926"
"High transfer dependency","2003","direct migration background","Male","35","0.0346662277710473","0.0245047830590106","0.044827672483084"
"High transfer dependency","2003","direct migration background","Female","32","0.0239990829369359","0.0158016053357679","0.0321965605381039"
"High transfer dependency","2003","indirect migration background","Male","12","","",""
"High transfer dependency","2003","indirect migration background","Female","15","","",""
"Very high transfer dependency","2003","no migration background","Male","97","0.0145134299989403","0.0120347705483615","0.0169920894495191"
"Very high transfer dependency","2003","no migration background","Female","132","0.0151259025420752","0.0126903194054957","0.0175614856786547"
"Very high transfer dependency","2003","direct migration background","Male","21","","",""
"Very high transfer dependency","2003","direct migration background","Female","31","0.0254299408483518","0.0169978163551342","0.0338620653415693"
"Very high transfer dependency","2003","indirect migration background","Male","3","","",""
"Very high transfer dependency","2003","indirect migration background","Female","8","","",""
"Complete transfer dependency","2003","no migration background","Male","70","0.0107242053101824","0.00858945184573843","0.0128589587746264"
"Complete transfer dependency","2003","no migration background","Female","86","0.0118132603302826","0.00965722263294201","0.0139692980276233"
"Complete transfer dependency","2003","direct migration background","Male","31","0.0392869283098226","0.0284953665031821","0.0500784901164631"
"Complete transfer dependency","2003","direct migration background","Female","35","0.0405662697829521","0.0299993640987163","0.051133175467188"
"Complete transfer dependency","2003","indirect migration background","Male","8","","",""
"Complete transfer dependency","2003","indirect migration background","Female","8","","",""
"No transfer dependency","2004","no migration background","Male","3654","0.489850225512345","0.479330149258404","0.500370301766286"
"No transfer dependency","2004","no migration background","Female","3997","0.510037350517772","0.499931107342672","0.520143593692872"
"No transfer dependency","2004","direct migration background","Male","350","0.304822670499802","0.278701098975774","0.330944242023831"
"No transfer dependency","2004","direct migration background","Female","414","0.344084739960489","0.318200374292181","0.369969105628796"
"No transfer dependency","2004","indirect migration background","Male","90","0.248776704232765","0.205368183951945","0.292185224513584"
"No transfer dependency","2004","indirect migration background","Female","78","0.208102854164869","0.168998841252263","0.247206867077475"
"Very low transfer dependency","2004","no migration background","Male","4200","0.408225262388905","0.397881785907392","0.418568738870418"
"Very low transfer dependency","2004","no migration background","Female","4441","0.383720754367471","0.37388961886186","0.393551889873082"
"Very low transfer dependency","2004","direct migration background","Male","621","0.500185844535391","0.471813328932139","0.528558360138642"
"Very low transfer dependency","2004","direct migration background","Female","639","0.461526660416296","0.43436467870606","0.488688642126531"
"Very low transfer dependency","2004","indirect migration background","Male","235","0.576592954855805","0.526979518434554","0.626206391277056"
"Very low transfer dependency","2004","indirect migration background","Female","260","0.552174624904431","0.504274075789397","0.600075174019465"
"Low transfer dependency","2004","no migration background","Male","484","0.0545564809411796","0.0497770152183289","0.0593359466640302"
"Low transfer dependency","2004","no migration background","Female","563","0.0588822748539139","0.0541232109899283","0.0636413387178996"
"Low transfer dependency","2004","direct migration background","Male","136","0.111820028368869","0.0939371198019034","0.129702936935835"
"Low transfer dependency","2004","direct migration background","Female","143","0.10082230413106","0.0844170854139726","0.117227522848148"
"Low transfer dependency","2004","indirect migration background","Male","24","","",""
"Low transfer dependency","2004","indirect migration background","Female","38","0.145202095066137","0.111265670357433","0.179138519774841"
"High transfer dependency","2004","no migration background","Male","162","0.021023919515747","0.0180047933286442","0.0240430457028498"
"High transfer dependency","2004","no migration background","Female","175","0.0201821738698522","0.0173392586660365","0.023025089073668"
"High transfer dependency","2004","direct migration background","Male","32","0.0237805550498401","0.0151346076372761","0.0324265024624042"
"High transfer dependency","2004","direct migration background","Female","38","0.0282978849485314","0.0192629607108557","0.037332809186207"
"High transfer dependency","2004","indirect migration background","Male","14","","",""
"High transfer dependency","2004","indirect migration background","Female","19","","",""
"Very high transfer dependency","2004","no migration background","Male","108","0.0147443545840995","0.0122079079379464","0.0172808012302525"
"Very high transfer dependency","2004","no migration background","Female","147","0.0165120153016423","0.0139357425706651","0.0190882880326196"
"Very high transfer dependency","2004","direct migration background","Male","28","","",""
"Very high transfer dependency","2004","direct migration background","Female","29","","",""
"Very high transfer dependency","2004","indirect migration background","Male","10","","",""
"Very high transfer dependency","2004","indirect migration background","Female","11","","",""
"Complete transfer dependency","2004","no migration background","Male","66","0.0115997570577242","0.00934640395917921","0.0138531101562691"
"Complete transfer dependency","2004","no migration background","Female","76","0.0106654310893482","0.00858875833351116","0.0127421038451852"
"Complete transfer dependency","2004","direct migration background","Male","26","","",""
"Complete transfer dependency","2004","direct migration background","Female","31","0.0259835522431723","0.0173156628661142","0.0346514416202305"
"Complete transfer dependency","2004","indirect migration background","Male","8","","",""
"Complete transfer dependency","2004","indirect migration background","Female","8","","",""
"No transfer dependency","2005","no migration background","Male","3581","0.48197440924491","0.471222758629336","0.492726059860484"
"No transfer dependency","2005","no migration background","Female","3907","0.500520068707255","0.490203331176625","0.510836806237885"
"No transfer dependency","2005","direct migration background","Male","329","0.308336790207541","0.281071049195189","0.335602531219893"
"No transfer dependency","2005","direct migration background","Female","393","0.3301527153203","0.303882453455687","0.356422977184914"
"No transfer dependency","2005","indirect migration background","Male","83","0.20666697204526","0.166786177342386","0.246547766748134"
"No transfer dependency","2005","indirect migration background","Female","90","0.204870241176178","0.166178489358434","0.243561992993922"
"Very low transfer dependency","2005","no migration background","Male","3901","0.40967956870663","0.399097913505927","0.420261223907333"
"Very low transfer dependency","2005","no migration background","Female","4131","0.384893044808007","0.374853408908418","0.394932680707595"
"Very low transfer dependency","2005","direct migration background","Male","541","0.460222581078405","0.430795403379508","0.489649758777301"
"Very low transfer dependency","2005","direct migration background","Female","589","0.454774062313812","0.426957390790234","0.482590733837389"
"Very low transfer dependency","2005","indirect migration background","Male","250","0.636904227881076","0.589540251052388","0.684268204709764"
"Very low transfer dependency","2005","indirect migration background","Female","250","0.621553539351865","0.575059053876854","0.668048024826877"
"Low transfer dependency","2005","no migration background","Male","488","0.0576234946560473","0.052609318728408","0.0626376705836867"
"Low transfer dependency","2005","no migration background","Female","565","0.0633012483641779","0.0582769118373774","0.0683255848909784"
"Low transfer dependency","2005","direct migration background","Male","135","0.129616228454008","0.109785330653856","0.14944712625416"
"Low transfer dependency","2005","direct migration background","Female","135","0.106775019061458","0.0895232226799542","0.124026815442963"
"Low transfer dependency","2005","indirect migration background","Male","31","0.0601147533946019","0.03670329603763","0.0835262107515739"
"Low transfer dependency","2005","indirect migration background","Female","34","0.0862483972446234","0.0593361761112595","0.113160618377987"
"High transfer dependency","2005","no migration background","Male","150","0.0193769820421945","0.0164109102688367","0.0223430538155522"
"High transfer dependency","2005","no migration background","Female","194","0.0230530213266179","0.019956514545484","0.0261495281077519"
"High transfer dependency","2005","direct migration background","Male","41","0.0420586373860787","0.0302076549115321","0.0539096198606253"
"High transfer dependency","2005","direct migration background","Female","50","0.0450104566057457","0.0334286827144365","0.0565922304970549"
"High transfer dependency","2005","indirect migration background","Male","16","","",""
"High transfer dependency","2005","indirect migration background","Female","19","","",""
"Very high transfer dependency","2005","no migration background","Male","108","0.0193028085889399","0.0163423072365339","0.022263309941346"
"Very high transfer dependency","2005","no migration background","Female","155","0.0188772463520024","0.0160692042958315","0.0216852884081732"
"Very high transfer dependency","2005","direct migration background","Male","28","","",""
"Very high transfer dependency","2005","direct migration background","Female","33","0.0364061778278431","0.0259432408096437","0.0468691148460426"
"Very high transfer dependency","2005","indirect migration background","Male","7","","",""
"Very high transfer dependency","2005","indirect migration background","Female","14","","",""
"Complete transfer dependency","2005","no migration background","Male","69","0.0120427367612784","0.00969570362133226","0.0143897699012246"
"Complete transfer dependency","2005","no migration background","Female","71","0.00935537044194041","0.00736899173337136","0.0113417491505095"
"Complete transfer dependency","2005","direct migration background","Male","28","","",""
"Complete transfer dependency","2005","direct migration background","Female","31","0.0268815688708404","0.0178465467650227","0.0359165909766582"
"Complete transfer dependency","2005","indirect migration background","Male","9","","",""
"Complete transfer dependency","2005","indirect migration background","Female","11","","",""
"No transfer dependency","2006","no migration background","Male","4047","0.490214871800594","0.479894956419768","0.50053478718142"
"No transfer dependency","2006","no migration background","Female","4442","0.510713109488936","0.500833192812749","0.520593026165123"
"No transfer dependency","2006","direct migration background","Male","355","0.330295747358269","0.302349296402095","0.358242198314443"
"No transfer dependency","2006","direct migration background","Female","406","0.324098166691809","0.29816237343668","0.350033959946939"
"No transfer dependency","2006","indirect migration background","Male","88","0.236866647943907","0.195253738728842","0.278479557158973"
"No transfer dependency","2006","indirect migration background","Female","96","0.23783516056968","0.197779332818346","0.277890988321014"
"Very low transfer dependency","2006","no migration background","Male","4087","0.401233581554368","0.391115069137528","0.411352093971209"
"Very low transfer dependency","2006","no migration background","Female","4348","0.371584680055922","0.362033978567348","0.381135381544496"
"Very low transfer dependency","2006","direct migration background","Male","505","0.435263848086621","0.405803848454259","0.464723847718983"
"Very low transfer dependency","2006","direct migration background","Female","568","0.437558415342512","0.41006832493171","0.465048505753314"
"Very low transfer dependency","2006","indirect migration background","Male","226","0.523080396361015","0.474194597791344","0.571966194930686"
"Very low transfer dependency","2006","indirect migration background","Female","257","0.553854468789923","0.507087488150069","0.600621449429777"
"Low transfer dependency","2006","no migration background","Male","499","0.0559606674730281","0.0512157812643542","0.060705553681702"
"Low transfer dependency","2006","no migration background","Female","535","0.0543710274515485","0.0498894888254156","0.0588525660776815"
"Low transfer dependency","2006","direct migration background","Male","115","0.110621494701725","0.0919836057820988","0.129259383621352"
"Low transfer dependency","2006","direct migration background","Female","126","0.104921353249066","0.0879396215051107","0.121903084993021"
"Low transfer dependency","2006","indirect migration background","Male","42","0.122834591144044","0.0907070864688826","0.154962095819205"
"Low transfer dependency","2006","indirect migration background","Female","37","0.103899253773108","0.0751922504258533","0.132606257120363"
"High transfer dependency","2006","no migration background","Male","173","0.0205246413605019","0.0175976336933904","0.0234516490276133"
"High transfer dependency","2006","no migration background","Female","237","0.0285856390301436","0.0252921273991286","0.0318791506611586"
"High transfer dependency","2006","direct migration background","Male","49","0.046495904286439","0.0339846090050427","0.0590071995678353"
"High transfer dependency","2006","direct migration background","Female","59","0.0440937737232856","0.0327170891818496","0.0554704582647216"
"High transfer dependency","2006","indirect migration background","Male","23","","",""
"High transfer dependency","2006","indirect migration background","Female","17","","",""
"Very high transfer dependency","2006","no migration background","Male","138","0.0203897681745446","0.0174721926001767","0.0233073437489125"
"Very high transfer dependency","2006","no migration background","Female","184","0.0221957048240282","0.0192840262566815","0.0251073833913748"
"Very high transfer dependency","2006","direct migration background","Male","29","","",""
"Very high transfer dependency","2006","direct migration background","Female","50","0.0464107877190651","0.0347531764151277","0.0580683990230025"
"Very high transfer dependency","2006","indirect migration background","Male","14","","",""
"Very high transfer dependency","2006","indirect migration background","Female","13","","",""
"Complete transfer dependency","2006","no migration background","Male","70","0.0116764696369631","0.00945881119020456","0.0138941280837216"
"Complete transfer dependency","2006","no migration background","Female","88","0.0125498391494216","0.0103496518101578","0.0147500264886854"
"Complete transfer dependency","2006","direct migration background","Male","35","0.0461573074920808","0.0336894377797634","0.0586251772043982"
"Complete transfer dependency","2006","direct migration background","Female","42","0.0429175032742622","0.0316866863553829","0.0541483201931414"
"Complete transfer dependency","2006","indirect migration background","Male","8","","",""
"Complete transfer dependency","2006","indirect migration background","Female","14","","",""
"No transfer dependency","2007","no migration background","Male","3849","0.495285593837513","0.484649158502373","0.505922029172653"
"No transfer dependency","2007","no migration background","Female","4201","0.508978565543645","0.498789739381439","0.51916739170585"
"No transfer dependency","2007","direct migration background","Male","322","0.345984564045737","0.316156630274186","0.375812497817288"
"No transfer dependency","2007","direct migration background","Female","389","0.349464853063041","0.321835404743752","0.37709430138233"
"No transfer dependency","2007","indirect migration background","Male","89","0.225843332627608","0.184450692885374","0.267235972369843"
"No transfer dependency","2007","indirect migration background","Female","94","0.193603185259794","0.156257149029933","0.230949221489654"
"Very low transfer dependency","2007","no migration background","Male","3847","0.403273409880055","0.392837438137223","0.413709381622887"
"Very low transfer dependency","2007","no migration background","Female","4063","0.376329307905968","0.366455472819576","0.38620314299236"
"Very low transfer dependency","2007","direct migration background","Male","461","0.414424054880164","0.383534268777134","0.445313840983195"
"Very low transfer dependency","2007","direct migration background","Female","512","0.398267921051893","0.369900208035066","0.42663563406872"
"Very low transfer dependency","2007","indirect migration background","Male","220","0.538709142493767","0.489361131345964","0.588057153641571"
"Very low transfer dependency","2007","indirect migration background","Female","253","0.572026252334565","0.525260232619545","0.618792272049585"
"Low transfer dependency","2007","no migration background","Male","431","0.0485640859696775","0.0439911745847657","0.0531369973545893"
"Low transfer dependency","2007","no migration background","Female","507","0.0547656004948973","0.0501284854932219","0.0594027154965727"
"Low transfer dependency","2007","direct migration background","Male","102","0.113237377567901","0.0933673074232474","0.133107447712555"
"Low transfer dependency","2007","direct migration background","Female","117","0.119308040476077","0.100524305549093","0.138091775403061"
"Low transfer dependency","2007","indirect migration background","Male","41","0.107339821487761","0.076697012603872","0.13798263037165"
"Low transfer dependency","2007","indirect migration background","Female","39","0.114161529074959","0.0841041561016962","0.144218902048222"
"High transfer dependency","2007","no migration background","Male","154","0.0221881577571258","0.0190546290738954","0.0253216864403563"
"High transfer dependency","2007","no migration background","Female","204","0.0248281824054618","0.0216568832271781","0.0279994815837454"
"High transfer dependency","2007","direct migration background","Male","45","0.0595977678253566","0.0447530265841751","0.0744425090665382"
"High transfer dependency","2007","direct migration background","Female","52","0.0557482367673711","0.0424530467430736","0.0690434267916685"
"High transfer dependency","2007","indirect migration background","Male","15","","",""
"High transfer dependency","2007","indirect migration background","Female","18","","",""
"Very high transfer dependency","2007","no migration background","Male","122","0.0174027345122073","0.0146208318597452","0.0201846371646694"
"Very high transfer dependency","2007","no migration background","Female","180","0.0220419718239522","0.0190496416629831","0.0250343019849213"
"Very high transfer dependency","2007","direct migration background","Male","24","","",""
"Very high transfer dependency","2007","direct migration background","Female","37","0.0389098287366722","0.0277039270905099","0.0501157303828345"
"Very high transfer dependency","2007","indirect migration background","Male","22","","",""
"Very high transfer dependency","2007","indirect migration background","Female","17","","",""
"Complete transfer dependency","2007","no migration background","Male","85","0.0132860180434209","0.0108502357692233","0.0157218003176184"
"Complete transfer dependency","2007","no migration background","Female","93","0.0130563718260761","0.0107428073402192","0.0153699363119331"
"Complete transfer dependency","2007","direct migration background","Male","23","","",""
"Complete transfer dependency","2007","direct migration background","Female","37","0.038301119904946","0.0271796966239902","0.0494225431859017"
"Complete transfer dependency","2007","indirect migration background","Male","5","","",""
"Complete transfer dependency","2007","indirect migration background","Female","9","","",""
"No transfer dependency","2008","no migration background","Male","3743","0.50495302396302","0.49399634498622","0.51590970293982"
"No transfer dependency","2008","no migration background","Female","4058","0.519142387923721","0.508651415947734","0.529633359899708"
"No transfer dependency","2008","direct migration background","Male","292","0.358838761561727","0.326965847714679","0.390711675408775"
"No transfer dependency","2008","direct migration background","Female","355","0.354327635102084","0.324873113012712","0.383782157191457"
"No transfer dependency","2008","indirect migration background","Male","94","0.249704124051684","0.206746037891489","0.292662210211878"
"No transfer dependency","2008","indirect migration background","Female","88","0.190015630061476","0.152496183111749","0.227535077011204"
"Very low transfer dependency","2008","no migration background","Male","3586","0.400569654201125","0.389831277672571","0.41130803072968"
"Very low transfer dependency","2008","no migration background","Female","3822","0.373828279325033","0.363669371148402","0.383987187501664"
"Very low transfer dependency","2008","direct migration background","Male","422","0.436544899649261","0.403589044814241","0.469500754484281"
"Very low transfer dependency","2008","direct migration background","Female","452","0.414991766180494","0.384649773609424","0.445333758751564"
"Very low transfer dependency","2008","indirect migration background","Male","217","0.520976016390387","0.471396386341137","0.570555646439637"
"Very low transfer dependency","2008","indirect migration background","Female","249","0.592160215417616","0.545161298147973","0.639159132687258"
"Low transfer dependency","2008","no migration background","Male","378","0.0482950746872503","0.043596860390588","0.0529932889839126"
"Low transfer dependency","2008","no migration background","Female","433","0.0509948320330451","0.0463756869254658","0.0556139771406244"
"Low transfer dependency","2008","direct migration background","Male","76","0.090188299179558","0.0711538934611484","0.109222704897968"
"Low transfer dependency","2008","direct migration background","Female","97","0.10417072075555","0.0853589867503557","0.122982454760744"
"Low transfer dependency","2008","indirect migration background","Male","42","0.118887893131567","0.0867660699428373","0.151009716320296"
"Low transfer dependency","2008","indirect migration background","Female","34","0.0834861723183497","0.0570316312622351","0.109940713374464"
"High transfer dependency","2008","no migration background","Male","125","0.0181772053136534","0.0152496146442729","0.0211047959830339"
"High transfer dependency","2008","no migration background","Female","150","0.0199087167755369","0.0169756690381165","0.0228417645129574"
"High transfer dependency","2008","direct migration background","Male","37","0.0545604900086753","0.0394685708734452","0.0696524091439054"
"High transfer dependency","2008","direct migration background","Female","42","0.0457314841467277","0.0328671795669779","0.0585957887264774"
"High transfer dependency","2008","indirect migration background","Male","15","","",""
"High transfer dependency","2008","indirect migration background","Female","25","","",""
"Very high transfer dependency","2008","no migration background","Male","96","0.0136684949422384","0.0111239973541586","0.0162129925303181"
"Very high transfer dependency","2008","no migration background","Female","168","0.0216733607795","0.0186158407985833","0.0247308807604167"
"Very high transfer dependency","2008","direct migration background","Male","23","","",""
"Very high transfer dependency","2008","direct migration background","Female","38","0.0365887474270925","0.0250270128061228","0.0481504820480623"
"Very high transfer dependency","2008","indirect migration background","Male","16","","",""
"Very high transfer dependency","2008","indirect migration background","Female","15","","",""
"Complete transfer dependency","2008","no migration background","Male","71","0.014336546892713","0.0117314921779943","0.0169416016074317"
"Complete transfer dependency","2008","no migration background","Female","82","0.0144524231631642","0.0119464675988746","0.0169583787274539"
"Complete transfer dependency","2008","direct migration background","Male","20","","",""
"Complete transfer dependency","2008","direct migration background","Female","29","","",""
"Complete transfer dependency","2008","indirect migration background","Male","6","","",""
"Complete transfer dependency","2008","indirect migration background","Female","9","","",""
"No transfer dependency","2009","no migration background","Male","3690","0.523107464780476","0.511852365095894","0.534362564465058"
"No transfer dependency","2009","no migration background","Female","4025","0.542505969174091","0.531707240579633","0.553304697768548"
"No transfer dependency","2009","direct migration background","Male","244","0.318845017376989","0.285646939644831","0.352043095109146"
"No transfer dependency","2009","direct migration background","Female","319","0.359778201715476","0.328370618341106","0.391185785089845"
"No transfer dependency","2009","indirect migration background","Male","77","0.209400212476436","0.167252550985909","0.251547873966962"
"No transfer dependency","2009","indirect migration background","Female","88","0.219827142182116","0.178726191909771","0.260928092454462"
"Very low transfer dependency","2009","no migration background","Male","3287","0.386999218131937","0.37602359508741","0.397974841176463"
"Very low transfer dependency","2009","no migration background","Female","3390","0.355162907902131","0.344789619401377","0.365536196402885"
"Very low transfer dependency","2009","direct migration background","Male","382","0.471372386396684","0.435812763831911","0.506932008961456"
"Very low transfer dependency","2009","direct migration background","Female","418","0.442291879322905","0.409789898000029","0.474793860645781"
"Very low transfer dependency","2009","indirect migration background","Male","213","0.587234040758821","0.536234751223229","0.638233330294413"
"Very low transfer dependency","2009","indirect migration background","Female","225","0.568386714539189","0.519229739642732","0.617543689435647"
"Low transfer dependency","2009","no migration background","Male","342","0.04877167058581","0.0439180052427578","0.0536253359288622"
"Low transfer dependency","2009","no migration background","Female","423","0.0567363437127436","0.0517218756129593","0.0617508118125279"
"Low transfer dependency","2009","direct migration background","Male","77","0.120145623611484","0.0969845051142176","0.14330674210875"
"Low transfer dependency","2009","direct migration background","Female","80","0.0856838913104185","0.0673670895141369","0.1040006931067"
"Low transfer dependency","2009","indirect migration background","Male","33","0.0890002020277209","0.0595043317713052","0.118496072284137"
"Low transfer dependency","2009","indirect migration background","Female","47","0.131808319138813","0.0982349435924397","0.165381694685187"
"High transfer dependency","2009","no migration background","Male","100","0.0137236270608588","0.0111019608705584","0.0163452932511591"
"High transfer dependency","2009","no migration background","Female","152","0.0185759395825584","0.0156492181024842","0.0215026610626326"
"High transfer dependency","2009","direct migration background","Male","23","","",""
"High transfer dependency","2009","direct migration background","Female","34","0.0464199502709405","0.0326515721933872","0.0601883283484937"
"High transfer dependency","2009","indirect migration background","Male","13","","",""
"High transfer dependency","2009","indirect migration background","Female","17","","",""
"Very high transfer dependency","2009","no migration background","Male","81","0.0135686256310234","0.0109616018464667","0.0161756494155802"
"Very high transfer dependency","2009","no migration background","Female","124","0.0176216278215469","0.0147696899643688","0.020473565678725"
"Very high transfer dependency","2009","direct migration background","Male","16","","",""
"Very high transfer dependency","2009","direct migration background","Female","25","","",""
"Very high transfer dependency","2009","indirect migration background","Male","14","","",""
"Very high transfer dependency","2009","indirect migration background","Female","11","","",""
"Complete transfer dependency","2009","no migration background","Male","65","0.0138293938098953","0.0111977856540225","0.016461001965768"
"Complete transfer dependency","2009","no migration background","Female","62","0.00939721180692966","0.00730586079670736","0.011488562817152"
"Complete transfer dependency","2009","direct migration background","Male","15","","",""
"Complete transfer dependency","2009","direct migration background","Female","21","","",""
"Complete transfer dependency","2009","indirect migration background","Male","8","","",""
"Complete transfer dependency","2009","indirect migration background","Female","2","","",""
"No transfer dependency","2010","no migration background","Male","3416","0.511744368750013","0.501483217258809","0.522005520241217"
"No transfer dependency","2010","no migration background","Female","3782","0.533841793754166","0.524429614335446","0.543253973172885"
"No transfer dependency","2010","direct migration background","Male","254","0.303723158743826","0.278371610736259","0.329074706751393"
"No transfer dependency","2010","direct migration background","Female","314","0.299733839190174","0.277021176017605","0.322446502362744"
"No transfer dependency","2010","indirect migration background","Male","80","0.282986446629261","0.244852461170543","0.32112043208798"
"No transfer dependency","2010","indirect migration background","Female","91","0.24348696924151","0.210669017298344","0.276304921184676"
"Very low transfer dependency","2010","no migration background","Male","4549","0.398172669309279","0.388123790484729","0.408221548133829"
"Very low transfer dependency","2010","no migration background","Female","5155","0.363741456882727","0.354664705102275","0.372818208663179"
"Very low transfer dependency","2010","direct migration background","Male","598","0.419920478637745","0.392712151020506","0.447128806254983"
"Very low transfer dependency","2010","direct migration background","Female","735","0.479077591585981","0.454311467148318","0.503843716023643"
"Very low transfer dependency","2010","indirect migration background","Male","313","0.480067379211107","0.437772252785327","0.522362505636887"
"Very low transfer dependency","2010","indirect migration background","Female","356","0.517135954736298","0.478925675859586","0.555346233613009"
"Low transfer dependency","2010","no migration background","Male","691","0.0456287557720534","0.0413450077332624","0.0499125038108445"
"Low transfer dependency","2010","no migration background","Female","911","0.0500431051044721","0.0459293226743052","0.0541568875346391"
"Low transfer dependency","2010","direct migration background","Male","202","0.142851359910619","0.123560800863651","0.162141918957586"
"Low transfer dependency","2010","direct migration background","Female","231","0.10999082945095","0.0944796764627107","0.125501982439189"
"Low transfer dependency","2010","indirect migration background","Male","68","0.099219128741487","0.073910245734099","0.124528011748875"
"Low transfer dependency","2010","indirect migration background","Female","100","0.101951283855779","0.0788140357319617","0.125088531979597"
"High transfer dependency","2010","no migration background","Male","207","0.0168329798049848","0.0141921519942257","0.0194738076157439"
"High transfer dependency","2010","no migration background","Female","462","0.026453623458447","0.0234257470036327","0.0294814999132612"
"High transfer dependency","2010","direct migration background","Male","82","0.0430424562521811","0.0318540194633406","0.0542308930410216"
"High transfer dependency","2010","direct migration background","Female","107","0.0408780863977077","0.0310617193825389","0.0506944534128765"
"High transfer dependency","2010","indirect migration background","Male","31","0.0595990178246292","0.0395569842852549","0.0796410513640035"
"High transfer dependency","2010","indirect migration background","Female","56","0.064395078422568","0.04562621416826","0.083163942676876"
"Very high transfer dependency","2010","no migration background","Male","162","0.014556313974218","0.0120977158515605","0.0170149120968754"
"Very high transfer dependency","2010","no migration background","Female","337","0.0162291335998925","0.0138451026399173","0.0186131645598678"
"Very high transfer dependency","2010","direct migration background","Male","63","0.044979499996817","0.0335536580348097","0.0564053419588243"
"Very high transfer dependency","2010","direct migration background","Female","98","0.0387457395122168","0.0291782120374232","0.0483132669870104"
"Very high transfer dependency","2010","indirect migration background","Male","30","0.0578227786591419","0.0380630273134679","0.0775825300048159"
"Very high transfer dependency","2010","indirect migration background","Female","35","0.0397619762984341","0.0248206607801132","0.0547032918167551"
"Complete transfer dependency","2010","no migration background","Male","91","0.0130649123894516","0.0107339059228798","0.0153959188560234"
"Complete transfer dependency","2010","no migration background","Female","144","0.00969088720029603","0.00784253639214543","0.0115392380084466"
"Complete transfer dependency","2010","direct migration background","Male","65","0.045483046458813","0.0339964556496373","0.0569696372679887"
"Complete transfer dependency","2010","direct migration background","Female","78","0.0315739138629706","0.0229049727749199","0.0402428549510213"
"Complete transfer dependency","2010","indirect migration background","Male","14","","",""
"Complete transfer dependency","2010","indirect migration background","Female","19","","",""
"No transfer dependency","2011","no migration background","Male","4485","0.53940039906569","0.530063171524476","0.548737626606903"
"No transfer dependency","2011","no migration background","Female","4918","0.554731554445311","0.54618950648532","0.563273602405302"
"No transfer dependency","2011","direct migration background","Male","359","0.363093561867852","0.337975052835304","0.3882120709004"
"No transfer dependency","2011","direct migration background","Female","428","0.376030768893793","0.353521914303896","0.398539623483689"
"No transfer dependency","2011","indirect migration background","Male","91","0.278729805511359","0.243464878462237","0.313994732560481"
"No transfer dependency","2011","indirect migration background","Female","103","0.274691161300108","0.242957139005503","0.306425183594714"
"Very low transfer dependency","2011","no migration background","Male","4983","0.360284510701848","0.35129125874559","0.369277762658107"
"Very low transfer dependency","2011","no migration background","Female","5834","0.340008948424815","0.331867085099506","0.348150811750125"
"Very low transfer dependency","2011","direct migration background","Male","585","0.391684641871201","0.366188208889907","0.417181074852495"
"Very low transfer dependency","2011","direct migration background","Female","759","0.393998590611579","0.37129240057881","0.416704780644349"
"Very low transfer dependency","2011","indirect migration background","Male","375","0.529543416944187","0.490286801593212","0.568800032295163"
"Very low transfer dependency","2011","indirect migration background","Female","399","0.474779647405604","0.439277214517941","0.510282080293267"
