"transab_cat","year","age_gr","sex","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","2010","35-65 y.","Male","168","0.019999459039755","0.0164876771168965","0.0235112409626136"
"High transfer dependency","2010","35-65 y.","Female","315","0.0315708172199831","0.0274810882825","0.0356605461574661"
"High transfer dependency","2010","66 and older","Male","7","","",""
"High transfer dependency","2010","66 and older","Female","9","","",""
"Very high transfer dependency","2010","16-34 y.","Male","119","0.0341643827846376","0.0275370569147813","0.040791708654494"
"Very high transfer dependency","2010","16-34 y.","Female","267","0.0441202318174202","0.0376392052879083","0.0506012583469322"
"Very high transfer dependency","2010","35-65 y.","Male","134","0.0217657683723779","0.0181054936171984","0.0254260431275574"
"Very high transfer dependency","2010","35-65 y.","Female","202","0.019743700088778","0.0164898182931214","0.0229975818844347"
"Very high transfer dependency","2010","66 and older","Male","2","","",""
"Very high transfer dependency","2010","66 and older","Female","1","","",""
"Complete transfer dependency","2010","16-34 y.","Male","73","0.0212371796892568","0.0159771635060875","0.0264971958724262"
"Complete transfer dependency","2010","16-34 y.","Female","133","0.0233809892586438","0.018612099316712","0.0281498792005757"
"Complete transfer dependency","2010","35-65 y.","Male","96","0.0220772788247331","0.0183914912934203","0.0257630663560459"
"Complete transfer dependency","2010","35-65 y.","Female","107","0.0157640975927795","0.0128506860446218","0.0186775091409373"
"Complete transfer dependency","2010","66 and older","Male","1","","",""
"Complete transfer dependency","2010","66 and older","Female","1","","",""
"No transfer dependency","2011","16-34 y.","Male","600","0.32321074587177","0.30682054252259","0.339600949220949"
"No transfer dependency","2011","16-34 y.","Female","647","0.311827041438866","0.297560251457231","0.326093831420502"
"No transfer dependency","2011","35-65 y.","Male","2164","0.447662752590437","0.436302530289676","0.459022974891198"
"No transfer dependency","2011","35-65 y.","Female","2408","0.426458601790094","0.416120286431369","0.436796917148819"
"No transfer dependency","2011","66 and older","Male","2171","0.863041884170594","0.849532587913736","0.876551180427452"
"No transfer dependency","2011","66 and older","Female","2394","0.871303529058677","0.858677305511817","0.883929752605538"
"Very low transfer dependency","2011","16-34 y.","Male","1687","0.482438676458284","0.464927445143205","0.499949907773364"
"Very low transfer dependency","2011","16-34 y.","Female","2041","0.469282845919003","0.453913001132667","0.48465269070534"
"Very low transfer dependency","2011","35-65 y.","Male","4027","0.433192027970926","0.421871481635273","0.44451257430658"
"Very low transfer dependency","2011","35-65 y.","Female","4729","0.441111985131372","0.430732739781821","0.451491230480923"
"Very low transfer dependency","2011","66 and older","Male","229","0.092954183292047","0.0815445421511067","0.104363824432987"
"Very low transfer dependency","2011","66 and older","Female","222","0.0875882819602421","0.0769291006459982","0.0982474632744859"
"Low transfer dependency","2011","16-34 y.","Male","451","0.0938629256104563","0.0836427416737614","0.104083109547151"
"Low transfer dependency","2011","16-34 y.","Female","612","0.0951410658833186","0.086104674660021","0.104177457106616"
"Low transfer dependency","2011","35-65 y.","Male","653","0.0508343881258493","0.0458160608396681","0.0558527154120305"
"Low transfer dependency","2011","35-65 y.","Female","828","0.0620236534358364","0.0569816450171507","0.0670656618545221"
"Low transfer dependency","2011","66 and older","Male","58","0.0267993472478101","0.0204535497837399","0.0331451447118803"
"Low transfer dependency","2011","66 and older","Female","58","0.0250052114690224","0.0191178346746675","0.0308925882633773"
"High transfer dependency","2011","16-34 y.","Male","185","0.0521882338768953","0.0443942039922987","0.0599822637614918"
"High transfer dependency","2011","16-34 y.","Female","345","0.0606781438760996","0.0533254931364497","0.0680307946157494"
"High transfer dependency","2011","35-65 y.","Male","240","0.0299501788464029","0.0260560894814063","0.0338442682113995"
"High transfer dependency","2011","35-65 y.","Female","391","0.0333384628220847","0.0295858050864775","0.037091120557692"
"High transfer dependency","2011","66 and older","Male","22","","",""
"High transfer dependency","2011","66 and older","Female","24","","",""
"Very high transfer dependency","2011","16-34 y.","Male","133","0.0244724991073814","0.0190578086035881","0.0298871896111747"
"Very high transfer dependency","2011","16-34 y.","Female","269","0.0390638537684352","0.0330968627084872","0.0450308448283833"
"Very high transfer dependency","2011","35-65 y.","Male","155","0.0176169538287042","0.0146114656692285","0.02062244198818"
"Very high transfer dependency","2011","35-65 y.","Female","266","0.0188140861859223","0.0159739042040148","0.0216542681678297"
"Very high transfer dependency","2011","66 and older","Male","7","","",""
"Very high transfer dependency","2011","66 and older","Female","2","","",""
"Complete transfer dependency","2011","16-34 y.","Male","72","0.0238269190752131","0.0184823575934647","0.0291714805569615"
"Complete transfer dependency","2011","16-34 y.","Female","136","0.0240070491142771","0.0192927915088211","0.0287213067197331"
"Complete transfer dependency","2011","35-65 y.","Male","121","0.0207436986376802","0.0174875781381667","0.0239998191371937"
"Complete transfer dependency","2011","35-65 y.","Female","169","0.0182532106346904","0.0154548845000846","0.0210515367692963"
"Complete transfer dependency","2011","66 and older","Male","1","","",""
"Complete transfer dependency","2011","66 and older","Female","2","","",""
"No transfer dependency","2012","16-34 y.","Male","636","0.336064634260947","0.319099392548003","0.35302987597389"
"No transfer dependency","2012","16-34 y.","Female","634","0.311868887197848","0.29706552661598","0.326672247779717"
"No transfer dependency","2012","35-65 y.","Male","2178","0.44961984393391","0.438107817069702","0.461131870798118"
"No transfer dependency","2012","35-65 y.","Female","2519","0.440631426996602","0.430209420636031","0.451053433357172"
"No transfer dependency","2012","66 and older","Male","2232","0.869864348285962","0.856769593269382","0.882959103302543"
"No transfer dependency","2012","66 and older","Female","2403","0.874680315213167","0.86221055551627","0.887150074910065"
"Very low transfer dependency","2012","16-34 y.","Male","1663","0.489883168034552","0.47192893614255","0.507837399926553"
"Very low transfer dependency","2012","16-34 y.","Female","1990","0.486442830456203","0.470471209415419","0.502414451496987"
"Very low transfer dependency","2012","35-65 y.","Male","3965","0.43448524460242","0.423014089229732","0.445956399975109"
"Very low transfer dependency","2012","35-65 y.","Female","4694","0.430970651247787","0.420574903105167","0.441366399390407"
"Very low transfer dependency","2012","66 and older","Male","222","0.0913172668061034","0.0801059646767657","0.102528568935441"
"Very low transfer dependency","2012","66 and older","Female","224","0.088844539979095","0.0781284741331603","0.0995606058250297"
"Low transfer dependency","2012","16-34 y.","Male","344","0.0903566459347945","0.0800598674354981","0.100653424434091"
"Low transfer dependency","2012","16-34 y.","Female","493","0.0870532002186991","0.0780446728714676","0.0960617275659306"
"Low transfer dependency","2012","35-65 y.","Male","549","0.0495838624248574","0.0445601502016096","0.0546075746481051"
"Low transfer dependency","2012","35-65 y.","Female","736","0.0627735941748487","0.0576817474293452","0.0678654409203521"
"Low transfer dependency","2012","66 and older","Male","54","0.0197484366575559","0.0143333102514039","0.025163563063708"
"Low transfer dependency","2012","66 and older","Female","51","0.0172013970732528","0.0123043093156854","0.0220984848308203"
"High transfer dependency","2012","16-34 y.","Male","170","0.0417044040584449","0.0345243708936103","0.0488844372232795"
"High transfer dependency","2012","16-34 y.","Female","319","0.0613321604136669","0.053664925033539","0.0689993957937948"
"High transfer dependency","2012","35-65 y.","Male","217","0.0264144362392064","0.0227033127031426","0.0301255597752703"
"High transfer dependency","2012","35-65 y.","Female","366","0.0278036300689266","0.0243522537386701","0.031255006399183"
"High transfer dependency","2012","66 and older","Male","21","","",""
"High transfer dependency","2012","66 and older","Female","25","","",""
"Very high transfer dependency","2012","16-34 y.","Male","104","0.0203049809837478","0.0152393623833955","0.0253705995841001"
"Very high transfer dependency","2012","16-34 y.","Female","215","0.0353240562867306","0.029425242267056","0.0412228703064053"
"Very high transfer dependency","2012","35-65 y.","Male","139","0.0178919373621969","0.0148242860160713","0.0209595887083225"
"Very high transfer dependency","2012","35-65 y.","Female","250","0.0187438613440363","0.0158968755976016","0.021590847090471"
"Very high transfer dependency","2012","66 and older","Male","7","","",""
"Very high transfer dependency","2012","66 and older","Female","4","","",""
"Complete transfer dependency","2012","16-34 y.","Male","61","0.0216861667275146","0.0164547870885361","0.0269175463664932"
"Complete transfer dependency","2012","16-34 y.","Female","111","0.0179788654268525","0.0137328628485874","0.0222248680051176"
"Complete transfer dependency","2012","35-65 y.","Male","125","0.022004675437409","0.0186098023102554","0.0253995485645626"
"Complete transfer dependency","2012","35-65 y.","Female","152","0.0190768361678003","0.0162051614932166","0.021948510842384"
"Complete transfer dependency","2012","66 and older","Male","","","",""
"Complete transfer dependency","2012","66 and older","Female","1","","",""
"No transfer dependency","2013","16-34 y.","Male","829","0.349134571545662","0.333703577976386","0.364565565114937"
"No transfer dependency","2013","16-34 y.","Female","817","0.305675416981059","0.292343418711583","0.319007415250535"
"No transfer dependency","2013","35-65 y.","Male","2327","0.457506564586889","0.446555396741821","0.468457732431957"
"No transfer dependency","2013","35-65 y.","Female","2655","0.448103048980959","0.438124461020101","0.458081636941817"
"No transfer dependency","2013","66 and older","Male","2156","0.880459338892269","0.867662578894313","0.893256098890226"
"No transfer dependency","2013","66 and older","Female","2308","0.881427876540326","0.869063124267109","0.893792628813542"
"Very low transfer dependency","2013","16-34 y.","Male","1972","0.471459997310704","0.455301044350491","0.487618950270918"
"Very low transfer dependency","2013","16-34 y.","Female","2417","0.477833220639703","0.463377940582208","0.492288500697198"
"Very low transfer dependency","2013","35-65 y.","Male","4375","0.415306390601857","0.404474281958865","0.426138499244849"
"Very low transfer dependency","2013","35-65 y.","Female","5141","0.422580679590589","0.412668900426657","0.432492458754521"
"Very low transfer dependency","2013","66 and older","Male","225","0.0893499004487408","0.0780984023213405","0.100601398576141"
"Very low transfer dependency","2013","66 and older","Female","218","0.0814624092719677","0.0710000935299618","0.0919247250139735"
"Low transfer dependency","2013","16-34 y.","Male","403","0.085023363179086","0.0759946469574444","0.0940520794007277"
"Low transfer dependency","2013","16-34 y.","Female","579","0.0959681320100701","0.0874442169823804","0.10449204703776"
"Low transfer dependency","2013","35-65 y.","Male","592","0.0545654380815108","0.0495726965104601","0.0595581796525615"
"Low transfer dependency","2013","35-65 y.","Female","781","0.059350917585546","0.0546098223407897","0.0640920128303022"
"Low transfer dependency","2013","66 and older","Male","51","0.0170638158978692","0.0119553760272812","0.0221722557684573"
"Low transfer dependency","2013","66 and older","Female","71","0.0250549051039983","0.0190771627787191","0.0310326474292776"
"High transfer dependency","2013","16-34 y.","Male","227","0.0445026022671616","0.0378274785639235","0.0511777259703998"
"High transfer dependency","2013","16-34 y.","Female","371","0.0554461033286521","0.0488234410638379","0.0620687655934663"
"High transfer dependency","2013","35-65 y.","Male","289","0.0268144600375693","0.0232634910584035","0.0303654290167351"
"High transfer dependency","2013","35-65 y.","Female","455","0.0306831999998352","0.0272227359762138","0.0341436640234566"
"High transfer dependency","2013","66 and older","Male","22","","",""
"High transfer dependency","2013","66 and older","Female","16","","",""
"Very high transfer dependency","2013","16-34 y.","Male","133","0.0232643628013029","0.0183847432974265","0.0281439823051793"
"Very high transfer dependency","2013","16-34 y.","Female","267","0.0422564187869286","0.0364346535302926","0.0480781840435646"
"Very high transfer dependency","2013","35-65 y.","Male","175","0.0187020004872731","0.0157241079908723","0.0216798929836738"
"Very high transfer dependency","2013","35-65 y.","Female","295","0.0187295776458582","0.0160093234467507","0.0214498318449657"
"Very high transfer dependency","2013","66 and older","Male","11","","",""
"Very high transfer dependency","2013","66 and older","Female","10","","",""
"Complete transfer dependency","2013","16-34 y.","Male","102","0.0266151028960834","0.0214048567955923","0.0318253489965745"
"Complete transfer dependency","2013","16-34 y.","Female","136","0.022820708253587","0.0184991993925976","0.0271422171145765"
"Complete transfer dependency","2013","35-65 y.","Male","192","0.0271051462049006","0.0235355149390475","0.0306747774707538"
"Complete transfer dependency","2013","35-65 y.","Female","214","0.0205525761972124","0.0177056589679916","0.0233994934264333"
"Complete transfer dependency","2013","66 and older","Male","4","","",""
"Complete transfer dependency","2013","66 and older","Female","3","","",""
"No transfer dependency","2014","16-34 y.","Male","689","0.336329204373152","0.320033515957016","0.352624892789287"
"No transfer dependency","2014","16-34 y.","Female","683","0.310292214584766","0.295560234960024","0.325024194209509"
"No transfer dependency","2014","35-65 y.","Male","2067","0.45619707166716","0.444473682285678","0.467920461048643"
"No transfer dependency","2014","35-65 y.","Female","2400","0.440082671616995","0.429471663282024","0.450693679951966"
"No transfer dependency","2014","66 and older","Male","2123","0.884489618970587","0.871793953025872","0.897185284915303"
"No transfer dependency","2014","66 and older","Female","2234","0.877709843436243","0.865001354399746","0.89041833247274"
"Very low transfer dependency","2014","16-34 y.","Male","1743","0.461369010309705","0.444174732206286","0.478563288413123"
"Very low transfer dependency","2014","16-34 y.","Female","2006","0.462338208374189","0.446460874178993","0.478215542569384"
"Very low transfer dependency","2014","35-65 y.","Male","3828","0.417012422611572","0.405407017126876","0.428617828096267"
"Very low transfer dependency","2014","35-65 y.","Female","4533","0.426990344814854","0.416416874151785","0.437563815477924"
"Very low transfer dependency","2014","66 and older","Male","225","0.0818927162185481","0.0710017110863042","0.092783721350792"
"Very low transfer dependency","2014","66 and older","Female","228","0.0903535418574797","0.0792328555373139","0.101474228177646"
"Low transfer dependency","2014","16-34 y.","Male","381","0.0959439485082941","0.0857856600488017","0.106102236967786"
"Low transfer dependency","2014","16-34 y.","Female","489","0.10386003815552","0.0941447593810753","0.113575316929964"
"Low transfer dependency","2014","35-65 y.","Male","509","0.0525483235075727","0.0472964514312031","0.0578001955839424"
"Low transfer dependency","2014","35-65 y.","Female","696","0.0636212950246129","0.0584038896161928","0.0688387004330329"
"Low transfer dependency","2014","66 and older","Male","51","0.0205803665716335","0.0149412695849555","0.0262194635583116"
"Low transfer dependency","2014","66 and older","Female","57","0.0195057722978327","0.0141413028115337","0.0248702417841317"
"High transfer dependency","2014","16-34 y.","Male","214","0.0520269188405854","0.0443669654955393","0.0596868721856314"
"High transfer dependency","2014","16-34 y.","Female","298","0.0574408025374592","0.0500309822815784","0.06485062279334"
"High transfer dependency","2014","35-65 y.","Male","228","0.0267341491237643","0.0229374594751586","0.03053083877237"
"High transfer dependency","2014","35-65 y.","Female","357","0.0297300355520409","0.0260994926313895","0.0333605784726922"
"High transfer dependency","2014","66 and older","Male","18","","",""
"High transfer dependency","2014","66 and older","Female","22","","",""
"Very high transfer dependency","2014","16-34 y.","Male","132","0.0298602978726892","0.0239897548465039","0.0357308408988746"
"Very high transfer dependency","2014","16-34 y.","Female","205","0.0449289399174021","0.0383322809214474","0.0515255989133568"
"Very high transfer dependency","2014","35-65 y.","Male","162","0.0205747903446299","0.0172335361212456","0.0239160445680142"
"Very high transfer dependency","2014","35-65 y.","Female","260","0.0199397164059922","0.0169514903317685","0.022927942480216"
"Very high transfer dependency","2014","66 and older","Male","14","","",""
"Very high transfer dependency","2014","66 and older","Female","8","","",""
"Complete transfer dependency","2014","16-34 y.","Male","70","0.0244706200955751","0.0191414849667365","0.0297997552244138"
"Complete transfer dependency","2014","16-34 y.","Female","107","0.0211397964306639","0.0165588644589624","0.0257207284023654"
"Complete transfer dependency","2014","35-65 y.","Male","140","0.0269332427453009","0.0231228318258036","0.0307436536647982"
"Complete transfer dependency","2014","35-65 y.","Female","161","0.0196359365855052","0.0166701010163457","0.0226017721546646"
"Complete transfer dependency","2014","66 and older","Male","4","","",""
"Complete transfer dependency","2014","66 and older","Female","4","","",""
"No transfer dependency","2015","16-34 y.","Male","842","0.376695520086762","0.36011024288823","0.393280797285294"
"No transfer dependency","2015","16-34 y.","Female","819","0.335868389563853","0.320928386836596","0.35080839229111"
"No transfer dependency","2015","35-65 y.","Male","2117","0.473675236993159","0.461805946659047","0.485544527327271"
"No transfer dependency","2015","35-65 y.","Female","2432","0.450963289213664","0.440219542233926","0.461707036193402"
"No transfer dependency","2015","66 and older","Male","2092","0.886207626183502","0.873534499989073","0.898880752377931"
"No transfer dependency","2015","66 and older","Female","2210","0.875706606825813","0.862876373097155","0.888536840554472"
"Very low transfer dependency","2015","16-34 y.","Male","1666","0.436464881242991","0.419489773937463","0.453439988548519"
"Very low transfer dependency","2015","16-34 y.","Female","1953","0.458023046896476","0.442262433710332","0.47378366008262"
"Very low transfer dependency","2015","35-65 y.","Male","3694","0.400082902262633","0.388436866304888","0.411728938220378"
"Very low transfer dependency","2015","35-65 y.","Female","4429","0.416854354233999","0.406208876034889","0.427499832433109"
"Very low transfer dependency","2015","66 and older","Male","233","0.0823757475431904","0.0714036018608262","0.0933478932255547"
"Very low transfer dependency","2015","66 and older","Female","233","0.0893349708618808","0.0782426783828778","0.100427263340884"
"Low transfer dependency","2015","16-34 y.","Male","315","0.0736452767222703","0.0647052566890462","0.0825852967554944"
"Low transfer dependency","2015","16-34 y.","Female","434","0.0859934909709215","0.0771250665512405","0.0948619153906025"
"Low transfer dependency","2015","35-65 y.","Male","445","0.0521508442655609","0.0468656884391596","0.0574360000919622"
"Low transfer dependency","2015","35-65 y.","Female","621","0.0610692389917631","0.0558989773283652","0.0662395006551609"
"Low transfer dependency","2015","66 and older","Male","52","0.0193665202701289","0.0138668254015705","0.0248662151386873"
"Low transfer dependency","2015","66 and older","Female","60","0.0227705504059346","0.0169693713537446","0.0285717294581247"
"High transfer dependency","2015","16-34 y.","Male","211","0.0505912614374229","0.0430898713687277","0.0580926515061182"
"High transfer dependency","2015","16-34 y.","Female","293","0.0593742631615461","0.0518986541268937","0.0668498721961985"
"High transfer dependency","2015","35-65 y.","Male","201","0.0219162055459001","0.0184358130388357","0.0253965980529645"
"High transfer dependency","2015","35-65 y.","Female","325","0.0293280031521949","0.0256849795688102","0.0329710267355797"
"High transfer dependency","2015","66 and older","Male","14","","",""
"High transfer dependency","2015","66 and older","Female","22","","",""
"Very high transfer dependency","2015","16-34 y.","Male","136","0.0286827356958528","0.0229696831014578","0.0343957882902478"
"Very high transfer dependency","2015","16-34 y.","Female","203","0.0337286554309896","0.0280179718211787","0.0394393390408006"
"Very high transfer dependency","2015","35-65 y.","Male","154","0.0217828220170045","0.0183128000439102","0.0252528439900987"
"Very high transfer dependency","2015","35-65 y.","Female","239","0.0207821426006333","0.0177020107487661","0.0238622744525004"
"Very high transfer dependency","2015","66 and older","Male","15","","",""
"Very high transfer dependency","2015","66 and older","Female","9","","",""
"Complete transfer dependency","2015","16-34 y.","Male","109","0.0339203248147008","0.0277242898976452","0.0401163597317564"
"Complete transfer dependency","2015","16-34 y.","Female","137","0.0270121539762136","0.0218838666353131","0.0321404413171141"
"Complete transfer dependency","2015","35-65 y.","Male","187","0.0303919889157425","0.0263112842035912","0.0344726936278938"
"Complete transfer dependency","2015","35-65 y.","Female","194","0.0210029718077462","0.0179068677639015","0.0240990758515909"
"Complete transfer dependency","2015","66 and older","Male","6","","",""
"Complete transfer dependency","2015","66 and older","Female","6","","",""
"No transfer dependency","2016","16-34 y.","Male","662","0.350835375449465","0.333158797735941","0.368511953162989"
"No transfer dependency","2016","16-34 y.","Female","680","0.334261552998642","0.31805834804145","0.350464757955835"
"No transfer dependency","2016","35-65 y.","Male","1909","0.463295110599487","0.450837616311768","0.475752604887206"
"No transfer dependency","2016","35-65 y.","Female","2259","0.451159187952233","0.439971782006919","0.462346593897546"
"No transfer dependency","2016","66 and older","Male","2025","0.879134011719883","0.86587829907391","0.892389724365856"
"No transfer dependency","2016","66 and older","Female","2134","0.884746850086724","0.872084268053098","0.89740943212035"
"Very low transfer dependency","2016","16-34 y.","Male","1479","0.446496056014308","0.428082475345955","0.46490963668266"
"Very low transfer dependency","2016","16-34 y.","Female","1682","0.44147201451155","0.424415905959207","0.458528123063893"
"Very low transfer dependency","2016","35-65 y.","Male","3375","0.41208550802924","0.399788914538224","0.424382101520256"
"Very low transfer dependency","2016","35-65 y.","Female","4113","0.434603618435245","0.423459018673578","0.445748218196911"
"Very low transfer dependency","2016","66 and older","Male","218","0.0836437736911854","0.0723854828761186","0.0949020645062522"
"Very low transfer dependency","2016","66 and older","Female","212","0.0789346931300043","0.0682425310829149","0.0896268551770937"
"Low transfer dependency","2016","16-34 y.","Male","314","0.0968927805568347","0.0859359627043518","0.107849598409317"
"Low transfer dependency","2016","16-34 y.","Female","425","0.112987852538459","0.10211392201443","0.123861783062488"
"Low transfer dependency","2016","35-65 y.","Male","429","0.0536699732482525","0.0480398090350946","0.0593001374614104"
"Low transfer dependency","2016","35-65 y.","Female","579","0.0532356193788123","0.0481882695583196","0.0582829691993051"
"Low transfer dependency","2016","66 and older","Male","43","0.0211209344625197","0.0152737799415107","0.0269680889835287"
"Low transfer dependency","2016","66 and older","Female","54","0.0221981296036409","0.0163560162305442","0.0280402429767376"
"High transfer dependency","2016","16-34 y.","Male","147","0.0459950540990648","0.0382361576552979","0.0537539505428317"
"High transfer dependency","2016","16-34 y.","Female","199","0.0553438156994721","0.0474900610801302","0.0631975703188141"
"High transfer dependency","2016","35-65 y.","Male","170","0.0260147995252075","0.022038121008637","0.029991478041778"
"High transfer dependency","2016","35-65 y.","Female","277","0.0252735985997938","0.0217448867044943","0.0288023104950933"
"High transfer dependency","2016","66 and older","Male","13","","",""
"High transfer dependency","2016","66 and older","Female","30","0.0112869972054444","0.00709799403417084","0.015476000376718"
"Very high transfer dependency","2016","16-34 y.","Male","118","0.0236865091893995","0.0180538399278134","0.0293191784509856"
"Very high transfer dependency","2016","16-34 y.","Female","184","0.0378946697541361","0.0313361434215531","0.044453196086719"
"Very high transfer dependency","2016","35-65 y.","Male","134","0.0200478579349222","0.0165462260859805","0.0235494897838639"
"Very high transfer dependency","2016","35-65 y.","Female","214","0.0187294666316864","0.0156815830208138","0.021777350242559"
"Very high transfer dependency","2016","66 and older","Male","20","","",""
"Very high transfer dependency","2016","66 and older","Female","9","","",""
"Complete transfer dependency","2016","16-34 y.","Male","80","0.0360942246909283","0.0291853832556363","0.0430030661262203"
"Complete transfer dependency","2016","16-34 y.","Female","86","0.0180400944977414","0.0134684529110304","0.0226117360844524"
"Complete transfer dependency","2016","35-65 y.","Male","138","0.024886750662891","0.0209949938940173","0.0287785074317648"
"Complete transfer dependency","2016","35-65 y.","Female","158","0.0169985090022299","0.0140923203814595","0.0199046976230004"
"Complete transfer dependency","2016","66 and older","Male","4","","",""
"Complete transfer dependency","2016","66 and older","Female","4","","",""
"No transfer dependency","2017","16-34 y.","Male","855","0.375666706559045","0.360404600771558","0.390928812346533"
"No transfer dependency","2017","16-34 y.","Female","809","0.341345954156546","0.326487462328793","0.356204445984299"
"No transfer dependency","2017","35-65 y.","Male","2251","0.459846430622027","0.448520970722087","0.471171890521966"
"No transfer dependency","2017","35-65 y.","Female","2652","0.45470074521609","0.444269169567454","0.465132320864726"
"No transfer dependency","2017","66 and older","Male","2152","0.875736529296934","0.862732368517781","0.888740690076087"
"No transfer dependency","2017","66 and older","Female","2218","0.88273667670106","0.870263865428226","0.895209487973894"
"Very low transfer dependency","2017","16-34 y.","Male","1649","0.429864792458365","0.414263530581008","0.445466054335722"
"Very low transfer dependency","2017","16-34 y.","Female","1832","0.4460675073165","0.430490738188851","0.46164427644415"
"Very low transfer dependency","2017","35-65 y.","Male","3740","0.420380618733264","0.40916344093646","0.431597796530067"
"Very low transfer dependency","2017","35-65 y.","Female","4524","0.431501863444502","0.421125970377363","0.441877756511642"
"Very low transfer dependency","2017","66 and older","Male","229","0.0873881148212142","0.0762556045798949","0.0985206250625336"
"Very low transfer dependency","2017","66 and older","Female","226","0.0812886875549554","0.0706943878619256","0.0918829872479852"
"Low transfer dependency","2017","16-34 y.","Male","366","0.0775300867889066","0.0691022503501389","0.0859579232276744"
"Low transfer dependency","2017","16-34 y.","Female","427","0.100848796497063","0.0914125257589238","0.110285067235203"
"Low transfer dependency","2017","35-65 y.","Male","420","0.0454179632440045","0.0406863278943238","0.0501495985936852"
"Low transfer dependency","2017","35-65 y.","Female","565","0.0477764732949881","0.0433081341886845","0.0522448124012916"
"Low transfer dependency","2017","66 and older","Male","46","0.0223352041526468","0.0165099643318999","0.0281604439733938"
"Low transfer dependency","2017","66 and older","Female","60","0.0247021677003667","0.0186848377129835","0.0307194976877498"
"High transfer dependency","2017","16-34 y.","Male","229","0.0437351687333813","0.0372903700845576","0.0501799673822049"
"High transfer dependency","2017","16-34 y.","Female","234","0.0523690885823759","0.0453882791060869","0.0593498980586648"
"High transfer dependency","2017","35-65 y.","Male","242","0.027340273191462","0.0236345523189276","0.0310459940639965"
"High transfer dependency","2017","35-65 y.","Female","349","0.0302195401658373","0.0266332100164849","0.0338058703151897"
"High transfer dependency","2017","66 and older","Male","17","","",""
"High transfer dependency","2017","66 and older","Female","28","","",""
"Very high transfer dependency","2017","16-34 y.","Male","160","0.0307212837077066","0.0252831625887864","0.0361594048266268"
"Very high transfer dependency","2017","16-34 y.","Female","178","0.0304710918465858","0.0250850086499556","0.035857175043216"
"Very high transfer dependency","2017","35-65 y.","Male","193","0.0179373714014406","0.0149213126004347","0.0209534302024464"
"Very high transfer dependency","2017","35-65 y.","Female","242","0.0193749962690267","0.0164873637640767","0.0222626287739768"
"Very high transfer dependency","2017","66 and older","Male","21","","",""
"Very high transfer dependency","2017","66 and older","Female","15","","",""
"Complete transfer dependency","2017","16-34 y.","Male","609","0.0424819617525949","0.0361260095558345","0.0488379139493552"
"Complete transfer dependency","2017","16-34 y.","Female","432","0.0288975616009286","0.0236481359463697","0.0341469872554875"
"Complete transfer dependency","2017","35-65 y.","Male","593","0.0290773428078025","0.0252591268546534","0.0328955587609517"
"Complete transfer dependency","2017","35-65 y.","Female","421","0.0164263816095554","0.013763548081964","0.0190892151371469"
"Complete transfer dependency","2017","66 and older","Male","7","","",""
"Complete transfer dependency","2017","66 and older","Female","9","","",""
"No transfer dependency","2018","16-34 y.","Male","908","0.384487023901984","0.369776396335819","0.39919765146815"
"No transfer dependency","2018","16-34 y.","Female","792","0.33643581543721","0.321867939115853","0.351003691758567"
"No transfer dependency","2018","35-65 y.","Male","2163","0.456933421120236","0.445559079105263","0.468307763135209"
"No transfer dependency","2018","35-65 y.","Female","2505","0.444864082179814","0.434342743148912","0.455385421210715"
"No transfer dependency","2018","66 and older","Male","2132","0.876935949016417","0.863975350614395","0.889896547418438"
"No transfer dependency","2018","66 and older","Female","2250","0.881640389288629","0.869204464257038","0.89407631432022"
"Very low transfer dependency","2018","16-34 y.","Male","1610","0.430282668696007","0.415310717848768","0.445254619543247"
"Very low transfer dependency","2018","16-34 y.","Female","1775","0.475114910341079","0.459717945652646","0.490511875029511"
"Very low transfer dependency","2018","35-65 y.","Male","3460","0.42253286359319","0.411253952697086","0.433811774489294"
"Very low transfer dependency","2018","35-65 y.","Female","4291","0.433449296912511","0.42295758823909","0.443941005585932"
"Very low transfer dependency","2018","66 and older","Male","220","0.0802295864817542","0.0695123575472571","0.0909468154162512"
"Very low transfer dependency","2018","66 and older","Female","203","0.0787298132204043","0.0683618437053097","0.0890977827354989"
"Low transfer dependency","2018","16-34 y.","Male","396","0.0751635005187881","0.0671907581632149","0.0831362428743612"
"Low transfer dependency","2018","16-34 y.","Female","376","0.0829825407904299","0.0744773153019753","0.0914877662788846"
"Low transfer dependency","2018","35-65 y.","Male","422","0.0461042241292193","0.0413157835322085","0.0508926647262302"
"Low transfer dependency","2018","35-65 y.","Female","562","0.0537994356037425","0.0490226236909979","0.0585762475164871"
"Low transfer dependency","2018","66 and older","Male","54","0.0180752772254269","0.0128192561959047","0.0233312982549491"
"Low transfer dependency","2018","66 and older","Female","76","0.0232719769322295","0.0174678880382003","0.0290760658262588"
"High transfer dependency","2018","16-34 y.","Male","305","0.0426912853939131","0.0365781027411203","0.0488044680467058"
"High transfer dependency","2018","16-34 y.","Female","313","0.0464429094574793","0.0399545227623826","0.0529312961525761"
"High transfer dependency","2018","35-65 y.","Male","288","0.0282373831644081","0.02445499931973","0.0320197670090862"
"High transfer dependency","2018","35-65 y.","Female","372","0.027984628093668","0.024492790660028","0.0314764655273081"
"High transfer dependency","2018","66 and older","Male","28","","",""
"High transfer dependency","2018","66 and older","Female","32","0.0107914963340238","0.0068139490902474","0.0147690435778003"
