"transab_cat","year","migback","n","percent","lower_confidence","upper_confidence","value"
"Very high transfer dependency","2017","no migration background","287","0.0122800700183627","0.0107711363203325","0.0137890037163929","4"
"Very high transfer dependency","2017","direct migration background","439","0.040868276968764","0.0361395544902278","0.0455969994473001","4"
"Very high transfer dependency","2017","indirect migration background","83","0.0427489611628957","0.0334089713275189","0.0520889509982726","4"
"Very low transfer dependency","2017","indirect migration background","1009","0.445702675504922","0.42275362565019","0.468651725359654","1"
"Very low transfer dependency","2017","direct migration background","2204","0.36675553516752","0.355245263483223","0.378265806851818","1"
"Very low transfer dependency","2017","no migration background","8987","0.333798559866768","0.327337588143155","0.34025953159038","1"
"Complete transfer dependency","2018","no migration background","203","0.0103895309848274","0.00897323069257219","0.0118058312770827","5"
"Complete transfer dependency","2018","direct migration background","2401","0.0665272825756741","0.0609848540051957","0.0720697111461526","5"
"Complete transfer dependency","2018","indirect migration background","42","0.0337963192856395","0.0254109979106887","0.0421816406605903","5"
"High transfer dependency","2018","direct migration background","686","0.0571914124099862","0.0520269327206289","0.0623558920993436","3"
"High transfer dependency","2018","indirect migration background","149","0.0624281888412993","0.0512017166624445","0.0736546610201541","3"
"High transfer dependency","2018","no migration background","503","0.0197951850094997","0.0178495407758096","0.0217408292431898","3"
"Low transfer dependency","2018","direct migration background","652","0.0823268767967573","0.0762137384550244","0.0884400151384901","2"
"Low transfer dependency","2018","no migration background","1044","0.0414954103967137","0.0387097872440413","0.0442810335493862","2"
"Low transfer dependency","2018","indirect migration background","190","0.0705535367202706","0.0586706419804506","0.0824364314600905","2"
"No transfer dependency","2018","direct migration background","1269","0.39003014937084","0.379182074541334","0.400878224200346","0"
"No transfer dependency","2018","indirect migration background","351","0.321954770105007","0.300273863905041","0.343635676304973","0"
"No transfer dependency","2018","no migration background","9130","0.582201034399401","0.575312205478236","0.589089863320567","0"
"Very high transfer dependency","2018","indirect migration background","54","0.0288011242945864","0.0210402710310067","0.0365619775581661","4"
"Very high transfer dependency","2018","no migration background","291","0.0119141106831751","0.0103986195603188","0.0134296018060315","4"
"Very high transfer dependency","2018","direct migration background","716","0.0456241440642337","0.0409831983887093","0.0502650897397581","4"
"Very low transfer dependency","2018","direct migration background","2042","0.358300134782509","0.34763567507511","0.368964594489907","1"
"Very low transfer dependency","2018","indirect migration background","998","0.482466060753197","0.459278585264987","0.505653536241407","1"
"Very low transfer dependency","2018","no migration background","8519","0.334204728526383","0.327615995941687","0.340793461111078","1"
"Complete transfer dependency","2019","no migration background","203","0.0105186033335563","0.0091173024538421","0.0119199042132705","5"
"Complete transfer dependency","2019","direct migration background","2204","0.0648864216810609","0.0591636199214759","0.070609223440646","5"
"Complete transfer dependency","2019","indirect migration background","40","0.0152884881204868","0.00953655067220282","0.0210404255687707","5"
"High transfer dependency","2019","direct migration background","602","0.0541112834253895","0.0488551842895036","0.0593673825612754","3"
"High transfer dependency","2019","indirect migration background","102","0.0565927726884807","0.0457608023415674","0.0674247430353939","3"
"High transfer dependency","2019","no migration background","430","0.0186439931304336","0.0167860547822047","0.0205019314786625","3"
"Low transfer dependency","2019","direct migration background","552","0.0862019458582067","0.0796814104549314","0.092722481261482","2"
"Low transfer dependency","2019","no migration background","974","0.0443209809937758","0.0414940887966669","0.0471478731908847","2"
"Low transfer dependency","2019","indirect migration background","159","0.0871104012812995","0.0738907039042857","0.100330098658313","2"
"No transfer dependency","2019","direct migration background","1260","0.395985335900282","0.384623123564824","0.40734754823574","0"
"No transfer dependency","2019","indirect migration background","434","0.337343431273559","0.315178940414419","0.359507922132699","0"
"No transfer dependency","2019","no migration background","9802","0.578261726498176","0.571478563218449","0.585044889777903","0"
"Very high transfer dependency","2019","indirect migration background","65","0.0416340443769619","0.0322699158464395","0.0509981729074844","4"
"Very high transfer dependency","2019","no migration background","207","0.00935574665517171","0.00803339602095325","0.0106780972893902","4"
"Very high transfer dependency","2019","direct migration background","608","0.0439927364040156","0.0392281995307963","0.0487572732772348","4"
"Very low transfer dependency","2019","direct migration background","1891","0.354822276731045","0.343706374225697","0.365938179236393","1"
"Very low transfer dependency","2019","indirect migration background","948","0.462030862259212","0.438659095112379","0.485402629406045","1"
"Very low transfer dependency","2019","no migration background","8745","0.338898949388887","0.332397389401356","0.345400509376417","1"
