"plb0195_h","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Paid","1995","16-34 y.","Couple + C. GT 16 ","118","0.284341028639795","0.23886578692581","0.32981627035378"
"Paid","1995","16-34 y.","Couple + C. LE and GT 16","37","0.264768686458308","0.188924600284481","0.340612772632136"
"Paid","1995","35-65 y.","1-pers.-HH","56","0.247523468800546","0.189013533353877","0.306033404247215"
"Paid","1995","35-65 y.","(Married) couple without C. ","178","0.259024297089128","0.226023381269468","0.292025212908787"
"Paid","1995","35-65 y.","Single parent ","26","","",""
"Paid","1995","35-65 y.","Couple + C. LE 16 ","289","0.290600088906939","0.261387668697078","0.319812509116801"
"Paid","1995","35-65 y.","Couple + C. GT 16 ","190","0.287141985528759","0.251643840119921","0.322640130937597"
"Paid","1995","35-65 y.","Couple + C. LE and GT 16","129","0.293764484707662","0.249782593023615","0.337746376391709"
"Paid","1995","66 and older","1-pers.-HH","3","","",""
"Paid","1995","66 and older","(Married) couple without C. ","1","","",""
"Paid","1995","66 and older","Single parent ","","","",""
"Paid","1995","66 and older","Couple + C. LE 16 ","","","",""
"Paid","1995","66 and older","Couple + C. GT 16 ","","","",""
"Paid","1995","66 and older","Couple + C. LE and GT 16","","","",""
"Not paid","1995","16-34 y.","1-pers.-HH","34","0.141495030087996","0.0997674985790277","0.183222561596965"
"Not paid","1995","16-34 y.","(Married) couple without C. ","90","0.14426436785556","0.117418064655273","0.171110671055847"
"Not paid","1995","16-34 y.","Single parent ","9","","",""
"Not paid","1995","16-34 y.","Couple + C. LE 16 ","69","0.116132053325302","0.0925326399883242","0.139731466662279"
"Not paid","1995","16-34 y.","Couple + C. GT 16 ","53","0.135465737045655","0.100966616184228","0.169964857907081"
"Not paid","1995","16-34 y.","Couple + C. LE and GT 16","14","","",""
"Not paid","1995","35-65 y.","1-pers.-HH","40","0.218598622538424","0.162566671527953","0.274630573548896"
"Not paid","1995","35-65 y.","(Married) couple without C. ","125","0.188498452043987","0.15903712351445","0.217959780573525"
"Not paid","1995","35-65 y.","Single parent ","20","","",""
"Not paid","1995","35-65 y.","Couple + C. LE 16 ","154","0.195072860998176","0.169578107641185","0.220567614355166"
"Not paid","1995","35-65 y.","Couple + C. GT 16 ","102","0.184217141440969","0.153800720951964","0.214633561929974"
"Not paid","1995","35-65 y.","Couple + C. LE and GT 16","62","0.156861531006746","0.121745359601704","0.191977702411788"
"Not paid","1995","66 and older","1-pers.-HH","","","",""
"Not paid","1995","66 and older","(Married) couple without C. ","","","",""
"Not paid","1995","66 and older","Single parent ","","","",""
"Not paid","1995","66 and older","Couple + C. LE 16 ","","","",""
"Not paid","1995","66 and older","Couple + C. GT 16 ","","","",""
"Not paid","1995","66 and older","Couple + C. LE and GT 16","","","",""
"Acclaimed","1996","16-34 y.","1-pers.-HH","135","0.453729287607877","0.396330656540798","0.511127918674956"
"Acclaimed","1996","16-34 y.","(Married) couple without C. ","279","0.440653799146931","0.401384512583223","0.479923085710638"
"Acclaimed","1996","16-34 y.","Single parent ","52","0.499097639358677","0.403913528921621","0.594281749795733"
"Acclaimed","1996","16-34 y.","Couple + C. LE 16 ","230","0.357229168361134","0.320699233493697","0.39375910322857"
"Acclaimed","1996","16-34 y.","Couple + C. GT 16 ","149","0.425766536355078","0.374475202409757","0.477057870300399"
"Acclaimed","1996","16-34 y.","Couple + C. LE and GT 16","67","0.517595464635648","0.430345805152107","0.60484512411919"
"Acclaimed","1996","35-65 y.","1-pers.-HH","100","0.465378848911634","0.398076030366766","0.532681667456501"
"Acclaimed","1996","35-65 y.","(Married) couple without C. ","303","0.44048612771241","0.402582835741007","0.478389419683813"
"Acclaimed","1996","35-65 y.","Single parent ","65","0.475303501257619","0.391983716825371","0.558623285689867"
"Acclaimed","1996","35-65 y.","Couple + C. LE 16 ","313","0.351384273654135","0.319679554463273","0.383088992844998"
"Acclaimed","1996","35-65 y.","Couple + C. GT 16 ","232","0.385290055072082","0.346381968426854","0.42419814171731"
"Acclaimed","1996","35-65 y.","Couple + C. LE and GT 16","180","0.448543658052415","0.401370811724793","0.495716504380037"
"Acclaimed","1996","66 and older","1-pers.-HH","","","",""
"Acclaimed","1996","66 and older","(Married) couple without C. ","2","","",""
"Acclaimed","1996","66 and older","Single parent ","","","",""
"Acclaimed","1996","66 and older","Couple + C. LE 16 ","","","",""
"Acclaimed","1996","66 and older","Couple + C. GT 16 ","","","",""
"Acclaimed","1996","66 and older","Couple + C. LE and GT 16","","","",""
"Partly, partly","1996","16-34 y.","1-pers.-HH","58","0.203451485626331","0.15703890482","0.249864066432662"
"Partly, partly","1996","16-34 y.","(Married) couple without C. ","116","0.203322909442141","0.171488395188113","0.235157423696169"
"Partly, partly","1996","16-34 y.","Single parent ","9","","",""
"Partly, partly","1996","16-34 y.","Couple + C. LE 16 ","110","0.184665025762423","0.155084375088876","0.214245676435971"
"Partly, partly","1996","16-34 y.","Couple + C. GT 16 ","69","0.180084824453502","0.140224851127145","0.219944797779859"
"Partly, partly","1996","16-34 y.","Couple + C. LE and GT 16","18","","",""
"Partly, partly","1996","35-65 y.","1-pers.-HH","29","","",""
"Partly, partly","1996","35-65 y.","(Married) couple without C. ","91","0.163387604854667","0.135159801437193","0.191615408272142"
"Partly, partly","1996","35-65 y.","Single parent ","21","","",""
"Partly, partly","1996","35-65 y.","Couple + C. LE 16 ","165","0.185994551606777","0.160153940468279","0.211835162745275"
"Partly, partly","1996","35-65 y.","Couple + C. GT 16 ","90","0.136163944082906","0.108744567270531","0.163583320895282"
"Partly, partly","1996","35-65 y.","Couple + C. LE and GT 16","54","0.123828903524891","0.0925868459518559","0.155070961097926"
"Partly, partly","1996","66 and older","1-pers.-HH","","","",""
"Partly, partly","1996","66 and older","(Married) couple without C. ","","","",""
"Partly, partly","1996","66 and older","Single parent ","","","",""
"Partly, partly","1996","66 and older","Couple + C. LE 16 ","","","",""
"Partly, partly","1996","66 and older","Couple + C. GT 16 ","","","",""
"Partly, partly","1996","66 and older","Couple + C. LE and GT 16","","","",""
"Paid","1996","16-34 y.","1-pers.-HH","68","0.242279236286807","0.192880952381826","0.291677520191788"
"Paid","1996","16-34 y.","(Married) couple without C. ","132","0.209404012201245","0.177220479945276","0.241587544457213"
"Paid","1996","16-34 y.","Single parent ","34","0.323335753864265","0.23429093832474","0.41238056940379"
"Paid","1996","16-34 y.","Couple + C. LE 16 ","254","0.34473518227132","0.308502658103038","0.380967706439601"
"Paid","1996","16-34 y.","Couple + C. GT 16 ","88","0.250255016078825","0.205322352610788","0.295187679546863"
"Paid","1996","16-34 y.","Couple + C. LE and GT 16","33","0.275435734974765","0.197432715135967","0.353438754813563"
"Paid","1996","35-65 y.","1-pers.-HH","41","0.171500397144305","0.120639316814542","0.222361477474068"
"Paid","1996","35-65 y.","(Married) couple without C. ","151","0.220544565301975","0.188889063042761","0.252200067561189"
"Paid","1996","35-65 y.","Single parent ","30","0.193534149512255","0.127619743466977","0.259448555557533"
"Paid","1996","35-65 y.","Couple + C. LE 16 ","243","0.266727498612809","0.237357386187604","0.296097611038014"
"Paid","1996","35-65 y.","Couple + C. GT 16 ","175","0.280157720160698","0.244254712812714","0.316060727508682"
"Paid","1996","35-65 y.","Couple + C. LE and GT 16","128","0.273915575902233","0.23161599368014","0.316215158124327"
"Paid","1996","66 and older","1-pers.-HH","","","",""
"Paid","1996","66 and older","(Married) couple without C. ","2","","",""
"Paid","1996","66 and older","Single parent ","","","",""
"Paid","1996","66 and older","Couple + C. LE 16 ","","","",""
"Paid","1996","66 and older","Couple + C. GT 16 ","","","",""
"Paid","1996","66 and older","Couple + C. LE and GT 16","","","",""
"Not paid","1996","16-34 y.","1-pers.-HH","28","","",""
"Not paid","1996","16-34 y.","(Married) couple without C. ","87","0.146619279209684","0.118640364837306","0.174598193582061"
"Not paid","1996","16-34 y.","Single parent ","11","","",""
"Not paid","1996","16-34 y.","Couple + C. LE 16 ","67","0.113370623605123","0.089201066775485","0.137540180434762"
"Not paid","1996","16-34 y.","Couple + C. GT 16 ","51","0.143893623112595","0.107485472180154","0.180301774045036"
"Not paid","1996","16-34 y.","Couple + C. LE and GT 16","8","","",""
"Not paid","1996","35-65 y.","1-pers.-HH","41","0.219744039869195","0.163873359117049","0.27561472062134"
"Not paid","1996","35-65 y.","(Married) couple without C. ","114","0.175581702130948","0.146533529136777","0.20462987512512"
"Not paid","1996","35-65 y.","Single parent ","22","","",""
"Not paid","1996","35-65 y.","Couple + C. LE 16 ","150","0.195893676126278","0.169536070205228","0.222251282047329"
"Not paid","1996","35-65 y.","Couple + C. GT 16 ","104","0.198388280684313","0.166505889157831","0.230270672210796"
"Not paid","1996","35-65 y.","Couple + C. LE and GT 16","65","0.15371186252046","0.119502343143691","0.18792138189723"
"Not paid","1996","66 and older","1-pers.-HH","","","",""
"Not paid","1996","66 and older","(Married) couple without C. ","1","","",""
"Not paid","1996","66 and older","Single parent ","","","",""
"Not paid","1996","66 and older","Couple + C. LE 16 ","","","",""
"Not paid","1996","66 and older","Couple + C. GT 16 ","","","",""
"Not paid","1996","66 and older","Couple + C. LE and GT 16","","","",""
"Acclaimed","1997","16-34 y.","1-pers.-HH","126","0.463483092197977","0.403330439822962","0.523635744572992"
"Acclaimed","1997","16-34 y.","(Married) couple without C. ","261","0.461001464649857","0.4196789129023","0.502324016397414"
"Acclaimed","1997","16-34 y.","Single parent ","50","0.536286335005107","0.433827194737841","0.638745475272373"
"Acclaimed","1997","16-34 y.","Couple + C. LE 16 ","214","0.415911520558657","0.374832004314824","0.45699103680249"
"Acclaimed","1997","16-34 y.","Couple + C. GT 16 ","138","0.473460438689983","0.416676277073107","0.530244600306859"
"Acclaimed","1997","16-34 y.","Couple + C. LE and GT 16","62","0.644925465309142","0.552510138254171","0.737340792364113"
"Acclaimed","1997","35-65 y.","1-pers.-HH","74","0.408745041466901","0.336116820921141","0.481373262012662"
"Acclaimed","1997","35-65 y.","(Married) couple without C. ","258","0.42744744325038","0.388059725242067","0.466835161258694"
"Acclaimed","1997","35-65 y.","Single parent ","61","0.524834587523886","0.436581650053986","0.613087524993785"
"Acclaimed","1997","35-65 y.","Couple + C. LE 16 ","282","0.377698002604736","0.342037138847852","0.413358866361621"
"Acclaimed","1997","35-65 y.","Couple + C. GT 16 ","212","0.417219228977877","0.374918524085759","0.459519933869995"
"Acclaimed","1997","35-65 y.","Couple + C. LE and GT 16","140","0.399352907400391","0.348900496900999","0.449805317899784"
"Acclaimed","1997","66 and older","1-pers.-HH","","","",""
"Acclaimed","1997","66 and older","(Married) couple without C. ","1","","",""
"Acclaimed","1997","66 and older","Single parent ","","","",""
"Acclaimed","1997","66 and older","Couple + C. LE 16 ","","","",""
"Acclaimed","1997","66 and older","Couple + C. GT 16 ","","","",""
"Acclaimed","1997","66 and older","Couple + C. LE and GT 16","","","",""
"Partly, partly","1997","16-34 y.","1-pers.-HH","69","0.257671202094966","0.20491455047078","0.310427853719152"
"Partly, partly","1997","16-34 y.","(Married) couple without C. ","124","0.206780436018432","0.173207167882415","0.240353704154449"
"Partly, partly","1997","16-34 y.","Single parent ","17","","",""
"Partly, partly","1997","16-34 y.","Couple + C. LE 16 ","122","0.231069278569907","0.195937491976605","0.266201065163209"
"Partly, partly","1997","16-34 y.","Couple + C. GT 16 ","68","0.189113732721155","0.144577715880669","0.23364974956164"
"Partly, partly","1997","16-34 y.","Couple + C. LE and GT 16","16","","",""
"Partly, partly","1997","35-65 y.","1-pers.-HH","36","0.168172157108567","0.1129153825168","0.223428931700335"
"Partly, partly","1997","35-65 y.","(Married) couple without C. ","115","0.203614431516517","0.171553381050076","0.235675481982958"
"Partly, partly","1997","35-65 y.","Single parent ","18","","",""
"Partly, partly","1997","35-65 y.","Couple + C. LE 16 ","163","0.219472745527418","0.189028637723969","0.249916853330868"
"Partly, partly","1997","35-65 y.","Couple + C. GT 16 ","107","0.200629829579059","0.166275256133023","0.234984403025095"
"Partly, partly","1997","35-65 y.","Couple + C. LE and GT 16","79","0.227671751567214","0.184475173934785","0.270868329199642"
"Partly, partly","1997","66 and older","1-pers.-HH","","","",""
"Partly, partly","1997","66 and older","(Married) couple without C. ","","","",""
"Partly, partly","1997","66 and older","Single parent ","","","",""
"Partly, partly","1997","66 and older","Couple + C. LE 16 ","","","",""
"Partly, partly","1997","66 and older","Couple + C. GT 16 ","","","",""
"Partly, partly","1997","66 and older","Couple + C. LE and GT 16","","","",""
"Paid","1997","16-34 y.","1-pers.-HH","30","0.112226279154064","0.0741508723329719","0.150301685975156"
"Paid","1997","16-34 y.","(Married) couple without C. ","93","0.181712688828798","0.149746730949912","0.213678646707684"
"Paid","1997","16-34 y.","Single parent ","13","","",""
"Paid","1997","16-34 y.","Couple + C. LE 16 ","146","0.210003910263514","0.176056106201717","0.243951714325312"
"Paid","1997","16-34 y.","Couple + C. GT 16 ","47","0.177690687119476","0.134217667803658","0.221163706435293"
"Paid","1997","16-34 y.","Couple + C. LE and GT 16","19","","",""
"Paid","1997","35-65 y.","1-pers.-HH","21","","",""
"Paid","1997","35-65 y.","(Married) couple without C. ","103","0.14654791991484","0.118390608843006","0.174705230986673"
"Paid","1997","35-65 y.","Single parent ","23","","",""
"Paid","1997","35-65 y.","Couple + C. LE 16 ","131","0.185841550591981","0.157229776059046","0.214453325124917"
"Paid","1997","35-65 y.","Couple + C. GT 16 ","101","0.181064171804897","0.148030713965715","0.214097629644079"
"Paid","1997","35-65 y.","Couple + C. LE and GT 16","85","0.214818352664644","0.172511125085125","0.257125580244162"
"Paid","1997","66 and older","1-pers.-HH","","","",""
"Paid","1997","66 and older","(Married) couple without C. ","","","",""
"Paid","1997","66 and older","Single parent ","","","",""
"Paid","1997","66 and older","Couple + C. LE 16 ","","","",""
"Paid","1997","66 and older","Couple + C. GT 16 ","","","",""
"Paid","1997","66 and older","Couple + C. LE and GT 16","","","",""
"Not paid","1997","16-34 y.","1-pers.-HH","39","0.166619426552993","0.121669329723637","0.211569523382349"
"Not paid","1997","16-34 y.","(Married) couple without C. ","81","0.150505410502913","0.120864021429662","0.180146799576165"
"Not paid","1997","16-34 y.","Single parent ","11","","",""
"Not paid","1997","16-34 y.","Couple + C. LE 16 ","71","0.143015290607922","0.113836768008481","0.172193813207362"
"Not paid","1997","16-34 y.","Couple + C. GT 16 ","44","0.159735141469387","0.118069487554887","0.201400795383887"
"Not paid","1997","16-34 y.","Couple + C. LE and GT 16","6","","",""
