"plb0195_h","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Partly, partly","1997","inadequately","Urban Area","7","","","","2"
"Partly, partly","1997","middle vocational","Urban Area","341","0.205351214310469","0.185149476379765","0.225552952241172","2"
"Partly, partly","1997","middle vocational","Rural Area","214","0.226392113788828","0.19914157561905","0.253642651958605","2"
"Partly, partly","1997","vocational + Abi","Urban Area","36","0.260067371912106","0.190558314489898","0.329576429334315","2"
"Partly, partly","1997","vocational + Abi","Rural Area","22","","","","2"
"Partly, partly","1997","higher education","Urban Area","111","0.197960056898904","0.166103587736199","0.22981652606161","2"
"Partly, partly","1997","higher education","Rural Area","43","0.112959101921078","0.0785976324337026","0.147320571408454","2"
"Partly, partly","1997","inadequately","Rural Area","1","","","","2"
"Partly, partly","1997","general elemantary","Rural Area","33","0.198645526104011","0.134366548499659","0.262924503708364","2"
"Acclaimed","1998","general elemantary","Urban Area","152","0.458009697552682","0.406613902951135","0.509405492154228","1"
"Acclaimed","1998","general elemantary","Rural Area","79","0.497882772092368","0.417868294850529","0.577897249334208","1"
"Acclaimed","1998","middle vocational","Urban Area","716","0.444296241622009","0.420085013531944","0.468507469712074","1"
"Acclaimed","1998","middle vocational","Rural Area","464","0.473646039667713","0.443108870717244","0.504183208618182","1"
"Acclaimed","1998","vocational + Abi","Urban Area","87","0.524383806334278","0.450179959694863","0.598587652973692","1"
"Acclaimed","1998","higher education","Rural Area","164","0.414690856238727","0.364078997956624","0.465302714520831","1"
"Acclaimed","1998","in school","Urban Area","1","","","","1"
"Acclaimed","1998","in school","Rural Area","1","","","","1"
"Acclaimed","1998","inadequately","Urban Area","15","","","","1"
"Acclaimed","1998","inadequately","Rural Area","7","","","","1"
"Acclaimed","1998","vocational + Abi","Rural Area","30","0.443892738341837","0.323108652692698","0.564676823990976","1"
"Acclaimed","1998","higher vocational","Urban Area","133","0.584792299514827","0.523464727245819","0.646119871783835","1"
"Acclaimed","1998","higher vocational","Rural Area","67","0.455361633485954","0.373738661062584","0.536984605909323","1"
"Acclaimed","1998","higher education","Urban Area","229","0.326273000515716","0.290201991830328","0.362344009201103","1"
"Not paid","1998","in school","Rural Area","","","","","4"
"Not paid","1998","inadequately","Urban Area","3","","","","4"
"Not paid","1998","inadequately","Rural Area","1","","","","4"
"Not paid","1998","general elemantary","Urban Area","35","0.100068139176674","0.0691119696843208","0.131024308669028","4"
"Not paid","1998","higher vocational","Urban Area","36","0.127193297473766","0.0857252678423821","0.16866132710515","4"
"Not paid","1998","higher vocational","Rural Area","27","","","","4"
"Not paid","1998","higher education","Urban Area","261","0.407096048125474","0.369298262425705","0.444893833825242","4"
"Not paid","1998","higher education","Rural Area","123","0.344523494230435","0.295704886919125","0.393342101541744","4"
"Not paid","1998","in school","Urban Area","1","","","","4"
"Not paid","1998","general elemantary","Rural Area","16","","","","4"
"Not paid","1998","middle vocational","Urban Area","192","0.139438526100886","0.122559741386823","0.156317310814948","4"
"Not paid","1998","middle vocational","Rural Area","99","0.107856421956283","0.0888848529231308","0.126827990989436","4"
"Not paid","1998","vocational + Abi","Urban Area","28","","","","4"
"Not paid","1998","vocational + Abi","Rural Area","10","","","","4"
"Paid","1998","general elemantary","Urban Area","103","0.286105679159196","0.239485418981428","0.332725939336964","3"
"Paid","1998","general elemantary","Rural Area","35","0.287528544538858","0.215097177965318","0.359959911112398","3"
"Paid","1998","middle vocational","Urban Area","329","0.193335520847204","0.174093037228079","0.21257800446633","3"
"Paid","1998","middle vocational","Rural Area","208","0.180075789910118","0.156575274431451","0.203576305388785","3"
"Paid","1998","inadequately","Rural Area","3","","","","3"
"Paid","1998","vocational + Abi","Urban Area","16","","","","3"
"Paid","1998","higher education","Rural Area","19","","","","3"
"Paid","1998","in school","Urban Area","","","","","3"
"Paid","1998","in school","Rural Area","","","","","3"
"Paid","1998","inadequately","Urban Area","20","","","","3"
"Paid","1998","vocational + Abi","Rural Area","7","","","","3"
"Paid","1998","higher vocational","Urban Area","34","0.108407198840798","0.069714004147803","0.147100393533793","3"
"Paid","1998","higher vocational","Rural Area","15","","","","3"
"Paid","1998","higher education","Urban Area","46","0.0728731006749286","0.0528754509159285","0.0928707504339286","3"
"Partly, partly","1998","inadequately","Rural Area","1","","","","2"
"Partly, partly","1998","higher vocational","Urban Area","45","0.179607204170609","0.131832825683446","0.227381582657773","2"
"Partly, partly","1998","in school","Rural Area","1","","","","2"
"Partly, partly","1998","inadequately","Urban Area","11","","","","2"
"Partly, partly","1998","general elemantary","Urban Area","71","0.155816484111448","0.118403734780616","0.19322923344228","2"
"Partly, partly","1998","higher vocational","Rural Area","34","0.258732392955288","0.186954123087126","0.33051066282345","2"
"Partly, partly","1998","in school","Urban Area","","","","","2"
"Partly, partly","1998","middle vocational","Urban Area","381","0.222929711429901","0.202649477450445","0.243209945409357","2"
"Partly, partly","1998","middle vocational","Rural Area","256","0.238421748465885","0.21236062881357","0.264482868118201","2"
"Partly, partly","1998","vocational + Abi","Urban Area","43","0.234149593189512","0.171229096194512","0.297070090184512","2"
"Partly, partly","1998","vocational + Abi","Rural Area","18","","","","2"
"Partly, partly","1998","higher education","Urban Area","113","0.193757850683882","0.16334983041008","0.224165870957684","2"
"Partly, partly","1998","higher education","Rural Area","58","0.175524400782907","0.136444356043075","0.21460444552274","2"
"Partly, partly","1998","general elemantary","Rural Area","20","","","","2"
"Acclaimed","1999","general elemantary","Urban Area","133","0.432559483003207","0.379106221273965","0.486012744732448","1"
"Acclaimed","1999","general elemantary","Rural Area","74","0.468635958102584","0.390578905224481","0.546693010980687","1"
"Acclaimed","1999","middle vocational","Urban Area","735","0.449552111412819","0.425513284752492","0.473590938073147","1"
"Acclaimed","1999","middle vocational","Rural Area","464","0.474527258561721","0.444120236313661","0.504934280809782","1"
"Acclaimed","1999","vocational + Abi","Urban Area","91","0.53863410293033","0.465400945679094","0.611867260181566","1"
"Acclaimed","1999","higher education","Rural Area","155","0.399288755314762","0.347684387465794","0.45089312316373","1"
"Acclaimed","1999","in school","Urban Area","1","","","","1"
"Acclaimed","1999","in school","Rural Area","1","","","","1"
"Acclaimed","1999","vocational + Abi","Rural Area","33","0.468743328092946","0.350998105813374","0.586488550372517","1"
"Acclaimed","1999","higher vocational","Urban Area","151","0.627228588515115","0.567527528517727","0.686929648512502","1"
"Acclaimed","1999","inadequately","Urban Area","17","","","","1"
"Acclaimed","1999","inadequately","Rural Area","3","","","","1"
"Acclaimed","1999","higher vocational","Rural Area","66","0.425470114789215","0.343862745697291","0.507077483881139","1"
"Acclaimed","1999","higher education","Urban Area","244","0.35745402320818","0.321219241144684","0.393688805271676","1"
"Not paid","1999","in school","Rural Area","","","","","4"
"Not paid","1999","inadequately","Urban Area","2","","","","4"
"Not paid","1999","higher vocational","Rural Area","18","","","","4"
"Not paid","1999","higher education","Urban Area","260","0.400760785230178","0.363709252612561","0.437812317847796","4"
"Not paid","1999","in school","Urban Area","","","","","4"
"Not paid","1999","inadequately","Rural Area","3","","","","4"
"Not paid","1999","general elemantary","Urban Area","34","0.118641371993062","0.0837526122185113","0.153530131767613","4"
"Not paid","1999","general elemantary","Rural Area","22","","","","4"
"Not paid","1999","higher education","Rural Area","112","0.313812569349086","0.264917328667597","0.362707810030576","4"
"Not paid","1999","higher vocational","Urban Area","33","0.129997309730139","0.0884755930457432","0.171519026414535","4"
"Not paid","1999","middle vocational","Urban Area","212","0.148750284705656","0.131554478876379","0.165946090534933","4"
"Not paid","1999","middle vocational","Rural Area","104","0.098805638185432","0.0806350782677844","0.11697619810308","4"
"Not paid","1999","vocational + Abi","Urban Area","24","","","","4"
"Not paid","1999","vocational + Abi","Rural Area","10","","","","4"
"Paid","1999","middle vocational","Urban Area","335","0.18798454663527","0.169104269635653","0.206864823634887","3"
"Paid","1999","middle vocational","Rural Area","203","0.17169701130869","0.148733188069403","0.194660834547978","3"
"Paid","1999","vocational + Abi","Urban Area","22","","","","3"
"Paid","1999","higher education","Rural Area","23","","","","3"
"Paid","1999","general elemantary","Urban Area","96","0.259682875707266","0.212376282367812","0.306989469046719","3"
"Paid","1999","general elemantary","Rural Area","35","0.22709394754529","0.161560291300226","0.292627603790353","3"
"Paid","1999","in school","Urban Area","1","","","","3"
"Paid","1999","in school","Rural Area","3","","","","3"
"Paid","1999","inadequately","Urban Area","21","","","","3"
"Paid","1999","inadequately","Rural Area","4","","","","3"
"Paid","1999","vocational + Abi","Rural Area","6","","","","3"
"Paid","1999","higher vocational","Urban Area","25","","","","3"
"Paid","1999","higher vocational","Rural Area","19","","","","3"
"Paid","1999","higher education","Urban Area","37","0.0395979058667391","0.0248535395183608","0.0543422722151174","3"
"Partly, partly","1999","in school","Rural Area","","","","","2"
"Partly, partly","1999","inadequately","Urban Area","6","","","","2"
"Partly, partly","1999","inadequately","Rural Area","","","","","2"
"Partly, partly","1999","higher vocational","Urban Area","43","0.150136311834225","0.106033596513199","0.194239027155251","2"
"Partly, partly","1999","higher vocational","Rural Area","38","0.293061106140623","0.217931940636157","0.368190271645089","2"
"Partly, partly","1999","higher education","Urban Area","131","0.202187285694903","0.171821057447269","0.232553513942537","2"
"Partly, partly","1999","higher education","Rural Area","56","0.20347608112472","0.161056523526416","0.245895638723023","2"
"Partly, partly","1999","general elemantary","Urban Area","67","0.189116269296465","0.146865476690071","0.23136706190286","2"
"Partly, partly","1999","in school","Urban Area","","","","","2"
"Partly, partly","1999","middle vocational","Urban Area","363","0.213713057246255","0.193903662776541","0.233522451715968","2"
"Partly, partly","1999","middle vocational","Rural Area","265","0.254970091944156","0.228430167192224","0.281510016696088","2"
"Partly, partly","1999","vocational + Abi","Urban Area","41","0.220030507698116","0.15917241346793","0.280888601928301","2"
"Partly, partly","1999","vocational + Abi","Rural Area","20","","","","2"
"Partly, partly","1999","general elemantary","Rural Area","26","","","","2"
"Acclaimed","2000","general elemantary","Urban Area","185","0.446879465078243","0.398637709957182","0.495121220199304","1"
"Acclaimed","2000","general elemantary","Rural Area","114","0.562017292250627","0.492735629976458","0.631298954524796","1"
"Acclaimed","2000","middle vocational","Urban Area","1300","0.480013241189138","0.461327059136471","0.498699423241804","1"
"Acclaimed","2000","middle vocational","Rural Area","847","0.503169822429732","0.479444077647896","0.526895567211569","1"
"Acclaimed","2000","vocational + Abi","Urban Area","189","0.552260163411469","0.501385706557673","0.603134620265264","1"
"Acclaimed","2000","higher education","Rural Area","262","0.463222037012766","0.42210556793402","0.504338506091512","1"
"Acclaimed","2000","in school","Urban Area","1","","","","1"
"Acclaimed","2000","in school","Rural Area","","","","","1"
"Acclaimed","2000","vocational + Abi","Rural Area","63","0.510704112808492","0.422001045865302","0.599407179751682","1"
"Acclaimed","2000","higher vocational","Urban Area","285","0.531574385301342","0.489603269339391","0.573545501263293","1"
"Acclaimed","2000","inadequately","Urban Area","17","","","","1"
"Acclaimed","2000","inadequately","Rural Area","4","","","","1"
"Acclaimed","2000","higher vocational","Rural Area","144","0.494404466305395","0.435947302832995","0.552861629777794","1"
"Acclaimed","2000","higher education","Urban Area","488","0.374298044193628","0.347817476093921","0.400778612293336","1"
"Not paid","2000","higher education","Rural Area","197","0.353904041709361","0.314475098192098","0.393332985226625","4"
"Not paid","2000","in school","Rural Area","","","","","4"
"Not paid","2000","inadequately","Urban Area","3","","","","4"
"Not paid","2000","general elemantary","Urban Area","32","0.0753723951349207","0.0497566145146436","0.100988175755198","4"
"Not paid","2000","higher vocational","Rural Area","43","0.190632606291661","0.14470578625533","0.236559426327991","4"
"Not paid","2000","higher education","Urban Area","473","0.370848346827871","0.344417528623374","0.397279165032367","4"
"Not paid","2000","inadequately","Rural Area","2","","","","4"
"Not paid","2000","in school","Urban Area","1","","","","4"
"Not paid","2000","general elemantary","Rural Area","21","","","","4"
"Not paid","2000","higher vocational","Urban Area","70","0.128511359900674","0.100363213504635","0.156659506296712","4"
"Not paid","2000","middle vocational","Urban Area","281","0.0989858580985097","0.0878159344513527","0.110155781745667","4"
"Not paid","2000","middle vocational","Rural Area","159","0.0942162488897092","0.0803539983102571","0.108078499469161","4"
"Not paid","2000","vocational + Abi","Urban Area","70","0.17099291475131","0.132473184447278","0.209512645055342","4"
"Not paid","2000","vocational + Abi","Rural Area","22","","","","4"
"Paid","2000","middle vocational","Urban Area","531","0.193250447954328","0.178482252018795","0.208018643889862","3"
"Paid","2000","middle vocational","Rural Area","300","0.159267427848836","0.141903379058256","0.176631476639416","3"
"Paid","2000","vocational + Abi","Urban Area","50","0.129158972918498","0.0948469130519751","0.163471032785022","3"
"Paid","2000","general elemantary","Urban Area","129","0.307485467644844","0.26270952344185","0.352261411847838","3"
"Paid","2000","general elemantary","Rural Area","30","0.189937673297045","0.135163005498296","0.244712341095794","3"
"Paid","2000","higher education","Rural Area","35","0.0594376317824774","0.03994150164833","0.0789337619166248","3"
"Paid","2000","in school","Urban Area","3","","","","3"
"Paid","2000","in school","Rural Area","3","","","","3"
"Paid","2000","inadequately","Urban Area","12","","","","3"
"Paid","2000","inadequately","Rural Area","5","","","","3"
"Paid","2000","vocational + Abi","Rural Area","15","","","","3"
"Paid","2000","higher vocational","Urban Area","62","0.122422893806733","0.0948538223355898","0.149991965277877","3"
"Paid","2000","higher vocational","Rural Area","30","0.0934888933714959","0.0594510915521131","0.127526695190879","3"
"Paid","2000","higher education","Urban Area","101","0.0811916931291764","0.0662464488367015","0.0961369374216512","3"
"Partly, partly","2000","in school","Rural Area","","","","","2"
"Partly, partly","2000","inadequately","Urban Area","9","","","","2"
"Partly, partly","2000","higher vocational","Urban Area","126","0.217491360991251","0.182792617201891","0.25219010478061","2"
"Partly, partly","2000","higher vocational","Rural Area","64","0.221474034031449","0.172923625331045","0.270024442731852","2"
"Partly, partly","2000","inadequately","Rural Area","2","","","","2"
"Partly, partly","2000","general elemantary","Urban Area","62","0.170262672141993","0.133791640670344","0.206733703613641","2"
"Partly, partly","2000","higher education","Urban Area","221","0.173661915849325","0.152933508188517","0.194390323510132","2"
"Partly, partly","2000","higher education","Rural Area","71","0.123436289495395","0.0963133322245223","0.150559246766269","2"
"Partly, partly","2000","in school","Urban Area","","","","","2"
"Partly, partly","2000","general elemantary","Rural Area","32","0.137473118367108","0.0893880553432541","0.185558181390962","2"
"Partly, partly","2000","middle vocational","Urban Area","634","0.227750452758025","0.21206466695374","0.24343623856231","2"
"Partly, partly","2000","middle vocational","Rural Area","400","0.243346500831722","0.222984537412539","0.263708464250905","2"
"Partly, partly","2000","vocational + Abi","Urban Area","58","0.147587948918723","0.11129975965268","0.183876138184766","2"
"Partly, partly","2000","vocational + Abi","Rural Area","22","","","","2"
"Acclaimed","2001","general elemantary","Urban Area","150","0.387543338501599","0.338167997347979","0.436918679655218","1"
"Acclaimed","2001","general elemantary","Rural Area","82","0.463259553006427","0.390005367565576","0.536513738447279","1"
"Acclaimed","2001","middle vocational","Urban Area","1194","0.471434965221452","0.452101779983216","0.490768150459689","1"
"Acclaimed","2001","middle vocational","Rural Area","791","0.502141500985417","0.477687983332173","0.52659501863866","1"
"Acclaimed","2001","vocational + Abi","Urban Area","169","0.480432607764246","0.428965354953171","0.531899860575321","1"
"Acclaimed","2001","in school","Urban Area","1","","","","1"
"Acclaimed","2001","in school","Rural Area","1","","","","1"
"Acclaimed","2001","inadequately","Urban Area","12","","","","1"
"Acclaimed","2001","inadequately","Rural Area","3","","","","1"
"Acclaimed","2001","higher education","Rural Area","241","0.432086857444599","0.390071897823451","0.474101817065747","1"
"Acclaimed","2001","vocational + Abi","Rural Area","47","0.527039100157092","0.429184301351331","0.624893898962853","1"
"Acclaimed","2001","higher vocational","Urban Area","235","0.500774924512989","0.456458660174004","0.545091188851973","1"
"Acclaimed","2001","higher vocational","Rural Area","128","0.512701025243604","0.449595205656765","0.575806844830444","1"
"Acclaimed","2001","higher education","Urban Area","466","0.370502588650153","0.343579092578865","0.397426084721441","1"
"Not paid","2001","in school","Rural Area","1","","","","4"
"Not paid","2001","inadequately","Urban Area","","","","","4"
"Not paid","2001","inadequately","Rural Area","","","","","4"
"Not paid","2001","general elemantary","Urban Area","35","0.100220022551111","0.069786116169745","0.130653928932476","4"
"Not paid","2001","in school","Urban Area","","","","","4"
"Not paid","2001","higher education","Rural Area","162","0.314595383205694","0.275210718939159","0.353980047472228","4"
"Not paid","2001","general elemantary","Rural Area","25","","","","4"
"Not paid","2001","higher vocational","Urban Area","66","0.134687343880169","0.104429109432497","0.16494557832784","4"
"Not paid","2001","higher vocational","Rural Area","36","0.175183761360029","0.127192176252127","0.22317534646793","4"
"Not paid","2001","higher education","Urban Area","453","0.354078610355403","0.327417481436293","0.380739739274513","4"
"Not paid","2001","middle vocational","Urban Area","256","0.0932192272471845","0.0819589987771626","0.104479455717206","4"
"Not paid","2001","middle vocational","Rural Area","157","0.100023254771857","0.0853494932839446","0.114697016259769","4"
"Not paid","2001","vocational + Abi","Urban Area","64","0.178750090724885","0.139281228372913","0.218218953076857","4"
"Not paid","2001","vocational + Abi","Rural Area","18","","","","4"
"Paid","2001","middle vocational","Urban Area","506","0.203490984541695","0.187898646697661","0.219083322385729","3"
"Paid","2001","middle vocational","Rural Area","307","0.179652854931091","0.160877367626686","0.198428342235496","3"
"Paid","2001","vocational + Abi","Urban Area","44","0.107116557825554","0.0752584854499284","0.138974630201179","3"
"Paid","2001","higher education","Rural Area","36","0.0754312880109212","0.05303258762384","0.0978299883980024","3"
"Paid","2001","general elemantary","Urban Area","117","0.330890240494229","0.283202916638499","0.378577564349959","3"
"Paid","2001","general elemantary","Rural Area","35","0.175236195103378","0.119387273198337","0.231085117008419","3"
"Paid","2001","in school","Urban Area","9","","","","3"
"Paid","2001","in school","Rural Area","5","","","","3"
"Paid","2001","inadequately","Urban Area","11","","","","3"
"Paid","2001","inadequately","Rural Area","2","","","","3"
"Paid","2001","vocational + Abi","Rural Area","8","","","","3"
"Paid","2001","higher vocational","Urban Area","61","0.138739030193317","0.108101033009318","0.169377027377316","3"
"Paid","2001","higher vocational","Rural Area","18","","","","3"
"Paid","2001","higher education","Urban Area","77","0.0664472004286643","0.0525621761842411","0.0803322246730876","3"
"Partly, partly","2001","in school","Rural Area","1","","","","2"
"Partly, partly","2001","inadequately","Urban Area","7","","","","2"
"Partly, partly","2001","higher vocational","Urban Area","127","0.225798701413525","0.188740756692841","0.26285664613421","2"
"Partly, partly","2001","higher vocational","Rural Area","59","0.231812245040102","0.178535038410865","0.285089451669339","2"
"Partly, partly","2001","inadequately","Rural Area","","","","","2"
"Partly, partly","2001","general elemantary","Urban Area","72","0.181346398453061","0.142296775419909","0.220396021486214","2"
"Partly, partly","2001","higher education","Urban Area","240","0.208971600565779","0.186305410401353","0.231637790730206","2"
"Partly, partly","2001","higher education","Rural Area","95","0.177886471338786","0.145451402787725","0.210321539889848","2"
"Partly, partly","2001","in school","Urban Area","1","","","","2"
"Partly, partly","2001","general elemantary","Rural Area","36","0.223505652792467","0.162305642543124","0.284705663041809","2"
"Partly, partly","2001","middle vocational","Urban Area","605","0.231854822989668","0.215510270919937","0.248199375059399","2"
"Partly, partly","2001","middle vocational","Rural Area","351","0.218182389311636","0.197983016183684","0.238381762439587","2"
"Partly, partly","2001","vocational + Abi","Urban Area","85","0.233700743685316","0.190107111558517","0.277294375812115","2"
"Partly, partly","2001","vocational + Abi","Rural Area","27","","","","2"
"Acclaimed","2002","general elemantary","Urban Area","135","0.42803583139091","0.373308062773323","0.482763600008496","1"
"Acclaimed","2002","general elemantary","Rural Area","76","0.477860494592433","0.399476095611803","0.556244893573064","1"
"Acclaimed","2002","middle vocational","Urban Area","1162","0.49781195700013","0.477944472519002","0.517679441481257","1"
"Acclaimed","2002","middle vocational","Rural Area","773","0.511349719905158","0.486162124167817","0.536537315642498","1"
"Acclaimed","2002","in school","Rural Area","1","","","","1"
"Acclaimed","2002","inadequately","Urban Area","10","","","","1"
"Acclaimed","2002","inadequately","Rural Area","1","","","","1"
"Acclaimed","2002","vocational + Abi","Urban Area","194","0.505395896319195","0.455965222671577","0.554826569966813","1"
"Acclaimed","2002","in school","Urban Area","2","","","","1"
"Acclaimed","2002","higher education","Rural Area","257","0.468896965979581","0.429230418302513","0.508563513656648","1"
"Acclaimed","2002","vocational + Abi","Rural Area","59","0.516796879190417","0.425464666928717","0.608129091452117","1"
"Acclaimed","2002","higher vocational","Urban Area","259","0.545286279981981","0.501727315496871","0.588845244467092","1"
"Acclaimed","2002","higher vocational","Rural Area","129","0.528975439199394","0.466725469417515","0.591225408981273","1"
"Acclaimed","2002","higher education","Urban Area","560","0.374629420274482","0.351015614378068","0.398243226170895","1"
"Not paid","2002","in school","Rural Area","1","","","","4"
"Not paid","2002","inadequately","Urban Area","2","","","","4"
"Not paid","2002","inadequately","Rural Area","","","","","4"
"Not paid","2002","general elemantary","Urban Area","38","0.131461567845355","0.0940869129756109","0.168836222715099","4"
"Not paid","2002","in school","Urban Area","2","","","","4"
"Not paid","2002","higher vocational","Urban Area","83","0.147456594933198","0.116440538189701","0.178472651676695","4"
"Not paid","2002","higher vocational","Rural Area","38","0.155579111611648","0.110377414383409","0.200780808839886","4"
"Not paid","2002","higher education","Urban Area","742","0.420706166420566","0.396621800472285","0.444790532368847","4"
"Not paid","2002","higher education","Rural Area","220","0.32392994583123","0.286732107681783","0.361127783980677","4"
"Not paid","2002","general elemantary","Rural Area","21","","","","4"
"Not paid","2002","middle vocational","Urban Area","303","0.105896414535911","0.0936696490389526","0.11812318003287","4"
"Not paid","2002","middle vocational","Rural Area","150","0.0979808228318293","0.0830009870087429","0.112960658654916","4"
"Not paid","2002","vocational + Abi","Urban Area","74","0.197649250248502","0.15827778907484","0.237020711422164","4"
"Not paid","2002","vocational + Abi","Rural Area","16","","","","4"
"Paid","2002","general elemantary","Urban Area","84","0.281184244327645","0.23145778332087","0.33091070533442","3"
"Paid","2002","general elemantary","Rural Area","20","","","","3"
"Paid","2002","middle vocational","Urban Area","373","0.160893763116529","0.146293687138636","0.175493839094422","3"
"Paid","2002","middle vocational","Rural Area","232","0.148886148388663","0.130949156826653","0.166823139950674","3"
"Paid","2002","vocational + Abi","Urban Area","48","0.135643471514931","0.101790427788987","0.169496515240874","3"
"Paid","2002","higher education","Rural Area","33","0.0480834141749812","0.0310777578899254","0.065089070460037","3"
"Paid","2002","in school","Urban Area","13","","","","3"
"Paid","2002","in school","Rural Area","4","","","","3"
"Paid","2002","vocational + Abi","Rural Area","12","","","","3"
"Paid","2002","higher vocational","Urban Area","52","0.108240374715631","0.0810625446506326","0.135418204780629","3"
"Paid","2002","inadequately","Urban Area","10","","","","3"
"Paid","2002","inadequately","Rural Area","2","","","","3"
"Paid","2002","higher vocational","Rural Area","25","","","","3"
"Paid","2002","higher education","Urban Area","78","0.054548247950003","0.0434690986646887","0.0656273972353172","3"
"Partly, partly","2002","in school","Rural Area","1","","","","2"
"Partly, partly","2002","inadequately","Urban Area","3","","","","2"
"Partly, partly","2002","inadequately","Rural Area","1","","","","2"
"Partly, partly","2002","general elemantary","Urban Area","57","0.159318356436091","0.118839152970381","0.199797559901801","2"
"Partly, partly","2002","higher vocational","Urban Area","108","0.19901675036919","0.164090435512142","0.233943065226237","2"
"Partly, partly","2002","higher vocational","Rural Area","55","0.203037513154309","0.152871833919056","0.253203192389562","2"
"Partly, partly","2002","higher education","Urban Area","234","0.150116165354949","0.132690481073513","0.167541849636386","2"
"Partly, partly","2002","higher education","Rural Area","98","0.159089674014208","0.130016520594603","0.188162827433812","2"
"Partly, partly","2002","vocational + Abi","Urban Area","77","0.161311381917372","0.124946289443147","0.197676474391597","2"
"Partly, partly","2002","vocational + Abi","Rural Area","28","","","","2"
"Partly, partly","2002","in school","Urban Area","2","","","","2"
"Partly, partly","2002","general elemantary","Rural Area","39","0.26584031565665","0.196515060005749","0.335165571307551","2"
"Partly, partly","2002","middle vocational","Urban Area","595","0.23539786534743","0.218540253503049","0.252255477191812","2"
"Partly, partly","2002","middle vocational","Rural Area","358","0.24178330887435","0.220208922328178","0.263357695420521","2"
"Acclaimed","2003","general elemantary","Urban Area","144","0.483789373468484","0.426372012273656","0.541206734663313","1"
"Acclaimed","2003","general elemantary","Rural Area","91","0.567745336325143","0.491695038288151","0.643795634362135","1"
"Acclaimed","2003","middle vocational","Urban Area","1158","0.517101620694421","0.496828832240453","0.537374409148389","1"
"Acclaimed","2003","middle vocational","Rural Area","770","0.569792690845264","0.544104505045215","0.595480876645312","1"
"Acclaimed","2003","inadequately","Rural Area","1","","","","1"
"Acclaimed","2003","vocational + Abi","Urban Area","202","0.483207217278636","0.434357732153463","0.53205670240381","1"
"Acclaimed","2003","higher education","Rural Area","252","0.535098191447101","0.493825383196658","0.576370999697545","1"
"Acclaimed","2003","higher vocational","Urban Area","243","0.531087690009664","0.486629237203622","0.575546142815706","1"
"Acclaimed","2003","in school","Rural Area","","","","","1"
"Acclaimed","2003","inadequately","Urban Area","10","","","","1"
"Acclaimed","2003","vocational + Abi","Rural Area","74","0.635812306404105","0.549715990949678","0.721908621858531","1"
"Acclaimed","2003","higher vocational","Rural Area","122","0.515403141262888","0.452306913196119","0.578499369329656","1"
"Acclaimed","2003","higher education","Urban Area","546","0.387017028485028","0.362058718749081","0.411975338220975","1"
"Acclaimed","2003","in school","Urban Area","","","","","1"
"Not paid","2003","in school","Rural Area","","","","","4"
"Not paid","2003","inadequately","Urban Area","2","","","","4"
"Not paid","2003","higher vocational","Urban Area","80","0.171612997962171","0.138022446232573","0.205203549691769","4"
"Not paid","2003","higher vocational","Rural Area","48","0.182381863767366","0.13362838020239","0.231135347332341","4"
"Not paid","2003","inadequately","Rural Area","2","","","","4"
"Not paid","2003","general elemantary","Urban Area","26","","","","4"
"Not paid","2003","higher education","Urban Area","617","0.38335921044048","0.358445121904873","0.408273298976086","4"
"Not paid","2003","higher education","Rural Area","187","0.268953649231563","0.232261104039252","0.305646194423874","4"
"Not paid","2003","in school","Urban Area","","","","","4"
"Not paid","2003","general elemantary","Rural Area","15","","","","4"
"Not paid","2003","middle vocational","Urban Area","306","0.109797777862936","0.0971142876663579","0.122481268059514","4"
"Not paid","2003","middle vocational","Rural Area","149","0.0913879319236642","0.0764369478245877","0.106338916022741","4"
"Not paid","2003","vocational + Abi","Urban Area","90","0.192052271991385","0.153545561380781","0.230558982601989","4"
"Not paid","2003","vocational + Abi","Rural Area","17","","","","4"
"Paid","2003","general elemantary","Urban Area","63","0.239703208233512","0.190654214858288","0.288752201608736","3"
"Paid","2003","general elemantary","Rural Area","31","0.192157604882447","0.131672784157743","0.25264242560715","3"
"Paid","2003","middle vocational","Urban Area","356","0.164275234762748","0.14924328383337","0.179307185692126","3"
"Paid","2003","middle vocational","Rural Area","193","0.130888285857659","0.113388840005333","0.148387731709984","3"
"Paid","2003","vocational + Abi","Urban Area","40","0.12391305991357","0.0917048039890878","0.156121315838052","3"
"Paid","2003","higher education","Rural Area","31","0.0508584471924689","0.0326776173599771","0.0690392770249608","3"
"Paid","2003","in school","Urban Area","2","","","","3"
"Paid","2003","in school","Rural Area","2","","","","3"
"Paid","2003","vocational + Abi","Rural Area","10","","","","3"
"Paid","2003","higher vocational","Urban Area","51","0.0814342050749122","0.0570682199051159","0.105800190244709","3"
"Paid","2003","inadequately","Urban Area","12","","","","3"
"Paid","2003","inadequately","Rural Area","1","","","","3"
"Paid","2003","higher vocational","Rural Area","14","","","","3"
"Paid","2003","higher education","Urban Area","85","0.074442308109136","0.0609918340814577","0.0878927821368143","3"
"Partly, partly","2003","in school","Rural Area","","","","","2"
"Partly, partly","2003","inadequately","Urban Area","2","","","","2"
"Partly, partly","2003","inadequately","Rural Area","","","","","2"
"Partly, partly","2003","general elemantary","Urban Area","58","0.200498210084465","0.154497284876227","0.246499135292703","2"
