"plb0195_h","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence","value"
"Paid","2002","Hamburg","Full Time","6","","","","3"
"Paid","2002","Hamburg","Part Time","6","","","","3"
"Paid","2002","Lower Saxony","Full Time","77","0.155329628222781","0.124521053145725","0.186138203299836","3"
"Paid","2002","Bremen","Full Time","5","","","","3"
"Paid","2002","Bremen","Part Time","3","","","","3"
"Paid","2002","Lower Saxony","Part Time","29","","","","3"
"Paid","2002","Lower Saxony","Not Working","1","","","","3"
"Paid","2002","Bremen","Not Working","","","","","3"
"Paid","2002","North Rhine-Westphalia","Not Working","6","","","","3"
"Paid","2002","North Rhine-Westphalia","Full Time","185","0.16544998140943","0.144266423727716","0.186633539091144","3"
"Paid","2002","North Rhine-Westphalia","Part Time","61","0.152107089279237","0.115563906836054","0.188650271722419","3"
"Paid","2002","Hesse","Full Time","41","0.112010354686355","0.0829358777284574","0.141084831644252","3"
"Paid","2002","Hesse","Part Time","20","","","","3"
"Paid","2002","Rhineland-Palatinate,Saarland","Full Time","48","0.166682668586784","0.126653515291306","0.206711821882262","3"
"Paid","2002","Rhineland-Palatinate,Saarland","Part Time","23","","","","3"
"Paid","2002","Hesse","Not Working","","","","","3"
"Paid","2002","Rhineland-Palatinate,Saarland","Not Working","","","","","3"
"Paid","2002","Baden-Württemberg","Full Time","101","0.141882738911729","0.117395552329139","0.166369925494318","3"
"Paid","2002","Baden-Württemberg","Part Time","31","0.1323396148202","0.0870447801434895","0.177634449496911","3"
"Paid","2002","Baden-Württemberg","Not Working","1","","","","3"
"Paid","2002","Bavaria","Full Time","81","0.0713909225099281","0.0546987466144748","0.0880830984053814","3"
"Paid","2002","Bavaria","Part Time","30","0.129122279369856","0.0870464815135572","0.171198077226155","3"
"Paid","2002","Bavaria","Not Working","1","","","","3"
"Paid","2002","Berlin","Full Time","16","","","","3"
"Paid","2002","Berlin","Part Time","8","","","","3"
"Paid","2002","Berlin","Not Working","1","","","","3"
"Paid","2002","Brandenburg","Full Time","24","","","","3"
"Paid","2002","Saxony-Anhalt","Not Working","1","","","","3"
"Paid","2002","Thuringia","Not Working","1","","","","3"
"Paid","2002","Brandenburg","Part Time","9","","","","3"
"Paid","2002","Brandenburg","Not Working","","","","","3"
"Paid","2002","Mecklenburg-Western Pomerania","Full Time","14","","","","3"
"Paid","2002","Mecklenburg-Western Pomerania","Part Time","7","","","","3"
"Paid","2002","Mecklenburg-Western Pomerania","Not Working","1","","","","3"
"Paid","2002","Saxony","Full Time","33","0.0756398083549518","0.0523694495526972","0.0989101671572065","3"
"Paid","2002","Saxony","Not Working","","","","","3"
"Paid","2002","Saxony-Anhalt","Full Time","32","0.120809008388798","0.0823600282528813","0.159257988524716","3"
"Paid","2002","Saxony-Anhalt","Part Time","11","","","","3"
"Paid","2002","Thuringia","Full Time","33","0.106254855525744","0.0704776100089979","0.14203210104249","3"
"Paid","2002","Thuringia","Part Time","9","","","","3"
"Paid","2002","Saxony","Part Time","12","","","","3"
"Partly, partly","2002","Bremen","Part Time","4","","","","2"
"Partly, partly","2002","Hamburg","Part Time","3","","","","2"
"Partly, partly","2002","Hamburg","Not Working","","","","","2"
"Partly, partly","2002","Lower Saxony","Part Time","37","0.222097404882234","0.158090778703567","0.2861040310609","2"
"Partly, partly","2002","Lower Saxony","Not Working","1","","","","2"
"Partly, partly","2002","Bremen","Full Time","11","","","","2"
"Partly, partly","2002","Bremen","Not Working","","","","","2"
"Partly, partly","2002","North Rhine-Westphalia","Full Time","251","0.210455833879379","0.187217336022927","0.233694331735831","2"
"Partly, partly","2002","North Rhine-Westphalia","Part Time","60","0.170646029464777","0.132365389095825","0.208926669833729","2"
"Partly, partly","2002","North Rhine-Westphalia","Not Working","","","","","2"
"Partly, partly","2002","Hesse","Full Time","89","0.200746023620713","0.163818961909518","0.237673085331908","2"
"Partly, partly","2002","Hesse","Part Time","24","","","","2"
"Partly, partly","2002","Schleswig-Holstein","Part Time","9","","","","2"
"Partly, partly","2002","Schleswig-Holstein","Not Working","","","","","2"
"Partly, partly","2002","Hamburg","Full Time","19","","","","2"
"Partly, partly","2002","Lower Saxony","Full Time","116","0.243292314399186","0.206797673228775","0.279786955569598","2"
"Partly, partly","2002","Hesse","Not Working","","","","","2"
"Partly, partly","2002","Rhineland-Palatinate,Saarland","Full Time","79","0.208437618815052","0.164810493334008","0.252064744296096","2"
"Partly, partly","2002","Rhineland-Palatinate,Saarland","Part Time","13","","","","2"
"Partly, partly","2002","Rhineland-Palatinate,Saarland","Not Working","1","","","","2"
"Partly, partly","2002","Baden-Württemberg","Full Time","176","0.215362097408702","0.186513807927042","0.244210386890363","2"
"Partly, partly","2002","Baden-Württemberg","Part Time","37","0.133770964767151","0.0882694181159754","0.179272511418327","2"
"Partly, partly","2002","Schleswig-Holstein","Full Time","41","0.191933071752108","0.133417420859104","0.250448722645111","2"
"Partly, partly","2002","Baden-Württemberg","Not Working","","","","","2"
"Partly, partly","2002","Bavaria","Full Time","205","0.240021774390187","0.212333181310107","0.267710367470266","2"
"Partly, partly","2002","Bavaria","Part Time","35","0.106758474688385","0.0680114097868933","0.145505539589877","2"
"Partly, partly","2002","Bavaria","Not Working","1","","","","2"
"Partly, partly","2002","Berlin","Full Time","49","0.216629361520965","0.16327466493092","0.26998405811101","2"
"Partly, partly","2002","Brandenburg","Full Time","58","0.226115754998289","0.175463257965766","0.276768252030812","2"
"Partly, partly","2002","Berlin","Part Time","5","","","","2"
"Partly, partly","2002","Berlin","Not Working","","","","","2"
"Partly, partly","2002","Brandenburg","Part Time","14","","","","2"
"Partly, partly","2002","Brandenburg","Not Working","1","","","","2"
"Partly, partly","2002","Mecklenburg-Western Pomerania","Part Time","13","","","","2"
"Partly, partly","2002","Mecklenburg-Western Pomerania","Not Working","1","","","","2"
"Partly, partly","2002","Mecklenburg-Western Pomerania","Full Time","33","0.170473188938608","0.110886996899136","0.23005938097808","2"
"Partly, partly","2002","Saxony","Full Time","119","0.251814659184646","0.213615627459558","0.290013690909735","2"
"Partly, partly","2002","Saxony-Anhalt","Full Time","52","0.194208485655114","0.147538357257275","0.240878614052953","2"
"Partly, partly","2002","Saxony-Anhalt","Part Time","10","","","","2"
"Partly, partly","2002","Saxony","Part Time","19","","","","2"
"Partly, partly","2002","Saxony","Not Working","1","","","","2"
"Partly, partly","2002","Saxony-Anhalt","Not Working","1","","","","2"
"Partly, partly","2002","Thuringia","Part Time","10","","","","2"
"Partly, partly","2002","Thuringia","Not Working","","","","","2"
"Partly, partly","2002","Thuringia","Full Time","64","0.265989501162458","0.214690484013589","0.317288518311328","2"
"Acclaimed","2003","Schleswig-Holstein","Full Time","68","0.516097808666112","0.43558554538704","0.596610071945185","1"
"Acclaimed","2003","Schleswig-Holstein","Part Time","24","","","","1"
"Acclaimed","2003","Schleswig-Holstein","Not Working","1","","","","1"
"Acclaimed","2003","Hamburg","Full Time","33","0.519358341440491","0.409875172858784","0.628841510022198","1"
"Acclaimed","2003","Hamburg","Part Time","12","","","","1"
"Acclaimed","2003","Hamburg","Not Working","1","","","","1"
"Acclaimed","2003","Lower Saxony","Full Time","245","0.520360209265525","0.476787752845024","0.563932665686026","1"
"Acclaimed","2003","Lower Saxony","Part Time","105","0.600944922940017","0.531313535942232","0.670576309937803","1"
"Acclaimed","2003","Lower Saxony","Not Working","3","","","","1"
"Acclaimed","2003","Bremen","Full Time","17","","","","1"
"Acclaimed","2003","Bremen","Part Time","5","","","","1"
"Acclaimed","2003","Bremen","Not Working","","","","","1"
"Acclaimed","2003","North Rhine-Westphalia","Full Time","454","0.410419165615981","0.381467882710088","0.439370448521874","1"
"Acclaimed","2003","Baden-Württemberg","Full Time","298","0.447997134012374","0.411923080507192","0.484071187517557","1"
"Acclaimed","2003","Baden-Württemberg","Part Time","93","0.429358397243416","0.362090458582179","0.496626335904653","1"
"Acclaimed","2003","Baden-Württemberg","Not Working","3","","","","1"
"Acclaimed","2003","Bavaria","Full Time","440","0.59024242429346","0.557374099334267","0.623110749252653","1"
"Acclaimed","2003","Rhineland-Palatinate,Saarland","Full Time","139","0.449066159673971","0.394568482623932","0.503563836724009","1"
"Acclaimed","2003","Rhineland-Palatinate,Saarland","Part Time","48","0.458639037542619","0.35896284255463","0.558315232530607","1"
"Acclaimed","2003","Rhineland-Palatinate,Saarland","Not Working","1","","","","1"
"Acclaimed","2003","Bavaria","Part Time","143","0.643344495929714","0.584085063109778","0.70260392874965","1"
"Acclaimed","2003","Hesse","Full Time","185","0.481652419779874","0.434315105146244","0.528989734413505","1"
"Acclaimed","2003","Hesse","Part Time","75","0.553497330683123","0.469009907282069","0.637984754084177","1"
"Acclaimed","2003","Hesse","Not Working","1","","","","1"
"Acclaimed","2003","North Rhine-Westphalia","Part Time","180","0.507432030863949","0.455130240547492","0.559733821180406","1"
"Acclaimed","2003","North Rhine-Westphalia","Not Working","5","","","","1"
"Acclaimed","2003","Bavaria","Not Working","3","","","","1"
"Acclaimed","2003","Berlin","Full Time","103","0.481799631873318","0.41340008085217","0.550199182894467","1"
"Acclaimed","2003","Berlin","Part Time","27","","","","1"
"Acclaimed","2003","Berlin","Not Working","1","","","","1"
"Acclaimed","2003","Brandenburg","Full Time","137","0.585186513597833","0.52259244223428","0.647780584961386","1"
"Acclaimed","2003","Brandenburg","Part Time","37","0.672123781643282","0.552338991866776","0.791908571419788","1"
"Acclaimed","2003","Brandenburg","Not Working","4","","","","1"
"Acclaimed","2003","Mecklenburg-Western Pomerania","Full Time","78","0.551450224911703","0.471859778206043","0.631040671617362","1"
"Acclaimed","2003","Mecklenburg-Western Pomerania","Part Time","16","","","","1"
"Acclaimed","2003","Mecklenburg-Western Pomerania","Not Working","1","","","","1"
"Acclaimed","2003","Saxony","Full Time","257","0.554717470059789","0.510667318041688","0.598767622077891","1"
"Acclaimed","2003","Saxony","Part Time","59","0.604247025197745","0.507919622987778","0.700574427407713","1"
"Acclaimed","2003","Saxony","Not Working","3","","","","1"
"Acclaimed","2003","Thuringia","Not Working","5","","","","1"
"Acclaimed","2003","Thuringia","Full Time","121","0.495240217955014","0.434929228614324","0.555551207295704","1"
"Acclaimed","2003","Saxony-Anhalt","Full Time","121","0.511314055816865","0.448721333795709","0.573906777838022","1"
"Acclaimed","2003","Thuringia","Part Time","44","0.581265573021381","0.472475021001825","0.690056125040937","1"
"Acclaimed","2003","Saxony-Anhalt","Part Time","30","0.575163309659882","0.442082096353855","0.70824452296591","1"
"Acclaimed","2003","Saxony-Anhalt","Not Working","2","","","","1"
"Not paid","2003","Schleswig-Holstein","Part Time","14","","","","4"
"Not paid","2003","Hamburg","Full Time","25","","","","4"
"Not paid","2003","Hamburg","Not Working","1","","","","4"
"Not paid","2003","Lower Saxony","Part Time","18","","","","4"
"Not paid","2003","Hamburg","Part Time","3","","","","4"
"Not paid","2003","Schleswig-Holstein","Full Time","38","0.193595430004336","0.129939147261707","0.257251712746966","4"
"Not paid","2003","Schleswig-Holstein","Not Working","","","","","4"
"Not paid","2003","Lower Saxony","Full Time","89","0.132966316592654","0.10335271659473","0.162579916590578","4"
"Not paid","2003","Lower Saxony","Not Working","1","","","","4"
"Not paid","2003","Bremen","Full Time","10","","","","4"
"Not paid","2003","Bremen","Part Time","6","","","","4"
"Not paid","2003","Bremen","Not Working","","","","","4"
"Not paid","2003","North Rhine-Westphalia","Full Time","268","0.217861390302537","0.193566535052087","0.242156245552987","4"
"Not paid","2003","North Rhine-Westphalia","Part Time","42","0.0993330105631381","0.0680417214896817","0.130624299636595","4"
"Not paid","2003","North Rhine-Westphalia","Not Working","3","","","","4"
"Not paid","2003","Hesse","Full Time","114","0.20827277863052","0.169802064277569","0.24674349298347","4"
"Not paid","2003","Hesse","Part Time","17","","","","4"
"Not paid","2003","Hesse","Not Working","1","","","","4"
"Not paid","2003","Rhineland-Palatinate,Saarland","Full Time","63","0.166613674387598","0.125786285267394","0.207441063507802","4"
"Not paid","2003","Rhineland-Palatinate,Saarland","Part Time","10","","","","4"
"Not paid","2003","Rhineland-Palatinate,Saarland","Not Working","2","","","","4"
"Not paid","2003","Baden-Württemberg","Full Time","186","0.179706611745167","0.151854810043065","0.207558413447269","4"
"Not paid","2003","Baden-Württemberg","Part Time","40","0.176934971345273","0.125074036845294","0.228795905845252","4"
"Not paid","2003","Baden-Württemberg","Not Working","1","","","","4"
"Not paid","2003","Bavaria","Full Time","196","0.172185656680373","0.146952950853571","0.197418362507175","4"
"Not paid","2003","Bavaria","Part Time","35","0.103923967616648","0.0661718323546555","0.141676102878641","4"
"Not paid","2003","Bavaria","Not Working","","","","","4"
"Not paid","2003","Berlin","Full Time","55","0.25259607959923","0.193117286276157","0.312074872922304","4"
"Not paid","2003","Berlin","Part Time","7","","","","4"
"Not paid","2003","Berlin","Not Working","","","","","4"
"Not paid","2003","Brandenburg","Full Time","37","0.108531578483626","0.06901397000858","0.148049186958672","4"
"Not paid","2003","Brandenburg","Part Time","5","","","","4"
"Not paid","2003","Mecklenburg-Western Pomerania","Full Time","31","0.209714401078548","0.14456527074666","0.274863531410435","4"
"Not paid","2003","Mecklenburg-Western Pomerania","Part Time","1","","","","4"
"Not paid","2003","Mecklenburg-Western Pomerania","Not Working","","","","","4"
"Not paid","2003","Saxony","Full Time","100","0.15564472504308","0.123513781783743","0.187775668302417","4"
"Not paid","2003","Saxony","Part Time","15","","","","4"
"Not paid","2003","Saxony","Not Working","","","","","4"
"Not paid","2003","Saxony-Anhalt","Full Time","45","0.137899952954459","0.0947255895975938","0.181074316311325","4"
"Not paid","2003","Saxony-Anhalt","Part Time","10","","","","4"
"Not paid","2003","Saxony-Anhalt","Not Working","2","","","","4"
"Not paid","2003","Thuringia","Full Time","50","0.152268317820337","0.10892919572907","0.195607439911604","4"
"Not paid","2003","Thuringia","Part Time","8","","","","4"
"Not paid","2003","Thuringia","Not Working","","","","","4"
"Not paid","2003","Brandenburg","Not Working","","","","","4"
"Paid","2003","Schleswig-Holstein","Full Time","13","","","","3"
"Paid","2003","Hamburg","Part Time","3","","","","3"
"Paid","2003","Schleswig-Holstein","Part Time","6","","","","3"
"Paid","2003","Schleswig-Holstein","Not Working","","","","","3"
"Paid","2003","Hamburg","Full Time","11","","","","3"
"Paid","2003","Hamburg","Not Working","","","","","3"
"Paid","2003","Lower Saxony","Not Working","2","","","","3"
"Paid","2003","Bremen","Full Time","4","","","","3"
"Paid","2003","Lower Saxony","Full Time","64","0.149235026975374","0.118157776596277","0.180312277354471","3"
"Paid","2003","Lower Saxony","Part Time","23","","","","3"
"Paid","2003","Bremen","Part Time","4","","","","3"
"Paid","2003","Bremen","Not Working","","","","","3"
"Paid","2003","North Rhine-Westphalia","Full Time","163","0.162762601797624","0.141036393477514","0.184488810117735","3"
"Paid","2003","North Rhine-Westphalia","Part Time","64","0.222239503655413","0.178745628608737","0.265733378702089","3"
"Paid","2003","North Rhine-Westphalia","Not Working","4","","","","3"
"Paid","2003","Hesse","Full Time","35","0.08350918771561","0.0572997687036756","0.109718606727544","3"
"Paid","2003","Hesse","Part Time","13","","","","3"
"Paid","2003","Hesse","Not Working","","","","","3"
"Paid","2003","Baden-Württemberg","Full Time","93","0.137630314123297","0.112638921793431","0.162621706453163","3"
"Paid","2003","Baden-Württemberg","Part Time","37","0.18249743240277","0.130005886210833","0.234988978594708","3"
"Paid","2003","Rhineland-Palatinate,Saarland","Full Time","52","0.192804358077127","0.149580758699605","0.236027957454648","3"
"Paid","2003","Rhineland-Palatinate,Saarland","Part Time","25","","","","3"
"Paid","2003","Rhineland-Palatinate,Saarland","Not Working","1","","","","3"
"Paid","2003","Baden-Württemberg","Not Working","2","","","","3"
"Paid","2003","Bavaria","Full Time","57","0.0628879252310285","0.0466631658126032","0.0791126846494539","3"
"Paid","2003","Bavaria","Part Time","29","","","","3"
"Paid","2003","Bavaria","Not Working","2","","","","3"
"Paid","2003","Berlin","Full Time","13","","","","3"
"Paid","2003","Thuringia","Not Working","","","","","3"
"Paid","2003","Berlin","Part Time","6","","","","3"
"Paid","2003","Berlin","Not Working","","","","","3"
"Paid","2003","Brandenburg","Full Time","18","","","","3"
"Paid","2003","Brandenburg","Part Time","11","","","","3"
"Paid","2003","Brandenburg","Not Working","2","","","","3"
"Paid","2003","Mecklenburg-Western Pomerania","Full Time","14","","","","3"
"Paid","2003","Saxony","Not Working","1","","","","3"
"Paid","2003","Saxony-Anhalt","Full Time","24","","","","3"
"Paid","2003","Saxony-Anhalt","Not Working","","","","","3"
"Paid","2003","Thuringia","Full Time","36","0.134256243477989","0.0931310402246269","0.175381446731351","3"
"Paid","2003","Thuringia","Part Time","12","","","","3"
"Paid","2003","Mecklenburg-Western Pomerania","Part Time","9","","","","3"
"Paid","2003","Mecklenburg-Western Pomerania","Not Working","","","","","3"
"Paid","2003","Saxony","Full Time","33","0.0754111678702376","0.0520073981378821","0.0988149376025932","3"
"Paid","2003","Saxony","Part Time","9","","","","3"
"Paid","2003","Saxony-Anhalt","Part Time","7","","","","3"
"Partly, partly","2003","Bremen","Part Time","1","","","","2"
"Partly, partly","2003","North Rhine-Westphalia","Part Time","65","0.1709954549175","0.131607333131796","0.210383576703204","2"
"Partly, partly","2003","North Rhine-Westphalia","Not Working","2","","","","2"
"Partly, partly","2003","Hesse","Full Time","94","0.226565613873996","0.186907236291096","0.266223991456896","2"
"Partly, partly","2003","Hesse","Part Time","28","","","","2"
"Partly, partly","2003","Hamburg","Part Time","5","","","","2"
"Partly, partly","2003","Hamburg","Not Working","1","","","","2"
"Partly, partly","2003","Lower Saxony","Part Time","44","0.200723641990364","0.14377032295924","0.257676961021489","2"
"Partly, partly","2003","Lower Saxony","Not Working","","","","","2"
"Partly, partly","2003","Bremen","Full Time","11","","","","2"
"Partly, partly","2003","Bremen","Not Working","","","","","2"
"Partly, partly","2003","North Rhine-Westphalia","Full Time","224","0.208956842283858","0.185028605068872","0.232885079498844","2"
"Partly, partly","2003","Hesse","Not Working","","","","","2"
"Partly, partly","2003","Rhineland-Palatinate,Saarland","Full Time","66","0.191515807861305","0.14840251624622","0.23462909947639","2"
"Partly, partly","2003","Rhineland-Palatinate,Saarland","Part Time","13","","","","2"
"Partly, partly","2003","Rhineland-Palatinate,Saarland","Not Working","","","","","2"
"Partly, partly","2003","Baden-Württemberg","Full Time","153","0.234665940119162","0.203923579583717","0.265408300654606","2"
"Partly, partly","2003","Baden-Württemberg","Part Time","38","0.211209199008541","0.15573976214187","0.266678635875212","2"
"Partly, partly","2003","Schleswig-Holstein","Part Time","7","","","","2"
"Partly, partly","2003","Schleswig-Holstein","Not Working","","","","","2"
"Partly, partly","2003","Hamburg","Full Time","11","","","","2"
"Partly, partly","2003","Lower Saxony","Full Time","107","0.197438447166447","0.162720227977634","0.23215666635526","2"
"Partly, partly","2003","Baden-Württemberg","Not Working","1","","","","2"
"Partly, partly","2003","Bavaria","Full Time","167","0.174683993795139","0.149307269830447","0.200060717759831","2"
"Partly, partly","2003","Bavaria","Part Time","44","0.157987716758833","0.11286636466257","0.203109068855096","2"
"Partly, partly","2003","Bavaria","Not Working","2","","","","2"
"Partly, partly","2003","Berlin","Full Time","34","0.175746678256184","0.123645796166934","0.227847560345435","2"
"Partly, partly","2003","Brandenburg","Full Time","46","0.221356842103447","0.168612567526912","0.274101116679982","2"
"Partly, partly","2003","Brandenburg","Part Time","6","","","","2"
"Partly, partly","2003","Brandenburg","Not Working","","","","","2"
"Partly, partly","2003","Schleswig-Holstein","Full Time","29","","","","2"
"Partly, partly","2003","Berlin","Part Time","13","","","","2"
"Partly, partly","2003","Berlin","Not Working","","","","","2"
"Partly, partly","2003","Mecklenburg-Western Pomerania","Full Time","27","","","","2"
"Partly, partly","2003","Mecklenburg-Western Pomerania","Part Time","5","","","","2"
"Partly, partly","2003","Mecklenburg-Western Pomerania","Not Working","","","","","2"
"Partly, partly","2003","Saxony","Full Time","99","0.214226637026893","0.177862017517041","0.250591256536745","2"
"Partly, partly","2003","Saxony","Part Time","16","","","","2"
"Partly, partly","2003","Saxony","Not Working","","","","","2"
"Partly, partly","2003","Saxony-Anhalt","Full Time","55","0.231234882030771","0.178440397031658","0.284029367029884","2"
"Partly, partly","2003","Saxony-Anhalt","Part Time","6","","","","2"
"Partly, partly","2003","Thuringia","Part Time","15","","","","2"
"Partly, partly","2003","Thuringia","Not Working","","","","","2"
"Partly, partly","2003","Saxony-Anhalt","Not Working","","","","","2"
"Partly, partly","2003","Thuringia","Full Time","57","0.21823522074666","0.168410302031551","0.268060139461769","2"
"Acclaimed","2004","Schleswig-Holstein","Full Time","55","0.319156777910388","0.245533809172975","0.392779746647801","1"
"Acclaimed","2004","Schleswig-Holstein","Part Time","22","","","","1"
"Acclaimed","2004","Schleswig-Holstein","Not Working","","","","","1"
"Acclaimed","2004","Hamburg","Full Time","30","0.411420244809281","0.300051596540669","0.522788893077893","1"
"Acclaimed","2004","Hamburg","Part Time","7","","","","1"
"Acclaimed","2004","Hamburg","Not Working","1","","","","1"
"Acclaimed","2004","Lower Saxony","Full Time","225","0.542440800179929","0.496512677544175","0.588368922815682","1"
"Acclaimed","2004","Lower Saxony","Part Time","95","0.533000317901186","0.459082167185376","0.606918468616996","1"
"Acclaimed","2004","Lower Saxony","Not Working","","","","","1"
"Acclaimed","2004","Bremen","Full Time","14","","","","1"
"Acclaimed","2004","Bremen","Part Time","5","","","","1"
"Acclaimed","2004","Bremen","Not Working","","","","","1"
"Acclaimed","2004","North Rhine-Westphalia","Full Time","449","0.40900961826665","0.379687645894574","0.438331590638726","1"
"Acclaimed","2004","Baden-Württemberg","Full Time","302","0.448502755206171","0.412669483521198","0.484336026891144","1"
"Acclaimed","2004","Baden-Württemberg","Part Time","101","0.59518275222688","0.524640992142507","0.665724512311253","1"
"Acclaimed","2004","Baden-Württemberg","Not Working","1","","","","1"
"Acclaimed","2004","Bavaria","Full Time","426","0.579800365133078","0.546301341956036","0.61329938831012","1"
"Acclaimed","2004","Bavaria","Part Time","131","0.508127341160059","0.445526859884488","0.570727822435631","1"
"Acclaimed","2004","Rhineland-Palatinate,Saarland","Full Time","129","0.47446742491878","0.416186483586349","0.532748366251211","1"
"Acclaimed","2004","Rhineland-Palatinate,Saarland","Part Time","48","0.468275810857483","0.372374290448504","0.564177331266462","1"
"Acclaimed","2004","Rhineland-Palatinate,Saarland","Not Working","1","","","","1"
"Acclaimed","2004","Hesse","Full Time","179","0.500001224324607","0.451305527626054","0.54869692102316","1"
"Acclaimed","2004","Hesse","Part Time","70","0.628723291040791","0.542636992803281","0.7148095892783","1"
"Acclaimed","2004","Hesse","Not Working","2","","","","1"
"Acclaimed","2004","North Rhine-Westphalia","Part Time","193","0.542786870023908","0.490447018937161","0.595126721110656","1"
"Acclaimed","2004","North Rhine-Westphalia","Not Working","3","","","","1"
"Acclaimed","2004","Bavaria","Not Working","1","","","","1"
"Acclaimed","2004","Berlin","Full Time","108","0.594866995279819","0.527500840817734","0.662233149741904","1"
"Acclaimed","2004","Berlin","Part Time","28","","","","1"
"Acclaimed","2004","Berlin","Not Working","2","","","","1"
"Acclaimed","2004","Brandenburg","Full Time","119","0.500519577403438","0.434747528103928","0.566291626702949","1"
"Acclaimed","2004","Brandenburg","Part Time","28","","","","1"
"Acclaimed","2004","Brandenburg","Not Working","1","","","","1"
"Acclaimed","2004","Mecklenburg-Western Pomerania","Full Time","68","0.582719421295677","0.500147642612729","0.665291199978625","1"
"Acclaimed","2004","Mecklenburg-Western Pomerania","Part Time","23","","","","1"
"Acclaimed","2004","Mecklenburg-Western Pomerania","Not Working","","","","","1"
"Acclaimed","2004","Saxony","Full Time","233","0.537705451341568","0.491691299004667","0.583719603678469","1"
"Acclaimed","2004","Saxony","Part Time","68","0.539923588012416","0.44843291974552","0.631414256279312","1"
"Acclaimed","2004","Saxony","Not Working","4","","","","1"
"Acclaimed","2004","Saxony-Anhalt","Part Time","38","0.497383296820479","0.382686650932868","0.612079942708089","1"
"Acclaimed","2004","Saxony-Anhalt","Full Time","124","0.520361700394402","0.459043755581778","0.581679645207027","1"
"Acclaimed","2004","Saxony-Anhalt","Not Working","","","","","1"
"Acclaimed","2004","Thuringia","Not Working","2","","","","1"
"Acclaimed","2004","Thuringia","Part Time","36","0.648091590202967","0.528247619626056","0.767935560779877","1"
"Acclaimed","2004","Thuringia","Full Time","121","0.427789601099839","0.368884021946206","0.486695180253471","1"
"Not paid","2004","Hamburg","Not Working","","","","","4"
"Not paid","2004","Schleswig-Holstein","Full Time","52","0.331628516540832","0.257271386192036","0.405985646889628","4"
"Not paid","2004","Schleswig-Holstein","Part Time","12","","","","4"
"Not paid","2004","Hamburg","Full Time","23","","","","4"
"Not paid","2004","Hamburg","Part Time","2","","","","4"
"Not paid","2004","Schleswig-Holstein","Not Working","1","","","","4"
"Not paid","2004","Lower Saxony","Part Time","15","","","","4"
"Not paid","2004","Lower Saxony","Not Working","1","","","","4"
"Not paid","2004","Bremen","Full Time","11","","","","4"
"Not paid","2004","Bremen","Part Time","3","","","","4"
"Not paid","2004","Lower Saxony","Full Time","92","0.170285035647143","0.135632774605269","0.204937296689017","4"
"Not paid","2004","Bremen","Not Working","","","","","4"
"Not paid","2004","North Rhine-Westphalia","Full Time","279","0.213665833876112","0.1892198608975","0.238111806854723","4"
"Not paid","2004","North Rhine-Westphalia","Part Time","51","0.139930004876283","0.103481409868691","0.176378599883875","4"
"Not paid","2004","North Rhine-Westphalia","Not Working","3","","","","4"
"Not paid","2004","Hesse","Full Time","128","0.278053920596981","0.234418670239525","0.321689170954438","4"
"Not paid","2004","Hesse","Part Time","14","","","","4"
"Not paid","2004","Hesse","Not Working","2","","","","4"
"Not paid","2004","Rhineland-Palatinate,Saarland","Full Time","68","0.256274420888801","0.205319922980796","0.307228918796805","4"
"Not paid","2004","Rhineland-Palatinate,Saarland","Part Time","19","","","","4"
"Not paid","2004","Rhineland-Palatinate,Saarland","Not Working","","","","","4"
"Not paid","2004","Baden-Württemberg","Full Time","202","0.205155794611025","0.176061011006244","0.234250578215806","4"
"Not paid","2004","Baden-Württemberg","Part Time","26","","","","4"
"Not paid","2004","Baden-Württemberg","Not Working","","","","","4"
"Not paid","2004","Bavaria","Full Time","205","0.199296143883683","0.172184835712921","0.226407452054445","4"
"Not paid","2004","Bavaria","Part Time","44","0.194157494987842","0.144627621990598","0.243687367985086","4"
"Not paid","2004","Bavaria","Not Working","3","","","","4"
"Not paid","2004","Berlin","Full Time","50","0.169359076983069","0.11789029293476","0.220827861031377","4"
"Not paid","2004","Berlin","Part Time","9","","","","4"
"Not paid","2004","Berlin","Not Working","","","","","4"
"Not paid","2004","Brandenburg","Full Time","35","0.157573914113642","0.109646977746976","0.205500850480308","4"
"Not paid","2004","Brandenburg","Part Time","7","","","","4"
"Not paid","2004","Mecklenburg-Western Pomerania","Full Time","25","","","","4"
"Not paid","2004","Mecklenburg-Western Pomerania","Part Time","2","","","","4"
"Not paid","2004","Mecklenburg-Western Pomerania","Not Working","","","","","4"
"Not paid","2004","Saxony","Full Time","82","0.124385450465695","0.0939274705182377","0.154843430413152","4"
"Not paid","2004","Saxony","Part Time","13","","","","4"
"Not paid","2004","Saxony","Not Working","2","","","","4"
"Not paid","2004","Saxony-Anhalt","Full Time","51","0.162459674862019","0.117185175799548","0.20773417392449","4"
"Not paid","2004","Saxony-Anhalt","Part Time","14","","","","4"
"Not paid","2004","Saxony-Anhalt","Not Working","1","","","","4"
"Not paid","2004","Thuringia","Full Time","53","0.183583397029706","0.137490281866189","0.229676512193222","4"
"Not paid","2004","Thuringia","Part Time","6","","","","4"
"Not paid","2004","Thuringia","Not Working","","","","","4"
"Not paid","2004","Brandenburg","Not Working","","","","","4"
"Paid","2004","Schleswig-Holstein","Full Time","14","","","","3"
