"plb0195_h","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Not paid","1999","Single parent ","West Germany","24","","","","4"
"Not paid","1999","Single parent ","East Germany","9","","","","4"
"Not paid","1999","Couple + C. LE 16 ","West Germany","158","0.186220098837205","0.16197090808566","0.21046928958875","4"
"Not paid","1999","Couple + C. LE 16 ","East Germany","63","0.151889685938538","0.116847928231634","0.186931443645443","4"
"Not paid","1999","Couple + C. GT 16 ","West Germany","95","0.17668352838939","0.144837613838261","0.208529442940519","4"
"Not paid","1999","Couple + C. GT 16 ","East Germany","64","0.15085880436747","0.114340534465455","0.187377074269486","4"
"Not paid","1999","Couple + C. LE and GT 16","West Germany","38","0.169033959586799","0.123910356104649","0.21415756306895","4"
"Not paid","1999","Couple + C. LE and GT 16","East Germany","34","0.179215467062903","0.124097404291362","0.234333529834445","4"
"Paid","1999","1-pers.-HH","East Germany","20","","","","3"
"Paid","1999","(Married) couple without C. ","East Germany","38","0.108532954057978","0.0754212371280183","0.141644670987938","3"
"Paid","1999","1-pers.-HH","West Germany","43","0.09722684710307","0.0675171086521377","0.126936585554002","3"
"Paid","1999","(Married) couple without C. ","West Germany","156","0.14531024386221","0.123445963602897","0.167174524121523","3"
"Paid","1999","Couple + C. LE 16 ","East Germany","51","0.116641203408472","0.0853018427129217","0.147980564104021","3"
"Paid","1999","Couple + C. GT 16 ","East Germany","55","0.154390255274976","0.117523930887585","0.191256579662366","3"
"Paid","1999","Couple + C. LE and GT 16","West Germany","66","0.227046324743062","0.176608177466253","0.277484472019871","3"
"Paid","1999","Single parent ","West Germany","39","0.21477951489111","0.15322749987099","0.276331529911231","3"
"Paid","1999","Single parent ","East Germany","12","","","","3"
"Paid","1999","Couple + C. LE 16 ","West Germany","205","0.173812070415804","0.150206750916366","0.197417389915241","3"
"Paid","1999","Couple + C. GT 16 ","West Germany","110","0.167757367496118","0.136558554396519","0.198956180595717","3"
"Paid","1999","Couple + C. LE and GT 16","East Germany","22","","","","3"
"Partly, partly","1999","1-pers.-HH","East Germany","23","","","","2"
"Partly, partly","1999","(Married) couple without C. ","West Germany","207","0.207114453181494","0.181972832236704","0.232256074126284","2"
"Partly, partly","1999","(Married) couple without C. ","East Germany","74","0.224143645267035","0.179751910391718","0.268535380142353","2"
"Partly, partly","1999","Single parent ","West Germany","27","","","","2"
"Partly, partly","1999","Couple + C. LE 16 ","East Germany","106","0.295280612496576","0.250743593575936","0.339817631417216","2"
"Partly, partly","1999","1-pers.-HH","West Germany","74","0.171109178651564","0.133343114358485","0.208875242944642","2"
"Partly, partly","1999","Single parent ","East Germany","14","","","","2"
"Partly, partly","1999","Couple + C. LE 16 ","West Germany","240","0.235710595594904","0.209271355677611","0.262149835512197","2"
"Partly, partly","1999","Couple + C. GT 16 ","West Germany","114","0.189603173535935","0.156873327789552","0.222333019282319","2"
"Partly, partly","1999","Couple + C. GT 16 ","East Germany","74","0.234453639503314","0.191227231790603","0.277680047216025","2"
"Partly, partly","1999","Couple + C. LE and GT 16","West Germany","50","0.208714806895944","0.159785585629937","0.257644028161951","2"
"Partly, partly","1999","Couple + C. LE and GT 16","East Germany","41","0.237488487310105","0.176332905512936","0.298644069107274","2"
"Acclaimed","2000","1-pers.-HH","West Germany","394","0.485066348753935","0.450817368145038","0.519315329362832","1"
"Acclaimed","2000","1-pers.-HH","East Germany","84","0.497907547867985","0.424660896147476","0.571154199588495","1"
"Acclaimed","2000","(Married) couple without C. ","West Germany","779","0.473026320681499","0.449144916523879","0.496907724839118","1"
"Acclaimed","2000","(Married) couple without C. ","East Germany","227","0.455139384660652","0.410356073246724","0.49992269607458","1"
"Acclaimed","2000","Single parent ","West Germany","159","0.51832242784135","0.462879136074667","0.573765719608033","1"
"Acclaimed","2000","Single parent ","East Germany","53","0.478621159865673","0.384841751122522","0.572400568608825","1"
"Acclaimed","2000","Couple + C. LE 16 ","West Germany","788","0.434547370991379","0.41161586687575","0.457478875107007","1"
"Acclaimed","2000","Couple + C. LE 16 ","East Germany","253","0.486927393524739","0.444090421533219","0.52976436551626","1"
"Acclaimed","2000","Couple + C. GT 16 ","West Germany","468","0.51993958918788","0.487984525720483","0.551894652655278","1"
"Acclaimed","2000","Couple + C. GT 16 ","East Germany","259","0.498810225782999","0.455669046257759","0.541951405308239","1"
"Acclaimed","2000","Couple + C. LE and GT 16","West Germany","214","0.454645607078408","0.409484398243241","0.499806815913575","1"
"Acclaimed","2000","Couple + C. LE and GT 16","East Germany","128","0.543886008753864","0.480740890458089","0.607031127049639","1"
"Not paid","2000","(Married) couple without C. ","East Germany","96","0.207502044571799","0.171034077702506","0.243970011441091","4"
"Not paid","2000","1-pers.-HH","West Germany","126","0.156844811913952","0.13192410965963","0.181765514168273","4"
"Not paid","2000","1-pers.-HH","East Germany","28","","","","4"
"Not paid","2000","(Married) couple without C. ","West Germany","299","0.177503572156784","0.159227060747668","0.1957800835659","4"
"Not paid","2000","Single parent ","West Germany","33","0.103070546827964","0.0693327105129796","0.136808383142948","4"
"Not paid","2000","Single parent ","East Germany","21","","","","4"
"Not paid","2000","Couple + C. LE 16 ","West Germany","297","0.170080913943696","0.152700443350969","0.187461384536423","4"
"Not paid","2000","Couple + C. LE 16 ","East Germany","83","0.140845490246355","0.111032581104818","0.170658399387893","4"
"Not paid","2000","Couple + C. GT 16 ","West Germany","140","0.142006402925393","0.119680384353098","0.164332421497688","4"
"Not paid","2000","Couple + C. GT 16 ","East Germany","89","0.158450932921303","0.126943692862626","0.18995817297998","4"
"Not paid","2000","Couple + C. LE and GT 16","West Germany","91","0.209766722290339","0.172840438416782","0.246693006163896","4"
"Not paid","2000","Couple + C. LE and GT 16","East Germany","35","0.129036445130212","0.0865348405155405","0.171538049744883","4"
"Paid","2000","1-pers.-HH","West Germany","111","0.140974521607367","0.117126916233351","0.164822126981382","3"
"Paid","2000","1-pers.-HH","East Germany","20","","","","3"
"Paid","2000","(Married) couple without C. ","East Germany","54","0.127742912885355","0.0977242082883785","0.157761617482331","3"
"Paid","2000","(Married) couple without C. ","West Germany","274","0.164501306644476","0.146768384536436","0.182234228752516","3"
"Paid","2000","Couple + C. LE 16 ","East Germany","83","0.145284988448414","0.115084199803585","0.175485777093242","3"
"Paid","2000","Couple + C. GT 16 ","East Germany","64","0.132765179032144","0.103487699466157","0.162042658598131","3"
"Paid","2000","Couple + C. LE and GT 16","West Germany","77","0.158760923808385","0.125615683024281","0.19190616459249","3"
"Paid","2000","Single parent ","West Germany","55","0.149032810863044","0.109517250228806","0.188548371497282","3"
"Paid","2000","Single parent ","East Germany","11","","","","3"
"Paid","2000","Couple + C. LE 16 ","West Germany","326","0.180066884613426","0.162291377336453","0.197842391890399","3"
"Paid","2000","Couple + C. GT 16 ","West Germany","146","0.148085812854479","0.12536782060569","0.170803805103268","3"
"Paid","2000","Couple + C. LE and GT 16","East Germany","32","0.129259365990331","0.086726508876227","0.171792223104435","3"
"Partly, partly","2000","1-pers.-HH","East Germany","47","0.268969502167818","0.2040102759653","0.333928728370337","2"
"Partly, partly","2000","(Married) couple without C. ","West Germany","327","0.184968800517241","0.166396782341091","0.20354081869339","2"
"Partly, partly","2000","Single parent ","West Germany","65","0.229574214467641","0.182908517943292","0.276239910991991","2"
"Partly, partly","2000","1-pers.-HH","West Germany","187","0.217114317724747","0.188861299698114","0.24536733575138","2"
"Partly, partly","2000","(Married) couple without C. ","East Germany","98","0.209615657882195","0.173011340652366","0.246219975112024","2"
"Partly, partly","2000","Single parent ","East Germany","24","","","","2"
"Partly, partly","2000","Couple + C. LE 16 ","West Germany","384","0.215304830451499","0.196289965691929","0.234319695211068","2"
"Partly, partly","2000","Couple + C. LE 16 ","East Germany","104","0.226942127780492","0.191044908222485","0.262839347338498","2"
"Partly, partly","2000","Couple + C. GT 16 ","West Germany","185","0.189968195032248","0.16487784161726","0.215058548447235","2"
"Partly, partly","2000","Couple + C. GT 16 ","East Germany","104","0.209973662263554","0.17483166531394","0.245115659213167","2"
"Partly, partly","2000","Couple + C. LE and GT 16","West Germany","85","0.176826746822868","0.142224105214645","0.211429388431091","2"
"Partly, partly","2000","Couple + C. LE and GT 16","East Germany","44","0.197818180125593","0.147315008927769","0.248321351323417","2"
"Acclaimed","2001","1-pers.-HH","West Germany","363","0.485871037116261","0.450360903751057","0.521381170481466","1"
"Acclaimed","2001","1-pers.-HH","East Germany","84","0.493269435518028","0.418115057727847","0.568423813308208","1"
"Acclaimed","2001","(Married) couple without C. ","West Germany","703","0.45776481383837","0.432373857671242","0.483155770005497","1"
"Acclaimed","2001","(Married) couple without C. ","East Germany","237","0.480339673893317","0.436012280886177","0.524667066900457","1"
"Acclaimed","2001","Single parent ","West Germany","132","0.49210102399198","0.433438358504165","0.550763689479795","1"
"Acclaimed","2001","Single parent ","East Germany","53","0.480926817360607","0.387557207982417","0.574296426738797","1"
"Acclaimed","2001","Couple + C. LE 16 ","West Germany","709","0.413299320891178","0.390034575866167","0.436564065916189","1"
"Acclaimed","2001","Couple + C. LE 16 ","East Germany","228","0.435704658854912","0.391620831731281","0.479788485978544","1"
"Acclaimed","2001","Couple + C. LE and GT 16","East Germany","115","0.542960747060413","0.476528004348588","0.609393489772238","1"
"Acclaimed","2001","Couple + C. GT 16 ","East Germany","240","0.518427530232335","0.473867099583916","0.562987960880755","1"
"Acclaimed","2001","Couple + C. GT 16 ","West Germany","399","0.473141028326837","0.440825897548122","0.505456159105551","1"
"Acclaimed","2001","Couple + C. LE and GT 16","West Germany","191","0.42454934989199","0.378417918654227","0.470680781129753","1"
"Not paid","2001","1-pers.-HH","East Germany","23","","","","4"
"Not paid","2001","(Married) couple without C. ","East Germany","88","0.179192276502177","0.145165677688095","0.21321887531626","4"
"Not paid","2001","(Married) couple without C. ","West Germany","263","0.183539666040879","0.163811054674279","0.203268277407479","4"
"Not paid","2001","1-pers.-HH","West Germany","127","0.159177552795237","0.133185006682445","0.185170098908029","4"
"Not paid","2001","Single parent ","West Germany","36","0.111880467964589","0.0748926393005831","0.148868296628595","4"
"Not paid","2001","Single parent ","East Germany","14","","","","4"
"Not paid","2001","Couple + C. LE 16 ","West Germany","298","0.174344380435073","0.156419300411441","0.192269460458705","4"
"Not paid","2001","Couple + C. LE 16 ","East Germany","80","0.152799875979826","0.120812069305192","0.18478768265446","4"
"Not paid","2001","Couple + C. GT 16 ","West Germany","141","0.137709008352608","0.115405585249152","0.160012431456063","4"
"Not paid","2001","Couple + C. GT 16 ","East Germany","77","0.15023476298387","0.118370107741114","0.182099418226626","4"
"Not paid","2001","Couple + C. LE and GT 16","West Germany","71","0.180597246269085","0.144694053751874","0.216500438786296","4"
"Not paid","2001","Couple + C. LE and GT 16","East Germany","24","","","","4"
"Paid","2001","1-pers.-HH","East Germany","22","","","","3"
"Paid","2001","1-pers.-HH","West Germany","111","0.146312781423028","0.121202806127844","0.171422756718212","3"
"Paid","2001","(Married) couple without C. ","West Germany","208","0.142320815761543","0.124515050191038","0.160126581332047","3"
"Paid","2001","(Married) couple without C. ","East Germany","46","0.111846921972146","0.0838832556626503","0.139810588281642","3"
"Paid","2001","Single parent ","West Germany","50","0.179050659499614","0.13406313138847","0.224038187610759","3"
"Paid","2001","Couple + C. LE 16 ","East Germany","75","0.173920721635721","0.140221762659332","0.207619680612109","3"
"Paid","2001","Couple + C. GT 16 ","East Germany","67","0.134623999617369","0.104184452019188","0.16506354721555","3"
"Paid","2001","Couple + C. LE and GT 16","West Germany","92","0.206949963233691","0.169139520047373","0.244760406420009","3"
"Paid","2001","Single parent ","East Germany","15","","","","3"
"Paid","2001","Couple + C. LE 16 ","West Germany","323","0.183546997294213","0.165257705316514","0.201836289271911","3"
"Paid","2001","Couple + C. GT 16 ","West Germany","157","0.176121996074646","0.151467185128978","0.200776807020315","3"
"Paid","2001","Couple + C. LE and GT 16","East Germany","29","","","","3"
"Partly, partly","2001","1-pers.-HH","West Germany","160","0.208638628665474","0.179769043327107","0.23750821400384","2"
