"plb0195_h","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"Paid","1987","Schleswig-Holstein","Female","","","",""
"Paid","1987","Hamburg","Male","","","",""
"Paid","1987","Hamburg","Female","","","",""
"Paid","1987","Lower Saxony","Male","","","",""
"Paid","1987","Lower Saxony","Female","","","",""
"Paid","1987","Bremen","Male","","","",""
"Paid","1987","Bremen","Female","","","",""
"Paid","1987","North Rhine-Westphalia","Male","","","",""
"Paid","1987","North Rhine-Westphalia","Female","","","",""
"Paid","1987","Hesse","Male","","","",""
"Paid","1987","Hesse","Female","","","",""
"Paid","1987","Rhineland-Palatinate,Saarland","Male","","","",""
"Paid","1987","Rhineland-Palatinate,Saarland","Female","","","",""
"Paid","1987","Baden-Württemberg","Male","","","",""
"Paid","1987","Baden-Württemberg","Female","","","",""
"Paid","1987","Bavaria","Male","","","",""
"Paid","1987","Bavaria","Female","","","",""
"Paid","1987","Berlin","Male","","","",""
"Paid","1987","Berlin","Female","","","",""
"Paid","1987","Brandenburg","Male","","","",""
"Paid","1987","Brandenburg","Female","","","",""
"Paid","1987","Mecklenburg-Western Pomerania","Male","","","",""
"Paid","1987","Mecklenburg-Western Pomerania","Female","","","",""
"Paid","1987","Saxony","Male","","","",""
"Paid","1987","Saxony","Female","","","",""
"Paid","1987","Saxony-Anhalt","Male","","","",""
"Paid","1987","Saxony-Anhalt","Female","","","",""
"Paid","1987","Thuringia","Male","","","",""
"Paid","1987","Thuringia","Female","","","",""
"Not paid","1987","Schleswig-Holstein","Male","","","",""
"Not paid","1987","Schleswig-Holstein","Female","","","",""
"Not paid","1987","Hamburg","Male","","","",""
"Not paid","1987","Hamburg","Female","","","",""
"Not paid","1987","Lower Saxony","Male","","","",""
"Not paid","1987","Lower Saxony","Female","","","",""
"Not paid","1987","Bremen","Male","","","",""
"Not paid","1987","Bremen","Female","","","",""
"Not paid","1987","North Rhine-Westphalia","Male","","","",""
"Not paid","1987","North Rhine-Westphalia","Female","","","",""
"Not paid","1987","Hesse","Male","","","",""
"Not paid","1987","Hesse","Female","","","",""
"Not paid","1987","Rhineland-Palatinate,Saarland","Male","","","",""
"Not paid","1987","Rhineland-Palatinate,Saarland","Female","","","",""
"Not paid","1987","Baden-Württemberg","Male","","","",""
"Not paid","1987","Baden-Württemberg","Female","","","",""
"Not paid","1987","Bavaria","Male","","","",""
"Not paid","1987","Bavaria","Female","","","",""
"Not paid","1987","Berlin","Male","","","",""
"Not paid","1987","Berlin","Female","","","",""
"Not paid","1987","Brandenburg","Male","","","",""
"Not paid","1987","Brandenburg","Female","","","",""
"Not paid","1987","Mecklenburg-Western Pomerania","Male","","","",""
"Not paid","1987","Mecklenburg-Western Pomerania","Female","","","",""
"Not paid","1987","Saxony","Male","","","",""
"Not paid","1987","Saxony","Female","","","",""
"Not paid","1987","Saxony-Anhalt","Male","","","",""
"Not paid","1987","Saxony-Anhalt","Female","","","",""
"Not paid","1987","Thuringia","Male","","","",""
"Not paid","1987","Thuringia","Female","","","",""
"Acclaimed","1988","Schleswig-Holstein","Male","19","","",""
"Acclaimed","1988","Schleswig-Holstein","Female","25","","",""
"Acclaimed","1988","Hamburg","Male","10","","",""
"Acclaimed","1988","Hamburg","Female","11","","",""
"Acclaimed","1988","Lower Saxony","Male","68","0.302846305885181","0.244954670951147","0.360737940819215"
"Acclaimed","1988","Lower Saxony","Female","64","0.478771106725591","0.394814119723505","0.562728093727676"
"Acclaimed","1988","Bremen","Male","4","","",""
"Acclaimed","1988","Bremen","Female","4","","",""
"Acclaimed","1988","North Rhine-Westphalia","Male","126","0.228617710256288","0.195508896515521","0.261726523997055"
"Acclaimed","1988","North Rhine-Westphalia","Female","124","0.486268225669462","0.429038661200378","0.543497790138546"
"Acclaimed","1988","Hesse","Male","55","0.282305000437003","0.222553462252817","0.34205653862119"
"Acclaimed","1988","Hesse","Female","46","0.495067117831676","0.393994612273502","0.59613962338985"
"Acclaimed","1988","Rhineland-Palatinate,Saarland","Male","26","","",""
"Acclaimed","1988","Rhineland-Palatinate,Saarland","Female","27","","",""
"Acclaimed","1988","Baden-Württemberg","Male","85","0.215658752634375","0.177910075099171","0.253407430169579"
"Acclaimed","1988","Baden-Württemberg","Female","67","0.389860507678386","0.324969067287474","0.454751948069297"
"Acclaimed","1988","Bavaria","Male","117","0.309171977890496","0.263596148767857","0.354747807013136"
"Acclaimed","1988","Bavaria","Female","95","0.441476285329181","0.37673693003547","0.506215640622892"
"Acclaimed","1988","Berlin","Male","24","","",""
"Acclaimed","1988","Berlin","Female","24","","",""
"Acclaimed","1988","Brandenburg","Male","","","",""
"Acclaimed","1988","Brandenburg","Female","","","",""
"Acclaimed","1988","Mecklenburg-Western Pomerania","Male","","","",""
"Acclaimed","1988","Mecklenburg-Western Pomerania","Female","","","",""
"Acclaimed","1988","Saxony","Male","","","",""
"Acclaimed","1988","Saxony","Female","","","",""
"Acclaimed","1988","Saxony-Anhalt","Male","","","",""
"Acclaimed","1988","Saxony-Anhalt","Female","","","",""
"Acclaimed","1988","Thuringia","Male","","","",""
"Acclaimed","1988","Thuringia","Female","","","",""
"Partly, partly","1988","Schleswig-Holstein","Male","12","","",""
"Partly, partly","1988","Schleswig-Holstein","Female","3","","",""
"Partly, partly","1988","Hamburg","Male","8","","",""
"Partly, partly","1988","Hamburg","Female","2","","",""
"Partly, partly","1988","Lower Saxony","Male","38","0.143384792101796","0.0992292883621659","0.187540295841427"
"Partly, partly","1988","Lower Saxony","Female","17","","",""
"Partly, partly","1988","Bremen","Male","3","","",""
"Partly, partly","1988","Bremen","Female","2","","",""
"Partly, partly","1988","North Rhine-Westphalia","Male","52","0.0900305252508938","0.0674641317214271","0.112596918780361"
"Partly, partly","1988","North Rhine-Westphalia","Female","27","","",""
"Partly, partly","1988","Hesse","Male","33","0.154770758383579","0.106758563935509","0.20278295283165"
"Partly, partly","1988","Hesse","Female","9","","",""
"Partly, partly","1988","Rhineland-Palatinate,Saarland","Male","23","","",""
"Partly, partly","1988","Rhineland-Palatinate,Saarland","Female","5","","",""
"Partly, partly","1988","Baden-Württemberg","Male","50","0.137907978939334","0.106260641377677","0.16955531650099"
"Partly, partly","1988","Baden-Württemberg","Female","31","0.14362147313955","0.096959747353514","0.190283198925585"
"Partly, partly","1988","Bavaria","Male","71","0.181557735191219","0.143543089616988","0.219572380765449"
"Partly, partly","1988","Bavaria","Female","21","","",""
"Partly, partly","1988","Berlin","Male","10","","",""
"Partly, partly","1988","Berlin","Female","3","","",""
"Partly, partly","1988","Brandenburg","Male","","","",""
"Partly, partly","1988","Brandenburg","Female","","","",""
"Partly, partly","1988","Mecklenburg-Western Pomerania","Male","","","",""
"Partly, partly","1988","Mecklenburg-Western Pomerania","Female","","","",""
"Partly, partly","1988","Saxony","Male","","","",""
"Partly, partly","1988","Saxony","Female","","","",""
"Partly, partly","1988","Saxony-Anhalt","Male","","","",""
"Partly, partly","1988","Saxony-Anhalt","Female","","","",""
"Partly, partly","1988","Thuringia","Male","","","",""
"Partly, partly","1988","Thuringia","Female","","","",""
"Paid","1988","Schleswig-Holstein","Male","38","0.418924675969764","0.314037397725779","0.52381195421375"
"Paid","1988","Schleswig-Holstein","Female","14","","",""
"Paid","1988","Hamburg","Male","21","","",""
"Paid","1988","Hamburg","Female","8","","",""
"Paid","1988","Lower Saxony","Male","94","0.363250741130705","0.302656983335547","0.423844498925863"
"Paid","1988","Lower Saxony","Female","31","0.186839825155387","0.121330758290848","0.252348892019927"
"Paid","1988","Bremen","Male","11","","",""
"Paid","1988","Bremen","Female","4","","",""
"Paid","1988","North Rhine-Westphalia","Male","325","0.450334177203017","0.41110847972137","0.489559874684664"
"Paid","1988","North Rhine-Westphalia","Female","91","0.229205531541315","0.181077719027656","0.277333344054973"
"Paid","1988","Hesse","Male","94","0.363155455813861","0.299316930365108","0.426993981262614"
"Paid","1988","Hesse","Female","23","","",""
"Paid","1988","Rhineland-Palatinate,Saarland","Male","72","0.488271791371374","0.406344128021518","0.570199454721231"
"Paid","1988","Rhineland-Palatinate,Saarland","Female","21","","",""
"Paid","1988","Baden-Württemberg","Male","256","0.463566918072177","0.417797049649927","0.509336786494426"
"Paid","1988","Baden-Württemberg","Female","79","0.252952162753099","0.19511438088921","0.310789944616988"
"Paid","1988","Bavaria","Male","146","0.323676326796811","0.277535825751737","0.369816827841886"
"Paid","1988","Bavaria","Female","68","0.27213027150085","0.214106075986308","0.330154467015391"
"Paid","1988","Berlin","Male","24","","",""
"Paid","1988","Berlin","Female","18","","",""
"Paid","1988","Brandenburg","Male","","","",""
"Paid","1988","Brandenburg","Female","","","",""
"Paid","1988","Mecklenburg-Western Pomerania","Male","","","",""
"Paid","1988","Mecklenburg-Western Pomerania","Female","","","",""
"Paid","1988","Saxony","Male","","","",""
"Paid","1988","Saxony","Female","","","",""
"Paid","1988","Saxony-Anhalt","Male","","","",""
"Paid","1988","Saxony-Anhalt","Female","","","",""
"Paid","1988","Thuringia","Male","","","",""
"Paid","1988","Thuringia","Female","","","",""
"Not paid","1988","Schleswig-Holstein","Male","16","","",""
"Not paid","1988","Schleswig-Holstein","Female","7","","",""
"Not paid","1988","Hamburg","Male","13","","",""
"Not paid","1988","Hamburg","Female","4","","",""
"Not paid","1988","Lower Saxony","Male","42","0.190518160882318","0.141040158958521","0.239996162806115"
"Not paid","1988","Lower Saxony","Female","24","","",""
"Not paid","1988","Bremen","Male","1","","",""
"Not paid","1988","Bremen","Female","","","",""
"Not paid","1988","North Rhine-Westphalia","Male","115","0.231017587289801","0.197787263038672","0.26424791154093"
"Not paid","1988","North Rhine-Westphalia","Female","51","0.182757309039337","0.138505892166285","0.22700872591239"
"Not paid","1988","Hesse","Male","36","0.199768785365556","0.146693614290726","0.252843956440386"
"Not paid","1988","Hesse","Female","16","","",""
"Not paid","1988","Rhineland-Palatinate,Saarland","Male","22","","",""
"Not paid","1988","Rhineland-Palatinate,Saarland","Female","17","","",""
"Not paid","1988","Baden-Württemberg","Male","65","0.182866350354114","0.147386717593105","0.218345983115124"
"Not paid","1988","Baden-Württemberg","Female","40","0.213565856428965","0.159038390492491","0.26809332236544"
"Not paid","1988","Bavaria","Male","61","0.185593960121474","0.147253973635595","0.223933946607353"
"Not paid","1988","Bavaria","Female","42","0.192802666583507","0.141369857007343","0.244235476159671"
"Not paid","1988","Berlin","Male","11","","",""
"Not paid","1988","Berlin","Female","8","","",""
"Not paid","1988","Brandenburg","Male","","","",""
"Not paid","1988","Brandenburg","Female","","","",""
"Not paid","1988","Mecklenburg-Western Pomerania","Male","","","",""
"Not paid","1988","Mecklenburg-Western Pomerania","Female","","","",""
"Not paid","1988","Saxony","Male","","","",""
"Not paid","1988","Saxony","Female","","","",""
"Not paid","1988","Saxony-Anhalt","Male","","","",""
"Not paid","1988","Saxony-Anhalt","Female","","","",""
"Not paid","1988","Thuringia","Male","","","",""
"Not paid","1988","Thuringia","Female","","","",""
"Acclaimed","1989","Schleswig-Holstein","Male","20","","",""
"Acclaimed","1989","Schleswig-Holstein","Female","24","","",""
"Acclaimed","1989","Hamburg","Male","14","","",""
"Acclaimed","1989","Hamburg","Female","10","","",""
"Acclaimed","1989","Lower Saxony","Male","69","0.304202489241333","0.247511942232143","0.360893036250522"
"Acclaimed","1989","Lower Saxony","Female","70","0.449091445904837","0.36975609139329","0.528426800416384"
"Acclaimed","1989","Bremen","Male","3","","",""
"Acclaimed","1989","Bremen","Female","7","","",""
"Acclaimed","1989","North Rhine-Westphalia","Male","111","0.195591812192324","0.16507498916611","0.226108635218538"
"Acclaimed","1989","North Rhine-Westphalia","Female","132","0.457069563290847","0.403240925741057","0.510898200840637"
"Acclaimed","1989","Hesse","Male","55","0.281857059148958","0.223200878949544","0.340513239348372"
"Acclaimed","1989","Hesse","Female","43","0.499073311293937","0.400581584403855","0.597565038184018"
"Acclaimed","1989","Rhineland-Palatinate,Saarland","Male","34","0.202134081445911","0.141226046925911","0.263042115965911"
"Acclaimed","1989","Rhineland-Palatinate,Saarland","Female","28","","",""
"Acclaimed","1989","Baden-Württemberg","Male","85","0.219133397019471","0.181656133322791","0.25661066071615"
"Acclaimed","1989","Baden-Württemberg","Female","89","0.395270339404192","0.335026092620566","0.455514586187818"
"Acclaimed","1989","Bavaria","Male","109","0.284687495128943","0.240185278089657","0.329189712168228"
"Acclaimed","1989","Bavaria","Female","94","0.362534979670791","0.30318084767512","0.421889111666462"
"Acclaimed","1989","Berlin","Male","22","","",""
"Acclaimed","1989","Berlin","Female","28","","",""
"Acclaimed","1989","Brandenburg","Male","","","",""
"Acclaimed","1989","Brandenburg","Female","","","",""
"Acclaimed","1989","Mecklenburg-Western Pomerania","Male","","","",""
"Acclaimed","1989","Mecklenburg-Western Pomerania","Female","","","",""
"Acclaimed","1989","Saxony","Male","","","",""
"Acclaimed","1989","Saxony","Female","","","",""
"Acclaimed","1989","Saxony-Anhalt","Male","","","",""
"Acclaimed","1989","Saxony-Anhalt","Female","","","",""
"Acclaimed","1989","Thuringia","Male","","","",""
"Acclaimed","1989","Thuringia","Female","","","",""
"Partly, partly","1989","Schleswig-Holstein","Male","13","","",""
"Partly, partly","1989","Schleswig-Holstein","Female","7","","",""
"Partly, partly","1989","Hamburg","Male","10","","",""
"Partly, partly","1989","Hamburg","Female","4","","",""
"Partly, partly","1989","Lower Saxony","Male","37","0.141359120056709","0.0984296499681928","0.184288590145226"
"Partly, partly","1989","Lower Saxony","Female","27","","",""
"Partly, partly","1989","Bremen","Male","4","","",""
"Partly, partly","1989","Bremen","Female","","","",""
"Partly, partly","1989","North Rhine-Westphalia","Male","77","0.137384764479403","0.110899544062725","0.163869984896081"
"Partly, partly","1989","North Rhine-Westphalia","Female","31","0.0966650207311784","0.0647342626084997","0.128595778853857"
"Partly, partly","1989","Hesse","Male","39","0.180083613951121","0.129986148645549","0.230181079256694"
"Partly, partly","1989","Hesse","Female","9","","",""
"Partly, partly","1989","Rhineland-Palatinate,Saarland","Male","26","","",""
"Partly, partly","1989","Rhineland-Palatinate,Saarland","Female","6","","",""
"Partly, partly","1989","Baden-Württemberg","Male","89","0.211941002045069","0.174914556547705","0.248967447542433"
"Partly, partly","1989","Baden-Württemberg","Female","41","0.158115638794998","0.11315821001115","0.203073067578845"
