"plb0195_h","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Partly, partly","2012","no migration background","West Germany","1267","0.200009715219992","0.190433775941953","0.209585654498031","2"
"Partly, partly","2012","no migration background","East Germany","474","0.208611958364543","0.191660336104895","0.225563580624191","2"
"Partly, partly","2012","direct migration background","West Germany","196","0.236127362139404","0.208773022666634","0.263481701612175","2"
"Partly, partly","2012","direct migration background","East Germany","10","","","","2"
"Partly, partly","2012","indirect migration background","East Germany","8","","","","2"
"Partly, partly","2012","indirect migration background","West Germany","107","0.22117808425679","0.184541518295857","0.257814650217724","2"
"Acclaimed","2013","no migration background","West Germany","3231","0.51287379424363","0.500443158863193","0.525304429624067","1"
"Acclaimed","2013","direct migration background","West Germany","816","0.433510808167049","0.411367559552649","0.455654056781448","1"
"Acclaimed","2013","no migration background","East Germany","1097","0.545765180328161","0.524047018999443","0.56748334165688","1"
"Acclaimed","2013","direct migration background","East Germany","57","0.547483009342779","0.454467682494954","0.640498336190603","1"
"Acclaimed","2013","indirect migration background","West Germany","379","0.52419646841906","0.488286538290667","0.560106398547452","1"
"Acclaimed","2013","indirect migration background","East Germany","24","","","","1"
"Not paid","2013","no migration background","West Germany","1155","0.180672036317131","0.171103584265822","0.19024048836844","4"
"Not paid","2013","no migration background","East Germany","314","0.141281320018202","0.126088172358499","0.156474467677905","4"
"Not paid","2013","direct migration background","West Germany","228","0.149004241915351","0.133092835421435","0.164915648409267","4"
"Not paid","2013","direct migration background","East Germany","17","","","","4"
"Not paid","2013","indirect migration background","West Germany","111","0.141095714806552","0.116064439264141","0.166126990348963","4"
"Not paid","2013","indirect migration background","East Germany","5","","","","4"
"Paid","2013","no migration background","West Germany","621","0.0999803700807403","0.09252016635908","0.107440573802401","3"
"Paid","2013","no migration background","East Germany","216","0.102105005243646","0.0888976389471254","0.115312371540166","3"
"Paid","2013","direct migration background","West Germany","447","0.202797096146314","0.184830704640041","0.220763487652587","3"
"Paid","2013","direct migration background","East Germany","18","","","","3"
"Paid","2013","indirect migration background","East Germany","6","","","","3"
"Paid","2013","indirect migration background","West Germany","99","0.125349983074397","0.101541431330414","0.149158534818379","3"
"Partly, partly","2013","no migration background","West Germany","1204","0.206473799358499","0.196407254422626","0.216540344294371","2"
"Partly, partly","2013","no migration background","East Germany","392","0.210848494409991","0.193055650110383","0.228641338709599","2"
"Partly, partly","2013","direct migration background","East Germany","18","","","","2"
"Partly, partly","2013","direct migration background","West Germany","433","0.214687853771286","0.196340626036172","0.2330350815064","2"
"Partly, partly","2013","indirect migration background","West Germany","154","0.209357833699991","0.180103630194618","0.238612037205364","2"
"Partly, partly","2013","indirect migration background","East Germany","9","","","","2"
"Acclaimed","2014","no migration background","West Germany","3075","0.512797192846747","0.500011632648584","0.525582753044911","1"
"Acclaimed","2014","direct migration background","West Germany","641","0.428797448088545","0.404055589360529","0.453539306816561","1"
"Acclaimed","2014","no migration background","East Germany","986","0.535603999850155","0.513029736039587","0.558178263660723","1"
"Acclaimed","2014","direct migration background","East Germany","54","0.533414704856924","0.431472929428196","0.635356480285652","1"
"Acclaimed","2014","indirect migration background","West Germany","316","0.522832648199416","0.484522995876034","0.561142300522799","1"
"Acclaimed","2014","indirect migration background","East Germany","21","","","","1"
"Not paid","2014","no migration background","West Germany","1007","0.167295109140432","0.157747838566029","0.176842379714835","4"
"Not paid","2014","no migration background","East Germany","283","0.14392848991317","0.128040247352825","0.159816732473515","4"
"Not paid","2014","direct migration background","West Germany","207","0.159730336097395","0.141415029113343","0.178045643081447","4"
"Not paid","2014","direct migration background","East Germany","10","","","","4"
"Not paid","2014","indirect migration background","West Germany","99","0.134755526750366","0.108565604427308","0.160945449073424","4"
"Not paid","2014","indirect migration background","East Germany","8","","","","4"
"Paid","2014","no migration background","West Germany","575","0.0982325728148725","0.0906193755609733","0.105845770068772","3"
"Paid","2014","no migration background","East Germany","176","0.0941316718106442","0.0809142156435447","0.107349127977744","3"
"Paid","2014","direct migration background","East Germany","13","","","","3"
"Paid","2014","direct migration background","West Germany","336","0.194441574265841","0.174655745608124","0.214227402923558","3"
"Paid","2014","indirect migration background","West Germany","92","0.140592080576659","0.1139313770748","0.167252784078517","3"
"Paid","2014","indirect migration background","East Germany","6","","","","3"
"Partly, partly","2014","no migration background","West Germany","1214","0.221675125197948","0.211050075080109","0.232300175315788","2"
"Partly, partly","2014","no migration background","East Germany","430","0.22633583842603","0.207394949471461","0.2452767273806","2"
"Partly, partly","2014","direct migration background","East Germany","15","","","","2"
"Partly, partly","2014","direct migration background","West Germany","353","0.217030641548218","0.196422251405605","0.237639031690832","2"
"Partly, partly","2014","indirect migration background","East Germany","11","","","","2"
"Partly, partly","2014","indirect migration background","West Germany","146","0.201819744473559","0.171035831924314","0.232603657022804","2"
"Acclaimed","2015","no migration background","West Germany","","","","","1"
"Acclaimed","2015","no migration background","East Germany","","","","","1"
"Acclaimed","2015","direct migration background","West Germany","","","","","1"
"Acclaimed","2015","direct migration background","East Germany","","","","","1"
"Acclaimed","2015","indirect migration background","West Germany","","","","","1"
"Acclaimed","2015","indirect migration background","East Germany","","","","","1"
"Not paid","2015","no migration background","West Germany","","","","","4"
"Not paid","2015","no migration background","East Germany","","","","","4"
"Not paid","2015","direct migration background","West Germany","","","","","4"
"Not paid","2015","direct migration background","East Germany","","","","","4"
"Not paid","2015","indirect migration background","West Germany","","","","","4"
"Not paid","2015","indirect migration background","East Germany","","","","","4"
"Paid","2015","no migration background","West Germany","","","","","3"
"Paid","2015","no migration background","East Germany","","","","","3"
"Paid","2015","direct migration background","West Germany","","","","","3"
"Paid","2015","indirect migration background","East Germany","","","","","3"
"Paid","2015","direct migration background","East Germany","","","","","3"
"Paid","2015","indirect migration background","West Germany","","","","","3"
"Partly, partly","2015","no migration background","West Germany","","","","","2"
"Partly, partly","2015","no migration background","East Germany","","","","","2"
"Partly, partly","2015","direct migration background","East Germany","","","","","2"
"Partly, partly","2015","direct migration background","West Germany","","","","","2"
"Partly, partly","2015","indirect migration background","West Germany","","","","","2"
"Partly, partly","2015","indirect migration background","East Germany","","","","","2"
"Acclaimed","2016","no migration background","West Germany","","","","","1"
"Acclaimed","2016","direct migration background","West Germany","","","","","1"
"Acclaimed","2016","no migration background","East Germany","","","","","1"
"Acclaimed","2016","direct migration background","East Germany","","","","","1"
"Acclaimed","2016","indirect migration background","West Germany","","","","","1"
"Acclaimed","2016","indirect migration background","East Germany","","","","","1"
"Not paid","2016","no migration background","West Germany","","","","","4"
"Not paid","2016","no migration background","East Germany","","","","","4"
"Not paid","2016","direct migration background","West Germany","","","","","4"
"Not paid","2016","direct migration background","East Germany","","","","","4"
"Not paid","2016","indirect migration background","West Germany","","","","","4"
"Not paid","2016","indirect migration background","East Germany","","","","","4"
"Paid","2016","no migration background","West Germany","","","","","3"
"Paid","2016","no migration background","East Germany","","","","","3"
"Paid","2016","direct migration background","East Germany","","","","","3"
"Paid","2016","indirect migration background","West Germany","","","","","3"
"Paid","2016","direct migration background","West Germany","","","","","3"
"Paid","2016","indirect migration background","East Germany","","","","","3"
"Partly, partly","2016","no migration background","West Germany","","","","","2"
"Partly, partly","2016","no migration background","East Germany","","","","","2"
"Partly, partly","2016","direct migration background","East Germany","","","","","2"
"Partly, partly","2016","direct migration background","West Germany","","","","","2"
"Partly, partly","2016","indirect migration background","West Germany","","","","","2"
"Partly, partly","2016","indirect migration background","East Germany","","","","","2"
"Acclaimed","2017","no migration background","West Germany","","","","","1"
"Acclaimed","2017","direct migration background","West Germany","","","","","1"
"Acclaimed","2017","no migration background","East Germany","","","","","1"
"Acclaimed","2017","direct migration background","East Germany","","","","","1"
"Acclaimed","2017","indirect migration background","West Germany","","","","","1"
"Acclaimed","2017","indirect migration background","East Germany","","","","","1"
"Not paid","2017","no migration background","West Germany","","","","","4"
"Not paid","2017","no migration background","East Germany","","","","","4"
"Not paid","2017","direct migration background","West Germany","","","","","4"
"Not paid","2017","direct migration background","East Germany","","","","","4"
"Not paid","2017","indirect migration background","West Germany","","","","","4"
"Not paid","2017","indirect migration background","East Germany","","","","","4"
"Paid","2017","no migration background","West Germany","","","","","3"
"Paid","2017","no migration background","East Germany","","","","","3"
"Paid","2017","direct migration background","East Germany","","","","","3"
"Paid","2017","direct migration background","West Germany","","","","","3"
"Paid","2017","indirect migration background","East Germany","","","","","3"
"Paid","2017","indirect migration background","West Germany","","","","","3"
"Partly, partly","2017","no migration background","West Germany","","","","","2"
"Partly, partly","2017","no migration background","East Germany","","","","","2"
"Partly, partly","2017","direct migration background","West Germany","","","","","2"
"Partly, partly","2017","direct migration background","East Germany","","","","","2"
"Partly, partly","2017","indirect migration background","West Germany","","","","","2"
"Partly, partly","2017","indirect migration background","East Germany","","","","","2"
"Acclaimed","2018","no migration background","West Germany","3264","0.544326855583787","0.531617735281678","0.557035975885896","1"
"Acclaimed","2018","direct migration background","West Germany","583","0.455733546559591","0.42940917425061","0.482057918868573","1"
"Acclaimed","2018","no migration background","East Germany","1052","0.572749151954486","0.550268168135287","0.595230135773684","1"
"Acclaimed","2018","direct migration background","East Germany","44","0.532068545935185","0.432771315305356","0.631365776565013","1"
"Acclaimed","2018","indirect migration background","West Germany","305","0.514005713762949","0.47411342169953","0.553898005826368","1"
"Acclaimed","2018","indirect migration background","East Germany","22","","","","1"
"Not paid","2018","no migration background","West Germany","822","0.140223990806729","0.131363399285634","0.149084582327824","4"
"Not paid","2018","no migration background","East Germany","200","0.112300973377108","0.0979521512809847","0.126649795473231","4"
"Not paid","2018","direct migration background","West Germany","150","0.116341932987891","0.0993943799077855","0.133289486067996","4"
"Not paid","2018","direct migration background","East Germany","15","","","","4"
"Not paid","2018","indirect migration background","West Germany","85","0.115919470589958","0.0903681387393932","0.141470802440523","4"
"Not paid","2018","indirect migration background","East Germany","8","","","","4"
"Paid","2018","no migration background","West Germany","608","0.0956912590179091","0.0881844841450549","0.103198033890763","3"
"Paid","2018","no migration background","East Germany","186","0.100253859913502","0.0866048180348169","0.113902901792188","3"
"Paid","2018","indirect migration background","East Germany","9","","","","3"
"Paid","2018","direct migration background","West Germany","283","0.17685102183082","0.156684093710161","0.197017949951479","3"
"Paid","2018","direct migration background","East Germany","17","","","","3"
"Paid","2018","indirect migration background","West Germany","90","0.141352948617255","0.113546263911314","0.169159633323196","3"
"Partly, partly","2018","no migration background","West Germany","1205","0.219757894591575","0.209191037662082","0.230324751521069","2"
"Partly, partly","2018","no migration background","East Germany","422","0.214696014754904","0.196035547632396","0.233356481877413","2"
"Partly, partly","2018","direct migration background","West Germany","359","0.251073498621698","0.228153384353216","0.27399361289018","2"
"Partly, partly","2018","direct migration background","East Germany","21","","","","2"
"Partly, partly","2018","indirect migration background","West Germany","123","0.228721867029838","0.195198410766759","0.262245323292917","2"
"Partly, partly","2018","indirect migration background","East Germany","15","","","","2"
