"plb0195_h","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"Paid","2005","(1a) inadequately completed","West Germany","9","","",""
"Paid","2005","(1a) inadequately completed","East Germany","1","","",""
"Paid","2005","(1b) general elementary school","West Germany","57","0.222231339280206","0.167665161811721","0.27679751674869"
"Paid","2005","(1b) general elementary school","East Germany","3","","",""
"Paid","2005","(1c) basic vocational qualification","West Germany","204","0.13749196158564","0.118872349101972","0.156111574069307"
"Paid","2005","(1c) basic vocational qualification","East Germany","23","","",""
"Paid","2005","(2b) intermediate general qualification","West Germany","10","","",""
"Paid","2005","(2b) intermediate general qualification","East Germany","6","","",""
"Paid","2005","(2a) intermediate vocational","West Germany","114","0.0982649363869088","0.0824095245829559","0.114120348190862"
"Paid","2005","(2a) intermediate vocational","East Germany","101","0.150162085258081","0.125361203200666","0.174962967315496"
"Paid","2005","(2c_gen) general maturity certificate","West Germany","22","","",""
"Paid","2005","(2c_gen) general maturity certificate","East Germany","3","","",""
"Paid","2005","(2c_voc) vocational maturity certificate","West Germany","40","0.0854835711187049","0.062689533742129","0.108277608495281"
"Paid","2005","(2c_voc) vocational maturity certificate","East Germany","2","","",""
"Paid","2005","(3a) lower tertiary education","West Germany","15","","",""
"Paid","2005","(3a) lower tertiary education","East Germany","12","","",""
"Paid","2005","(3b) higher tertiary education","West Germany","40","0.0496718367591024","0.0348282080309487","0.0645154654872562"
"Paid","2005","(3b) higher tertiary education","East Germany","9","","",""
"Not paid","2005","(0) in school","West Germany","","","",""
"Not paid","2005","(0) in school","East Germany","","","",""
"Not paid","2005","(1a) inadequately completed","West Germany","4","","",""
"Not paid","2005","(1a) inadequately completed","East Germany","","","",""
"Not paid","2005","(1b) general elementary school","West Germany","31","0.192783253911841","0.14100762366449","0.244558884159191"
"Not paid","2005","(1b) general elementary school","East Germany","2","","",""
"Not paid","2005","(1c) basic vocational qualification","West Germany","139","0.107725807812179","0.0909625102550915","0.124489105369266"
"Not paid","2005","(1c) basic vocational qualification","East Germany","6","","",""
"Not paid","2005","(2b) intermediate general qualification","West Germany","21","","",""
"Not paid","2005","(2b) intermediate general qualification","East Germany","9","","",""
"Not paid","2005","(2a) intermediate vocational","West Germany","209","0.143624801750657","0.124944429750936","0.162305173750379"
"Not paid","2005","(2a) intermediate vocational","East Germany","84","0.0852124689813921","0.0658290393054521","0.104595898657332"
"Not paid","2005","(2c_gen) general maturity certificate","West Germany","29","","",""
"Not paid","2005","(2c_gen) general maturity certificate","East Germany","4","","",""
"Not paid","2005","(2c_voc) vocational maturity certificate","West Germany","100","0.145658330150703","0.116899737464282","0.174416922837125"
"Not paid","2005","(2c_voc) vocational maturity certificate","East Germany","14","","",""
"Not paid","2005","(3a) lower tertiary education","West Germany","138","0.293933799721823","0.252393026242594","0.335474573201053"
"Not paid","2005","(3a) lower tertiary education","East Germany","58","0.218277736931758","0.168354679111941","0.268200794751575"
"Not paid","2005","(3b) higher tertiary education","West Germany","397","0.449583518522455","0.415597594730713","0.483569442314198"
"Not paid","2005","(3b) higher tertiary education","East Germany","121","0.391207683179236","0.33503988994648","0.447375476411992"
"Acclaimed","2006","(0) in school","West Germany","2","","",""
"Acclaimed","2006","(0) in school","East Germany","","","",""
"Acclaimed","2006","(1a) inadequately completed","West Germany","9","","",""
"Acclaimed","2006","(1a) inadequately completed","East Germany","","","",""
"Acclaimed","2006","(1b) general elementary school","West Germany","81","0.389942297516582","0.323176077231915","0.456708517801249"
"Acclaimed","2006","(1b) general elementary school","East Germany","10","","",""
"Acclaimed","2006","(1c) basic vocational qualification","West Germany","748","0.512108030384648","0.486581643594798","0.537634417174497"
"Acclaimed","2006","(1c) basic vocational qualification","East Germany","51","0.357225683605429","0.271845712904932","0.442605654305926"
"Acclaimed","2006","(2b) intermediate general qualification","West Germany","76","0.565714045504961","0.4805094954227","0.650918595587223"
"Acclaimed","2006","(2b) intermediate general qualification","East Germany","29","","",""
"Acclaimed","2006","(2a) intermediate vocational","West Germany","874","0.554423984185408","0.529387862075724","0.579460106295092"
"Acclaimed","2006","(2a) intermediate vocational","East Germany","476","0.520543174724833","0.487346728354077","0.553739621095588"
"Acclaimed","2006","(2c_gen) general maturity certificate","West Germany","59","0.443058287251148","0.361355057621382","0.524761516880914"
"Acclaimed","2006","(2c_gen) general maturity certificate","East Germany","13","","",""
"Acclaimed","2006","(2c_voc) vocational maturity certificate","West Germany","367","0.579247272118012","0.541612193286723","0.6168823509493"
"Acclaimed","2006","(2c_voc) vocational maturity certificate","East Germany","70","0.609361566376491","0.52095588524941","0.697767247503571"
"Acclaimed","2006","(3a) lower tertiary education","West Germany","272","0.484017703604352","0.441310292764987","0.526725114443716"
"Acclaimed","2006","(3a) lower tertiary education","East Germany","172","0.591386672637363","0.534514584669353","0.648258760605373"
"Acclaimed","2006","(3b) higher tertiary education","West Germany","259","0.290979768172458","0.26159735502069","0.320362181324226"
"Acclaimed","2006","(3b) higher tertiary education","East Germany","114","0.34690314827179","0.294002522155814","0.399803774387767"
"Partly, partly","2006","(0) in school","West Germany","1","","",""
"Partly, partly","2006","(0) in school","East Germany","","","",""
"Partly, partly","2006","(1a) inadequately completed","West Germany","1","","",""
"Partly, partly","2006","(1a) inadequately completed","East Germany","","","",""
"Partly, partly","2006","(1b) general elementary school","West Germany","43","0.195346465258789","0.141074143525692","0.249618786991886"
"Partly, partly","2006","(1b) general elementary school","East Germany","2","","",""
"Partly, partly","2006","(1c) basic vocational qualification","West Germany","322","0.212224065546167","0.191343349506944","0.23310478158539"
"Partly, partly","2006","(1c) basic vocational qualification","East Germany","40","0.377593409764992","0.291215100316732","0.463971719213253"
"Partly, partly","2006","(2b) intermediate general qualification","West Germany","24","","",""
"Partly, partly","2006","(2b) intermediate general qualification","East Germany","9","","",""
"Partly, partly","2006","(2a) intermediate vocational","West Germany","280","0.190600756755438","0.170816084480506","0.210385429030371"
"Partly, partly","2006","(2a) intermediate vocational","East Germany","199","0.250084111914348","0.221307623708124","0.278860600120573"
"Partly, partly","2006","(2c_gen) general maturity certificate","West Germany","20","","",""
"Partly, partly","2006","(2c_gen) general maturity certificate","East Germany","3","","",""
"Partly, partly","2006","(2c_voc) vocational maturity certificate","West Germany","111","0.158469061521719","0.130629996337939","0.186308126705499"
"Partly, partly","2006","(2c_voc) vocational maturity certificate","East Germany","21","","",""
"Partly, partly","2006","(3a) lower tertiary education","West Germany","74","0.146270356636658","0.11607128726413","0.176469426009186"
"Partly, partly","2006","(3a) lower tertiary education","East Germany","33","0.129285339973723","0.0904685415872486","0.168102138360197"
"Partly, partly","2006","(3b) higher tertiary education","West Germany","128","0.156692110049609","0.133177195946641","0.180207024152577"
"Partly, partly","2006","(3b) higher tertiary education","East Germany","54","0.18814728150044","0.144710714359392","0.231583848641488"
"Paid","2006","(0) in school","West Germany","4","","",""
"Paid","2006","(0) in school","East Germany","","","",""
"Paid","2006","(1a) inadequately completed","West Germany","11","","",""
"Paid","2006","(1a) inadequately completed","East Germany","1","","",""
"Paid","2006","(1b) general elementary school","West Germany","55","0.300917179413815","0.2381317358771","0.36370262295053"
"Paid","2006","(1b) general elementary school","East Germany","3","","",""
"Paid","2006","(1c) basic vocational qualification","West Germany","239","0.161980794939911","0.143165741058115","0.180795848821707"
"Paid","2006","(1c) basic vocational qualification","East Germany","18","","",""
"Paid","2006","(2b) intermediate general qualification","West Germany","12","","",""
"Paid","2006","(2b) intermediate general qualification","East Germany","5","","",""
"Paid","2006","(2a) intermediate vocational","West Germany","135","0.102676629040135","0.0873870529698653","0.117966205110404"
"Paid","2006","(2a) intermediate vocational","East Germany","83","0.10868466807809","0.0880028699397944","0.129366466216387"
"Paid","2006","(2c_gen) general maturity certificate","West Germany","25","","",""
"Paid","2006","(2c_gen) general maturity certificate","East Germany","3","","",""
"Paid","2006","(2c_voc) vocational maturity certificate","West Germany","53","0.0918291082113986","0.0698139741902959","0.113844242232501"
"Paid","2006","(2c_voc) vocational maturity certificate","East Germany","10","","",""
"Paid","2006","(3a) lower tertiary education","West Germany","22","","",""
"Paid","2006","(3a) lower tertiary education","East Germany","12","","",""
"Paid","2006","(3b) higher tertiary education","West Germany","48","0.0585342579887982","0.0433485840758806","0.0737199319017159"
"Paid","2006","(3b) higher tertiary education","East Germany","14","","",""
"Not paid","2006","(0) in school","West Germany","2","","",""
"Not paid","2006","(0) in school","East Germany","","","",""
"Not paid","2006","(1a) inadequately completed","West Germany","1","","",""
"Not paid","2006","(1a) inadequately completed","East Germany","1","","",""
"Not paid","2006","(1b) general elementary school","West Germany","26","","",""
"Not paid","2006","(1b) general elementary school","East Germany","5","","",""
"Not paid","2006","(1c) basic vocational qualification","West Germany","164","0.113687109129274","0.0974766295970982","0.129897588661451"
