"plb0195_h","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"Paid","2001","(1a) inadequately completed","East Germany","1","","",""
"Paid","2001","(1b) general elementary school","West Germany","122","0.342492500637327","0.292988918416204","0.391996082858449"
"Paid","2001","(1b) general elementary school","East Germany","5","","",""
"Paid","2001","(1c) basic vocational qualification","West Germany","420","0.226686404665316","0.207576514427433","0.2457962949032"
"Paid","2001","(1c) basic vocational qualification","East Germany","49","0.254472405265363","0.191365809229213","0.317579001301513"
"Paid","2001","(2b) intermediate general qualification","West Germany","20","","",""
"Paid","2001","(2b) intermediate general qualification","East Germany","6","","",""
"Paid","2001","(2a) intermediate vocational","West Germany","198","0.138575206616902","0.121002594807237","0.156147818426567"
"Paid","2001","(2a) intermediate vocational","East Germany","151","0.152748209824032","0.1302479952782","0.175248424369863"
"Paid","2001","(2c_gen) general maturity certificate","West Germany","38","0.221707614810114","0.154556825914811","0.288858403705417"
"Paid","2001","(2c_gen) general maturity certificate","East Germany","9","","",""
"Paid","2001","(2c_voc) vocational maturity certificate","West Germany","69","0.110189993340939","0.0846406404093555","0.135739346272522"
"Paid","2001","(2c_voc) vocational maturity certificate","East Germany","5","","",""
"Paid","2001","(3a) lower tertiary education","West Germany","32","0.0849501477150073","0.0596362174431149","0.1102640779869"
"Paid","2001","(3a) lower tertiary education","East Germany","20","","",""
"Paid","2001","(3b) higher tertiary education","West Germany","50","0.0580038485984884","0.0405752672961695","0.0754324299008073"
"Paid","2001","(3b) higher tertiary education","East Germany","11","","",""
"Not paid","2001","(0) in school","West Germany","1","","",""
"Not paid","2001","(0) in school","East Germany","","","",""
"Not paid","2001","(1a) inadequately completed","West Germany","","","",""
"Not paid","2001","(1a) inadequately completed","East Germany","","","",""
"Not paid","2001","(1b) general elementary school","West Germany","34","0.111189142420824","0.07839497539585","0.143983309445799"
"Not paid","2001","(1b) general elementary school","East Germany","4","","",""
"Not paid","2001","(1c) basic vocational qualification","West Germany","155","0.0771940114349671","0.0650121223850345","0.0893759004848996"
"Not paid","2001","(1c) basic vocational qualification","East Germany","10","","",""
"Not paid","2001","(2b) intermediate general qualification","West Germany","16","","",""
"Not paid","2001","(2b) intermediate general qualification","East Germany","6","","",""
"Not paid","2001","(2a) intermediate vocational","West Germany","195","0.129960322201245","0.112857814946014","0.147062829456475"
"Not paid","2001","(2a) intermediate vocational","East Germany","92","0.0953618200118812","0.076991485304315","0.113732154719447"
"Not paid","2001","(2c_gen) general maturity certificate","West Germany","23","","",""
"Not paid","2001","(2c_gen) general maturity certificate","East Germany","10","","",""
"Not paid","2001","(2c_voc) vocational maturity certificate","West Germany","96","0.166450677622508","0.136058024067473","0.196843331177542"
"Not paid","2001","(2c_voc) vocational maturity certificate","East Germany","15","","",""
"Not paid","2001","(3a) lower tertiary education","West Germany","111","0.23047632859446","0.192239726807162","0.268712930381759"
"Not paid","2001","(3a) lower tertiary education","East Germany","72","0.189709754362263","0.14766227230709","0.231757236417436"
"Not paid","2001","(3b) higher tertiary education","West Germany","328","0.460375457632599","0.42321243791348","0.497538477351718"
"Not paid","2001","(3b) higher tertiary education","East Germany","104","0.387617011959416","0.330448226891988","0.444785797026845"
"Acclaimed","2002","(0) in school","West Germany","2","","",""
"Acclaimed","2002","(0) in school","East Germany","1","","",""
"Acclaimed","2002","(1a) inadequately completed","West Germany","16","","",""
"Acclaimed","2002","(1a) inadequately completed","East Germany","2","","",""
"Acclaimed","2002","(1b) general elementary school","West Germany","113","0.407111546516705","0.350172750358062","0.464050342675347"
"Acclaimed","2002","(1b) general elementary school","East Germany","8","","",""
"Acclaimed","2002","(1c) basic vocational qualification","West Germany","734","0.475813996572844","0.451584224399617","0.500043768746072"
"Acclaimed","2002","(1c) basic vocational qualification","East Germany","73","0.460656255602458","0.384601315533643","0.536711195671273"
"Acclaimed","2002","(2b) intermediate general qualification","West Germany","62","0.536246956796433","0.445103608845497","0.627390304747369"
"Acclaimed","2002","(2b) intermediate general qualification","East Germany","29","","",""
"Acclaimed","2002","(2a) intermediate vocational","West Germany","811","0.540978234508991","0.516138332294159","0.565818136723823"
"Acclaimed","2002","(2a) intermediate vocational","East Germany","487","0.515343989870932","0.48332736291893","0.547360616822933"
"Acclaimed","2002","(2c_gen) general maturity certificate","West Germany","66","0.453419644237952","0.371539029561858","0.535300258914046"
"Acclaimed","2002","(2c_gen) general maturity certificate","East Germany","20","","",""
"Acclaimed","2002","(2c_voc) vocational maturity certificate","West Germany","319","0.526342884839616","0.487476882445018","0.565208887234215"
"Acclaimed","2002","(2c_voc) vocational maturity certificate","East Germany","52","0.585310335548465","0.481185682433595","0.689434988663335"
"Acclaimed","2002","(3a) lower tertiary education","West Germany","263","0.478910256026825","0.437535312964975","0.520285199088674"
"Acclaimed","2002","(3a) lower tertiary education","East Germany","169","0.558877778675498","0.504305458313546","0.613450099037449"
"Acclaimed","2002","(3b) higher tertiary education","West Germany","261","0.289067784679715","0.261123920773939","0.317011648585491"
"Acclaimed","2002","(3b) higher tertiary education","East Germany","124","0.421260136976738","0.368227544839638","0.474292729113837"
"Partly, partly","2002","(0) in school","West Germany","3","","",""
"Partly, partly","2002","(0) in school","East Germany","","","",""
"Partly, partly","2002","(1a) inadequately completed","West Germany","5","","",""
"Partly, partly","2002","(1a) inadequately completed","East Germany","","","",""
"Partly, partly","2002","(1b) general elementary school","West Germany","57","0.197911580385485","0.151736059745146","0.244087101025824"
"Partly, partly","2002","(1b) general elementary school","East Germany","6","","",""
"Partly, partly","2002","(1c) basic vocational qualification","West Germany","428","0.25195240261218","0.230889807368408","0.273014997855953"
"Partly, partly","2002","(1c) basic vocational qualification","East Germany","48","0.322041046094181","0.250745330281029","0.393336761907334"
"Partly, partly","2002","(2b) intermediate general qualification","West Germany","22","","",""
"Partly, partly","2002","(2b) intermediate general qualification","East Germany","11","","",""
"Partly, partly","2002","(2a) intermediate vocational","West Germany","334","0.206104602801963","0.185940967508979","0.226268238094948"
"Partly, partly","2002","(2a) intermediate vocational","East Germany","237","0.253177729980727","0.22532090937121","0.281034550590244"
"Partly, partly","2002","(2c_gen) general maturity certificate","West Germany","21","","",""
"Partly, partly","2002","(2c_gen) general maturity certificate","East Germany","6","","",""
"Partly, partly","2002","(2c_voc) vocational maturity certificate","West Germany","129","0.18722363632957","0.156858912690343","0.217588359968796"
"Partly, partly","2002","(2c_voc) vocational maturity certificate","East Germany","17","","",""
"Partly, partly","2002","(3a) lower tertiary education","West Germany","84","0.157929837320673","0.127726125975239","0.188133548666107"
"Partly, partly","2002","(3a) lower tertiary education","East Germany","48","0.136141635024917","0.0984494526710615","0.173833817378773"
"Partly, partly","2002","(3b) higher tertiary education","West Germany","151","0.158302879616584","0.135802241160345","0.180803518072822"
"Partly, partly","2002","(3b) higher tertiary education","East Germany","49","0.128149101224969","0.0922482400512021","0.164049962398737"
"Paid","2002","(0) in school","West Germany","13","","",""
"Paid","2002","(0) in school","East Germany","4","","",""
"Paid","2002","(1a) inadequately completed","West Germany","13","","",""
"Paid","2002","(1a) inadequately completed","East Germany","1","","",""
"Paid","2002","(1b) general elementary school","West Germany","82","0.275949859669854","0.224145717776603","0.327754001563106"
"Paid","2002","(1b) general elementary school","East Germany","3","","",""
"Paid","2002","(1c) basic vocational qualification","West Germany","317","0.186559845052778","0.167659927762018","0.205459762343538"
"Paid","2002","(1c) basic vocational qualification","East Germany","31","0.141402243046146","0.0882368360299414","0.194567650062352"
"Paid","2002","(2b) intermediate general qualification","West Germany","16","","",""
"Paid","2002","(2b) intermediate general qualification","East Germany","4","","",""
"Paid","2002","(2a) intermediate vocational","West Germany","158","0.101842631265183","0.0867666922971441","0.116918570233221"
"Paid","2002","(2a) intermediate vocational","East Germany","123","0.149054247121387","0.126238574226831","0.171869920015943"
"Paid","2002","(2c_gen) general maturity certificate","West Germany","24","","",""
"Paid","2002","(2c_gen) general maturity certificate","East Germany","4","","",""
"Paid","2002","(2c_voc) vocational maturity certificate","West Germany","77","0.136282268326956","0.109576255295074","0.162988281358838"
"Paid","2002","(2c_voc) vocational maturity certificate","East Germany","5","","",""
"Paid","2002","(3a) lower tertiary education","West Germany","31","0.0659562819684492","0.0453989967027555","0.0865135672341429"
"Paid","2002","(3a) lower tertiary education","East Germany","15","","",""
"Paid","2002","(3b) higher tertiary education","West Germany","52","0.0499198372078683","0.0364956123330144","0.0633440620827221"
"Paid","2002","(3b) higher tertiary education","East Germany","13","","",""
"Not paid","2002","(0) in school","West Germany","3","","",""
"Not paid","2002","(0) in school","East Germany","","","",""
"Not paid","2002","(1a) inadequately completed","West Germany","","","",""
"Not paid","2002","(1a) inadequately completed","East Germany","1","","",""
"Not paid","2002","(1b) general elementary school","West Germany","34","0.119027013427956","0.0814978279562975","0.156556198899615"
"Not paid","2002","(1b) general elementary school","East Germany","1","","",""
"Not paid","2002","(1c) basic vocational qualification","West Germany","153","0.0856737557621973","0.072094920810159","0.0992525907142355"
"Not paid","2002","(1c) basic vocational qualification","East Germany","13","","",""
"Not paid","2002","(2b) intermediate general qualification","West Germany","15","","",""
"Not paid","2002","(2b) intermediate general qualification","East Germany","11","","",""
"Not paid","2002","(2a) intermediate vocational","West Germany","243","0.151074531423863","0.133223070824809","0.168925992022917"
"Not paid","2002","(2a) intermediate vocational","East Germany","89","0.0824240330269543","0.0648059719148023","0.100042094139106"
"Not paid","2002","(2c_gen) general maturity certificate","West Germany","31","0.17704712498938","0.114265024514661","0.239829225464099"
"Not paid","2002","(2c_gen) general maturity certificate","East Germany","12","","",""
"Not paid","2002","(2c_voc) vocational maturity certificate","West Germany","109","0.150151210503858","0.122345198171125","0.177957222836591"
"Not paid","2002","(2c_voc) vocational maturity certificate","East Germany","12","","",""
"Not paid","2002","(3a) lower tertiary education","West Germany","182","0.297203624684053","0.25935100991818","0.335056239449925"
"Not paid","2002","(3a) lower tertiary education","East Germany","86","0.253116233605793","0.205327993086681","0.300904474124906"
"Not paid","2002","(3b) higher tertiary education","West Germany","547","0.502709498495833","0.471889249657873","0.533529747333792"
"Not paid","2002","(3b) higher tertiary education","East Germany","147","0.42175126320141","0.368710286007558","0.474792240395263"
"Acclaimed","2003","(0) in school","West Germany","","","",""
"Acclaimed","2003","(0) in school","East Germany","","","",""
"Acclaimed","2003","(1a) inadequately completed","West Germany","14","","",""
"Acclaimed","2003","(1a) inadequately completed","East Germany","2","","",""
"Acclaimed","2003","(1b) general elementary school","West Germany","120","0.464433629357375","0.403099852083584","0.525767406631167"
"Acclaimed","2003","(1b) general elementary school","East Germany","15","","",""
"Acclaimed","2003","(1c) basic vocational qualification","West Germany","733","0.507122767965942","0.482265779155642","0.531979756776243"
"Acclaimed","2003","(1c) basic vocational qualification","East Germany","63","0.538130362438426","0.453719342700607","0.622541382176246"
"Acclaimed","2003","(2b) intermediate general qualification","West Germany","75","0.605478259189974","0.521462421475851","0.689494096904097"
"Acclaimed","2003","(2b) intermediate general qualification","East Germany","27","","",""
"Acclaimed","2003","(2a) intermediate vocational","West Germany","811","0.562299025886169","0.537117520375214","0.587480531397124"
"Acclaimed","2003","(2a) intermediate vocational","East Germany","484","0.558268451438734","0.525606482611287","0.590930420266181"
"Acclaimed","2003","(2c_gen) general maturity certificate","West Germany","56","0.408482802087098","0.329555813460441","0.487409790713756"
"Acclaimed","2003","(2c_gen) general maturity certificate","East Germany","24","","",""
"Acclaimed","2003","(2c_voc) vocational maturity certificate","West Germany","326","0.518489084183384","0.479656847102544","0.557321321264225"
"Acclaimed","2003","(2c_voc) vocational maturity certificate","East Germany","60","0.693132702448405","0.596774152896654","0.789491252000157"
"Acclaimed","2003","(3a) lower tertiary education","West Germany","230","0.486713742487426","0.442682381004653","0.530745103970198"
"Acclaimed","2003","(3a) lower tertiary education","East Germany","171","0.582265169992587","0.526733910129663","0.637796429855511"
"Acclaimed","2003","(3b) higher tertiary education","West Germany","272","0.328480687588304","0.298230590572686","0.358730784603921"
"Acclaimed","2003","(3b) higher tertiary education","East Germany","125","0.445874391458165","0.389627588927434","0.502121193988896"
"Partly, partly","2003","(0) in school","West Germany","","","",""
"Partly, partly","2003","(0) in school","East Germany","","","",""
"Partly, partly","2003","(1a) inadequately completed","West Germany","2","","",""
"Partly, partly","2003","(1a) inadequately completed","East Germany","","","",""
"Partly, partly","2003","(1b) general elementary school","West Germany","48","0.202119269998224","0.152733243921335","0.251505296075113"
"Partly, partly","2003","(1b) general elementary school","East Germany","2","","",""
"Partly, partly","2003","(1c) basic vocational qualification","West Germany","385","0.229374087710706","0.208470705335558","0.250277470085855"
"Partly, partly","2003","(1c) basic vocational qualification","East Germany","32","0.237832170701313","0.165745279207067","0.309919062195559"
"Partly, partly","2003","(2b) intermediate general qualification","West Germany","29","","",""
"Partly, partly","2003","(2b) intermediate general qualification","East Germany","6","","",""
"Partly, partly","2003","(2a) intermediate vocational","West Germany","306","0.184824591300207","0.165122393198667","0.204526789401747"
"Partly, partly","2003","(2a) intermediate vocational","East Germany","203","0.234052258969865","0.206204029010755","0.261900488928974"
"Partly, partly","2003","(2c_gen) general maturity certificate","West Germany","21","","",""
"Partly, partly","2003","(2c_gen) general maturity certificate","East Germany","7","","",""
"Partly, partly","2003","(2c_voc) vocational maturity certificate","West Germany","114","0.199113057498702","0.168077824490053","0.230148290507352"
"Partly, partly","2003","(2c_voc) vocational maturity certificate","East Germany","14","","",""
"Partly, partly","2003","(3a) lower tertiary education","West Germany","90","0.167450806134103","0.13455851957548","0.200343092692725"
"Partly, partly","2003","(3a) lower tertiary education","East Germany","42","0.122176709570803","0.0853023455421485","0.159051073599457"
"Partly, partly","2003","(3b) higher tertiary education","West Germany","126","0.155173880682483","0.131853503276615","0.178494258088352"
"Partly, partly","2003","(3b) higher tertiary education","East Germany","48","0.133756948592231","0.0952387895598475","0.172275107624614"
"Paid","2003","(0) in school","West Germany","3","","",""
"Paid","2003","(0) in school","East Germany","1","","",""
"Paid","2003","(1a) inadequately completed","West Germany","16","","",""
"Paid","2003","(1a) inadequately completed","East Germany","1","","",""
"Paid","2003","(1b) general elementary school","West Germany","67","0.268533444326882","0.21402953406766","0.323037354586104"
"Paid","2003","(1b) general elementary school","East Germany","5","","",""
"Paid","2003","(1c) basic vocational qualification","West Germany","267","0.171506092640011","0.152764477316184","0.190247707963838"
"Paid","2003","(1c) basic vocational qualification","East Germany","30","0.181570272838784","0.116301001741776","0.246839543935791"
"Paid","2003","(2b) intermediate general qualification","West Germany","16","","",""
"Paid","2003","(2b) intermediate general qualification","East Germany","6","","",""
"Paid","2003","(2a) intermediate vocational","West Germany","145","0.107728648801533","0.091991597878498","0.123465699724568"
"Paid","2003","(2a) intermediate vocational","East Germany","108","0.128690834029014","0.106666562268064","0.150715105789964"
"Paid","2003","(2c_gen) general maturity certificate","West Germany","35","0.22223159259181","0.155476714785427","0.288986470398194"
"Paid","2003","(2c_gen) general maturity certificate","East Germany","4","","",""
"Paid","2003","(2c_voc) vocational maturity certificate","West Germany","68","0.114586278601247","0.0898315046575708","0.139341052544922"
"Paid","2003","(2c_voc) vocational maturity certificate","East Germany","2","","",""
"Paid","2003","(3a) lower tertiary education","West Germany","31","0.0926114053582478","0.0670741401389475","0.118148670577548"
"Paid","2003","(3a) lower tertiary education","East Germany","14","","",""
"Paid","2003","(3b) higher tertiary education","West Germany","55","0.0617365188115589","0.0462349349998201","0.0772381026232978"
"Paid","2003","(3b) higher tertiary education","East Germany","16","","",""
"Not paid","2003","(0) in school","West Germany","","","",""
"Not paid","2003","(0) in school","East Germany","","","",""
"Not paid","2003","(1a) inadequately completed","West Germany","3","","",""
"Not paid","2003","(1a) inadequately completed","East Germany","","","",""
"Not paid","2003","(1b) general elementary school","West Germany","19","","",""
"Not paid","2003","(1b) general elementary school","East Germany","2","","",""
"Not paid","2003","(1c) basic vocational qualification","West Germany","169","0.0919970516833403","0.0776271708114074","0.106366932555273"
"Not paid","2003","(1c) basic vocational qualification","East Germany","9","","",""
"Not paid","2003","(2b) intermediate general qualification","West Germany","10","","",""
"Not paid","2003","(2b) intermediate general qualification","East Germany","11","","",""
"Not paid","2003","(2a) intermediate vocational","West Germany","229","0.145147734012091","0.12726804613957","0.163027421884611"
"Not paid","2003","(2a) intermediate vocational","East Germany","93","0.0789884555623871","0.0612483599484639","0.0967285511763102"
"Not paid","2003","(2c_gen) general maturity certificate","West Germany","37","0.257534278273902","0.187322385316073","0.327746171231731"
"Not paid","2003","(2c_gen) general maturity certificate","East Germany","10","","",""
"Not paid","2003","(2c_voc) vocational maturity certificate","West Germany","128","0.167811579716667","0.138768589386757","0.196854570046576"
"Not paid","2003","(2c_voc) vocational maturity certificate","East Germany","12","","",""
"Not paid","2003","(3a) lower tertiary education","West Germany","144","0.253224046020224","0.214915724299802","0.291532367740646"
"Not paid","2003","(3a) lower tertiary education","East Germany","76","0.241108880299581","0.192944817352791","0.289272943246372"
"Not paid","2003","(3b) higher tertiary education","West Germany","473","0.454608912917654","0.422537684946534","0.486680140888774"
"Not paid","2003","(3b) higher tertiary education","East Germany","111","0.377031767405036","0.322190259677147","0.431873275132925"
"Acclaimed","2004","(0) in school","West Germany","2","","",""
"Acclaimed","2004","(0) in school","East Germany","","","",""
"Acclaimed","2004","(1a) inadequately completed","West Germany","10","","",""
"Acclaimed","2004","(1a) inadequately completed","East Germany","1","","",""
"Acclaimed","2004","(1b) general elementary school","West Germany","99","0.390843263559696","0.331071791819548","0.450614735299843"
"Acclaimed","2004","(1b) general elementary school","East Germany","8","","",""
"Acclaimed","2004","(1c) basic vocational qualification","West Germany","680","0.510316321755209","0.484177411799947","0.536455231710471"
"Acclaimed","2004","(1c) basic vocational qualification","East Germany","66","0.406007106662292","0.327155163708502","0.484859049616081"
"Acclaimed","2004","(2b) intermediate general qualification","West Germany","74","0.490547904317358","0.403944394125513","0.577151414509204"
"Acclaimed","2004","(2b) intermediate general qualification","East Germany","22","","",""
"Acclaimed","2004","(2a) intermediate vocational","West Germany","779","0.554443340687619","0.528931054127848","0.57995562724739"
"Acclaimed","2004","(2a) intermediate vocational","East Germany","455","0.538714712541051","0.505397927620209","0.572031497461893"
"Acclaimed","2004","(2c_gen) general maturity certificate","West Germany","59","0.473222805337031","0.391390198201259","0.555055412472803"
"Acclaimed","2004","(2c_gen) general maturity certificate","East Germany","19","","",""
"Acclaimed","2004","(2c_voc) vocational maturity certificate","West Germany","332","0.566252159213483","0.526859082676215","0.605645235750752"
"Acclaimed","2004","(2c_voc) vocational maturity certificate","East Germany","65","0.671719166116762","0.57826926246837","0.765169069765154"
"Acclaimed","2004","(3a) lower tertiary education","West Germany","239","0.452468192598391","0.408796852155241","0.496139533041541"
"Acclaimed","2004","(3a) lower tertiary education","East Germany","174","0.614044423376716","0.558302386175339","0.669786460578094"
"Acclaimed","2004","(3b) higher tertiary education","West Germany","264","0.298227893917719","0.268356335728676","0.328099452106762"
"Acclaimed","2004","(3b) higher tertiary education","East Germany","115","0.415117787566031","0.359452466080799","0.470783109051263"
"Partly, partly","2004","(0) in school","West Germany","","","",""
"Partly, partly","2004","(0) in school","East Germany","","","",""
"Partly, partly","2004","(1a) inadequately completed","West Germany","5","","",""
"Partly, partly","2004","(1a) inadequately completed","East Germany","","","",""
"Partly, partly","2004","(1b) general elementary school","West Germany","53","0.21486399407381","0.164550743359656","0.265177244787964"
"Partly, partly","2004","(1b) general elementary school","East Germany","2","","",""
"Partly, partly","2004","(1c) basic vocational qualification","West Germany","322","0.212036934783767","0.190663780631469","0.233410088936066"
"Partly, partly","2004","(1c) basic vocational qualification","East Germany","46","0.366136883924802","0.288784369047775","0.443489398801829"
"Partly, partly","2004","(2b) intermediate general qualification","West Germany","27","","",""
"Partly, partly","2004","(2b) intermediate general qualification","East Germany","13","","",""
"Partly, partly","2004","(2a) intermediate vocational","West Germany","280","0.175198313499146","0.155685986757908","0.194710640240384"
"Partly, partly","2004","(2a) intermediate vocational","East Germany","214","0.249832017718829","0.220898437566441","0.278765597871218"
"Partly, partly","2004","(2c_gen) general maturity certificate","West Germany","15","","",""
"Partly, partly","2004","(2c_gen) general maturity certificate","East Germany","6","","",""
"Partly, partly","2004","(2c_voc) vocational maturity certificate","West Germany","110","0.196366966559738","0.164790799791061","0.227943133328415"
"Partly, partly","2004","(2c_voc) vocational maturity certificate","East Germany","16","","",""
"Partly, partly","2004","(3a) lower tertiary education","West Germany","69","0.13583526331395","0.105774337425767","0.165896189202134"
"Partly, partly","2004","(3a) lower tertiary education","East Germany","39","0.120951392029003","0.083615531836936","0.15828725222107"
"Partly, partly","2004","(3b) higher tertiary education","West Germany","114","0.142778676766802","0.119935113179026","0.165622240354578"
"Partly, partly","2004","(3b) higher tertiary education","East Germany","47","0.152658408859339","0.112027693294793","0.193289124423885"
"Paid","2004","(0) in school","West Germany","4","","",""
"Paid","2004","(0) in school","East Germany","1","","",""
"Paid","2004","(1a) inadequately completed","West Germany","12","","",""
"Paid","2004","(1a) inadequately completed","East Germany","1","","",""
"Paid","2004","(1b) general elementary school","West Germany","64","0.237986076091234","0.185820340458712","0.290151811723756"
"Paid","2004","(1b) general elementary school","East Germany","2","","",""
"Paid","2004","(1c) basic vocational qualification","West Germany","239","0.167046672320559","0.14754197671577","0.186551367925347"
"Paid","2004","(1c) basic vocational qualification","East Germany","32","0.185132930844616","0.122768038257684","0.247497823431549"
"Paid","2004","(2b) intermediate general qualification","West Germany","10","","",""
"Paid","2004","(2b) intermediate general qualification","East Germany","2","","",""
"Paid","2004","(2a) intermediate vocational","West Germany","138","0.103195686971119","0.0875804368012123","0.118810937141025"
"Paid","2004","(2a) intermediate vocational","East Germany","104","0.118080280899227","0.0965126679642982","0.139647893834156"
"Paid","2004","(2c_gen) general maturity certificate","West Germany","31","0.179440303961045","0.116548339371659","0.242332268550432"
"Paid","2004","(2c_gen) general maturity certificate","East Germany","6","","",""
"Paid","2004","(2c_voc) vocational maturity certificate","West Germany","55","0.0869820884235748","0.0645819415682807","0.109382235278869"
"Paid","2004","(2c_voc) vocational maturity certificate","East Germany","3","","",""
"Paid","2004","(3a) lower tertiary education","West Germany","25","","",""
"Paid","2004","(3a) lower tertiary education","East Germany","9","","",""
"Paid","2004","(3b) higher tertiary education","West Germany","44","0.0639003813327082","0.0479306189354451","0.0798701437299714"
"Paid","2004","(3b) higher tertiary education","East Germany","16","","",""
"Not paid","2004","(0) in school","West Germany","","","",""
"Not paid","2004","(0) in school","East Germany","","","",""
"Not paid","2004","(1a) inadequately completed","West Germany","1","","",""
"Not paid","2004","(1a) inadequately completed","East Germany","","","",""
"Not paid","2004","(1b) general elementary school","West Germany","40","0.15630666627526","0.111822119781114","0.200791212769406"
"Not paid","2004","(1b) general elementary school","East Germany","1","","",""
"Not paid","2004","(1c) basic vocational qualification","West Germany","164","0.110600071140465","0.0942003608057745","0.126999781475156"
"Not paid","2004","(1c) basic vocational qualification","East Germany","5","","",""
"Not paid","2004","(2b) intermediate general qualification","West Germany","17","","",""
"Not paid","2004","(2b) intermediate general qualification","East Germany","9","","",""
"Not paid","2004","(2a) intermediate vocational","West Germany","261","0.167162658842116","0.14801044162576","0.186314876058472"
"Not paid","2004","(2a) intermediate vocational","East Germany","87","0.0933729888408924","0.0739272780364282","0.112818699645357"
"Not paid","2004","(2c_gen) general maturity certificate","West Germany","38","0.216785040361337","0.149249059129751","0.284321021592922"
"Not paid","2004","(2c_gen) general maturity certificate","East Germany","7","","",""
"Not paid","2004","(2c_voc) vocational maturity certificate","West Germany","111","0.150398785803204","0.121985201087769","0.178812370518638"
"Not paid","2004","(2c_voc) vocational maturity certificate","East Germany","13","","",""
"Not paid","2004","(3a) lower tertiary education","West Germany","166","0.311111963087522","0.27049284449343","0.351731081681614"
"Not paid","2004","(3a) lower tertiary education","East Germany","71","0.222604299676535","0.174971937194744","0.270236662158325"
"Not paid","2004","(3b) higher tertiary education","West Germany","479","0.495093047982771","0.462446686522634","0.527739409442908"
"Not paid","2004","(3b) higher tertiary education","East Germany","123","0.379920243354628","0.325088148633273","0.434752338075983"
"Acclaimed","2005","(0) in school","West Germany","2","","",""
"Acclaimed","2005","(0) in school","East Germany","","","",""
"Acclaimed","2005","(1a) inadequately completed","West Germany","11","","",""
"Acclaimed","2005","(1a) inadequately completed","East Germany","1","","",""
"Acclaimed","2005","(1b) general elementary school","West Germany","89","0.365165880937158","0.301972602673247","0.428359159201068"
"Acclaimed","2005","(1b) general elementary school","East Germany","12","","",""
"Acclaimed","2005","(1c) basic vocational qualification","West Germany","665","0.52558816587984","0.498588962247785","0.552587369511895"
"Acclaimed","2005","(1c) basic vocational qualification","East Germany","56","0.576095276739549","0.486166148902024","0.666024404577074"
"Acclaimed","2005","(2b) intermediate general qualification","West Germany","71","0.477967391805907","0.391092519191887","0.564842264419927"
"Acclaimed","2005","(2b) intermediate general qualification","East Germany","24","","",""
"Acclaimed","2005","(2a) intermediate vocational","West Germany","765","0.557370075468798","0.530913662029112","0.583826488908483"
"Acclaimed","2005","(2a) intermediate vocational","East Germany","425","0.54009692480171","0.505495981458317","0.574697868145103"
"Acclaimed","2005","(2c_gen) general maturity certificate","West Germany","52","0.419636155040668","0.335127913023902","0.504144397057433"
"Acclaimed","2005","(2c_gen) general maturity certificate","East Germany","13","","",""
"Acclaimed","2005","(2c_voc) vocational maturity certificate","West Germany","328","0.56901516007199","0.528643455418572","0.609386864725409"
"Acclaimed","2005","(2c_voc) vocational maturity certificate","East Germany","71","0.710576162046436","0.624649356158873","0.796502967934"
"Acclaimed","2005","(3a) lower tertiary education","West Germany","245","0.516131696805981","0.470562543894708","0.561700849717254"
"Acclaimed","2005","(3a) lower tertiary education","East Germany","162","0.587185496377134","0.527682977568112","0.646688015186155"
"Acclaimed","2005","(3b) higher tertiary education","West Germany","257","0.316792825647289","0.285008569548812","0.348577081745765"
"Acclaimed","2005","(3b) higher tertiary education","East Germany","106","0.386194603535575","0.330158549720552","0.442230657350598"
"Partly, partly","2005","(0) in school","West Germany","1","","",""
"Partly, partly","2005","(0) in school","East Germany","","","",""
"Partly, partly","2005","(1a) inadequately completed","West Germany","6","","",""
"Partly, partly","2005","(1a) inadequately completed","East Germany","1","","",""
"Partly, partly","2005","(1b) general elementary school","West Germany","46","0.219819525870796","0.165466174007479","0.274172877734113"
"Partly, partly","2005","(1b) general elementary school","East Germany","2","","",""
"Partly, partly","2005","(1c) basic vocational qualification","West Germany","306","0.229194064722342","0.206467980236196","0.251920149208488"
"Partly, partly","2005","(1c) basic vocational qualification","East Germany","31","0.268526753213734","0.1878753180081","0.349178188419368"
"Partly, partly","2005","(2b) intermediate general qualification","West Germany","25","","",""
"Partly, partly","2005","(2b) intermediate general qualification","East Germany","11","","",""
"Partly, partly","2005","(2a) intermediate vocational","West Germany","266","0.200740186393637","0.179404829645696","0.222075543141578"
"Partly, partly","2005","(2a) intermediate vocational","East Germany","187","0.224528520958817","0.195559247531767","0.253497794385867"
"Partly, partly","2005","(2c_gen) general maturity certificate","West Germany","28","","",""
"Partly, partly","2005","(2c_gen) general maturity certificate","East Germany","9","","",""
"Partly, partly","2005","(2c_voc) vocational maturity certificate","West Germany","110","0.199842938658602","0.167243044010849","0.232442833306354"
"Partly, partly","2005","(2c_voc) vocational maturity certificate","East Germany","20","","",""
"Partly, partly","2005","(3a) lower tertiary education","West Germany","64","0.138823689693565","0.107295071885549","0.170352307501581"
"Partly, partly","2005","(3a) lower tertiary education","East Germany","31","0.126334350594382","0.0861826843028662","0.166486016885898"
"Partly, partly","2005","(3b) higher tertiary education","West Germany","129","0.183951819071154","0.157481564541754","0.210422073600553"
"Partly, partly","2005","(3b) higher tertiary education","East Germany","54","0.194143076732429","0.148619223268986","0.239666930195872"
"Paid","2005","(0) in school","West Germany","3","","",""
"Paid","2005","(0) in school","East Germany","1","","",""
