"plb0195_h","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence"
"Acclaimed","2000","Baden-Württemberg","Not Employed","4","","",""
"Acclaimed","2000","Baden-Württemberg","Employed","462","0.472052256596712","0.441430808272878","0.502673704920545"
"Acclaimed","2000","Bavaria","Not Employed","4","","",""
"Acclaimed","2000","Bavaria","Employed","623","0.522345935518939","0.493966061778075","0.550725809259803"
"Acclaimed","2000","Berlin","Not Employed","2","","",""
"Acclaimed","2000","Berlin","Employed","127","0.454210749908788","0.395363938310556","0.513057561507019"
"Acclaimed","2000","Brandenburg","Not Employed","1","","",""
"Acclaimed","2000","Brandenburg","Employed","162","0.435647534122603","0.383922166984482","0.487372901260725"
"Acclaimed","2000","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Acclaimed","2000","Mecklenburg-Western Pomerania","Employed","111","0.600423244889072","0.532876991823003","0.667969497955141"
"Acclaimed","2000","Saxony","Not Employed","2","","",""
"Acclaimed","2000","Saxony","Employed","303","0.474438204920763","0.435227397222045","0.513649012619482"
"Acclaimed","2000","Saxony-Anhalt","Not Employed","1","","",""
"Acclaimed","2000","Saxony-Anhalt","Employed","172","0.459856793440526","0.408936611801726","0.510776975079326"
"Acclaimed","2000","Thuringia","Not Employed","4","","",""
"Acclaimed","2000","Thuringia","Employed","199","0.50616440632292","0.456734611090204","0.555594201555637"
"Partly, partly","2000","Schleswig-Holstein","Not Employed","","","",""
"Partly, partly","2000","Schleswig-Holstein","Employed","58","0.255550332686705","0.198045035846782","0.313055629526628"
"Partly, partly","2000","Hamburg","Not Employed","1","","",""
"Partly, partly","2000","Hamburg","Employed","27","","",""
"Partly, partly","2000","Lower Saxony","Not Employed","3","","",""
"Partly, partly","2000","Lower Saxony","Employed","175","0.258249695495909","0.226779281231659","0.28972010976016"
"Partly, partly","2000","Bremen","Not Employed","","","",""
"Partly, partly","2000","Bremen","Employed","16","","",""
"Partly, partly","2000","North Rhine-Westphalia","Not Employed","4","","",""
"Partly, partly","2000","North Rhine-Westphalia","Employed","295","0.160845449843389","0.14313469665265","0.178556203034128"
"Partly, partly","2000","Hesse","Not Employed","2","","",""
"Partly, partly","2000","Hesse","Employed","119","0.195004824372014","0.16210149763175","0.227908151112279"
"Partly, partly","2000","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Partly, partly","2000","Rhineland-Palatinate,Saarland","Employed","103","0.246303679744652","0.205907432642422","0.286699926846882"
"Partly, partly","2000","Baden-Württemberg","Not Employed","","","",""
"Partly, partly","2000","Baden-Württemberg","Employed","210","0.199093818098873","0.174600087853867","0.223587548343878"
"Partly, partly","2000","Bavaria","Not Employed","4","","",""
"Partly, partly","2000","Bavaria","Employed","231","0.192948617754307","0.170528079270746","0.215369156237867"
"Partly, partly","2000","Berlin","Not Employed","","","",""
"Partly, partly","2000","Berlin","Employed","53","0.199036783939057","0.151846270471648","0.246227297406466"
"Partly, partly","2000","Brandenburg","Not Employed","1","","",""
"Partly, partly","2000","Brandenburg","Employed","79","0.223051124758998","0.179624190799719","0.266478058718277"
"Partly, partly","2000","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Partly, partly","2000","Mecklenburg-Western Pomerania","Employed","38","0.172507025767178","0.120404598310485","0.224609453223871"
"Partly, partly","2000","Saxony","Not Employed","1","","",""
"Partly, partly","2000","Saxony","Employed","135","0.25172550164668","0.217645614542162","0.285805388751198"
"Partly, partly","2000","Saxony-Anhalt","Not Employed","1","","",""
"Partly, partly","2000","Saxony-Anhalt","Employed","69","0.210014095110979","0.168398311689927","0.251629878532032"
"Partly, partly","2000","Thuringia","Not Employed","2","","",""
"Partly, partly","2000","Thuringia","Employed","75","0.191787719826133","0.152863050106502","0.230712389545764"
"Paid","2000","Schleswig-Holstein","Not Employed","1","","",""
"Paid","2000","Schleswig-Holstein","Employed","23","","",""
"Paid","2000","Hamburg","Not Employed","","","",""
"Paid","2000","Hamburg","Employed","9","","",""
"Paid","2000","Lower Saxony","Not Employed","","","",""
"Paid","2000","Lower Saxony","Employed","125","0.169068958546681","0.142118378637206","0.196019538456157"
"Paid","2000","Bremen","Not Employed","","","",""
"Paid","2000","Bremen","Employed","11","","",""
"Paid","2000","North Rhine-Westphalia","Not Employed","5","","",""
"Paid","2000","North Rhine-Westphalia","Employed","366","0.222044861260933","0.202008940540202","0.242080781981665"
"Paid","2000","Hesse","Not Employed","3","","",""
"Paid","2000","Hesse","Employed","70","0.119345997514304","0.0924227725903563","0.146269222438252"
"Paid","2000","Rhineland-Palatinate,Saarland","Not Employed","2","","",""
"Paid","2000","Rhineland-Palatinate,Saarland","Employed","73","0.164815016644079","0.130029608738225","0.199600424549932"
"Paid","2000","Baden-Württemberg","Not Employed","","","",""
"Paid","2000","Baden-Württemberg","Employed","186","0.172872090803392","0.149677645015898","0.196066536590886"
"Paid","2000","Bavaria","Not Employed","2","","",""
"Paid","2000","Bavaria","Employed","133","0.103935568375304","0.0865964773155813","0.121274659435026"
"Paid","2000","Berlin","Not Employed","","","",""
"Paid","2000","Berlin","Employed","41","0.157329863291499","0.114295426020978","0.200364300562021"
"Paid","2000","Brandenburg","Not Employed","","","",""
"Paid","2000","Brandenburg","Employed","53","0.187921437834608","0.147169531954894","0.228673343714321"
"Paid","2000","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Paid","2000","Mecklenburg-Western Pomerania","Employed","25","","",""
"Paid","2000","Saxony","Not Employed","2","","",""
"Paid","2000","Saxony","Employed","65","0.0949632632583381","0.0719427508213145","0.117983775695362"
"Paid","2000","Saxony-Anhalt","Not Employed","","","",""
"Paid","2000","Saxony-Anhalt","Employed","54","0.143753911886133","0.107908521240405","0.179599302531861"
"Paid","2000","Thuringia","Not Employed","","","",""
"Paid","2000","Thuringia","Employed","59","0.1424635722736","0.107907050748302","0.177020093798898"
"Not paid","2000","Schleswig-Holstein","Not Employed","","","",""
"Not paid","2000","Schleswig-Holstein","Employed","36","0.136959792186117","0.0916320577215768","0.182287526650657"
"Not paid","2000","Hamburg","Not Employed","","","",""
"Not paid","2000","Hamburg","Employed","20","","",""
"Not paid","2000","Lower Saxony","Not Employed","1","","",""
"Not paid","2000","Lower Saxony","Employed","91","0.111445144446684","0.0888181754343192","0.134072113459048"
"Not paid","2000","Bremen","Not Employed","","","",""
"Not paid","2000","Bremen","Employed","9","","",""
"Not paid","2000","North Rhine-Westphalia","Not Employed","2","","",""
"Not paid","2000","North Rhine-Westphalia","Employed","287","0.181613947479479","0.163028827336405","0.200199067622552"
"Not paid","2000","Hesse","Not Employed","","","",""
"Not paid","2000","Hesse","Employed","98","0.16859844331929","0.13750615471057","0.199690731928009"
"Not paid","2000","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Not paid","2000","Rhineland-Palatinate,Saarland","Employed","67","0.160681972070882","0.126250608286085","0.195113335855678"
"Not paid","2000","Baden-Württemberg","Not Employed","1","","",""
"Not paid","2000","Baden-Württemberg","Employed","163","0.155981834501024","0.133725782426581","0.178237886575466"
"Not paid","2000","Bavaria","Not Employed","2","","",""
"Not paid","2000","Bavaria","Employed","203","0.18076987835145","0.15890532553989","0.20263443116301"
"Not paid","2000","Berlin","Not Employed","","","",""
"Not paid","2000","Berlin","Employed","54","0.189422602860656","0.143110458666422","0.23573474705489"
"Not paid","2000","Brandenburg","Not Employed","","","",""
"Not paid","2000","Brandenburg","Employed","59","0.153379903283791","0.115788437972295","0.190971368595287"
"Not paid","2000","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Not paid","2000","Mecklenburg-Western Pomerania","Employed","28","","",""
"Not paid","2000","Saxony","Not Employed","1","","",""
"Not paid","2000","Saxony","Employed","120","0.178873030174218","0.148778909498922","0.208967150849514"
"Not paid","2000","Saxony-Anhalt","Not Employed","1","","",""
"Not paid","2000","Saxony-Anhalt","Employed","73","0.186375199562362","0.146589194693793","0.22616120443093"
"Not paid","2000","Thuringia","Not Employed","","","",""
"Not paid","2000","Thuringia","Employed","60","0.159584301577347","0.12337718189791","0.195791421256783"
"Acclaimed","2001","Schleswig-Holstein","Not Employed","","","",""
"Acclaimed","2001","Schleswig-Holstein","Employed","86","0.418221257167206","0.352287042600831","0.484155471733581"
"Acclaimed","2001","Hamburg","Not Employed","2","","",""
"Acclaimed","2001","Hamburg","Employed","58","0.642378117547085","0.5474833066225","0.737272928471671"
"Acclaimed","2001","Lower Saxony","Not Employed","","","",""
"Acclaimed","2001","Lower Saxony","Employed","321","0.468775872105238","0.431157823402254","0.506393920808222"
"Acclaimed","2001","Bremen","Not Employed","","","",""
"Acclaimed","2001","Bremen","Employed","23","","",""
"Acclaimed","2001","North Rhine-Westphalia","Not Employed","5","","",""
"Acclaimed","2001","North Rhine-Westphalia","Employed","636","0.409365938691372","0.384965317184778","0.433766560197967"
"Acclaimed","2001","Hesse","Not Employed","2","","",""
"Acclaimed","2001","Hesse","Employed","243","0.455432842806919","0.412833162981231","0.498032522632608"
"Acclaimed","2001","Rhineland-Palatinate,Saarland","Not Employed","1","","",""
"Acclaimed","2001","Rhineland-Palatinate,Saarland","Employed","175","0.412900379317053","0.36500830860666","0.460792450027445"
"Acclaimed","2001","Baden-Württemberg","Not Employed","4","","",""
"Acclaimed","2001","Baden-Württemberg","Employed","376","0.438398108272421","0.40647371004065","0.470322506504191"
"Acclaimed","2001","Bavaria","Not Employed","3","","",""
"Acclaimed","2001","Bavaria","Employed","549","0.516402391030885","0.486816884537833","0.545987897523936"
"Acclaimed","2001","Berlin","Not Employed","3","","",""
"Acclaimed","2001","Berlin","Employed","136","0.435911792802303","0.379421340132429","0.492402245472177"
"Acclaimed","2001","Brandenburg","Not Employed","","","",""
"Acclaimed","2001","Brandenburg","Employed","163","0.483768431710673","0.429932140202215","0.537604723219132"
"Acclaimed","2001","Mecklenburg-Western Pomerania","Not Employed","1","","",""
"Acclaimed","2001","Mecklenburg-Western Pomerania","Employed","100","0.536495083676344","0.467727707825891","0.605262459526797"
"Acclaimed","2001","Saxony","Not Employed","5","","",""
"Acclaimed","2001","Saxony","Employed","280","0.464116953853104","0.423909823690945","0.504324084015264"
"Acclaimed","2001","Saxony-Anhalt","Not Employed","2","","",""
"Acclaimed","2001","Saxony-Anhalt","Employed","165","0.476474712505059","0.423619260478533","0.529330164531585"
"Acclaimed","2001","Thuringia","Not Employed","1","","",""
"Acclaimed","2001","Thuringia","Employed","186","0.514334743153248","0.462777944913724","0.565891541392773"
"Partly, partly","2001","Schleswig-Holstein","Not Employed","","","",""
"Partly, partly","2001","Schleswig-Holstein","Employed","58","0.292361471183157","0.231562719026547","0.353160223339767"
"Partly, partly","2001","Hamburg","Not Employed","","","",""
"Partly, partly","2001","Hamburg","Employed","17","","",""
"Partly, partly","2001","Lower Saxony","Not Employed","","","",""
"Partly, partly","2001","Lower Saxony","Employed","162","0.235867290661366","0.203864120734863","0.267870460587868"
"Partly, partly","2001","Bremen","Not Employed","","","",""
"Partly, partly","2001","Bremen","Employed","16","","",""
"Partly, partly","2001","North Rhine-Westphalia","Not Employed","","","",""
"Partly, partly","2001","North Rhine-Westphalia","Employed","318","0.202308090521669","0.182373376443451","0.222242804599886"
"Partly, partly","2001","Hesse","Not Employed","1","","",""
"Partly, partly","2001","Hesse","Employed","114","0.196617796033169","0.162620767890221","0.230614824176116"
"Partly, partly","2001","Rhineland-Palatinate,Saarland","Not Employed","2","","",""
"Partly, partly","2001","Rhineland-Palatinate,Saarland","Employed","94","0.242356853333629","0.200675186647016","0.284038520020242"
"Partly, partly","2001","Baden-Württemberg","Not Employed","1","","",""
"Partly, partly","2001","Baden-Württemberg","Employed","220","0.216833511963851","0.190320177363777","0.243346846563925"
"Partly, partly","2001","Bavaria","Not Employed","2","","",""
"Partly, partly","2001","Bavaria","Employed","222","0.194409712001388","0.170980434120631","0.217838989882145"
"Partly, partly","2001","Berlin","Not Employed","1","","",""
"Partly, partly","2001","Berlin","Employed","79","0.311898536747804","0.259122697914431","0.364674375581176"
"Partly, partly","2001","Brandenburg","Not Employed","1","","",""
"Partly, partly","2001","Brandenburg","Employed","69","0.194226891613","0.151608686161259","0.236845097064742"
"Partly, partly","2001","Mecklenburg-Western Pomerania","Not Employed","1","","",""
"Partly, partly","2001","Mecklenburg-Western Pomerania","Employed","49","0.19688987158106","0.142053129403287","0.251726613758833"
"Partly, partly","2001","Saxony","Not Employed","2","","",""
"Partly, partly","2001","Saxony","Employed","142","0.265245427176088","0.229653668171195","0.300837186180981"
"Partly, partly","2001","Saxony-Anhalt","Not Employed","","","",""
"Partly, partly","2001","Saxony-Anhalt","Employed","64","0.169603795037589","0.129888161774496","0.209319428300681"
"Partly, partly","2001","Thuringia","Not Employed","1","","",""
"Partly, partly","2001","Thuringia","Employed","72","0.20083114675081","0.159504582710791","0.242157710790829"
"Paid","2001","Schleswig-Holstein","Not Employed","","","",""
"Paid","2001","Schleswig-Holstein","Employed","28","","",""
"Paid","2001","Hamburg","Not Employed","","","",""
"Paid","2001","Hamburg","Employed","7","","",""
"Paid","2001","Lower Saxony","Not Employed","","","",""
"Paid","2001","Lower Saxony","Employed","110","0.18978766571394","0.160227411788822","0.219347919639058"
"Paid","2001","Bremen","Not Employed","","","",""
"Paid","2001","Bremen","Employed","10","","",""
"Paid","2001","North Rhine-Westphalia","Not Employed","","","",""
"Paid","2001","North Rhine-Westphalia","Employed","337","0.213800343930013","0.19345540379205","0.234145284067977"
"Paid","2001","Hesse","Not Employed","","","",""
"Paid","2001","Hesse","Employed","78","0.141280549833683","0.111486106377163","0.171074993290203"
"Paid","2001","Rhineland-Palatinate,Saarland","Not Employed","4","","",""
"Paid","2001","Rhineland-Palatinate,Saarland","Employed","81","0.204252258467198","0.165036897652455","0.24346761928194"
"Paid","2001","Baden-Württemberg","Not Employed","2","","",""
"Paid","2001","Baden-Württemberg","Employed","161","0.161477131477683","0.137802290447067","0.185151972508299"
"Paid","2001","Bavaria","Not Employed","","","",""
"Paid","2001","Bavaria","Employed","140","0.121003515266618","0.101695600336996","0.140311430196239"
"Paid","2001","Berlin","Not Employed","","","",""
"Paid","2001","Berlin","Employed","35","0.114491682084293","0.0782185108556809","0.150764853312906"
"Paid","2001","Brandenburg","Not Employed","1","","",""
"Paid","2001","Brandenburg","Employed","49","0.170040349461562","0.129569848703198","0.210510850219927"
"Paid","2001","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Paid","2001","Mecklenburg-Western Pomerania","Employed","22","","",""
"Paid","2001","Saxony","Not Employed","","","",""
"Paid","2001","Saxony","Employed","67","0.104262993739919","0.0796247524294132","0.128901235050426"
"Paid","2001","Saxony-Anhalt","Not Employed","2","","",""
"Paid","2001","Saxony-Anhalt","Employed","49","0.16802125381075","0.128453694908738","0.207588812712762"
"Paid","2001","Thuringia","Not Employed","2","","",""
"Paid","2001","Thuringia","Employed","52","0.145907358322976","0.109491917008755","0.182322799637197"
"Not paid","2001","Schleswig-Holstein","Not Employed","","","",""
"Not paid","2001","Schleswig-Holstein","Employed","43","0.169033905884014","0.118937401103315","0.219130410664714"
"Not paid","2001","Hamburg","Not Employed","1","","",""
"Not paid","2001","Hamburg","Employed","16","","",""
"Not paid","2001","Lower Saxony","Not Employed","1","","",""
"Not paid","2001","Lower Saxony","Employed","83","0.105569171519456","0.0824050049310918","0.12873333810782"
"Not paid","2001","Bremen","Not Employed","","","",""
"Not paid","2001","Bremen","Employed","8","","",""
"Not paid","2001","North Rhine-Westphalia","Not Employed","2","","",""
"Not paid","2001","North Rhine-Westphalia","Employed","269","0.174525626856946","0.155690558847206","0.193360694866685"
"Not paid","2001","Hesse","Not Employed","1","","",""
"Not paid","2001","Hesse","Employed","90","0.206668811326229","0.172032377208723","0.241305245443735"
"Not paid","2001","Rhineland-Palatinate,Saarland","Not Employed","2","","",""
"Not paid","2001","Rhineland-Palatinate,Saarland","Employed","56","0.140490508882121","0.106689169826086","0.174291847938156"
"Not paid","2001","Baden-Württemberg","Not Employed","1","","",""
"Not paid","2001","Baden-Württemberg","Employed","171","0.183291248286046","0.15839817188123","0.208184324690861"
"Not paid","2001","Bavaria","Not Employed","1","","",""
"Not paid","2001","Bavaria","Employed","185","0.16818438170111","0.146040733116467","0.190328030285752"
"Not paid","2001","Berlin","Not Employed","","","",""
"Not paid","2001","Berlin","Employed","46","0.1376979883656","0.0984429204605081","0.176953056270692"
"Not paid","2001","Brandenburg","Not Employed","1","","",""
"Not paid","2001","Brandenburg","Employed","50","0.151964327214764","0.11329096055742","0.190637693872109"
"Not paid","2001","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Not paid","2001","Mecklenburg-Western Pomerania","Employed","31","0.122498756182936","0.0772858819837679","0.167711630382104"
"Not paid","2001","Saxony","Not Employed","1","","",""
"Not paid","2001","Saxony","Employed","102","0.166374625230888","0.13634960155596","0.196399648905816"
"Not paid","2001","Saxony-Anhalt","Not Employed","2","","",""
"Not paid","2001","Saxony-Anhalt","Employed","65","0.185900238646602","0.144730338054544","0.227070139238661"
"Not paid","2001","Thuringia","Not Employed","","","",""
"Not paid","2001","Thuringia","Employed","51","0.138926751772965","0.103248178503107","0.174605325042823"
"Acclaimed","2002","Schleswig-Holstein","Not Employed","2","","",""
"Acclaimed","2002","Schleswig-Holstein","Employed","107","0.490853898346496","0.426663885264101","0.555043911428892"
"Acclaimed","2002","Hamburg","Not Employed","2","","",""
"Acclaimed","2002","Hamburg","Employed","51","0.557897502786477","0.466731196729557","0.649063808843396"
"Acclaimed","2002","Lower Saxony","Not Employed","5","","",""
"Acclaimed","2002","Lower Saxony","Employed","335","0.510273724005492","0.473055145705408","0.547492302305576"
"Acclaimed","2002","Bremen","Not Employed","","","",""
"Acclaimed","2002","Bremen","Employed","28","","",""
"Acclaimed","2002","North Rhine-Westphalia","Not Employed","6","","",""
"Acclaimed","2002","North Rhine-Westphalia","Employed","639","0.431328781949874","0.406696921998593","0.455960641901154"
"Acclaimed","2002","Hesse","Not Employed","","","",""
"Acclaimed","2002","Hesse","Employed","272","0.454274596264737","0.414233940686769","0.494315251842705"
"Acclaimed","2002","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Acclaimed","2002","Rhineland-Palatinate,Saarland","Employed","176","0.419222428364464","0.372475467730583","0.465969388998345"
"Acclaimed","2002","Baden-Württemberg","Not Employed","1","","",""
"Acclaimed","2002","Baden-Württemberg","Employed","401","0.442965964093802","0.41210122602466","0.473830702162943"
"Acclaimed","2002","Bavaria","Not Employed","3","","",""
"Acclaimed","2002","Bavaria","Employed","562","0.53687260009104","0.508152915294251","0.565592284887829"
"Acclaimed","2002","Berlin","Not Employed","2","","",""
"Acclaimed","2002","Berlin","Employed","133","0.466044755985499","0.40751021322591","0.524579298745089"
"Acclaimed","2002","Brandenburg","Not Employed","3","","",""
"Acclaimed","2002","Brandenburg","Employed","167","0.509846366878116","0.455497287991938","0.564195445764294"
"Acclaimed","2002","Mecklenburg-Western Pomerania","Not Employed","1","","",""
"Acclaimed","2002","Mecklenburg-Western Pomerania","Employed","100","0.569702400249095","0.500030811757258","0.639373988740932"
"Acclaimed","2002","Saxony","Not Employed","4","","",""
"Acclaimed","2002","Saxony","Employed","299","0.512793620912355","0.47319316645756","0.55239407536715"
"Acclaimed","2002","Saxony-Anhalt","Not Employed","3","","",""
"Acclaimed","2002","Saxony-Anhalt","Employed","160","0.490246375029762","0.437419341150895","0.543073408908629"
"Acclaimed","2002","Thuringia","Not Employed","","","",""
"Acclaimed","2002","Thuringia","Employed","171","0.50073631157368","0.447822315053653","0.553650308093707"
"Partly, partly","2002","Schleswig-Holstein","Not Employed","","","",""
"Partly, partly","2002","Schleswig-Holstein","Employed","50","0.192841861460467","0.142183620777222","0.243500102143712"
"Partly, partly","2002","Hamburg","Not Employed","","","",""
"Partly, partly","2002","Hamburg","Employed","22","","",""
"Partly, partly","2002","Lower Saxony","Not Employed","1","","",""
"Partly, partly","2002","Lower Saxony","Employed","153","0.238608416517282","0.206874155545608","0.270342677488955"
"Partly, partly","2002","Bremen","Not Employed","","","",""
"Partly, partly","2002","Bremen","Employed","15","","",""
"Partly, partly","2002","North Rhine-Westphalia","Not Employed","","","",""
"Partly, partly","2002","North Rhine-Westphalia","Employed","311","0.201552141243114","0.181600466711703","0.221503815774524"
"Partly, partly","2002","Hesse","Not Employed","","","",""
"Partly, partly","2002","Hesse","Employed","113","0.200491667689831","0.168294732765594","0.232688602614068"
"Partly, partly","2002","Rhineland-Palatinate,Saarland","Not Employed","1","","",""
"Partly, partly","2002","Rhineland-Palatinate,Saarland","Employed","92","0.19048351972593","0.153281393885472","0.227685645566388"
"Partly, partly","2002","Baden-Württemberg","Not Employed","","","",""
"Partly, partly","2002","Baden-Württemberg","Employed","213","0.200508677197286","0.175630989370927","0.225386365023645"
"Partly, partly","2002","Bavaria","Not Employed","1","","",""
"Partly, partly","2002","Bavaria","Employed","240","0.213753934566104","0.190142079288959","0.237365789843249"
"Partly, partly","2002","Berlin","Not Employed","","","",""
"Partly, partly","2002","Berlin","Employed","54","0.20683035895232","0.159303821629026","0.254356896275614"
"Partly, partly","2002","Brandenburg","Not Employed","1","","",""
"Partly, partly","2002","Brandenburg","Employed","72","0.239442719677084","0.193047504546089","0.285837934808079"
"Partly, partly","2002","Mecklenburg-Western Pomerania","Not Employed","1","","",""
"Partly, partly","2002","Mecklenburg-Western Pomerania","Employed","46","0.191197539267793","0.135861304234161","0.246533774301425"
"Partly, partly","2002","Saxony","Not Employed","1","","",""
"Partly, partly","2002","Saxony","Employed","138","0.231512035506197","0.198094247334806","0.264929823677587"
"Partly, partly","2002","Saxony-Anhalt","Not Employed","1","","",""
"Partly, partly","2002","Saxony-Anhalt","Employed","62","0.186390226838338","0.145238457129791","0.227541996546884"
"Partly, partly","2002","Thuringia","Not Employed","","","",""
"Partly, partly","2002","Thuringia","Employed","74","0.246098967266454","0.200514897589831","0.291683036943077"
"Paid","2002","Schleswig-Holstein","Not Employed","","","",""
"Paid","2002","Schleswig-Holstein","Employed","23","","",""
"Paid","2002","Hamburg","Not Employed","1","","",""
"Paid","2002","Hamburg","Employed","12","","",""
"Paid","2002","Lower Saxony","Not Employed","1","","",""
"Paid","2002","Lower Saxony","Employed","106","0.151110929988509","0.124445113635581","0.177776746341436"
"Paid","2002","Bremen","Not Employed","","","",""
"Paid","2002","Bremen","Employed","8","","",""
"Paid","2002","North Rhine-Westphalia","Not Employed","6","","",""
"Paid","2002","North Rhine-Westphalia","Employed","246","0.162465766536912","0.144119631793248","0.180811901280577"
"Paid","2002","Hesse","Not Employed","","","",""
"Paid","2002","Hesse","Employed","61","0.129751635981268","0.102728677281572","0.156774594680963"
"Paid","2002","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Paid","2002","Rhineland-Palatinate,Saarland","Employed","71","0.187694666138462","0.150702324392965","0.224687007883958"
"Paid","2002","Baden-Württemberg","Not Employed","1","","",""
"Paid","2002","Baden-Württemberg","Employed","132","0.140145441883584","0.118576018354115","0.161714865413052"
"Paid","2002","Bavaria","Not Employed","1","","",""
"Paid","2002","Bavaria","Employed","111","0.0827704849117064","0.0669007171363985","0.0986402526870143"
"Paid","2002","Berlin","Not Employed","1","","",""
"Paid","2002","Berlin","Employed","24","","",""
"Paid","2002","Brandenburg","Not Employed","","","",""
"Paid","2002","Brandenburg","Employed","33","0.131961576774673","0.0951656595405567","0.168757494008789"
"Paid","2002","Mecklenburg-Western Pomerania","Not Employed","1","","",""
"Paid","2002","Mecklenburg-Western Pomerania","Employed","21","","",""
"Paid","2002","Saxony","Not Employed","","","",""
"Paid","2002","Saxony","Employed","45","0.0778414896709252","0.0566148748863864","0.099068104455464"
"Paid","2002","Saxony-Anhalt","Not Employed","1","","",""
"Paid","2002","Saxony-Anhalt","Employed","43","0.135150167736725","0.099021868527944","0.171278466945505"
"Paid","2002","Thuringia","Not Employed","1","","",""
"Paid","2002","Thuringia","Employed","42","0.118128580739531","0.083971467626153","0.152285693852909"
"Not paid","2002","Schleswig-Holstein","Not Employed","","","",""
"Not paid","2002","Schleswig-Holstein","Employed","53","0.172896556419691","0.124340521312256","0.221452591527126"
"Not paid","2002","Hamburg","Not Employed","","","",""
"Not paid","2002","Hamburg","Employed","29","","",""
"Not paid","2002","Lower Saxony","Not Employed","","","",""
"Not paid","2002","Lower Saxony","Employed","99","0.100006929488718","0.0776703790596259","0.12234347991781"
"Not paid","2002","Bremen","Not Employed","","","",""
"Not paid","2002","Bremen","Employed","10","","",""
"Not paid","2002","North Rhine-Westphalia","Not Employed","1","","",""
"Not paid","2002","North Rhine-Westphalia","Employed","357","0.204653310270101","0.18458781013892","0.224718810401281"
"Not paid","2002","Hesse","Not Employed","","","",""
"Not paid","2002","Hesse","Employed","148","0.215482100064164","0.182417604851753","0.248546595276575"
"Not paid","2002","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Not paid","2002","Rhineland-Palatinate,Saarland","Employed","89","0.202599385771145","0.164520559653505","0.240678211888786"
"Not paid","2002","Baden-Württemberg","Not Employed","1","","",""
"Not paid","2002","Baden-Württemberg","Employed","249","0.216379916825329","0.190794187310013","0.241965646340645"
"Not paid","2002","Bavaria","Not Employed","","","",""
"Not paid","2002","Bavaria","Employed","245","0.166602980431149","0.145141426400424","0.188064534461875"
"Not paid","2002","Berlin","Not Employed","","","",""
"Not paid","2002","Berlin","Employed","68","0.208316471438464","0.160664200834162","0.255968742042766"
"Not paid","2002","Brandenburg","Not Employed","","","",""
"Not paid","2002","Brandenburg","Employed","53","0.118749336670127","0.0835793879447725","0.153919285395481"
"Not paid","2002","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Not paid","2002","Mecklenburg-Western Pomerania","Employed","27","","",""
"Not paid","2002","Saxony","Not Employed","","","",""
"Not paid","2002","Saxony","Employed","130","0.177852853910523","0.147557392177242","0.208148315643803"
"Not paid","2002","Saxony-Anhalt","Not Employed","","","",""
"Not paid","2002","Saxony-Anhalt","Employed","79","0.188213230395176","0.146907060346757","0.229519400443595"
"Not paid","2002","Thuringia","Not Employed","1","","",""
"Not paid","2002","Thuringia","Employed","56","0.135036140420335","0.0988680965994804","0.171204184241189"
"Acclaimed","2003","Schleswig-Holstein","Not Employed","1","","",""
"Acclaimed","2003","Schleswig-Holstein","Employed","92","0.485609987188797","0.416169681860545","0.55505029251705"
"Acclaimed","2003","Hamburg","Not Employed","1","","",""
"Acclaimed","2003","Hamburg","Employed","45","0.530241685807676","0.433857973375733","0.626625398239619"
"Acclaimed","2003","Lower Saxony","Not Employed","3","","",""
"Acclaimed","2003","Lower Saxony","Employed","350","0.541203920963811","0.504157521549899","0.578250320377722"
"Acclaimed","2003","Bremen","Not Employed","","","",""
"Acclaimed","2003","Bremen","Employed","22","","",""
"Acclaimed","2003","North Rhine-Westphalia","Not Employed","5","","",""
"Acclaimed","2003","North Rhine-Westphalia","Employed","634","0.432336091178845","0.406924722880985","0.457747459476706"
"Acclaimed","2003","Hesse","Not Employed","1","","",""
"Acclaimed","2003","Hesse","Employed","260","0.499356160208253","0.457981322367214","0.540730998049291"
"Acclaimed","2003","Rhineland-Palatinate,Saarland","Not Employed","1","","",""
"Acclaimed","2003","Rhineland-Palatinate,Saarland","Employed","187","0.451134594924957","0.403317033906781","0.498952155943132"
"Acclaimed","2003","Baden-Württemberg","Not Employed","3","","",""
"Acclaimed","2003","Baden-Württemberg","Employed","391","0.444000136325652","0.412203910990061","0.475796361661243"
"Acclaimed","2003","Bavaria","Not Employed","3","","",""
"Acclaimed","2003","Bavaria","Employed","583","0.601390267256326","0.572600164928769","0.630180369583883"
"Acclaimed","2003","Berlin","Not Employed","1","","",""
"Acclaimed","2003","Berlin","Employed","130","0.505833514351556","0.444826652977576","0.566840375725535"
"Acclaimed","2003","Brandenburg","Not Employed","4","","",""
