"plb0195_h","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence"
"Not paid","1992","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Not paid","1992","Mecklenburg-Western Pomerania","Employed","31","0.164571991696851","0.107822935231172","0.221321048162531"
"Not paid","1992","Saxony","Not Employed","","","",""
"Not paid","1992","Saxony","Employed","88","0.188264347856423","0.153721599223664","0.222807096489182"
"Not paid","1992","Saxony-Anhalt","Not Employed","1","","",""
"Not paid","1992","Saxony-Anhalt","Employed","55","0.177622356282537","0.1357470917922","0.219497620772875"
"Not paid","1992","Thuringia","Not Employed","","","",""
"Not paid","1992","Thuringia","Employed","44","0.167519223517344","0.123933629492544","0.211104817542144"
"Acclaimed","1993","Schleswig-Holstein","Not Employed","1","","",""
"Acclaimed","1993","Schleswig-Holstein","Employed","47","0.370027594281521","0.282914205831455","0.457140982731587"
"Acclaimed","1993","Hamburg","Not Employed","1","","",""
"Acclaimed","1993","Hamburg","Employed","20","","",""
"Acclaimed","1993","Lower Saxony","Not Employed","2","","",""
"Acclaimed","1993","Lower Saxony","Employed","147","0.386761366234068","0.338550897492759","0.434971834975378"
"Acclaimed","1993","Bremen","Not Employed","","","",""
"Acclaimed","1993","Bremen","Employed","12","","",""
"Acclaimed","1993","North Rhine-Westphalia","Not Employed","3","","",""
"Acclaimed","1993","North Rhine-Westphalia","Employed","238","0.295314040594419","0.265543639947341","0.325084441241497"
"Acclaimed","1993","Hesse","Not Employed","","","",""
"Acclaimed","1993","Hesse","Employed","121","0.384042412921317","0.331646297098454","0.43643852874418"
"Acclaimed","1993","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Acclaimed","1993","Rhineland-Palatinate,Saarland","Employed","59","0.25341898862332","0.197448107330923","0.309389869915716"
"Acclaimed","1993","Baden-Württemberg","Not Employed","2","","",""
"Acclaimed","1993","Baden-Württemberg","Employed","215","0.308484045234524","0.275025272543112","0.341942817925936"
"Acclaimed","1993","Bavaria","Not Employed","3","","",""
"Acclaimed","1993","Bavaria","Employed","250","0.382100709108945","0.345253242835258","0.418948175382632"
"Acclaimed","1993","Berlin","Not Employed","1","","",""
"Acclaimed","1993","Berlin","Employed","111","0.414279909381528","0.354172192134524","0.474387626628531"
"Acclaimed","1993","Brandenburg","Not Employed","","","",""
"Acclaimed","1993","Brandenburg","Employed","105","0.372168484986648","0.31374848264324","0.430588487330057"
"Acclaimed","1993","Mecklenburg-Western Pomerania","Not Employed","1","","",""
"Acclaimed","1993","Mecklenburg-Western Pomerania","Employed","61","0.389126119607134","0.314507512709822","0.463744726504446"
"Acclaimed","1993","Saxony","Not Employed","7","","",""
"Acclaimed","1993","Saxony","Employed","186","0.383821355840785","0.340087358425383","0.427555353256187"
"Acclaimed","1993","Saxony-Anhalt","Not Employed","2","","",""
"Acclaimed","1993","Saxony-Anhalt","Employed","117","0.372672527715444","0.318673793988268","0.426671261442619"
"Acclaimed","1993","Thuringia","Not Employed","2","","",""
"Acclaimed","1993","Thuringia","Employed","90","0.327113070620977","0.271561952508933","0.382664188733021"
"Partly, partly","1993","Schleswig-Holstein","Not Employed","","","",""
"Partly, partly","1993","Schleswig-Holstein","Employed","20","","",""
"Partly, partly","1993","Hamburg","Not Employed","","","",""
"Partly, partly","1993","Hamburg","Employed","19","","",""
"Partly, partly","1993","Lower Saxony","Not Employed","","","",""
"Partly, partly","1993","Lower Saxony","Employed","63","0.147362873201998","0.112273046973786","0.18245269943021"
"Partly, partly","1993","Bremen","Not Employed","","","",""
"Partly, partly","1993","Bremen","Employed","5","","",""
"Partly, partly","1993","North Rhine-Westphalia","Not Employed","1","","",""
"Partly, partly","1993","North Rhine-Westphalia","Employed","128","0.129352604749075","0.107452128254546","0.151253081243604"
"Partly, partly","1993","Hesse","Not Employed","2","","",""
"Partly, partly","1993","Hesse","Employed","63","0.181720406348458","0.140178463474119","0.223262349222798"
"Partly, partly","1993","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Partly, partly","1993","Rhineland-Palatinate,Saarland","Employed","35","0.145102234331829","0.099781364190843","0.190423104472815"
"Partly, partly","1993","Baden-Württemberg","Not Employed","3","","",""
"Partly, partly","1993","Baden-Württemberg","Employed","137","0.199182187135075","0.170249773773797","0.228114600496352"
"Partly, partly","1993","Bavaria","Not Employed","1","","",""
"Partly, partly","1993","Bavaria","Employed","121","0.170687558430979","0.142156368604016","0.199218748257942"
"Partly, partly","1993","Berlin","Not Employed","","","",""
"Partly, partly","1993","Berlin","Employed","38","0.119497191830248","0.0799165838887428","0.159077799771753"
"Partly, partly","1993","Brandenburg","Not Employed","","","",""
"Partly, partly","1993","Brandenburg","Employed","47","0.1509802656089","0.107710035795112","0.194250495422688"
"Partly, partly","1993","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Partly, partly","1993","Mecklenburg-Western Pomerania","Employed","27","","",""
"Partly, partly","1993","Saxony","Not Employed","2","","",""
"Partly, partly","1993","Saxony","Employed","88","0.191801698070446","0.156394914449522","0.22720848169137"
"Partly, partly","1993","Saxony-Anhalt","Not Employed","","","",""
"Partly, partly","1993","Saxony-Anhalt","Employed","48","0.175332742709938","0.132866521097246","0.217798964322631"
"Partly, partly","1993","Thuringia","Not Employed","1","","",""
"Partly, partly","1993","Thuringia","Employed","53","0.195347378565675","0.148403300034676","0.242291457096674"
"Paid","1993","Schleswig-Holstein","Not Employed","1","","",""
"Paid","1993","Schleswig-Holstein","Employed","35","0.289874948664153","0.208013420703055","0.37173647662525"
"Paid","1993","Hamburg","Not Employed","","","",""
"Paid","1993","Hamburg","Employed","12","","",""
"Paid","1993","Lower Saxony","Not Employed","1","","",""
"Paid","1993","Lower Saxony","Employed","136","0.330879344000374","0.284300135553354","0.377458552447394"
"Paid","1993","Bremen","Not Employed","","","",""
"Paid","1993","Bremen","Employed","11","","",""
"Paid","1993","North Rhine-Westphalia","Not Employed","10","","",""
"Paid","1993","North Rhine-Westphalia","Employed","394","0.392307943335637","0.360443953645362","0.424171933025913"
"Paid","1993","Hesse","Not Employed","3","","",""
"Paid","1993","Hesse","Employed","99","0.239270004417239","0.193308578555384","0.285231430279094"
"Paid","1993","Rhineland-Palatinate,Saarland","Not Employed","1","","",""
"Paid","1993","Rhineland-Palatinate,Saarland","Employed","104","0.450803393070566","0.386776620692456","0.514830165448675"
"Paid","1993","Baden-Württemberg","Not Employed","2","","",""
"Paid","1993","Baden-Württemberg","Employed","296","0.3449379009256","0.310502571275624","0.379373230575576"
"Paid","1993","Bavaria","Not Employed","2","","",""
"Paid","1993","Bavaria","Employed","190","0.261400302299654","0.228079345363364","0.294721259235944"
"Paid","1993","Berlin","Not Employed","1","","",""
"Paid","1993","Berlin","Employed","68","0.261780929791185","0.208139558581233","0.315422301001137"
"Paid","1993","Brandenburg","Not Employed","1","","",""
"Paid","1993","Brandenburg","Employed","58","0.230602860462753","0.17969582047775","0.281509900447757"
"Paid","1993","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Paid","1993","Mecklenburg-Western Pomerania","Employed","53","0.334464781261663","0.262256520404189","0.406673042119136"
"Paid","1993","Saxony","Not Employed","","","",""
"Paid","1993","Saxony","Employed","112","0.228881648821896","0.191101184401981","0.266662113241812"
"Paid","1993","Saxony-Anhalt","Not Employed","1","","",""
"Paid","1993","Saxony-Anhalt","Employed","90","0.299677205431716","0.248515063404348","0.350839347459084"
"Paid","1993","Thuringia","Not Employed","2","","",""
"Paid","1993","Thuringia","Employed","83","0.313226246310439","0.258309003183845","0.368143489437033"
"Not paid","1993","Schleswig-Holstein","Not Employed","","","",""
"Not paid","1993","Schleswig-Holstein","Employed","16","","",""
"Not paid","1993","Hamburg","Not Employed","","","",""
"Not paid","1993","Hamburg","Employed","4","","",""
"Not paid","1993","Lower Saxony","Not Employed","1","","",""
"Not paid","1993","Lower Saxony","Employed","46","0.134996416563559","0.101168509323456","0.168824323803663"
"Not paid","1993","Bremen","Not Employed","","","",""
"Not paid","1993","Bremen","Employed","2","","",""
"Not paid","1993","North Rhine-Westphalia","Not Employed","2","","",""
"Not paid","1993","North Rhine-Westphalia","Employed","142","0.183025411320868","0.15779032514222","0.208260497499516"
"Not paid","1993","Hesse","Not Employed","","","",""
"Not paid","1993","Hesse","Employed","48","0.194967176312985","0.152287448683443","0.237646903942527"
"Not paid","1993","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Not paid","1993","Rhineland-Palatinate,Saarland","Employed","34","0.150675383974286","0.104643144092042","0.19670762385653"
"Not paid","1993","Baden-Württemberg","Not Employed","1","","",""
"Not paid","1993","Baden-Württemberg","Employed","84","0.147395866704801","0.121715044748363","0.17307668866124"
"Not paid","1993","Bavaria","Not Employed","1","","",""
"Not paid","1993","Bavaria","Employed","107","0.185811430160422","0.15631573926445","0.215307121056394"
"Not paid","1993","Berlin","Not Employed","1","","",""
"Not paid","1993","Berlin","Employed","41","0.20444196899704","0.155231308096474","0.253652629897606"
"Not paid","1993","Brandenburg","Not Employed","2","","",""
"Not paid","1993","Brandenburg","Employed","53","0.246248388941698","0.194180371410826","0.298316406472571"
"Not paid","1993","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Not paid","1993","Mecklenburg-Western Pomerania","Employed","23","","",""
"Not paid","1993","Saxony","Not Employed","4","","",""
"Not paid","1993","Saxony","Employed","89","0.195495297266873","0.159830994575555","0.23115959995819"
"Not paid","1993","Saxony-Anhalt","Not Employed","","","",""
"Not paid","1993","Saxony-Anhalt","Employed","53","0.152317524142902","0.112187975852306","0.192447072433497"
"Not paid","1993","Thuringia","Not Employed","2","","",""
"Not paid","1993","Thuringia","Employed","48","0.164313304502909","0.12043691142624","0.208189697579579"
"Acclaimed","1994","Schleswig-Holstein","Not Employed","1","","",""
"Acclaimed","1994","Schleswig-Holstein","Employed","44","0.356828217178274","0.27002251657219","0.443633917784357"
"Acclaimed","1994","Hamburg","Not Employed","1","","",""
"Acclaimed","1994","Hamburg","Employed","31","0.565598864304581","0.436919056504076","0.694278672105085"
"Acclaimed","1994","Lower Saxony","Not Employed","3","","",""
"Acclaimed","1994","Lower Saxony","Employed","141","0.368214397412102","0.32118248334221","0.415246311481994"
"Acclaimed","1994","Bremen","Not Employed","","","",""
"Acclaimed","1994","Bremen","Employed","9","","",""
"Acclaimed","1994","North Rhine-Westphalia","Not Employed","9","","",""
"Acclaimed","1994","North Rhine-Westphalia","Employed","283","0.330046728308736","0.299825188448368","0.360268268169104"
"Acclaimed","1994","Hesse","Not Employed","","","",""
"Acclaimed","1994","Hesse","Employed","136","0.440830487632821","0.38790104822288","0.493759927042761"
"Acclaimed","1994","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Acclaimed","1994","Rhineland-Palatinate,Saarland","Employed","74","0.32945954252476","0.269237746847985","0.389681338201535"
"Acclaimed","1994","Baden-Württemberg","Not Employed","5","","",""
"Acclaimed","1994","Baden-Württemberg","Employed","228","0.352944713639265","0.316263108739855","0.389626318538675"
"Acclaimed","1994","Bavaria","Not Employed","2","","",""
"Acclaimed","1994","Bavaria","Employed","273","0.419105934873513","0.381174280227032","0.457037589519995"
"Acclaimed","1994","Berlin","Not Employed","","","",""
"Acclaimed","1994","Berlin","Employed","104","0.418603902248979","0.35605973231532","0.481148072182637"
"Acclaimed","1994","Brandenburg","Not Employed","1","","",""
"Acclaimed","1994","Brandenburg","Employed","96","0.325678465355305","0.268495552516074","0.382861378194537"
"Acclaimed","1994","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Acclaimed","1994","Mecklenburg-Western Pomerania","Employed","71","0.385613819513296","0.314899167090097","0.456328471936496"
"Acclaimed","1994","Saxony","Not Employed","1","","",""
"Acclaimed","1994","Saxony","Employed","185","0.368298490677833","0.324875988362129","0.411720992993538"
"Acclaimed","1994","Saxony-Anhalt","Not Employed","2","","",""
"Acclaimed","1994","Saxony-Anhalt","Employed","117","0.384778381647929","0.330441606655383","0.439115156640475"
"Acclaimed","1994","Thuringia","Not Employed","","","",""
"Acclaimed","1994","Thuringia","Employed","110","0.396023929403921","0.338325481539567","0.453722377268275"
"Partly, partly","1994","Schleswig-Holstein","Not Employed","","","",""
"Partly, partly","1994","Schleswig-Holstein","Employed","20","","",""
"Partly, partly","1994","Hamburg","Not Employed","","","",""
"Partly, partly","1994","Hamburg","Employed","12","","",""
"Partly, partly","1994","Lower Saxony","Not Employed","1","","",""
"Partly, partly","1994","Lower Saxony","Employed","77","0.191912534930852","0.153511912441851","0.230313157419854"
"Partly, partly","1994","Bremen","Not Employed","","","",""
"Partly, partly","1994","Bremen","Employed","4","","",""
"Partly, partly","1994","North Rhine-Westphalia","Not Employed","2","","",""
"Partly, partly","1994","North Rhine-Westphalia","Employed","117","0.120333300119026","0.0994230799158264","0.141243520322225"
"Partly, partly","1994","Hesse","Not Employed","","","",""
"Partly, partly","1994","Hesse","Employed","71","0.192883121631391","0.150819654352685","0.234946588910097"
"Partly, partly","1994","Rhineland-Palatinate,Saarland","Not Employed","1","","",""
"Partly, partly","1994","Rhineland-Palatinate,Saarland","Employed","51","0.202527959880155","0.151035885374872","0.254020034385439"
"Partly, partly","1994","Baden-Württemberg","Not Employed","","","",""
"Partly, partly","1994","Baden-Württemberg","Employed","129","0.212565493043376","0.181162004422136","0.243968981664615"
"Partly, partly","1994","Bavaria","Not Employed","","","",""
"Partly, partly","1994","Bavaria","Employed","109","0.162452787435803","0.134095829088571","0.190809745783035"
"Partly, partly","1994","Berlin","Not Employed","1","","",""
"Partly, partly","1994","Berlin","Employed","39","0.18839200813619","0.138818056847819","0.237965959424561"
"Partly, partly","1994","Brandenburg","Not Employed","","","",""
"Partly, partly","1994","Brandenburg","Employed","55","0.230621344724555","0.179221944071658","0.282020745377452"
"Partly, partly","1994","Mecklenburg-Western Pomerania","Not Employed","","","",""
