"ple0053","year","bula_h","migback","n","percent","lower_confidence","upper_confidence","value"
"No","1998","Saxony","direct migration background","30","0.856772559728206","0.739024293254056","0.974520826202355","2"
"No","1998","Saxony","indirect migration background","9","","","","2"
"No","1998","Saxony-Anhalt","no migration background","561","0.85062917805374","0.823372782107372","0.877885574000109","2"
"No","1998","Saxony-Anhalt","direct migration background","26","","","","2"
"No","1998","Saxony-Anhalt","indirect migration background","4","","","","2"
"No","1998","Thuringia","no migration background","604","0.84802883964118","0.82156674094927","0.87449093833309","2"
"No","1998","Thuringia","direct migration background","19","","","","2"
"No","1998","Thuringia","indirect migration background","3","","","","2"
"Yes","1998","Schleswig-Holstein","no migration background","31","0.107004308352517","0.0729219323300317","0.141086684375003","1"
"Yes","1998","Schleswig-Holstein","direct migration background","4","","","","1"
"Yes","1998","Schleswig-Holstein","indirect migration background","1","","","","1"
"Yes","1998","Hamburg","no migration background","18","","","","1"
"Yes","1998","Hamburg","direct migration background","1","","","","1"
"Yes","1998","Hamburg","indirect migration background","","","","","1"
"Yes","1998","Lower Saxony","no migration background","113","0.124319770413239","0.103545342426728","0.145094198399751","1"
"Yes","1998","Lower Saxony","direct migration background","22","","","","1"
"Yes","1998","Lower Saxony","indirect migration background","2","","","","1"
"Yes","1998","Bremen","no migration background","10","","","","1"
"Yes","1998","Bremen","direct migration background","1","","","","1"
"Yes","1998","Bremen","indirect migration background","","","","","1"
"Yes","1998","North Rhine-Westphalia","no migration background","242","0.123232301136908","0.109082413543593","0.137382188730224","1"
"Yes","1998","Hesse","indirect migration background","4","","","","1"
"Yes","1998","Rhineland-Palatinate,Saarland","indirect migration background","1","","","","1"
"Yes","1998","Baden-Württemberg","no migration background","129","0.116464619686209","0.0973244251447425","0.135604814227675","1"
"Yes","1998","Baden-Württemberg","direct migration background","84","0.123123204834332","0.0967659503428483","0.149480459325816","1"
"Yes","1998","Baden-Württemberg","indirect migration background","8","","","","1"
"Yes","1998","Bavaria","no migration background","205","0.159291233530801","0.140403311272286","0.178179155789317","1"
"Yes","1998","Bavaria","direct migration background","42","0.135543756846397","0.0997845377459808","0.171302975946812","1"
"Yes","1998","Bavaria","indirect migration background","11","","","","1"
"Yes","1998","Berlin","no migration background","43","0.0915253902302957","0.0650880851553602","0.117962695305231","1"
"Yes","1998","Berlin","direct migration background","5","","","","1"
"Yes","1998","Berlin","indirect migration background","1","","","","1"
"Yes","1998","Brandenburg","no migration background","90","0.152730445825568","0.123970738300913","0.181490153350223","1"
"Yes","1998","Brandenburg","direct migration background","4","","","","1"
"Yes","1998","Brandenburg","indirect migration background","1","","","","1"
"Yes","1998","Mecklenburg-Western Pomerania","no migration background","54","0.133517757961358","0.100101647045382","0.166933868877334","1"
"Yes","1998","Mecklenburg-Western Pomerania","direct migration background","1","","","","1"
"Yes","1998","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Yes","1998","Saxony","no migration background","103","0.113029350935327","0.0946734706322402","0.131385231238415","1"
"Yes","1998","Saxony","direct migration background","4","","","","1"
"Yes","1998","Saxony","indirect migration background","","","","","1"
"Yes","1998","Saxony-Anhalt","no migration background","96","0.14937082194626","0.122114425999891","0.176627217892628","1"
"Yes","1998","North Rhine-Westphalia","direct migration background","70","0.127980597128967","0.101404641762839","0.154556552495095","1"
"Yes","1998","North Rhine-Westphalia","indirect migration background","17","","","","1"
"Yes","1998","Hesse","no migration background","78","0.11467723694323","0.089596420378445","0.139758053508015","1"
"Yes","1998","Hesse","direct migration background","37","0.145811598427868","0.103558986147306","0.18806421070843","1"
"Yes","1998","Rhineland-Palatinate,Saarland","no migration background","79","0.13073688649417","0.104158503946401","0.15731526904194","1"
"Yes","1998","Rhineland-Palatinate,Saarland","direct migration background","22","","","","1"
"Yes","1998","Saxony-Anhalt","direct migration background","5","","","","1"
"Yes","1998","Saxony-Anhalt","indirect migration background","1","","","","1"
"Yes","1998","Thuringia","no migration background","103","0.15197116035882","0.12550906166691","0.17843325905073","1"
"Yes","1998","Thuringia","direct migration background","5","","","","1"
"Yes","1998","Thuringia","indirect migration background","1","","","","1"
"No","1999","Berlin","direct migration background","38","0.801094547918837","0.688168870604261","0.914020225233414","2"
"No","1999","Schleswig-Holstein","no migration background","265","0.89512319321222","0.860218536710461","0.930027849713978","2"
"No","1999","Schleswig-Holstein","direct migration background","26","","","","2"
"No","1999","Schleswig-Holstein","indirect migration background","5","","","","2"
"No","1999","Baden-Württemberg","direct migration background","489","0.862609969879326","0.834046179478607","0.891173760280045","2"
"No","1999","Baden-Württemberg","indirect migration background","147","0.855072867209834","0.801195969571091","0.908949764848577","2"
"No","1999","Bavaria","direct migration background","281","0.855421755734736","0.81701021088995","0.893833300579522","2"
"No","1999","Bavaria","indirect migration background","80","0.981538651732999","0.952921655991815","1.01015564747418","2"
"No","1999","Berlin","no migration background","400","0.885437174610965","0.855812244142889","0.915062105079041","2"
"No","1999","Hamburg","no migration background","96","0.925865318911484","0.875990678385056","0.975739959437913","2"
"No","1999","Hamburg","direct migration background","19","","","","2"
"No","1999","Hamburg","indirect migration background","9","","","","2"
"No","1999","Lower Saxony","no migration background","827","0.873879434892951","0.85273520777285","0.895023662013051","2"
"No","1999","Lower Saxony","direct migration background","157","0.835139911926023","0.780630000876444","0.889649822975602","2"
"No","1999","Lower Saxony","indirect migration background","47","0.965907417024485","0.916103820450571","1.0157110135984","2"
"No","1999","Bremen","no migration background","61","0.871618299638791","0.793808616238023","0.949427983039559","2"
"No","1999","Bremen","direct migration background","11","","","","2"
"No","1999","Bremen","indirect migration background","4","","","","2"
"No","1999","North Rhine-Westphalia","no migration background","1733","0.858098842264586","0.842728727039411","0.873468957489761","2"
"No","1999","North Rhine-Westphalia","direct migration background","487","0.848628019398898","0.81899599221667","0.878260046581126","2"
"No","1999","Hesse","direct migration background","205","0.904150227812441","0.866022037707021","0.942278417917861","2"
"No","1999","Hesse","indirect migration background","57","0.899140883937791","0.822942823405046","0.975338944470536","2"
"No","1999","Rhineland-Palatinate,Saarland","no migration background","526","0.875069654192748","0.848722986939432","0.901416321446063","2"
"No","1999","Rhineland-Palatinate,Saarland","direct migration background","129","0.848276451762636","0.790865114564293","0.90568778896098","2"
"No","1999","Rhineland-Palatinate,Saarland","indirect migration background","17","","","","2"
"No","1999","Baden-Württemberg","no migration background","900","0.875250985899786","0.854962676264031","0.895539295535541","2"
"No","1999","Bavaria","no migration background","1225","0.850802752785806","0.832106445579127","0.869499059992485","2"
"No","1999","North Rhine-Westphalia","indirect migration background","156","0.919067612753943","0.877948887229228","0.960186338278657","2"
"No","1999","Hesse","no migration background","533","0.870275178033765","0.843633147239126","0.896917208828403","2"
"No","1999","Berlin","indirect migration background","21","","","","2"
"No","1999","Brandenburg","no migration background","499","0.84148074533937","0.81185940065516","0.871102090023579","2"
"No","1999","Brandenburg","direct migration background","11","","","","2"
"No","1999","Brandenburg","indirect migration background","3","","","","2"
"No","1999","Mecklenburg-Western Pomerania","no migration background","342","0.868627632821497","0.83514431034264","0.902110955300353","2"
"No","1999","Mecklenburg-Western Pomerania","direct migration background","7","","","","2"
"No","1999","Mecklenburg-Western Pomerania","indirect migration background","1","","","","2"
"No","1999","Saxony","no migration background","995","0.877154495476159","0.857904120860948","0.896404870091371","2"
"No","1999","Saxony","direct migration background","29","","","","2"
"No","1999","Saxony","indirect migration background","6","","","","2"
"No","1999","Saxony-Anhalt","no migration background","573","0.86135451219188","0.834969990816377","0.887739033567383","2"
"No","1999","Saxony-Anhalt","direct migration background","22","","","","2"
"No","1999","Thuringia","direct migration background","20","","","","2"
"No","1999","Thuringia","indirect migration background","3","","","","2"
"No","1999","Saxony-Anhalt","indirect migration background","7","","","","2"
"No","1999","Thuringia","no migration background","589","0.827178820000797","0.799069271197061","0.855288368804533","2"
"Yes","1999","Schleswig-Holstein","no migration background","31","0.10487680678778","0.0699721502860218","0.139781463289539","1"
