"plb0196_h","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Yes","2006","Hesse","1-pers.-HH","49","0.617582268601616","0.503736867732016","0.731427669471217","1"
"Yes","2006","Hesse","(Married) couple without C. ","154","0.81869411823508","0.764757112024033","0.872631124446127","1"
"Yes","2006","Hesse","Single parent ","22","","","","1"
"Yes","2006","Hesse","Couple + C. LE 16 ","114","0.72882969799445","0.659510482296196","0.798148913692703","1"
"Yes","2006","Hesse","Couple + C. GT 16 ","50","0.570214234857921","0.452551571216796","0.687876898499047","1"
"Yes","2006","Hesse","Couple + C. LE and GT 16","26","","","","1"
"Yes","2006","Rhineland-Palatinate,Saarland","1-pers.-HH","38","0.7699740055892","0.654472008574218","0.885476002604182","1"
"Yes","2006","Rhineland-Palatinate,Saarland","(Married) couple without C. ","76","0.688666060706299","0.596990700143313","0.780341421269286","1"
"Yes","2006","Rhineland-Palatinate,Saarland","Single parent ","14","","","","1"
"Yes","2006","Berlin","Couple + C. GT 16 ","32","0.630731559889465","0.488133003193109","0.773330116585822","1"
"Yes","2006","Bavaria","Couple + C. GT 16 ","125","0.665600733584817","0.598340752178348","0.732860714991285","1"
"Yes","2006","Bavaria","Couple + C. LE and GT 16","51","0.720014347089652","0.62162647643164","0.818402217747663","1"
"Yes","2006","Berlin","(Married) couple without C. ","63","0.716894386162895","0.621680411312817","0.812108361012973","1"
"Yes","2006","Berlin","Single parent ","16","","","","1"
"Yes","2006","Berlin","Couple + C. LE 16 ","38","0.672058328300677","0.541932089921976","0.802184566679379","1"
"Yes","2006","Berlin","Couple + C. LE and GT 16","12","","","","1"
"Yes","2006","Brandenburg","1-pers.-HH","29","","","","1"
"Yes","2006","Brandenburg","(Married) couple without C. ","62","0.649599208179962","0.547572533783811","0.751625882576112","1"
"Yes","2006","Brandenburg","Single parent ","9","","","","1"
"Yes","2006","Brandenburg","Couple + C. LE 16 ","46","0.70576664109717","0.595827423580737","0.815705858613602","1"
"Yes","2006","Brandenburg","Couple + C. GT 16 ","61","0.828868933225206","0.745818499422926","0.911919367027487","1"
"Yes","2006","Baden-Württemberg","Couple + C. GT 16 ","118","0.74949625595141","0.681282166493511","0.81771034540931","1"
"Yes","2006","Baden-Württemberg","Couple + C. LE and GT 16","70","0.79430066788094","0.710323351431592","0.878277984330288","1"
"Yes","2006","Bavaria","(Married) couple without C. ","235","0.666335738804676","0.614834039996417","0.717837437612935","1"
"Yes","2006","Bavaria","Single parent ","44","0.712470335953611","0.598888758637927","0.826051913269294","1"
"Yes","2006","Bavaria","Couple + C. LE 16 ","230","0.736018748216426","0.687495547493264","0.784541948939589","1"
"Yes","2006","Berlin","1-pers.-HH","28","","","","1"
"Yes","2006","Brandenburg","Couple + C. LE and GT 16","9","","","","1"
"Yes","2006","Mecklenburg-Western Pomerania","1-pers.-HH","17","","","","1"
"Yes","2006","Mecklenburg-Western Pomerania","(Married) couple without C. ","32","0.775736622413203","0.652494809125449","0.898978435700957","1"
"Yes","2006","Mecklenburg-Western Pomerania","Single parent ","7","","","","1"
"Yes","2006","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","20","","","","1"
"Yes","2006","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","41","0.669226696397673","0.547085402260475","0.791367990534871","1"
"Yes","2006","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","62","0.670352558596659","0.572136331900904","0.768568785292414","1"
"Yes","2006","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","34","0.831567756865772","0.72222166357022","0.940913850161324","1"
"Yes","2006","Baden-Württemberg","(Married) couple without C. ","204","0.741492698346092","0.68936683127226","0.793618565419923","1"
"Yes","2006","Baden-Württemberg","Single parent ","38","0.725203599468774","0.600210641332591","0.850196557604956","1"
"Yes","2006","Baden-Württemberg","Couple + C. LE 16 ","178","0.709512512708365","0.650840914643873","0.768184110772858","1"
"Yes","2006","Bavaria","1-pers.-HH","107","0.78008782717086","0.712438539136611","0.847737115205109","1"
"Yes","2006","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","7","","","","1"
"Yes","2006","Saxony","1-pers.-HH","49","0.792834083647789","0.694310154920077","0.891358012375501","1"
"Yes","2006","Saxony","(Married) couple without C. ","133","0.757470234359413","0.693784996362679","0.821155472356146","1"
"Yes","2006","Saxony","Single parent ","18","","","","1"
"Yes","2006","Saxony","Couple + C. LE 16 ","70","0.616440678594296","0.522987659320319","0.709893697868274","1"
"Yes","2006","Saxony","Couple + C. GT 16 ","101","0.719204248156766","0.645028843674176","0.793379652639355","1"
"Yes","2006","Saxony","Couple + C. LE and GT 16","38","0.704723380360498","0.583055741117605","0.82639101960339","1"
"Yes","2006","Saxony-Anhalt","1-pers.-HH","22","","","","1"
"Yes","2006","Saxony-Anhalt","(Married) couple without C. ","56","0.632481668802682","0.528759277883409","0.736204059721955","1"
"Yes","2006","Saxony-Anhalt","Single parent ","5","","","","1"
"Yes","2006","Saxony-Anhalt","Couple + C. LE 16 ","50","0.776395016959539","0.673508154223602","0.879281879695475","1"
"Yes","2006","Saxony-Anhalt","Couple + C. GT 16 ","64","0.511034468187286","0.411556606011686","0.610512330362885","1"
"Yes","2006","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","74","0.791222949607802","0.709060196947626","0.873385702267979","1"
"Yes","2006","Baden-Württemberg","1-pers.-HH","118","0.789412775523102","0.723501834945614","0.855323716100591","1"
"Yes","2006","Saxony-Anhalt","Couple + C. LE and GT 16","18","","","","1"
"Yes","2006","Thuringia","1-pers.-HH","27","","","","1"
"Yes","2006","Thuringia","(Married) couple without C. ","52","0.644280629186081","0.536650815203085","0.751910443169077","1"
"Yes","2006","Thuringia","Single parent ","7","","","","1"
"Yes","2006","Thuringia","Couple + C. LE 16 ","55","0.865068325694774","0.783864630065421","0.946272021324127","1"
"Yes","2006","Thuringia","Couple + C. GT 16 ","59","0.587212918340793","0.489236158438858","0.685189678242727","1"
"Yes","2006","Thuringia","Couple + C. LE and GT 16","15","","","","1"
"No","2007","Berlin","Couple + C. LE and GT 16","","","","","2"
"No","2007","Schleswig-Holstein","1-pers.-HH","8","","","","2"
"No","2007","Schleswig-Holstein","(Married) couple without C. ","17","","","","2"
"No","2007","Bavaria","Couple + C. LE and GT 16","21","","","","2"
"No","2007","Berlin","Single parent ","10","","","","2"
"No","2007","Berlin","Couple + C. LE 16 ","13","","","","2"
"No","2007","Berlin","Couple + C. GT 16 ","14","","","","2"
"No","2007","Brandenburg","1-pers.-HH","11","","","","2"
"No","2007","Brandenburg","(Married) couple without C. ","28","","","","2"
"No","2007","Brandenburg","Single parent ","2","","","","2"
"No","2007","Brandenburg","Couple + C. LE 16 ","16","","","","2"
"No","2007","Brandenburg","Couple + C. GT 16 ","26","","","","2"
"No","2007","Schleswig-Holstein","Single parent ","5","","","","2"
"No","2007","Schleswig-Holstein","Couple + C. LE 16 ","16","","","","2"
"No","2007","Schleswig-Holstein","Couple + C. GT 16 ","9","","","","2"
"No","2007","Schleswig-Holstein","Couple + C. LE and GT 16","1","","","","2"
"No","2007","Hamburg","1-pers.-HH","7","","","","2"
"No","2007","Hamburg","(Married) couple without C. ","9","","","","2"
"No","2007","Bavaria","Single parent ","11","","","","2"
"No","2007","Bavaria","Couple + C. LE 16 ","80","0.280678189684604","0.230251075067831","0.331105304301377","2"
"No","2007","Bavaria","Couple + C. GT 16 ","53","0.388764865708584","0.313466974684289","0.464062756732878","2"
"No","2007","Berlin","1-pers.-HH","10","","","","2"
"No","2007","Berlin","(Married) couple without C. ","19","","","","2"
"No","2007","Brandenburg","Couple + C. LE and GT 16","6","","","","2"
"No","2007","Mecklenburg-Western Pomerania","1-pers.-HH","7","","","","2"
"No","2007","Mecklenburg-Western Pomerania","(Married) couple without C. ","13","","","","2"
"No","2007","Mecklenburg-Western Pomerania","Single parent ","4","","","","2"
"No","2007","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","13","","","","2"
"No","2007","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","16","","","","2"
"No","2007","Hamburg","Single parent ","1","","","","2"
"No","2007","Hamburg","Couple + C. LE 16 ","7","","","","2"
"No","2007","Hamburg","Couple + C. GT 16 ","2","","","","2"
"No","2007","Hamburg","Couple + C. LE and GT 16","1","","","","2"
"No","2007","Lower Saxony","1-pers.-HH","15","","","","2"
"No","2007","Baden-Württemberg","Couple + C. LE and GT 16","22","","","","2"
"No","2007","Bavaria","1-pers.-HH","35","0.194041166107022","0.132378412391834","0.25570391982221","2"
"No","2007","Bavaria","(Married) couple without C. ","63","0.253327828564257","0.201451092714333","0.305204564414181","2"
"No","2007","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","3","","","","2"
"No","2007","Saxony","1-pers.-HH","17","","","","2"
"No","2007","Saxony","(Married) couple without C. ","52","0.309033787895717","0.239570550764474","0.378497025026961","2"
"No","2007","Saxony","Single parent ","9","","","","2"
"No","2007","Saxony","Couple + C. LE 16 ","30","0.217258263339768","0.139121827035756","0.29539469964378","2"
"No","2007","Saxony","Couple + C. GT 16 ","42","0.414395561400474","0.330038358586964","0.498752764213983","2"
"No","2007","Lower Saxony","(Married) couple without C. ","56","0.31440616715664","0.246008634237846","0.382803700075434","2"
"No","2007","Lower Saxony","Single parent ","4","","","","2"
"No","2007","Lower Saxony","Couple + C. LE 16 ","36","0.174476185384806","0.116213946341282","0.23273842442833","2"
"No","2007","Lower Saxony","Couple + C. GT 16 ","22","","","","2"
"No","2007","Lower Saxony","Couple + C. LE and GT 16","17","","","","2"
"No","2007","Bremen","1-pers.-HH","2","","","","2"
"No","2007","Baden-Württemberg","Single parent ","13","","","","2"
"No","2007","Baden-Württemberg","Couple + C. LE 16 ","45","0.218583561939075","0.162819181141347","0.274347942736804","2"
"No","2007","Baden-Württemberg","Couple + C. GT 16 ","39","0.201725142484242","0.139546055517162","0.263904229451323","2"
"No","2007","Bremen","(Married) couple without C. ","5","","","","2"
"No","2007","Bremen","Single parent ","","","","","2"
"No","2007","Bremen","Couple + C. LE 16 ","3","","","","2"
"No","2007","Bremen","Couple + C. GT 16 ","1","","","","2"
"No","2007","Bremen","Couple + C. LE and GT 16","","","","","2"
"No","2007","North Rhine-Westphalia","1-pers.-HH","34","0.222498562028963","0.158252079123251","0.286745044934675","2"
"No","2007","North Rhine-Westphalia","(Married) couple without C. ","86","0.219236115423365","0.178892639297736","0.259579591548994","2"
"No","2007","North Rhine-Westphalia","Single parent ","16","","","","2"
"No","2007","North Rhine-Westphalia","Couple + C. LE 16 ","57","0.151265746414335","0.113781335063978","0.188750157764693","2"
"No","2007","North Rhine-Westphalia","Couple + C. GT 16 ","62","0.27933378637661","0.223380135405126","0.335287437348095","2"
"No","2007","North Rhine-Westphalia","Couple + C. LE and GT 16","23","","","","2"
"No","2007","Hesse","1-pers.-HH","15","","","","2"
"No","2007","Hesse","(Married) couple without C. ","31","0.212581971193544","0.148988076868711","0.276175865518377","2"
"No","2007","Hesse","Single parent ","8","","","","2"
"No","2007","Hesse","Couple + C. LE 16 ","37","0.245912446826064","0.175578014476868","0.316246879175261","2"
"No","2007","Hesse","Couple + C. GT 16 ","16","","","","2"
"No","2007","Hesse","Couple + C. LE and GT 16","9","","","","2"
"No","2007","Rhineland-Palatinate,Saarland","1-pers.-HH","13","","","","2"
"No","2007","Rhineland-Palatinate,Saarland","(Married) couple without C. ","32","0.341075309376478","0.244725768771086","0.43742484998187","2"
"No","2007","Rhineland-Palatinate,Saarland","Single parent ","9","","","","2"
"No","2007","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","19","","","","2"
"No","2007","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","30","0.429657179980844","0.323160009057144","0.536154350904544","2"
"No","2007","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","9","","","","2"
"No","2007","Baden-Württemberg","1-pers.-HH","21","","","","2"
"No","2007","Baden-Württemberg","(Married) couple without C. ","47","0.149853461349713","0.104218840691515","0.195488082007911","2"
"No","2007","Saxony","Couple + C. LE and GT 16","12","","","","2"
"No","2007","Saxony-Anhalt","1-pers.-HH","8","","","","2"
"No","2007","Saxony-Anhalt","(Married) couple without C. ","29","","","","2"
"No","2007","Saxony-Anhalt","Single parent ","3","","","","2"
"No","2007","Saxony-Anhalt","Couple + C. LE 16 ","19","","","","2"
"No","2007","Saxony-Anhalt","Couple + C. GT 16 ","36","0.28241337728727","0.193285235446452","0.371541519128089","2"
"No","2007","Saxony-Anhalt","Couple + C. LE and GT 16","6","","","","2"
"No","2007","Thuringia","1-pers.-HH","14","","","","2"
"No","2007","Thuringia","(Married) couple without C. ","20","","","","2"
"No","2007","Thuringia","Single parent ","7","","","","2"
"No","2007","Thuringia","Couple + C. LE 16 ","14","","","","2"
"No","2007","Thuringia","Couple + C. GT 16 ","28","","","","2"
"No","2007","Thuringia","Couple + C. LE and GT 16","5","","","","2"
"Yes","2007","Hamburg","Couple + C. LE and GT 16","4","","","","1"
"Yes","2007","Lower Saxony","1-pers.-HH","62","0.831870216430345","0.748338223485811","0.915402209374879","1"
"Yes","2007","Schleswig-Holstein","1-pers.-HH","22","","","","1"
"Yes","2007","Schleswig-Holstein","(Married) couple without C. ","28","","","","1"
"Yes","2007","Schleswig-Holstein","Single parent ","4","","","","1"
"Yes","2007","Schleswig-Holstein","Couple + C. LE 16 ","33","0.688712350819175","0.559069094310708","0.818355607327642","1"
"Yes","2007","Schleswig-Holstein","Couple + C. GT 16 ","20","","","","1"
"Yes","2007","Schleswig-Holstein","Couple + C. LE and GT 16","8","","","","1"
"Yes","2007","Hamburg","1-pers.-HH","23","","","","1"
"Yes","2007","Hamburg","(Married) couple without C. ","27","","","","1"
"Yes","2007","Hamburg","Single parent ","2","","","","1"
"Yes","2007","Hamburg","Couple + C. LE 16 ","12","","","","1"
"Yes","2007","Hamburg","Couple + C. GT 16 ","7","","","","1"
"Yes","2007","Lower Saxony","(Married) couple without C. ","121","0.68559383284336","0.617196299924567","0.753991365762154","1"
"Yes","2007","Lower Saxony","Single parent ","29","","","","1"
"Yes","2007","Lower Saxony","Couple + C. LE 16 ","127","0.825523814615194","0.76726157557167","0.883786053658718","1"
"Yes","2007","Lower Saxony","Couple + C. GT 16 ","65","0.743106750238979","0.651296660001183","0.834916840476774","1"
"Yes","2007","Lower Saxony","Couple + C. LE and GT 16","29","","","","1"
"Yes","2007","Bremen","1-pers.-HH","8","","","","1"
"Yes","2007","Bremen","(Married) couple without C. ","14","","","","1"
"Yes","2007","Bremen","Single parent ","3","","","","1"
"Yes","2007","Bremen","Couple + C. LE 16 ","9","","","","1"
"Yes","2007","Bremen","Couple + C. GT 16 ","3","","","","1"
"Yes","2007","Bremen","Couple + C. LE and GT 16","","","","","1"
"Yes","2007","North Rhine-Westphalia","1-pers.-HH","127","0.777501437971037","0.713254955065325","0.841747920876749","1"
"Yes","2007","North Rhine-Westphalia","(Married) couple without C. ","318","0.780763884576635","0.740420408451007","0.821107360702264","1"
"Yes","2007","North Rhine-Westphalia","Single parent ","39","0.711691937251397","0.59197897893667","0.831404895566124","1"
"Yes","2007","North Rhine-Westphalia","Couple + C. LE 16 ","294","0.848734253585664","0.811249842235306","0.886218664936022","1"
"Yes","2007","North Rhine-Westphalia","Couple + C. GT 16 ","185","0.72066621362339","0.664712562651905","0.776619864594874","1"
"Yes","2007","North Rhine-Westphalia","Couple + C. LE and GT 16","72","0.773145223308874","0.688929963844035","0.857360482773713","1"
"Yes","2007","Hesse","1-pers.-HH","40","0.737601962230717","0.62133453312716","0.853869391334274","1"
"Yes","2007","Hesse","(Married) couple without C. ","128","0.787418028806456","0.723824134481623","0.851011923131289","1"
"Yes","2007","Hesse","Single parent ","20","","","","1"
"Yes","2007","Hesse","Couple + C. LE 16 ","107","0.754087553173936","0.683753120824739","0.824421985523132","1"
"Yes","2007","Hesse","Couple + C. GT 16 ","55","0.777875222521426","0.681187264433715","0.874563180609136","1"
"Yes","2007","Hesse","Couple + C. LE and GT 16","20","","","","1"
"Yes","2007","Rhineland-Palatinate,Saarland","1-pers.-HH","36","0.703428204234979","0.575541656689007","0.831314751780952","1"
"Yes","2007","Rhineland-Palatinate,Saarland","(Married) couple without C. ","61","0.658924690623522","0.56257515001813","0.755274231228914","1"
"Yes","2007","Rhineland-Palatinate,Saarland","Single parent ","11","","","","1"
"Yes","2007","Brandenburg","(Married) couple without C. ","56","0.665675934299412","0.564791608488649","0.766560260110175","1"
"Yes","2007","Brandenburg","Single parent ","16","","","","1"
"Yes","2007","Brandenburg","Couple + C. LE 16 ","35","0.630414783339034","0.497939916082317","0.76288965059575","1"
"Yes","2007","Berlin","(Married) couple without C. ","63","0.82658448935329","0.744638300513909","0.908530678192672","1"
"Yes","2007","Berlin","Single parent ","15","","","","1"
"Yes","2007","Berlin","Couple + C. LE 16 ","25","","","","1"
"Yes","2007","Berlin","Couple + C. GT 16 ","35","0.624281617333004","0.488677915169446","0.759885319496561","1"
"Yes","2007","Berlin","Couple + C. LE and GT 16","11","","","","1"
"Yes","2007","Brandenburg","1-pers.-HH","27","","","","1"
"Yes","2007","Brandenburg","Couple + C. GT 16 ","53","0.574373515603806","0.465343500940413","0.683403530267198","1"
"Yes","2007","Brandenburg","Couple + C. LE and GT 16","8","","","","1"
"Yes","2007","Mecklenburg-Western Pomerania","1-pers.-HH","16","","","","1"
"Yes","2007","Mecklenburg-Western Pomerania","(Married) couple without C. ","33","0.736200713293595","0.608849202752579","0.863552223834611","1"
"Yes","2007","Mecklenburg-Western Pomerania","Single parent ","5","","","","1"
"Yes","2007","Baden-Württemberg","Couple + C. GT 16 ","121","0.798274857515758","0.736095770548677","0.860453944482838","1"
"Yes","2007","Bavaria","(Married) couple without C. ","207","0.746672171435743","0.694795435585819","0.798548907285667","1"
"Yes","2007","Bavaria","Single parent ","44","0.784572276255295","0.675921202790861","0.893223349719729","1"
"Yes","2007","Bavaria","Couple + C. LE 16 ","225","0.719321810315396","0.668894695698623","0.769748924932169","1"
"Yes","2007","Bavaria","Couple + C. GT 16 ","108","0.611235134291416","0.535937243267122","0.686533025315711","1"
"Yes","2007","Bavaria","Couple + C. LE and GT 16","65","0.781891999553795","0.694613343899944","0.869170655207645","1"
"Yes","2007","Berlin","1-pers.-HH","31","0.798018740840498","0.675128259419442","0.920909222261555","1"
"Yes","2007","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","21","","","","1"
"Yes","2007","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","34","0.607840966091968","0.472512492256732","0.743169439927204","1"
"Yes","2007","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","8","","","","1"
"Yes","2007","Saxony","1-pers.-HH","43","0.798978868432914","0.69757349491454","0.900384241951288","1"
"Yes","2007","Saxony","(Married) couple without C. ","118","0.690966212104283","0.621502974973039","0.760429449235526","1"
"Yes","2007","Saxony","Single parent ","15","","","","1"
"Yes","2007","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","53","0.570342820019156","0.463845649095456","0.676839990942856","1"
"Yes","2007","Baden-Württemberg","(Married) couple without C. ","188","0.850146538650287","0.804511917992089","0.895781159308485","1"
"Yes","2007","Baden-Württemberg","Single parent ","29","","","","1"
"Yes","2007","Baden-Württemberg","Couple + C. LE 16 ","166","0.781416438060925","0.725652057263196","0.837180818858653","1"
"Yes","2007","Baden-Württemberg","Couple + C. LE and GT 16","64","0.724969971874277","0.63059671755647","0.819343226192085","1"
"Yes","2007","Bavaria","1-pers.-HH","123","0.805958833892978","0.74429608017779","0.867621587608166","1"
"Yes","2007","Saxony","Couple + C. LE 16 ","77","0.782741736660232","0.70460530035622","0.860878172964244","1"
"Yes","2007","Saxony","Couple + C. GT 16 ","89","0.585604438599526","0.501247235786017","0.669961641413036","1"
"Yes","2007","Saxony","Couple + C. LE and GT 16","39","0.844360527874301","0.744868830792258","0.943852224956345","1"
"Yes","2007","Saxony-Anhalt","1-pers.-HH","22","","","","1"
"Yes","2007","Saxony-Anhalt","(Married) couple without C. ","64","0.656497575953397","0.559984071969471","0.753011079937324","1"
"Yes","2007","Saxony-Anhalt","Single parent ","10","","","","1"
"Yes","2007","Saxony-Anhalt","Couple + C. LE 16 ","45","0.699326224860285","0.58698328448011","0.81166916524046","1"
"Yes","2007","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","61","0.783328233516229","0.693051434936714","0.873605032095745","1"
"Yes","2007","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","22","","","","1"
"Yes","2007","Baden-Württemberg","1-pers.-HH","110","0.800087667558845","0.731601790093565","0.868573545024126","1"
"Yes","2007","Saxony-Anhalt","Couple + C. GT 16 ","62","0.71758662271273","0.628458480871911","0.806714764553548","1"
"Yes","2007","Saxony-Anhalt","Couple + C. LE and GT 16","14","","","","1"
"Yes","2007","Thuringia","1-pers.-HH","25","","","","1"
"Yes","2007","Thuringia","(Married) couple without C. ","56","0.741558618203701","0.643135965656869","0.839981270750532","1"
"Yes","2007","Thuringia","Single parent ","8","","","","1"
"Yes","2007","Thuringia","Couple + C. LE 16 ","45","0.719470977767529","0.604835875126232","0.834106080408826","1"
"Yes","2007","Thuringia","Couple + C. GT 16 ","72","0.775607927246983","0.693841887106077","0.85737396738789","1"
"Yes","2007","Thuringia","Couple + C. LE and GT 16","16","","","","1"
"No","2008","Schleswig-Holstein","1-pers.-HH","12","","","","2"
"No","2008","Berlin","Single parent ","5","","","","2"
"No","2008","Berlin","Couple + C. LE 16 ","9","","","","2"
"No","2008","Berlin","Couple + C. LE and GT 16","1","","","","2"
"No","2008","Brandenburg","1-pers.-HH","6","","","","2"
"No","2008","Brandenburg","(Married) couple without C. ","23","","","","2"
"No","2008","Brandenburg","Single parent ","6","","","","2"
"No","2008","Brandenburg","Couple + C. LE 16 ","14","","","","2"
"No","2008","Schleswig-Holstein","(Married) couple without C. ","14","","","","2"
"No","2008","Schleswig-Holstein","Single parent ","6","","","","2"
"No","2008","Schleswig-Holstein","Couple + C. LE 16 ","11","","","","2"
"No","2008","Schleswig-Holstein","Couple + C. GT 16 ","3","","","","2"
"No","2008","Schleswig-Holstein","Couple + C. LE and GT 16","3","","","","2"
"No","2008","Bavaria","Couple + C. LE and GT 16","26","","","","2"
"No","2008","Berlin","1-pers.-HH","18","","","","2"
"No","2008","Berlin","(Married) couple without C. ","23","","","","2"
"No","2008","Berlin","Couple + C. GT 16 ","9","","","","2"
"No","2008","Brandenburg","Couple + C. GT 16 ","19","","","","2"
"No","2008","Brandenburg","Couple + C. LE and GT 16","4","","","","2"
"No","2008","Mecklenburg-Western Pomerania","1-pers.-HH","13","","","","2"
"No","2008","Mecklenburg-Western Pomerania","(Married) couple without C. ","18","","","","2"
"No","2008","Mecklenburg-Western Pomerania","Single parent ","3","","","","2"
"No","2008","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","10","","","","2"
"No","2008","Hamburg","1-pers.-HH","4","","","","2"
"No","2008","Hamburg","(Married) couple without C. ","9","","","","2"
"No","2008","Hamburg","Single parent ","1","","","","2"
"No","2008","Hamburg","Couple + C. LE 16 ","7","","","","2"
"No","2008","Hamburg","Couple + C. GT 16 ","2","","","","2"
"No","2008","Hamburg","Couple + C. LE and GT 16","2","","","","2"
"No","2008","Bavaria","Single parent ","10","","","","2"
"No","2008","Bavaria","Couple + C. LE 16 ","80","0.314375569451376","0.259800634127766","0.368950504774985","2"
"No","2008","Bavaria","Couple + C. GT 16 ","51","0.265925892692041","0.19788956731051","0.333962218073573","2"
"No","2008","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","18","","","","2"
"No","2008","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","6","","","","2"
"No","2008","Saxony","1-pers.-HH","19","","","","2"
"No","2008","Saxony","(Married) couple without C. ","48","0.357687630536048","0.285207568925274","0.430167692146822","2"
"No","2008","Saxony","Single parent ","8","","","","2"
"No","2008","Lower Saxony","1-pers.-HH","20","","","","2"
"No","2008","Lower Saxony","(Married) couple without C. ","46","0.345997608408161","0.273415039413742","0.418580177402581","2"
"No","2008","Lower Saxony","Single parent ","6","","","","2"
"No","2008","Lower Saxony","Couple + C. LE 16 ","40","0.26632188705324","0.198462411294469","0.334181362812011","2"
"No","2008","Lower Saxony","Couple + C. GT 16 ","28","","","","2"
"No","2008","Lower Saxony","Couple + C. LE and GT 16","12","","","","2"
"No","2008","Baden-Württemberg","Couple + C. LE and GT 16","15","","","","2"
"No","2008","Bavaria","1-pers.-HH","42","0.22451488220392","0.159860584212983","0.289169180194857","2"
"No","2008","Bavaria","(Married) couple without C. ","68","0.242778521585627","0.192377157988378","0.293179885182876","2"
"No","2008","Saxony","Couple + C. LE 16 ","34","0.278049132390608","0.197209993105311","0.358888271675904","2"
"No","2008","Saxony","Couple + C. GT 16 ","43","0.421794459214226","0.335565254981452","0.508023663447","2"
"No","2008","Bremen","1-pers.-HH","1","","","","2"
"No","2008","Bremen","(Married) couple without C. ","7","","","","2"
"No","2008","Bremen","Single parent ","","","","","2"
"No","2008","Bremen","Couple + C. LE 16 ","2","","","","2"
"No","2008","Bremen","Couple + C. GT 16 ","1","","","","2"
"No","2008","Baden-Württemberg","Single parent ","13","","","","2"
"No","2008","Baden-Württemberg","Couple + C. LE 16 ","53","0.268464904286324","0.209090051295556","0.327839757277093","2"
"No","2008","Baden-Württemberg","Couple + C. GT 16 ","38","0.221147813086518","0.161504677781299","0.280790948391736","2"
"No","2008","Bremen","Couple + C. LE and GT 16","1","","","","2"
"No","2008","North Rhine-Westphalia","1-pers.-HH","35","0.290506800300083","0.216096622479133","0.364916978121033","2"
"No","2008","North Rhine-Westphalia","(Married) couple without C. ","94","0.240826077197787","0.199027888602776","0.282624265792798","2"
"No","2008","North Rhine-Westphalia","Single parent ","21","","","","2"
"No","2008","North Rhine-Westphalia","Couple + C. LE 16 ","75","0.256038839209571","0.207610580868663","0.304467097550479","2"
"No","2008","North Rhine-Westphalia","Couple + C. GT 16 ","70","0.305857599136774","0.249414346502057","0.362300851771491","2"
"No","2008","North Rhine-Westphalia","Couple + C. LE and GT 16","23","","","","2"
"No","2008","Hesse","1-pers.-HH","14","","","","2"
"No","2008","Hesse","(Married) couple without C. ","45","0.226991568087416","0.163837443893727","0.290145692281105","2"
"No","2008","Hesse","Single parent ","8","","","","2"
"No","2008","Hesse","Couple + C. LE 16 ","33","0.236524642339722","0.165366677794669","0.307682606884776","2"
"No","2008","Hesse","Couple + C. GT 16 ","21","","","","2"
"No","2008","Hesse","Couple + C. LE and GT 16","8","","","","2"
"No","2008","Rhineland-Palatinate,Saarland","1-pers.-HH","19","","","","2"
"No","2008","Rhineland-Palatinate,Saarland","(Married) couple without C. ","34","0.533911008839268","0.42786178638576","0.639960231292776","2"
"No","2008","Rhineland-Palatinate,Saarland","Single parent ","9","","","","2"
"No","2008","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","15","","","","2"
"No","2008","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","36","0.51133116333625","0.405064491007806","0.617597835664693","2"
"No","2008","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","8","","","","2"
"No","2008","Baden-Württemberg","1-pers.-HH","19","","","","2"
"No","2008","Baden-Württemberg","(Married) couple without C. ","65","0.237530377383194","0.182531347991157","0.29252940677523","2"
"No","2008","Saxony","Couple + C. LE and GT 16","9","","","","2"
"No","2008","Saxony-Anhalt","1-pers.-HH","11","","","","2"
"No","2008","Saxony-Anhalt","(Married) couple without C. ","20","","","","2"
"No","2008","Saxony-Anhalt","Single parent ","6","","","","2"
"No","2008","Saxony-Anhalt","Couple + C. LE 16 ","15","","","","2"
"No","2008","Saxony-Anhalt","Couple + C. GT 16 ","38","0.380032545241478","0.286744442117964","0.473320648364992","2"
