"plb0196_h","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"No","2016","higher education","Urban Area","397","0.184779754693671","0.167387524400021","0.202171984987321"
"No","2016","higher education","Rural Area","139","0.188366472236595","0.159746427726781","0.21698651674641"
"Yes","2017","in school","Urban Area","3","","",""
"Yes","2017","in school","Rural Area","1","","",""
"Yes","2017","inadequately","Urban Area","47","0.707483978484387","0.600145192429771","0.814822764539004"
"Yes","2017","inadequately","Rural Area","21","","",""
"Yes","2017","general elemantary","Urban Area","278","0.682031274820925","0.636222657278426","0.727839892363424"
"Yes","2017","general elemantary","Rural Area","167","0.71643529395066","0.658561133446483","0.774309454454837"
"Yes","2017","middle vocational","Urban Area","1873","0.753602313362594","0.736690534509591","0.770514092215596"
"Yes","2017","middle vocational","Rural Area","1317","0.714656244285065","0.694111918752314","0.735200569817815"
"Yes","2017","vocational + Abi","Urban Area","568","0.74090752081955","0.709737534760961","0.772077506878138"
"Yes","2017","vocational + Abi","Rural Area","226","0.758410871346398","0.709729720688279","0.807092022004517"
"Yes","2017","higher vocational","Urban Area","309","0.78707856457329","0.746186742599041","0.827970386547538"
"Yes","2017","higher vocational","Rural Area","213","0.821460469193478","0.776279652292691","0.866641286094266"
"Yes","2017","higher education","Urban Area","1669","0.820980880887319","0.80440972642649","0.837552035348148"
"Yes","2017","higher education","Rural Area","636","0.790677162682425","0.762397616833492","0.818956708531358"
"No","2017","in school","Urban Area","2","","",""
"No","2017","in school","Rural Area","1","","",""
"No","2017","inadequately","Urban Area","22","","",""
"No","2017","inadequately","Rural Area","14","","",""
"No","2017","general elemantary","Urban Area","119","0.317968725179075","0.272160107636576","0.363777342721574"
"No","2017","general elemantary","Rural Area","66","0.28356470604934","0.225690545545163","0.341438866553517"
"No","2017","middle vocational","Urban Area","621","0.246397686637406","0.229485907784404","0.263309465490409"
"No","2017","middle vocational","Rural Area","539","0.285343755714935","0.264799430182185","0.305888081247686"
"No","2017","vocational + Abi","Urban Area","191","0.25909247918045","0.227922493121862","0.290262465239039"
"No","2017","vocational + Abi","Rural Area","71","0.241589128653602","0.192907977995483","0.290270279311721"
"No","2017","higher vocational","Urban Area","76","0.21292143542671","0.172029613452462","0.253813257400959"
"No","2017","higher vocational","Rural Area","63","0.178539530806522","0.133358713905734","0.223720347707309"
"No","2017","higher education","Urban Area","387","0.179019119112681","0.162447964651852","0.19559027357351"
"No","2017","higher education","Rural Area","159","0.209322837317575","0.181043291468642","0.237602383166508"
"Yes","2018","in school","Urban Area","2","","",""
"Yes","2018","in school","Rural Area","","","",""
"Yes","2018","inadequately","Urban Area","60","0.542327918461006","0.442144815296033","0.64251102162598"
"Yes","2018","inadequately","Rural Area","26","","",""
"Yes","2018","general elemantary","Urban Area","296","0.758284076972564","0.717959228762443","0.798608925182684"
"Yes","2018","general elemantary","Rural Area","165","0.690952694813979","0.631871292090299","0.750034097537659"
"Yes","2018","middle vocational","Urban Area","1891","0.748851477572542","0.732114170686427","0.765588784458657"
"Yes","2018","middle vocational","Rural Area","1306","0.710506701358273","0.689978504600425","0.731034898116122"
"Yes","2018","vocational + Abi","Urban Area","569","0.793636256034661","0.764750092397008","0.822522419672314"
"Yes","2018","vocational + Abi","Rural Area","230","0.745381035113868","0.697574497291341","0.793187572936396"
"Yes","2018","higher vocational","Urban Area","304","0.75042404279972","0.70719531357608","0.79365277202336"
"Yes","2018","higher vocational","Rural Area","210","0.769070783245151","0.719352497303445","0.818789069186856"
"Yes","2018","higher education","Urban Area","1651","0.782036675152507","0.764673727618993","0.79939962268602"
"Yes","2018","higher education","Rural Area","618","0.744440385162814","0.71449496840238","0.774385801923247"
"No","2018","in school","Urban Area","3","","",""
"No","2018","in school","Rural Area","","","",""
"No","2018","inadequately","Urban Area","35","0.457672081538993","0.35748897837402","0.557855184703967"
"No","2018","inadequately","Rural Area","15","","",""
"No","2018","general elemantary","Urban Area","137","0.241715923027436","0.201391074817316","0.282040771237557"
"No","2018","general elemantary","Rural Area","70","0.309047305186021","0.249965902462341","0.368128707909701"
"No","2018","middle vocational","Urban Area","688","0.251148522427458","0.234411215541343","0.267885829313573"
"No","2018","middle vocational","Rural Area","569","0.289493298641727","0.268965101883878","0.310021495399575"
"No","2018","vocational + Abi","Urban Area","185","0.206363743965339","0.177477580327686","0.235249907602992"
"No","2018","vocational + Abi","Rural Area","89","0.254618964886132","0.206812427063604","0.302425502708659"
"No","2018","higher vocational","Urban Area","81","0.24957595720028","0.20634722797664","0.29280468642392"
"No","2018","higher vocational","Rural Area","66","0.230929216754849","0.181210930813144","0.280647502696555"
"No","2018","higher education","Urban Area","521","0.217963324847493","0.20060037731398","0.235326272381007"
"No","2018","higher education","Rural Area","197","0.255559614837186","0.225614198076753","0.28550503159762"
"Yes","2019","in school","Urban Area","7","","",""
"Yes","2019","in school","Rural Area","","","",""
"Yes","2019","inadequately","Urban Area","63","0.776094051554161","0.694391036362993","0.85779706674533"
"Yes","2019","inadequately","Rural Area","38","0.847715481372064","0.747114322015382","0.948316640728746"
"Yes","2019","general elemantary","Urban Area","232","0.737214536202303","0.689726005232658","0.784703067171948"
"Yes","2019","general elemantary","Rural Area","157","0.715610944660665","0.655863276538403","0.775358612782928"
"Yes","2019","middle vocational","Urban Area","1558","0.749792859524937","0.731333637008448","0.768252082041426"
"Yes","2019","middle vocational","Rural Area","1167","0.723120859977903","0.701168449683569","0.745073270272238"
"Yes","2019","vocational + Abi","Urban Area","505","0.800568733297805","0.769732297851022","0.831405168744589"
"Yes","2019","vocational + Abi","Rural Area","225","0.741310662806309","0.691674078949126","0.790947246663491"
"Yes","2019","higher vocational","Urban Area","271","0.799052185336737","0.756396447605075","0.841707923068398"
"Yes","2019","higher vocational","Rural Area","202","0.801251416585543","0.752078693811389","0.850424139359697"
"Yes","2019","higher education","Urban Area","1482","0.827844163717747","0.810692349049441","0.844995978386052"
"Yes","2019","higher education","Rural Area","608","0.761886086029233","0.731860205509723","0.791911966548744"
"No","2019","in school","Urban Area","1","","",""
"No","2019","in school","Rural Area","","","",""
"No","2019","inadequately","Urban Area","37","0.223905948445839","0.14220293325467","0.305608963637007"
"No","2019","inadequately","Rural Area","11","","",""
"No","2019","general elemantary","Urban Area","98","0.262785463797697","0.215296932828052","0.310273994767342"
"No","2019","general elemantary","Rural Area","62","0.284389055339335","0.224641387217072","0.344136723461597"
"No","2019","middle vocational","Urban Area","557","0.250207140475063","0.231747917958574","0.268666362991552"
"No","2019","middle vocational","Rural Area","429","0.276879140022097","0.254926729727763","0.298831550316431"
"No","2019","vocational + Abi","Urban Area","140","0.199431266702195","0.168594831255411","0.230267702148978"
"No","2019","vocational + Abi","Rural Area","74","0.258689337193691","0.209052753336509","0.308325921050874"
"No","2019","higher vocational","Urban Area","68","0.200947814663263","0.158292076931601","0.243603552394925"
"No","2019","higher vocational","Rural Area","51","0.198748583414457","0.149575860640303","0.247921306188611"
"No","2019","higher education","Urban Area","379","0.172155836282253","0.155004021613948","0.189307650950559"
"No","2019","higher education","Rural Area","165","0.238113913970767","0.208088033451257","0.268139794490278"
