"plb0196_h","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"No","1995","Lower Saxony","no degree/no degree yet","8","","",""
"No","1995","Bremen","lower secondary degree","6","","",""
"No","1995","Bremen","secondary school degree","5","","",""
"No","1995","Bremen","college entrance qualification","1","","",""
"No","1995","Bremen","Other degree","5","","",""
"No","1995","Bremen","no degree/no degree yet","1","","",""
"No","1995","North Rhine-Westphalia","lower secondary degree","344","1","1","1"
"No","1995","North Rhine-Westphalia","secondary school degree","180","1","1","1"
"No","1995","North Rhine-Westphalia","college entrance qualification","168","1","1","1"
"No","1995","North Rhine-Westphalia","Other degree","122","1","1","1"
"No","1995","North Rhine-Westphalia","no degree/no degree yet","53","1","1","1"
"No","1995","Hesse","lower secondary degree","136","1","1","1"
"No","1995","Hesse","secondary school degree","64","1","1","1"
"No","1995","Hesse","college entrance qualification","64","1","1","1"
"No","1995","Hesse","Other degree","67","1","1","1"
"No","1995","Hesse","no degree/no degree yet","25","","",""
"No","1995","Rhineland-Palatinate,Saarland","lower secondary degree","115","1","1","1"
"No","1995","Rhineland-Palatinate,Saarland","secondary school degree","46","1","1","1"
"No","1995","Rhineland-Palatinate,Saarland","college entrance qualification","27","","",""
"No","1995","Rhineland-Palatinate,Saarland","Other degree","41","1","1","1"
"No","1995","Rhineland-Palatinate,Saarland","no degree/no degree yet","11","","",""
"No","1995","Baden-Württemberg","lower secondary degree","278","1","1","1"
"No","1995","Baden-Württemberg","secondary school degree","98","1","1","1"
"No","1995","Baden-Württemberg","college entrance qualification","67","1","1","1"
"No","1995","Baden-Württemberg","Other degree","131","1","1","1"
"No","1995","Baden-Württemberg","no degree/no degree yet","67","1","1","1"
"No","1995","Bavaria","lower secondary degree","293","1","1","1"
"No","1995","Bavaria","secondary school degree","145","1","1","1"
"No","1995","Bavaria","college entrance qualification","70","1","1","1"
"No","1995","Bavaria","Other degree","85","1","1","1"
"No","1995","Bavaria","no degree/no degree yet","23","","",""
"No","1995","Berlin","lower secondary degree","45","1","1","1"
"No","1995","Berlin","secondary school degree","62","1","1","1"
"No","1995","Berlin","college entrance qualification","42","1","1","1"
"No","1995","Berlin","Other degree","19","","",""
"No","1995","Berlin","no degree/no degree yet","4","","",""
"No","1995","Brandenburg","lower secondary degree","50","1","1","1"
"No","1995","Brandenburg","secondary school degree","128","1","1","1"
"No","1995","Brandenburg","college entrance qualification","29","","",""
"No","1995","Brandenburg","Other degree","5","","",""
"No","1995","Brandenburg","no degree/no degree yet","1","","",""
"No","1995","Mecklenburg-Western Pomerania","lower secondary degree","29","","",""
"No","1995","Mecklenburg-Western Pomerania","secondary school degree","77","1","1","1"
"No","1995","Mecklenburg-Western Pomerania","college entrance qualification","24","","",""
"No","1995","Mecklenburg-Western Pomerania","Other degree","2","","",""
"No","1995","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"No","1995","Saxony","lower secondary degree","81","1","1","1"
"No","1995","Saxony","secondary school degree","182","1","1","1"
"No","1995","Saxony","college entrance qualification","48","1","1","1"
"No","1995","Saxony","Other degree","","","",""
"No","1995","Saxony","no degree/no degree yet","2","","",""
"No","1995","Saxony-Anhalt","lower secondary degree","64","1","1","1"
"No","1995","Saxony-Anhalt","secondary school degree","131","1","1","1"
"No","1995","Saxony-Anhalt","college entrance qualification","33","1","1","1"
"No","1995","Saxony-Anhalt","Other degree","2","","",""
"No","1995","Saxony-Anhalt","no degree/no degree yet","1","","",""
"No","1995","Thuringia","lower secondary degree","48","1","1","1"
"No","1995","Thuringia","secondary school degree","132","1","1","1"
"No","1995","Thuringia","college entrance qualification","18","","",""
"No","1995","Thuringia","Other degree","2","","",""
"No","1995","Thuringia","no degree/no degree yet","1","","",""
"Yes","1996","Schleswig-Holstein","lower secondary degree","","","",""
"Yes","1996","Schleswig-Holstein","secondary school degree","","","",""
"Yes","1996","Schleswig-Holstein","college entrance qualification","","","",""
"Yes","1996","Schleswig-Holstein","Other degree","","","",""
"Yes","1996","Schleswig-Holstein","no degree/no degree yet","","","",""
"Yes","1996","Hamburg","lower secondary degree","","","",""
"Yes","1996","Hamburg","secondary school degree","","","",""
"Yes","1996","Hamburg","college entrance qualification","","","",""
"Yes","1996","Hamburg","Other degree","","","",""
"Yes","1996","Hamburg","no degree/no degree yet","","","",""
"Yes","1996","Lower Saxony","lower secondary degree","","","",""
"Yes","1996","Lower Saxony","secondary school degree","","","",""
"Yes","1996","Lower Saxony","college entrance qualification","","","",""
"Yes","1996","Lower Saxony","Other degree","","","",""
"Yes","1996","Lower Saxony","no degree/no degree yet","","","",""
"Yes","1996","Bremen","lower secondary degree","","","",""
"Yes","1996","Bremen","secondary school degree","","","",""
"Yes","1996","Bremen","college entrance qualification","","","",""
"Yes","1996","Bremen","Other degree","","","",""
"Yes","1996","Bremen","no degree/no degree yet","","","",""
"Yes","1996","North Rhine-Westphalia","lower secondary degree","","","",""
"Yes","1996","North Rhine-Westphalia","secondary school degree","","","",""
"Yes","1996","North Rhine-Westphalia","college entrance qualification","","","",""
"Yes","1996","North Rhine-Westphalia","Other degree","","","",""
"Yes","1996","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Yes","1996","Hesse","lower secondary degree","","","",""
"Yes","1996","Hesse","secondary school degree","","","",""
"Yes","1996","Hesse","college entrance qualification","","","",""
"Yes","1996","Hesse","Other degree","","","",""
"Yes","1996","Hesse","no degree/no degree yet","","","",""
"Yes","1996","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Yes","1996","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Yes","1996","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Yes","1996","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Yes","1996","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Yes","1996","Baden-Württemberg","lower secondary degree","","","",""
"Yes","1996","Baden-Württemberg","secondary school degree","","","",""
"Yes","1996","Baden-Württemberg","college entrance qualification","","","",""
"Yes","1996","Baden-Württemberg","Other degree","","","",""
"Yes","1996","Baden-Württemberg","no degree/no degree yet","","","",""
"Yes","1996","Bavaria","lower secondary degree","","","",""
"Yes","1996","Bavaria","secondary school degree","","","",""
"Yes","1996","Bavaria","college entrance qualification","","","",""
"Yes","1996","Bavaria","Other degree","","","",""
"Yes","1996","Bavaria","no degree/no degree yet","","","",""
"Yes","1996","Berlin","lower secondary degree","","","",""
"Yes","1996","Berlin","secondary school degree","","","",""
"Yes","1996","Berlin","college entrance qualification","","","",""
"Yes","1996","Berlin","Other degree","","","",""
"Yes","1996","Berlin","no degree/no degree yet","","","",""
"Yes","1996","Brandenburg","lower secondary degree","","","",""
"Yes","1996","Brandenburg","secondary school degree","","","",""
"Yes","1996","Brandenburg","college entrance qualification","","","",""
"Yes","1996","Brandenburg","Other degree","","","",""
"Yes","1996","Brandenburg","no degree/no degree yet","","","",""
"Yes","1996","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Yes","1996","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Yes","1996","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Yes","1996","Mecklenburg-Western Pomerania","Other degree","","","",""
"Yes","1996","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Yes","1996","Saxony","lower secondary degree","","","",""
"Yes","1996","Saxony","secondary school degree","","","",""
"Yes","1996","Saxony","college entrance qualification","","","",""
"Yes","1996","Saxony","Other degree","","","",""
"Yes","1996","Saxony","no degree/no degree yet","","","",""
"Yes","1996","Saxony-Anhalt","lower secondary degree","","","",""
"Yes","1996","Saxony-Anhalt","secondary school degree","","","",""
"Yes","1996","Saxony-Anhalt","college entrance qualification","","","",""
"Yes","1996","Saxony-Anhalt","Other degree","","","",""
"Yes","1996","Saxony-Anhalt","no degree/no degree yet","","","",""
"Yes","1996","Thuringia","lower secondary degree","","","",""
"Yes","1996","Thuringia","secondary school degree","","","",""
"Yes","1996","Thuringia","college entrance qualification","","","",""
"Yes","1996","Thuringia","Other degree","","","",""
"Yes","1996","Thuringia","no degree/no degree yet","","","",""
"No","1996","Schleswig-Holstein","lower secondary degree","45","1","1","1"
"No","1996","Schleswig-Holstein","secondary school degree","25","","",""
"No","1996","Schleswig-Holstein","college entrance qualification","16","","",""
"No","1996","Schleswig-Holstein","Other degree","6","","",""
"No","1996","Schleswig-Holstein","no degree/no degree yet","3","","",""
"No","1996","Hamburg","lower secondary degree","18","","",""
"No","1996","Hamburg","secondary school degree","7","","",""
"No","1996","Hamburg","college entrance qualification","10","","",""
"No","1996","Hamburg","Other degree","6","","",""
"No","1996","Hamburg","no degree/no degree yet","3","","",""
"No","1996","Lower Saxony","lower secondary degree","141","1","1","1"
"No","1996","Lower Saxony","secondary school degree","90","1","1","1"
"No","1996","Lower Saxony","college entrance qualification","55","1","1","1"
"No","1996","Lower Saxony","Other degree","37","1","1","1"
"No","1996","Lower Saxony","no degree/no degree yet","11","","",""
"No","1996","Bremen","lower secondary degree","8","","",""
"No","1996","Bremen","secondary school degree","8","","",""
"No","1996","Bremen","college entrance qualification","","","",""
"No","1996","Bremen","Other degree","4","","",""
"No","1996","Bremen","no degree/no degree yet","1","","",""
"No","1996","North Rhine-Westphalia","lower secondary degree","353","1","1","1"
"No","1996","North Rhine-Westphalia","secondary school degree","194","1","1","1"
"No","1996","North Rhine-Westphalia","college entrance qualification","169","1","1","1"
"No","1996","North Rhine-Westphalia","Other degree","100","1","1","1"
"No","1996","North Rhine-Westphalia","no degree/no degree yet","52","1","1","1"
"No","1996","Hesse","lower secondary degree","130","1","1","1"
"No","1996","Hesse","secondary school degree","62","1","1","1"
"No","1996","Hesse","college entrance qualification","53","1","1","1"
"No","1996","Hesse","Other degree","55","1","1","1"
"No","1996","Hesse","no degree/no degree yet","22","","",""
"No","1996","Rhineland-Palatinate,Saarland","lower secondary degree","119","1","1","1"
"No","1996","Rhineland-Palatinate,Saarland","secondary school degree","40","1","1","1"
"No","1996","Rhineland-Palatinate,Saarland","college entrance qualification","25","","",""
"No","1996","Rhineland-Palatinate,Saarland","Other degree","44","1","1","1"
"No","1996","Rhineland-Palatinate,Saarland","no degree/no degree yet","8","","",""
"No","1996","Baden-Württemberg","lower secondary degree","242","1","1","1"
"No","1996","Baden-Württemberg","secondary school degree","104","1","1","1"
"No","1996","Baden-Württemberg","college entrance qualification","75","1","1","1"
"No","1996","Baden-Württemberg","Other degree","111","1","1","1"
"No","1996","Baden-Württemberg","no degree/no degree yet","56","1","1","1"
"No","1996","Bavaria","lower secondary degree","278","1","1","1"
"No","1996","Bavaria","secondary school degree","119","1","1","1"
"No","1996","Bavaria","college entrance qualification","72","1","1","1"
"No","1996","Bavaria","Other degree","81","1","1","1"
"No","1996","Bavaria","no degree/no degree yet","26","","",""
"No","1996","Berlin","lower secondary degree","41","1","1","1"
"No","1996","Berlin","secondary school degree","61","1","1","1"
"No","1996","Berlin","college entrance qualification","43","1","1","1"
"No","1996","Berlin","Other degree","18","","",""
"No","1996","Berlin","no degree/no degree yet","2","","",""
"No","1996","Brandenburg","lower secondary degree","36","1","1","1"
"No","1996","Brandenburg","secondary school degree","129","1","1","1"
"No","1996","Brandenburg","college entrance qualification","27","","",""
"No","1996","Brandenburg","Other degree","4","","",""
"No","1996","Brandenburg","no degree/no degree yet","1","","",""
"No","1996","Mecklenburg-Western Pomerania","lower secondary degree","28","","",""
"No","1996","Mecklenburg-Western Pomerania","secondary school degree","78","1","1","1"
"No","1996","Mecklenburg-Western Pomerania","college entrance qualification","20","","",""
