"plb0196_h","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Yes","2006","Hamburg","lower secondary degree","8","","",""
"Yes","2006","Hamburg","secondary school degree","27","","",""
"Yes","2006","Hamburg","college entrance qualification","34","0.649404725226805","0.508416610194371","0.790392840259239"
"Yes","2006","Hamburg","Other degree","1","","",""
"Yes","2006","Hamburg","no degree/no degree yet","","","",""
"Yes","2006","Lower Saxony","lower secondary degree","107","0.658044611256618","0.58431160806095","0.731777614452286"
"Yes","2006","Lower Saxony","secondary school degree","165","0.687863004115475","0.62836618745878","0.747359820772171"
"Yes","2006","Lower Saxony","college entrance qualification","133","0.743993007014237","0.680236842958819","0.807749171069655"
"Yes","2006","Lower Saxony","Other degree","10","","",""
"Yes","2006","Lower Saxony","no degree/no degree yet","3","","",""
"Yes","2006","Bremen","lower secondary degree","9","","",""
"Yes","2006","Bremen","secondary school degree","14","","",""
"Yes","2006","Bremen","college entrance qualification","16","","",""
"Yes","2006","Bremen","Other degree","","","",""
"Yes","2006","Bremen","no degree/no degree yet","","","",""
"Yes","2006","North Rhine-Westphalia","lower secondary degree","255","0.721723921167686","0.675301256515305","0.768146585820067"
"Yes","2006","North Rhine-Westphalia","secondary school degree","312","0.745666116954293","0.703767628234835","0.787564605673751"
"Yes","2006","North Rhine-Westphalia","college entrance qualification","469","0.79795989407329","0.765478222848522","0.830441565298058"
"Yes","2006","North Rhine-Westphalia","Other degree","52","0.702247616808077","0.596625564241002","0.807869669375152"
"Yes","2006","North Rhine-Westphalia","no degree/no degree yet","5","","",""
"Yes","2006","Hesse","lower secondary degree","87","0.680173463674972","0.598080801803405","0.762266125546538"
"Yes","2006","Hesse","secondary school degree","142","0.75999469438359","0.698451798463792","0.821537590303388"
"Yes","2006","Hesse","college entrance qualification","171","0.751682569110856","0.694722199717918","0.808642938503794"
"Yes","2006","Hesse","Other degree","17","","",""
"Yes","2006","Hesse","no degree/no degree yet","","","",""
"Yes","2006","Rhineland-Palatinate,Saarland","lower secondary degree","105","0.682254374380195","0.606730437993994","0.757778310766397"
"Yes","2006","Rhineland-Palatinate,Saarland","secondary school degree","87","0.775691247400603","0.700746333334096","0.85063616146711"
"Yes","2006","Rhineland-Palatinate,Saarland","college entrance qualification","86","0.784561040613607","0.708420742972761","0.860701338254454"
"Yes","2006","Rhineland-Palatinate,Saarland","Other degree","21","","",""
"Yes","2006","Rhineland-Palatinate,Saarland","no degree/no degree yet","1","","",""
"Yes","2006","Baden-Württemberg","lower secondary degree","206","0.721182820837499","0.667596442995056","0.774769198679942"
"Yes","2006","Baden-Württemberg","secondary school degree","214","0.755897297811413","0.705850930024533","0.805943665598292"
"Yes","2006","Baden-Württemberg","college entrance qualification","255","0.819205097286393","0.776638132818601","0.861772061754186"
"Yes","2006","Baden-Württemberg","Other degree","45","0.607921000886135","0.4918819953096","0.723960006462669"
"Yes","2006","Baden-Württemberg","no degree/no degree yet","4","","",""
"Yes","2006","Bavaria","lower secondary degree","253","0.609212321995919","0.561867468215361","0.656557175776477"
"Yes","2006","Bavaria","secondary school degree","253","0.770733166198487","0.726116867175061","0.815349465221913"
"Yes","2006","Bavaria","college entrance qualification","262","0.787604599864615","0.743675465071799","0.83153373465743"
"Yes","2006","Bavaria","Other degree","26","","",""
"Yes","2006","Bavaria","no degree/no degree yet","4","","",""
"Yes","2006","Berlin","lower secondary degree","19","","",""
"Yes","2006","Berlin","secondary school degree","80","0.710392517439798","0.62601229225206","0.794772742627536"
"Yes","2006","Berlin","college entrance qualification","82","0.699385195165404","0.614466662813909","0.784303727516898"
"Yes","2006","Berlin","Other degree","4","","",""
"Yes","2006","Berlin","no degree/no degree yet","1","","",""
"Yes","2006","Brandenburg","lower secondary degree","11","","",""
"Yes","2006","Brandenburg","secondary school degree","132","0.687603992588967","0.621875550350504","0.75333243482743"
"Yes","2006","Brandenburg","college entrance qualification","71","0.704093051648499","0.610822018330745","0.797364084966253"
"Yes","2006","Brandenburg","Other degree","4","","",""
"Yes","2006","Brandenburg","no degree/no degree yet","","","",""
"Yes","2006","Mecklenburg-Western Pomerania","lower secondary degree","10","","",""
"Yes","2006","Mecklenburg-Western Pomerania","secondary school degree","74","0.734647487866974","0.651377727669642","0.817917248064307"
"Yes","2006","Mecklenburg-Western Pomerania","college entrance qualification","38","0.802959263599422","0.695872714475252","0.910045812723591"
"Yes","2006","Mecklenburg-Western Pomerania","Other degree","","","",""
"Yes","2006","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Yes","2006","Saxony","lower secondary degree","22","","",""
"Yes","2006","Saxony","secondary school degree","264","0.724986785962759","0.679611596925086","0.770361975000432"
"Yes","2006","Saxony","college entrance qualification","126","0.776530194652893","0.711983100012689","0.841077289293096"
"Yes","2006","Saxony","Other degree","","","",""
"Yes","2006","Saxony","no degree/no degree yet","","","",""
"Yes","2006","Saxony-Anhalt","lower secondary degree","15","","",""
"Yes","2006","Saxony-Anhalt","secondary school degree","131","0.653317736309365","0.583598983147004","0.723036489471725"
"Yes","2006","Saxony-Anhalt","college entrance qualification","69","0.728336400685602","0.638888938876976","0.817783862494228"
"Yes","2006","Saxony-Anhalt","Other degree","1","","",""
"Yes","2006","Saxony-Anhalt","no degree/no degree yet","","","",""
"Yes","2006","Thuringia","lower secondary degree","24","","",""
"Yes","2006","Thuringia","secondary school degree","139","0.705561413231833","0.643470550924751","0.767652275538915"
"Yes","2006","Thuringia","college entrance qualification","57","0.642319738391014","0.534558042822209","0.750081433959818"
"Yes","2006","Thuringia","Other degree","1","","",""
"Yes","2006","Thuringia","no degree/no degree yet","","","",""
"No","2006","Schleswig-Holstein","lower secondary degree","17","","",""
"No","2006","Schleswig-Holstein","secondary school degree","28","","",""
"No","2006","Schleswig-Holstein","college entrance qualification","26","","",""
"No","2006","Schleswig-Holstein","Other degree","1","","",""
"No","2006","Schleswig-Holstein","no degree/no degree yet","","","",""
"No","2006","Hamburg","lower secondary degree","4","","",""
"No","2006","Hamburg","secondary school degree","5","","",""
"No","2006","Hamburg","college entrance qualification","10","","",""
"No","2006","Hamburg","Other degree","1","","",""
"No","2006","Hamburg","no degree/no degree yet","2","","",""
"No","2006","Lower Saxony","lower secondary degree","52","0.341955388743382","0.268222385547714","0.41568839193905"
"No","2006","Lower Saxony","secondary school degree","68","0.312136995884525","0.252640179227829","0.37163381254122"
"No","2006","Lower Saxony","college entrance qualification","47","0.256006992985763","0.192250828930345","0.319763157041181"
"No","2006","Lower Saxony","Other degree","12","","",""
"No","2006","Lower Saxony","no degree/no degree yet","5","","",""
"No","2006","Bremen","lower secondary degree","1","","",""
"No","2006","Bremen","secondary school degree","2","","",""
"No","2006","Bremen","college entrance qualification","3","","",""
"No","2006","Bremen","Other degree","1","","",""
"No","2006","Bremen","no degree/no degree yet","","","",""
"No","2006","North Rhine-Westphalia","lower secondary degree","103","0.278276078832314","0.231853414179933","0.324698743484695"
"No","2006","North Rhine-Westphalia","secondary school degree","103","0.254333883045707","0.212435394326249","0.296232371765165"
"No","2006","North Rhine-Westphalia","college entrance qualification","118","0.20204010592671","0.169558434701941","0.234521777151478"
"No","2006","North Rhine-Westphalia","Other degree","20","","",""
"No","2006","North Rhine-Westphalia","no degree/no degree yet","3","","",""
"No","2006","Hesse","lower secondary degree","37","0.319826536325028","0.237733874453462","0.401919198196595"
"No","2006","Hesse","secondary school degree","43","0.24000530561641","0.178462409696612","0.301548201536208"
"No","2006","Hesse","college entrance qualification","50","0.248317430889144","0.191357061496206","0.305277800282082"
"No","2006","Hesse","Other degree","14","","",""
"No","2006","Hesse","no degree/no degree yet","1","","",""
"No","2006","Rhineland-Palatinate,Saarland","lower secondary degree","41","0.317745625619805","0.242221689233603","0.393269562006006"
"No","2006","Rhineland-Palatinate,Saarland","secondary school degree","32","0.224308752599397","0.14936383853289","0.299253666665904"
"No","2006","Rhineland-Palatinate,Saarland","college entrance qualification","26","","",""
"No","2006","Rhineland-Palatinate,Saarland","Other degree","3","","",""
"No","2006","Rhineland-Palatinate,Saarland","no degree/no degree yet","1","","",""
"No","2006","Baden-Württemberg","lower secondary degree","63","0.278817179162501","0.225230801320058","0.332403557004944"
"No","2006","Baden-Württemberg","secondary school degree","69","0.244102702188587","0.194056334401708","0.294149069975467"
"No","2006","Baden-Württemberg","college entrance qualification","59","0.180794902713607","0.138227938245814","0.223361867181399"
"No","2006","Baden-Württemberg","Other degree","23","","",""
"No","2006","Baden-Württemberg","no degree/no degree yet","1","","",""
"No","2006","Bavaria","lower secondary degree","155","0.390787678004081","0.343442824223523","0.438132531784639"
"No","2006","Bavaria","secondary school degree","88","0.229266833801513","0.184650534778087","0.273883132824939"
"No","2006","Bavaria","college entrance qualification","71","0.212395400135386","0.16846626534257","0.256324534928201"
"No","2006","Bavaria","Other degree","12","","",""
"No","2006","Bavaria","no degree/no degree yet","1","","",""
"No","2006","Berlin","lower secondary degree","3","","",""
"No","2006","Berlin","secondary school degree","31","0.289607482560202","0.205227257372464","0.373987707747941"
"No","2006","Berlin","college entrance qualification","30","0.300614804834596","0.215696272483102","0.385533337186091"
"No","2006","Berlin","Other degree","1","","",""
"No","2006","Berlin","no degree/no degree yet","","","",""
"No","2006","Brandenburg","lower secondary degree","3","","",""
"No","2006","Brandenburg","secondary school degree","59","0.312396007411033","0.24666756517257","0.378124449649496"
"No","2006","Brandenburg","college entrance qualification","21","","",""
"No","2006","Brandenburg","Other degree","1","","",""
"No","2006","Brandenburg","no degree/no degree yet","","","",""
"No","2006","Mecklenburg-Western Pomerania","lower secondary degree","7","","",""
"No","2006","Mecklenburg-Western Pomerania","secondary school degree","34","0.265352512133026","0.182082751935693","0.348622272330358"
"No","2006","Mecklenburg-Western Pomerania","college entrance qualification","15","","",""
"No","2006","Mecklenburg-Western Pomerania","Other degree","1","","",""
"No","2006","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"No","2006","Saxony","lower secondary degree","14","","",""
"No","2006","Saxony","secondary school degree","108","0.275013214037241","0.229638024999568","0.320388403074914"
"No","2006","Saxony","college entrance qualification","34","0.223469805347107","0.158922710706904","0.288016899987311"
"No","2006","Saxony","Other degree","","","",""
"No","2006","Saxony","no degree/no degree yet","","","",""
"No","2006","Saxony-Anhalt","lower secondary degree","21","","",""
"No","2006","Saxony-Anhalt","secondary school degree","48","0.346682263690635","0.276963510528275","0.416401016852996"
"No","2006","Saxony-Anhalt","college entrance qualification","26","","",""
"No","2006","Saxony-Anhalt","Other degree","","","",""
"No","2006","Saxony-Anhalt","no degree/no degree yet","1","","",""
"No","2006","Thuringia","lower secondary degree","12","","",""
"No","2006","Thuringia","secondary school degree","68","0.294438586768167","0.232347724461085","0.356529449075249"
"No","2006","Thuringia","college entrance qualification","19","","",""
"No","2006","Thuringia","Other degree","1","","",""
"No","2006","Thuringia","no degree/no degree yet","","","",""
"Yes","2007","Schleswig-Holstein","lower secondary degree","31","0.631234679674537","0.488676476045851","0.773792883303223"
"Yes","2007","Schleswig-Holstein","secondary school degree","41","0.700490094468229","0.585545178325639","0.815435010610819"
"Yes","2007","Schleswig-Holstein","college entrance qualification","38","0.777802414151382","0.668919837684086","0.886684990618679"
"Yes","2007","Schleswig-Holstein","Other degree","2","","",""
"Yes","2007","Schleswig-Holstein","no degree/no degree yet","2","","",""
"Yes","2007","Hamburg","lower secondary degree","10","","",""
"Yes","2007","Hamburg","secondary school degree","22","","",""
"Yes","2007","Hamburg","college entrance qualification","43","0.863216687946517","0.77156769807119","0.954865677821844"
"Yes","2007","Hamburg","Other degree","1","","",""
"Yes","2007","Hamburg","no degree/no degree yet","","","",""
"Yes","2007","Lower Saxony","lower secondary degree","112","0.718835206034938","0.649175243093762","0.788495168976114"
"Yes","2007","Lower Saxony","secondary school degree","167","0.742023981577767","0.684340615857716","0.799707347297818"
"Yes","2007","Lower Saxony","college entrance qualification","140","0.862179076874108","0.811680644972809","0.912677508775406"
"Yes","2007","Lower Saxony","Other degree","16","","",""
"Yes","2007","Lower Saxony","no degree/no degree yet","3","","",""
"Yes","2007","Bremen","lower secondary degree","6","","",""
"Yes","2007","Bremen","secondary school degree","16","","",""
"Yes","2007","Bremen","college entrance qualification","15","","",""
"Yes","2007","Bremen","Other degree","","","",""
"Yes","2007","Bremen","no degree/no degree yet","","","",""
"Yes","2007","North Rhine-Westphalia","lower secondary degree","227","0.751129776808638","0.702447516429436","0.799812037187839"
"Yes","2007","North Rhine-Westphalia","secondary school degree","303","0.785357469192374","0.744451735378644","0.826263203006104"
"Yes","2007","North Rhine-Westphalia","college entrance qualification","450","0.82143780420519","0.789575021528485","0.853300586881896"
"Yes","2007","North Rhine-Westphalia","Other degree","47","0.675756293911326","0.556315436524871","0.79519715129778"
"Yes","2007","North Rhine-Westphalia","no degree/no degree yet","5","","",""
"Yes","2007","Hesse","lower secondary degree","78","0.7275040091752","0.643918191355112","0.811089826995289"
"Yes","2007","Hesse","secondary school degree","123","0.832848341363659","0.774298718816686","0.891397963910632"
"Yes","2007","Hesse","college entrance qualification","157","0.748372011727668","0.68807999734606","0.808664026109276"
"Yes","2007","Hesse","Other degree","13","","",""
"Yes","2007","Hesse","no degree/no degree yet","","","",""
"Yes","2007","Rhineland-Palatinate,Saarland","lower secondary degree","84","0.666845244845038","0.585508128099627","0.748182361590448"
"Yes","2007","Rhineland-Palatinate,Saarland","secondary school degree","60","0.621695684335625","0.524175197081157","0.719216171590094"
"Yes","2007","Rhineland-Palatinate,Saarland","college entrance qualification","82","0.663186019976373","0.574864916911524","0.751507123041221"
"Yes","2007","Rhineland-Palatinate,Saarland","Other degree","17","","",""
"Yes","2007","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Yes","2007","Baden-Württemberg","lower secondary degree","186","0.765166744709038","0.712409744526503","0.817923744891573"
"Yes","2007","Baden-Württemberg","secondary school degree","199","0.777481894432607","0.726430710318995","0.828533078546219"
"Yes","2007","Baden-Württemberg","college entrance qualification","236","0.837635965289742","0.79504431943412","0.880227611145363"
"Yes","2007","Baden-Württemberg","Other degree","45","0.791882575403889","0.690007536306235","0.893757614501543"
"Yes","2007","Baden-Württemberg","no degree/no degree yet","1","","",""
"Yes","2007","Bavaria","lower secondary degree","260","0.705665073951365","0.659538343917796","0.751791803984934"
"Yes","2007","Bavaria","secondary school degree","250","0.757995262095644","0.711993850980511","0.803996673210776"
"Yes","2007","Bavaria","college entrance qualification","238","0.792418446580525","0.745819804224737","0.839017088936312"
"Yes","2007","Bavaria","Other degree","20","","",""
"Yes","2007","Bavaria","no degree/no degree yet","2","","",""
"Yes","2007","Berlin","lower secondary degree","15","","",""
"Yes","2007","Berlin","secondary school degree","77","0.738893482963612","0.654879182552844","0.82290778337438"
"Yes","2007","Berlin","college entrance qualification","77","0.789180503318838","0.710023095299435","0.86833791133824"
"Yes","2007","Berlin","Other degree","6","","",""
"Yes","2007","Berlin","no degree/no degree yet","1","","",""
"Yes","2007","Brandenburg","lower secondary degree","12","","",""
"Yes","2007","Brandenburg","secondary school degree","116","0.596534785322444","0.523003700845283","0.670065869799604"
"Yes","2007","Brandenburg","college entrance qualification","67","0.572157121718667","0.472137784610631","0.672176458826704"
"Yes","2007","Brandenburg","Other degree","2","","",""
"Yes","2007","Brandenburg","no degree/no degree yet","","","",""
"Yes","2007","Mecklenburg-Western Pomerania","lower secondary degree","12","","",""
"Yes","2007","Mecklenburg-Western Pomerania","secondary school degree","69","0.685142831831432","0.595007438785998","0.775278224876867"
"Yes","2007","Mecklenburg-Western Pomerania","college entrance qualification","32","0.764067150514908","0.642683796723514","0.885450504306302"
"Yes","2007","Mecklenburg-Western Pomerania","Other degree","","","",""
"Yes","2007","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Yes","2007","Saxony","lower secondary degree","20","","",""
"Yes","2007","Saxony","secondary school degree","237","0.675425908829416","0.62644348006453","0.724408337594302"
"Yes","2007","Saxony","college entrance qualification","129","0.814731861245356","0.7554510909356","0.874012631555113"
"Yes","2007","Saxony","Other degree","","","",""
"Yes","2007","Saxony","no degree/no degree yet","","","",""
"Yes","2007","Saxony-Anhalt","lower secondary degree","11","","",""
"Yes","2007","Saxony-Anhalt","secondary school degree","136","0.721598988808953","0.657529312695409","0.785668664922497"
"Yes","2007","Saxony-Anhalt","college entrance qualification","70","0.710581035218609","0.622139208687645","0.799022861749573"
"Yes","2007","Saxony-Anhalt","Other degree","1","","",""
"Yes","2007","Saxony-Anhalt","no degree/no degree yet","","","",""
"Yes","2007","Thuringia","lower secondary degree","22","","",""
"Yes","2007","Thuringia","secondary school degree","145","0.745629653217719","0.685272615066403","0.805986691369035"
"Yes","2007","Thuringia","college entrance qualification","58","0.642901012353779","0.539194141823746","0.746607882883811"
"Yes","2007","Thuringia","Other degree","1","","",""
"Yes","2007","Thuringia","no degree/no degree yet","","","",""
"No","2007","Schleswig-Holstein","lower secondary degree","13","","",""
"No","2007","Schleswig-Holstein","secondary school degree","20","","",""
"No","2007","Schleswig-Holstein","college entrance qualification","18","","",""
"No","2007","Schleswig-Holstein","Other degree","3","","",""
"No","2007","Schleswig-Holstein","no degree/no degree yet","","","",""
"No","2007","Hamburg","lower secondary degree","8","","",""
"No","2007","Hamburg","secondary school degree","5","","",""
"No","2007","Hamburg","college entrance qualification","11","","",""
"No","2007","Hamburg","Other degree","3","","",""
"No","2007","Hamburg","no degree/no degree yet","","","",""
"No","2007","Lower Saxony","lower secondary degree","48","0.281164793965062","0.211504831023886","0.350824756906238"
"No","2007","Lower Saxony","secondary school degree","54","0.257976018422233","0.200292652702182","0.315659384142284"
"No","2007","Lower Saxony","college entrance qualification","39","0.137820923125892","0.0873224912245938","0.188319355027191"
"No","2007","Lower Saxony","Other degree","8","","",""
"No","2007","Lower Saxony","no degree/no degree yet","3","","",""
"No","2007","Bremen","lower secondary degree","3","","",""
"No","2007","Bremen","secondary school degree","","","",""
"No","2007","Bremen","college entrance qualification","8","","",""
"No","2007","Bremen","Other degree","","","",""
"No","2007","Bremen","no degree/no degree yet","","","",""
"No","2007","North Rhine-Westphalia","lower secondary degree","76","0.248870223191362","0.200187962812161","0.297552483570564"
"No","2007","North Rhine-Westphalia","secondary school degree","84","0.214642530807626","0.173736796993896","0.255548264621356"
"No","2007","North Rhine-Westphalia","college entrance qualification","105","0.17856219579481","0.146699413118104","0.210424978471515"
"No","2007","North Rhine-Westphalia","Other degree","12","","",""
"No","2007","North Rhine-Westphalia","no degree/no degree yet","3","","",""
"No","2007","Hesse","lower secondary degree","31","0.2724959908248","0.188910173004711","0.356081808644888"
"No","2007","Hesse","secondary school degree","33","0.167151658636341","0.108602036089368","0.225701281183314"
"No","2007","Hesse","college entrance qualification","42","0.251627988272332","0.191335973890724","0.31192000265394"
"No","2007","Hesse","Other degree","6","","",""
"No","2007","Hesse","no degree/no degree yet","","","",""
"No","2007","Rhineland-Palatinate,Saarland","lower secondary degree","45","0.333154755154962","0.251817638409552","0.414491871900373"
"No","2007","Rhineland-Palatinate,Saarland","secondary school degree","35","0.378304315664375","0.280783828409906","0.475824802918843"
"No","2007","Rhineland-Palatinate,Saarland","college entrance qualification","28","","",""
"No","2007","Rhineland-Palatinate,Saarland","Other degree","3","","",""
"No","2007","Rhineland-Palatinate,Saarland","no degree/no degree yet","1","","",""
"No","2007","Baden-Württemberg","lower secondary degree","62","0.234833255290962","0.182076255108427","0.287590255473497"
"No","2007","Baden-Württemberg","secondary school degree","56","0.222518105567393","0.171466921453781","0.273569289681005"
"No","2007","Baden-Württemberg","college entrance qualification","52","0.162364034710258","0.119772388854637","0.20495568056588"
"No","2007","Baden-Württemberg","Other degree","16","","",""
"No","2007","Baden-Württemberg","no degree/no degree yet","4","","",""
"No","2007","Bavaria","lower secondary degree","115","0.294334926048635","0.248208196015066","0.340461656082204"
"No","2007","Bavaria","secondary school degree","83","0.242004737904356","0.196003326789224","0.288006149019489"
"No","2007","Bavaria","college entrance qualification","53","0.207581553419475","0.160982911063688","0.254180195775262"
"No","2007","Bavaria","Other degree","11","","",""
"No","2007","Bavaria","no degree/no degree yet","2","","",""
"No","2007","Berlin","lower secondary degree","9","","",""
"No","2007","Berlin","secondary school degree","28","","",""
"No","2007","Berlin","college entrance qualification","25","","",""
"No","2007","Berlin","Other degree","1","","",""
"No","2007","Berlin","no degree/no degree yet","1","","",""
"No","2007","Brandenburg","lower secondary degree","5","","",""
"No","2007","Brandenburg","secondary school degree","55","0.403465214677556","0.329934130200396","0.476996299154717"
"No","2007","Brandenburg","college entrance qualification","27","","",""
"No","2007","Brandenburg","Other degree","","","",""
"No","2007","Brandenburg","no degree/no degree yet","","","",""
"No","2007","Mecklenburg-Western Pomerania","lower secondary degree","5","","",""
"No","2007","Mecklenburg-Western Pomerania","secondary school degree","33","0.314857168168568","0.224721775123133","0.404992561214002"
"No","2007","Mecklenburg-Western Pomerania","college entrance qualification","15","","",""
"No","2007","Mecklenburg-Western Pomerania","Other degree","1","","",""
"No","2007","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"No","2007","Saxony","lower secondary degree","12","","",""
"No","2007","Saxony","secondary school degree","114","0.324574091170584","0.275591662405698","0.37355651993547"
"No","2007","Saxony","college entrance qualification","36","0.185268138754644","0.125987368444887","0.2445489090644"
"No","2007","Saxony","Other degree","","","",""
"No","2007","Saxony","no degree/no degree yet","","","",""
"No","2007","Saxony-Anhalt","lower secondary degree","15","","",""
"No","2007","Saxony-Anhalt","secondary school degree","52","0.278401011191047","0.214331335077503","0.342470687304591"
"No","2007","Saxony-Anhalt","college entrance qualification","31","0.289418964781391","0.200977138250427","0.377860791312355"
"No","2007","Saxony-Anhalt","Other degree","1","","",""
"No","2007","Saxony-Anhalt","no degree/no degree yet","","","",""
"No","2007","Thuringia","lower secondary degree","12","","",""
"No","2007","Thuringia","secondary school degree","55","0.254370346782281","0.194013308630965","0.314727384933597"
"No","2007","Thuringia","college entrance qualification","24","","",""
"No","2007","Thuringia","Other degree","1","","",""
"No","2007","Thuringia","no degree/no degree yet","","","",""
"Yes","2008","Schleswig-Holstein","lower secondary degree","30","0.674982061109475","0.538133065125515","0.811831057093436"
"Yes","2008","Schleswig-Holstein","secondary school degree","40","0.707766035903523","0.586465864453263","0.829066207353783"
"Yes","2008","Schleswig-Holstein","college entrance qualification","40","0.728104029866275","0.614571533315842","0.841636526416707"
"Yes","2008","Schleswig-Holstein","Other degree","5","","",""
"Yes","2008","Schleswig-Holstein","no degree/no degree yet","1","","",""
"Yes","2008","Hamburg","lower secondary degree","8","","",""
"Yes","2008","Hamburg","secondary school degree","21","","",""
"Yes","2008","Hamburg","college entrance qualification","39","0.69973427049337","0.575149236459236","0.824319304527504"
"Yes","2008","Hamburg","Other degree","2","","",""
"Yes","2008","Hamburg","no degree/no degree yet","","","",""
"Yes","2008","Lower Saxony","lower secondary degree","94","0.649735404262018","0.570712959762578","0.728757848761457"
"Yes","2008","Lower Saxony","secondary school degree","163","0.687469573870457","0.626632467052123","0.748306680688791"
"Yes","2008","Lower Saxony","college entrance qualification","132","0.736579253595189","0.670940584191664","0.802217922998715"
"Yes","2008","Lower Saxony","Other degree","16","","",""
"Yes","2008","Lower Saxony","no degree/no degree yet","3","","",""
"Yes","2008","Bremen","lower secondary degree","6","","",""
"Yes","2008","Bremen","secondary school degree","14","","",""
"Yes","2008","Bremen","college entrance qualification","16","","",""
"Yes","2008","Bremen","Other degree","","","",""
"Yes","2008","Bremen","no degree/no degree yet","","","",""
"Yes","2008","North Rhine-Westphalia","lower secondary degree","215","0.67709522951131","0.624960039717765","0.729230419304855"
"Yes","2008","North Rhine-Westphalia","secondary school degree","294","0.77847394706617","0.736884499644191","0.820063394488149"
"Yes","2008","North Rhine-Westphalia","college entrance qualification","395","0.758584378810869","0.721334167291222","0.795834590330516"
"Yes","2008","North Rhine-Westphalia","Other degree","36","0.611865982372967","0.479411875870495","0.744320088875439"
"Yes","2008","North Rhine-Westphalia","no degree/no degree yet","9","","",""
"Yes","2008","Hesse","lower secondary degree","70","0.716380753475844","0.631369578761283","0.801391928190404"
"Yes","2008","Hesse","secondary school degree","125","0.797873642760815","0.73696647717835","0.858780808343279"
"Yes","2008","Hesse","college entrance qualification","155","0.766983632240139","0.707495067883815","0.826472196596463"
"Yes","2008","Hesse","Other degree","13","","",""
"Yes","2008","Hesse","no degree/no degree yet","1","","",""
"Yes","2008","Rhineland-Palatinate,Saarland","lower secondary degree","76","0.562826378157035","0.476893906648636","0.648758849665434"
"Yes","2008","Rhineland-Palatinate,Saarland","secondary school degree","67","0.574481870727345","0.478531821228706","0.670431920225983"
"Yes","2008","Rhineland-Palatinate,Saarland","college entrance qualification","83","0.742718529105521","0.660654804105895","0.824782254105146"
"Yes","2008","Rhineland-Palatinate,Saarland","Other degree","10","","",""
"Yes","2008","Rhineland-Palatinate,Saarland","no degree/no degree yet","1","","",""
"Yes","2008","Baden-Württemberg","lower secondary degree","178","0.746560074107517","0.691413436592466","0.801706711622569"
"Yes","2008","Baden-Württemberg","secondary school degree","204","0.780229356429837","0.7298958251641","0.830562887695574"
"Yes","2008","Baden-Württemberg","college entrance qualification","219","0.788156091212343","0.74046495761144","0.835847224813245"
"Yes","2008","Baden-Württemberg","Other degree","41","0.762684282299959","0.652239217873669","0.873129346726249"
"Yes","2008","Baden-Württemberg","no degree/no degree yet","3","","",""
"Yes","2008","Bavaria","lower secondary degree","255","0.710710853321604","0.66481800623149","0.756603700411718"
"Yes","2008","Bavaria","secondary school degree","242","0.739198748704626","0.691463206767118","0.786934290642135"
"Yes","2008","Bavaria","college entrance qualification","237","0.832073136872566","0.78948946822687","0.874656805518263"
"Yes","2008","Bavaria","Other degree","22","","",""
"Yes","2008","Bavaria","no degree/no degree yet","1","","",""
"Yes","2008","Berlin","lower secondary degree","17","","",""
"Yes","2008","Berlin","secondary school degree","83","0.735974912112092","0.653220921612783","0.818728902611401"
"Yes","2008","Berlin","college entrance qualification","78","0.701959050456174","0.617995745781756","0.785922355130592"
"Yes","2008","Berlin","Other degree","4","","",""
"Yes","2008","Berlin","no degree/no degree yet","","","",""
"Yes","2008","Brandenburg","lower secondary degree","4","","",""
"Yes","2008","Brandenburg","secondary school degree","121","0.677733571040259","0.606424767188049","0.749042374892469"
"Yes","2008","Brandenburg","college entrance qualification","53","0.550292011857959","0.439179073209389","0.661404950506528"
"Yes","2008","Brandenburg","Other degree","3","","",""
"Yes","2008","Brandenburg","no degree/no degree yet","","","",""
"Yes","2008","Mecklenburg-Western Pomerania","lower secondary degree","14","","",""
"Yes","2008","Mecklenburg-Western Pomerania","secondary school degree","52","0.567015705438274","0.467899175161227","0.666132235715322"
"Yes","2008","Mecklenburg-Western Pomerania","college entrance qualification","29","","",""
"Yes","2008","Mecklenburg-Western Pomerania","Other degree","","","",""
"Yes","2008","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Yes","2008","Saxony","lower secondary degree","12","","",""
"Yes","2008","Saxony","secondary school degree","239","0.648031765305274","0.598351512537333","0.697712018073214"
"Yes","2008","Saxony","college entrance qualification","139","0.868900531037322","0.818015477439972","0.919785584634672"
"Yes","2008","Saxony","Other degree","","","",""
"Yes","2008","Saxony","no degree/no degree yet","","","",""
"Yes","2008","Saxony-Anhalt","lower secondary degree","17","","",""
"Yes","2008","Saxony-Anhalt","secondary school degree","135","0.689395193881974","0.62324861644119","0.755541771322759"
"Yes","2008","Saxony-Anhalt","college entrance qualification","75","0.687586158050804","0.597641225264237","0.777531090837371"
"Yes","2008","Saxony-Anhalt","Other degree","3","","",""
"Yes","2008","Saxony-Anhalt","no degree/no degree yet","","","",""
"Yes","2008","Thuringia","lower secondary degree","19","","",""
"Yes","2008","Thuringia","secondary school degree","128","0.687962814379615","0.621016782830747","0.754908845928483"
