"plb0196_h","year","bula_h","sex","n","percent","lower_confidence","upper_confidence","value"
"Yes","2007","Saxony","Female","179","0.695911748831204","0.639995462281718","0.751828035380691","1"
"Yes","2007","Saxony","Male","209","0.719691534524182","0.668174842389576","0.771208226658787","1"
"Yes","2007","Saxony-Anhalt","Male","119","0.69220094812241","0.622194250861232","0.762207645383589","1"
"Yes","2007","Thuringia","Male","128","0.709261315164783","0.641593900060772","0.776928730268793","1"
"Yes","2007","Saxony-Anhalt","Female","102","0.703380105920014","0.631472071098087","0.775288140741942","1"
"Yes","2007","Thuringia","Female","103","0.715288481530061","0.643547150225846","0.787029812834276","1"
"No","2008","Schleswig-Holstein","Male","27","","","","2"
"No","2008","Brandenburg","Male","34","0.365529776237259","0.281106911055676","0.449952641418841","2"
"No","2008","Brandenburg","Female","38","0.311016876472898","0.232047738878863","0.389986014066932","2"
"No","2008","Schleswig-Holstein","Female","22","","","","2"
"No","2008","Hamburg","Male","11","","","","2"
"No","2008","Mecklenburg-Western Pomerania","Male","39","0.438088126559554","0.331348939532515","0.544827313586593","2"
"No","2008","Mecklenburg-Western Pomerania","Female","30","0.376239271652432","0.271385938304333","0.481092605000531","2"
"No","2008","Saxony","Male","82","0.277484304826327","0.225861449269316","0.329107160383338","2"
"No","2008","Hamburg","Female","14","","","","2"
"No","2008","Lower Saxony","Male","74","0.258884504902486","0.210513090170805","0.307255919634168","2"
"No","2008","Lower Saxony","Female","81","0.357893759993113","0.29917070829341","0.416616811692816","2"
"No","2008","Saxony","Female","82","0.339493197391506","0.282904963919356","0.396081430863656","2"
"No","2008","Bremen","Male","4","","","","2"
"No","2008","Bremen","Female","8","","","","2"
"No","2008","North Rhine-Westphalia","Male","149","0.217427955262899","0.187150234326401","0.247705676199397","2"
"No","2008","North Rhine-Westphalia","Female","171","0.332151888156046","0.293788582397741","0.37051519391435","2"
"No","2008","Hesse","Male","69","0.279540371366966","0.225710969492485","0.333369773241446","2"
"No","2008","Hesse","Female","61","0.230353157206861","0.17617216808696","0.284534146326763","2"
"No","2008","Rhineland-Palatinate,Saarland","Male","73","0.44925409388241","0.379438498531733","0.519069689233088","2"
"No","2008","Rhineland-Palatinate,Saarland","Female","51","0.341180362783783","0.270120344166958","0.412240381400608","2"
"No","2008","Baden-Württemberg","Male","106","0.199928886339347","0.165520327680372","0.234337444998322","2"
"No","2008","Baden-Württemberg","Female","99","0.279590991208317","0.233036119158513","0.326145863258122","2"
"No","2008","Bavaria","Male","142","0.224568951705261","0.19069543689527","0.258442466515252","2"
"No","2008","Bavaria","Female","140","0.292474556409095","0.251435991221139","0.333513121597052","2"
"No","2008","Berlin","Male","28","","","","2"
"No","2008","Berlin","Female","38","0.246668531435227","0.175516310032067","0.317820752838387","2"
"No","2008","Saxony-Anhalt","Male","56","0.362357953452892","0.290730021552708","0.433985885353076","2"
"No","2008","Saxony-Anhalt","Female","43","0.272688366452405","0.203247821594804","0.342128911310006","2"
"No","2008","Thuringia","Male","45","0.366706424585037","0.292498141403755","0.44091470776632","2"
"No","2008","Thuringia","Female","49","0.312543495821425","0.235206661082859","0.389880330559991","2"
"Yes","2008","Hamburg","Male","40","0.725962541695997","0.603550237000316","0.848374846391678","1"
"Yes","2008","Hamburg","Female","31","0.74256427352421","0.614819462536498","0.870309084511922","1"
"Yes","2008","Schleswig-Holstein","Male","62","0.70223750784923","0.607236088427435","0.797238927271025","1"
"Yes","2008","Schleswig-Holstein","Female","60","0.763455948220787","0.671476844742472","0.855435051699102","1"
"Yes","2008","Lower Saxony","Male","241","0.741115495097514","0.692744080365832","0.789486909829196","1"
"Yes","2008","Lower Saxony","Female","175","0.642106240006887","0.583383188307184","0.70082929170659","1"
"Yes","2008","Bremen","Male","16","","","","1"
"Yes","2008","Bremen","Female","21","","","","1"
"Yes","2008","Rhineland-Palatinate,Saarland","Male","122","0.55074590611759","0.480930310766912","0.620561501468267","1"
"Yes","2008","Rhineland-Palatinate,Saarland","Female","120","0.658819637216217","0.587759618599392","0.729879655833042","1"
"Yes","2008","Baden-Württemberg","Male","413","0.800071113660653","0.765662555001678","0.834479672319627","1"
"Yes","2008","Baden-Württemberg","Female","258","0.720409008791682","0.673854136741878","0.766963880841487","1"
"Yes","2008","Bavaria","Male","441","0.775431048294739","0.741557533484748","0.80930456310473","1"
"Yes","2008","North Rhine-Westphalia","Male","564","0.782572044737101","0.752294323800604","0.812849765673599","1"
"Yes","2008","North Rhine-Westphalia","Female","408","0.667848111843954","0.62948480608565","0.706211417602259","1"
"Yes","2008","Bavaria","Female","332","0.707525443590905","0.666486878402948","0.748564008778861","1"
"Yes","2008","Berlin","Male","86","0.733965671290178","0.652850445811463","0.815080896768894","1"
"Yes","2008","Hesse","Male","198","0.720459628633034","0.666630226758554","0.774289030507515","1"
"Yes","2008","Berlin","Female","103","0.753331468564773","0.682179247161613","0.824483689967933","1"
"Yes","2008","Hesse","Female","171","0.769646842793139","0.715465853673237","0.82382783191304","1"
"Yes","2008","Brandenburg","Female","94","0.688983123527102","0.610013985933068","0.767952261121137","1"
"Yes","2008","Brandenburg","Male","91","0.634470223762741","0.550047358581159","0.718893088944323","1"
"Yes","2008","Mecklenburg-Western Pomerania","Male","44","0.561911873440446","0.455172686413406","0.668651060467485","1"
"Yes","2008","Mecklenburg-Western Pomerania","Female","52","0.623760728347568","0.518907394999469","0.728614061695667","1"
"Yes","2008","Saxony","Male","207","0.722515695173673","0.670892839616661","0.774138550730684","1"
"Yes","2008","Thuringia","Female","89","0.687456504178575","0.610119669440009","0.764793338917141","1"
"Yes","2008","Saxony","Female","187","0.660506802608494","0.603918569136344","0.717095036080644","1"
"Yes","2008","Saxony-Anhalt","Male","117","0.637642046547108","0.566014114646924","0.709269978447292","1"
"Yes","2008","Saxony-Anhalt","Female","115","0.727311633547595","0.657871088689994","0.796752178405196","1"
"Yes","2008","Thuringia","Male","117","0.633293575414962","0.55908529223368","0.707501858596245","1"
"No","2009","Brandenburg","Male","39","0.368023497768657","0.279880582459468","0.456166413077846","2"
"No","2009","Schleswig-Holstein","Male","19","","","","2"
"No","2009","Schleswig-Holstein","Female","23","","","","2"
"No","2009","Brandenburg","Female","31","0.197003335300823","0.127555857339789","0.266450813261856","2"
"No","2009","Mecklenburg-Western Pomerania","Male","37","0.487608381126076","0.378076716717442","0.59714004553471","2"
"No","2009","Hamburg","Male","6","","","","2"
"No","2009","Hamburg","Female","8","","","","2"
"No","2009","Lower Saxony","Male","89","0.321167843523688","0.267975458108375","0.374360228939001","2"
"No","2009","Mecklenburg-Western Pomerania","Female","28","","","","2"
"No","2009","Saxony","Male","81","0.251493513984853","0.199837055969591","0.303149972000114","2"
"No","2009","Saxony","Female","74","0.365809310066367","0.306103664989","0.425514955143734","2"
"No","2009","Lower Saxony","Female","76","0.329718372855717","0.270610519684282","0.388826226027152","2"
"No","2009","Bremen","Male","5","","","","2"
"No","2009","Bremen","Female","4","","","","2"
"No","2009","North Rhine-Westphalia","Male","145","0.199104266978607","0.167671651488652","0.230536882468563","2"
"No","2009","North Rhine-Westphalia","Female","136","0.251294656606676","0.21300585931343","0.289583453899922","2"
"No","2009","Hesse","Male","70","0.323335435810896","0.263909917115048","0.382760954506744","2"
"No","2009","Hesse","Female","67","0.332662966715106","0.26863182216951","0.396694111260701","2"
"No","2009","Rhineland-Palatinate,Saarland","Male","52","0.364363146342173","0.289559755430055","0.439166537254291","2"
"No","2009","Rhineland-Palatinate,Saarland","Female","45","0.245995497943657","0.176374543525497","0.315616452361816","2"
"No","2009","Baden-Württemberg","Male","114","0.299488151293984","0.255941858208422","0.343034444379546","2"
"No","2009","Baden-Württemberg","Female","101","0.361618332372372","0.307696630074147","0.415540034670597","2"
"No","2009","Bavaria","Male","152","0.254560233423171","0.217155136174427","0.291965330671916","2"
"No","2009","Bavaria","Female","132","0.316383814816892","0.273270876095455","0.359496753538328","2"
"No","2009","Berlin","Male","26","","","","2"
"No","2009","Berlin","Female","33","0.291910490687743","0.211564452497572","0.372256528877914","2"
"No","2009","Saxony-Anhalt","Male","40","0.287602783638328","0.213153320850132","0.362052246426524","2"
"No","2009","Saxony-Anhalt","Female","41","0.29092534851834","0.217503352754257","0.364347344282422","2"
"No","2009","Thuringia","Male","44","0.331068053561046","0.25393692628628","0.408199180835812","2"
"No","2009","Thuringia","Female","42","0.361207284899408","0.274902904693544","0.447511665105272","2"
"Yes","2009","Hamburg","Male","37","0.704090412829198","0.567661129836632","0.840519695821764","1"
"Yes","2009","Hamburg","Female","34","0.769904453864951","0.642613961027152","0.89719494670275","1"
"Yes","2009","Schleswig-Holstein","Male","58","0.81352250320704","0.726526213844217","0.900518792569863","1"
"Yes","2009","Schleswig-Holstein","Female","37","0.507006834094874","0.380504126220604","0.633509541969145","1"
"Yes","2009","Lower Saxony","Male","207","0.678832156476312","0.625639771060999","0.732024541891625","1"
"Yes","2009","Lower Saxony","Female","167","0.670281627144283","0.611173773972848","0.729389480315717","1"
"Yes","2009","Bremen","Male","9","","","","1"
"Yes","2009","Bremen","Female","18","","","","1"
"Yes","2009","Rhineland-Palatinate,Saarland","Male","107","0.635636853657828","0.56083346274571","0.710440244569945","1"
"Yes","2009","Rhineland-Palatinate,Saarland","Female","102","0.754004502056343","0.684383547638184","0.823625456474503","1"
"Yes","2009","Baden-Württemberg","Male","311","0.700511848706016","0.656965555620454","0.744058141791578","1"
"Yes","2009","Baden-Württemberg","Female","204","0.638381667627628","0.584459965329403","0.692303369925853","1"
"Yes","2009","Bavaria","Male","369","0.745439766576829","0.708034669328084","0.782844863825573","1"
"Yes","2009","Bavaria","Female","315","0.683616185183108","0.640503246461672","0.726729123904545","1"
"Yes","2009","Berlin","Male","76","0.714796600032896","0.627173907683943","0.80241929238185","1"
"Yes","2009","North Rhine-Westphalia","Male","475","0.800895733021393","0.769463117531437","0.832328348511349","1"
"Yes","2009","Hesse","Male","168","0.676664564189104","0.617239045493256","0.736090082884952","1"
"Yes","2009","Hesse","Female","141","0.667337033284894","0.603305888739299","0.73136817783049","1"
"Yes","2009","North Rhine-Westphalia","Female","357","0.748705343393324","0.710416546100078","0.78699414068657","1"
"Yes","2009","Berlin","Female","90","0.708089509312257","0.627743471122086","0.788435547502428","1"
"Yes","2009","Brandenburg","Male","76","0.631976502231343","0.543833586922154","0.720119417540532","1"
"Yes","2009","Brandenburg","Female","95","0.802996664699177","0.733549186738144","0.872444142660211","1"
"Yes","2009","Mecklenburg-Western Pomerania","Male","43","0.512391618873924","0.40285995446529","0.621923283282558","1"
"Yes","2009","Mecklenburg-Western Pomerania","Female","46","0.513277942860937","0.399397526591719","0.627158359130155","1"
"Yes","2009","Saxony","Male","190","0.748506486015147","0.696850027999886","0.800162944030409","1"
"Yes","2009","Saxony","Female","176","0.634190689933633","0.574485044856266","0.693896335011","1"
"Yes","2009","Saxony-Anhalt","Male","102","0.712397216361672","0.637947753573476","0.786846679149868","1"
"Yes","2009","Saxony-Anhalt","Female","106","0.70907465148166","0.635652655717578","0.782496647245743","1"
"Yes","2009","Thuringia","Male","99","0.668931946438954","0.591800819164188","0.74606307371372","1"
"Yes","2009","Thuringia","Female","77","0.638792715100592","0.552488334894728","0.725097095306456","1"
"No","2010","Schleswig-Holstein","Male","41","0.277991375214521","0.206534096824649","0.349448653604392","2"
"No","2010","Brandenburg","Male","56","0.371322407534698","0.292950352890741","0.449694462178655","2"
"No","2010","Brandenburg","Female","51","0.399752225469527","0.322636496853384","0.47686795408567","2"
"No","2010","Schleswig-Holstein","Female","34","0.355439735705844","0.26474732309927","0.446132148312418","2"
"No","2010","Hamburg","Male","15","","","","2"
"No","2010","Mecklenburg-Western Pomerania","Male","28","","","","2"
"No","2010","Mecklenburg-Western Pomerania","Female","34","0.402770562409627","0.306643082980053","0.498898041839201","2"
"No","2010","Saxony","Male","122","0.351890885605328","0.302627691877089","0.401154079333567","2"
"No","2010","Hamburg","Female","13","","","","2"
"No","2010","Lower Saxony","Male","109","0.296366551985725","0.250928462768906","0.341804641202544","2"
"No","2010","Lower Saxony","Female","119","0.40112164898889","0.349328033571283","0.452915264406498","2"
"No","2010","Saxony","Female","81","0.28091209607649","0.227888428765259","0.333935763387721","2"
"No","2010","Bremen","Male","6","","","","2"
"No","2010","Bremen","Female","9","","","","2"
"No","2010","North Rhine-Westphalia","Male","238","0.260279657874458","0.231548840557281","0.289010475191635","2"
"No","2010","North Rhine-Westphalia","Female","203","0.327943981405332","0.291853391348292","0.364034571462371","2"
"No","2010","Hesse","Male","88","0.216946094831831","0.173888624833914","0.260003564829748","2"
"No","2010","Hesse","Female","98","0.381458573613539","0.325456094126674","0.437461053100404","2"
"No","2010","Rhineland-Palatinate,Saarland","Male","93","0.44887419800454","0.386593604599697","0.511154791409383","2"
"No","2010","Rhineland-Palatinate,Saarland","Female","75","0.266289158413513","0.205029819754907","0.327548497072118","2"
"No","2010","Baden-Württemberg","Male","174","0.313142019500404","0.277211602928846","0.349072436071961","2"
"No","2010","Baden-Württemberg","Female","153","0.340350718438471","0.296177724155051","0.384523712721891","2"
"No","2010","Bavaria","Male","232","0.296790315118225","0.264007521365287","0.329573108871163","2"
"No","2010","Bavaria","Female","211","0.341232322745482","0.304614174410989","0.377850471079976","2"
"No","2010","Berlin","Male","33","0.277900245968857","0.201480746375785","0.35431974556193","2"
"No","2010","Berlin","Female","48","0.310555563879955","0.239080517508285","0.382030610251625","2"
"No","2010","Saxony-Anhalt","Male","47","0.354033609037448","0.280164585109346","0.42790263296555","2"
"No","2010","Saxony-Anhalt","Female","53","0.321600870350929","0.250330770434014","0.392870970267843","2"
"No","2010","Thuringia","Male","68","0.473653949180081","0.400913652289129","0.546394246071033","2"
"No","2010","Thuringia","Female","55","0.28748000184934","0.220232552665373","0.354727451033308","2"
"Yes","2010","Hamburg","Male","51","0.761716252752695","0.658933570980989","0.864498934524402","1"
"Yes","2010","Hamburg","Female","42","0.797389708390728","0.691163223617704","0.903616193163752","1"
"Yes","2010","Schleswig-Holstein","Male","110","0.722008624785479","0.650551346395608","0.79346590317535","1"
"Yes","2010","Schleswig-Holstein","Female","73","0.644560264294156","0.553867851687582","0.73525267690073","1"
"Yes","2010","Lower Saxony","Male","279","0.703633448014275","0.658195358797456","0.749071537231094","1"
"Yes","2010","Lower Saxony","Female","225","0.59887835101111","0.547084735593502","0.650671966428717","1"
"Yes","2010","Bremen","Male","23","","","","1"
"Yes","2010","Bremen","Female","22","","","","1"
"Yes","2010","Rhineland-Palatinate,Saarland","Male","152","0.55112580199546","0.488845208590617","0.613406395400303","1"
"Yes","2010","Rhineland-Palatinate,Saarland","Female","125","0.733710841586487","0.672451502927882","0.794970180245093","1"
"Yes","2010","Baden-Württemberg","Male","466","0.686857980499596","0.650927563928039","0.722788397071154","1"
"Yes","2010","Baden-Württemberg","Female","289","0.659649281561529","0.615476287278109","0.703822275844949","1"
"Yes","2010","Bavaria","Male","514","0.703209684881775","0.670426891128837","0.735992478634713","1"
"Yes","2010","Bavaria","Female","433","0.658767677254518","0.622149528920024","0.695385825589011","1"
"Yes","2010","Berlin","Male","99","0.722099754031143","0.64568025443807","0.798519253624215","1"
"Yes","2010","North Rhine-Westphalia","Male","658","0.739720342125542","0.710989524808365","0.768451159442719","1"
"Yes","2010","Berlin","Female","113","0.689444436120045","0.617969389748375","0.760919482491715","1"
"Yes","2010","North Rhine-Westphalia","Female","447","0.672056018594668","0.635965428537629","0.708146608651708","1"
"Yes","2010","Hesse","Male","264","0.783053905168169","0.739996435170252","0.826111375166086","1"
"Yes","2010","Hesse","Female","191","0.618541426386461","0.562538946899596","0.674543905873326","1"
"Yes","2010","Brandenburg","Male","90","0.628677592465302","0.550305537821345","0.707049647109259","1"
"Yes","2010","Brandenburg","Female","104","0.600247774530473","0.52313204591433","0.677363503146616","1"
"Yes","2010","Mecklenburg-Western Pomerania","Male","57","0.586214948349111","0.481513070438558","0.690916826259665","1"
"Yes","2010","Mecklenburg-Western Pomerania","Female","66","0.597229437590373","0.501101958160799","0.693356917019947","1"
"Yes","2010","Saxony","Male","239","0.648109114394672","0.598845920666433","0.697372308122911","1"
"Yes","2010","Saxony","Female","195","0.71908790392351","0.666064236612279","0.772111571234741","1"
"Yes","2010","Saxony-Anhalt","Male","114","0.645966390962552","0.57209736703445","0.719835414890654","1"
"Yes","2010","Saxony-Anhalt","Female","112","0.678399129649071","0.607129029732157","0.749669229565986","1"
"Yes","2010","Thuringia","Male","113","0.526346050819919","0.453605753928967","0.599086347710871","1"
"Yes","2010","Thuringia","Female","119","0.71251999815066","0.645272548966692","0.779767447334627","1"
"No","2011","Schleswig-Holstein","Male","46","0.201034533391017","0.145903084094744","0.25616598268729","2"
"No","2011","Schleswig-Holstein","Female","50","0.32013363210061","0.248293352554174","0.391973911647045","2"
"No","2011","Brandenburg","Male","61","0.360504398347504","0.291127761269774","0.429881035425234","2"
"No","2011","Brandenburg","Female","58","0.249608390880522","0.189477847608241","0.309738934152803","2"
"No","2011","Mecklenburg-Western Pomerania","Male","37","0.347943926752574","0.258931866999246","0.436955986505902","2"
"No","2011","Hamburg","Male","14","","","","2"
"No","2011","Hamburg","Female","9","","","","2"
"No","2011","Lower Saxony","Male","126","0.235667083009592","0.198687366500229","0.272646799518956","2"
"No","2011","Mecklenburg-Western Pomerania","Female","36","0.325873177937567","0.237477440185733","0.4142689156894","2"
"No","2011","Saxony","Male","120","0.311638291119129","0.265131180103849","0.358145402134408","2"
"No","2011","Saxony","Female","89","0.266964500291825","0.219307867346342","0.314621133237309","2"
"No","2011","Lower Saxony","Female","132","0.318636127401915","0.276009712566566","0.361262542237265","2"
"No","2011","Bremen","Male","6","","","","2"
"No","2011","Bremen","Female","7","","","","2"
"No","2011","North Rhine-Westphalia","Male","224","0.193599170992554","0.169398615089484","0.217799726895624","2"
"No","2011","North Rhine-Westphalia","Female","220","0.255365200307481","0.225681137148323","0.285049263466638","2"
"No","2011","Hesse","Male","96","0.236510646390472","0.194710319520136","0.278310973260808","2"
"No","2011","Hesse","Female","106","0.30490396607315","0.257348462739259","0.352459469407042","2"
"No","2011","Rhineland-Palatinate,Saarland","Male","92","0.392222305515099","0.334828606503247","0.449616004526951","2"
"No","2011","Rhineland-Palatinate,Saarland","Female","91","0.360969267632296","0.300457979982665","0.421480555281928","2"
"No","2011","Baden-Württemberg","Male","132","0.187409097647489","0.159881345236908","0.21493685005807","2"
"No","2011","Baden-Württemberg","Female","151","0.263332059166674","0.226918118024859","0.299746000308488","2"
"No","2011","Bavaria","Male","195","0.220932028449371","0.193917275059821","0.24794678183892","2"
"No","2011","Bavaria","Female","213","0.278221100004086","0.247245681031639","0.309196518976533","2"
"No","2011","Berlin","Male","31","0.209248376647416","0.14436839592514","0.274128357369692","2"
"No","2011","Berlin","Female","45","0.224680798639263","0.166249800564058","0.283111796714468","2"
"No","2011","Saxony-Anhalt","Male","60","0.340127608068168","0.273116253263295","0.407138962873042","2"
"No","2011","Saxony-Anhalt","Female","56","0.308226306663139","0.244230728691081","0.372221884635198","2"
"No","2011","Thuringia","Male","56","0.276442197949835","0.214613678583748","0.338270717315922","2"
"No","2011","Thuringia","Female","71","0.343039340867371","0.277735049922048","0.408343631812694","2"
"Yes","2011","Schleswig-Holstein","Male","157","0.798965466608983","0.74383401731271","0.854096915905256","1"
"Yes","2011","Schleswig-Holstein","Female","112","0.67986636789939","0.608026088352955","0.751706647445826","1"
"Yes","2011","Hamburg","Male","53","0.663206497021981","0.550040246150943","0.776372747893019","1"
"Yes","2011","Hamburg","Female","46","0.865436601279774","0.775248789579177","0.955624412980372","1"
"Yes","2011","Lower Saxony","Male","380","0.764332916990408","0.727353200481044","0.801312633499771","1"
"Yes","2011","Lower Saxony","Female","327","0.681363872598085","0.638737457762735","0.723990287433434","1"
"Yes","2011","Bremen","Male","21","","","","1"
"Yes","2011","Bremen","Female","24","","","","1"
"Yes","2011","Baden-Württemberg","Male","640","0.812590902352511","0.78506314994193","0.840118654763092","1"
"Yes","2011","North Rhine-Westphalia","Male","800","0.806400829007446","0.782200273104376","0.830601384910516","1"
"Yes","2011","North Rhine-Westphalia","Female","609","0.744634799692519","0.714950736533362","0.774318862851677","1"
"Yes","2011","Hesse","Male","301","0.763489353609528","0.721689026739192","0.805289680479864","1"
"Yes","2011","Baden-Württemberg","Female","411","0.736667940833326","0.700253999691512","0.773081881975141","1"
"Yes","2011","Hesse","Female","254","0.69509603392685","0.647540530592958","0.742651537260742","1"
"Yes","2011","Bavaria","Male","711","0.779067971550629","0.75205321816108","0.806082724940179","1"
"Yes","2011","Bavaria","Female","591","0.721778899995914","0.690803481023467","0.752754318968361","1"
"Yes","2011","Berlin","Male","120","0.790751623352584","0.725871642630308","0.85563160407486","1"
"Yes","2011","Berlin","Female","151","0.775319201360737","0.716888203285532","0.833750199435942","1"
"Yes","2011","Brandenburg","Male","123","0.639495601652496","0.570118964574766","0.708872238730226","1"
"Yes","2011","Rhineland-Palatinate,Saarland","Male","186","0.607777694484901","0.550383995473049","0.665171393496753","1"
"Yes","2011","Brandenburg","Female","141","0.750391609119478","0.690261065847197","0.810522152391759","1"
"Yes","2011","Rhineland-Palatinate,Saarland","Female","151","0.639030732367704","0.578519444718072","0.699542020017335","1"
"Yes","2011","Mecklenburg-Western Pomerania","Male","73","0.652056073247426","0.563044013494098","0.741068133000754","1"
"Yes","2011","Mecklenburg-Western Pomerania","Female","72","0.674126822062433","0.5857310843106","0.762522559814267","1"
"Yes","2011","Saxony","Male","261","0.688361708880871","0.641854597865592","0.734868819896151","1"
"Yes","2011","Saxony","Female","242","0.733035499708174","0.685378866762691","0.780692132653658","1"
"Yes","2011","Saxony-Anhalt","Male","132","0.659872391931831","0.592861037126958","0.726883746736705","1"
"Yes","2011","Saxony-Anhalt","Female","144","0.691773693336861","0.627778115364802","0.755769271308919","1"
"Yes","2011","Thuringia","Male","145","0.723557802050165","0.661729282684078","0.785386321416253","1"
"Yes","2011","Thuringia","Female","132","0.656960659132629","0.591656368187306","0.722264950077952","1"
"No","2012","Schleswig-Holstein","Male","47","0.199597135523794","0.144063894291743","0.255130376755846","2"
"No","2012","Schleswig-Holstein","Female","57","0.316595079418949","0.249567527476075","0.383622631361822","2"
"No","2012","Hamburg","Male","16","","","","2"
"No","2012","Brandenburg","Male","52","0.338544800295338","0.266340276138015","0.410749324452661","2"
"No","2012","Brandenburg","Female","58","0.371631424084164","0.304150903883755","0.439111944284574","2"
"No","2012","Mecklenburg-Western Pomerania","Male","41","0.37099066757185","0.281124413632957","0.460856921510744","2"
"No","2012","Mecklenburg-Western Pomerania","Female","35","0.366251260917553","0.27621864541631","0.456283876418796","2"
"No","2012","Saxony","Male","119","0.318642773821633","0.271917067001832","0.365368480641435","2"
"No","2012","Hamburg","Female","12","","","","2"
"No","2012","Lower Saxony","Male","117","0.272068041281638","0.232824447195901","0.311311635367375","2"
"No","2012","Lower Saxony","Female","128","0.277246527292553","0.235372572298263","0.319120482286843","2"
"No","2012","Saxony","Female","110","0.294772697604543","0.247476941850283","0.342068453358803","2"
"No","2012","Bremen","Male","6","","","","2"
"No","2012","Bremen","Female","10","","","","2"
"No","2012","North Rhine-Westphalia","Male","257","0.252846593850861","0.22597468583348","0.279718501868243","2"
"No","2012","North Rhine-Westphalia","Female","292","0.332026879634088","0.301293456344576","0.3627603029236","2"
"No","2012","Hesse","Male","119","0.317446269018075","0.271248678663498","0.363643859372653","2"
"No","2012","Hesse","Female","107","0.260757045261005","0.217070887381438","0.304443203140572","2"
"No","2012","Rhineland-Palatinate,Saarland","Male","94","0.378024374680184","0.321329798170391","0.434718951189978","2"
"No","2012","Rhineland-Palatinate,Saarland","Female","89","0.339451528041515","0.281558967368498","0.397344088714532","2"
"No","2012","Baden-Württemberg","Male","153","0.193519445908354","0.165414260214634","0.221624631602075","2"
"No","2012","Baden-Württemberg","Female","170","0.280234152951565","0.244594019404151","0.315874286498978","2"
"No","2012","Bavaria","Male","234","0.258988488077261","0.23087854431181","0.287098431842712","2"
"No","2012","Bavaria","Female","271","0.270844523508148","0.240916606826007","0.300772440190288","2"
"No","2012","Berlin","Male","47","0.234847624126226","0.172748049324642","0.29694719892781","2"
"No","2012","Berlin","Female","48","0.241962883747133","0.182309496729346","0.301616270764921","2"
"No","2012","Saxony-Anhalt","Male","45","0.326726842126705","0.258773534019199","0.394680150234211","2"
"No","2012","Saxony-Anhalt","Female","58","0.330377649350711","0.263847610564322","0.396907688137099","2"
"No","2012","Thuringia","Male","77","0.448492736592346","0.379043367754494","0.517942105430199","2"
"No","2012","Thuringia","Female","58","0.300382229951681","0.236039672381645","0.364724787521717","2"
"Yes","2012","Schleswig-Holstein","Male","152","0.800402864476206","0.744869623244154","0.855936105708257","1"
"Yes","2012","Schleswig-Holstein","Female","128","0.683404920581051","0.616377368638178","0.750432472523924","1"
"Yes","2012","Hamburg","Male","51","0.596533427726549","0.479062104289742","0.714004751163357","1"
"Yes","2012","Hamburg","Female","49","0.757627493489937","0.650091781778384","0.86516320520149","1"
"Yes","2012","Lower Saxony","Male","377","0.727931958718362","0.688688364632625","0.767175552804099","1"
"Yes","2012","Lower Saxony","Female","311","0.722753472707447","0.680879517713157","0.764627427701737","1"
"Yes","2012","Bremen","Male","25","","","","1"
"Yes","2012","Bremen","Female","30","0.794240485932731","0.6689627001824","0.919518271683062","1"
"Yes","2012","North Rhine-Westphalia","Male","748","0.747153406149139","0.720281498131757","0.77402531416652","1"
"Yes","2012","Baden-Württemberg","Male","606","0.806480554091646","0.778375368397925","0.834585739785366","1"
"Yes","2012","Baden-Württemberg","Female","440","0.719765847048435","0.684125713501022","0.755405980595849","1"
"Yes","2012","North Rhine-Westphalia","Female","610","0.667973120365912","0.6372396970764","0.698706543655424","1"
"Yes","2012","Hesse","Male","271","0.682553730981925","0.636356140627347","0.728751321336502","1"
"Yes","2012","Hesse","Female","281","0.739242954738995","0.695556796859428","0.782929112618562","1"
"Yes","2012","Bavaria","Male","699","0.741011511922739","0.712901568157288","0.76912145568819","1"
"Yes","2012","Bavaria","Female","576","0.729155476491852","0.699227559809712","0.759083393173993","1"
"Yes","2012","Berlin","Male","132","0.765152375873774","0.70305280107219","0.827251950675358","1"
"Yes","2012","Berlin","Female","150","0.758037116252867","0.698383729235079","0.817690503270654","1"
"Yes","2012","Brandenburg","Male","113","0.661455199704662","0.589250675547339","0.733659723861985","1"
"Yes","2012","Mecklenburg-Western Pomerania","Male","70","0.62900933242815","0.539143078489256","0.718875586367043","1"
"Yes","2012","Rhineland-Palatinate,Saarland","Female","168","0.660548471958485","0.602655911285468","0.718441032631502","1"
"Yes","2012","Brandenburg","Female","139","0.628368575915836","0.560888055715426","0.695849096116245","1"
"Yes","2012","Rhineland-Palatinate,Saarland","Male","187","0.621975625319816","0.565281048810022","0.678670201829609","1"
"Yes","2012","Mecklenburg-Western Pomerania","Female","75","0.633748739082447","0.543716123581204","0.72378135458369","1"
"Yes","2012","Saxony","Male","263","0.681357226178367","0.634631519358566","0.728082932998168","1"
"Yes","2012","Saxony","Female","247","0.705227302395457","0.657931546641197","0.752523058149717","1"
"Yes","2012","Saxony-Anhalt","Female","134","0.669622350649289","0.6030923118629","0.736152389435678","1"
"Yes","2012","Saxony-Anhalt","Male","138","0.673273157873295","0.605319849765788","0.741226465980801","1"
"Yes","2012","Thuringia","Female","137","0.699617770048319","0.635275212478283","0.763960327618355","1"
"Yes","2012","Thuringia","Male","120","0.551507263407654","0.482057894569801","0.620956632245506","1"
"No","2013","Schleswig-Holstein","Male","45","0.221535685121941","0.16468805539868","0.278383314845201","2"
"No","2013","Schleswig-Holstein","Female","53","0.321028157770745","0.252248675389242","0.389807640152248","2"
"No","2013","Hamburg","Male","24","","","","2"
"No","2013","Hamburg","Female","17","","","","2"
