"plb0196_h","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"No","2010","Full Time","inadequately","8","","",""
"No","2010","Full Time","general elemantary","97","0.409363114965764","0.352074343368445","0.466651886563084"
"No","2010","Full Time","middle vocational","922","0.328356960161148","0.311091489305297","0.345622431017"
"No","2010","Full Time","vocational + Abi","122","0.25626094214472","0.217083109620813","0.295438774668626"
"No","2010","Full Time","higher vocational","129","0.276162296791273","0.237548076494853","0.314776517087692"
"No","2010","Full Time","higher education","357","0.21452141135386","0.195300076772678","0.233742745935042"
"No","2010","Part Time","in school","2","","",""
"No","2010","Part Time","inadequately","4","","",""
"No","2010","Part Time","general elemantary","59","0.476691493933761","0.39454263846315","0.558840349404372"
"No","2010","Part Time","middle vocational","480","0.427518043961483","0.399060978870949","0.455975109052016"
"No","2010","Part Time","vocational + Abi","82","0.429362226358838","0.367254539700721","0.491469913016956"
"No","2010","Part Time","higher vocational","45","0.247924392838018","0.181634904104501","0.314213881571536"
"No","2010","Part Time","higher education","193","0.336881296961517","0.297272785929085","0.376489807993948"
"No","2010","Not Working","in school","","","",""
"No","2010","Not Working","inadequately","1","","",""
"No","2010","Not Working","general elemantary","8","","",""
"No","2010","Not Working","middle vocational","31","0.61498821183624","0.495773867913889","0.734202555758591"
"No","2010","Not Working","vocational + Abi","9","","",""
"No","2010","Not Working","higher vocational","1","","",""
"No","2010","Not Working","higher education","10","","",""
"Yes","2011","Full Time","in school","4","","",""
"Yes","2011","Full Time","inadequately","24","","",""
"Yes","2011","Full Time","general elemantary","263","0.729022337584702","0.683299629795235","0.774745045374169"
"Yes","2011","Full Time","middle vocational","2387","0.734975392009439","0.719759692789959","0.75019109122892"
"Yes","2011","Full Time","vocational + Abi","441","0.832103852262384","0.800951226530982","0.863256477993786"
"Yes","2011","Full Time","higher vocational","504","0.804585681624551","0.773548758431459","0.835622604817643"
"Yes","2011","Full Time","higher education","1695","0.810499196621699","0.793673189988163","0.827325203255235"
"Yes","2011","Part Time","in school","4","","",""
"Yes","2011","Part Time","inadequately","17","","",""
"Yes","2011","Part Time","general elemantary","115","0.528990882958415","0.460155591335609","0.597826174581221"
"Yes","2011","Part Time","middle vocational","997","0.643824973641719","0.619939157505721","0.667710789777717"
"Yes","2011","Part Time","vocational + Abi","242","0.628652713618389","0.576364152170982","0.680941275065797"
"Yes","2011","Part Time","higher vocational","141","0.681348893770112","0.614565300783579","0.748132486756644"
"Yes","2011","Part Time","higher education","460","0.713819343120395","0.679179691854588","0.748458994386202"
"Yes","2011","Not Working","in school","","","",""
"Yes","2011","Not Working","inadequately","","","",""
"Yes","2011","Not Working","general elemantary","5","","",""
"Yes","2011","Not Working","middle vocational","36","0.715394892194491","0.597213707261156","0.833576077127826"
"Yes","2011","Not Working","vocational + Abi","11","","",""
"Yes","2011","Not Working","higher vocational","4","","",""
"Yes","2011","Not Working","higher education","31","0.681780373094798","0.535595809366262","0.827964936823334"
"No","2011","Full Time","in school","","","",""
"No","2011","Full Time","inadequately","9","","",""
"No","2011","Full Time","general elemantary","100","0.270977662415298","0.225254954625831","0.316700370204765"
"No","2011","Full Time","middle vocational","845","0.265024607990561","0.24980890877108","0.280240307210041"
"No","2011","Full Time","vocational + Abi","112","0.167896147737616","0.136743522006214","0.199048773469018"
"No","2011","Full Time","higher vocational","123","0.195414318375449","0.164377395182357","0.226451241568541"
"No","2011","Full Time","higher education","389","0.189500803378301","0.172674796744765","0.206326810011837"
"No","2011","Part Time","in school","2","","",""
"No","2011","Part Time","inadequately","7","","",""
"No","2011","Part Time","general elemantary","87","0.471009117041585","0.402173825418779","0.539844408664391"
"No","2011","Part Time","middle vocational","547","0.356175026358281","0.332289210222283","0.380060842494279"
"No","2011","Part Time","vocational + Abi","86","0.371347286381611","0.319058724934203","0.423635847829018"
"No","2011","Part Time","higher vocational","46","0.318651106229888","0.251867513243355","0.385434699216421"
"No","2011","Part Time","higher education","194","0.286180656879605","0.251541005613798","0.320820308145412"
"No","2011","Not Working","in school","","","",""
"No","2011","Not Working","inadequately","2","","",""
"No","2011","Not Working","general elemantary","9","","",""
"No","2011","Not Working","middle vocational","20","","",""
"No","2011","Not Working","vocational + Abi","5","","",""
"No","2011","Not Working","higher vocational","1","","",""
"No","2011","Not Working","higher education","8","","",""
"Yes","2012","Full Time","in school","","","",""
"Yes","2012","Full Time","inadequately","31","0.734728716213156","0.611117272809864","0.858340159616447"
"Yes","2012","Full Time","general elemantary","268","0.678308036351093","0.631525658629418","0.725090414072769"
"Yes","2012","Full Time","middle vocational","2371","0.718960995579637","0.703670730544671","0.734251260614603"
"Yes","2012","Full Time","vocational + Abi","463","0.788494736570662","0.755458616989083","0.821530856152242"
"Yes","2012","Full Time","higher vocational","516","0.792303355265764","0.760997273038547","0.823609437492982"
"Yes","2012","Full Time","higher education","1674","0.808907023508176","0.792014920674136","0.825799126342217"
"Yes","2012","Part Time","in school","7","","",""
"Yes","2012","Part Time","inadequately","14","","",""
"Yes","2012","Part Time","general elemantary","111","0.528635638707323","0.458027613103642","0.599243664311004"
"Yes","2012","Part Time","middle vocational","960","0.575829739263985","0.551257782798649","0.600401695729321"
"Yes","2012","Part Time","vocational + Abi","243","0.684398263902515","0.635708439282401","0.73308808852263"
"Yes","2012","Part Time","higher vocational","112","0.628701566831702","0.554980782260313","0.702422351403091"
"Yes","2012","Part Time","higher education","461","0.6849215596533","0.650107890147226","0.719735229159374"
"Yes","2012","Not Working","in school","1","","",""
"Yes","2012","Not Working","inadequately","1","","",""
"Yes","2012","Not Working","general elemantary","11","","",""
"Yes","2012","Not Working","middle vocational","64","0.524537955736595","0.433264276521033","0.615811634952156"
"Yes","2012","Not Working","vocational + Abi","14","","",""
"Yes","2012","Not Working","higher vocational","9","","",""
"Yes","2012","Not Working","higher education","25","","",""
"No","2012","Full Time","in school","","","",""
"No","2012","Full Time","inadequately","18","","",""
"No","2012","Full Time","general elemantary","115","0.321691963648907","0.274909585927231","0.368474341370583"
"No","2012","Full Time","middle vocational","949","0.281039004420363","0.265748739385397","0.296329269455329"
"No","2012","Full Time","vocational + Abi","124","0.211505263429338","0.178469143847758","0.244541383010917"
"No","2012","Full Time","higher vocational","129","0.207696644734236","0.176390562507018","0.239002726961453"
"No","2012","Full Time","higher education","407","0.191092976491824","0.174200873657784","0.207985079325864"
"No","2012","Part Time","in school","4","","",""
"No","2012","Part Time","inadequately","11","","",""
"No","2012","Part Time","general elemantary","81","0.471364361292677","0.400756335688996","0.541972386896358"
"No","2012","Part Time","middle vocational","594","0.424170260736015","0.399598304270679","0.448742217201351"
"No","2012","Part Time","vocational + Abi","107","0.315601736097485","0.26691191147737","0.364291560717599"
"No","2012","Part Time","higher vocational","53","0.371298433168298","0.297577648596909","0.445019217739687"
"No","2012","Part Time","higher education","223","0.3150784403467","0.280264770840626","0.349892109852774"
"No","2012","Not Working","in school","","","",""
"No","2012","Not Working","inadequately","2","","",""
"No","2012","Not Working","general elemantary","7","","",""
"No","2012","Not Working","middle vocational","51","0.475462044263405","0.384188365047844","0.566735723478967"
"No","2012","Not Working","vocational + Abi","5","","",""
"No","2012","Not Working","higher vocational","3","","",""
"No","2012","Not Working","higher education","16","","",""
"Yes","2013","Full Time","in school","1","","",""
"Yes","2013","Full Time","inadequately","19","","",""
"Yes","2013","Full Time","general elemantary","234","0.720819202964362","0.67285310416251","0.768785301766215"
"Yes","2013","Full Time","middle vocational","2158","0.724005261084182","0.707904361179463","0.7401061609889"
"Yes","2013","Full Time","vocational + Abi","425","0.751316120959757","0.715158729674302","0.787473512245211"
"Yes","2013","Full Time","higher vocational","465","0.815471115770852","0.783791980483727","0.847150251057976"
"Yes","2013","Full Time","higher education","1530","0.802512804387612","0.784564945531978","0.820460663243245"
"Yes","2013","Part Time","in school","11","","",""
"Yes","2013","Part Time","inadequately","12","","",""
"Yes","2013","Part Time","general elemantary","109","0.622119799423474","0.549234874530011","0.695004724316937"
"Yes","2013","Part Time","middle vocational","936","0.637529020416468","0.612508486340161","0.662549554492776"
"Yes","2013","Part Time","vocational + Abi","216","0.739192817934935","0.690077433697295","0.788308202172575"
"Yes","2013","Part Time","higher vocational","104","0.599514995864257","0.522125701744645","0.676904289983869"
"Yes","2013","Part Time","higher education","426","0.639895734358545","0.602618205478631","0.67717326323846"
"Yes","2013","Not Working","in school","4","","",""
"Yes","2013","Not Working","inadequately","31","0.769261977303042","0.650076266991338","0.888447687614745"
"Yes","2013","Not Working","general elemantary","209","0.703619922604267","0.652866952341673","0.754372892866861"
"Yes","2013","Not Working","middle vocational","471","0.670272837439439","0.635814188715213","0.704731486163664"
"Yes","2013","Not Working","vocational + Abi","183","0.684776777122236","0.628194317352743","0.741359236891728"
"Yes","2013","Not Working","higher vocational","24","","",""
"Yes","2013","Not Working","higher education","336","0.732644523867067","0.692287577359724","0.773001470374411"
"No","2013","Full Time","in school","","","",""
"No","2013","Full Time","inadequately","13","","",""
"No","2013","Full Time","general elemantary","102","0.279180797035638","0.231214698233785","0.327146895837491"
"No","2013","Full Time","middle vocational","803","0.275994738915819","0.2598938390111","0.292095638820537"
"No","2013","Full Time","vocational + Abi","124","0.248683879040243","0.212526487754789","0.284841270325697"
"No","2013","Full Time","higher vocational","111","0.184528884229148","0.152849748942024","0.216208019516273"
"No","2013","Full Time","higher education","360","0.197487195612388","0.179539336756755","0.215435054468022"
"No","2013","Part Time","in school","3","","",""
"No","2013","Part Time","inadequately","9","","",""
"No","2013","Part Time","general elemantary","61","0.377880200576526","0.304995275683063","0.45076512546999"
"No","2013","Part Time","middle vocational","482","0.362470979583532","0.337450445507224","0.387491513659839"
"No","2013","Part Time","vocational + Abi","91","0.260807182065065","0.211691797827425","0.309922566302705"
"No","2013","Part Time","higher vocational","50","0.400485004135743","0.323095710016131","0.477874298255355"
"No","2013","Part Time","higher education","211","0.360104265641455","0.32282673676154","0.397381794521369"
"No","2013","Not Working","in school","2","","",""
"No","2013","Not Working","inadequately","17","","",""
"No","2013","Not Working","general elemantary","102","0.296380077395733","0.245627107133139","0.347133047658327"
"No","2013","Not Working","middle vocational","244","0.329727162560562","0.295268513836336","0.364185811284787"
"No","2013","Not Working","vocational + Abi","76","0.315223222877764","0.258640763108272","0.371805682647257"
"No","2013","Not Working","higher vocational","7","","",""
"No","2013","Not Working","higher education","126","0.267355476132933","0.226998529625589","0.307712422640277"
"Yes","2014","Full Time","in school","1","","",""
"Yes","2014","Full Time","inadequately","24","","",""
"Yes","2014","Full Time","general elemantary","302","0.671258344073859","0.626909564426807","0.715607123720911"
"Yes","2014","Full Time","middle vocational","2248","0.7268876958302","0.711154877284261","0.742620514376139"
"Yes","2014","Full Time","vocational + Abi","507","0.810641793668848","0.780358774920488","0.840924812417207"
"Yes","2014","Full Time","higher vocational","426","0.77471280734582","0.739010701073707","0.810414913617933"
"Yes","2014","Full Time","higher education","1600","0.801920445292639","0.784553012849128","0.81928787773615"
"Yes","2014","Part Time","in school","9","","",""
"Yes","2014","Part Time","inadequately","13","","",""
"Yes","2014","Part Time","general elemantary","142","0.639645338082355","0.577733058759411","0.701557617405299"
"Yes","2014","Part Time","middle vocational","887","0.650461154382468","0.625303684907941","0.675618623856996"
"Yes","2014","Part Time","vocational + Abi","241","0.652265375848293","0.603137202053501","0.701393549643084"
"Yes","2014","Part Time","higher vocational","92","0.667610085426396","0.594157868034349","0.741062302818443"
"Yes","2014","Part Time","higher education","464","0.709359381608552","0.675770863175106","0.742947900041998"
"Yes","2014","Not Working","in school","1","","",""
"Yes","2014","Not Working","inadequately","1","","",""
"Yes","2014","Not Working","general elemantary","21","","",""
"Yes","2014","Not Working","middle vocational","69","0.441929986015486","0.348269309062238","0.535590662968734"
"Yes","2014","Not Working","vocational + Abi","14","","",""
"Yes","2014","Not Working","higher vocational","8","","",""
"Yes","2014","Not Working","higher education","28","","",""
"No","2014","Full Time","in school","","","",""
"No","2014","Full Time","inadequately","12","","",""
"No","2014","Full Time","general elemantary","129","0.328741655926141","0.284392876279089","0.373090435573193"
"No","2014","Full Time","middle vocational","833","0.2731123041698","0.257379485623861","0.288845122715739"
"No","2014","Full Time","vocational + Abi","136","0.189358206331152","0.159075187582793","0.219641225079512"
"No","2014","Full Time","higher vocational","100","0.22528719265418","0.189585086382067","0.260989298926293"
"No","2014","Full Time","higher education","423","0.198079554707361","0.18071212226385","0.215446987150872"
"No","2014","Part Time","in school","2","","",""
"No","2014","Part Time","inadequately","15","","",""
"No","2014","Part Time","general elemantary","89","0.360354661917645","0.298442382594701","0.422266941240589"
"No","2014","Part Time","middle vocational","493","0.349538845617532","0.324381376143004","0.374696315092059"
"No","2014","Part Time","vocational + Abi","120","0.347734624151708","0.298606450356916","0.396862797946499"
"No","2014","Part Time","higher vocational","66","0.332389914573604","0.258937697181557","0.405842131965651"
"No","2014","Part Time","higher education","238","0.290640618391448","0.257052099958002","0.324229136824894"
"No","2014","Not Working","in school","","","",""
"No","2014","Not Working","inadequately","3","","",""
"No","2014","Not Working","general elemantary","13","","",""
"No","2014","Not Working","middle vocational","39","0.558070013984514","0.464409337031266","0.651730690937762"
"No","2014","Not Working","vocational + Abi","8","","",""
"No","2014","Not Working","higher vocational","3","","",""
"No","2014","Not Working","higher education","20","","",""
"Yes","2015","Full Time","in school","","","",""
"Yes","2015","Full Time","inadequately","26","","",""
"Yes","2015","Full Time","general elemantary","272","0.77994442555463","0.737443374013893","0.822445477095368"
"Yes","2015","Full Time","middle vocational","2120","0.760234715564251","0.74435842751004","0.776111003618462"
"Yes","2015","Full Time","vocational + Abi","460","0.757669037413188","0.723239290379103","0.792098784447274"
"Yes","2015","Full Time","higher vocational","456","0.848709629577939","0.81802876063569","0.879390498520188"
"Yes","2015","Full Time","higher education","1564","0.843650294004356","0.82714507145791","0.860155516550803"
"Yes","2015","Part Time","in school","1","","",""
"Yes","2015","Part Time","inadequately","9","","",""
"Yes","2015","Part Time","general elemantary","135","0.700169869889727","0.636350157670125","0.763989582109329"
"Yes","2015","Part Time","middle vocational","858","0.655566096486521","0.629401082390269","0.681731110582773"
"Yes","2015","Part Time","vocational + Abi","234","0.677876630823279","0.626597672184623","0.729155589461936"
"Yes","2015","Part Time","higher vocational","117","0.709532308914651","0.637361545149185","0.781703072680117"
"Yes","2015","Part Time","higher education","467","0.745428065325554","0.711303348522656","0.779552782128452"
"Yes","2015","Not Working","in school","2","","",""
"Yes","2015","Not Working","inadequately","13","","",""
"Yes","2015","Not Working","general elemantary","52","0.698188370183299","0.596963125345605","0.799413615020993"
"Yes","2015","Not Working","middle vocational","122","0.588203208085467","0.516896937960868","0.659509478210065"
"Yes","2015","Not Working","vocational + Abi","47","0.669926414478515","0.559767916057258","0.780084912899772"
"Yes","2015","Not Working","higher vocational","4","","",""
"Yes","2015","Not Working","higher education","200","0.797417985790122","0.748934974791873","0.845900996788371"
"No","2015","Full Time","in school","","","",""
"No","2015","Full Time","inadequately","12","","",""
"No","2015","Full Time","general elemantary","93","0.22005557444537","0.177554522904632","0.262556625986107"
"No","2015","Full Time","middle vocational","658","0.239765284435749","0.223888996381538","0.255641572489961"
"No","2015","Full Time","vocational + Abi","135","0.242330962586812","0.207901215552726","0.276760709620897"
"No","2015","Full Time","higher vocational","68","0.151290370422061","0.120609501479812","0.18197123936431"
"No","2015","Full Time","higher education","296","0.156349705995644","0.139844483449197","0.17285492854209"
"No","2015","Part Time","in school","3","","",""
"No","2015","Part Time","inadequately","6","","",""
"No","2015","Part Time","general elemantary","63","0.299830130110273","0.236010417890672","0.363649842329875"
"No","2015","Part Time","middle vocational","409","0.344433903513479","0.318268889417227","0.370598917609731"
"No","2015","Part Time","vocational + Abi","85","0.322123369176721","0.270844410538064","0.373402327815377"
"No","2015","Part Time","higher vocational","35","0.290467691085349","0.218296927319883","0.362638454850815"
"No","2015","Part Time","higher education","159","0.254571934674446","0.220447217871549","0.288696651477344"
"No","2015","Not Working","in school","2","","",""
"No","2015","Not Working","inadequately","9","","",""
"No","2015","Not Working","general elemantary","27","","",""
"No","2015","Not Working","middle vocational","61","0.411796791914533","0.340490521789935","0.483103062039132"
"No","2015","Not Working","vocational + Abi","23","","",""
"No","2015","Not Working","higher vocational","1","","",""
"No","2015","Not Working","higher education","64","0.202582014209878","0.154099003211629","0.251065025208127"
"Yes","2016","Full Time","in school","","","",""
"Yes","2016","Full Time","inadequately","26","","",""
"Yes","2016","Full Time","general elemantary","259","0.704990226653414","0.65781536699239","0.752165086314438"
"Yes","2016","Full Time","middle vocational","2041","0.760877719827234","0.744683242359728","0.777072197294741"
"Yes","2016","Full Time","vocational + Abi","507","0.809889818078635","0.779394357888515","0.840385278268756"
"Yes","2016","Full Time","higher vocational","401","0.811546894407016","0.777370789986415","0.845722998827616"
"Yes","2016","Full Time","higher education","1566","0.851597255130724","0.835574381040749","0.8676201292207"
"Yes","2016","Part Time","in school","7","","",""
"Yes","2016","Part Time","inadequately","16","","",""
"Yes","2016","Part Time","general elemantary","120","0.639617367943051","0.571349971388203","0.7078847644979"
"Yes","2016","Part Time","middle vocational","908","0.680981577719091","0.655586092450276","0.706377062987907"
"Yes","2016","Part Time","vocational + Abi","249","0.686678405853683","0.637008018553063","0.736348793154304"
"Yes","2016","Part Time","higher vocational","100","0.764285259316098","0.691877978483245","0.836692540148952"
"Yes","2016","Part Time","higher education","505","0.704675269491214","0.67109614282506","0.738254396157369"
"Yes","2016","Not Working","in school","","","",""
"Yes","2016","Not Working","inadequately","2","","",""
"Yes","2016","Not Working","general elemantary","14","","",""
"Yes","2016","Not Working","middle vocational","36","0.610017996553233","0.486603529347873","0.733432463758594"
"Yes","2016","Not Working","vocational + Abi","14","","",""
"Yes","2016","Not Working","higher vocational","2","","",""
"Yes","2016","Not Working","higher education","23","","",""
"No","2016","Full Time","in school","","","",""
"No","2016","Full Time","inadequately","9","","",""
"No","2016","Full Time","general elemantary","100","0.295009773346586","0.247834913685562","0.34218463300761"
"No","2016","Full Time","middle vocational","624","0.239122280172766","0.222927802705259","0.255316757640272"
"No","2016","Full Time","vocational + Abi","129","0.190110181921365","0.159614721731244","0.220605642111485"
"No","2016","Full Time","higher vocational","102","0.188453105592985","0.154277001172384","0.222629210013585"
"No","2016","Full Time","higher education","325","0.148402744869276","0.1323798707793","0.164425618959251"
"No","2016","Part Time","in school","4","","",""
"No","2016","Part Time","inadequately","11","","",""
"No","2016","Part Time","general elemantary","70","0.360382632056948","0.2921152355021","0.428650028611797"
"No","2016","Part Time","middle vocational","386","0.319018422280909","0.293622937012093","0.344413907549724"
"No","2016","Part Time","vocational + Abi","86","0.313321594146317","0.263651206845696","0.362991981446937"
"No","2016","Part Time","higher vocational","32","0.235714740683902","0.163307459851048","0.308122021516756"
"No","2016","Part Time","higher education","204","0.295324730508786","0.261745603842631","0.32890385717494"
"No","2016","Not Working","in school","","","",""
"No","2016","Not Working","inadequately","2","","",""
"No","2016","Not Working","general elemantary","5","","",""
"No","2016","Not Working","middle vocational","24","","",""
"No","2016","Not Working","vocational + Abi","5","","",""
"No","2016","Not Working","higher vocational","1","","",""
"No","2016","Not Working","higher education","7","","",""
"Yes","2017","Full Time","in school","","","",""
"Yes","2017","Full Time","inadequately","29","","",""
"Yes","2017","Full Time","general elemantary","274","0.677037054213135","0.630388626904711","0.723685481521559"
"Yes","2017","Full Time","middle vocational","2217","0.767653685180779","0.752351216686773","0.782956153674784"
"Yes","2017","Full Time","vocational + Abi","522","0.763716820236876","0.731881983909919","0.795551656563833"
"Yes","2017","Full Time","higher vocational","426","0.824078304154388","0.791320984872184","0.856835623436591"
"Yes","2017","Full Time","higher education","1732","0.834785370694439","0.8187986235885","0.850772117800378"
"Yes","2017","Part Time","in school","2","","",""
"Yes","2017","Part Time","inadequately","17","","",""
"Yes","2017","Part Time","general elemantary","150","0.735351142833593","0.67525517751699","0.795447108150196"
"Yes","2017","Part Time","middle vocational","920","0.658464090240036","0.633120322314964","0.683807858165108"
"Yes","2017","Part Time","vocational + Abi","263","0.690836547934184","0.643096970858883","0.738576125009486"
"Yes","2017","Part Time","higher vocational","95","0.689458582012602","0.613083376567801","0.765833787457404"
"Yes","2017","Part Time","higher education","545","0.75906610840403","0.728128352449524","0.790003864358537"
"Yes","2017","Not Working","in school","2","","",""
"Yes","2017","Not Working","inadequately","22","","",""
"Yes","2017","Not Working","general elemantary","21","","",""
"Yes","2017","Not Working","middle vocational","53","0.779653552384248","0.688255192391756","0.87105191237674"
"Yes","2017","Not Working","vocational + Abi","9","","",""
"Yes","2017","Not Working","higher vocational","1","","",""
"Yes","2017","Not Working","higher education","28","","",""
"No","2017","Full Time","in school","","","",""
"No","2017","Full Time","inadequately","16","","",""
"No","2017","Full Time","general elemantary","112","0.322962945786865","0.276314518478441","0.369611373095289"
"No","2017","Full Time","middle vocational","709","0.232346314819221","0.217043846325216","0.247648783313227"
"No","2017","Full Time","vocational + Abi","162","0.236283179763124","0.204448343436167","0.268118016090081"
"No","2017","Full Time","higher vocational","93","0.175921695845612","0.143164376563409","0.208679015127816"
"No","2017","Full Time","higher education","341","0.165214629305561","0.149227882199622","0.1812013764115"
"No","2017","Part Time","in school","1","","",""
"No","2017","Part Time","inadequately","12","","",""
"No","2017","Part Time","general elemantary","57","0.264648857166407","0.204552891849804","0.32474482248301"
"No","2017","Part Time","middle vocational","425","0.341535909759964","0.316192141834892","0.366879677685036"
"No","2017","Part Time","vocational + Abi","97","0.309163452065816","0.261423874990515","0.356903029141117"
"No","2017","Part Time","higher vocational","46","0.310541417987398","0.234166212542596","0.386916623432199"
"No","2017","Part Time","higher education","189","0.24093389159597","0.209996135641463","0.271871647550476"
"No","2017","Not Working","in school","2","","",""
"No","2017","Not Working","inadequately","8","","",""
"No","2017","Not Working","general elemantary","16","","",""
"No","2017","Not Working","middle vocational","26","","",""
"No","2017","Not Working","vocational + Abi","3","","",""
"No","2017","Not Working","higher vocational","","","",""
"No","2017","Not Working","higher education","16","","",""
"Yes","2018","Full Time","in school","","","",""
"Yes","2018","Full Time","inadequately","28","","",""
"Yes","2018","Full Time","general elemantary","267","0.741211648782678","0.696765191009247","0.785658106556108"
"Yes","2018","Full Time","middle vocational","2192","0.758260730747545","0.742766324285771","0.773755137209319"
"Yes","2018","Full Time","vocational + Abi","527","0.837950078893853","0.810089063543117","0.865811094244589"
"Yes","2018","Full Time","higher vocational","406","0.781419863366984","0.745230845417969","0.817608881315998"
"Yes","2018","Full Time","higher education","1657","0.799113441361109","0.781948467982897","0.816278414739321"
"Yes","2018","Part Time","in school","","","",""
"Yes","2018","Part Time","inadequately","26","","",""
"Yes","2018","Part Time","general elemantary","161","0.716766904239229","0.660232326915432","0.773301481563026"
"Yes","2018","Part Time","middle vocational","937","0.676153340404582","0.651874473501875","0.70043220730729"
"Yes","2018","Part Time","vocational + Abi","259","0.648284034818092","0.600586445419247","0.695981624216936"
"Yes","2018","Part Time","higher vocational","108","0.695981185554676","0.624028460738712","0.767933910370641"
"Yes","2018","Part Time","higher education","557","0.699142759387683","0.667713466851062","0.730572051924304"
"Yes","2018","Not Working","in school","2","","",""
"Yes","2018","Not Working","inadequately","32","0.463291972314978","0.320732658870095","0.605851285759861"
"Yes","2018","Not Working","general elemantary","33","0.802895095742936","0.69371559080959","0.912074600676282"
"Yes","2018","Not Working","middle vocational","68","0.701867841000429","0.609394563869447","0.794341118131411"
"Yes","2018","Not Working","vocational + Abi","13","","",""
"Yes","2018","Not Working","higher vocational","","","",""
"Yes","2018","Not Working","higher education","55","0.58855190956262","0.477917249194719","0.699186569930522"
"No","2018","Full Time","in school","","","",""
"No","2018","Full Time","inadequately","18","","",""
"No","2018","Full Time","general elemantary","106","0.258788351217322","0.214341893443892","0.303234808990753"
"No","2018","Full Time","middle vocational","741","0.241739269252455","0.226244862790681","0.257233675714229"
"No","2018","Full Time","vocational + Abi","145","0.162049921106147","0.134188905755411","0.189910936456883"
"No","2018","Full Time","higher vocational","95","0.218580136633016","0.182391118684002","0.254769154582031"
"No","2018","Full Time","higher education","436","0.200886558638891","0.183721585260679","0.218051532017103"
"No","2018","Part Time","in school","1","","",""
"No","2018","Part Time","inadequately","17","","",""
"No","2018","Part Time","general elemantary","83","0.283233095760771","0.226698518436974","0.339767673084568"
"No","2018","Part Time","middle vocational","490","0.323846659595418","0.29956779269271","0.348125526498126"
"No","2018","Part Time","vocational + Abi","126","0.351715965181908","0.304018375783064","0.399413554580753"
"No","2018","Part Time","higher vocational","49","0.304018814445324","0.232066089629359","0.375971539261288"
"No","2018","Part Time","higher education","261","0.300857240612317","0.269427948075696","0.332286533148938"
"No","2018","Not Working","in school","2","","",""
"No","2018","Not Working","inadequately","15","","",""
"No","2018","Not Working","general elemantary","18","","",""
"No","2018","Not Working","middle vocational","26","","",""
"No","2018","Not Working","vocational + Abi","3","","",""
"No","2018","Not Working","higher vocational","3","","",""
"No","2018","Not Working","higher education","21","","",""
"Yes","2019","Full Time","in school","","","",""
"Yes","2019","Full Time","inadequately","49","0.788593361109965","0.692943368664916","0.884243353555014"
"Yes","2019","Full Time","general elemantary","249","0.75101592443843","0.705051800060138","0.796980048816722"
"Yes","2019","Full Time","middle vocational","1976","0.765050518121227","0.748690998737225","0.781410037505229"
"Yes","2019","Full Time","vocational + Abi","511","0.797753942012451","0.766682952157823","0.828824931867079"
"Yes","2019","Full Time","higher vocational","398","0.800652010688438","0.765096653097401","0.836207368279474"
"Yes","2019","Full Time","higher education","1667","0.823433418476345","0.806850474711112","0.840016362241578"
"Yes","2019","Part Time","in school","6","","",""
"Yes","2019","Part Time","inadequately","33","0.723406124646456","0.601827062341729","0.844985186951184"
"Yes","2019","Part Time","general elemantary","133","0.665653892796291","0.599776356107239","0.731531429485342"
"Yes","2019","Part Time","middle vocational","814","0.69452640358419","0.668465546931885","0.720587260236496"
"Yes","2019","Part Time","vocational + Abi","251","0.75127044777869","0.705456587730235","0.797084307827146"
"Yes","2019","Part Time","higher vocational","82","0.799614943878677","0.726455181352317","0.872774706405038"
"Yes","2019","Part Time","higher education","558","0.756271357705792","0.726180343519224","0.78636237189236"
"Yes","2019","Not Working","in school","2","","",""
"Yes","2019","Not Working","inadequately","20","","",""
"Yes","2019","Not Working","general elemantary","26","","",""
"Yes","2019","Not Working","middle vocational","64","0.488292864135126","0.388818047022716","0.587767681247535"
"Yes","2019","Not Working","vocational + Abi","11","","",""
"Yes","2019","Not Working","higher vocational","8","","",""
"Yes","2019","Not Working","higher education","45","0.611743603101295","0.495909173892265","0.727578032310325"
"No","2019","Full Time","in school","","","",""
"No","2019","Full Time","inadequately","21","","",""
"No","2019","Full Time","general elemantary","91","0.24898407556157","0.203019951183278","0.294948199939862"
"No","2019","Full Time","middle vocational","604","0.234949481878773","0.218589962494771","0.251309001262775"
"No","2019","Full Time","vocational + Abi","131","0.202246057987549","0.171175068132921","0.233317047842177"
"No","2019","Full Time","higher vocational","87","0.199347989311562","0.163792631720526","0.234903346902599"
"No","2019","Full Time","higher education","364","0.176566581523655","0.159983637758422","0.193149525288888"
"No","2019","Part Time","in school","","","",""
"No","2019","Part Time","inadequately","19","","",""
"No","2019","Part Time","general elemantary","64","0.334346107203709","0.268468570514658","0.400223643892761"
"No","2019","Part Time","middle vocational","386","0.30547359641581","0.279412739763504","0.331534453068115"
"No","2019","Part Time","vocational + Abi","91","0.248729552221309","0.202915692172854","0.294543412269765"
"No","2019","Part Time","higher vocational","33","0.200385056121323","0.127225293594963","0.273544818647683"
"No","2019","Part Time","higher education","224","0.243728642294208","0.21363762810764","0.273819656480776"
"No","2019","Not Working","in school","1","","",""
"No","2019","Not Working","inadequately","11","","",""
"No","2019","Not Working","general elemantary","16","","",""
"No","2019","Not Working","middle vocational","33","0.511707135864874","0.412232318752465","0.611181952977284"
"No","2019","Not Working","vocational + Abi","5","","",""
