"plb0196_h","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Yes","2007","16-34 y.","1-pers.-HH","278","0.784852279426481","0.741985281011037","0.827719277841925","1"
"Yes","2007","16-34 y.","(Married) couple without C. ","422","0.778871384141531","0.743770642240521","0.813972126042541","1"
"Yes","2007","16-34 y.","Single parent ","64","0.649074216084974","0.555533022083495","0.742615410086452","1"
"Yes","2007","16-34 y.","Couple + C. LE 16 ","299","0.753152469348787","0.711107576096674","0.7951973626009","1"
"Yes","2007","16-34 y.","Couple + C. GT 16 ","231","0.666036072776842","0.616269561279593","0.71580258427409","1"
"Yes","2007","16-34 y.","Couple + C. LE and GT 16","43","0.605053030966067","0.49213898853316","0.717967073398974","1"
"Yes","2007","35-65 y.","1-pers.-HH","433","0.75540419833438","0.720208873625692","0.790599523043069","1"
"Yes","2007","35-65 y.","(Married) couple without C. ","1052","0.734995743228551","0.712185102468172","0.757806383988929","1"
"Yes","2007","35-65 y.","Couple + C. LE and GT 16","337","0.773115431027568","0.734114867846796","0.812115994208339","1"
"Yes","2007","66 and older","1-pers.-HH","4","","","","1"
"Yes","2007","35-65 y.","Single parent ","186","0.712273845932019","0.656380386569308","0.768167305294729","1"
"Yes","2007","35-65 y.","Couple + C. LE 16 ","983","0.772865634794423","0.749939640231399","0.795791629357446","1"
"Yes","2007","35-65 y.","Couple + C. GT 16 ","728","0.705286420164047","0.677169338715517","0.733403501612577","1"
"Yes","2007","66 and older","(Married) couple without C. ","8","","","","1"
"Yes","2007","66 and older","Single parent ","","","","","1"
"Yes","2007","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2007","66 and older","Couple + C. GT 16 ","3","","","","1"
"Yes","2007","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2008","35-65 y.","Couple + C. GT 16 ","290","0.317774201871738","0.289002040461538","0.346546363281938","2"
"No","2008","35-65 y.","Couple + C. LE and GT 16","105","0.256719757689998","0.213750408193226","0.29968910718677","2"
"No","2008","66 and older","1-pers.-HH","2","","","","2"
"No","2008","16-34 y.","1-pers.-HH","90","0.278809233510354","0.230207375780394","0.327411091240313","2"
"No","2008","16-34 y.","(Married) couple without C. ","126","0.255644821417965","0.219155101850791","0.292134540985139","2"
"No","2008","16-34 y.","Single parent ","37","0.318463211046114","0.233683216720125","0.403243205372104","2"
"No","2008","16-34 y.","Couple + C. LE 16 ","97","0.245074564687642","0.201187548286843","0.28896158108844","2"
"No","2008","16-34 y.","Couple + C. GT 16 ","109","0.290894156362993","0.244236767541685","0.337551545184302","2"
"No","2008","16-34 y.","Couple + C. LE and GT 16","25","","","","2"
"No","2008","35-65 y.","1-pers.-HH","153","0.277298518963196","0.240483318420274","0.314113719506118","2"
"No","2008","35-65 y.","(Married) couple without C. ","412","0.28925640062134","0.265804997149672","0.312707804093007","2"
"No","2008","35-65 y.","Single parent ","70","0.249406242595628","0.196405220816235","0.302407264375022","2"
"No","2008","35-65 y.","Couple + C. LE 16 ","316","0.270732094980592","0.246139025027104","0.295325164934079","2"
"No","2008","66 and older","(Married) couple without C. ","5","","","","2"
"No","2008","66 and older","Single parent ","","","","","2"
"No","2008","66 and older","Couple + C. LE 16 ","","","","","2"
"No","2008","66 and older","Couple + C. GT 16 ","","","","","2"
"No","2008","66 and older","Couple + C. LE and GT 16","","","","","2"
"Yes","2008","16-34 y.","1-pers.-HH","237","0.721190766489646","0.672588908759686","0.769792624219606","1"
"Yes","2008","16-34 y.","(Married) couple without C. ","423","0.744355178582035","0.707865459014861","0.780844898149209","1"
"Yes","2008","16-34 y.","Single parent ","79","0.681536788953886","0.596756794627896","0.766316783279875","1"
"Yes","2008","16-34 y.","Couple + C. LE 16 ","272","0.754925435312358","0.71103841891156","0.798812451713157","1"
"Yes","2008","16-34 y.","Couple + C. GT 16 ","255","0.709105843637006","0.662448454815698","0.755763232458315","1"
"Yes","2008","16-34 y.","Couple + C. LE and GT 16","48","0.570335871665673","0.456778180673485","0.683893562657861","1"
"Yes","2008","35-65 y.","1-pers.-HH","415","0.722701481036804","0.685886280493882","0.759516681579726","1"
"Yes","2008","35-65 y.","(Married) couple without C. ","1024","0.71074359937866","0.687292195906993","0.734195002850328","1"
"Yes","2008","35-65 y.","Couple + C. LE and GT 16","292","0.743280242310002","0.70031089281323","0.786249591806774","1"
"Yes","2008","66 and older","1-pers.-HH","3","","","","1"
"Yes","2008","66 and older","Single parent ","","","","","1"
"Yes","2008","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2008","35-65 y.","Single parent ","186","0.750593757404372","0.697592735624978","0.803594779183765","1"
"Yes","2008","35-65 y.","Couple + C. LE 16 ","938","0.729267905019408","0.704674835065921","0.753860974972896","1"
"Yes","2008","35-65 y.","Couple + C. GT 16 ","716","0.682225798128262","0.653453636718062","0.710997959538462","1"
"Yes","2008","66 and older","(Married) couple without C. ","7","","","","1"
"Yes","2008","66 and older","Couple + C. GT 16 ","1","","","","1"
"Yes","2008","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2009","35-65 y.","Couple + C. GT 16 ","277","0.327558166025087","0.296637557448182","0.358478774601993","2"
"No","2009","35-65 y.","Couple + C. LE and GT 16","114","0.290377975746754","0.244616758217759","0.33613919327575","2"
"No","2009","66 and older","1-pers.-HH","1","","","","2"
"No","2009","16-34 y.","1-pers.-HH","83","0.283067246672012","0.231747292878407","0.334387200465617","2"
"No","2009","16-34 y.","(Married) couple without C. ","135","0.309870646311428","0.269537892924606","0.35020339969825","2"
"No","2009","16-34 y.","Single parent ","33","0.366198814239489","0.274050279890151","0.458347348588826","2"
"No","2009","16-34 y.","Couple + C. LE 16 ","91","0.266795375180145","0.21691308713635","0.31667766322394","2"
"No","2009","16-34 y.","Couple + C. GT 16 ","105","0.266173458180859","0.217674564615044","0.314672351746675","2"
"No","2009","16-34 y.","Couple + C. LE and GT 16","21","","","","2"
"No","2009","35-65 y.","1-pers.-HH","144","0.276637779564009","0.238553669407836","0.314721889720182","2"
"No","2009","35-65 y.","(Married) couple without C. ","371","0.299366401395686","0.27436475314864","0.324368049642733","2"
"No","2009","35-65 y.","Single parent ","68","0.304027350115041","0.244836236300603","0.36321846392948","2"
"No","2009","35-65 y.","Couple + C. LE 16 ","289","0.267197879510497","0.240291814974279","0.294103944046715","2"
"No","2009","66 and older","(Married) couple without C. ","4","","","","2"
"No","2009","66 and older","Single parent ","","","","","2"
"No","2009","66 and older","Couple + C. LE 16 ","","","","","2"
"No","2009","66 and older","Couple + C. GT 16 ","","","","","2"
"No","2009","66 and older","Couple + C. LE and GT 16","","","","","2"
"Yes","2009","16-34 y.","1-pers.-HH","213","0.716932753327988","0.665612799534383","0.768252707121593","1"
"Yes","2009","16-34 y.","(Married) couple without C. ","370","0.690129353688572","0.64979660030175","0.730462107075394","1"
"Yes","2009","16-34 y.","Single parent ","72","0.633801185760511","0.541652651411174","0.725949720109849","1"
"Yes","2009","16-34 y.","Couple + C. LE 16 ","211","0.733204624819855","0.68332233677606","0.78308691286365","1"
"Yes","2009","16-34 y.","Couple + C. GT 16 ","214","0.733826541819141","0.685327648253325","0.782325435384956","1"
"Yes","2009","16-34 y.","Couple + C. LE and GT 16","45","0.69194025942311","0.580554955048005","0.803325563798216","1"
"Yes","2009","35-65 y.","1-pers.-HH","386","0.723362220435991","0.685278110279818","0.761446330592164","1"
"Yes","2009","35-65 y.","(Married) couple without C. ","918","0.700633598604314","0.675631950357267","0.72563524685136","1"
"Yes","2009","35-65 y.","Couple + C. LE and GT 16","264","0.709622024253245","0.66386080672425","0.755383241782241","1"
"Yes","2009","66 and older","1-pers.-HH","4","","","","1"
"Yes","2009","35-65 y.","Couple + C. LE 16 ","750","0.732802120489503","0.705896055953285","0.759708185025721","1"
"Yes","2009","66 and older","Single parent ","","","","","1"
"Yes","2009","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2009","35-65 y.","Single parent ","164","0.695972649884959","0.63678153607052","0.755163763699397","1"
"Yes","2009","35-65 y.","Couple + C. GT 16 ","608","0.672441833974913","0.641521225398007","0.703362442551818","1"
"Yes","2009","66 and older","(Married) couple without C. ","11","","","","1"
"Yes","2009","66 and older","Couple + C. LE and GT 16","","","","","1"
"Yes","2009","66 and older","Couple + C. GT 16 ","1","","","","1"
"No","2010","16-34 y.","1-pers.-HH","61","0.264206966802218","0.209442560256726","0.318971373347711","2"
"No","2010","16-34 y.","(Married) couple without C. ","114","0.323199427398045","0.280871469189654","0.365527385606437","2"
"No","2010","16-34 y.","Single parent ","64","0.394753476858506","0.320840178372744","0.468666775344268","2"
"No","2010","16-34 y.","Couple + C. LE 16 ","318","0.289359877265355","0.261393808451272","0.317325946079439","2"
"No","2010","35-65 y.","Couple + C. GT 16 ","246","0.351925018867009","0.318516981567237","0.385333056166781","2"
"No","2010","35-65 y.","Couple + C. LE and GT 16","158","0.357191437838159","0.314634050624826","0.399748825051493","2"
"No","2010","66 and older","1-pers.-HH","2","","","","2"
"No","2010","16-34 y.","Couple + C. GT 16 ","115","0.375689854401164","0.322292532051738","0.429087176750591","2"
"No","2010","16-34 y.","Couple + C. LE and GT 16","31","0.372045728223116","0.274334080930026","0.469757375516206","2"
"No","2010","35-65 y.","1-pers.-HH","164","0.343684479313433","0.30163250908006","0.385736449546806","2"
"No","2010","35-65 y.","(Married) couple without C. ","388","0.286903212377437","0.262007164543646","0.311799260211229","2"
"No","2010","35-65 y.","Single parent ","192","0.313480602286775","0.278034630549171","0.348926574024379","2"
"No","2010","35-65 y.","Couple + C. LE 16 ","692","0.299026720975669","0.280100859005872","0.317952582945466","2"
"No","2010","66 and older","(Married) couple without C. ","8","","","","2"
"No","2010","66 and older","Single parent ","","","","","2"
"No","2010","66 and older","Couple + C. LE 16 ","","","","","2"
"No","2010","66 and older","Couple + C. GT 16 ","","","","","2"
"No","2010","66 and older","Couple + C. LE and GT 16","","","","","2"
"Yes","2010","16-34 y.","Couple + C. LE 16 ","692","0.710640122734644","0.682674053920561","0.738606191548728","1"
"Yes","2010","16-34 y.","1-pers.-HH","188","0.735793033197782","0.681028626652289","0.790557439743274","1"
"Yes","2010","16-34 y.","(Married) couple without C. ","355","0.676800572601954","0.634472614393563","0.719128530810346","1"
"Yes","2010","16-34 y.","Single parent ","104","0.605246523141494","0.531333224655732","0.679159821627256","1"
"Yes","2010","16-34 y.","Couple + C. GT 16 ","201","0.624310145598836","0.570912823249409","0.677707467948263","1"
"Yes","2010","16-34 y.","Couple + C. LE and GT 16","63","0.627954271776884","0.530242624483794","0.725665919069974","1"
"Yes","2010","35-65 y.","1-pers.-HH","326","0.656315520686567","0.614263550453194","0.69836749091994","1"
"Yes","2010","35-65 y.","(Married) couple without C. ","880","0.713096787622562","0.688200739788771","0.737992835456353","1"
"Yes","2010","35-65 y.","Couple + C. LE and GT 16","329","0.642808562161841","0.600251174948507","0.685365949375174","1"
"Yes","2010","35-65 y.","Single parent ","466","0.686519397713225","0.651073425975621","0.721965369450829","1"
"Yes","2010","35-65 y.","Couple + C. LE 16 ","1556","0.700973279024331","0.682047417054534","0.719899140994128","1"
"Yes","2010","35-65 y.","Couple + C. GT 16 ","539","0.648074981132991","0.614666943833219","0.681483018432763","1"
"Yes","2010","66 and older","1-pers.-HH","5","","","","1"
"Yes","2010","66 and older","(Married) couple without C. ","12","","","","1"
"Yes","2010","66 and older","Single parent ","","","","","1"
"Yes","2010","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2010","66 and older","Couple + C. GT 16 ","1","","","","1"
"Yes","2010","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2011","16-34 y.","1-pers.-HH","84","0.280784066873607","0.230351154144288","0.331216979602926","2"
"No","2011","16-34 y.","(Married) couple without C. ","114","0.19815315582805","0.164900620694387","0.231405690961713","2"
"No","2011","16-34 y.","Single parent ","81","0.327777972768441","0.26826722701608","0.387288718520803","2"
"No","2011","16-34 y.","Couple + C. LE 16 ","230","0.226182590801237","0.199841422221428","0.252523759381046","2"
"No","2011","35-65 y.","Couple + C. GT 16 ","266","0.278208447518342","0.249667778089544","0.30674911694714","2"
"No","2011","35-65 y.","Couple + C. LE and GT 16","171","0.264853377735211","0.231240256852111","0.298466498618311","2"
"No","2011","66 and older","1-pers.-HH","2","","","","2"
"No","2011","16-34 y.","Couple + C. GT 16 ","95","0.23824725162251","0.192491368826612","0.284003134418408","2"
"No","2011","16-34 y.","Couple + C. LE and GT 16","35","0.336678497346615","0.246287918090456","0.427069076602774","2"
"No","2011","35-65 y.","1-pers.-HH","178","0.273627908032236","0.238759827602122","0.308495988462351","2"
"No","2011","35-65 y.","(Married) couple without C. ","433","0.270714443939368","0.249010449316488","0.292418438562249","2"
"No","2011","35-65 y.","Single parent ","237","0.298533399419766","0.267513176517001","0.329553622322531","2"
"No","2011","35-65 y.","Couple + C. LE 16 ","658","0.228115742234406","0.212531373632183","0.24370011083663","2"
"No","2011","66 and older","(Married) couple without C. ","8","","","","2"
"No","2011","66 and older","Single parent ","1","","","","2"
"No","2011","66 and older","Couple + C. LE 16 ","","","","","2"
"No","2011","66 and older","Couple + C. GT 16 ","1","","","","2"
"No","2011","66 and older","Couple + C. LE and GT 16","","","","","2"
"Yes","2011","16-34 y.","Couple + C. LE 16 ","739","0.773817409198763","0.747476240618954","0.800158577778572","1"
"Yes","2011","16-34 y.","1-pers.-HH","221","0.719215933126393","0.668783020397074","0.769648845855712","1"
"Yes","2011","16-34 y.","(Married) couple without C. ","438","0.80184684417195","0.768594309038287","0.835099379305613","1"
"Yes","2011","16-34 y.","Single parent ","158","0.672222027231559","0.612711281479197","0.73173277298392","1"
"Yes","2011","16-34 y.","Couple + C. GT 16 ","238","0.76175274837749","0.715996865581592","0.807508631173388","1"
"Yes","2011","16-34 y.","Couple + C. LE and GT 16","70","0.663321502653385","0.572930923397226","0.753712081909544","1"
"Yes","2011","35-65 y.","1-pers.-HH","450","0.726372091967764","0.691504011537649","0.761240172397879","1"
"Yes","2011","35-65 y.","(Married) couple without C. ","1177","0.729285556060632","0.707581561437751","0.750989550683512","1"
"Yes","2011","35-65 y.","Couple + C. LE and GT 16","491","0.735146622264789","0.701533501381689","0.768759743147889","1"
"Yes","2011","35-65 y.","Couple + C. LE 16 ","2127","0.771884257765594","0.75629988916337","0.787468626367817","1"
"Yes","2011","35-65 y.","Couple + C. GT 16 ","681","0.721791552481658","0.69325088305286","0.750332221910456","1"
"Yes","2011","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2011","66 and older","Single parent ","2","","","","1"
"Yes","2011","35-65 y.","Single parent ","599","0.701466600580234","0.670446377677469","0.732486823482999","1"
"Yes","2011","66 and older","1-pers.-HH","1","","","","1"
"Yes","2011","66 and older","(Married) couple without C. ","11","","","","1"
"Yes","2011","66 and older","Couple + C. GT 16 ","","","","","1"
"Yes","2011","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2012","16-34 y.","1-pers.-HH","84","0.230933689101704","0.187817477040403","0.274049901163006","2"
"No","2012","16-34 y.","(Married) couple without C. ","125","0.23014828869453","0.194744023026552","0.265552554362507","2"
"No","2012","16-34 y.","Single parent ","73","0.356535227080398","0.297042753194542","0.416027700966253","2"
"No","2012","16-34 y.","Couple + C. LE 16 ","219","0.301489398624557","0.270231811792871","0.332746985456243","2"
"No","2012","35-65 y.","Couple + C. GT 16 ","291","0.331043480942507","0.301565467655102","0.360521494229912","2"
"No","2012","35-65 y.","Couple + C. LE and GT 16","193","0.265309911053305","0.232557052677058","0.298062769429552","2"
"No","2012","66 and older","1-pers.-HH","5","","","","2"
"No","2012","16-34 y.","Couple + C. GT 16 ","108","0.293527238951288","0.243788809161675","0.343265668740901","2"
"No","2012","16-34 y.","Couple + C. LE and GT 16","32","0.21328040813172","0.13905704572157","0.287503770541871","2"
"No","2012","35-65 y.","1-pers.-HH","206","0.295750875867553","0.261845415256412","0.329656336478694","2"
"No","2012","35-65 y.","(Married) couple without C. ","505","0.282426775455276","0.26097644643802","0.303877104472533","2"
"No","2012","35-65 y.","Single parent ","272","0.346324371197494","0.314798526024375","0.377850216370613","2"
"No","2012","35-65 y.","Couple + C. LE 16 ","752","0.252431959585358","0.236367365591451","0.268496553579265","2"
"No","2012","66 and older","(Married) couple without C. ","15","","","","2"
"No","2012","66 and older","Single parent ","1","","","","2"
"No","2012","66 and older","Couple + C. LE 16 ","2","","","","2"
"No","2012","66 and older","Couple + C. GT 16 ","1","","","","2"
"No","2012","66 and older","Couple + C. LE and GT 16","","","","","2"
"Yes","2012","16-34 y.","Couple + C. LE 16 ","609","0.698510601375443","0.667253014543757","0.729768188207129","1"
"Yes","2012","16-34 y.","1-pers.-HH","283","0.769066310898296","0.725950098836994","0.812182522959597","1"
"Yes","2012","16-34 y.","(Married) couple without C. ","418","0.76985171130547","0.734447445637493","0.805255976973448","1"
"Yes","2012","16-34 y.","Single parent ","176","0.643464772919602","0.583972299033747","0.702957246805458","1"
"Yes","2012","16-34 y.","Couple + C. GT 16 ","214","0.706472761048712","0.656734331259099","0.756211190838325","1"
"Yes","2012","16-34 y.","Couple + C. LE and GT 16","85","0.78671959186828","0.712496229458129","0.86094295427843","1"
"Yes","2012","35-65 y.","1-pers.-HH","490","0.704249124132447","0.670343663521306","0.738154584743588","1"
"Yes","2012","35-65 y.","(Married) couple without C. ","1187","0.717573224544724","0.696122895527467","0.73902355356198","1"
"Yes","2012","35-65 y.","Couple + C. LE and GT 16","505","0.734690088946695","0.701937230570448","0.767442947322942","1"
"Yes","2012","35-65 y.","Couple + C. LE 16 ","2057","0.747568040414642","0.731503446420735","0.763632634408549","1"
"Yes","2012","35-65 y.","Couple + C. GT 16 ","688","0.668956519057493","0.639478505770088","0.698434532344898","1"
"Yes","2012","66 and older","(Married) couple without C. ","16","","","","1"
"Yes","2012","66 and older","Single parent ","","","","","1"
"Yes","2012","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2012","35-65 y.","Single parent ","603","0.653675628802506","0.622149783629387","0.685201473975625","1"
"Yes","2012","66 and older","1-pers.-HH","5","","","","1"
"Yes","2012","66 and older","Couple + C. GT 16 ","","","","","1"
"Yes","2012","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2013","16-34 y.","1-pers.-HH","104","0.273812162611472","0.232288363526907","0.315335961696036","2"
"No","2013","16-34 y.","(Married) couple without C. ","142","0.261156665527349","0.226663678510218","0.29564965254448","2"
"No","2013","16-34 y.","Single parent ","66","0.27087059832298","0.214171607544243","0.327569589101717","2"
"No","2013","16-34 y.","Couple + C. LE 16 ","251","0.291902025565892","0.262066692242628","0.321737358889157","2"
"No","2013","16-34 y.","Couple + C. GT 16 ","116","0.300228961568566","0.250924828895844","0.349533094241287","2"
"No","2013","16-34 y.","Couple + C. LE and GT 16","45","0.240332362726943","0.176289907027844","0.304374818426042","2"
"No","2013","35-65 y.","1-pers.-HH","188","0.260549801808021","0.228080019766244","0.293019583849797","2"
"No","2013","35-65 y.","(Married) couple without C. ","471","0.264466664035472","0.243389035607618","0.285544292463326","2"
"No","2013","35-65 y.","Single parent ","253","0.351486299348124","0.319669695857038","0.38330290283921","2"
"No","2013","35-65 y.","Couple + C. LE 16 ","768","0.249457634206777","0.233814120625627","0.265101147787927","2"
"No","2013","35-65 y.","Couple + C. GT 16 ","297","0.281050864897138","0.253120404373737","0.30898132542054","2"
"No","2013","35-65 y.","Couple + C. LE and GT 16","210","0.301179722357663","0.26888044147167","0.333479003243655","2"
"No","2013","66 and older","1-pers.-HH","6","","","","2"
"No","2013","66 and older","(Married) couple without C. ","8","","","","2"
"No","2013","66 and older","Single parent ","","","","","2"
"No","2013","66 and older","Couple + C. LE 16 ","","","","","2"
"No","2013","66 and older","Couple + C. GT 16 ","1","","","","2"
"No","2013","66 and older","Couple + C. LE and GT 16","","","","","2"
"Yes","2013","16-34 y.","Couple + C. LE 16 ","641","0.708097974434107","0.678262641110843","0.737933307757372","1"
"Yes","2013","16-34 y.","1-pers.-HH","339","0.726187837388528","0.684664038303964","0.767711636473093","1"
"Yes","2013","16-34 y.","(Married) couple without C. ","481","0.738843334472651","0.70435034745552","0.773336321489782","1"
"Yes","2013","16-34 y.","Single parent ","170","0.72912940167702","0.672430410898283","0.785828392455757","1"
"Yes","2013","16-34 y.","Couple + C. GT 16 ","216","0.699771038431434","0.650466905758712","0.749075171104156","1"
"Yes","2013","16-34 y.","Couple + C. LE and GT 16","126","0.759667637273057","0.695625181573958","0.823710092972156","1"
"Yes","2013","35-65 y.","1-pers.-HH","514","0.739450198191979","0.706980416150203","0.771919980233756","1"
"Yes","2013","35-65 y.","(Married) couple without C. ","1211","0.735533335964528","0.714455707536674","0.756610964392382","1"
"Yes","2013","66 and older","Single parent ","1","","","","1"
"Yes","2013","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2013","35-65 y.","Single parent ","612","0.648513700651876","0.61669709716079","0.680330304142962","1"
"Yes","2013","35-65 y.","Couple + C. LE 16 ","2171","0.750542365793223","0.734898852212073","0.766185879374373","1"
"Yes","2013","35-65 y.","Couple + C. GT 16 ","698","0.718949135102862","0.69101867457946","0.746879595626264","1"
"Yes","2013","35-65 y.","Couple + C. LE and GT 16","565","0.698820277642337","0.666520996756345","0.73111955852833","1"
"Yes","2013","66 and older","1-pers.-HH","2","","","","1"
"Yes","2013","66 and older","(Married) couple without C. ","10","","","","1"
"Yes","2013","66 and older","Couple + C. GT 16 ","2","","","","1"
"Yes","2013","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2014","16-34 y.","1-pers.-HH","78","0.202293440008105","0.160505939384936","0.244080940631273","2"
"No","2014","16-34 y.","(Married) couple without C. ","156","0.235922203822374","0.202201809650112","0.269642597994637","2"
"No","2014","16-34 y.","Single parent ","58","0.272498600545805","0.212704636775283","0.332292564316328","2"
"No","2014","16-34 y.","Couple + C. LE 16 ","192","0.294327355224955","0.260614425897204","0.328040284552705","2"
"No","2014","16-34 y.","Couple + C. GT 16 ","100","0.345939919468868","0.292023423632006","0.39985641530573","2"
"No","2014","16-34 y.","Couple + C. LE and GT 16","44","0.248728732566268","0.183747940840155","0.313709524292381","2"
"No","2014","35-65 y.","1-pers.-HH","204","0.305037459538919","0.270683181092124","0.339391737985714","2"
"No","2014","35-65 y.","(Married) couple without C. ","481","0.274718054117525","0.253193205598385","0.296242902636665","2"
"No","2014","35-65 y.","Single parent ","232","0.328177899704486","0.294162595500287","0.362193203908685","2"
"No","2014","35-65 y.","Couple + C. LE 16 ","671","0.21922296678637","0.203468139292475","0.234977794280265","2"
"No","2014","35-65 y.","Couple + C. GT 16 ","267","0.291350681888818","0.2612436619126","0.321457701865036","2"
"No","2014","35-65 y.","Couple + C. LE and GT 16","193","0.248698929840927","0.217320710909272","0.280077148772581","2"
"No","2014","66 and older","1-pers.-HH","6","","","","2"
"No","2014","66 and older","(Married) couple without C. ","16","","","","2"
"No","2014","66 and older","Single parent ","","","","","2"
"No","2014","66 and older","Couple + C. LE 16 ","","","","","2"
"No","2014","66 and older","Couple + C. GT 16 ","2","","","","2"
"No","2014","66 and older","Couple + C. LE and GT 16","","","","","2"
"Yes","2014","16-34 y.","Couple + C. LE 16 ","510","0.705672644775045","0.671959715447295","0.739385574102796","1"
"Yes","2014","16-34 y.","1-pers.-HH","277","0.797706559991895","0.755919059368727","0.839494060615064","1"
"Yes","2014","16-34 y.","(Married) couple without C. ","453","0.764077796177626","0.730357402005363","0.797798190349888","1"
"Yes","2014","16-34 y.","Single parent ","155","0.727501399454195","0.667707435683672","0.787295363224717","1"
"Yes","2014","16-34 y.","Couple + C. GT 16 ","199","0.654060080531132","0.60014358469427","0.707976576367994","1"
"Yes","2014","16-34 y.","Couple + C. LE and GT 16","126","0.751271267433732","0.686290475707619","0.816252059159845","1"
"Yes","2014","35-65 y.","1-pers.-HH","486","0.694962540461081","0.660608262014285","0.729316818907876","1"
"Yes","2014","35-65 y.","(Married) couple without C. ","1171","0.725281945882475","0.703757097363335","0.746806794401615","1"
"Yes","2014","66 and older","Single parent ","1","","","","1"
"Yes","2014","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2014","35-65 y.","Single parent ","500","0.671822100295514","0.637806796091315","0.705837404499713","1"
"Yes","2014","35-65 y.","Couple + C. LE 16 ","1978","0.78077703321363","0.765022205719735","0.796531860707525","1"
"Yes","2014","35-65 y.","Couple + C. GT 16 ","608","0.708649318111182","0.678542298134964","0.7387563380874","1"
"Yes","2014","35-65 y.","Couple + C. LE and GT 16","536","0.751301070159073","0.719922851227419","0.782679289090728","1"
"Yes","2014","66 and older","1-pers.-HH","1","","","","1"
"Yes","2014","66 and older","(Married) couple without C. ","16","","","","1"
"Yes","2014","66 and older","Couple + C. GT 16 ","2","","","","1"
"Yes","2014","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2015","16-34 y.","1-pers.-HH","89","0.227232780460998","0.186320338251253","0.268145222670744","2"
"No","2015","16-34 y.","(Married) couple without C. ","137","0.202525016572208","0.171653677411667","0.233396355732748","2"
"No","2015","16-34 y.","Single parent ","44","0.215296819729389","0.155907179664255","0.274686459794523","2"
"No","2015","16-34 y.","Couple + C. LE 16 ","171","0.29251338252633","0.25701852837298","0.328008236679679","2"
"No","2015","16-34 y.","Couple + C. GT 16 ","93","0.284767713877471","0.233092389613977","0.336443038140964","2"
"No","2015","16-34 y.","Couple + C. LE and GT 16","40","0.191992308908443","0.131340990354749","0.252643627462138","2"
"No","2015","35-65 y.","1-pers.-HH","180","0.279892215234617","0.246124057596854","0.313660372872381","2"
"No","2015","35-65 y.","(Married) couple without C. ","378","0.239803605936742","0.21837450618622","0.261232705687264","2"
"No","2015","35-65 y.","Single parent ","158","0.237878894768088","0.205710417080909","0.270047372455267","2"
"No","2015","35-65 y.","Couple + C. LE 16 ","501","0.186796353406949","0.171524621412715","0.202068085401183","2"
"No","2015","35-65 y.","Couple + C. GT 16 ","197","0.222823365954756","0.194200685040829","0.251446046868683","2"
"No","2015","35-65 y.","Couple + C. LE and GT 16","165","0.227849603210418","0.197211848799208","0.258487357621628","2"
"No","2015","66 and older","1-pers.-HH","4","","","","2"
"No","2015","66 and older","(Married) couple without C. ","15","","","","2"
"No","2015","66 and older","Single parent ","","","","","2"
"No","2015","66 and older","Couple + C. LE 16 ","","","","","2"
"No","2015","66 and older","Couple + C. GT 16 ","1","","","","2"
"No","2015","66 and older","Couple + C. LE and GT 16","1","","","","2"
"Yes","2015","16-34 y.","Couple + C. LE 16 ","460","0.70748661747367","0.671991763320321","0.74298147162702","1"
"Yes","2015","16-34 y.","1-pers.-HH","314","0.772767219539002","0.731854777329256","0.813679661748747","1"
"Yes","2015","16-34 y.","(Married) couple without C. ","514","0.797474983427792","0.766603644267251","0.828346322588333","1"
"Yes","2015","16-34 y.","Single parent ","140","0.784703180270611","0.725313540205477","0.844092820335745","1"
"Yes","2015","16-34 y.","Couple + C. GT 16 ","200","0.71523228612253","0.663556961859036","0.766907610386023","1"
"Yes","2015","16-34 y.","Couple + C. LE and GT 16","122","0.808007691091556","0.747356372537862","0.868659009645251","1"
"Yes","2015","35-65 y.","1-pers.-HH","499","0.720107784765383","0.686339627127619","0.753875942403146","1"
"Yes","2015","35-65 y.","(Married) couple without C. ","1147","0.760196394063258","0.738767294312736","0.78162549381378","1"
"Yes","2015","66 and older","Single parent ","1","","","","1"
"Yes","2015","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2015","35-65 y.","Single parent ","515","0.762121105231912","0.729952627544733","0.794289582919091","1"
"Yes","2015","35-65 y.","Couple + C. LE 16 ","2001","0.813203646593051","0.797931914598817","0.828475378587285","1"
"Yes","2015","66 and older","Couple + C. LE and GT 16","","","","","1"
