"plb0196_h","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"No","2015","Couple + C. LE 16 ","West Germany","533","0.207024119094947","0.191264083200476","0.222784154989418"
"No","2015","Couple + C. LE 16 ","East Germany","139","0.209000558716888","0.176302898200778","0.241698219232998"
"No","2015","Couple + C. GT 16 ","West Germany","242","0.235334407543025","0.207802952751223","0.262865862334827"
"No","2015","Couple + C. GT 16 ","East Germany","49","0.281376756100027","0.218583975154787","0.344169537045268"
"No","2015","Couple + C. LE and GT 16","West Germany","167","0.216906338496823","0.187410521143832","0.246402155849815"
"No","2015","Couple + C. LE and GT 16","East Germany","39","0.254188816855754","0.180191676611476","0.328185957100032"
"Yes","2016","1-pers.-HH","West Germany","580","0.751544253990585","0.720883161590284","0.782205346390887"
"Yes","2016","1-pers.-HH","East Germany","186","0.743851521688824","0.688511648636577","0.799191394741071"
"Yes","2016","(Married) couple without C. ","West Germany","1264","0.781140733499498","0.761080539621027","0.801200927377969"
"Yes","2016","(Married) couple without C. ","East Germany","394","0.708634746667946","0.670415838383599","0.746853654952292"
"Yes","2016","Single parent ","West Germany","505","0.713738861003686","0.679814883003054","0.747662839004317"
"Yes","2016","Single parent ","East Germany","122","0.712533644347616","0.645859468322021","0.779207820373211"
"Yes","2016","Couple + C. LE 16 ","West Germany","1808","0.775684778423645","0.758718406213214","0.792651150634077"
"Yes","2016","Couple + C. LE 16 ","East Germany","415","0.754154263536032","0.717803365514068","0.790505161557996"
"Yes","2016","Couple + C. GT 16 ","West Germany","699","0.776488603441353","0.749699534920568","0.803277671962138"
"Yes","2016","Couple + C. GT 16 ","East Germany","117","0.717444915001095","0.648745670105633","0.786144159896558"
"Yes","2016","Couple + C. LE and GT 16","West Germany","560","0.79672246138443","0.767568956239907","0.825875966528953"
"Yes","2016","Couple + C. LE and GT 16","East Germany","104","0.721726513012505","0.64775563399795","0.795697392027061"
"No","2016","1-pers.-HH","West Germany","183","0.248455746009415","0.217794653609113","0.279116838409716"
"No","2016","1-pers.-HH","East Germany","53","0.256148478311176","0.200808605258929","0.311488351363423"
"No","2016","(Married) couple without C. ","West Germany","368","0.218859266500502","0.19879907262203","0.238919460378973"
"No","2016","(Married) couple without C. ","East Germany","149","0.291365253332054","0.253146345047708","0.329584161616401"
"No","2016","Single parent ","West Germany","177","0.286261138996314","0.252337160995683","0.320185116996946"
"No","2016","Single parent ","East Germany","55","0.287466355652384","0.220792179626789","0.354140531677979"
"No","2016","Couple + C. LE 16 ","West Germany","514","0.224315221576355","0.207348849365923","0.241281593786786"
"No","2016","Couple + C. LE 16 ","East Germany","124","0.245845736463968","0.209494838442004","0.282196634485932"
"No","2016","Couple + C. GT 16 ","West Germany","230","0.223511396558647","0.196722328037862","0.250300465079432"
"No","2016","Couple + C. GT 16 ","East Germany","48","0.282555084998905","0.213855840103442","0.351254329894367"
"No","2016","Couple + C. LE and GT 16","West Germany","172","0.20327753861557","0.174124033471047","0.232431043760093"
"No","2016","Couple + C. LE and GT 16","East Germany","37","0.278273486987495","0.204302607972939","0.35224436600205"
"Yes","2017","1-pers.-HH","West Germany","722","0.75470883502585","0.727218252080176","0.782199417971523"
"Yes","2017","1-pers.-HH","East Germany","215","0.778241790295107","0.729926338117763","0.82655724247245"
"Yes","2017","(Married) couple without C. ","West Germany","1409","0.757620317563659","0.738187598705518","0.7770530364218"
"Yes","2017","(Married) couple without C. ","East Germany","410","0.721746613911004","0.685275695423566","0.758217532398442"
"Yes","2017","Single parent ","West Germany","470","0.687766740480068","0.652087076593171","0.723446404366965"
"Yes","2017","Single parent ","East Germany","112","0.757584714929695","0.691593490635437","0.823575939223953"
"Yes","2017","Couple + C. LE 16 ","West Germany","1862","0.792951540771698","0.776541337116042","0.809361744427353"
"Yes","2017","Couple + C. LE 16 ","East Germany","430","0.78701365142435","0.753578455981929","0.820448846866771"
"Yes","2017","Couple + C. GT 16 ","West Germany","794","0.760882454813369","0.735192424445517","0.786572485181222"
"Yes","2017","Couple + C. GT 16 ","East Germany","144","0.768214769448818","0.708988416398904","0.827441122498731"
"Yes","2017","Couple + C. LE and GT 16","West Germany","561","0.770524843165896","0.740269136641835","0.800780549689957"
"Yes","2017","Couple + C. LE and GT 16","East Germany","117","0.716860835426383","0.64705278652665","0.786668884326116"
"No","2017","1-pers.-HH","West Germany","219","0.24529116497415","0.217800582028476","0.272781747919824"
"No","2017","1-pers.-HH","East Germany","69","0.221758209704893","0.17344275752755","0.270073661882237"
"No","2017","(Married) couple without C. ","West Germany","459","0.242379682436341","0.2229469635782","0.261812401294482"
"No","2017","(Married) couple without C. ","East Germany","170","0.278253386088996","0.241782467601557","0.314724304576434"
"No","2017","Single parent ","West Germany","178","0.312233259519932","0.276553595633035","0.347912923406829"
"No","2017","Single parent ","East Germany","50","0.242415285070305","0.176424060776047","0.308406509364563"
"No","2017","Couple + C. LE 16 ","West Germany","480","0.207048459228302","0.190638255572647","0.223458662883958"
"No","2017","Couple + C. LE 16 ","East Germany","146","0.21298634857565","0.179551153133229","0.246421544018071"
"No","2017","Couple + C. GT 16 ","West Germany","265","0.239117545186631","0.213427514818778","0.264807575554483"
"No","2017","Couple + C. GT 16 ","East Germany","51","0.231785230551182","0.172558877501269","0.291011583601096"
"No","2017","Couple + C. LE and GT 16","West Germany","181","0.229475156834103","0.199219450310042","0.259730863358165"
"No","2017","Couple + C. LE and GT 16","East Germany","43","0.283139164573617","0.213331115673884","0.35294721347335"
"Yes","2018","1-pers.-HH","West Germany","811","0.745884061814019","0.72022610064253","0.771542022985508"
"Yes","2018","1-pers.-HH","East Germany","218","0.698495540114196","0.647977423743869","0.749013656484524"
"Yes","2018","(Married) couple without C. ","West Germany","1414","0.753649497826047","0.734315559057078","0.772983436595016"
"Yes","2018","(Married) couple without C. ","East Germany","417","0.713807292941598","0.677581552527545","0.750033033355651"
"Yes","2018","Single parent ","West Germany","512","0.77111917190443","0.7399528294626","0.802285514346259"
"Yes","2018","Single parent ","East Germany","111","0.71743489902755","0.647886736014669","0.78698306204043"
"Yes","2018","Couple + C. LE 16 ","West Germany","1813","0.771002579589578","0.754132028069055","0.7878731311101"
"Yes","2018","Couple + C. LE 16 ","East Germany","428","0.733068937472106","0.697703191646319","0.768434683297893"
"Yes","2018","Couple + C. GT 16 ","West Germany","796","0.766498335180268","0.741383204590512","0.791613465770025"
"Yes","2018","Couple + C. GT 16 ","East Germany","134","0.771548308225575","0.7126219588654","0.83047465758575"
"Yes","2018","Couple + C. LE and GT 16","West Germany","567","0.717216539083255","0.685345034966421","0.74908804320009"
"Yes","2018","Couple + C. LE and GT 16","East Germany","113","0.625646647663511","0.551351626106515","0.699941669220506"
"No","2018","1-pers.-HH","West Germany","295","0.254115938185981","0.228457977014492","0.27977389935747"
"No","2018","1-pers.-HH","East Germany","99","0.301504459885804","0.250986343515476","0.352022576256131"
"No","2018","(Married) couple without C. ","West Germany","494","0.246350502173953","0.227016563404984","0.265684440942922"
"No","2018","(Married) couple without C. ","East Germany","181","0.286192707058402","0.249966966644349","0.322418447472455"
"No","2018","Single parent ","West Germany","186","0.22888082809557","0.197714485653741","0.2600471705374"
"No","2018","Single parent ","East Germany","50","0.28256510097245","0.21301693795957","0.352113263985331"
"No","2018","Couple + C. LE 16 ","West Germany","570","0.228997420410423","0.2121268688899","0.245867971930945"
"No","2018","Couple + C. LE 16 ","East Germany","173","0.266931062527895","0.231565316702108","0.302296808353682"
"No","2018","Couple + C. GT 16 ","West Germany","294","0.233501664819732","0.208386534229975","0.258616795409488"
"No","2018","Couple + C. GT 16 ","East Germany","61","0.228451691774425","0.16952534241425","0.2873780411346"
"No","2018","Couple + C. LE and GT 16","West Germany","200","0.282783460916744","0.25091195679991","0.314654965033579"
"No","2018","Couple + C. LE and GT 16","East Germany","50","0.374353352336489","0.300058330779494","0.448648373893484"
"Yes","2019","1-pers.-HH","West Germany","789","0.739364286073481","0.713159241209045","0.765569330937917"
"Yes","2019","1-pers.-HH","East Germany","203","0.703920549891446","0.650255486366039","0.757585613416853"
"Yes","2019","(Married) couple without C. ","West Germany","1417","0.805407180547603","0.787113391648158","0.823700969447049"
"Yes","2019","(Married) couple without C. ","East Germany","431","0.728802931559665","0.692464873085833","0.765140990033497"
"Yes","2019","Single parent ","West Germany","450","0.783219322755727","0.750193816778122","0.816244828733332"
"Yes","2019","Single parent ","East Germany","120","0.766513807664872","0.702351430168814","0.83067618516093"
"Yes","2019","Couple + C. LE 16 ","West Germany","1560","0.78634471526155","0.768527381819995","0.804162048703105"
"Yes","2019","Couple + C. LE 16 ","East Germany","408","0.763340111164705","0.726982963062233","0.799697259267176"
"Yes","2019","Couple + C. GT 16 ","West Germany","710","0.744671666019506","0.717117169775483","0.772226162263528"
"Yes","2019","Couple + C. GT 16 ","East Germany","119","0.693314497745805","0.623793418937584","0.762835576554027"
"Yes","2019","Couple + C. LE and GT 16","West Germany","532","0.766240998217379","0.734776373699197","0.797705622735561"
"Yes","2019","Couple + C. LE and GT 16","East Germany","122","0.859454057477517","0.804915169189403","0.91399294576563"
"No","2019","1-pers.-HH","West Germany","289","0.260635713926519","0.234430669062083","0.286840758790955"
"No","2019","1-pers.-HH","East Germany","75","0.296079450108554","0.242414386583147","0.349744513633961"
"No","2019","(Married) couple without C. ","West Germany","382","0.194592819452397","0.176299030552951","0.212886608351842"
"No","2019","(Married) couple without C. ","East Germany","144","0.271197068440335","0.234859009966503","0.307535126914167"
"No","2019","Single parent ","West Germany","148","0.216780677244273","0.183755171266668","0.249806183221878"
"No","2019","Single parent ","East Germany","47","0.233486192335128","0.16932381483907","0.297648569831185"
"No","2019","Couple + C. LE 16 ","West Germany","473","0.213655284738449","0.195837951296894","0.231472618180005"
"No","2019","Couple + C. LE 16 ","East Germany","117","0.236659888835295","0.200302740732824","0.273017036937767"
"No","2019","Couple + C. GT 16 ","West Germany","252","0.255328333980494","0.227773837736472","0.282882830224517"
"No","2019","Couple + C. GT 16 ","East Germany","50","0.306685502254195","0.237164423445973","0.376206581062416"
"No","2019","Couple + C. LE and GT 16","West Germany","163","0.233759001782621","0.202294377264439","0.265223626300803"
"No","2019","Couple + C. LE and GT 16","East Germany","34","0.140545942522483","0.0860070542343699","0.195084830810596"
