"plj0046","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Big worries","2009","college entrance qualification","higher education","286","0.0914446610227828","0.0812618272838407","0.101627494761725"
"Big worries","2009","Other degree","in school","","","",""
"Big worries","2009","Other degree","inadequately","","","",""
"Big worries","2009","Other degree","general elemantary","","","",""
"Big worries","2009","Other degree","middle vocational","43","0.166988047188701","0.122583059384772","0.21139303499263"
"Big worries","2009","Other degree","vocational + Abi","","","",""
"Big worries","2009","Other degree","higher vocational","","","",""
"Big worries","2009","Other degree","higher education","","","",""
"Big worries","2009","no degree/no degree yet","in school","43","0.15331041350947","0.113139030107092","0.193481796911847"
"Big worries","2009","no degree/no degree yet","inadequately","","","",""
"Big worries","2009","no degree/no degree yet","general elemantary","","","",""
"Big worries","2009","no degree/no degree yet","middle vocational","","","",""
"Big worries","2009","no degree/no degree yet","vocational + Abi","","","",""
"Big worries","2009","no degree/no degree yet","higher vocational","","","",""
"Big worries","2009","no degree/no degree yet","higher education","","","",""
"Some worries","2009","lower secondary degree","in school","","","",""
"Some worries","2009","lower secondary degree","inadequately","","","",""
"Some worries","2009","lower secondary degree","general elemantary","539","0.449015570071455","0.420392286044406","0.477638854098504"
"Some worries","2009","lower secondary degree","middle vocational","1995","0.469385381867219","0.454304865223515","0.484465898510923"
"Some worries","2009","lower secondary degree","vocational + Abi","","","",""
"Some worries","2009","lower secondary degree","higher vocational","180","0.418995779988265","0.369453034384134","0.468538525592396"
"Some worries","2009","lower secondary degree","higher education","81","0.555369896748158","0.478372028965389","0.632367764530926"
"Some worries","2009","secondary school degree","in school","","","",""
"Some worries","2009","secondary school degree","inadequately","","","",""
"Some worries","2009","secondary school degree","general elemantary","174","0.391899619814476","0.345865348165762","0.43793389146319"
"Some worries","2009","secondary school degree","middle vocational","1773","0.48708916430821","0.471119118822555","0.503059209793865"
"Some worries","2009","secondary school degree","vocational + Abi","","","",""
"Some worries","2009","secondary school degree","higher vocational","282","0.463875872016698","0.423906155566255","0.503845588467141"
"Some worries","2009","secondary school degree","higher education","280","0.481212117512889","0.440758024168288","0.52166621085749"
"Some worries","2009","college entrance qualification","in school","","","",""
"Some worries","2009","college entrance qualification","inadequately","","","",""
"Some worries","2009","college entrance qualification","general elemantary","","","",""
"Some worries","2009","college entrance qualification","middle vocational","218","0.363236981351884","0.326064072232422","0.400409890471346"
"Some worries","2009","college entrance qualification","vocational + Abi","359","0.399803666489808","0.367215623259151","0.432391709720465"
"Some worries","2009","college entrance qualification","higher vocational","114","0.379111904239909","0.324211209394488","0.434012599085329"
"Some worries","2009","college entrance qualification","higher education","1089","0.345739587300829","0.328937483649168","0.36254169095249"
"Some worries","2009","Other degree","in school","","","",""
"Some worries","2009","Other degree","inadequately","","","",""
"Some worries","2009","Other degree","general elemantary","90","0.413542389775588","0.345461003226505","0.481623776324671"
"Some worries","2009","Other degree","middle vocational","120","0.426471265692122","0.367588808666901","0.485353722717342"
"Some worries","2009","Other degree","vocational + Abi","43","0.493548762476074","0.390827287488387","0.596270237463761"
"Some worries","2009","Other degree","higher vocational","","","",""
"Some worries","2009","Other degree","higher education","62","0.397062390521325","0.323511286809087","0.470613494233563"
"Some worries","2009","no degree/no degree yet","in school","112","0.341532748447612","0.288657536883384","0.394407960011841"
"Some worries","2009","no degree/no degree yet","inadequately","50","0.382235439332082","0.299650806724326","0.464820071939838"
"Some worries","2009","no degree/no degree yet","general elemantary","","","",""
"Some worries","2009","no degree/no degree yet","middle vocational","","","",""
"Some worries","2009","no degree/no degree yet","vocational + Abi","","","",""
"Some worries","2009","no degree/no degree yet","higher vocational","","","",""
"Some worries","2009","no degree/no degree yet","higher education","","","",""
"No worries","2009","lower secondary degree","in school","","","",""
"No worries","2009","lower secondary degree","inadequately","","","",""
"No worries","2009","lower secondary degree","general elemantary","292","0.231913146335258","0.20762541521478","0.256200877455735"
"No worries","2009","lower secondary degree","middle vocational","964","0.229502090969647","0.21679515356383","0.242209028375463"
"No worries","2009","lower secondary degree","vocational + Abi","","","",""
"No worries","2009","lower secondary degree","higher vocational","94","0.261923019349367","0.217773775704197","0.306072262994536"
"No worries","2009","lower secondary degree","higher education","42","0.246993449390764","0.180169799272351","0.313817099509177"
"No worries","2009","secondary school degree","in school","","","",""
"No worries","2009","secondary school degree","inadequately","","","",""
"No worries","2009","secondary school degree","general elemantary","145","0.338578947440169","0.29395425869777","0.383203636182567"
"No worries","2009","secondary school degree","middle vocational","1030","0.254327716850453","0.240413722316888","0.268241711384019"
"No worries","2009","secondary school degree","vocational + Abi","","","",""
"No worries","2009","secondary school degree","higher vocational","183","0.290609896447073","0.254218789882198","0.327001003011947"
"No worries","2009","secondary school degree","higher education","201","0.359637965045514","0.320783150818537","0.398492779272492"
"No worries","2009","college entrance qualification","in school","","","",""
"No worries","2009","college entrance qualification","inadequately","","","",""
"No worries","2009","college entrance qualification","general elemantary","","","",""
"No worries","2009","college entrance qualification","middle vocational","368","0.540651860960815","0.50213308868027","0.57917063324136"
"No worries","2009","college entrance qualification","vocational + Abi","381","0.447238744229582","0.414161696836621","0.480315791622544"
"No worries","2009","college entrance qualification","higher vocational","141","0.501585424884736","0.445006422613871","0.558164427155601"
"No worries","2009","college entrance qualification","higher education","1703","0.562815751676388","0.545291916564239","0.580339586788537"
"No worries","2009","Other degree","in school","","","",""
"No worries","2009","Other degree","inadequately","","","",""
"No worries","2009","Other degree","general elemantary","89","0.481674841281961","0.412598681015547","0.550751001548374"
"No worries","2009","Other degree","middle vocational","108","0.406540687119177","0.348060207102591","0.465021167135764"
"No worries","2009","Other degree","vocational + Abi","35","0.348386586365238","0.250493253331059","0.446279919399416"
"No worries","2009","Other degree","higher vocational","","","",""
"No worries","2009","Other degree","higher education","90","0.520673780545483","0.445576868817247","0.595770692273719"
"No worries","2009","no degree/no degree yet","in school","154","0.505156838042918","0.449410575470898","0.560903100614938"
"No worries","2009","no degree/no degree yet","inadequately","59","0.487094919289608","0.402148012192892","0.572041826386324"
"No worries","2009","no degree/no degree yet","general elemantary","","","",""
"No worries","2009","no degree/no degree yet","middle vocational","","","",""
"No worries","2009","no degree/no degree yet","vocational + Abi","","","",""
"No worries","2009","no degree/no degree yet","higher vocational","","","",""
"No worries","2009","no degree/no degree yet","higher education","","","",""
"Big worries","2010","lower secondary degree","in school","","","",""
"Big worries","2010","lower secondary degree","inadequately","","","",""
"Big worries","2010","lower secondary degree","general elemantary","442","0.313182495042877","0.289286053016421","0.337078937069334"
"Big worries","2010","lower secondary degree","middle vocational","1458","0.29211896442108","0.279284004910808","0.304953923931351"
"Big worries","2010","lower secondary degree","vocational + Abi","","","",""
"Big worries","2010","lower secondary degree","higher vocational","100","0.282763990939658","0.238520473283931","0.327007508595385"
"Big worries","2010","lower secondary degree","higher education","36","0.20391381269386","0.139862259737435","0.267965365650286"
"Big worries","2010","secondary school degree","in school","","","",""
"Big worries","2010","secondary school degree","inadequately","","","",""
"Big worries","2010","secondary school degree","general elemantary","171","0.249575577764786","0.215728374344845","0.283422781184726"
"Big worries","2010","secondary school degree","middle vocational","1393","0.266988333336451","0.25518584805215","0.278790818620751"
"Big worries","2010","secondary school degree","vocational + Abi","","","",""
"Big worries","2010","secondary school degree","higher vocational","144","0.233728257928587","0.203257307318127","0.264199208539048"
"Big worries","2010","secondary school degree","higher education","114","0.151363721126553","0.123639952111094","0.179087490142013"
"Big worries","2010","college entrance qualification","in school","","","",""
"Big worries","2010","college entrance qualification","inadequately","","","",""
"Big worries","2010","college entrance qualification","general elemantary","","","",""
"Big worries","2010","college entrance qualification","middle vocational","94","0.142308840866731","0.117648316361763","0.1669693653717"
"Big worries","2010","college entrance qualification","vocational + Abi","221","0.140502855368806","0.122628533378832","0.15837717735878"
"Big worries","2010","college entrance qualification","higher vocational","68","0.135406079560607","0.102605227845896","0.168206931275317"
"Big worries","2010","college entrance qualification","higher education","363","0.101489105340108","0.0922938877599503","0.110684322920265"
"Big worries","2010","Other degree","in school","","","",""
"Big worries","2010","Other degree","inadequately","","","",""
"Big worries","2010","Other degree","general elemantary","60","0.203811549864441","0.162765670786225","0.244857428942657"
"Big worries","2010","Other degree","middle vocational","91","0.158118069759385","0.126819161755737","0.189416977763034"
"Big worries","2010","Other degree","vocational + Abi","33","0.153615603377812","0.1053049741478","0.201926232607823"
"Big worries","2010","Other degree","higher vocational","","","",""
"Big worries","2010","Other degree","higher education","32","0.170526619321715","0.131943354253772","0.209109884389657"
"Big worries","2010","no degree/no degree yet","in school","62","0.13720336160446","0.104020818790506","0.170385904418415"
"Big worries","2010","no degree/no degree yet","inadequately","76","0.24497615329942","0.194691301924787","0.295261004674053"
"Big worries","2010","no degree/no degree yet","general elemantary","","","",""
"Big worries","2010","no degree/no degree yet","middle vocational","","","",""
"Big worries","2010","no degree/no degree yet","vocational + Abi","","","",""
"Big worries","2010","no degree/no degree yet","higher vocational","","","",""
"Big worries","2010","no degree/no degree yet","higher education","","","",""
"Some worries","2010","lower secondary degree","in school","","","",""
"Some worries","2010","lower secondary degree","inadequately","","","",""
"Some worries","2010","lower secondary degree","general elemantary","632","0.449358391889457","0.423728618504194","0.47498816527472"
"Some worries","2010","lower secondary degree","middle vocational","2215","0.460724890399174","0.446655978385757","0.474793802412592"
"Some worries","2010","lower secondary degree","vocational + Abi","","","",""
"Some worries","2010","lower secondary degree","higher vocational","199","0.432321315414803","0.383651334818077","0.480991296011529"
"Some worries","2010","lower secondary degree","higher education","65","0.408311162280431","0.330172025070211","0.486450299490652"
"Some worries","2010","secondary school degree","in school","","","",""
"Some worries","2010","secondary school degree","inadequately","","","",""
"Some worries","2010","secondary school degree","general elemantary","230","0.375211016041843","0.337342983534211","0.413079048549474"
"Some worries","2010","secondary school degree","middle vocational","2402","0.468201561214318","0.454888993195511","0.481514129233125"
"Some worries","2010","secondary school degree","vocational + Abi","","","",""
"Some worries","2010","secondary school degree","higher vocational","344","0.452822086657832","0.41698216370888","0.488662009606783"
"Some worries","2010","secondary school degree","higher education","266","0.418171642401763","0.380016304108136","0.45632698069539"
"Some worries","2010","college entrance qualification","in school","","","",""
"Some worries","2010","college entrance qualification","inadequately","","","",""
"Some worries","2010","college entrance qualification","general elemantary","","","",""
"Some worries","2010","college entrance qualification","middle vocational","252","0.310872515975117","0.278201559317176","0.343543472633057"
"Some worries","2010","college entrance qualification","vocational + Abi","579","0.395088279517674","0.369942919636699","0.420233639398649"
"Some worries","2010","college entrance qualification","higher vocational","170","0.419365318836662","0.372060248525266","0.466670389148058"
"Some worries","2010","college entrance qualification","higher education","1361","0.32568668982888","0.311416771235392","0.339956608422368"
"Some worries","2010","Other degree","in school","","","",""
"Some worries","2010","Other degree","inadequately","","","",""
"Some worries","2010","Other degree","general elemantary","158","0.357769923836749","0.308927808675063","0.406612038998436"
"Some worries","2010","Other degree","middle vocational","228","0.488910661088207","0.446028565140946","0.531792757035469"
"Some worries","2010","Other degree","vocational + Abi","102","0.45429305770004","0.387583356744079","0.521002758656001"
"Some worries","2010","Other degree","higher vocational","","","",""
"Some worries","2010","Other degree","higher education","129","0.361544164053618","0.312255418263106","0.410832909844129"
"Some worries","2010","no degree/no degree yet","in school","152","0.442448167370338","0.394546912663146","0.490349422077531"
"Some worries","2010","no degree/no degree yet","inadequately","110","0.396087087465971","0.338902705581296","0.453271469350646"
"Some worries","2010","no degree/no degree yet","general elemantary","","","",""
"Some worries","2010","no degree/no degree yet","middle vocational","32","0.649101135432048","0.533961913819139","0.764240357044957"
"Some worries","2010","no degree/no degree yet","vocational + Abi","","","",""
"Some worries","2010","no degree/no degree yet","higher vocational","","","",""
"Some worries","2010","no degree/no degree yet","higher education","","","",""
"No worries","2010","lower secondary degree","in school","","","",""
"No worries","2010","lower secondary degree","inadequately","","","",""
"No worries","2010","lower secondary degree","general elemantary","373","0.237459113067666","0.215534102379995","0.259384123755337"
"No worries","2010","lower secondary degree","middle vocational","1149","0.247156145179746","0.234981042027874","0.259331248331618"
"No worries","2010","lower secondary degree","vocational + Abi","","","",""
"No worries","2010","lower secondary degree","higher vocational","99","0.284914693645539","0.240569872692066","0.329259514599011"
"No worries","2010","lower secondary degree","higher education","51","0.387775025025708","0.310316051873793","0.465233998177624"
"No worries","2010","secondary school degree","in school","","","",""
"No worries","2010","secondary school degree","inadequately","","","",""
"No worries","2010","secondary school degree","general elemantary","227","0.375213406193371","0.337345325506378","0.413081486880365"
"No worries","2010","secondary school degree","middle vocational","1602","0.264810105449231","0.253038412553157","0.276581798345305"
"No worries","2010","secondary school degree","vocational + Abi","","","",""
"No worries","2010","secondary school degree","higher vocational","253","0.313449655413581","0.280048685355294","0.346850625471868"
"No worries","2010","secondary school degree","higher education","262","0.430464636471684","0.392163676057083","0.468765596886284"
"No worries","2010","college entrance qualification","in school","","","",""
"No worries","2010","college entrance qualification","inadequately","","","",""
"No worries","2010","college entrance qualification","general elemantary","","","",""
"No worries","2010","college entrance qualification","middle vocational","425","0.546818643158152","0.511680518749827","0.581956767566477"
"No worries","2010","college entrance qualification","vocational + Abi","652","0.46440886511352","0.438756245370512","0.490061484856527"
"No worries","2010","college entrance qualification","higher vocational","180","0.445228601602732","0.397584569420174","0.492872633785289"
"No worries","2010","college entrance qualification","higher education","2419","0.572824204831012","0.557761442517686","0.587886967144338"
"No worries","2010","Other degree","in school","","","",""
"No worries","2010","Other degree","inadequately","","","",""
"No worries","2010","Other degree","general elemantary","152","0.43841852629881","0.387859574201077","0.488977478396543"
"No worries","2010","Other degree","middle vocational","203","0.352971269152407","0.311975003318204","0.393967534986611"
"No worries","2010","Other degree","vocational + Abi","79","0.392091338922148","0.326679856093247","0.45750282175105"
"No worries","2010","Other degree","higher vocational","","","",""
"No worries","2010","Other degree","higher education","204","0.467929216624668","0.41674024013148","0.519118193117856"
"No worries","2010","no degree/no degree yet","in school","199","0.420348471025201","0.372742514671626","0.467954427378777"
"No worries","2010","no degree/no degree yet","inadequately","95","0.358936759234608","0.302850776095369","0.415022742373848"
"No worries","2010","no degree/no degree yet","general elemantary","","","",""
"No worries","2010","no degree/no degree yet","middle vocational","","","",""
"No worries","2010","no degree/no degree yet","vocational + Abi","","","",""
"No worries","2010","no degree/no degree yet","higher vocational","","","",""
"No worries","2010","no degree/no degree yet","higher education","","","",""
"Big worries","2011","lower secondary degree","in school","","","",""
"Big worries","2011","lower secondary degree","inadequately","","","",""
"Big worries","2011","lower secondary degree","general elemantary","401","0.32907861895536","0.303948431171857","0.354208806738862"
"Big worries","2011","lower secondary degree","middle vocational","1460","0.307138513581628","0.293954399529965","0.320322627633291"
"Big worries","2011","lower secondary degree","vocational + Abi","","","",""
"Big worries","2011","lower secondary degree","higher vocational","103","0.253219170935221","0.210116460204059","0.296321881666382"
"Big worries","2011","lower secondary degree","higher education","41","0.292769037691808","0.22248149529881","0.363056580084806"
"Big worries","2011","secondary school degree","in school","","","",""
"Big worries","2011","secondary school degree","inadequately","","","",""
"Big worries","2011","secondary school degree","general elemantary","135","0.232618581232135","0.196648783386206","0.268588379078064"
"Big worries","2011","secondary school degree","middle vocational","1236","0.300479319621836","0.286787277455995","0.314171361787677"
"Big worries","2011","secondary school degree","vocational + Abi","","","",""
"Big worries","2011","secondary school degree","higher vocational","160","0.280118831575444","0.24524658439505","0.314991078755839"
"Big worries","2011","secondary school degree","higher education","134","0.213729677487874","0.181870255651408","0.245589099324339"
"Big worries","2011","college entrance qualification","in school","","","",""
"Big worries","2011","college entrance qualification","inadequately","","","",""
"Big worries","2011","college entrance qualification","general elemantary","","","",""
"Big worries","2011","college entrance qualification","middle vocational","110","0.145145079403714","0.120183920787377","0.170106238020052"
"Big worries","2011","college entrance qualification","vocational + Abi","171","0.150653790125149","0.128840039807222","0.172467540443077"
"Big worries","2011","college entrance qualification","higher vocational","63","0.173302902941918","0.133362295230497","0.213243510653339"
"Big worries","2011","college entrance qualification","higher education","390","0.101315379231775","0.0912900230537667","0.111340735409784"
"Big worries","2011","Other degree","in school","","","",""
"Big worries","2011","Other degree","inadequately","","","",""
"Big worries","2011","Other degree","general elemantary","35","0.150657096587596","0.106491495179652","0.19482269799554"
"Big worries","2011","Other degree","middle vocational","75","0.203127864345229","0.164326040746942","0.241929687943515"
"Big worries","2011","Other degree","vocational + Abi","","","",""
"Big worries","2011","Other degree","higher vocational","","","",""
"Big worries","2011","Other degree","higher education","30","0.106081377744214","0.0661099891645762","0.146052766323851"
"Big worries","2011","no degree/no degree yet","in school","42","0.125048725262949","0.0882866969598639","0.161810753566034"
"Big worries","2011","no degree/no degree yet","inadequately","38","0.252048771641015","0.187719594060331","0.3163779492217"
"Big worries","2011","no degree/no degree yet","general elemantary","","","",""
"Big worries","2011","no degree/no degree yet","middle vocational","","","",""
"Big worries","2011","no degree/no degree yet","vocational + Abi","","","",""
"Big worries","2011","no degree/no degree yet","higher vocational","","","",""
"Big worries","2011","no degree/no degree yet","higher education","","","",""
"Some worries","2011","lower secondary degree","in school","","","",""
"Some worries","2011","lower secondary degree","inadequately","","","",""
"Some worries","2011","lower secondary degree","general elemantary","610","0.436283442237586","0.409760307845352","0.462806576629821"
"Some worries","2011","lower secondary degree","middle vocational","2241","0.483555674332987","0.469273458276708","0.497837890389266"
"Some worries","2011","lower secondary degree","vocational + Abi","","","",""
"Some worries","2011","lower secondary degree","higher vocational","189","0.505500266553386","0.455943445726309","0.555057087380463"
"Some worries","2011","lower secondary degree","higher education","64","0.349238168912578","0.275599311640621","0.422877026184535"
"Some worries","2011","secondary school degree","in school","","","",""
"Some worries","2011","secondary school degree","inadequately","","","",""
"Some worries","2011","secondary school degree","general elemantary","222","0.462304387629227","0.419857836355856","0.504750938902598"
"Some worries","2011","secondary school degree","middle vocational","1927","0.44136434140731","0.42653494059548","0.45619374221914"
"Some worries","2011","secondary school degree","vocational + Abi","","","",""
"Some worries","2011","secondary school degree","higher vocational","278","0.416944506559643","0.378655645438542","0.455233367680744"
"Some worries","2011","secondary school degree","higher education","284","0.403122641596435","0.365000202324911","0.441245080867958"
"Some worries","2011","college entrance qualification","in school","","","",""
"Some worries","2011","college entrance qualification","inadequately","","","",""
"Some worries","2011","college entrance qualification","general elemantary","","","",""
"Some worries","2011","college entrance qualification","middle vocational","261","0.335861413825449","0.30239364303315","0.369329184617748"
"Some worries","2011","college entrance qualification","vocational + Abi","425","0.415983954022719","0.385926747912694","0.446041160132745"
"Some worries","2011","college entrance qualification","higher vocational","142","0.396845716649944","0.345220296374034","0.448471136925853"
"Some worries","2011","college entrance qualification","higher education","1235","0.34437930121406","0.328592166406688","0.360166436021432"
"Some worries","2011","Other degree","in school","","","",""
"Some worries","2011","Other degree","inadequately","","","",""
"Some worries","2011","Other degree","general elemantary","112","0.420534626029781","0.35958620684912","0.481483045210441"
"Some worries","2011","Other degree","middle vocational","174","0.427225591247265","0.379517339994035","0.474933842500494"
"Some worries","2011","Other degree","vocational + Abi","72","0.553927002911341","0.468805030450069","0.639048975372613"
"Some worries","2011","Other degree","higher vocational","","","",""
"Some worries","2011","Other degree","higher education","92","0.411077022440255","0.347210757512608","0.474943287367902"
"Some worries","2011","no degree/no degree yet","in school","126","0.386582611776303","0.332461451866217","0.440703771686389"
"Some worries","2011","no degree/no degree yet","inadequately","59","0.257518748525952","0.192733483597724","0.32230401345418"
"Some worries","2011","no degree/no degree yet","general elemantary","","","",""
"Some worries","2011","no degree/no degree yet","middle vocational","","","",""
"Some worries","2011","no degree/no degree yet","vocational + Abi","","","",""
"Some worries","2011","no degree/no degree yet","higher vocational","","","",""
"Some worries","2011","no degree/no degree yet","higher education","","","",""
"No worries","2011","lower secondary degree","in school","","","",""
"No worries","2011","lower secondary degree","inadequately","","","",""
"No worries","2011","lower secondary degree","general elemantary","332","0.234637938807054","0.21197362016363","0.257302257450478"
"No worries","2011","lower secondary degree","middle vocational","1002","0.209305812085385","0.197679137456148","0.220932486714622"
"No worries","2011","lower secondary degree","vocational + Abi","","","",""
"No worries","2011","lower secondary degree","higher vocational","99","0.241280562511393","0.198871225239197","0.28368989978359"
"No worries","2011","lower secondary degree","higher education","56","0.357992793395614","0.283939863395691","0.432045723395537"
"No worries","2011","secondary school degree","in school","","","",""
"No worries","2011","secondary school degree","inadequately","","","",""
"No worries","2011","secondary school degree","general elemantary","173","0.305077031138638","0.265877285847264","0.344276776430011"
"No worries","2011","secondary school degree","middle vocational","1144","0.258156338970854","0.245086860823975","0.271225817117733"
"No worries","2011","secondary school degree","vocational + Abi","","","",""
"No worries","2011","secondary school degree","higher vocational","199","0.302936661864912","0.267251274657297","0.338622049072528"
"No worries","2011","secondary school degree","higher education","218","0.383147680915692","0.345364959619133","0.420930402212251"
"No worries","2011","college entrance qualification","in school","","","",""
"No worries","2011","college entrance qualification","inadequately","","","",""
"No worries","2011","college entrance qualification","general elemantary","","","",""
"No worries","2011","college entrance qualification","middle vocational","394","0.518993506770836","0.483587756227436","0.554399257314237"
"No worries","2011","college entrance qualification","vocational + Abi","437","0.433362255852131","0.403143524913901","0.463580986790362"
"No worries","2011","college entrance qualification","higher vocational","140","0.429851380408138","0.377612754467509","0.482090006348768"
"No worries","2011","college entrance qualification","higher education","1855","0.554305319554165","0.5377913409498","0.570819298158529"
"No worries","2011","Other degree","in school","","","",""
"No worries","2011","Other degree","inadequately","","","",""
"No worries","2011","Other degree","general elemantary","105","0.428808277382623","0.367704177169774","0.489912377595472"
"No worries","2011","Other degree","middle vocational","164","0.369646544407506","0.323092388199988","0.416200700615025"
"No worries","2011","Other degree","vocational + Abi","40","0.252352117271464","0.177970695834673","0.326733538708256"
"No worries","2011","Other degree","higher vocational","","","",""
"No worries","2011","Other degree","higher education","106","0.482841599815531","0.417978933202158","0.547704266428904"
"No worries","2011","no degree/no degree yet","in school","143","0.488368662960748","0.432814020184077","0.543923305737418"
"No worries","2011","no degree/no degree yet","inadequately","78","0.490432479833033","0.41636636774934","0.564498591916726"
"No worries","2011","no degree/no degree yet","general elemantary","","","",""
"No worries","2011","no degree/no degree yet","middle vocational","","","",""
"No worries","2011","no degree/no degree yet","vocational + Abi","","","",""
"No worries","2011","no degree/no degree yet","higher vocational","","","",""
"No worries","2011","no degree/no degree yet","higher education","","","",""
"Big worries","2012","lower secondary degree","in school","","","",""
"Big worries","2012","lower secondary degree","inadequately","","","",""
"Big worries","2012","lower secondary degree","general elemantary","339","0.255638887232154","0.232097557479994","0.279180216984313"
"Big worries","2012","lower secondary degree","middle vocational","1190","0.260222471587572","0.247552899377246","0.272892043797898"
"Big worries","2012","lower secondary degree","vocational + Abi","","","",""
"Big worries","2012","lower secondary degree","higher vocational","75","0.220937351019277","0.179709181480363","0.26216552055819"
"Big worries","2012","lower secondary degree","higher education","31","0.195905190458538","0.135709353649583","0.256101027267493"
"Big worries","2012","secondary school degree","in school","","","",""
"Big worries","2012","secondary school degree","inadequately","","","",""
"Big worries","2012","secondary school degree","general elemantary","109","0.227526050756969","0.191800598075741","0.263251503438197"
"Big worries","2012","secondary school degree","middle vocational","935","0.227292974884839","0.214720049956981","0.239865899812696"
"Big worries","2012","secondary school degree","vocational + Abi","","","",""
"Big worries","2012","secondary school degree","higher vocational","110","0.197579801131893","0.166438233740092","0.228721368523693"
"Big worries","2012","secondary school degree","higher education","93","0.168715304229597","0.139044828334119","0.198385780125075"
"Big worries","2012","college entrance qualification","in school","","","",""
"Big worries","2012","college entrance qualification","inadequately","","","",""
"Big worries","2012","college entrance qualification","general elemantary","","","",""
"Big worries","2012","college entrance qualification","middle vocational","80","0.114314484849457","0.091388783320956","0.137240186377959"
"Big worries","2012","college entrance qualification","vocational + Abi","136","0.12818219916089","0.107776781723605","0.148587616598175"
"Big worries","2012","college entrance qualification","higher vocational","48","0.122078546368132","0.0884932515914109","0.155663841144853"
"Big worries","2012","college entrance qualification","higher education","264","0.0737723507152589","0.0651565103335522","0.0823881910969657"
"Big worries","2012","Other degree","in school","","","",""
"Big worries","2012","Other degree","inadequately","","","",""
"Big worries","2012","Other degree","general elemantary","31","0.150724375930746","0.106897129564223","0.19455162229727"
"Big worries","2012","Other degree","middle vocational","63","0.136072735111742","0.103282268776242","0.168863201447243"
"Big worries","2012","Other degree","vocational + Abi","","","",""
"Big worries","2012","Other degree","higher vocational","","","",""
"Big worries","2012","Other degree","higher education","","","",""
"Big worries","2012","no degree/no degree yet","in school","","","",""
"Big worries","2012","no degree/no degree yet","inadequately","43","0.213106393935971","0.15472513750177","0.271487650370172"
"Big worries","2012","no degree/no degree yet","general elemantary","","","",""
"Big worries","2012","no degree/no degree yet","middle vocational","","","",""
"Big worries","2012","no degree/no degree yet","vocational + Abi","","","",""
"Big worries","2012","no degree/no degree yet","higher vocational","","","",""
"Big worries","2012","no degree/no degree yet","higher education","","","",""
"Some worries","2012","lower secondary degree","in school","","","",""
"Some worries","2012","lower secondary degree","inadequately","","","",""
"Some worries","2012","lower secondary degree","general elemantary","619","0.480405242461126","0.453442631675966","0.507367853246287"
"Some worries","2012","lower secondary degree","middle vocational","2211","0.481195510621928","0.466767660203711","0.495623361040145"
"Some worries","2012","lower secondary degree","vocational + Abi","","","",""
"Some worries","2012","lower secondary degree","higher vocational","177","0.393168654401589","0.344628993678239","0.441708315124938"
"Some worries","2012","lower secondary degree","higher education","68","0.389857039824872","0.31588657491884","0.463827504730904"
"Some worries","2012","secondary school degree","in school","","","",""
"Some worries","2012","secondary school degree","inadequately","","","",""
"Some worries","2012","secondary school degree","general elemantary","212","0.385969216867166","0.344484162706205","0.427454271028128"
"Some worries","2012","secondary school degree","middle vocational","1911","0.437301437213769","0.422419336443094","0.452183537984443"
"Some worries","2012","secondary school degree","vocational + Abi","","","",""
"Some worries","2012","secondary school degree","higher vocational","262","0.400869081958902","0.3625398236227","0.439198340295104"
"Some worries","2012","secondary school degree","higher education","257","0.368744768167239","0.330520620619675","0.406968915714802"
"Some worries","2012","college entrance qualification","in school","","","",""
"Some worries","2012","college entrance qualification","inadequately","","","",""
"Some worries","2012","college entrance qualification","general elemantary","","","",""
"Some worries","2012","college entrance qualification","middle vocational","193","0.276218605456542","0.244003288929403","0.308433921983681"
"Some worries","2012","college entrance qualification","vocational + Abi","380","0.367809623087558","0.338375287126005","0.397243959049111"
"Some worries","2012","college entrance qualification","higher vocational","139","0.353713567671459","0.304663451814686","0.402763683528231"
"Some worries","2012","college entrance qualification","higher education","1021","0.27786665786133","0.263102153230479","0.29263116249218"
"Some worries","2012","Other degree","in school","","","",""
"Some worries","2012","Other degree","inadequately","","","",""
"Some worries","2012","Other degree","general elemantary","114","0.486758946903842","0.425531553131265","0.547986340676419"
"Some worries","2012","Other degree","middle vocational","189","0.493515689356318","0.445701485795556","0.541329892917079"
"Some worries","2012","Other degree","vocational + Abi","59","0.395555507455375","0.317305499249273","0.473805515661477"
"Some worries","2012","Other degree","higher vocational","","","",""
"Some worries","2012","Other degree","higher education","92","0.347133589964377","0.28893104010279","0.405336139825963"
"Some worries","2012","no degree/no degree yet","in school","85","0.319882229723094","0.26505291581067","0.374711543635518"
"Some worries","2012","no degree/no degree yet","inadequately","69","0.303975300415479","0.238398735574093","0.369551865256866"
"Some worries","2012","no degree/no degree yet","general elemantary","","","",""
"Some worries","2012","no degree/no degree yet","middle vocational","31","0.538607783700345","0.420984042097484","0.656231525303206"
"Some worries","2012","no degree/no degree yet","vocational + Abi","","","",""
"Some worries","2012","no degree/no degree yet","higher vocational","","","",""
"Some worries","2012","no degree/no degree yet","higher education","","","",""
"No worries","2012","lower secondary degree","in school","","","",""
"No worries","2012","lower secondary degree","inadequately","","","",""
"No worries","2012","lower secondary degree","general elemantary","361","0.26395587030672","0.24016867258785","0.28774306802559"
"No worries","2012","lower secondary degree","middle vocational","1206","0.2585820177905","0.245938448222858","0.271225587358141"
"No worries","2012","lower secondary degree","vocational + Abi","","","",""
