"plj0046","year","bula_h","migback","n","percent","lower_confidence","upper_confidence","value"
"Big worries","2011","Bavaria","indirect migration background","22","","","","1"
"Big worries","2011","Berlin","no migration background","199","0.255559085021938","0.223270436951697","0.287847733092179","1"
"Big worries","2011","Berlin","direct migration background","8","","","","1"
"Big worries","2011","Berlin","indirect migration background","4","","","","1"
"Big worries","2011","Brandenburg","no migration background","239","0.304865662344971","0.273789818497932","0.335941506192011","1"
"Big worries","2011","Brandenburg","direct migration background","3","","","","1"
"Big worries","2011","Brandenburg","indirect migration background","1","","","","1"
"Big worries","2011","Mecklenburg-Western Pomerania","no migration background","124","0.286008102974851","0.24635897606153","0.325657229888172","1"
"Big worries","2011","Mecklenburg-Western Pomerania","direct migration background","4","","","","1"
"Big worries","2011","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Big worries","2011","Saxony","no migration background","366","0.317308825914685","0.292554481663488","0.342063170165882","1"
"Big worries","2011","Saxony","direct migration background","9","","","","1"
"Big worries","2011","Saxony","indirect migration background","2","","","","1"
"Big worries","2011","Saxony-Anhalt","no migration background","242","0.318922833333602","0.28736791584424","0.350477750822964","1"
"Big worries","2011","Saxony-Anhalt","direct migration background","7","","","","1"
"Big worries","2011","Saxony-Anhalt","indirect migration background","","","","","1"
"Big worries","2011","Thuringia","no migration background","253","0.300735885291506","0.269925540505393","0.331546230077618","1"
"Big worries","2011","Thuringia","direct migration background","3","","","","1"
"Big worries","2011","Thuringia","indirect migration background","2","","","","1"
"Big worries","2011","Schleswig-Holstein","no migration background","114","0.183882782329911","0.151996538340768","0.215769026319053","1"
"Big worries","2011","Schleswig-Holstein","indirect migration background","2","","","","1"
"Big worries","2011","Schleswig-Holstein","direct migration background","7","","","","1"
"Big worries","2011","Hamburg","no migration background","41","0.14654063375367","0.104590125717398","0.188491141789942","1"
"Big worries","2011","North Rhine-Westphalia","no migration background","852","0.254434133193448","0.239636674809725","0.269231591577171","1"
"Big worries","2011","North Rhine-Westphalia","indirect migration background","52","0.242412215324656","0.185912574605217","0.298911856044096","1"
"Big worries","2011","North Rhine-Westphalia","direct migration background","109","0.199935204876621","0.16666091345852","0.233209496294723","1"
"Big worries","2011","Hesse","no migration background","250","0.221313764002099","0.19716273599173","0.245464792012467","1"
"No worries","2011","Saxony-Anhalt","indirect migration background","2","","","","3"
"No worries","2011","Thuringia","no migration background","223","0.254358243854118","0.225098445405975","0.283618042302261","3"
"No worries","2011","Thuringia","direct migration background","6","","","","3"
"No worries","2011","Thuringia","indirect migration background","1","","","","3"
"No worries","2011","Schleswig-Holstein","no migration background","211","0.339136232874134","0.300168994497823","0.378103471250445","3"
"No worries","2011","Schleswig-Holstein","direct migration background","23","","","","3"
"No worries","2011","Schleswig-Holstein","indirect migration background","2","","","","3"
"No worries","2011","Hamburg","no migration background","129","0.425930852036956","0.367274044719279","0.484587659354632","3"
"No worries","2011","Hamburg","direct migration background","10","","","","3"
"No worries","2011","Hamburg","indirect migration background","7","","","","3"
"No worries","2011","Lower Saxony","no migration background","498","0.277749511301981","0.256306703258108","0.299192319345854","3"
"No worries","2011","Lower Saxony","direct migration background","63","0.403747160629148","0.329773908991497","0.477720412266799","3"
"No worries","2011","Lower Saxony","indirect migration background","18","","","","3"
"No worries","2011","Bremen","no migration background","44","0.272822621228729","0.18680452084159","0.358840721615868","3"
"No worries","2011","Bremen","direct migration background","7","","","","3"
"No worries","2011","Bremen","indirect migration background","2","","","","3"
"No worries","2011","North Rhine-Westphalia","no migration background","1141","0.336967594133194","0.320908617048703","0.353026571217685","3"
"No worries","2011","North Rhine-Westphalia","direct migration background","208","0.350751180815662","0.311049695534055","0.39045266609727","3"
"No worries","2011","North Rhine-Westphalia","indirect migration background","86","0.393714129688979","0.329299994825404","0.458128264552554","3"
"No worries","2011","Hesse","no migration background","387","0.341660061724469","0.314068748658586","0.369251374790352","3"
"No worries","2011","Hesse","direct migration background","68","0.37383253247096","0.302756711242885","0.444908353699035","3"
"No worries","2011","Hesse","indirect migration background","26","","","","3"
"No worries","2011","Rhineland-Palatinate,Saarland","no migration background","330","0.316749015621707","0.287682142710037","0.345815888533377","3"
"No worries","2011","Rhineland-Palatinate,Saarland","direct migration background","65","0.481284059452871","0.401590146074017","0.560977972831725","3"
"No worries","2011","Rhineland-Palatinate,Saarland","indirect migration background","23","","","","3"
"No worries","2011","Baden-Württemberg","no migration background","710","0.36011225946984","0.338817191408754","0.381407327530926","3"
"No worries","2011","Baden-Württemberg","direct migration background","160","0.462877510127596","0.41227601096929","0.513479009285902","3"
"No worries","2011","Baden-Württemberg","indirect migration background","79","0.512040293232803","0.434588380166069","0.589492206299537","3"
"No worries","2011","Bavaria","no migration background","914","0.32495719968564","0.307267981003482","0.342646418367797","3"
"No worries","2011","Bavaria","direct migration background","115","0.345116210923069","0.292448951262597","0.397783470583541","3"
"No worries","2011","Bavaria","indirect migration background","52","0.42910127000258","0.344019629872135","0.514182910133024","3"
"No worries","2011","Berlin","no migration background","226","0.341480785661439","0.306376798771752","0.376584772551126","3"
"No worries","2011","Berlin","direct migration background","20","","","","3"
"No worries","2011","Berlin","indirect migration background","11","","","","3"
"No worries","2011","Brandenburg","no migration background","249","0.302082564577392","0.271087028104715","0.33307810105007","3"
"No worries","2011","Brandenburg","direct migration background","7","","","","3"
"No worries","2011","Brandenburg","indirect migration background","2","","","","3"
"No worries","2011","Mecklenburg-Western Pomerania","no migration background","132","0.253031362111308","0.214886488619602","0.291176235603014","3"
"No worries","2011","Mecklenburg-Western Pomerania","direct migration background","1","","","","3"
"No worries","2011","Mecklenburg-Western Pomerania","indirect migration background","","","","","3"
"No worries","2011","Saxony","no migration background","438","0.307936564422958","0.283383721337673","0.332489407508242","3"
"No worries","2011","Saxony","direct migration background","5","","","","3"
"No worries","2011","Saxony","indirect migration background","7","","","","3"
"No worries","2011","Saxony-Anhalt","no migration background","219","0.2652600792127","0.235369877370564","0.295150281054835","3"
"No worries","2011","Saxony-Anhalt","direct migration background","5","","","","3"
"Some worries","2011","Hamburg","direct migration background","8","","","","2"
"Some worries","2011","Hamburg","indirect migration background","5","","","","2"
"Some worries","2011","Lower Saxony","no migration background","784","0.4742668892446","0.450360986321784","0.498172792167417","2"
"Some worries","2011","Lower Saxony","direct migration background","87","0.471200843238512","0.395942761357219","0.546458925119805","2"
"Some worries","2011","Hesse","direct migration background","83","0.479072000697498","0.405683614963163","0.552460386431834","2"
"Some worries","2011","Hesse","indirect migration background","33","0.506718476150318","0.390426510548814","0.623010441751821","2"
"Some worries","2011","Rhineland-Palatinate,Saarland","no migration background","433","0.438426766226453","0.407423869626436","0.46942966282647","2"
"Some worries","2011","Rhineland-Palatinate,Saarland","direct migration background","67","0.439929895833287","0.360757725398798","0.519102066267776","2"
"Some worries","2011","Rhineland-Palatinate,Saarland","indirect migration background","30","0.685032549355949","0.568466624205885","0.801598474506013","2"
"Some worries","2011","Baden-Württemberg","no migration background","818","0.414115802198042","0.392264617992483","0.435966986403601","2"
"Some worries","2011","Baden-Württemberg","direct migration background","163","0.418078993735464","0.368023140799969","0.468134846670959","2"
"Some worries","2011","Baden-Württemberg","indirect migration background","60","0.354255720012317","0.280145718982848","0.428365721041786","2"
"Some worries","2011","Bavaria","no migration background","1162","0.414995408822005","0.39638605909972","0.43360475854429","2"
"Some worries","2011","Bavaria","direct migration background","145","0.457266503655182","0.402077325125578","0.512455682184786","2"
"Some worries","2011","Bavaria","indirect migration background","56","0.400786774836762","0.316545719083523","0.485027830590001","2"
"Some worries","2011","Berlin","no migration background","276","0.402960129316622","0.366650502284278","0.439269756348967","2"
"Some worries","2011","Berlin","direct migration background","23","","","","2"
"Some worries","2011","Berlin","indirect migration background","9","","","","2"
"Some worries","2011","Brandenburg","no migration background","355","0.393051773077636","0.360080553843273","0.426022992311999","2"
"Some worries","2011","Brandenburg","direct migration background","12","","","","2"
"Some worries","2011","Brandenburg","indirect migration background","6","","","","2"
"Some worries","2011","Mecklenburg-Western Pomerania","no migration background","243","0.460960534913841","0.417224443159481","0.504696626668201","2"
"Some worries","2011","Mecklenburg-Western Pomerania","direct migration background","1","","","","2"
"Some worries","2011","Mecklenburg-Western Pomerania","indirect migration background","1","","","","2"
"Some worries","2011","Saxony","no migration background","554","0.374754609662357","0.349009369520589","0.400499849804125","2"
"Some worries","2011","Saxony-Anhalt","indirect migration background","6","","","","2"
"Some worries","2011","Thuringia","no migration background","375","0.444905870854376","0.41151707964658","0.478294662062172","2"
"Some worries","2011","Thuringia","direct migration background","3","","","","2"
"Some worries","2011","Thuringia","indirect migration background","5","","","","2"
"Some worries","2011","Schleswig-Holstein","no migration background","242","0.476980984795956","0.435869247092736","0.518092722499175","2"
"Some worries","2011","Schleswig-Holstein","direct migration background","32","0.49867128531803","0.374213887298932","0.623128683337128","2"
"Some worries","2011","Schleswig-Holstein","indirect migration background","9","","","","2"
"Some worries","2011","Hamburg","no migration background","103","0.427528514209374","0.368843631604053","0.486213396814695","2"
"Some worries","2011","Lower Saxony","indirect migration background","30","0.755258369338273","0.640587551730595","0.869929186945951","2"
"Some worries","2011","Bremen","no migration background","39","0.443443596021973","0.347502811700037","0.53938438034391","2"
"Some worries","2011","Bremen","direct migration background","9","","","","2"
"Some worries","2011","Bremen","indirect migration background","1","","","","2"
"Some worries","2011","North Rhine-Westphalia","no migration background","1335","0.408598272673358","0.391897137552525","0.425299407794191","2"
"Some worries","2011","North Rhine-Westphalia","direct migration background","238","0.449313614307716","0.407929986608123","0.490697242007309","2"
"Some worries","2011","North Rhine-Westphalia","indirect migration background","83","0.363873654986365","0.300443035657318","0.427304274315412","2"
"Some worries","2011","Hesse","no migration background","498","0.437026174273432","0.408169386442417","0.465882962104448","2"
"Some worries","2011","Saxony","direct migration background","12","","","","2"
"Some worries","2011","Saxony","indirect migration background","4","","","","2"
"Some worries","2011","Saxony-Anhalt","no migration background","377","0.415817087453698","0.382447435837679","0.449186739069717","2"
"Some worries","2011","Saxony-Anhalt","direct migration background","5","","","","2"
"Big worries","2012","Hamburg","direct migration background","1","","","","1"
"Big worries","2012","Hamburg","indirect migration background","","","","","1"
"Big worries","2012","Lower Saxony","no migration background","304","0.209412357221666","0.189862319771573","0.228962394671758","1"
"Big worries","2012","Lower Saxony","direct migration background","18","","","","1"
"Big worries","2012","Lower Saxony","indirect migration background","6","","","","1"
"Big worries","2012","Bremen","no migration background","14","","","","1"
"Big worries","2012","Bremen","direct migration background","1","","","","1"
"Big worries","2012","Bremen","indirect migration background","1","","","","1"
"Big worries","2012","Hesse","direct migration background","19","","","","1"
"Big worries","2012","Hesse","indirect migration background","5","","","","1"
"Big worries","2012","Rhineland-Palatinate,Saarland","no migration background","155","0.174929816688684","0.151204755419981","0.198654877957386","1"
"Big worries","2012","Rhineland-Palatinate,Saarland","direct migration background","14","","","","1"
"Big worries","2012","Rhineland-Palatinate,Saarland","indirect migration background","10","","","","1"
"Big worries","2012","Baden-Württemberg","no migration background","300","0.160729955182468","0.144154078011399","0.177305832353537","1"
"Big worries","2012","Baden-Württemberg","direct migration background","28","","","","1"
"Big worries","2012","Baden-Württemberg","indirect migration background","17","","","","1"
"Big worries","2012","Bavaria","no migration background","435","0.172988753281338","0.158684679912132","0.187292826650545","1"
"Big worries","2012","Bavaria","direct migration background","55","0.13473468635703","0.0980622022307133","0.171407170483346","1"
"Big worries","2012","Bavaria","indirect migration background","20","","","","1"
"Big worries","2012","Berlin","no migration background","148","0.221454671496416","0.191374734307056","0.251534608685776","1"
"Big worries","2012","Berlin","direct migration background","7","","","","1"
"Big worries","2012","Berlin","indirect migration background","5","","","","1"
"Big worries","2012","Brandenburg","no migration background","177","0.20361424944427","0.176251971373185","0.230976527515355","1"
"Big worries","2012","Brandenburg","direct migration background","5","","","","1"
"Big worries","2012","Brandenburg","indirect migration background","3","","","","1"
"Big worries","2012","Mecklenburg-Western Pomerania","no migration background","92","0.220167960441369","0.183554301104788","0.25678161977795","1"
"Big worries","2012","Mecklenburg-Western Pomerania","direct migration background","2","","","","1"
"Big worries","2012","Mecklenburg-Western Pomerania","indirect migration background","1","","","","1"
"Big worries","2012","Saxony","no migration background","309","0.229767347074721","0.207731020947885","0.251803673201556","1"
"Big worries","2012","Saxony","direct migration background","4","","","","1"
"Big worries","2012","Saxony","indirect migration background","3","","","","1"
"Big worries","2012","Saxony-Anhalt","no migration background","182","0.282432514406291","0.251197956204822","0.31366707260776","1"
"Big worries","2012","Saxony-Anhalt","direct migration background","3","","","","1"
"Big worries","2012","Saxony-Anhalt","indirect migration background","","","","","1"
"Big worries","2012","Thuringia","no migration background","202","0.264886840675801","0.23511647576594","0.294657205585663","1"
"Big worries","2012","Thuringia","direct migration background","","","","","1"
"Big worries","2012","Thuringia","indirect migration background","","","","","1"
"Big worries","2012","Hesse","no migration background","192","0.161600335962929","0.140326497936458","0.182874173989399","1"
"Big worries","2012","North Rhine-Westphalia","no migration background","758","0.233487609196447","0.219034021600857","0.247941196792038","1"
"Big worries","2012","Hamburg","no migration background","32","0.142592100252967","0.10241828576983","0.182765914736104","1"
"Big worries","2012","Schleswig-Holstein","indirect migration background","","","","","1"
"Big worries","2012","Schleswig-Holstein","direct migration background","7","","","","1"
"Big worries","2012","North Rhine-Westphalia","indirect migration background","39","0.158862963807401","0.108577231359766","0.209148696255037","1"
"Big worries","2012","North Rhine-Westphalia","direct migration background","97","0.186380323920834","0.153382754403798","0.21937789343787","1"
"Big worries","2012","Schleswig-Holstein","no migration background","105","0.173567259853225","0.142610761519444","0.204523758187007","1"
"No worries","2012","Saxony-Anhalt","indirect migration background","5","","","","3"
"No worries","2012","Thuringia","no migration background","248","0.282023497358795","0.251665394346442","0.312381600371148","3"
"No worries","2012","Thuringia","direct migration background","6","","","","3"
"No worries","2012","Thuringia","indirect migration background","3","","","","3"
"No worries","2012","Schleswig-Holstein","no migration background","246","0.416448116016298","0.376154674997157","0.456741557035439","3"
"No worries","2012","Schleswig-Holstein","direct migration background","25","","","","3"
"No worries","2012","Schleswig-Holstein","indirect migration background","4","","","","3"
"No worries","2012","Hamburg","no migration background","143","0.478849010487717","0.421452871705241","0.536245149270193","3"
"No worries","2012","Hamburg","direct migration background","10","","","","3"
"No worries","2012","Hamburg","indirect migration background","17","","","","3"
"No worries","2012","Lower Saxony","no migration background","667","0.383390318150104","0.360029009329906","0.406751626970303","3"
"No worries","2012","Lower Saxony","direct migration background","71","0.46738833212258","0.390557620610257","0.544219043634903","3"
"No worries","2012","Lower Saxony","indirect migration background","20","","","","3"
"No worries","2012","Bremen","no migration background","62","0.383243417586751","0.291973198956374","0.474513636217129","3"
"No worries","2012","Bremen","direct migration background","7","","","","3"
"No worries","2012","Bremen","indirect migration background","1","","","","3"
"No worries","2012","North Rhine-Westphalia","no migration background","1320","0.385492006035077","0.36886340909627","0.402120602973884","3"
"No worries","2012","North Rhine-Westphalia","direct migration background","205","0.366259292439538","0.325434749777035","0.407083835102042","3"
"No worries","2012","North Rhine-Westphalia","indirect migration background","91","0.46511959810926","0.396505914681846","0.533733281536674","3"
"No worries","2012","Hesse","no migration background","475","0.417250823066755","0.388751233457519","0.445750412675992","3"
"No worries","2012","Hesse","direct migration background","79","0.518525905982373","0.444916527695933","0.592135284268814","3"
"No worries","2012","Hesse","indirect migration background","41","0.63691165102344","0.524258115972889","0.749565186073992","3"
"No worries","2012","Rhineland-Palatinate,Saarland","no migration background","413","0.408555711977574","0.377857538212339","0.439253885742808","3"
"No worries","2012","Rhineland-Palatinate,Saarland","direct migration background","73","0.581541865828678","0.498327615180615","0.66475611647674","3"
"No worries","2012","Rhineland-Palatinate,Saarland","indirect migration background","33","0.439980996874441","0.323697679555742","0.556264314193141","3"
"No worries","2012","Baden-Württemberg","no migration background","809","0.430584078704853","0.408236985849362","0.452931171560344","3"
"No worries","2012","Baden-Württemberg","direct migration background","178","0.485836156623022","0.433173140978899","0.538499172267144","3"
"No worries","2012","Baden-Württemberg","indirect migration background","86","0.52492625786087","0.444472395961447","0.605380119760293","3"
"No worries","2012","Bavaria","no migration background","1141","0.410858647706939","0.392252731674106","0.429464563739771","3"
"No worries","2012","Bavaria","direct migration background","146","0.396323478790252","0.34378796093946","0.448858996641044","3"
"No worries","2012","Bavaria","indirect migration background","69","0.443682931990641","0.364960241416965","0.522405622564316","3"
"No worries","2012","Berlin","no migration background","308","0.410217381268356","0.374584941134269","0.445849821402443","3"
"No worries","2012","Berlin","direct migration background","25","","","","3"
"No worries","2012","Berlin","indirect migration background","18","","","","3"
"No worries","2012","Brandenburg","no migration background","294","0.330830258828864","0.298859187639761","0.362801330017967","3"
"No worries","2012","Brandenburg","direct migration background","9","","","","3"
"No worries","2012","Brandenburg","indirect migration background","1","","","","3"
"No worries","2012","Mecklenburg-Western Pomerania","no migration background","163","0.303741159426119","0.263105929252361","0.344376389599877","3"
"No worries","2012","Mecklenburg-Western Pomerania","direct migration background","4","","","","3"
"No worries","2012","Mecklenburg-Western Pomerania","indirect migration background","4","","","","3"
"No worries","2012","Saxony","no migration background","564","0.39702623395874","0.371396571652628","0.422655896264853","3"
"No worries","2012","Saxony","direct migration background","15","","","","3"
"No worries","2012","Saxony","indirect migration background","4","","","","3"
"No worries","2012","Saxony-Anhalt","no migration background","244","0.292312840402589","0.260756164484274","0.323869516320904","3"
"No worries","2012","Saxony-Anhalt","direct migration background","6","","","","3"
"Some worries","2012","Hamburg","direct migration background","13","","","","2"
"Some worries","2012","Hamburg","indirect migration background","3","","","","2"
"Some worries","2012","Lower Saxony","no migration background","693","0.40719732462823","0.383590967910391","0.430803681346068","2"
"Some worries","2012","Lower Saxony","direct migration background","73","0.413606834714771","0.337770228946244","0.489443440483298","2"
"Some worries","2012","Hesse","direct migration background","79","0.377667066745774","0.306245823224217","0.449088310267332","2"
"Some worries","2012","Hesse","indirect migration background","24","","","","2"
"Some worries","2012","Rhineland-Palatinate,Saarland","no migration background","417","0.416514471333742","0.385727989086722","0.447300953580763","2"
"Some worries","2012","Rhineland-Palatinate,Saarland","direct migration background","48","0.310361164062678","0.232319638958419","0.388402689166936","2"
"Some worries","2012","Rhineland-Palatinate,Saarland","indirect migration background","27","","","","2"
"Some worries","2012","Baden-Württemberg","no migration background","777","0.408685966112679","0.386499854045782","0.430872078179576","2"
"Some worries","2012","Baden-Württemberg","direct migration background","140","0.409328613228833","0.357517960901806","0.46113926555586","2"
"Some worries","2012","Baden-Württemberg","indirect migration background","45","0.34445990382767","0.267902675555581","0.42101713209976","2"
"Some worries","2012","Bavaria","no migration background","1110","0.416152599011723","0.397511519103444","0.434793678920002","2"
"Some worries","2012","Bavaria","direct migration background","132","0.468941834852718","0.415342856863062","0.522540812842374","2"
"Some worries","2012","Bavaria","indirect migration background","64","0.460417178447531","0.381438985527519","0.539395371367543","2"
"Some worries","2012","Berlin","no migration background","276","0.368327947235228","0.33338530689075","0.403270587579706","2"
"Some worries","2012","Berlin","direct migration background","20","","","","2"
"Some worries","2012","Berlin","indirect migration background","4","","","","2"
"Some worries","2012","Brandenburg","no migration background","361","0.465555491726866","0.431661441845273","0.499449541608459","2"
"Some worries","2012","Brandenburg","direct migration background","8","","","","2"
"Some worries","2012","Brandenburg","indirect migration background","3","","","","2"
"Some worries","2012","Mecklenburg-Western Pomerania","no migration background","237","0.476090880132512","0.431960420578163","0.520221339686861","2"
"Some worries","2012","Mecklenburg-Western Pomerania","direct migration background","2","","","","2"
"Some worries","2012","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"Some worries","2012","Saxony","no migration background","527","0.373206418966539","0.34787141972122","0.398541418211858","2"
"Some worries","2012","Saxony-Anhalt","indirect migration background","3","","","","2"
"Some worries","2012","Thuringia","no migration background","394","0.453089661965403","0.419506080364846","0.486673243565961","2"
"Some worries","2012","Thuringia","direct migration background","7","","","","2"
"Some worries","2012","Thuringia","indirect migration background","6","","","","2"
"Some worries","2012","Lower Saxony","indirect migration background","21","","","","2"
"Some worries","2012","Schleswig-Holstein","indirect migration background","6","","","","2"
"Some worries","2012","Schleswig-Holstein","no migration background","224","0.409984624130477","0.369784294130118","0.450184954130835","2"
"Some worries","2012","Schleswig-Holstein","direct migration background","24","","","","2"
"Some worries","2012","Hamburg","no migration background","116","0.378558889259316","0.322831549605692","0.434286228912941","2"
"Some worries","2012","Bremen","direct migration background","12","","","","2"
"Some worries","2012","Bremen","indirect migration background","2","","","","2"
"Some worries","2012","Bremen","no migration background","33","0.438881073173375","0.345719733071504","0.532042413275245","2"
"Some worries","2012","North Rhine-Westphalia","indirect migration background","73","0.376017438083339","0.30938429620436","0.442650579962317","2"
"Some worries","2012","Hesse","no migration background","483","0.421148840970316","0.392612359137989","0.449685322802643","2"
"Some worries","2012","North Rhine-Westphalia","no migration background","1213","0.381020384768476","0.364428473028118","0.397612296508834","2"
"Some worries","2012","North Rhine-Westphalia","direct migration background","233","0.447360383639628","0.405227520919839","0.489493246359418","2"
"Some worries","2012","Saxony","direct migration background","11","","","","2"
"Some worries","2012","Saxony","indirect migration background","6","","","","2"
"Some worries","2012","Saxony-Anhalt","direct migration background","7","","","","2"
"Some worries","2012","Saxony-Anhalt","no migration background","372","0.42525464519112","0.390953476809636","0.459555813572603","2"
"Big worries","2013","Hamburg","direct migration background","1","","","","1"
"Big worries","2013","Hamburg","indirect migration background","3","","","","1"
"Big worries","2013","Lower Saxony","no migration background","324","0.214181334494328","0.193997131376765","0.234365537611891","1"
"Big worries","2013","Lower Saxony","direct migration background","12","","","","1"
"Big worries","2013","Lower Saxony","indirect migration background","5","","","","1"
"Big worries","2013","Bremen","no migration background","19","","","","1"
"Big worries","2013","Bremen","direct migration background","3","","","","1"
"Big worries","2013","Bremen","indirect migration background","1","","","","1"
"Big worries","2013","Hesse","direct migration background","32","0.185618980836007","0.126294884387755","0.244943077284259","1"
"Big worries","2013","Hesse","indirect migration background","11","","","","1"
"Big worries","2013","Rhineland-Palatinate,Saarland","no migration background","165","0.188989742324739","0.163454704476078","0.2145247801734","1"
"Big worries","2013","Rhineland-Palatinate,Saarland","direct migration background","14","","","","1"
"Big worries","2013","Rhineland-Palatinate,Saarland","indirect migration background","9","","","","1"
"Big worries","2013","Baden-Württemberg","no migration background","326","0.195866027045719","0.177061308025122","0.214670746066316","1"
"Big worries","2013","Baden-Württemberg","direct migration background","38","0.153484202040895","0.111998497869049","0.19496990621274","1"
"Big worries","2013","Baden-Württemberg","indirect migration background","19","","","","1"
"Big worries","2013","Bavaria","no migration background","448","0.185657247514144","0.170427577260475","0.200886917767813","1"
"Big worries","2013","Bavaria","direct migration background","47","0.148815415660017","0.107993582730139","0.189637248589895","1"
"Big worries","2013","Bavaria","indirect migration background","23","","","","1"
"Big worries","2013","Berlin","no migration background","179","0.293587253307283","0.259681036459456","0.327493470155111","1"
"Big worries","2013","Berlin","direct migration background","6","","","","1"
"Big worries","2013","Berlin","indirect migration background","6","","","","1"
"Big worries","2013","Brandenburg","no migration background","191","0.230504981651477","0.200602056792854","0.260407906510099","1"
"Big worries","2013","Brandenburg","direct migration background","6","","","","1"
"Big worries","2013","Brandenburg","indirect migration background","1","","","","1"
"Big worries","2013","Mecklenburg-Western Pomerania","no migration background","92","0.252207962999865","0.211721785791889","0.292694140207842","1"
"Big worries","2013","Mecklenburg-Western Pomerania","direct migration background","2","","","","1"
"Big worries","2013","Mecklenburg-Western Pomerania","indirect migration background","2","","","","1"
"Big worries","2013","Saxony","no migration background","284","0.239839532602934","0.216628768406603","0.263050296799264","1"
"Big worries","2013","Saxony","direct migration background","6","","","","1"
"Big worries","2013","Saxony","indirect migration background","4","","","","1"
"Big worries","2013","Saxony-Anhalt","no migration background","208","0.318116118527435","0.28462715288938","0.35160508416549","1"
"Big worries","2013","Saxony-Anhalt","direct migration background","4","","","","1"
"Big worries","2013","Saxony-Anhalt","indirect migration background","","","","","1"
"Big worries","2013","Thuringia","no migration background","184","0.237374953249136","0.20763023932139","0.267119667176881","1"
"Big worries","2013","Thuringia","direct migration background","1","","","","1"
"Big worries","2013","Thuringia","indirect migration background","1","","","","1"
"Big worries","2013","Schleswig-Holstein","no migration background","99","0.167325300348825","0.135517125783988","0.199133474913662","1"
"Big worries","2013","Schleswig-Holstein","direct migration background","9","","","","1"
"Big worries","2013","Schleswig-Holstein","indirect migration background","","","","","1"
"Big worries","2013","Hamburg","no migration background","49","0.206222090018439","0.158051657926315","0.254392522110562","1"
"Big worries","2013","North Rhine-Westphalia","no migration background","833","0.276882081946832","0.261079621200503","0.292684542693161","1"
"Big worries","2013","North Rhine-Westphalia","direct migration background","113","0.247046461569493","0.206884063518809","0.287208859620178","1"
"Big worries","2013","North Rhine-Westphalia","indirect migration background","47","0.238139669233036","0.176761238539741","0.299518099926331","1"
"Big worries","2013","Hesse","no migration background","214","0.196231365371508","0.17233454388746","0.220128186855555","1"
"No worries","2013","Saxony-Anhalt","indirect migration background","2","","","","3"
"No worries","2013","Thuringia","no migration background","230","0.302495552016882","0.270383370854292","0.334607733179472","3"
"No worries","2013","Thuringia","direct migration background","8","","","","3"
"No worries","2013","Thuringia","indirect migration background","2","","","","3"
"No worries","2013","Schleswig-Holstein","no migration background","220","0.407487168791396","0.365614937539578","0.449359400043213","3"
"No worries","2013","Schleswig-Holstein","direct migration background","19","","","","3"
"No worries","2013","Schleswig-Holstein","indirect migration background","5","","","","3"
"No worries","2013","Hamburg","no migration background","118","0.407827200891641","0.349317784369739","0.466336617413543","3"
"No worries","2013","Hamburg","direct migration background","7","","","","3"
"No worries","2013","Hamburg","indirect migration background","7","","","","3"
"No worries","2013","Lower Saxony","no migration background","597","0.364047311317099","0.340374439555954","0.387720183078245","3"
"No worries","2013","Lower Saxony","direct migration background","60","0.451218037514481","0.368789572295507","0.533646502733454","3"
"No worries","2013","Lower Saxony","indirect migration background","28","","","","3"
"No worries","2013","Bremen","no migration background","44","0.359100606818668","0.263630980301149","0.454570233336187","3"
"No worries","2013","Bremen","direct migration background","11","","","","3"
"No worries","2013","Bremen","indirect migration background","2","","","","3"
"No worries","2013","North Rhine-Westphalia","no migration background","1070","0.328017310932739","0.311436714171356","0.344597907694123","3"
"No worries","2013","North Rhine-Westphalia","direct migration background","146","0.312773286236898","0.269600401246405","0.355946171227391","3"
"No worries","2013","North Rhine-Westphalia","indirect migration background","77","0.460511045915509","0.388686393792034","0.532335698038985","3"
"No worries","2013","Hesse","no migration background","404","0.358136553842186","0.329287202952397","0.386985904731974","3"
"No worries","2013","Hesse","direct migration background","72","0.453837665177561","0.377872014820301","0.529803315534822","3"
"No worries","2013","Hesse","indirect migration background","27","","","","3"
"No worries","2013","Rhineland-Palatinate,Saarland","no migration background","354","0.380438315526506","0.348772650242168","0.412103980810845","3"
"No worries","2013","Rhineland-Palatinate,Saarland","direct migration background","65","0.558161891634205","0.472795270675185","0.643528512593226","3"
"No worries","2013","Rhineland-Palatinate,Saarland","indirect migration background","25","","","","3"
"No worries","2013","Baden-Württemberg","no migration background","678","0.398505143657766","0.375306851646989","0.421703435668542","3"
"No worries","2013","Baden-Württemberg","direct migration background","142","0.486308215708448","0.428783271605895","0.543833159811002","3"
"No worries","2013","Baden-Württemberg","indirect migration background","58","0.494208699242999","0.406562324949278","0.58185507353672","3"
"No worries","2013","Bavaria","no migration background","1015","0.389075781958189","0.369979813043115","0.408171750873264","3"
"No worries","2013","Bavaria","direct migration background","134","0.471406302507831","0.414151048210957","0.528661556804706","3"
"No worries","2013","Bavaria","indirect migration background","62","0.484670881650792","0.400053126906877","0.569288636394706","3"
"No worries","2013","Berlin","no migration background","251","0.354024374954927","0.318419774100222","0.389628975809632","3"
"No worries","2013","Berlin","direct migration background","19","","","","3"
"No worries","2013","Berlin","indirect migration background","11","","","","3"
