"plj0046","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"No worries","2013","vocational + Abi","Urban Area","366","0.453867489206456","0.419389225601007","0.488345752811906"
"Some worries","2013","general elemantary","Rural Area","291","0.451368296549788","0.412260902747768","0.490475690351808"
"Some worries","2013","general elemantary","Urban Area","505","0.39194704287129","0.364575650736061","0.41931843500652"
"Some worries","2013","higher education","Rural Area","491","0.362114967704885","0.335816574962035","0.388413360447735"
"Some worries","2013","higher education","Urban Area","1052","0.323447068638222","0.307178087937983","0.339716049338461"
"Some worries","2013","higher vocational","Rural Area","246","0.463625447726065","0.421130434339701","0.506120461112428"
"Some worries","2013","higher vocational","Urban Area","335","0.419131310481163","0.384897071214243","0.453365549748083"
"Some worries","2013","in school","Rural Area","21","","",""
"Some worries","2013","in school","Urban Area","55","0.297730467256242","0.231839515607002","0.363621418905483"
"Some worries","2013","inadequately","Rural Area","20","","",""
"Some worries","2013","inadequately","Urban Area","44","0.325431935515046","0.243622048758142","0.407241822271949"
"Some worries","2013","middle vocational","Rural Area","1707","0.463736862741998","0.447648907456651","0.479824818027344"
"Some worries","2013","middle vocational","Urban Area","2483","0.448038235894783","0.435141909152204","0.460934562637363"
"Some worries","2013","vocational + Abi","Rural Area","113","0.350011146569396","0.2959473688305","0.404074924308292"
"Some worries","2013","vocational + Abi","Urban Area","313","0.380777079788299","0.347149876914218","0.41440428266238"
"Big worries","2014","general elemantary","Rural Area","308","0.345596708124353","0.316253334456461","0.374940081792245"
"Big worries","2014","general elemantary","Urban Area","658","0.318061712475892","0.29804721652047","0.338076208431315"
"Big worries","2014","higher education","Rural Area","249","0.152292256952161","0.135126299982979","0.169458213921342"
"Big worries","2014","higher education","Urban Area","541","0.115290773242845","0.105990482098407","0.124591064387282"
"Big worries","2014","higher vocational","Rural Area","157","0.272426296792097","0.237798549553491","0.307054044030703"
"Big worries","2014","higher vocational","Urban Area","234","0.258180890224543","0.230511636068452","0.285850144380634"
"Big worries","2014","in school","Rural Area","16","","",""
"Big worries","2014","in school","Urban Area","50","0.18362362325578","0.139516196014866","0.227731050496693"
"Big worries","2014","inadequately","Rural Area","40","0.230511556530547","0.160995370422083","0.300027742639011"
"Big worries","2014","inadequately","Urban Area","109","0.291427221880846","0.244289208763599","0.338565234998093"
"Big worries","2014","middle vocational","Rural Area","1482","0.297518722117668","0.284663077363312","0.310374366872023"
"Big worries","2014","middle vocational","Urban Area","2415","0.322086287291715","0.311630250060332","0.332542324523097"
"Big worries","2014","vocational + Abi","Rural Area","114","0.1756965842201","0.144063910328553","0.207329258111647"
"Big worries","2014","vocational + Abi","Urban Area","287","0.197469137533345","0.177262699871236","0.217675575195453"
"No worries","2014","general elemantary","Rural Area","257","0.222600964130488","0.196933200739299","0.248268727521677"
"No worries","2014","general elemantary","Urban Area","527","0.23460441317948","0.216393677570031","0.25281514878893"
"No worries","2014","higher education","Rural Area","761","0.47215397610021","0.448303256540444","0.496004695659977"
"No worries","2014","higher education","Urban Area","2380","0.53986274557941","0.525348837510515","0.554376653648304"
"No worries","2014","higher vocational","Rural Area","193","0.299358485436137","0.263737580516839","0.334979390355435"
"No worries","2014","higher vocational","Urban Area","294","0.317326880514356","0.287899864220208","0.346753896808503"
"No worries","2014","in school","Rural Area","75","0.577260572270763","0.497941562791928","0.656579581749599"
"No worries","2014","in school","Urban Area","151","0.520271583070332","0.463358120213122","0.577185045927543"
"No worries","2014","inadequately","Rural Area","48","0.388898241093566","0.308432078394207","0.469364403792925"
"No worries","2014","inadequately","Urban Area","110","0.325267638984123","0.27667167723009","0.373863600738156"
"No worries","2014","middle vocational","Rural Area","1166","0.238667246969996","0.22668045399999","0.250654039940001"
"No worries","2014","middle vocational","Urban Area","1916","0.250858140657396","0.24115773434161","0.260558546973183"
"No worries","2014","vocational + Abi","Rural Area","209","0.408016700751126","0.367165540812122","0.44886786069013"
"No worries","2014","vocational + Abi","Urban Area","560","0.385966010992335","0.361255597894751","0.41067642408992"
"Some worries","2014","general elemantary","Rural Area","444","0.431802327745159","0.401239416334064","0.462365239156255"
"Some worries","2014","general elemantary","Urban Area","895","0.447333874344628","0.425965880992637","0.468701867696618"
"Some worries","2014","higher education","Rural Area","673","0.375553766947629","0.352417695365145","0.398689838530114"
"Some worries","2014","higher education","Urban Area","1609","0.344846481177746","0.331004972530131","0.358687989825361"
"Some worries","2014","higher vocational","Rural Area","285","0.428215217771766","0.389728703992177","0.466701731551355"
"Some worries","2014","higher vocational","Urban Area","433","0.424492229261101","0.393242456370324","0.455742002151879"
"Some worries","2014","in school","Rural Area","58","0.318207069218156","0.243418346603905","0.392995791832407"
"Some worries","2014","in school","Urban Area","95","0.296104793673888","0.244095739192456","0.34811384815532"
"Some worries","2014","inadequately","Rural Area","53","0.380590202375887","0.300448904410707","0.460731500341068"
"Some worries","2014","inadequately","Urban Area","138","0.383305139135031","0.332871365057116","0.433738913212945"
"Some worries","2014","middle vocational","Rural Area","2210","0.463814030912337","0.449790770480276","0.477837291344397"
"Some worries","2014","middle vocational","Urban Area","3341","0.427055572050889","0.415986983588571","0.438124160513207"
"Some worries","2014","vocational + Abi","Rural Area","233","0.416286715028774","0.375312866292776","0.457260563764771"
"Some worries","2014","vocational + Abi","Urban Area","644","0.41656485147432","0.39154141937701","0.441588283571629"
"Big worries","2015","general elemantary","Rural Area","332","0.435074360509515","0.402337462526681","0.467811258492349"
"Big worries","2015","general elemantary","Urban Area","660","0.383519327982955","0.360834833971987","0.406203821993923"
"Big worries","2015","higher education","Rural Area","352","0.217629550389492","0.197529839142423","0.237729261636561"
"Big worries","2015","higher education","Urban Area","683","0.163374924497583","0.152242827096645","0.174507021898522"
"Big worries","2015","higher vocational","Rural Area","198","0.35613558391126","0.317851721074554","0.394419446747965"
"Big worries","2015","higher vocational","Urban Area","288","0.293256503977927","0.263902534245218","0.322610473710635"
"Big worries","2015","in school","Rural Area","19","","",""
"Big worries","2015","in school","Urban Area","40","0.170410258292375","0.121818375509047","0.219002141075704"
"Big worries","2015","inadequately","Rural Area","55","0.53448857704061","0.447392778840059","0.621584375241162"
"Big worries","2015","inadequately","Urban Area","102","0.386204097852118","0.328867933334622","0.443540262369614"
"Big worries","2015","middle vocational","Rural Area","1817","0.398818642361576","0.384608169397314","0.413029115325837"
"Big worries","2015","middle vocational","Urban Area","2654","0.37886369481307","0.367556818934005","0.390170570692134"
"Big worries","2015","vocational + Abi","Rural Area","148","0.233468611911551","0.197384971027567","0.269552252795535"
"Big worries","2015","vocational + Abi","Urban Area","362","0.252574711333377","0.229968086874729","0.275181335792025"
"No worries","2015","general elemantary","Rural Area","173","0.146857674276933","0.12348441890231","0.170230929651557"
"No worries","2015","general elemantary","Urban Area","385","0.217828641799238","0.19857183902949","0.237085444568985"
"No worries","2015","higher education","Rural Area","551","0.378067261593402","0.354447206201401","0.401687316985402"
"No worries","2015","higher education","Urban Area","1791","0.453374191789735","0.438384513141544","0.468363870437927"
"No worries","2015","higher vocational","Rural Area","132","0.214811645237646","0.181977426229795","0.247645864245497"
"No worries","2015","higher vocational","Urban Area","237","0.266473255325917","0.237966558586117","0.294979952065716"
"No worries","2015","in school","Rural Area","57","0.46629480192768","0.376664344317103","0.555925259538256"
"No worries","2015","in school","Urban Area","107","0.378481537527637","0.315800880566051","0.441162194489223"
"No worries","2015","inadequately","Rural Area","28","","",""
"No worries","2015","inadequately","Urban Area","74","0.292583564393341","0.239007508066083","0.346159620720599"
"No worries","2015","middle vocational","Rural Area","784","0.170201898987056","0.159295372111851","0.181108425862261"
"No worries","2015","middle vocational","Urban Area","1410","0.191931778197688","0.182752571913504","0.201110984481872"
"No worries","2015","vocational + Abi","Rural Area","148","0.333509043548859","0.293294599635082","0.373723487462636"
"No worries","2015","vocational + Abi","Urban Area","415","0.297040743074869","0.273265225401409","0.320816260748328"
"Some worries","2015","general elemantary","Rural Area","376","0.418067965213551","0.385497818503735","0.450638111923368"
"Some worries","2015","general elemantary","Urban Area","720","0.398652030217807","0.375809950083677","0.421494110351938"
"Some worries","2015","higher education","Rural Area","716","0.404303188017107","0.380398070253134","0.42820830578108"
"Some worries","2015","higher education","Urban Area","1763","0.383250883712682","0.368611772523088","0.397889994902276"
"Some worries","2015","higher vocational","Rural Area","271","0.429052770851094","0.389482939858755","0.468622601843434"
"Some worries","2015","higher vocational","Urban Area","399","0.440270240696157","0.408262061494268","0.472278419898046"
"Some worries","2015","in school","Rural Area","43","0.419504452975842","0.330841468855194","0.50816743709649"
"Some worries","2015","in school","Urban Area","83","0.451108204179988","0.386799774398022","0.515416633961953"
"Some worries","2015","inadequately","Rural Area","43","0.273732623999408","0.195879800685504","0.351585447313312"
"Some worries","2015","inadequately","Urban Area","101","0.321212337754541","0.266223912134492","0.37620076337459"
"Some worries","2015","middle vocational","Rural Area","1960","0.430979458651368","0.416607686848509","0.445351230454227"
"Some worries","2015","middle vocational","Urban Area","3007","0.429204526989243","0.417667867366069","0.440741186612416"
"Some worries","2015","vocational + Abi","Rural Area","232","0.43302234453959","0.39075847518738","0.4752862138918"
"Some worries","2015","vocational + Abi","Urban Area","642","0.450384545591755","0.424497761519187","0.476271329664322"
"Big worries","2016","general elemantary","Rural Area","449","0.513788440346201","0.480709384995371","0.546867495697031"
"Big worries","2016","general elemantary","Urban Area","860","0.531142111876944","0.507258085548348","0.55502613820554"
"Big worries","2016","higher education","Rural Area","597","0.354855554755861","0.331606323377775","0.378104786133947"
"Big worries","2016","higher education","Urban Area","1183","0.279797115983825","0.266315457671869","0.293278774295781"
"Big worries","2016","higher vocational","Rural Area","283","0.522529737898425","0.481233679333443","0.563825796463406"
"Big worries","2016","higher vocational","Urban Area","386","0.468778949365865","0.435152222340132","0.502405676391598"
"Big worries","2016","in school","Rural Area","15","","",""
"Big worries","2016","in school","Urban Area","57","0.181924852353572","0.133319620032029","0.230530084675115"
"Big worries","2016","inadequately","Rural Area","62","0.442339113543804","0.353103672527879","0.531574554559729"
"Big worries","2016","inadequately","Urban Area","138","0.471824935590986","0.413457001395417","0.530192869786556"
"Big worries","2016","middle vocational","Rural Area","2395","0.570419194819661","0.555674912355053","0.585163477284268"
"Big worries","2016","middle vocational","Urban Area","3380","0.518045746434182","0.506047987012516","0.530043505855847"
"Big worries","2016","vocational + Abi","Rural Area","217","0.356070388764435","0.315419353133802","0.396721424395069"
"Big worries","2016","vocational + Abi","Urban Area","565","0.377548971385154","0.352867944257467","0.40222999851284"
"No worries","2016","general elemantary","Rural Area","125","0.127949937544254","0.105842467652617","0.150057407435891"
"No worries","2016","general elemantary","Urban Area","229","0.126364497045665","0.110462222993439","0.142266771097891"
"No worries","2016","higher education","Rural Area","316","0.216566974904099","0.196552169723851","0.236581780084348"
"No worries","2016","higher education","Urban Area","1034","0.234716646487912","0.221988142877552","0.247445150098272"
"No worries","2016","higher vocational","Rural Area","78","0.118001074234792","0.0913289907522484","0.144673157717335"
"No worries","2016","higher vocational","Urban Area","117","0.127505040934267","0.105029608821298","0.149980473047236"
"No worries","2016","in school","Rural Area","30","0.395360353844669","0.292621827199467","0.498098880489871"
"No worries","2016","in school","Urban Area","73","0.311498484058317","0.253151175575104","0.369845792541529"
"No worries","2016","inadequately","Rural Area","18","","",""
"No worries","2016","inadequately","Urban Area","44","0.132900898407434","0.0932097872156953","0.172592009599172"
"No worries","2016","middle vocational","Rural Area","471","0.0938983857014922","0.0852103487795709","0.102586422623414"
"No worries","2016","middle vocational","Urban Area","885","0.131851775141019","0.123728089380308","0.139975460901731"
"No worries","2016","vocational + Abi","Rural Area","89","0.183779891675221","0.150899489041259","0.216660294309184"
"No worries","2016","vocational + Abi","Urban Area","280","0.184920993180275","0.165155076895932","0.204686909464618"
"Some worries","2016","general elemantary","Rural Area","303","0.358261622109545","0.326527430153755","0.389995814065335"
"Some worries","2016","general elemantary","Urban Area","588","0.342493391077391","0.319781268744554","0.365205513410227"
"Some worries","2016","higher education","Rural Area","714","0.42857747034004","0.404531203461566","0.452623737218514"
"Some worries","2016","higher education","Urban Area","2042","0.485486237528263","0.470476218923962","0.500496256132565"
"Some worries","2016","higher vocational","Rural Area","201","0.359469187866784","0.319797490579751","0.399140885153816"
"Some worries","2016","higher vocational","Urban Area","343","0.403716009699868","0.370654135423314","0.436777883976421"
"Some worries","2016","in school","Rural Area","42","0.453614592360098","0.349002588962917","0.558226595757278"
"Some worries","2016","in school","Urban Area","112","0.506576663588112","0.443586484881634","0.569566842294589"
"Some worries","2016","inadequately","Rural Area","39","0.37597804431423","0.288950688636593","0.463005399991867"
"Some worries","2016","inadequately","Urban Area","99","0.39527416600158","0.33811006108398","0.45243827091918"
"Some worries","2016","middle vocational","Rural Area","1464","0.335682419478847","0.321616882588376","0.349747956369319"
"Some worries","2016","middle vocational","Urban Area","2398","0.350102478424799","0.338649110360948","0.36155584648865"
"Some worries","2016","vocational + Abi","Rural Area","227","0.460149719560343","0.417837020126906","0.50246241899378"
"Some worries","2016","vocational + Abi","Urban Area","637","0.437530035434571","0.412273278002108","0.462786792867034"
"Big worries","2017","general elemantary","Rural Area","431","0.434596047723859","0.403795470407071","0.465396625040648"
"Big worries","2017","general elemantary","Urban Area","742","0.435148773154655","0.411793471714186","0.458504074595125"
"Big worries","2017","higher education","Rural Area","536","0.285067867604735","0.264412325447041","0.30572340976243"
"Big worries","2017","higher education","Urban Area","979","0.200652829931386","0.189206903052173","0.212098756810599"
"Big worries","2017","higher vocational","Rural Area","282","0.440989216631679","0.402522760088431","0.479455673174927"
"Big worries","2017","higher vocational","Urban Area","336","0.381988990002742","0.350281026392362","0.413696953613121"
"Big worries","2017","in school","Rural Area","18","","",""
"Big worries","2017","in school","Urban Area","45","0.0953294413591515","0.0616460805185334","0.12901280219977"
"Big worries","2017","inadequately","Rural Area","51","0.393131999885376","0.309168074956205","0.477095924814546"
"Big worries","2017","inadequately","Urban Area","144","0.455478340738749","0.400741972875537","0.51021470860196"
"Big worries","2017","middle vocational","Rural Area","2311","0.480281627724454","0.466204880836851","0.494358374612058"
"Big worries","2017","middle vocational","Urban Area","3110","0.443131251722641","0.431676866678937","0.454585636766346"
"Big worries","2017","vocational + Abi","Rural Area","214","0.299340537398228","0.263262821912083","0.335418252884372"
"Big worries","2017","vocational + Abi","Urban Area","475","0.287942047540908","0.265720312645458","0.310163782436358"
"No worries","2017","general elemantary","Rural Area","173","0.16303882283655","0.140086073021296","0.185991572651804"
"No worries","2017","general elemantary","Urban Area","273","0.152153406593664","0.135233458086492","0.169073355100835"
"No worries","2017","higher education","Rural Area","434","0.245990691405592","0.226285632065426","0.265695750745759"
"No worries","2017","higher education","Urban Area","1491","0.32586343815482","0.312468140753187","0.339258735556454"
"No worries","2017","higher vocational","Rural Area","96","0.147010129430327","0.119575211148747","0.174445047711907"
"No worries","2017","higher vocational","Urban Area","149","0.161816324169431","0.137782350159296","0.185850298179566"
"No worries","2017","in school","Rural Area","50","0.364412857210671","0.277578521808155","0.451247192613187"
"No worries","2017","in school","Urban Area","122","0.371810709149437","0.316378411956722","0.427243006342151"
"No worries","2017","inadequately","Rural Area","25","","",""
"No worries","2017","inadequately","Urban Area","68","0.249995052528097","0.202403233757062","0.297586871299131"
"No worries","2017","middle vocational","Rural Area","614","0.124379303681576","0.115081029471193","0.133677577891958"
"No worries","2017","middle vocational","Urban Area","1155","0.152235399313008","0.14395169421018","0.160519104415835"
"No worries","2017","vocational + Abi","Rural Area","124","0.205618588650367","0.173780389866137","0.237456787434598"
"No worries","2017","vocational + Abi","Urban Area","376","0.247775397237117","0.226588341715179","0.268962452759054"
"Some worries","2017","general elemantary","Rural Area","391","0.40236512943959","0.371895674631172","0.432834584248009"
"Some worries","2017","general elemantary","Urban Area","716","0.412697820251681","0.389505379758074","0.435890260745289"
"Some worries","2017","higher education","Rural Area","865","0.468941440989672","0.446108567525016","0.491774314454328"
"Some worries","2017","higher education","Urban Area","2233","0.473483731913794","0.459213894338728","0.487753569488859"
"Some worries","2017","higher vocational","Rural Area","262","0.412000653937994","0.373868136437552","0.450133171438436"
"Some worries","2017","higher vocational","Urban Area","417","0.456194685827827","0.423690323021163","0.488699048634491"
"Some worries","2017","in school","Rural Area","50","0.485914447450869","0.395735597426462","0.576093297475275"
"Some worries","2017","in school","Urban Area","125","0.532859849491412","0.47563472286444","0.590084976118384"
"Some worries","2017","inadequately","Rural Area","54","0.396706684763812","0.312610667030477","0.480802702497148"
"Some worries","2017","inadequately","Urban Area","106","0.294526606733155","0.244426676911879","0.34462653655443"
"Some worries","2017","middle vocational","Rural Area","1914","0.39533906859397","0.381563450261929","0.409114686926011"
"Some worries","2017","middle vocational","Urban Area","2960","0.404633348964351","0.393315803332694","0.415950894596009"
"Some worries","2017","vocational + Abi","Rural Area","281","0.495040873951405","0.455654009481169","0.534427738421641"
"Some worries","2017","vocational + Abi","Urban Area","744","0.464282555221976","0.439807322799608","0.488757787644343"
"Big worries","2018","general elemantary","Rural Area","355","0.367082535127116","0.336718057549054","0.397447012705177"
"Big worries","2018","general elemantary","Urban Area","617","0.366816104422663","0.343893266934255","0.389738941911071"
"Big worries","2018","higher education","Rural Area","379","0.216446863913092","0.197185115293825","0.235708612532359"
"Big worries","2018","higher education","Urban Area","690","0.148575191434659","0.138263348476131","0.158887034393186"
"Big worries","2018","higher vocational","Rural Area","223","0.422371681278284","0.383174502650283","0.461568859906285"
"Big worries","2018","higher vocational","Urban Area","252","0.282593544909545","0.252126462358194","0.313060627460895"
"Big worries","2018","in school","Rural Area","5","","",""
"Big worries","2018","in school","Urban Area","34","0.168522517515009","0.122934319671087","0.21411071535893"
"Big worries","2018","inadequately","Rural Area","50","0.389180011439012","0.306004973252175","0.472355049625848"
"Big worries","2018","inadequately","Urban Area","126","0.365945865197238","0.315043207097454","0.416848523297022"
"Big worries","2018","middle vocational","Rural Area","1835","0.411080967948387","0.396823446885273","0.425338489011501"
"Big worries","2018","middle vocational","Urban Area","2511","0.372398056316892","0.36098531970558","0.383810792928205"
"Big worries","2018","vocational + Abi","Rural Area","160","0.251273667163512","0.216682543930525","0.285864790396498"
"Big worries","2018","vocational + Abi","Urban Area","342","0.229498447173879","0.208260514489607","0.250736379858152"
"No worries","2018","general elemantary","Rural Area","204","0.193660150215009","0.168766441341355","0.218553859088663"
"No worries","2018","general elemantary","Urban Area","365","0.18847386816488","0.169872020883447","0.207075715446313"
"No worries","2018","higher education","Rural Area","548","0.329810052332263","0.307820482471332","0.351799622193194"
"No worries","2018","higher education","Urban Area","1883","0.418796977142029","0.404493036727076","0.433100917556982"
"No worries","2018","higher vocational","Rural Area","124","0.202264649522898","0.170388006020613","0.234141293025182"
"No worries","2018","higher vocational","Urban Area","193","0.236102549598529","0.207365976298891","0.264839122898168"
"No worries","2018","in school","Rural Area","41","0.56579182590714","0.460422073385701","0.671161578428578"
"No worries","2018","in school","Urban Area","127","0.467515173507453","0.406750707916167","0.528279639098739"
"No worries","2018","inadequately","Rural Area","34","0.268858224747225","0.193223089431663","0.344493360062788"
"No worries","2018","inadequately","Urban Area","80","0.260975440246754","0.214566876841795","0.307384003651713"
"No worries","2018","middle vocational","Rural Area","763","0.172524874096718","0.161576342521094","0.183473405672341"
"No worries","2018","middle vocational","Urban Area","1430","0.196853103472549","0.187466411263052","0.206239795682045"
"No worries","2018","vocational + Abi","Rural Area","160","0.267039016388888","0.231756673999673","0.302321358778104"
"No worries","2018","vocational + Abi","Urban Area","502","0.328004999425752","0.304293508749488","0.351716490102017"
"Some worries","2018","general elemantary","Rural Area","409","0.439257314657875","0.407992797779755","0.470521831535995"
"Some worries","2018","general elemantary","Urban Area","716","0.444710027412457","0.421073829126264","0.46834622569865"
"Some worries","2018","higher education","Rural Area","829","0.453743083754645","0.430457382640757","0.477028784868533"
"Some worries","2018","higher education","Urban Area","1997","0.432627831423312","0.418263638397716","0.446992024448909"
"Some worries","2018","higher vocational","Rural Area","263","0.375363669198818","0.336937869760483","0.413789468637153"
"Some worries","2018","higher vocational","Urban Area","394","0.481303905491926","0.447494830208878","0.515112980774974"
"Some worries","2018","in school","Rural Area","39","0.379975728344726","0.276789698816268","0.483161757873184"
"Some worries","2018","in school","Urban Area","98","0.363962308977539","0.305366326440557","0.42255829151452"
"Some worries","2018","inadequately","Rural Area","48","0.341961763813763","0.26103811355432","0.422885414073206"
"Some worries","2018","inadequately","Urban Area","138","0.373078694556008","0.321972257039204","0.424185132072812"
"Some worries","2018","middle vocational","Rural Area","1977","0.416394157954896","0.402109670203564","0.430678645706228"
"Some worries","2018","middle vocational","Urban Area","2952","0.430748840210559","0.419059016219246","0.442438664201873"
"Some worries","2018","vocational + Abi","Rural Area","284","0.4816873164476","0.441839168112665","0.521535464782535"
"Some worries","2018","vocational + Abi","Urban Area","662","0.442496553400368","0.417411540450307","0.46758156635043"
"Big worries","2019","general elemantary","Rural Area","341","0.37768354565038","0.345957090978225","0.409410000322535"
"Big worries","2019","general elemantary","Urban Area","497","0.368240659285346","0.34302027878415","0.393461039786542"
"Big worries","2019","higher education","Rural Area","377","0.191040011468883","0.17337277900982","0.208707243927946"
"Big worries","2019","higher education","Urban Area","640","0.145984562227027","0.135645160478513","0.156323963975542"
"Big worries","2019","higher vocational","Rural Area","229","0.313152070002153","0.278597699619864","0.347706440384443"
"Big worries","2019","higher vocational","Urban Area","244","0.278664608836138","0.249502784139656","0.30782643353262"
"Big worries","2019","in school","Rural Area","9","","",""
"Big worries","2019","in school","Urban Area","22","","",""
"Big worries","2019","inadequately","Rural Area","43","0.333070168025957","0.243347310139141","0.422793025912772"
"Big worries","2019","inadequately","Urban Area","95","0.375505730017997","0.316301322060278","0.434710137975715"
"Big worries","2019","middle vocational","Rural Area","1673","0.391175125266896","0.37659050322486","0.405759747308932"
"Big worries","2019","middle vocational","Urban Area","2092","0.338324454580604","0.326569054139108","0.3500798550221"
"Big worries","2019","vocational + Abi","Rural Area","157","0.259275998209596","0.22421035318914","0.294341643230052"
"Big worries","2019","vocational + Abi","Urban Area","301","0.197377787762517","0.176755682472498","0.217999893052535"
"No worries","2019","general elemantary","Rural Area","173","0.150300828821922","0.126914332917034","0.17368732472681"
"No worries","2019","general elemantary","Urban Area","295","0.193608612356411","0.172947904089032","0.214269320623791"
"No worries","2019","higher education","Rural Area","651","0.358299586979162","0.336750337558501","0.379848836399822"
"No worries","2019","higher education","Urban Area","1972","0.435743308034638","0.421223435418297","0.45026318065098"
"No worries","2019","higher vocational","Rural Area","146","0.219403971038708","0.188569929407059","0.250238012670357"
"No worries","2019","higher vocational","Urban Area","260","0.270140825358133","0.241259320793161","0.299022329923106"
"No worries","2019","in school","Rural Area","42","0.531306546150945","0.424591544526172","0.638021547775717"
"No worries","2019","in school","Urban Area","113","0.457098826432795","0.392997127226753","0.521200525638836"
"No worries","2019","inadequately","Rural Area","24","","",""
"No worries","2019","inadequately","Urban Area","52","0.176364044926785","0.129767447661262","0.222960642192308"
"No worries","2019","middle vocational","Rural Area","828","0.18999119734991","0.178267219780108","0.201715174919712"
"No worries","2019","middle vocational","Urban Area","1386","0.214705485322191","0.204503468331787","0.224907502312594"
"No worries","2019","vocational + Abi","Rural Area","166","0.282626805442929","0.246597846526783","0.318655764359076"
"No worries","2019","vocational + Abi","Urban Area","478","0.345592906761777","0.32095324832372","0.370232565199834"
"Some worries","2019","general elemantary","Rural Area","383","0.472015625527698","0.439346268110416","0.504684982944981"
"Some worries","2019","general elemantary","Urban Area","613","0.438150728358243","0.412207046562753","0.464094410153733"
"Some worries","2019","higher education","Rural Area","874","0.450660401551955","0.428299568082702","0.473021235021208"
"Some worries","2019","higher education","Urban Area","1868","0.418272129738334","0.403827763768007","0.432716495708661"
"Some worries","2019","higher vocational","Rural Area","317","0.467443958959139","0.43026968653249","0.504618231385788"
"Some worries","2019","higher vocational","Urban Area","404","0.451194565805728","0.41882802410038","0.483561107511077"
"Some worries","2019","in school","Rural Area","33","0.365154876244088","0.262191945864624","0.468117806623552"
"Some worries","2019","in school","Urban Area","97","0.432159348367931","0.368415350957795","0.495903345778066"
"Some worries","2019","inadequately","Rural Area","39","0.460279088959082","0.365395652995542","0.555162524922622"
"Some worries","2019","inadequately","Urban Area","110","0.448130225055219","0.387330452828908","0.508929997281529"
"Some worries","2019","middle vocational","Rural Area","1800","0.418833677383194","0.404089030126767","0.433578324639622"
"Some worries","2019","middle vocational","Urban Area","2745","0.446970060097205","0.4346173647947","0.45932275539971"
"Some worries","2019","vocational + Abi","Rural Area","277","0.458097196347475","0.418230340876473","0.497964051818476"
"Some worries","2019","vocational + Abi","Urban Area","652","0.457029305475706","0.431219276411371","0.482839334540041"
