"hgowner","year","pgisced97","n","percent","lower_confidence","upper_confidence"
"5","2012","inadequately","1","","",""
"5","2012","general elemantary","11","","",""
"5","2012","middle vocational","17","","",""
"5","2012","vocational + Abi","1","","",""
"5","2012","higher vocational","2","","",""
"5","2012","higher education","5","","",""
"1","2013","in school","548","0.597135610016415","0.567829519862021","0.626441700170809"
"1","2013","inadequately","95","0.205688186232626","0.174249715415693","0.237126657049559"
"1","2013","general elemantary","1278","0.401191015587128","0.385658130671828","0.416723900502427"
"1","2013","middle vocational","6805","0.507881953118267","0.499667821123367","0.516096085113167"
"1","2013","vocational + Abi","1070","0.476254696876616","0.456164349769972","0.496345043983259"
"1","2013","higher vocational","1093","0.574384482962387","0.551119195262137","0.597649770662637"
"1","2013","higher education","3781","0.53763160835601","0.525849530131583","0.549413686580437"
"2","2013","in school","521","0.390945431218255","0.361789418627717","0.420101443808793"
"2","2013","inadequately","528","0.771039542638764","0.738359712086009","0.803719373191519"
"2","2013","general elemantary","2475","0.57008208089793","0.554393132307485","0.585771029488375"
"2","2013","middle vocational","7207","0.472168247248483","0.463965831348991","0.480370663147974"
"2","2013","vocational + Abi","1276","0.508966362805505","0.488856556107759","0.529076169503251"
"2","2013","higher vocational","616","0.401852319555509","0.378782945938031","0.424921693172988"
"2","2013","higher education","3036","0.448650311112725","0.436897195997601","0.460403426227849"
"3","2013","in school","7","","",""
"3","2013","inadequately","11","","",""
"3","2013","general elemantary","60","0.0206993217117744","0.0161873283070387","0.0252113151165101"
"3","2013","middle vocational","195","0.0175810261525385","0.0154217105554502","0.0197403417496268"
"3","2013","vocational + Abi","27","","",""
"3","2013","higher vocational","23","","",""
"3","2013","higher education","54","0.0122273155374917","0.00963027037389674","0.0148243607010866"
"4","2013","in school","","","",""
"4","2013","inadequately","","","",""
"4","2013","general elemantary","","","",""
"4","2013","middle vocational","1","","",""
"4","2013","vocational + Abi","","","",""
"4","2013","higher vocational","","","",""
"4","2013","higher education","2","","",""
"5","2013","in school","","","",""
"5","2013","inadequately","1","","",""
"5","2013","general elemantary","12","","",""
"5","2013","middle vocational","22","","",""
"5","2013","vocational + Abi","1","","",""
"5","2013","higher vocational","3","","",""
"5","2013","higher education","6","","",""
"1","2014","in school","452","0.587122169983641","0.554684363591689","0.619559976375592"
"1","2014","inadequately","82","0.200427132809218","0.165546840676018","0.235307424942419"
"1","2014","general elemantary","1138","0.408262184057476","0.391348356139337","0.425176011975616"
"1","2014","middle vocational","6184","0.499608077498158","0.490884627331279","0.508331527665037"
"1","2014","vocational + Abi","970","0.476609189699292","0.455030768886059","0.498187610512525"
"1","2014","higher vocational","1017","0.583809192002457","0.559656262926786","0.607962121078127"
"1","2014","higher education","3474","0.530043309357306","0.51766187938349","0.542424739331123"
"2","2014","in school","427","0.409223991499021","0.376829704589122","0.44161827840892"
"2","2014","inadequately","415","0.774024004218491","0.73758376647964","0.810464241957343"
"2","2014","general elemantary","2047","0.567653169104597","0.550605486870197","0.584700851338996"
"2","2014","middle vocational","6240","0.479249815183139","0.470533877690789","0.487965752675489"
"2","2014","vocational + Abi","1065","0.510498444044014","0.488901134370003","0.532095753718024"
"2","2014","higher vocational","561","0.393213999145781","0.369279719467367","0.417148278824195"
"2","2014","higher education","2699","0.451666017544304","0.439320266988285","0.464011768100324"
"3","2014","in school","6","","",""
"3","2014","inadequately","9","","",""
"3","2014","general elemantary","50","0.0187524731383789","0.0140845227479308","0.0234204235288269"
"3","2014","middle vocational","168","0.018031432704179","0.0157098598103684","0.0203530055979896"
"3","2014","vocational + Abi","21","","",""
"3","2014","higher vocational","20","","",""
"3","2014","higher education","65","0.0170356333972061","0.0138254175159355","0.0202458492784766"
"4","2014","in school","","","",""
"4","2014","inadequately","","","",""
"4","2014","general elemantary","","","",""
"4","2014","middle vocational","2","","",""
"4","2014","vocational + Abi","1","","",""
"4","2014","higher vocational","","","",""
"4","2014","higher education","","","",""
"5","2014","in school","","","",""
"5","2014","inadequately","","","",""
"5","2014","general elemantary","9","","",""
"5","2014","middle vocational","26","","",""
"5","2014","vocational + Abi","1","","",""
"5","2014","higher vocational","2","","",""
"5","2014","higher education","4","","",""
"1","2015","in school","380","0.558622505938834","0.523730768223571","0.593514243654097"
"1","2015","inadequately","72","0.182672669761204","0.150022025748359","0.215323313774048"
"1","2015","general elemantary","1037","0.396434760335392","0.379278995966124","0.41359052470466"
"1","2015","middle vocational","5887","0.508663363070093","0.499810116144244","0.517516609995943"
"1","2015","vocational + Abi","945","0.469943926907518","0.448944755802436","0.490943098012599"
"1","2015","higher vocational","972","0.58194285595915","0.557316238352223","0.606569473566078"
"1","2015","higher education","3425","0.520149691726908","0.507964011996654","0.532335371457162"
"2","2015","in school","391","0.426305711617303","0.391555365764844","0.461056057469762"
"2","2015","inadequately","458","0.797847863140203","0.763912213728715","0.831783512551691"
"2","2015","general elemantary","2022","0.569525374326802","0.552159669432859","0.586891079220745"
"2","2015","middle vocational","6144","0.472164804485042","0.463323959984455","0.481005648985629"
"2","2015","vocational + Abi","1189","0.508903238958073","0.487869360188668","0.529937117727478"
"2","2015","higher vocational","550","0.40666924102876","0.382143854208964","0.431194627848556"
"2","2015","higher education","2953","0.460099221333467","0.447942529046681","0.472255913620253"
"3","2015","in school","7","","",""
"3","2015","inadequately","8","","",""
"3","2015","general elemantary","52","0.0253588328386797","0.0198450570125025","0.0308726086648569"
"3","2015","middle vocational","199","0.0170579573599742","0.0147648454945492","0.0193510692253991"
"3","2015","vocational + Abi","33","0.0185027240370031","0.0128327560200127","0.0241726920539935"
"3","2015","higher vocational","14","","",""
"3","2015","higher education","70","0.0181858432044092","0.014926620298169","0.0214450661106495"
"4","2015","in school","","","",""
"4","2015","inadequately","","","",""
"4","2015","general elemantary","","","",""
"4","2015","middle vocational","","","",""
"4","2015","vocational + Abi","","","",""
"4","2015","higher vocational","","","",""
"4","2015","higher education","","","",""
"5","2015","in school","","","",""
"5","2015","inadequately","","","",""
"5","2015","general elemantary","12","","",""
"5","2015","middle vocational","19","","",""
"5","2015","vocational + Abi","3","","",""
"5","2015","higher vocational","5","","",""
"5","2015","higher education","9","","",""
"1","2016","in school","395","0.588247382143963","0.552298943785195","0.624195820502732"
"1","2016","inadequately","62","0.169768816346909","0.133778270676784","0.205759362017035"
"1","2016","general elemantary","948","0.407405669366946","0.389028013923494","0.425783324810398"
"1","2016","middle vocational","5403","0.505312114988291","0.496006030844854","0.514618199131729"
"1","2016","vocational + Abi","896","0.468455611702019","0.446764420959566","0.490146802444472"
"1","2016","higher vocational","902","0.584247043105859","0.558558509068812","0.609935577142905"
"1","2016","higher education","3265","0.525800424861906","0.51309355545758","0.538507294266232"
"2","2016","in school","322","0.40856291564951","0.372657034336976","0.444468796962045"
"2","2016","inadequately","351","0.801199863212298","0.76294041318664","0.839459313237955"
"2","2016","general elemantary","1741","0.555742551926387","0.537158003674308","0.574327100178467"
"2","2016","middle vocational","5497","0.470513290409555","0.46122287867022","0.479803702148891"
"2","2016","vocational + Abi","1101","0.505908905342589","0.484175935518362","0.527641875166817"
"2","2016","higher vocational","487","0.391081319039634","0.365646036224899","0.416516601854369"
"2","2016","higher education","2589","0.457380623746023","0.444703111172395","0.470058136319651"
"3","2016","in school","3","","",""
"3","2016","inadequately","4","","",""
"3","2016","general elemantary","45","0.0274048371418072","0.0212985462416682","0.0335111280419462"
"3","2016","middle vocational","168","0.0211913933390021","0.0185106815242867","0.0238721051537175"
"3","2016","vocational + Abi","34","0.0235159499403086","0.0169288653267235","0.0301030345538937"
"3","2016","higher vocational","22","","",""
"3","2016","higher education","70","0.0154763571945854","0.0123351616906859","0.018617552698485"
"4","2016","in school","","","",""
"4","2016","inadequately","","","",""
"4","2016","general elemantary","","","",""
"4","2016","middle vocational","","","",""
"4","2016","vocational + Abi","","","",""
"4","2016","higher vocational","","","",""
"4","2016","higher education","","","",""
"5","2016","in school","","","",""
"5","2016","inadequately","1","","",""
"5","2016","general elemantary","12","","",""
"5","2016","middle vocational","20","","",""
"5","2016","vocational + Abi","2","","",""
"5","2016","higher vocational","3","","",""
"5","2016","higher education","8","","",""
"1","2017","in school","452","0.623589083718501","0.590347372784932","0.656830794652069"
"1","2017","inadequately","70","0.14239400974117","0.125792098948874","0.158995920533465"
"1","2017","general elemantary","1003","0.388087175778248","0.372144148641714","0.404030202914782"
"1","2017","middle vocational","6006","0.507605936087582","0.49891477134601","0.516297100829154"
"1","2017","vocational + Abi","1007","0.45602553089664","0.435701580276218","0.476349481517062"
"1","2017","higher vocational","995","0.614362970569463","0.59009992988444","0.638626011254486"
"1","2017","higher education","3665","0.523190068342573","0.511579693907542","0.534800442777604"
"2","2017","in school","358","0.361752152901089","0.328783344310262","0.394720961491917"
"2","2017","inadequately","1303","0.764141447984178","0.743972604040405","0.784310291927951"
"2","2017","general elemantary","2366","0.567528132981357","0.551319962730979","0.583736303231735"
"2","2017","middle vocational","6351","0.4684249267239","0.459750105481229","0.477099747966571"
"2","2017","vocational + Abi","1244","0.518759806234174","0.498371159554249","0.539148452914098"
"2","2017","higher vocational","528","0.367814086342457","0.343777104668003","0.39185106801691"
"2","2017","higher education","3252","0.449456520088724","0.437893174958023","0.461019865219425"
"3","2017","in school","5","","",""
"3","2017","inadequately","60","0.0375190129287732","0.0284910431868227","0.0465469826707236"
"3","2017","general elemantary","80","0.0288135717801098","0.0233407511692944","0.0342863923909252"
"3","2017","middle vocational","245","0.0202864315380145","0.0178356160122247","0.0227372470638043"
"3","2017","vocational + Abi","41","0.0216472284803882","0.0157087773878854","0.027585679572891"
"3","2017","higher vocational","19","","",""
"3","2017","higher education","119","0.0238165462298965","0.0202720954809694","0.0273609969788237"
"4","2017","in school","","","",""
"4","2017","inadequately","","","",""
"4","2017","general elemantary","","","",""
"4","2017","middle vocational","","","",""
"4","2017","vocational + Abi","","","",""
"4","2017","higher vocational","","","",""
"4","2017","higher education","","","",""
"5","2017","in school","1","","",""
"5","2017","inadequately","269","0.0559455293458794","0.045027367357679","0.0668636913340799"
"5","2017","general elemantary","140","0.0155711194602855","0.0115205745358227","0.0196216643847483"
"5","2017","middle vocational","109","0.00368270565050327","0.00262967607200137","0.00473573522900517"
"5","2017","vocational + Abi","15","","",""
"5","2017","higher vocational","4","","",""
"5","2017","higher education","73","0.00353686533880658","0.00215685063282246","0.0049168800447907"
"1","2018","in school","374","0.591014502398196","0.554671278333755","0.627357726462637"
"1","2018","inadequately","62","0.125941646702209","0.112014096204141","0.139869197200278"
"1","2018","general elemantary","942","0.398701665501717","0.382879999126503","0.414523331876931"
"1","2018","middle vocational","5599","0.508152998522824","0.499299599587106","0.517006397458542"
"1","2018","vocational + Abi","960","0.474301037973037","0.453496744026227","0.495105331919847"
"1","2018","higher vocational","923","0.602123979561319","0.576974243087656","0.627273716034983"
"1","2018","higher education","3498","0.530325123357586","0.518676845948274","0.541973400766897"
"2","2018","in school","318","0.388311327482966","0.352284528413729","0.424338126552203"
"2","2018","inadequately","1717","0.775267905619099","0.757746122655569","0.79278968858263"
"2","2018","general elemantary","2529","0.567170825201463","0.551160564567692","0.583181085835234"
"2","2018","middle vocational","6317","0.470314623622281","0.461475666919817","0.479153580324745"
"2","2018","vocational + Abi","1207","0.503418532857208","0.482587191410286","0.524249874304129"
"2","2018","higher vocational","513","0.380336073028392","0.355391362939706","0.405280783117078"
"2","2018","higher education","3361","0.450167819261895","0.43855616116926","0.461779477354529"
"3","2018","in school","8","","",""
"3","2018","inadequately","50","0.025333224471376","0.018737034408791","0.0319294145339611"
"3","2018","general elemantary","73","0.023386184870813","0.0185027621654642","0.0282696075761619"
"3","2018","middle vocational","190","0.0163733069803324","0.0141259030873524","0.0186207108733124"
"3","2018","vocational + Abi","35","0.0191149108207362","0.0134099510208184","0.0248198706206539"
"3","2018","higher vocational","15","","",""
"3","2018","higher education","87","0.014708315466803","0.0118986422211627","0.0175179887124434"
"4","2018","in school","","","",""
"4","2018","inadequately","","","",""
"4","2018","general elemantary","","","",""
"4","2018","middle vocational","1","","",""
"4","2018","vocational + Abi","","","",""
"4","2018","higher vocational","","","",""
"4","2018","higher education","","","",""
"5","2018","in school","3","","",""
"5","2018","inadequately","351","0.0734572232073156","0.0625058183310076","0.0844086280836235"
"5","2018","general elemantary","135","0.0107413244260071","0.00741038260001904","0.0140722662519952"
"5","2018","middle vocational","142","0.00491058083597439","0.00367265319487612","0.00614850847707266"
"5","2018","vocational + Abi","11","","",""
"5","2018","higher vocational","4","","",""
"5","2018","higher education","106","0.00479874191371661","0.00318582835024582","0.0064116554771874"
"1","2019","in school","345","0.612489550002635","0.57382844840565","0.651150651599621"
"1","2019","inadequately","61","0.13798921123526","0.122720619872125","0.153257802598395"
"1","2019","general elemantary","904","0.404700241869442","0.387958750566415","0.421441733172469"
"1","2019","middle vocational","5689","0.510768438336734","0.501732586689556","0.519804289983912"
"1","2019","vocational + Abi","1074","0.477878630831245","0.457293846074528","0.498463415587962"
"1","2019","higher vocational","1103","0.60206690300098","0.578605317257468","0.625528488744492"
"1","2019","higher education","4201","0.534008047067181","0.522825239256129","0.545190854878233"
"2","2019","in school","259","0.385145353235669","0.346528068482167","0.42376263798917"
"2","2019","inadequately","1588","0.76881218601706","0.750147845302939","0.787476526731182"
"2","2019","general elemantary","2197","0.55403294228553","0.537078686124935","0.570987198446125"
"2","2019","middle vocational","5771","0.465360837808147","0.456344604690003","0.474377070926291"
"2","2019","vocational + Abi","1146","0.494415606086726","0.473811930361907","0.515019281811546"
"2","2019","higher vocational","551","0.388141006027629","0.36478221334316","0.411499798712098"
"2","2019","higher education","3266","0.445436620036823","0.434294795754572","0.456578444319074"
"3","2019","in school","5","","",""
"3","2019","inadequately","78","0.0355375332065942","0.0273414499717035","0.0437336164414849"
"3","2019","general elemantary","105","0.0300802912447237","0.0242543182508269","0.0359062642386205"
"3","2019","middle vocational","207","0.0197915402214388","0.0172738699501728","0.0223092104927049"
"3","2019","vocational + Abi","36","0.0226464703926834","0.0165155186818674","0.0287774221034994"
"3","2019","higher vocational","13","","",""
"3","2019","higher education","105","0.0148707746087234","0.0121574537775277","0.0175840954399192"
"4","2019","in school","","","",""
"4","2019","inadequately","","","",""
"4","2019","general elemantary","","","",""
"4","2019","middle vocational","","","",""
"4","2019","vocational + Abi","","","",""
"4","2019","higher vocational","","","",""
"4","2019","higher education","","","",""
"5","2019","in school","1","","",""
"5","2019","inadequately","233","0.0576610695410857","0.0473414195217626","0.0679807195604087"
"5","2019","general elemantary","96","0.0111865246003046","0.00759925236899936","0.0147737968316097"
"5","2019","middle vocational","90","0.00407918363368036","0.00292706058449024","0.00523130668287049"
"5","2019","vocational + Abi","6","","",""
"5","2019","higher vocational","5","","",""
"5","2019","higher education","72","0.00568455828727258","0.0039991768518845","0.00736993972266066"
