"hgowner","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"2","2006","Not Working","higher vocational","205","0.438214208524775","0.395527465954138","0.480900951095412"
"2","2006","Not Working","higher education","415","0.447511427129723","0.419044014274297","0.475978839985149"
"3","2006","Full Time","in school","1","","",""
"3","2006","Full Time","inadequately","","","",""
"3","2006","Full Time","general elemantary","20","","",""
"3","2006","Full Time","middle vocational","85","0.029860115276679","0.0245750379482143","0.0351451926051438"
"3","2006","Full Time","vocational + Abi","14","","",""
"3","2006","Full Time","higher vocational","9","","",""
"3","2006","Full Time","higher education","30","0.0128934394623231","0.00841529961186261","0.0173715793127835"
"3","2006","Part Time","in school","","","",""
"3","2006","Part Time","inadequately","2","","",""
"3","2006","Part Time","general elemantary","11","","",""
"3","2006","Part Time","middle vocational","47","0.0228780341738532","0.0171833080682964","0.0285727602794099"
"3","2006","Part Time","vocational + Abi","9","","",""
"3","2006","Part Time","higher vocational","7","","",""
"3","2006","Part Time","higher education","10","","",""
"3","2006","Not Working","in school","5","","",""
"3","2006","Not Working","inadequately","4","","",""
"3","2006","Not Working","general elemantary","30","0.0286446577922182","0.0203000719486548","0.0369892436357817"
"3","2006","Not Working","middle vocational","59","0.0154422098618372","0.0118435968028994","0.0190408229207749"
"3","2006","Not Working","vocational + Abi","3","","",""
"3","2006","Not Working","higher vocational","5","","",""
"3","2006","Not Working","higher education","8","","",""
"4","2006","Full Time","in school","","","",""
"4","2006","Full Time","inadequately","","","",""
"4","2006","Full Time","general elemantary","","","",""
"4","2006","Full Time","middle vocational","","","",""
"4","2006","Full Time","vocational + Abi","","","",""
"4","2006","Full Time","higher vocational","","","",""
"4","2006","Full Time","higher education","2","","",""
"4","2006","Part Time","in school","","","",""
"4","2006","Part Time","inadequately","","","",""
"4","2006","Part Time","general elemantary","","","",""
"4","2006","Part Time","middle vocational","","","",""
"4","2006","Part Time","vocational + Abi","","","",""
"4","2006","Part Time","higher vocational","","","",""
"4","2006","Part Time","higher education","","","",""
"4","2006","Not Working","in school","","","",""
"4","2006","Not Working","inadequately","","","",""
"4","2006","Not Working","general elemantary","","","",""
"4","2006","Not Working","middle vocational","","","",""
"4","2006","Not Working","vocational + Abi","","","",""
"4","2006","Not Working","higher vocational","","","",""
"4","2006","Not Working","higher education","","","",""
"5","2006","Full Time","in school","","","",""
"5","2006","Full Time","inadequately","1","","",""
"5","2006","Full Time","general elemantary","","","",""
"5","2006","Full Time","middle vocational","","","",""
"5","2006","Full Time","vocational + Abi","","","",""
"5","2006","Full Time","higher vocational","","","",""
"5","2006","Full Time","higher education","","","",""
"5","2006","Part Time","in school","","","",""
"5","2006","Part Time","inadequately","","","",""
"5","2006","Part Time","general elemantary","","","",""
"5","2006","Part Time","middle vocational","","","",""
"5","2006","Part Time","vocational + Abi","","","",""
"5","2006","Part Time","higher vocational","","","",""
"5","2006","Part Time","higher education","","","",""
"5","2006","Not Working","in school","","","",""
"5","2006","Not Working","inadequately","","","",""
"5","2006","Not Working","general elemantary","13","","",""
"5","2006","Not Working","middle vocational","21","","",""
"5","2006","Not Working","vocational + Abi","","","",""
"5","2006","Not Working","higher vocational","5","","",""
"5","2006","Not Working","higher education","6","","",""
"1","2007","Full Time","in school","","","",""
"1","2007","Full Time","inadequately","11","","",""
"1","2007","Full Time","general elemantary","182","0.347599062293118","0.303204115202533","0.391994009383704"
"1","2007","Full Time","middle vocational","1969","0.452981158592315","0.437053281787353","0.468909035397277"
"1","2007","Full Time","vocational + Abi","255","0.399229199789182","0.358521529114548","0.439936870463817"
"1","2007","Full Time","higher vocational","460","0.555929613949257","0.519712423819761","0.592146804078754"
"1","2007","Full Time","higher education","1435","0.512839257848592","0.492394172758466","0.533284342938717"
"1","2007","Part Time","in school","34","0.55313782492433","0.41669004328671","0.68958560656195"
"1","2007","Part Time","inadequately","9","","",""
"1","2007","Part Time","general elemantary","182","0.300651587206861","0.258748335813799","0.342554838599924"
"1","2007","Part Time","middle vocational","1322","0.469820293232144","0.450145902422646","0.489494684041643"
"1","2007","Part Time","vocational + Abi","161","0.428199470652534","0.374236957262399","0.482161984042668"
"1","2007","Part Time","higher vocational","215","0.57825695265768","0.524233794110234","0.632280111205127"
"1","2007","Part Time","higher education","575","0.489174502595488","0.457353628027208","0.520995377163769"
"1","2007","Not Working","in school","375","0.529370449488267","0.488678957360051","0.570061941616483"
"1","2007","Not Working","inadequately","23","","",""
"1","2007","Not Working","general elemantary","631","0.406091505268628","0.380152528399395","0.432030482137861"
"1","2007","Not Working","middle vocational","2248","0.490667696482987","0.475478193020218","0.505857199945756"
"1","2007","Not Working","vocational + Abi","165","0.488038833031563","0.431094837621593","0.544982828441534"
"1","2007","Not Working","higher vocational","287","0.537261784523589","0.493337352909717","0.581186216137462"
"1","2007","Not Working","higher education","715","0.524067868389317","0.49530315235468","0.552832584423954"
"2","2007","Full Time","in school","","","",""
"2","2007","Full Time","inadequately","27","","",""
"2","2007","Full Time","general elemantary","247","0.614185645686725","0.568804445408873","0.659566845964576"
"2","2007","Full Time","middle vocational","1701","0.513791099529632","0.497798413292138","0.529783785767126"
"2","2007","Full Time","vocational + Abi","290","0.584533816393679","0.543571608626886","0.625496024160471"
"2","2007","Full Time","higher vocational","255","0.422747525772947","0.386739245430481","0.458755806115414"
"2","2007","Full Time","higher education","839","0.474369727393913","0.45394478609752","0.494794668690307"
"2","2007","Part Time","in school","17","","",""
"2","2007","Part Time","inadequately","32","0.805750293096097","0.686102727139811","0.925397859052384"
"2","2007","Part Time","general elemantary","270","0.67967323603958","0.637033365961678","0.722313106117483"
"2","2007","Part Time","middle vocational","1106","0.505589880395926","0.48588078371653","0.525298977075323"
"2","2007","Part Time","vocational + Abi","154","0.540759882559095","0.486413708920008","0.595106056198181"
"2","2007","Part Time","higher vocational","102","0.39851943939897","0.344960603618433","0.452078275179507"
"2","2007","Part Time","higher education","358","0.483208205729857","0.45139782424907","0.515018587210644"
"2","2007","Not Working","in school","200","0.467460316637222","0.426784850920518","0.508135782353927"
"2","2007","Not Working","inadequately","109","0.815695394799243","0.751004874143451","0.880385915455036"
"2","2007","Not Working","general elemantary","702","0.553578698937599","0.527321810395544","0.579835587479654"
"2","2007","Not Working","middle vocational","1826","0.481924559235744","0.466742339767764","0.497106778703724"
"2","2007","Not Working","vocational + Abi","124","0.489896527771637","0.43294786168385","0.546845193859425"
"2","2007","Not Working","higher vocational","200","0.44006429681676","0.396334985361657","0.483793608271863"
"2","2007","Not Working","higher education","426","0.453978528674359","0.425302676806138","0.482654380542581"
"3","2007","Full Time","in school","","","",""
"3","2007","Full Time","inadequately","1","","",""
"3","2007","Full Time","general elemantary","13","","",""
"3","2007","Full Time","middle vocational","81","0.0319428469110703","0.0263161439960526","0.0375695498260881"
"3","2007","Full Time","vocational + Abi","11","","",""
"3","2007","Full Time","higher vocational","8","","",""
"3","2007","Full Time","higher education","20","","",""
"3","2007","Part Time","in school","","","",""
"3","2007","Part Time","inadequately","1","","",""
"3","2007","Part Time","general elemantary","8","","",""
"3","2007","Part Time","middle vocational","44","0.0245898263719292","0.0184846919667716","0.0306949607770869"
"3","2007","Part Time","vocational + Abi","8","","",""
"3","2007","Part Time","higher vocational","4","","",""
"3","2007","Part Time","higher education","13","","",""
"3","2007","Not Working","in school","3","","",""
"3","2007","Not Working","inadequately","4","","",""
"3","2007","Not Working","general elemantary","30","0.0267094654671843","0.0181934788730393","0.0352254520613292"
"3","2007","Not Working","middle vocational","65","0.0205387512417411","0.0162292215253513","0.0248482809581309"
"3","2007","Not Working","vocational + Abi","7","","",""
"3","2007","Not Working","higher vocational","5","","",""
"3","2007","Not Working","higher education","11","","",""
"4","2007","Full Time","in school","","","",""
"4","2007","Full Time","inadequately","","","",""
"4","2007","Full Time","general elemantary","","","",""
"4","2007","Full Time","middle vocational","","","",""
"4","2007","Full Time","vocational + Abi","","","",""
"4","2007","Full Time","higher vocational","","","",""
"4","2007","Full Time","higher education","1","","",""
"4","2007","Part Time","in school","","","",""
"4","2007","Part Time","inadequately","","","",""
"4","2007","Part Time","general elemantary","","","",""
"4","2007","Part Time","middle vocational","","","",""
"4","2007","Part Time","vocational + Abi","","","",""
"4","2007","Part Time","higher vocational","","","",""
"4","2007","Part Time","higher education","1","","",""
"4","2007","Not Working","in school","","","",""
"4","2007","Not Working","inadequately","","","",""
"4","2007","Not Working","general elemantary","","","",""
"4","2007","Not Working","middle vocational","","","",""
"4","2007","Not Working","vocational + Abi","","","",""
"4","2007","Not Working","higher vocational","","","",""
"4","2007","Not Working","higher education","","","",""
"5","2007","Full Time","in school","","","",""
