"hgowner","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Main tenant","2009","inadequately","West Germany","121","0.810814368166511","0.748755025884483","0.87287371044854","2"
"Main tenant","2009","inadequately","East Germany","12","","","","2"
"Main tenant","2009","general elemantary","West Germany","826","0.569978695212086","0.545605764410794","0.594351626013378","2"
"Main tenant","2009","general elemantary","East Germany","164","0.725308924120108","0.671968589392172","0.778649258848043","2"
"Main tenant","2009","middle vocational","West Germany","2765","0.463809661263289","0.451871350795349","0.475747971731228","2"
"Main tenant","2009","middle vocational","East Germany","1210","0.561068134994733","0.541251219914116","0.58088505007535","2"
"Main tenant","2009","vocational + Abi","West Germany","366","0.486083142232749","0.452483060028034","0.519683224437464","2"
"Main tenant","2009","vocational + Abi","East Germany","80","0.66742560044982","0.592772437332099","0.742078763567542","2"
"Main tenant","2009","higher vocational","West Germany","315","0.41572899429088","0.384633550511862","0.446824438069898","2"
"Main tenant","2009","higher vocational","East Germany","159","0.473740224324009","0.423068708774304","0.524411739873715","2"
"Main tenant","2009","higher education","West Germany","965","0.441502221633716","0.423239475060391","0.459764968207041","2"
"Main tenant","2009","higher education","East Germany","522","0.539113684406014","0.51101590327726","0.567211465534768","2"
"Owner","2009","in school","West Germany","294","0.564006813491704","0.516917179169231","0.611096447814177","1"
"Owner","2009","in school","East Germany","55","0.568946021697519","0.4610993012746","0.676792742120439","1"
"Owner","2009","inadequately","West Germany","26","","","","1"
"Owner","2009","inadequately","East Germany","4","","","","1"
"Owner","2009","general elemantary","West Germany","712","0.394583473163142","0.370521566408011","0.418645379918272","1"
"Owner","2009","general elemantary","East Germany","90","0.230780963085726","0.180431255390083","0.28113067078137","1"
"Owner","2009","middle vocational","West Germany","3810","0.506582473699256","0.494613804951583","0.518551142446929","1"
"Owner","2009","middle vocational","East Germany","1119","0.397850413835157","0.378305138434212","0.417395689236103","1"
"Owner","2009","vocational + Abi","West Germany","469","0.499430369927438","0.46581728671301","0.533043453141866","1"
"Owner","2009","vocational + Abi","East Germany","67","0.25890328250394","0.189495431382393","0.328311133625488","1"
"Owner","2009","higher vocational","West Germany","640","0.574761891599406","0.543569799402798","0.605953983796014","1"
"Owner","2009","higher vocational","East Germany","210","0.516733833395087","0.466020714614395","0.567446952175779","1"
"Owner","2009","higher education","West Germany","1833","0.536804084227784","0.518464934874395","0.555143233581174","1"
"Owner","2009","higher education","East Germany","665","0.439596486396086","0.411618756592596","0.467574216199576","1"
"Resident or shared accommodation","2009","in school","West Germany","","","","","5"
"Resident or shared accommodation","2009","in school","East Germany","","","","","5"
"Resident or shared accommodation","2009","inadequately","West Germany","1","","","","5"
"Resident or shared accommodation","2009","inadequately","East Germany","","","","","5"
"Resident or shared accommodation","2009","general elemantary","West Germany","14","","","","5"
"Resident or shared accommodation","2009","general elemantary","East Germany","2","","","","5"
"Resident or shared accommodation","2009","middle vocational","West Germany","9","","","","5"
"Resident or shared accommodation","2009","middle vocational","East Germany","4","","","","5"
"Resident or shared accommodation","2009","vocational + Abi","West Germany","","","","","5"
"Resident or shared accommodation","2009","vocational + Abi","East Germany","","","","","5"
"Resident or shared accommodation","2009","higher vocational","West Germany","3","","","","5"
"Resident or shared accommodation","2009","higher vocational","East Germany","","","","","5"
"Resident or shared accommodation","2009","higher education","West Germany","7","","","","5"
"Resident or shared accommodation","2009","higher education","East Germany","","","","","5"
"Subtenant","2009","general elemantary","East Germany","13","","","","3"
"Subtenant","2009","middle vocational","West Germany","119","0.0273541817590716","0.0234493465783011","0.0312590169398421","3"
"Subtenant","2009","middle vocational","East Germany","76","0.0380659332585135","0.0304245745956437","0.0457072919213833","3"
"Subtenant","2009","vocational + Abi","West Germany","15","","","","3"
"Subtenant","2009","vocational + Abi","East Germany","6","","","","3"
"Subtenant","2009","in school","West Germany","1","","","","3"
"Subtenant","2009","in school","East Germany","1","","","","3"
"Subtenant","2009","inadequately","West Germany","5","","","","3"
"Subtenant","2009","inadequately","East Germany","","","","","3"
"Subtenant","2009","general elemantary","West Germany","33","0.0242128987574972","0.0166457131357247","0.0317800843792697","3"
"Subtenant","2009","higher vocational","West Germany","7","","","","3"
"Subtenant","2009","higher vocational","East Germany","4","","","","3"
"Subtenant","2009","higher education","West Germany","35","0.0174134727682778","0.0126026759060166","0.0222242696305391","3"
"Subtenant","2009","higher education","East Germany","20","","","","3"
"Tenant","2009","general elemantary","East Germany","","","","","4"
"Tenant","2009","middle vocational","West Germany","","","","","4"
"Tenant","2009","middle vocational","East Germany","","","","","4"
"Tenant","2009","vocational + Abi","West Germany","","","","","4"
"Tenant","2009","vocational + Abi","East Germany","","","","","4"
"Tenant","2009","higher vocational","West Germany","","","","","4"
"Tenant","2009","higher vocational","East Germany","","","","","4"
"Tenant","2009","higher education","West Germany","","","","","4"
"Tenant","2009","higher education","East Germany","2","","","","4"
"Tenant","2009","in school","West Germany","","","","","4"
"Tenant","2009","in school","East Germany","","","","","4"
"Tenant","2009","inadequately","West Germany","","","","","4"
"Tenant","2009","inadequately","East Germany","","","","","4"
"Tenant","2009","general elemantary","West Germany","","","","","4"
"Main tenant","2010","in school","West Germany","230","0.360332769736586","0.322603201963786","0.398062337509386","2"
"Main tenant","2010","in school","East Germany","39","0.420315938084276","0.316593653522441","0.52403822264611","2"
"Main tenant","2010","inadequately","West Germany","272","0.844769041571934","0.804842406159193","0.884695676984675","2"
"Main tenant","2010","inadequately","East Germany","23","","","","2"
"Main tenant","2010","general elemantary","West Germany","1309","0.562767593755661","0.542025443562847","0.583509743948476","2"
"Main tenant","2010","general elemantary","East Germany","238","0.72912478933923","0.681816874653651","0.776432704024809","2"
"Main tenant","2010","middle vocational","West Germany","4070","0.459068967040431","0.448690356779403","0.469447577301459","2"
"Main tenant","2010","middle vocational","East Germany","1590","0.550203093171605","0.532236108903498","0.568170077439712","2"
"Main tenant","2010","vocational + Abi","West Germany","706","0.474556987273539","0.448916556820821","0.500197417726256","2"
"Main tenant","2010","vocational + Abi","East Germany","145","0.569479378141013","0.509060282759421","0.629898473522605","2"
"Main tenant","2010","higher vocational","West Germany","400","0.407398603116692","0.37964457967468","0.435152626558704","2"
"Main tenant","2010","higher vocational","East Germany","178","0.478066215162701","0.430007099601803","0.5261253307236","2"
"Main tenant","2010","higher education","West Germany","1572","0.448483063923892","0.433049418329018","0.463916709518766","2"
"Main tenant","2010","higher education","East Germany","669","0.533123814970145","0.506962185507338","0.559285444432952","2"
"Owner","2010","in school","West Germany","385","0.625030557386354","0.586985218017207","0.663075896755502","1"
"Owner","2010","in school","East Germany","47","0.57257220462771","0.468619695664955","0.676524713590465","1"
"Owner","2010","inadequately","West Germany","38","0.130354808402754","0.0932321450016357","0.167477471803873","1"
"Owner","2010","inadequately","East Germany","6","","","","1"
"Owner","2010","general elemantary","West Germany","838","0.404366059142695","0.38384451061874","0.424887607666649","1"
"Owner","2010","general elemantary","East Germany","86","0.24749479145071","0.201555316331082","0.293434266570338","1"
"Owner","2010","middle vocational","West Germany","4639","0.514306375424106","0.503897077408886","0.524715673439326","1"
"Owner","2010","middle vocational","East Germany","1268","0.413206958479789","0.395422865009643","0.430991051949936","1"
"Owner","2010","vocational + Abi","West Germany","732","0.507810057923275","0.482139498583643","0.533480617262907","1"
"Owner","2010","vocational + Abi","East Germany","104","0.363192602532048","0.304509808290042","0.421875396774053","1"
"Owner","2010","higher vocational","West Germany","788","0.571068328046976","0.543112462538604","0.599024193555348","1"
"Owner","2010","higher vocational","East Germany","231","0.499445817251298","0.451340422784104","0.547551211718492","1"
"Owner","2010","higher education","West Germany","2382","0.529862490673967","0.514373963848622","0.545351017499311","1"
"Owner","2010","higher education","East Germany","711","0.451791091416989","0.425694020612623","0.477888162221355","1"
"Resident or shared accommodation","2010","in school","West Germany","1","","","","5"
"Resident or shared accommodation","2010","in school","East Germany","","","","","5"
"Resident or shared accommodation","2010","inadequately","West Germany","1","","","","5"
"Resident or shared accommodation","2010","inadequately","East Germany","","","","","5"
