"hgowner","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"Subtenant","1993","Single parent ","indirect migration background","2","","","","3"
"Subtenant","1993","Couple + C. LE 16 ","no migration background","71","0.0299369754157456","0.0232327109407157","0.0366412398907755","3"
"Subtenant","1993","Couple + C. LE 16 ","direct migration background","15","","","","3"
"Subtenant","1993","Couple + C. LE 16 ","indirect migration background","1","","","","3"
"Subtenant","1993","Couple + C. GT 16 ","direct migration background","16","","","","3"
"Subtenant","1993","Couple + C. GT 16 ","indirect migration background","3","","","","3"
"Subtenant","1993","Couple + C. LE and GT 16","no migration background","","","","","3"
"Subtenant","1993","Couple + C. LE and GT 16","indirect migration background","","","","","3"
"Subtenant","1993","Couple + C. GT 16 ","no migration background","19","","","","3"
"Tenant","1993","1-pers.-HH","direct migration background","","","","","4"
"Tenant","1993","1-pers.-HH","indirect migration background","","","","","4"
"Tenant","1993","1-pers.-HH","no migration background","","","","","4"
"Tenant","1993","(Married) couple without C. ","no migration background","","","","","4"
"Tenant","1993","(Married) couple without C. ","direct migration background","","","","","4"
"Tenant","1993","(Married) couple without C. ","indirect migration background","","","","","4"
"Tenant","1993","Single parent ","no migration background","","","","","4"
"Tenant","1993","Single parent ","direct migration background","","","","","4"
"Tenant","1993","Single parent ","indirect migration background","","","","","4"
"Tenant","1993","Couple + C. LE 16 ","no migration background","","","","","4"
"Tenant","1993","Couple + C. LE 16 ","direct migration background","","","","","4"
"Tenant","1993","Couple + C. LE 16 ","indirect migration background","","","","","4"
"Tenant","1993","Couple + C. GT 16 ","no migration background","","","","","4"
"Tenant","1993","Couple + C. LE and GT 16","no migration background","","","","","4"
"Tenant","1993","Couple + C. GT 16 ","direct migration background","","","","","4"
"Tenant","1993","Couple + C. GT 16 ","indirect migration background","","","","","4"
"Tenant","1993","Couple + C. LE and GT 16","direct migration background","","","","","4"
"Tenant","1993","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"Main tenant","1994","1-pers.-HH","no migration background","868","0.709598527711155","0.684041959179034","0.735155096243275","2"
"Main tenant","1994","1-pers.-HH","direct migration background","130","0.78634758774084","0.724181858123086","0.848513317358594","2"
"Main tenant","1994","1-pers.-HH","indirect migration background","29","","","","2"
"Main tenant","1994","(Married) couple without C. ","no migration background","1595","0.513868155510724","0.495411306663881","0.532325004357567","2"
"Main tenant","1994","(Married) couple without C. ","direct migration background","383","0.578912001882351","0.536877794307246","0.620946209457457","2"
"Main tenant","1994","(Married) couple without C. ","indirect migration background","49","0.852552238885674","0.761306270409372","0.943798207361977","2"
"Main tenant","1994","Single parent ","no migration background","292","0.594412765447429","0.549927993643441","0.638897537251418","2"
"Main tenant","1994","Couple + C. LE 16 ","no migration background","1324","0.493423935543683","0.473471685510213","0.513376185577153","2"
"Main tenant","1994","Couple + C. LE 16 ","direct migration background","467","0.759671513285163","0.724470479183205","0.794872547387122","2"
"Main tenant","1994","Couple + C. GT 16 ","direct migration background","372","0.637027946420235","0.594144432711402","0.679911460129068","2"
"Main tenant","1994","Couple + C. GT 16 ","indirect migration background","136","0.644731341904122","0.574423150062919","0.715039533745324","2"
"Main tenant","1994","Couple + C. LE and GT 16","indirect migration background","101","0.688909921258931","0.609330511270399","0.768489331247462","2"
"Main tenant","1994","Single parent ","direct migration background","71","0.732350328539764","0.638779244030785","0.825921413048744","2"
"Main tenant","1994","Single parent ","indirect migration background","26","","","","2"
"Main tenant","1994","Couple + C. LE 16 ","indirect migration background","38","0.666347547359015","0.531545426629459","0.801149668088571","2"
"Main tenant","1994","Couple + C. GT 16 ","no migration background","655","0.29594818328779","0.27489006122142","0.317006305354161","2"
"Main tenant","1994","Couple + C. LE and GT 16","no migration background","317","0.370768543479003","0.33610800300064","0.405429083957366","2"
"Main tenant","1994","Couple + C. LE and GT 16","direct migration background","245","0.770295611891829","0.723165254227119","0.817425969556538","2"
"Owner","1994","1-pers.-HH","no migration background","266","0.225554558158168","0.202024770978924","0.249084345337412","1"
"Owner","1994","1-pers.-HH","direct migration background","21","","","","1"
"Owner","1994","1-pers.-HH","indirect migration background","1","","","","1"
"Owner","1994","(Married) couple without C. ","no migration background","1143","0.463901091293694","0.445485323672259","0.482316858915128","1"
"Owner","1994","(Married) couple without C. ","direct migration background","130","0.387077485548882","0.34560959924632","0.428545371851444","1"
"Owner","1994","(Married) couple without C. ","indirect migration background","6","","","","1"
"Owner","1994","Single parent ","no migration background","163","0.370325564949714","0.326575868700018","0.414075261199411","1"
"Owner","1994","Single parent ","direct migration background","15","","","","1"
"Owner","1994","Single parent ","indirect migration background","","","","","1"
"Owner","1994","Couple + C. LE 16 ","no migration background","1032","0.489471671794261","0.469522119996889","0.509421223591633","1"
"Owner","1994","Couple + C. LE 16 ","direct migration background","88","0.218146716341529","0.184123383973131","0.252170048709926","1"
"Owner","1994","Couple + C. GT 16 ","direct migration background","104","0.351146387164158","0.308577529950209","0.393715244378107","1"
"Owner","1994","Couple + C. LE 16 ","indirect migration background","7","","","","1"
"Owner","1994","Couple + C. GT 16 ","no migration background","1136","0.693746664049083","0.672482400032122","0.715010928066043","1"
"Owner","1994","Couple + C. GT 16 ","indirect migration background","41","0.352261732328917","0.282088642298601","0.422434822359232","1"
"Owner","1994","Couple + C. LE and GT 16","indirect migration background","29","","","","1"
"Owner","1994","Couple + C. LE and GT 16","no migration background","426","0.62744834857757","0.592753826131719","0.662142871023421","1"
"Owner","1994","Couple + C. LE and GT 16","direct migration background","53","0.21113652081911","0.1654098078552","0.25686323378302","1"
"Resident or shared accommodation","1994","1-pers.-HH","no migration background","","","","","5"
"Resident or shared accommodation","1994","1-pers.-HH","direct migration background","","","","","5"
"Resident or shared accommodation","1994","1-pers.-HH","indirect migration background","","","","","5"
"Resident or shared accommodation","1994","(Married) couple without C. ","no migration background","","","","","5"
"Resident or shared accommodation","1994","(Married) couple without C. ","direct migration background","","","","","5"
"Resident or shared accommodation","1994","(Married) couple without C. ","indirect migration background","","","","","5"
"Resident or shared accommodation","1994","Couple + C. LE 16 ","no migration background","","","","","5"
"Resident or shared accommodation","1994","Single parent ","no migration background","","","","","5"
"Resident or shared accommodation","1994","Single parent ","direct migration background","","","","","5"
"Resident or shared accommodation","1994","Single parent ","indirect migration background","","","","","5"
"Resident or shared accommodation","1994","Couple + C. LE 16 ","direct migration background","","","","","5"
"Resident or shared accommodation","1994","Couple + C. LE 16 ","indirect migration background","","","","","5"
"Resident or shared accommodation","1994","Couple + C. GT 16 ","no migration background","","","","","5"
"Resident or shared accommodation","1994","Couple + C. GT 16 ","direct migration background","","","","","5"
"Resident or shared accommodation","1994","Couple + C. GT 16 ","indirect migration background","","","","","5"
"Resident or shared accommodation","1994","Couple + C. LE and GT 16","no migration background","","","","","5"
"Resident or shared accommodation","1994","Couple + C. LE and GT 16","direct migration background","","","","","5"
"Resident or shared accommodation","1994","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"Subtenant","1994","1-pers.-HH","no migration background","78","0.0648469141306775","0.0509830978744735","0.0787107303868814","3"
"Subtenant","1994","1-pers.-HH","direct migration background","16","","","","3"
"Subtenant","1994","1-pers.-HH","indirect migration background","3","","","","3"
"Subtenant","1994","(Married) couple without C. ","no migration background","79","0.0222307531955819","0.0167863542288542","0.0276751521623096","3"
