"hgowner","year","e11103","migback","n","percent","lower_confidence","upper_confidence"
"3","2012","Full Time","no migration background","122","0.0184881535803058","0.0156854128700712","0.0212908942905403"
"3","2012","Full Time","direct migration background","5","","",""
"3","2012","Full Time","indirect migration background","7","","",""
"3","2012","Part Time","no migration background","88","0.0241053306113825","0.0202906313085307","0.0279200299142344"
"3","2012","Part Time","direct migration background","6","","",""
"3","2012","Part Time","indirect migration background","6","","",""
"3","2012","Not Working","no migration background","111","0.0185291843405161","0.0157030983389577","0.0213552703420746"
"3","2012","Not Working","direct migration background","8","","",""
"3","2012","Not Working","indirect migration background","4","","",""
"4","2012","Full Time","no migration background","3","","",""
"4","2012","Full Time","direct migration background","","","",""
"4","2012","Full Time","indirect migration background","","","",""
"4","2012","Part Time","no migration background","1","","",""
"4","2012","Part Time","direct migration background","","","",""
"4","2012","Part Time","indirect migration background","","","",""
"4","2012","Not Working","no migration background","2","","",""
"4","2012","Not Working","direct migration background","","","",""
"4","2012","Not Working","indirect migration background","","","",""
"5","2012","Full Time","no migration background","1","","",""
"5","2012","Full Time","direct migration background","","","",""
"5","2012","Full Time","indirect migration background","","","",""
"5","2012","Part Time","no migration background","","","",""
"5","2012","Part Time","direct migration background","","","",""
"5","2012","Part Time","indirect migration background","","","",""
"5","2012","Not Working","no migration background","34","0.00657654534323841","0.00488265753626098","0.00827043315021584"
"5","2012","Not Working","direct migration background","1","","",""
"5","2012","Not Working","indirect migration background","1","","",""
"1","2013","Full Time","no migration background","4569","0.524319572786251","0.513571718953326","0.535067426619176"
"1","2013","Full Time","direct migration background","431","0.444755460068666","0.413238146126484","0.476272774010847"
"1","2013","Full Time","indirect migration background","207","0.400660472180113","0.356867919329504","0.444453025030722"
"1","2013","Part Time","no migration background","3213","0.558714589374748","0.546142224419721","0.571286954329775"
"1","2013","Part Time","direct migration background","306","0.402320719836239","0.367973822656825","0.436667617015653"
"1","2013","Part Time","indirect migration background","163","0.383165937203714","0.335934788557831","0.430397085849596"
"1","2013","Not Working","no migration background","4517","0.548393567007033","0.537728408494671","0.559058725519396"
"1","2013","Not Working","direct migration background","1103","0.252945788019158","0.240506223987972","0.265385352050345"
"1","2013","Not Working","indirect migration background","364","0.24613577794883","0.223149108229744","0.269122447667917"
"2","2013","Full Time","no migration background","3618","0.457682201668887","0.44696022108695","0.468404182250824"
"2","2013","Full Time","direct migration background","519","0.551094896311648","0.519549435837548","0.582640356785749"
"2","2013","Full Time","indirect migration background","269","0.593988230930635","0.550101444194617","0.637875017666653"
"2","2013","Part Time","no migration background","2694","0.42324915808271","0.410739243086771","0.435759073078649"
"2","2013","Part Time","direct migration background","475","0.593604978200637","0.559202465259672","0.628007491141602"
"2","2013","Part Time","indirect migration background","240","0.593455524003321","0.545735680916648","0.641175367089994"
"2","2013","Not Working","no migration background","3705","0.427064925907124","0.416464074759605","0.437665777054644"
"2","2013","Not Working","direct migration background","3529","0.732108382119281","0.719435288978871","0.744781475259691"
"2","2013","Not Working","indirect migration background","957","0.721831720388213","0.697919830623707","0.74574361015272"
"3","2013","Full Time","no migration background","106","0.0179763989391063","0.015116976065403","0.0208358218128097"
"3","2013","Full Time","direct migration background","5","","",""
"3","2013","Full Time","indirect migration background","5","","",""
"3","2013","Part Time","no migration background","84","0.0180022759173695","0.0146357564034822","0.0213687954312567"
"3","2013","Part Time","direct migration background","2","","",""
"3","2013","Part Time","indirect migration background","4","","",""
"3","2013","Not Working","no migration background","97","0.0163648058335134","0.0136457787281474","0.0190838329388793"
"3","2013","Not Working","direct migration background","59","0.0149458298615605","0.0114736241388108","0.0184180355843102"
"3","2013","Not Working","indirect migration background","27","","",""
"4","2013","Full Time","no migration background","1","","",""
"4","2013","Full Time","direct migration background","","","",""
"4","2013","Full Time","indirect migration background","","","",""
"4","2013","Part Time","no migration background","1","","",""
"4","2013","Part Time","direct migration background","","","",""
"4","2013","Part Time","indirect migration background","","","",""
"4","2013","Not Working","no migration background","1","","",""
"4","2013","Not Working","direct migration background","","","",""
"4","2013","Not Working","indirect migration background","","","",""
"5","2013","Full Time","no migration background","","","",""
"5","2013","Full Time","direct migration background","","","",""
"5","2013","Full Time","indirect migration background","","","",""
"5","2013","Part Time","no migration background","","","",""
"5","2013","Part Time","direct migration background","","","",""
"5","2013","Part Time","indirect migration background","","","",""
"5","2013","Not Working","no migration background","44","0.00809643051233971","0.0061758938506373","0.0100169671740421"
"5","2013","Not Working","direct migration background","","","",""
"5","2013","Not Working","indirect migration background","1","","",""
"1","2014","Full Time","no migration background","4280","0.526190567025109","0.515027814890882","0.537353319159335"
"1","2014","Full Time","direct migration background","705","0.366745791789311","0.344755979726329","0.388735603852294"
"1","2014","Full Time","indirect migration background","269","0.348038429576854","0.313073881049558","0.38300297810415"
"1","2014","Part Time","no migration background","2881","0.519488725502848","0.506201079670097","0.532776371335599"
"1","2014","Part Time","direct migration background","480","0.315613550296363","0.2926534252799","0.338573675312826"
"1","2014","Part Time","indirect migration background","190","0.30530017459957","0.267426622016143","0.343173727182996"
"1","2014","Not Working","no migration background","4103","0.549543242032751","0.538323391021759","0.560763093043744"
"1","2014","Not Working","direct migration background","428","0.285098126390942","0.264024351622017","0.306171901159867"
"1","2014","Not Working","indirect migration background","198","0.333277731458339","0.297095118900267","0.369460344016411"
"2","2014","Full Time","no migration background","3303","0.457285925277353","0.446148690866614","0.468423159688092"
"2","2014","Full Time","direct migration background","1123","0.616609800007781","0.594423973068874","0.638795626946689"
"2","2014","Full Time","indirect migration background","439","0.647292722694559","0.61222069313399","0.682364752255128"
"2","2014","Part Time","no migration background","2468","0.457437991201828","0.444188506280491","0.470687476123165"
"2","2014","Part Time","direct migration background","1075","0.662238957936614","0.638874383898116","0.685603531975112"
"2","2014","Part Time","indirect migration background","367","0.660072395103555","0.621117420500067","0.699027369707042"
"2","2014","Not Working","no migration background","3314","0.426420047998711","0.415267466905883","0.437572629091538"
"2","2014","Not Working","direct migration background","1324","0.70639138963824","0.685133065383726","0.727649713892754"
"2","2014","Not Working","indirect migration background","442","0.636099163375101","0.599169254811228","0.673029071938974"
"3","2014","Full Time","no migration background","103","0.0165235076975383","0.0136735985435925","0.0193734168514841"
"3","2014","Full Time","direct migration background","16","","",""
"3","2014","Full Time","indirect migration background","5","","",""
"3","2014","Part Time","no migration background","82","0.0230732832953237","0.0190803332013119","0.0270662333893355"
"3","2014","Part Time","direct migration background","18","","",""
"3","2014","Part Time","indirect migration background","11","","",""
"3","2014","Not Working","no migration background","96","0.016119765851315","0.0132798198447956","0.0189597118578343"
"3","2014","Not Working","direct migration background","10","","",""
"3","2014","Not Working","indirect migration background","11","","",""
"4","2014","Full Time","no migration background","","","",""
"4","2014","Full Time","direct migration background","","","",""
"4","2014","Full Time","indirect migration background","","","",""
"4","2014","Part Time","no migration background","","","",""
"4","2014","Part Time","direct migration background","","","",""
"4","2014","Part Time","indirect migration background","","","",""
"4","2014","Not Working","no migration background","3","","",""
"4","2014","Not Working","direct migration background","","","",""
"4","2014","Not Working","indirect migration background","","","",""
"5","2014","Full Time","no migration background","","","",""
"5","2014","Full Time","direct migration background","1","","",""
"5","2014","Full Time","indirect migration background","","","",""
"5","2014","Part Time","no migration background","","","",""
"5","2014","Part Time","direct migration background","1","","",""
"5","2014","Part Time","indirect migration background","","","",""
"5","2014","Not Working","no migration background","38","0.00740311231973976","0.0054700171991888","0.00933620744029072"
"5","2014","Not Working","direct migration background","1","","",""
"5","2014","Not Working","indirect migration background","1","","",""
"1","2015","Full Time","no migration background","3993","0.526140738407166","0.514644001902302","0.53763747491203"
"1","2015","Full Time","direct migration background","672","0.403833073812648","0.379947181756326","0.42771896586897"
"1","2015","Full Time","indirect migration background","259","0.360031883142928","0.323327742845001","0.396736023440856"
"1","2015","Part Time","no migration background","2869","0.543198497343628","0.529700875230376","0.556696119456881"
"1","2015","Part Time","direct migration background","465","0.345874477418922","0.320724098649434","0.371024856188411"
"1","2015","Part Time","indirect migration background","184","0.305983770301177","0.266862000287304","0.34510554031505"
"1","2015","Not Working","no migration background","3851","0.543158109861566","0.531675117586096","0.554641102137035"
"1","2015","Not Working","direct migration background","460","0.236662026014522","0.221457759627962","0.251866292401083"
"1","2015","Not Working","indirect migration background","188","0.323765376654604","0.286874603540414","0.360656149768794"
"2","2015","Full Time","no migration background","3157","0.458056049392823","0.446584147502954","0.469527951282692"
"2","2015","Full Time","direct migration background","933","0.568681060652713","0.544571448153225","0.5927906731522"
"2","2015","Full Time","indirect migration background","391","0.617774652927851","0.580617691572555","0.654931614283147"
"2","2015","Part Time","no migration background","2299","0.438591895738448","0.425146181917905","0.45203760955899"
"2","2015","Part Time","direct migration background","893","0.635818140152393","0.610374436033947","0.661261844270838"
"2","2015","Part Time","indirect migration background","337","0.663206669490843","0.623083921472196","0.703329417509491"
"2","2015","Not Working","no migration background","3242","0.433064834581266","0.421642572084041","0.444487097078492"
"2","2015","Not Working","direct migration background","2457","0.73814227289724","0.722415287522283","0.753869258272198"
"2","2015","Not Working","indirect migration background","421","0.654709045278864","0.617222913735685","0.692195176822042"
"3","2015","Full Time","no migration background","96","0.0158032122000113","0.0129316873192101","0.0186747370808125"
"3","2015","Full Time","direct migration background","16","","",""
"3","2015","Full Time","indirect migration background","7","","",""
"3","2015","Part Time","no migration background","64","0.0182096069179241","0.0145865605020392","0.0218326533338091"
"3","2015","Part Time","direct migration background","16","","",""
"3","2015","Part Time","indirect migration background","12","","",""
"3","2015","Not Working","no migration background","93","0.015213057831185","0.0123915037592464","0.0180346119031236"
"3","2015","Not Working","direct migration background","81","0.0234438627649793","0.0180312626908285","0.02885646283913"
"3","2015","Not Working","indirect migration background","8","","",""
"4","2015","Full Time","no migration background","","","",""
"4","2015","Full Time","direct migration background","","","",""
"4","2015","Full Time","indirect migration background","","","",""
"4","2015","Part Time","no migration background","","","",""
"4","2015","Part Time","direct migration background","","","",""
"4","2015","Part Time","indirect migration background","","","",""
"4","2015","Not Working","no migration background","","","",""
"4","2015","Not Working","direct migration background","","","",""
"4","2015","Not Working","indirect migration background","","","",""
"5","2015","Full Time","no migration background","","","",""
"5","2015","Full Time","direct migration background","","","",""
"5","2015","Full Time","indirect migration background","","","",""
"5","2015","Part Time","no migration background","","","",""
"5","2015","Part Time","direct migration background","","","",""
"5","2015","Part Time","indirect migration background","","","",""
"5","2015","Not Working","no migration background","43","0.00856399772598332","0.00643987506078291","0.0106881203911837"
"5","2015","Not Working","direct migration background","4","","",""
"5","2015","Not Working","indirect migration background","1","","",""
"1","2016","Full Time","no migration background","3735","0.533365221296478","0.52145060145823","0.545279841134726"
"1","2016","Full Time","direct migration background","624","0.347248090499838","0.325387196757862","0.369108984241814"
"1","2016","Full Time","indirect migration background","263","0.371459758483384","0.333818107283362","0.409101409683406"
"1","2016","Part Time","no migration background","2670","0.526954702586159","0.512983868790248","0.540925536382069"
"1","2016","Part Time","direct migration background","470","0.34041089758414","0.316821290611362","0.364000504556918"
"1","2016","Part Time","indirect migration background","165","0.308959923711744","0.26924542262231","0.348674424801178"
"1","2016","Not Working","no migration background","3652","0.549377417758804","0.537464444693438","0.56129039082417"
"1","2016","Not Working","direct migration background","318","0.264715108947361","0.24278000131623","0.286650216578492"
"1","2016","Not Working","indirect migration background","174","0.327366023075336","0.287603182508325","0.367128863642348"
"2","2016","Full Time","no migration background","2913","0.448057974344089","0.436181347043931","0.459934601644247"
"2","2016","Full Time","direct migration background","1164","0.632744029145645","0.610609394129762","0.654878664161528"
"2","2016","Full Time","indirect migration background","360","0.583769870868694","0.545369640369803","0.622170101367586"
"2","2016","Part Time","no migration background","2162","0.448695644658265","0.434778313610406","0.462612975706125"
"2","2016","Part Time","direct migration background","1057","0.643759717289292","0.619919201115974","0.66760023346261"
"2","2016","Part Time","indirect migration background","343","0.659299987966744","0.6185643964","0.700035579533488"
"2","2016","Not Working","no migration background","2920","0.421509826209525","0.40968675985623","0.43333289256282"
"2","2016","Not Working","direct migration background","1212","0.713587306792561","0.691110103555408","0.736064510029714"
"2","2016","Not Working","indirect migration background","351","0.652469803561535","0.612119418683954","0.692820188439116"
"3","2016","Full Time","no migration background","87","0.0185768043594334","0.0153520773602658","0.0218015313586009"
"3","2016","Full Time","direct migration background","33","0.0198627546890628","0.0134560148239091","0.0262694945542164"
"3","2016","Full Time","indirect migration background","10","","",""
"3","2016","Part Time","no migration background","74","0.0243496527555759","0.0200366691538825","0.0286626363572693"
"3","2016","Part Time","direct migration background","23","","",""
"3","2016","Part Time","indirect migration background","12","","",""
"3","2016","Not Working","no migration background","87","0.0190749823790294","0.0157998545124534","0.0223501102456054"
"3","2016","Not Working","direct migration background","21","","",""
"3","2016","Not Working","indirect migration background","10","","",""
"4","2016","Full Time","no migration background","","","",""
"4","2016","Full Time","direct migration background","","","",""
"4","2016","Full Time","indirect migration background","","","",""
"4","2016","Part Time","no migration background","","","",""
"4","2016","Part Time","direct migration background","","","",""
"4","2016","Part Time","indirect migration background","","","",""
"4","2016","Not Working","no migration background","","","",""
"4","2016","Not Working","direct migration background","","","",""
"4","2016","Not Working","indirect migration background","","","",""
"5","2016","Full Time","no migration background","","","",""
"5","2016","Full Time","direct migration background","1","","",""
"5","2016","Full Time","indirect migration background","","","",""
"5","2016","Part Time","no migration background","","","",""
"5","2016","Part Time","direct migration background","","","",""
"5","2016","Part Time","indirect migration background","","","",""
"5","2016","Not Working","no migration background","42","0.0100377736526418","0.00765102715992328","0.0124245201453604"
"5","2016","Not Working","direct migration background","3","","",""
"5","2016","Not Working","indirect migration background","","","",""
"1","2017","Full Time","no migration background","4375","0.523826484287777","0.512874867850407","0.534778100725146"
"1","2017","Full Time","direct migration background","638","0.371151340723934","0.349022813744516","0.393279867703351"
"1","2017","Full Time","indirect migration background","264","0.375160538605104","0.338053865620609","0.4122672115896"
"1","2017","Part Time","no migration background","3087","0.547132890352348","0.534094479593655","0.560171301111041"
"1","2017","Part Time","direct migration background","454","0.336493732704309","0.313611302470528","0.359376162938091"
"1","2017","Part Time","indirect migration background","205","0.299563321487431","0.263242451336287","0.335884191638574"
"1","2017","Not Working","no migration background","3873","0.545809047960488","0.534235862967299","0.557382232953677"
"1","2017","Not Working","direct migration background","317","0.229014856149572","0.216934774655808","0.241094937643336"
"1","2017","Not Working","indirect migration background","194","0.350838089433825","0.311796990984532","0.389879187883117"
"2","2017","Full Time","no migration background","3489","0.455429147846891","0.444508724173711","0.46634957152007"
"2","2017","Full Time","direct migration background","1145","0.601736500608266","0.579313571203937","0.624159430012594"
"2","2017","Full Time","indirect migration background","378","0.604495814840489","0.567021697890407","0.64196993179057"
"2","2017","Part Time","no migration background","2405","0.424345181460964","0.41139924214508","0.437291120776849"
"2","2017","Part Time","direct migration background","1110","0.630186814692928","0.606808295775793","0.653565333610062"
"2","2017","Part Time","indirect migration background","396","0.677214925151714","0.640142801155989","0.71428704914744"
"2","2017","Not Working","no migration background","3079","0.423395913002203","0.411911058977202","0.434880767027203"
"2","2017","Not Working","direct migration background","3614","0.710501572962944","0.697463282335005","0.723539863590883"
"2","2017","Not Working","indirect migration background","368","0.607098628839028","0.567144327292219","0.647052930385837"
"3","2017","Full Time","no migration background","124","0.0206441905442143","0.0175262267932373","0.0237621542951912"
"3","2017","Full Time","direct migration background","37","0.0237337683351995","0.0167615432002434","0.0307059934701557"
"3","2017","Full Time","indirect migration background","12","","",""
"3","2017","Part Time","no migration background","107","0.0285219281866875","0.024161804600331","0.0328820517730441"
"3","2017","Part Time","direct migration background","33","0.0246293237227621","0.017123433070577","0.0321352143749472"
"3","2017","Part Time","indirect migration background","10","","",""
"3","2017","Not Working","no migration background","108","0.0198844879839124","0.0166395296232272","0.0231294463445976"
"3","2017","Not Working","direct migration background","150","0.0206926703008361","0.0166002257584014","0.0247851148432708"
"3","2017","Not Working","indirect migration background","12","","",""
"4","2017","Full Time","no migration background","","","",""
"4","2017","Full Time","direct migration background","","","",""
"4","2017","Full Time","indirect migration background","","","",""
"4","2017","Part Time","no migration background","","","",""
"4","2017","Part Time","direct migration background","","","",""
"4","2017","Part Time","indirect migration background","","","",""
"4","2017","Not Working","no migration background","","","",""
"4","2017","Not Working","direct migration background","","","",""
"4","2017","Not Working","indirect migration background","","","",""
"5","2017","Full Time","no migration background","1","","",""
"5","2017","Full Time","direct migration background","11","","",""
"5","2017","Full Time","indirect migration background","","","",""
"5","2017","Part Time","no migration background","","","",""
"5","2017","Part Time","direct migration background","41","0.00869012888000074","0.00419534342984524","0.0131849143301562"
"5","2017","Part Time","indirect migration background","","","",""
"5","2017","Not Working","no migration background","50","0.0109105510533972","0.00849589978123843","0.0133252023255559"
"5","2017","Not Working","direct migration background","567","0.0397909005866479","0.0341715021764507","0.0454102989968451"
"5","2017","Not Working","indirect migration background","","","",""
"1","2018","Full Time","no migration background","4054","0.520309781560477","0.509058632791404","0.531560930329551"
"1","2018","Full Time","direct migration background","596","0.376346752615048","0.354131845696162","0.398561659533933"
"1","2018","Full Time","indirect migration background","267","0.390730736823726","0.354298829980062","0.427162643667391"
"1","2018","Part Time","no migration background","2966","0.543067950032195","0.529925667750492","0.556210232313898"
"1","2018","Part Time","direct migration background","415","0.326150499536227","0.304322863093611","0.347978135978843"
"1","2018","Part Time","indirect migration background","210","0.339236530103211","0.301969347185713","0.37650371302071"
"1","2018","Not Working","no migration background","3697","0.560633749702593","0.548897679773935","0.572369819631251"
"1","2018","Not Working","direct migration background","302","0.235729870181311","0.224301563588198","0.247158176774424"
"1","2018","Not Working","indirect migration background","169","0.389642703350121","0.347318543370774","0.431966863329468"
"2","2018","Full Time","no migration background","3419","0.462610669101338","0.451381754398142","0.473839583804533"
"2","2018","Full Time","direct migration background","1180","0.598296947371145","0.575817285377068","0.620776609365221"
"2","2018","Full Time","indirect migration background","413","0.595854838487685","0.559212987260496","0.632496689714874"
"2","2018","Part Time","no migration background","2447","0.431445789377012","0.418379058346454","0.44451252040757"
"2","2018","Part Time","direct migration background","1246","0.646762764554599","0.624508052719389","0.669017476389808"
"2","2018","Part Time","indirect migration background","404","0.641269289985632","0.60351583117665","0.679022748794613"
"2","2018","Not Working","no migration background","3036","0.413493356903661","0.401848331009221","0.4251383827981"
"2","2018","Not Working","direct migration background","4222","0.698463061976985","0.686106629130792","0.710819494823179"
"2","2018","Not Working","indirect migration background","333","0.574406794339594","0.531495646654276","0.617317942024913"
"3","2018","Full Time","no migration background","101","0.0170795493381848","0.0141615658518539","0.0199975328245158"
"3","2018","Full Time","direct migration background","27","","",""
"3","2018","Full Time","indirect migration background","9","","",""
"3","2018","Part Time","no migration background","105","0.0253277375554413","0.0211825384461624","0.0294729366647201"
"3","2018","Part Time","direct migration background","28","","",""
"3","2018","Part Time","indirect migration background","6","","",""
"3","2018","Not Working","no migration background","85","0.0142200670599071","0.0114203732871445","0.0170197608326698"
"3","2018","Not Working","direct migration background","128","0.0163381028076005","0.012924799606465","0.0197514060087359"
"3","2018","Not Working","indirect migration background","8","","",""
"4","2018","Full Time","no migration background","","","",""
"4","2018","Full Time","direct migration background","","","",""
"4","2018","Full Time","indirect migration background","","","",""
"4","2018","Part Time","no migration background","","","",""
"4","2018","Part Time","direct migration background","","","",""
"4","2018","Part Time","indirect migration background","","","",""
"4","2018","Not Working","no migration background","1","","",""
"4","2018","Not Working","direct migration background","","","",""
"4","2018","Not Working","indirect migration background","","","",""
"5","2018","Full Time","no migration background","","","",""
"5","2018","Full Time","direct migration background","24","","",""
"5","2018","Full Time","indirect migration background","","","",""
"5","2018","Part Time","no migration background","1","","",""
"5","2018","Part Time","direct migration background","83","0.0107809380273608","0.00597264700757788","0.0155892290471438"
"5","2018","Part Time","indirect migration background","","","",""
"5","2018","Not Working","no migration background","51","0.0112548337583513","0.00876034557238081","0.0137493219443218"
"5","2018","Not Working","direct migration background","647","0.0494689650341034","0.0436304729725518","0.055307457095655"
"5","2018","Not Working","indirect migration background","","","",""
"1","2019","Full Time","no migration background","4789","0.522222326459232","0.511456782478373","0.53298787044009"
"1","2019","Full Time","direct migration background","629","0.380965250922702","0.358995954381059","0.402934547464346"
"1","2019","Full Time","indirect migration background","312","0.4031229019569","0.367318068971825","0.438927734941975"
"1","2019","Part Time","no migration background","3060","0.538713552670428","0.525471560369268","0.551955544971587"
"1","2019","Part Time","direct migration background","398","0.348515928363741","0.326003576263391","0.371028280464091"
"1","2019","Part Time","indirect migration background","230","0.373508479309562","0.334672631312493","0.412344327306631"
"1","2019","Not Working","no migration background","3787","0.561942418719403","0.550242484090043","0.573642353348764"
"1","2019","Not Working","direct migration background","296","0.262314210537172","0.24903270084947","0.275595720224874"
"1","2019","Not Working","indirect migration background","165","0.394931685771254","0.350500816568417","0.439362554974092"
"2","2019","Full Time","no migration background","3374","0.458132818096819","0.447394470388586","0.468871165805051"
"2","2019","Full Time","direct migration background","1186","0.604400123252188","0.582279044562918","0.626521201941458"
"2","2019","Full Time","indirect migration background","394","0.588062256582523","0.552136336082061","0.623988177082985"
"2","2019","Part Time","no migration background","2278","0.437495763501567","0.424318086524308","0.450673440478826"
"2","2019","Part Time","direct migration background","1201","0.621998067828598","0.599089434368698","0.644906701288497"
"2","2019","Part Time","indirect migration background","350","0.580529764780327","0.540912199539193","0.620147330021462"
"2","2019","Not Working","no migration background","2960","0.408148751320617","0.396558644284011","0.419738858357222"
"2","2019","Not Working","direct migration background","3394","0.679737110319185","0.665649912124401","0.693824308513969"
"2","2019","Not Working","indirect migration background","289","0.573984003378769","0.529038684861159","0.618929321896378"
"3","2019","Full Time","no migration background","106","0.0194571616873005","0.0164802334455565","0.0224340899290444"
"3","2019","Full Time","direct migration background","17","","",""
"3","2019","Full Time","indirect migration background","15","","",""
"3","2019","Part Time","no migration background","106","0.0237906838280054","0.0197424651027977","0.0278389025532132"
"3","2019","Part Time","direct migration background","47","0.019077356945653","0.0126143572050445","0.0255403566862616"
"3","2019","Part Time","indirect migration background","16","","",""
"3","2019","Not Working","no migration background","105","0.0173706399851971","0.0142897605419782","0.0204515194284159"
"3","2019","Not Working","direct migration background","166","0.0236002753230349","0.0190170291520486","0.0281835214940213"
"3","2019","Not Working","indirect migration background","11","","",""
"4","2019","Full Time","no migration background","","","",""
"4","2019","Full Time","direct migration background","","","",""
"4","2019","Full Time","indirect migration background","","","",""
"4","2019","Part Time","no migration background","","","",""
"4","2019","Part Time","direct migration background","","","",""
"4","2019","Part Time","indirect migration background","","","",""
"4","2019","Not Working","no migration background","","","",""
"4","2019","Not Working","direct migration background","","","",""
"4","2019","Not Working","indirect migration background","","","",""
"5","2019","Full Time","no migration background","1","","",""
"5","2019","Full Time","direct migration background","45","0.00517895883331866","0.00193175414516319","0.00842616352147414"
"5","2019","Full Time","indirect migration background","","","",""
"5","2019","Part Time","no migration background","","","",""
"5","2019","Part Time","direct migration background","75","0.0104086468620086","0.00561371169993872","0.0152035820240785"
"5","2019","Part Time","indirect migration background","","","",""
"5","2019","Not Working","no migration background","56","0.012538189974783","0.0099142765370938","0.0151621034124721"
"5","2019","Not Working","direct migration background","358","0.0343484038206082","0.0288496492398396","0.0398471584013769"
"5","2019","Not Working","indirect migration background","","","",""
