"hgowner","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Main tenant","1990","Couple + C. LE and GT 16","Urban Area","553","0.522436017639497","0.488413593035538","0.556458442243456","2"
"Main tenant","1990","Couple + C. LE and GT 16","Rural Area","173","0.376958240773465","0.328038672575611","0.425877808971319","2"
"Owner","1990","1-pers.-HH","Urban Area","177","0.18049995972069","0.156815885541766","0.204184033899615","1"
"Owner","1990","1-pers.-HH","Rural Area","95","0.283084807911869","0.236288103958969","0.329881511864769","1"
"Owner","1990","(Married) couple without C. ","Urban Area","721","0.380537616004762","0.360151910678727","0.400923321330798","1"
"Owner","1990","(Married) couple without C. ","Rural Area","477","0.502383401844271","0.472466728449114","0.532300075239427","1"
"Owner","1990","Single parent ","Urban Area","145","0.387525752451327","0.343292453233986","0.431759051668669","1"
"Owner","1990","Single parent ","Rural Area","78","0.468413593327546","0.396507796187479","0.540319390467613","1"
"Owner","1990","Couple + C. LE 16 ","Urban Area","628","0.383615315450492","0.363286684327517","0.403943946573468","1"
"Owner","1990","Couple + C. LE 16 ","Rural Area","558","0.456333666200339","0.429614990206933","0.483052342193745","1"
"Owner","1990","Couple + C. GT 16 ","Urban Area","936","0.62665342511634","0.604653969523385","0.648652880709295","1"
"Owner","1990","Couple + C. GT 16 ","Rural Area","631","0.703986497604471","0.676012907967008","0.731960087241934","1"
"Owner","1990","Couple + C. LE and GT 16","Urban Area","265","0.471312154928075","0.43731152951559","0.50531278034056","1"
"Owner","1990","Couple + C. LE and GT 16","Rural Area","204","0.623041759226535","0.574122191028681","0.671961327424389","1"
"Resident or shared accommodation","1990","(Married) couple without C. ","Urban Area","","","","","5"
"Resident or shared accommodation","1990","1-pers.-HH","Rural Area","","","","","5"
"Resident or shared accommodation","1990","1-pers.-HH","Urban Area","","","","","5"
"Resident or shared accommodation","1990","(Married) couple without C. ","Rural Area","","","","","5"
"Resident or shared accommodation","1990","Single parent ","Urban Area","","","","","5"
"Resident or shared accommodation","1990","Single parent ","Rural Area","","","","","5"
"Resident or shared accommodation","1990","Couple + C. LE 16 ","Urban Area","","","","","5"
"Resident or shared accommodation","1990","Couple + C. LE 16 ","Rural Area","","","","","5"
"Resident or shared accommodation","1990","Couple + C. GT 16 ","Urban Area","","","","","5"
"Resident or shared accommodation","1990","Couple + C. GT 16 ","Rural Area","","","","","5"
"Resident or shared accommodation","1990","Couple + C. LE and GT 16","Urban Area","","","","","5"
"Resident or shared accommodation","1990","Couple + C. LE and GT 16","Rural Area","","","","","5"
"Subtenant","1990","1-pers.-HH","Rural Area","30","0.0884696906089984","0.0589707850641823","0.117968596153814","3"
"Subtenant","1990","1-pers.-HH","Urban Area","48","0.0496526741004369","0.0362757621552395","0.0630295860456343","3"
"Subtenant","1990","(Married) couple without C. ","Urban Area","47","0.0201498737723179","0.0142500985272672","0.0260496490173686","3"
"Subtenant","1990","(Married) couple without C. ","Rural Area","48","0.0372031853005306","0.0258790352562475","0.0485273353448138","3"
"Subtenant","1990","Single parent ","Urban Area","8","","","","3"
"Subtenant","1990","Single parent ","Rural Area","10","","","","3"
"Subtenant","1990","Couple + C. LE 16 ","Urban Area","50","0.0237145256789698","0.0173534599650792","0.0300755913928604","3"
"Subtenant","1990","Couple + C. LE 16 ","Rural Area","58","0.0350570374432627","0.0251909289711523","0.0449231459153732","3"
"Subtenant","1990","Couple + C. GT 16 ","Urban Area","9","","","","3"
"Subtenant","1990","Couple + C. GT 16 ","Rural Area","21","","","","3"
"Subtenant","1990","Couple + C. LE and GT 16","Urban Area","10","","","","3"
"Subtenant","1990","Couple + C. LE and GT 16","Rural Area","","","","","3"
"Tenant","1990","1-pers.-HH","Urban Area","1","","","","4"
"Tenant","1990","(Married) couple without C. ","Urban Area","2","","","","4"
"Tenant","1990","(Married) couple without C. ","Rural Area","2","","","","4"
"Tenant","1990","1-pers.-HH","Rural Area","","","","","4"
"Tenant","1990","Single parent ","Urban Area","1","","","","4"
"Tenant","1990","Couple + C. LE 16 ","Urban Area","2","","","","4"
"Tenant","1990","Single parent ","Rural Area","","","","","4"
"Tenant","1990","Couple + C. LE 16 ","Rural Area","","","","","4"
"Tenant","1990","Couple + C. LE and GT 16","Urban Area","","","","","4"
"Tenant","1990","Couple + C. GT 16 ","Urban Area","","","","","4"
"Tenant","1990","Couple + C. GT 16 ","Rural Area","3","","","","4"
"Tenant","1990","Couple + C. LE and GT 16","Rural Area","","","","","4"
"Main tenant","1991","1-pers.-HH","Urban Area","755","0.76041576096642","0.733947828114537","0.786883693818304","2"
"Main tenant","1991","1-pers.-HH","Rural Area","231","0.690191005450628","0.641183037350418","0.739198973550838","2"
"Main tenant","1991","(Married) couple without C. ","Urban Area","1401","0.588900329204143","0.568245847222176","0.60955481118611","2"
"Main tenant","1991","(Married) couple without C. ","Rural Area","519","0.452080975841526","0.421759926869567","0.482402024813484","2"
"Main tenant","1991","Single parent ","Urban Area","296","0.587358283225288","0.54217229504284","0.632544271407736","2"
"Main tenant","1991","Single parent ","Rural Area","107","0.445825461195531","0.376591175811036","0.515059746580026","2"
"Main tenant","1991","Couple + C. LE 16 ","Urban Area","1476","0.587070899380291","0.566297604184499","0.607844194576083","2"
"Main tenant","1991","Couple + C. LE 16 ","Rural Area","670","0.490776400963902","0.463173233818833","0.518379568108971","2"
"Main tenant","1991","Couple + C. GT 16 ","Urban Area","877","0.362608459866082","0.340186433703402","0.385030486028762","2"
"Main tenant","1991","Couple + C. LE and GT 16","Rural Area","179","0.384079245544573","0.336592937311547","0.431565553777598","2"
"Main tenant","1991","Couple + C. GT 16 ","Rural Area","358","0.281774661534311","0.254354554144197","0.309194768924425","2"
"Main tenant","1991","Couple + C. LE and GT 16","Urban Area","519","0.508556158896396","0.474064210224448","0.543048107568345","2"
"Owner","1991","1-pers.-HH","Urban Area","175","0.181226382644479","0.157339582386909","0.205113182902049","1"
"Owner","1991","1-pers.-HH","Rural Area","89","0.254262094545931","0.20811238655181","0.300411802540052","1"
"Owner","1991","(Married) couple without C. ","Urban Area","727","0.382705297828886","0.362302094563951","0.403108501093821","1"
"Owner","1991","(Married) couple without C. ","Rural Area","471","0.51154237695458","0.481089230536598","0.541995523372562","1"
"Owner","1991","Single parent ","Urban Area","151","0.393872187203493","0.349026009518679","0.438718364888307","1"
"Owner","1991","Single parent ","Rural Area","79","0.443399975951354","0.374203346774961","0.512596605127746","1"
"Owner","1991","Couple + C. LE 16 ","Urban Area","634","0.389737491208336","0.36916121370153","0.410313768715141","1"
"Owner","1991","Couple + C. LE 16 ","Rural Area","518","0.45663743733245","0.429133591069452","0.484141283595448","1"
"Owner","1991","Couple + C. GT 16 ","Urban Area","855","0.620472501892374","0.597839840042417","0.643105163742332","1"
"Owner","1991","Couple + C. GT 16 ","Rural Area","646","0.696818051437378","0.66880249917831","0.724833603696446","1"
"Owner","1991","Couple + C. LE and GT 16","Urban Area","283","0.488281556632432","0.453794032377504","0.52276908088736","1"
"Owner","1991","Couple + C. LE and GT 16","Rural Area","218","0.606325844632662","0.55862598946837","0.654025699796954","1"
"Resident or shared accommodation","1991","(Married) couple without C. ","Urban Area","","","","","5"
"Resident or shared accommodation","1991","1-pers.-HH","Rural Area","","","","","5"
"Resident or shared accommodation","1991","1-pers.-HH","Urban Area","","","","","5"
"Resident or shared accommodation","1991","(Married) couple without C. ","Rural Area","","","","","5"
"Resident or shared accommodation","1991","Single parent ","Urban Area","","","","","5"
"Resident or shared accommodation","1991","Single parent ","Rural Area","","","","","5"
"Resident or shared accommodation","1991","Couple + C. LE 16 ","Urban Area","","","","","5"
"Resident or shared accommodation","1991","Couple + C. LE 16 ","Rural Area","","","","","5"
"Resident or shared accommodation","1991","Couple + C. GT 16 ","Urban Area","","","","","5"
"Resident or shared accommodation","1991","Couple + C. GT 16 ","Rural Area","","","","","5"
"Resident or shared accommodation","1991","Couple + C. LE and GT 16","Urban Area","","","","","5"
"Resident or shared accommodation","1991","Couple + C. LE and GT 16","Rural Area","","","","","5"
"Subtenant","1991","1-pers.-HH","Urban Area","63","0.0498492766877623","0.0363537129983009","0.0633448403772237","3"
"Subtenant","1991","(Married) couple without C. ","Urban Area","44","0.0257553472742437","0.0191058691030624","0.032404825445425","3"
"Subtenant","1991","1-pers.-HH","Rural Area","22","","","","3"
"Subtenant","1991","(Married) couple without C. ","Rural Area","45","0.036376647203894","0.0249703966208615","0.0477828977869265","3"
"Subtenant","1991","Single parent ","Urban Area","8","","","","3"
"Subtenant","1991","Single parent ","Rural Area","12","","","","3"
"Subtenant","1991","Couple + C. LE 16 ","Urban Area","46","0.0225868954172594","0.0163180188309521","0.0288557720035666","3"
"Subtenant","1991","Couple + C. LE 16 ","Rural Area","72","0.0525861617036478","0.0402616870301083","0.0649106363771874","3"
"Subtenant","1991","Couple + C. GT 16 ","Urban Area","31","0.0137263814312169","0.00829976055597231","0.0191530023064615","3"
"Subtenant","1991","Couple + C. GT 16 ","Rural Area","30","0.021407287028311","0.0125852347617863","0.0302293392948357","3"
"Subtenant","1991","Couple + C. LE and GT 16","Urban Area","5","","","","3"
"Subtenant","1991","Couple + C. LE and GT 16","Rural Area","6","","","","3"
"Tenant","1991","(Married) couple without C. ","Urban Area","8","","","","4"
"Tenant","1991","1-pers.-HH","Urban Area","6","","","","4"
"Tenant","1991","(Married) couple without C. ","Rural Area","","","","","4"
"Tenant","1991","1-pers.-HH","Rural Area","","","","","4"
"Tenant","1991","Single parent ","Urban Area","1","","","","4"
"Tenant","1991","Couple + C. LE 16 ","Urban Area","2","","","","4"
"Tenant","1991","Single parent ","Rural Area","","","","","4"
"Tenant","1991","Couple + C. LE 16 ","Rural Area","","","","","4"
"Tenant","1991","Couple + C. LE and GT 16","Urban Area","","","","","4"
"Tenant","1991","Couple + C. GT 16 ","Urban Area","3","","","","4"
"Tenant","1991","Couple + C. GT 16 ","Rural Area","","","","","4"
"Tenant","1991","Couple + C. LE and GT 16","Rural Area","","","","","4"
"Main tenant","1992","1-pers.-HH","Urban Area","753","0.762266089233214","0.735788872281584","0.788743306184845","2"
"Main tenant","1992","(Married) couple without C. ","Urban Area","1466","0.571470040372596","0.551166227621095","0.591773853124097","2"
"Main tenant","1992","(Married) couple without C. ","Rural Area","506","0.452923841453831","0.421774413692267","0.484073269215395","2"
"Main tenant","1992","1-pers.-HH","Rural Area","238","0.676136237570635","0.62704164476601","0.725230830375259","2"
"Main tenant","1992","Single parent ","Urban Area","304","0.614463340815391","0.569241429466911","0.65968525216387","2"
"Main tenant","1992","Single parent ","Rural Area","115","0.522941385855311","0.452837327016911","0.59304544469371","2"
"Main tenant","1992","Couple + C. LE 16 ","Urban Area","1374","0.562722182389909","0.541440174122861","0.584004190656957","2"
"Main tenant","1992","Couple + C. LE 16 ","Rural Area","626","0.507055611906239","0.478322345872978","0.535788877939499","2"
"Main tenant","1992","Couple + C. GT 16 ","Urban Area","864","0.3692161468763","0.346429203193459","0.39200309055914","2"
"Main tenant","1992","Couple + C. LE and GT 16","Rural Area","170","0.389664903018669","0.340632168930808","0.43869763710653","2"
"Main tenant","1992","Couple + C. GT 16 ","Rural Area","360","0.284337058516324","0.256406139348289","0.312267977684359","2"
"Main tenant","1992","Couple + C. LE and GT 16","Urban Area","510","0.563149213669463","0.528070328486234","0.598228098852692","2"
"Owner","1992","1-pers.-HH","Urban Area","174","0.183661991617442","0.159578573795878","0.207745409439007","1"
"Owner","1992","1-pers.-HH","Rural Area","90","0.257910018546387","0.212011595121714","0.303808441971061","1"
"Owner","1992","(Married) couple without C. ","Urban Area","772","0.404472002341751","0.384335427739799","0.424608576943703","1"
"Owner","1992","(Married) couple without C. ","Rural Area","442","0.513535659838517","0.482258709856048","0.544812609820986","1"
"Owner","1992","Single parent ","Rural Area","71","0.427246122168243","0.357815050398972","0.496677193937515","1"
"Owner","1992","Couple + C. LE 16 ","Urban Area","664","0.409728564183227","0.388629612813202","0.430827515553252","1"
"Owner","1992","Couple + C. LE 16 ","Rural Area","495","0.462219168381875","0.433565193966518","0.490873142797232","1"
"Owner","1992","Single parent ","Urban Area","131","0.35568058139146","0.311202220600437","0.400158942182483","1"
"Owner","1992","Couple + C. GT 16 ","Urban Area","840","0.62215301607552","0.599259524288911","0.645046507862128","1"
"Owner","1992","Couple + C. GT 16 ","Rural Area","621","0.693824220904059","0.665286165655074","0.722362276153044","1"
"Owner","1992","Couple + C. LE and GT 16","Urban Area","252","0.433668295640733","0.398618801437755","0.46871778984371","1"
"Owner","1992","Couple + C. LE and GT 16","Rural Area","210","0.610335096981331","0.56130236289347","0.659367831069192","1"
"Resident or shared accommodation","1992","1-pers.-HH","Rural Area","","","","","5"
"Resident or shared accommodation","1992","(Married) couple without C. ","Urban Area","","","","","5"
"Resident or shared accommodation","1992","1-pers.-HH","Urban Area","","","","","5"
"Resident or shared accommodation","1992","(Married) couple without C. ","Rural Area","","","","","5"
"Resident or shared accommodation","1992","Single parent ","Urban Area","","","","","5"
"Resident or shared accommodation","1992","Single parent ","Rural Area","","","","","5"
"Resident or shared accommodation","1992","Couple + C. LE 16 ","Urban Area","","","","","5"
"Resident or shared accommodation","1992","Couple + C. LE 16 ","Rural Area","","","","","5"
