"hgowner","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence"
"1","2011","16-34 y.","Employed","1644","0.345958683108661","0.332349328706564","0.359568037510759"
"1","2011","35-65 y.","Not Employed","1586","0.466735775288378","0.449488046094513","0.483983504482242"
"1","2011","35-65 y.","Employed","7686","0.549179791406797","0.540704655720731","0.557654927092862"
"1","2011","66 and older","Not Employed","2789","0.544041608221074","0.52998831536368","0.558094901078467"
"1","2011","66 and older","Employed","255","0.58743507647865","0.538387370832897","0.636482782124403"
"2","2011","16-34 y.","Not Employed","1582","0.557199417689903","0.538305359571441","0.576093475808365"
"2","2011","16-34 y.","Employed","2912","0.618197182165303","0.604297467370716","0.63209689695989"
"2","2011","35-65 y.","Not Employed","1598","0.515240948358503","0.49796295495524","0.532518941761766"
"2","2011","35-65 y.","Employed","5442","0.437308827458856","0.428859602538741","0.445758052378972"
"2","2011","66 and older","Not Employed","1936","0.430075835674277","0.416106347683048","0.444045323665506"
"2","2011","66 and older","Employed","130","0.399272134464319","0.350478182073173","0.448066086855465"
"3","2011","16-34 y.","Not Employed","45","0.0410141904776545","0.0334704108913087","0.0485579700640003"
"3","2011","16-34 y.","Employed","136","0.0347686157314808","0.0295273976427488","0.0400098338202128"
"3","2011","35-65 y.","Not Employed","28","","",""
"3","2011","35-65 y.","Employed","108","0.0131766824903152","0.0112344087423189","0.0151189562383114"
"3","2011","66 and older","Not Employed","49","0.0122861338946623","0.00917783603403148","0.0153944317552932"
"3","2011","66 and older","Employed","2","","",""
"4","2011","16-34 y.","Not Employed","","","",""
"4","2011","16-34 y.","Employed","","","",""
"4","2011","35-65 y.","Not Employed","","","",""
"4","2011","35-65 y.","Employed","4","","",""
"4","2011","66 and older","Not Employed","3","","",""
"4","2011","66 and older","Employed","","","",""
"5","2011","16-34 y.","Not Employed","","","",""
"5","2011","16-34 y.","Employed","1","","",""
"5","2011","35-65 y.","Not Employed","2","","",""
"5","2011","35-65 y.","Employed","1","","",""
"5","2011","66 and older","Not Employed","48","0.013289056768318","0.0100580231044698","0.0165200904321662"
"5","2011","66 and older","Employed","","","",""
"1","2012","16-34 y.","Not Employed","975","0.413071885156812","0.393458345795247","0.432685424518376"
"1","2012","16-34 y.","Employed","1553","0.329031226453155","0.315260181177155","0.342802271729156"
"1","2012","35-65 y.","Not Employed","1522","0.473519578415794","0.455926249615376","0.491112907216212"
"1","2012","35-65 y.","Employed","7540","0.549872498359119","0.541329218009825","0.558415778708414"
"1","2012","66 and older","Not Employed","2774","0.54570330215397","0.53168181415157","0.559724790156369"
"1","2012","66 and older","Employed","270","0.595551398950906","0.548502307266335","0.642600490635477"
"2","2012","16-34 y.","Not Employed","1409","0.554001508286981","0.534201158389902","0.57380185818406"
"2","2012","16-34 y.","Employed","2802","0.63474073672894","0.620628495263628","0.648852978194252"
"2","2012","35-65 y.","Not Employed","1543","0.507230017023396","0.48961380486399","0.524846229182803"
"2","2012","35-65 y.","Employed","5369","0.437113243165047","0.428595326591209","0.445631159738884"
"2","2012","66 and older","Not Employed","1975","0.430990361061756","0.417044683676034","0.444936038447477"
"2","2012","66 and older","Employed","144","0.398262416205793","0.351332672637344","0.445192159774242"
"3","2012","16-34 y.","Not Employed","37","0.0329266065562071","0.0258185004697046","0.0400347126427096"
"3","2012","16-34 y.","Employed","117","0.0362280368179045","0.0307514908425303","0.0417045827932788"
"3","2012","35-65 y.","Not Employed","27","","",""
"3","2012","35-65 y.","Employed","113","0.0124947948525548","0.0105873141799972","0.0144022755251124"
"3","2012","66 and older","Not Employed","59","0.0142600184142724","0.0109212426458754","0.0175987941826694"
"3","2012","66 and older","Employed","4","","",""
"4","2012","16-34 y.","Not Employed","","","",""
"4","2012","16-34 y.","Employed","","","",""
"4","2012","35-65 y.","Not Employed","","","",""
"4","2012","35-65 y.","Employed","4","","",""
"4","2012","66 and older","Not Employed","2","","",""
"4","2012","66 and older","Employed","","","",""
"5","2012","16-34 y.","Not Employed","","","",""
"5","2012","16-34 y.","Employed","","","",""
"5","2012","35-65 y.","Not Employed","2","","",""
"5","2012","35-65 y.","Employed","1","","",""
"5","2012","66 and older","Not Employed","34","0.00893295942163541","0.00628326848018832","0.0115826503630825"
"5","2012","66 and older","Employed","","","",""
"1","2013","16-34 y.","Not Employed","1348","0.33236566909937","0.318354299449007","0.346377038749734"
"1","2013","16-34 y.","Employed","1405","0.34870404440936","0.334113221147252","0.363294867671467"
"1","2013","35-65 y.","Not Employed","1953","0.401582223139574","0.388492701346825","0.414671744932323"
"1","2013","35-65 y.","Employed","7202","0.583204240096808","0.574518739902528","0.591889740291087"
"1","2013","66 and older","Not Employed","2683","0.565873998784906","0.551664737329482","0.580083260240331"
"1","2013","66 and older","Employed","282","0.61682424202534","0.571190658358882","0.662457825691798"
"2","2013","16-34 y.","Not Employed","2926","0.643737441404967","0.629493090707265","0.657981792102669"
"2","2013","16-34 y.","Employed","2592","0.623749496596891","0.60891729010992","0.638581703083863"
"2","2013","35-65 y.","Not Employed","3371","0.578898213857364","0.565714767875266","0.592081659839461"
"2","2013","35-65 y.","Employed","5072","0.404055991186954","0.395411362251693","0.412700620122215"
"2","2013","66 and older","Not Employed","1894","0.409390192257921","0.395293319446562","0.423487065069279"
"2","2013","66 and older","Employed","151","0.375449032369074","0.329995851209894","0.420902213528255"
"3","2013","16-34 y.","Not Employed","68","0.0238968894956629","0.0193541093661604","0.0284396696251655"
"3","2013","16-34 y.","Employed","101","0.027546458993749","0.0225354009317152","0.0325575170557829"
"3","2013","35-65 y.","Not Employed","63","0.0180356827664532","0.0144822472015931","0.0215891183313134"
"3","2013","35-65 y.","Employed","102","0.0127068796111571","0.0107337056990823","0.0146800535232318"
"3","2013","66 and older","Not Employed","52","0.0135487252739465","0.0102344332282124","0.0168630173196806"
"3","2013","66 and older","Employed","3","","",""
"4","2013","16-34 y.","Not Employed","","","",""
"4","2013","16-34 y.","Employed","","","",""
"4","2013","35-65 y.","Not Employed","","","",""
"4","2013","35-65 y.","Employed","2","","",""
"4","2013","66 and older","Not Employed","1","","",""
"4","2013","66 and older","Employed","","","",""
"5","2013","16-34 y.","Not Employed","","","",""
"5","2013","16-34 y.","Employed","","","",""
"5","2013","35-65 y.","Not Employed","1","","",""
"5","2013","35-65 y.","Employed","","","",""
"5","2013","66 and older","Not Employed","44","0.0110699649287054","0.00807039049676207","0.0140695393606488"
"5","2013","66 and older","Employed","","","",""
"1","2014","16-34 y.","Not Employed","927","0.404469658810269","0.38537188355551","0.423567434065027"
"1","2014","16-34 y.","Employed","1466","0.311462340421795","0.298114660024988","0.324810020818601"
"1","2014","35-65 y.","Not Employed","1195","0.432799216810092","0.414769625986514","0.450828807633669"
"1","2014","35-65 y.","Employed","7044","0.554873559090173","0.546234912666654","0.563512205513691"
"1","2014","66 and older","Not Employed","2607","0.566439101377519","0.552009553404913","0.580868649350125"
"1","2014","66 and older","Employed","295","0.605898259427689","0.562137549064811","0.649658969790568"
"2","2014","16-34 y.","Not Employed","1568","0.570879624566726","0.551619916636301","0.59013933249715"
"2","2014","16-34 y.","Employed","3036","0.655115058309316","0.641414600307453","0.668815516311179"
"2","2014","35-65 y.","Not Employed","1678","0.551876509292942","0.533780032254927","0.569972986330958"
"2","2014","35-65 y.","Employed","5562","0.432484401697475","0.423872855949406","0.441095947445543"
"2","2014","66 and older","Not Employed","1834","0.40904437658301","0.394728639688134","0.423360113477885"
"2","2014","66 and older","Employed","177","0.375864309662779","0.332489719150611","0.419238900174948"
"3","2014","16-34 y.","Not Employed","41","0.0241797709134376","0.0182025562000293","0.0301569856268458"
"3","2014","16-34 y.","Employed","121","0.0333773879607791","0.0282002012604289","0.0385545746611293"
"3","2014","35-65 y.","Not Employed","27","","",""
"3","2014","35-65 y.","Employed","107","0.012622483659977","0.0106819507480818","0.0145630165718723"
"3","2014","66 and older","Not Employed","49","0.0139696939340008","0.0105523425467227","0.0173870453212788"
"3","2014","66 and older","Employed","7","","",""
"4","2014","16-34 y.","Not Employed","","","",""
"4","2014","16-34 y.","Employed","","","",""
"4","2014","35-65 y.","Not Employed","","","",""
"4","2014","35-65 y.","Employed","","","",""
"4","2014","66 and older","Not Employed","3","","",""
"4","2014","66 and older","Employed","","","",""
"5","2014","16-34 y.","Not Employed","1","","",""
"5","2014","16-34 y.","Employed","1","","",""
"5","2014","35-65 y.","Not Employed","1","","",""
"5","2014","35-65 y.","Employed","1","","",""
"5","2014","66 and older","Not Employed","38","0.00981342968147165","0.00694317797870004","0.0126836813842433"
"5","2014","66 and older","Employed","","","",""
"1","2015","16-34 y.","Not Employed","855","0.343224306380462","0.326596507296584","0.35985210546434"
"1","2015","16-34 y.","Employed","1366","0.327065309808471","0.312790179751705","0.341340439865238"
"1","2015","35-65 y.","Not Employed","1076","0.379469862036483","0.362822589088014","0.396117134984953"
"1","2015","35-65 y.","Employed","6755","0.561407212761377","0.552528226195714","0.57028619932704"
"1","2015","66 and older","Not Employed","2568","0.575363022509093","0.560845195337508","0.589880849680678"
"1","2015","66 and older","Employed","321","0.648476425625119","0.607281135641723","0.689671715608516"
"2","2015","16-34 y.","Not Employed","2200","0.632274909248658","0.615387935813395","0.64916188268392"
"2","2015","16-34 y.","Employed","2674","0.634669011224656","0.620017133805865","0.649320888643447"
"2","2015","35-65 y.","Not Employed","2136","0.600482776801271","0.583679613545515","0.617285940057027"
"2","2015","35-65 y.","Employed","5144","0.427769657801671","0.418916787706628","0.436622527896715"
"2","2015","66 and older","Not Employed","1784","0.399221786768313","0.384837578984315","0.413605994552312"
"2","2015","66 and older","Employed","192","0.348353842684116","0.30724460132106","0.389463084047172"
"3","2015","16-34 y.","Not Employed","76","0.0244187128456206","0.0190132818338636","0.0298241438573775"
"3","2015","16-34 y.","Employed","109","0.038265678966873","0.0324284242761486","0.0441029336575974"
"3","2015","35-65 y.","Not Employed","49","0.0170269659299528","0.0125887088811839","0.0214652229787218"
"3","2015","35-65 y.","Employed","99","0.0108231294369518","0.00897170042505513","0.0126745584488484"
"3","2015","66 and older","Not Employed","57","0.0141333232073759","0.0106663300663326","0.0176003163484192"
"3","2015","66 and older","Employed","3","","",""
"4","2015","16-34 y.","Not Employed","","","",""
"4","2015","16-34 y.","Employed","","","",""
"4","2015","35-65 y.","Not Employed","","","",""
"4","2015","35-65 y.","Employed","","","",""
"4","2015","66 and older","Not Employed","","","",""
"4","2015","66 and older","Employed","","","",""
"5","2015","16-34 y.","Not Employed","1","","",""
"5","2015","16-34 y.","Employed","","","",""
"5","2015","35-65 y.","Not Employed","3","","",""
"5","2015","35-65 y.","Employed","","","",""
"5","2015","66 and older","Not Employed","44","0.0112818675152178","0.00817981967963253","0.014383915350803"
"5","2015","66 and older","Employed","","","",""
"1","2016","16-34 y.","Not Employed","789","0.378603402086526","0.358043505197859","0.399163298975193"
"1","2016","16-34 y.","Employed","1235","0.310134766789275","0.295934766284908","0.324334767293641"
"1","2016","35-65 y.","Not Employed","887","0.401006788665338","0.381287736562087","0.420725840768589"
"1","2016","35-65 y.","Employed","6381","0.557481136333208","0.548437490002167","0.566524782664249"
"1","2016","66 and older","Not Employed","2468","0.577488929717551","0.562688721488088","0.592289137947015"
"1","2016","66 and older","Employed","311","0.625179259251605","0.582875575524764","0.667482942978446"
"2","2016","16-34 y.","Not Employed","1307","0.581508156339978","0.560597597243753","0.602418715436204"
"2","2016","16-34 y.","Employed","2715","0.6452207353934","0.630532680875199","0.6599087899116"
"2","2016","35-65 y.","Not Employed","1453","0.580907708441197","0.561055554781714","0.60075986210068"
"2","2016","35-65 y.","Employed","5096","0.43000037060674","0.420986023248494","0.439014717964986"
"2","2016","66 and older","Not Employed","1723","0.394811491304245","0.380165553799431","0.409457428809058"
"2","2016","66 and older","Employed","188","0.363870924502482","0.321826307690715","0.405915541314249"
"3","2016","16-34 y.","Not Employed","42","0.0398884415734957","0.0315932079072423","0.0481836752397491"
"3","2016","16-34 y.","Employed","125","0.0446000158166315","0.0382629075838273","0.0509371240494357"
"3","2016","35-65 y.","Not Employed","28","","",""
"3","2016","35-65 y.","Employed","110","0.0125184930600519","0.0104940614981671","0.0145429246219368"
"3","2016","66 and older","Not Employed","48","0.0145593325913267","0.0109704196641686","0.0181482455184848"
"3","2016","66 and older","Employed","4","","",""
"4","2016","16-34 y.","Not Employed","","","",""
"4","2016","16-34 y.","Employed","","","",""
"4","2016","35-65 y.","Not Employed","","","",""
"4","2016","35-65 y.","Employed","","","",""
"4","2016","66 and older","Not Employed","","","",""
"4","2016","66 and older","Employed","","","",""
"5","2016","16-34 y.","Not Employed","","","",""
"5","2016","16-34 y.","Employed","1","","",""
"5","2016","35-65 y.","Not Employed","5","","",""
"5","2016","35-65 y.","Employed","","","",""
"5","2016","66 and older","Not Employed","40","0.0131402463868773","0.00972826682551455","0.0165522259482401"
"5","2016","66 and older","Employed","","","",""
"1","2017","16-34 y.","Not Employed","874","0.354931679336048","0.340066101540293","0.369797257131804"
"1","2017","16-34 y.","Employed","1380","0.293812067645845","0.28071129390487","0.306912841386819"
"1","2017","35-65 y.","Not Employed","943","0.366267741984606","0.351147176616328","0.381388307352885"
"1","2017","35-65 y.","Employed","7255","0.563907899172081","0.555407869506829","0.572407928837333"
"1","2017","66 and older","Not Employed","2567","0.578827696631344","0.564324121567522","0.593331271695166"
"1","2017","66 and older","Employed","388","0.681095775958213","0.643897426998607","0.718294124917818"
"2","2017","16-34 y.","Not Employed","2615","0.589267323613992","0.573983135929101","0.604551511298884"
"2","2017","16-34 y.","Employed","3059","0.661797837731517","0.648191136547644","0.675404538915391"
"2","2017","35-65 y.","Not Employed","2689","0.607594865512075","0.592270229226729","0.622919501797422"
"2","2017","35-65 y.","Employed","5659","0.419373684099391","0.410915518428738","0.427831849770045"
"2","2017","66 and older","Not Employed","1757","0.387897853609718","0.37358450817274","0.402211199046695"
"2","2017","66 and older","Employed","205","0.302288073627407","0.265632669263028","0.338943477991787"
"3","2017","16-34 y.","Not Employed","124","0.0333708923642858","0.0277910696634211","0.0389507150651506"
"3","2017","16-34 y.","Employed","165","0.0427461835332209","0.0369283108666366","0.0485640561998053"
"3","2017","35-65 y.","Not Employed","73","0.0163255090524868","0.0123483326117197","0.0203026854932538"
"3","2017","35-65 y.","Employed","149","0.0160432318789731","0.0138896510266368","0.0181968127313093"
"3","2017","66 and older","Not Employed","73","0.0188975151079453","0.0148977908531968","0.0228972393626939"
"3","2017","66 and older","Employed","9","","",""
"4","2017","16-34 y.","Not Employed","","","",""
"4","2017","16-34 y.","Employed","","","",""
"4","2017","35-65 y.","Not Employed","","","",""
"4","2017","35-65 y.","Employed","","","",""
"4","2017","66 and older","Not Employed","","","",""
"4","2017","66 and older","Employed","","","",""
"5","2017","16-34 y.","Not Employed","367","0.0224301046856735","0.0178296991787017","0.0270305101926453"
"5","2017","16-34 y.","Employed","40","0.00164391108941685","0.000478755605527516","0.00280906657330619"
"5","2017","35-65 y.","Not Employed","195","0.00981188345083177","0.00671837837520679","0.0129053885264568"
"5","2017","35-65 y.","Employed","12","","",""
"5","2017","66 and older","Not Employed","55","0.0143769346509931","0.0108802288691792","0.0178736404328071"
"5","2017","66 and older","Employed","1","","",""
"1","2018","16-34 y.","Not Employed","788","0.375005563320388","0.360286937908259","0.389724188732518"
"1","2018","16-34 y.","Employed","1346","0.303479835566237","0.290459802077161","0.316499869055313"
"1","2018","35-65 y.","Not Employed","831","0.373322606718599","0.358413199411851","0.388232014025347"
"1","2018","35-65 y.","Employed","6791","0.557451321778137","0.548776361635287","0.566126281920988"
"1","2018","66 and older","Not Employed","2549","0.58306007955344","0.568622231151397","0.597497927955484"
"1","2018","66 and older","Employed","371","0.641287540921446","0.603473465569372","0.67910161627352"
"2","2018","16-34 y.","Not Employed","2825","0.553483672212217","0.538369603210211","0.568597741214222"
"2","2018","16-34 y.","Employed","3197","0.655610878174978","0.64215450191018","0.669067254439776"
"2","2018","35-65 y.","Not Employed","2935","0.600304702027204","0.585205756701397","0.615403647353011"
"2","2018","35-65 y.","Employed","5673","0.429697051746132","0.421051006883863","0.4383430966084"
"2","2018","66 and older","Not Employed","1831","0.393168492913121","0.378865316384884","0.407471669441357"
"2","2018","66 and older","Employed","239","0.341040189846382","0.303664768432338","0.378415611260427"
"3","2018","16-34 y.","Not Employed","116","0.0377134762552233","0.0319217129338846","0.043505239576562"
"3","2018","16-34 y.","Employed","155","0.0375437664911939","0.0321605759876703","0.0429269569947175"
"3","2018","35-65 y.","Not Employed","65","0.0156709593070514","0.011842587045057","0.0194993315690458"
"3","2018","35-65 y.","Employed","114","0.0124438433143222","0.0105076814721444","0.0143800051564999"
"3","2018","66 and older","Not Employed","40","0.00887755349960511","0.00613080188102807","0.0116243051181821"
"3","2018","66 and older","Employed","7","","",""
"4","2018","16-34 y.","Not Employed","","","",""
"4","2018","16-34 y.","Employed","","","",""
"4","2018","35-65 y.","Not Employed","","","",""
"4","2018","35-65 y.","Employed","","","",""
"4","2018","66 and older","Not Employed","1","","",""
"4","2018","66 and older","Employed","","","",""
"5","2018","16-34 y.","Not Employed","427","0.0337972882121719","0.0283033297034096","0.0392912467209342"
"5","2018","16-34 y.","Employed","92","0.00336551976759092","0.00172540453815725","0.00500563499702458"
"5","2018","35-65 y.","Not Employed","212","0.0107017319471451","0.00753007009171275","0.0138733938025775"
"5","2018","35-65 y.","Employed","15","","",""
"5","2018","66 and older","Not Employed","59","0.014370554088545","0.0108855549452382","0.0178555532318518"
"5","2018","66 and older","Employed","1","","",""
"1","2019","16-34 y.","Not Employed","752","0.385657944762573","0.369068293450231","0.402247596074914"
"1","2019","16-34 y.","Employed","1239","0.294030548289411","0.280774776258823","0.307286320319999"
"1","2019","35-65 y.","Not Employed","946","0.40536959865688","0.389824822129293","0.420914375184466"
"1","2019","35-65 y.","Employed","7619","0.566915742790929","0.558479426871996","0.575352058709862"
"1","2019","66 and older","Not Employed","2550","0.585490764601967","0.571013289329195","0.599968239874738"
"1","2019","66 and older","Employed","560","0.593229471060928","0.559990068457495","0.626468873664361"
"2","2019","16-34 y.","Not Employed","2230","0.560217876593579","0.54330068526702","0.577135067920138"
"2","2019","16-34 y.","Employed","3026","0.656596650789291","0.64278112429439","0.670412177284191"
"2","2019","35-65 y.","Not Employed","2636","0.569352272909494","0.553674406847808","0.58503013897118"
"2","2019","35-65 y.","Employed","5485","0.422189570245171","0.41378038700691","0.430598753483433"
"2","2019","66 and older","Not Employed","1777","0.382251095243559","0.367970508124317","0.396531682362801"
"2","2019","66 and older","Employed","272","0.400811069573178","0.367650738719731","0.433971400426626"
"3","2019","16-34 y.","Not Employed","120","0.0339590049498489","0.0277858631930347","0.0401321467066631"
"3","2019","16-34 y.","Employed","180","0.045603988737506","0.0395340882948125","0.0516738891801995"
"3","2019","35-65 y.","Not Employed","103","0.0164933675225385","0.0124608277863438","0.0205259072587331"
"3","2019","35-65 y.","Employed","120","0.010522953637021","0.00878563664278516","0.0122602706312569"
"3","2019","66 and older","Not Employed","59","0.0154335151237008","0.011810912880518","0.0190561173668836"
"3","2019","66 and older","Employed","7","","",""
"4","2019","16-34 y.","Not Employed","","","",""
"4","2019","16-34 y.","Employed","","","",""
"4","2019","35-65 y.","Not Employed","","","",""
"4","2019","35-65 y.","Employed","","","",""
"4","2019","66 and older","Not Employed","","","",""
"4","2019","66 and older","Employed","","","",""
"5","2019","16-34 y.","Not Employed","205","0.0201651736939994","0.0153743695899277","0.0249559777980711"
"5","2019","16-34 y.","Employed","93","0.00376881218379201","0.00198603051597057","0.00555159385161345"
"5","2019","35-65 y.","Not Employed","147","0.00878476091108818","0.00583025883814504","0.0117392629840313"
"5","2019","35-65 y.","Employed","28","","",""
"5","2019","66 and older","Not Employed","62","0.0168246250307734","0.0130449549319937","0.0206042951295532"
"5","2019","66 and older","Employed","","","",""
