"hlf0094","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence"
"Too Expensive","2005","35-65 y.","Employed","80","0.012504853134924","0.00951372504039012","0.0154959812294579"
"Too Expensive","2005","66 and older","Not Employed","10","","",""
"Too Expensive","2005","66 and older","Employed","1","","",""
"Very Inexpensive","2006","16-34 y.","Not Employed","87","0.106867366068916","0.0865015184290567","0.127233213708775"
"Very Inexpensive","2006","16-34 y.","Employed","146","0.105771029123024","0.0892488701637335","0.122293188082315"
"Very Inexpensive","2006","35-65 y.","Not Employed","179","0.112604193201602","0.0968009172016487","0.128407469201556"
"Very Inexpensive","2006","35-65 y.","Employed","570","0.0951420361870143","0.0875376446446449","0.102746427729384"
"Very Inexpensive","2006","66 and older","Not Employed","288","0.137043497802952","0.122915336904236","0.151171658701668"
"Very Inexpensive","2006","66 and older","Employed","32","0.158220549972383","0.107515389984989","0.208925709959776"
"Inexpensive","2006","16-34 y.","Not Employed","235","0.298671164922105","0.268500877048828","0.328841452795382"
"Inexpensive","2006","16-34 y.","Employed","369","0.281908005173447","0.257736549248214","0.306079461098681"
"Inexpensive","2006","35-65 y.","Not Employed","472","0.304191992964131","0.28119189120658","0.327192094721682"
"Inexpensive","2006","35-65 y.","Employed","1552","0.276367445093643","0.264777255694917","0.28795763449237"
"Inexpensive","2006","66 and older","Not Employed","794","0.342968442533608","0.323466307576685","0.362470577490531"
"Inexpensive","2006","66 and older","Employed","61","0.315697074585542","0.251119604058005","0.380274545113079"
"Reasonable","2006","16-34 y.","Not Employed","456","0.492329689489167","0.459373206834648","0.525286172143687"
"Reasonable","2006","16-34 y.","Employed","669","0.509076609824544","0.482219609942576","0.535933609706513"
"Reasonable","2006","35-65 y.","Not Employed","736","0.466521938745122","0.441581420401621","0.491462457088623"
"Reasonable","2006","35-65 y.","Employed","2901","0.501615487786569","0.488656956541129","0.514574019032008"
"Reasonable","2006","66 and older","Not Employed","1022","0.447417081726057","0.4269894993556","0.467844664096514"
"Reasonable","2006","66 and older","Employed","88","0.41818621849738","0.349653428400846","0.486719008593914"
"Slightly Expensive","2006","16-34 y.","Not Employed","95","0.0950606126404107","0.0757261543509278","0.114395070929894"
"Slightly Expensive","2006","16-34 y.","Employed","129","0.0926768097675825","0.0770983109154249","0.10825530861974"
"Slightly Expensive","2006","35-65 y.","Not Employed","131","0.099952303231205","0.0849575154795642","0.114947090982846"
"Slightly Expensive","2006","35-65 y.","Employed","620","0.11532598392432","0.107047643857076","0.123604323991564"
"Slightly Expensive","2006","66 and older","Not Employed","143","0.0608001031891981","0.050982778867579","0.0706174275108173"
"Slightly Expensive","2006","66 and older","Employed","16","","",""
"Too Expensive","2006","16-34 y.","Not Employed","11","","",""
"Too Expensive","2006","16-34 y.","Employed","18","","",""
"Too Expensive","2006","35-65 y.","Not Employed","19","","",""
"Too Expensive","2006","35-65 y.","Employed","76","0.0115490470084534","0.00877994675412596","0.0143181472627808"
"Too Expensive","2006","66 and older","Not Employed","29","","",""
"Too Expensive","2006","66 and older","Employed","2","","",""
"Very Inexpensive","2007","16-34 y.","Not Employed","82","0.085148073078242","0.0661718230109558","0.104124323145528"
"Very Inexpensive","2007","16-34 y.","Employed","113","0.0967947319055237","0.0800654785005775","0.11352398531047"
"Very Inexpensive","2007","35-65 y.","Not Employed","161","0.109537919382238","0.0926898134581032","0.126386025306374"
"Very Inexpensive","2007","35-65 y.","Employed","507","0.0833727805555222","0.0759913113003114","0.090754249810733"
"Very Inexpensive","2007","66 and older","Not Employed","262","0.114741264393201","0.101636209221464","0.127846319564937"
"Very Inexpensive","2007","66 and older","Employed","23","","",""
"Inexpensive","2007","16-34 y.","Not Employed","194","0.230777161490604","0.202130759775071","0.259423563206136"
"Inexpensive","2007","16-34 y.","Employed","370","0.298718531793661","0.272822409800929","0.324614653786393"
"Inexpensive","2007","35-65 y.","Not Employed","392","0.29095520124127","0.266452665812537","0.315457736670003"
"Inexpensive","2007","35-65 y.","Employed","1506","0.288179414914084","0.276085941708253","0.300272888119915"
"Inexpensive","2007","66 and older","Not Employed","786","0.346143529808629","0.326581530043274","0.365705529573983"
"Inexpensive","2007","66 and older","Employed","59","0.328280554161571","0.25727211122479","0.399288997098352"
"Reasonable","2007","16-34 y.","Not Employed","447","0.549347020299056","0.515517792133397","0.583176248464716"
"Reasonable","2007","16-34 y.","Employed","585","0.490593480838914","0.462308844212605","0.518878117465223"
"Reasonable","2007","35-65 y.","Not Employed","633","0.504328541202232","0.477356435373163","0.531300647031301"
"Reasonable","2007","35-65 y.","Employed","2772","0.511694566520374","0.498347510644535","0.525041622396214"
"Reasonable","2007","66 and older","Not Employed","1063","0.466541794029326","0.446028311064632","0.48705527699402"
"Reasonable","2007","66 and older","Employed","76","0.454558723146071","0.379264362711946","0.529853083580196"
"Slightly Expensive","2007","16-34 y.","Not Employed","97","0.126450199540171","0.103853179380915","0.149047219699428"
"Slightly Expensive","2007","16-34 y.","Employed","111","0.105303141357403","0.0879364899183244","0.122669792796481"
"Slightly Expensive","2007","35-65 y.","Not Employed","111","0.0750091482288965","0.0607993810873325","0.0892189153704605"
"Slightly Expensive","2007","35-65 y.","Employed","527","0.10128840391155","0.0932323134540848","0.109344494369015"
"Slightly Expensive","2007","66 and older","Not Employed","135","0.0596184961935855","0.0498823636991039","0.069354628688067"
"Slightly Expensive","2007","66 and older","Employed","9","","",""
"Too Expensive","2007","16-34 y.","Not Employed","11","","",""
"Too Expensive","2007","16-34 y.","Employed","21","","",""
"Too Expensive","2007","35-65 y.","Not Employed","23","","",""
"Too Expensive","2007","35-65 y.","Employed","76","0.0154648340984695","0.0121700834912615","0.0187595847056775"
"Too Expensive","2007","66 and older","Not Employed","26","","",""
"Too Expensive","2007","66 and older","Employed","1","","",""
"Very Inexpensive","2008","16-34 y.","Not Employed","81","0.107573111522043","0.0848144727346584","0.130331750309429"
"Very Inexpensive","2008","16-34 y.","Employed","122","0.113245921305148","0.0952638071150718","0.131228035495225"
"Very Inexpensive","2008","35-65 y.","Not Employed","120","0.102127827359974","0.0848720304355487","0.119383624284398"
"Very Inexpensive","2008","35-65 y.","Employed","521","0.103795497143752","0.095416693414204","0.112174300873301"
"Very Inexpensive","2008","66 and older","Not Employed","306","0.131358719533079","0.117496424625935","0.145221014440224"
"Very Inexpensive","2008","66 and older","Employed","35","0.14513925282828","0.0964436000781814","0.193834905578378"
"Inexpensive","2008","16-34 y.","Not Employed","202","0.265856833529981","0.233406259138407","0.298307407921554"
"Inexpensive","2008","16-34 y.","Employed","289","0.217760820264292","0.194340786150878","0.241180854377706"
"Inexpensive","2008","35-65 y.","Not Employed","363","0.312059186210567","0.285656401017167","0.338461971403967"
"Inexpensive","2008","35-65 y.","Employed","1367","0.257861329414314","0.245843533086842","0.269879125741786"
"Inexpensive","2008","66 and older","Not Employed","730","0.311525997225756","0.292520625487394","0.330531368964118"
"Inexpensive","2008","66 and older","Employed","52","0.303887155358312","0.240303417063365","0.367470893653259"
"Reasonable","2008","16-34 y.","Not Employed","359","0.512777917522137","0.476063534599997","0.549492300444277"
"Reasonable","2008","16-34 y.","Employed","644","0.545266173399792","0.517010167140724","0.57352217965886"
"Reasonable","2008","35-65 y.","Not Employed","586","0.488444106948058","0.459959534713907","0.516928679182209"
"Reasonable","2008","35-65 y.","Employed","2629","0.516177363784966","0.502448589361271","0.529906138208662"
"Reasonable","2008","66 and older","Not Employed","1078","0.475730862190049","0.455236082320797","0.496225642059301"
"Reasonable","2008","66 and older","Employed","97","0.44765998983838","0.378917152368713","0.516402827308048"
"Slightly Expensive","2008","16-34 y.","Not Employed","63","0.107579635379319","0.0848203896827454","0.130338881075893"
"Slightly Expensive","2008","16-34 y.","Employed","121","0.113236746988208","0.0952552681823924","0.131218225794023"
"Slightly Expensive","2008","35-65 y.","Not Employed","94","0.0740273314892329","0.0591079489393574","0.0889467140391084"
"Slightly Expensive","2008","35-65 y.","Employed","491","0.105701699363882","0.0972553043680532","0.114148094359712"
"Slightly Expensive","2008","66 and older","Not Employed","151","0.0736744890075244","0.0629537227597299","0.0843952552553189"
"Slightly Expensive","2008","66 and older","Employed","16","","",""
"Too Expensive","2008","16-34 y.","Not Employed","7","","",""
"Too Expensive","2008","16-34 y.","Employed","17","","",""
"Too Expensive","2008","35-65 y.","Not Employed","20","","",""
"Too Expensive","2008","35-65 y.","Employed","82","0.0164641102930842","0.0129682550635602","0.0199599655226082"
"Too Expensive","2008","66 and older","Not Employed","16","","",""
"Too Expensive","2008","66 and older","Employed","1","","",""
"Very Inexpensive","2009","16-34 y.","Not Employed","68","0.122424942850201","0.0969909325900598","0.147858953110342"
"Very Inexpensive","2009","16-34 y.","Employed","116","0.113396625460188","0.0945211367341112","0.132272114186265"
"Very Inexpensive","2009","35-65 y.","Not Employed","126","0.141012917731514","0.120198286732598","0.16182754873043"
"Very Inexpensive","2009","35-65 y.","Employed","518","0.105511741476197","0.0968415801653476","0.114181902787046"
"Very Inexpensive","2009","66 and older","Not Employed","285","0.132858472948401","0.118584074961416","0.147132870935385"
"Very Inexpensive","2009","66 and older","Employed","34","0.137186236226109","0.0917240252133705","0.182648447238847"
"Inexpensive","2009","16-34 y.","Not Employed","169","0.288571435322073","0.253412956962842","0.323729913681304"
"Inexpensive","2009","16-34 y.","Employed","282","0.273095605044467","0.246572189298006","0.299619020790927"
"Inexpensive","2009","35-65 y.","Not Employed","356","0.314483780373653","0.28671518300396","0.342252377743346"
"Inexpensive","2009","35-65 y.","Employed","1335","0.276295320356191","0.26367539125216","0.288915249460221"
"Inexpensive","2009","66 and older","Not Employed","705","0.323116926888151","0.303449168599414","0.342784685176889"
"Inexpensive","2009","66 and older","Employed","72","0.434784078529972","0.369278126905411","0.500290030154533"
"Reasonable","2009","16-34 y.","Not Employed","342","0.486190343400362","0.447407285632195","0.524973401168529"
"Reasonable","2009","16-34 y.","Employed","555","0.492304184563335","0.462542877174454","0.522065491952217"
"Reasonable","2009","35-65 y.","Not Employed","481","0.433062969802605","0.403429064587272","0.462696875017938"
"Reasonable","2009","35-65 y.","Employed","2475","0.508393837218802","0.494284771446315","0.522502902991288"
"Reasonable","2009","66 and older","Not Employed","1022","0.461926657616041","0.440960182077674","0.482893133154407"
"Reasonable","2009","66 and older","Employed","93","0.348628935499167","0.285659080008304","0.411598790990031"
"Slightly Expensive","2009","16-34 y.","Not Employed","52","0.0862881088964375","0.0645000838614956","0.108076133931379"
"Slightly Expensive","2009","16-34 y.","Employed","109","0.101202448938373","0.0832485034987228","0.119156394378024"
"Slightly Expensive","2009","35-65 y.","Not Employed","102","0.0966043562365545","0.0789365225789194","0.11427218989419"
"Slightly Expensive","2009","35-65 y.","Employed","440","0.0964845127022376","0.088151806595822","0.104817218808653"
"Slightly Expensive","2009","66 and older","Not Employed","142","0.0709247426921723","0.0601292488961604","0.0817202364881842"
"Slightly Expensive","2009","66 and older","Employed","18","","",""
"Too Expensive","2009","16-34 y.","Not Employed","7","","",""
"Too Expensive","2009","16-34 y.","Employed","22","","",""
"Too Expensive","2009","35-65 y.","Not Employed","9","","",""
"Too Expensive","2009","35-65 y.","Employed","55","0.0133145882465734","0.0100798236306305","0.0165493528625162"
"Too Expensive","2009","66 and older","Not Employed","18","","",""
"Too Expensive","2009","66 and older","Employed","3","","",""
"Very Inexpensive","2010","16-34 y.","Not Employed","81","0.107711957585238","0.0872174187910469","0.12820649637943"
"Very Inexpensive","2010","16-34 y.","Employed","130","0.0934590862266587","0.0790242438410462","0.107893928612271"
"Very Inexpensive","2010","35-65 y.","Not Employed","149","0.132735339815249","0.114198831706539","0.15127184792396"
"Very Inexpensive","2010","35-65 y.","Employed","535","0.0829154328770171","0.0760303428582992","0.0898005228957351"
"Very Inexpensive","2010","66 and older","Not Employed","255","0.117423570097959","0.103790547316324","0.131056592879593"
"Very Inexpensive","2010","66 and older","Employed","39","0.16021247512589","0.108860999286177","0.211563950965603"
"Inexpensive","2010","16-34 y.","Not Employed","242","0.274719973206977","0.245211167690974","0.30422877872298"
"Inexpensive","2010","16-34 y.","Employed","370","0.246815590659238","0.225433777422707","0.268197403895769"
"Inexpensive","2010","35-65 y.","Not Employed","363","0.293127695647087","0.26825872970478","0.317996661589394"
"Inexpensive","2010","35-65 y.","Employed","1662","0.260434675505942","0.249476836431196","0.271392514580689"
"Inexpensive","2010","66 and older","Not Employed","699","0.321692579357988","0.301910489814543","0.341474668901432"
"Inexpensive","2010","66 and older","Employed","56","0.328855096770141","0.263084695406282","0.394625498133999"
"Reasonable","2010","16-34 y.","Not Employed","453","0.520722912090863","0.487697341403314","0.553748482778412"
"Reasonable","2010","16-34 y.","Employed","839","0.512700115917763","0.487912347040831","0.537487884794694"
"Reasonable","2010","35-65 y.","Not Employed","640","0.461935402226381","0.434697939405675","0.489172865047087"
"Reasonable","2010","35-65 y.","Employed","3252","0.542028472444349","0.529588553991909","0.55446839089679"
"Reasonable","2010","66 and older","Not Employed","1029","0.485145014268584","0.46398009552752","0.506309933009648"
"Reasonable","2010","66 and older","Employed","82","0.40774267176599","0.338945852589982","0.476539490941997"
"Slightly Expensive","2010","16-34 y.","Not Employed","87","0.0820022554447698","0.0638643405665858","0.100140170322954"
"Slightly Expensive","2010","16-34 y.","Employed","184","0.130502395772054","0.113797221395102","0.147207570149005"
"Slightly Expensive","2010","35-65 y.","Not Employed","108","0.0949520422919202","0.0789363111716222","0.110967773412218"
"Slightly Expensive","2010","35-65 y.","Employed","622","0.100159401331908","0.0926636374825","0.107655165181315"
"Slightly Expensive","2010","66 and older","Not Employed","139","0.0613710593845264","0.0512070013024021","0.0715351174666508"
"Slightly Expensive","2010","66 and older","Employed","17","","",""
"Too Expensive","2010","16-34 y.","Not Employed","16","","",""
"Too Expensive","2010","16-34 y.","Employed","39","0.016522811424287","0.0102011432642939","0.0228444795842801"
"Too Expensive","2010","35-65 y.","Not Employed","27","","",""
"Too Expensive","2010","35-65 y.","Employed","91","0.0144620178407836","0.0114811798427508","0.0174428558388164"
"Too Expensive","2010","66 and older","Not Employed","20","","",""
"Too Expensive","2010","66 and older","Employed","2","","",""
"Very Inexpensive","2011","16-34 y.","Not Employed","103","0.125196483184235","0.104756304845393","0.145636661523077"
"Very Inexpensive","2011","16-34 y.","Employed","123","0.063580528257201","0.0516765093041349","0.0754845472102671"
"Very Inexpensive","2011","35-65 y.","Not Employed","151","0.110910749626957","0.095277770718679","0.126543728535235"
"Very Inexpensive","2011","35-65 y.","Employed","664","0.0855031958810432","0.0792052868602701","0.0918011049018163"
"Very Inexpensive","2011","66 and older","Not Employed","308","0.110541284563515","0.0987703670514229","0.122312202075606"
"Very Inexpensive","2011","66 and older","Employed","36","0.162709328275715","0.116956026621317","0.208462629930112"
"Inexpensive","2011","16-34 y.","Not Employed","267","0.227532893561247","0.2016391138935","0.253426673228994"
"Inexpensive","2011","16-34 y.","Employed","413","0.266225470626442","0.244662805223357","0.287788136029528"
"Inexpensive","2011","35-65 y.","Not Employed","485","0.318494768147081","0.295301177365569","0.341688358928594"
"Inexpensive","2011","35-65 y.","Employed","2166","0.286969358343405","0.276781427865052","0.297157288821757"
"Inexpensive","2011","66 and older","Not Employed","798","0.29978302190149","0.282583950468677","0.316982093334303"
"Inexpensive","2011","66 and older","Employed","66","0.246104415355202","0.192710300753767","0.299498529956637"
"Reasonable","2011","16-34 y.","Not Employed","513","0.534119727354916","0.503309860214105","0.564929594495726"
"Reasonable","2011","16-34 y.","Employed","867","0.567885967008826","0.543718781292302","0.59205315272535"
"Reasonable","2011","35-65 y.","Not Employed","735","0.439130523027192","0.414424095208539","0.463836950845845"
"Reasonable","2011","35-65 y.","Employed","3950","0.518588836551281","0.50733543611513","0.529842236987433"
"Reasonable","2011","66 and older","Not Employed","1416","0.516701127220263","0.497941994290806","0.535460260149719"
"Reasonable","2011","66 and older","Employed","120","0.488956201416389","0.426991818750955","0.550920584081822"
"Slightly Expensive","2011","16-34 y.","Not Employed","101","0.0976611630640199","0.079326238530521","0.115996087597519"
"Slightly Expensive","2011","16-34 y.","Employed","182","0.0882810426299371","0.0744402632770344","0.10212182198284"
"Slightly Expensive","2011","35-65 y.","Not Employed","155","0.115881780405535","0.0999470400379851","0.131816520773085"
"Slightly Expensive","2011","35-65 y.","Employed","683","0.0957762175818949","0.0891482417489898","0.1024041934148"
"Slightly Expensive","2011","66 and older","Not Employed","172","0.0605364002200962","0.051584124691636","0.0694886757485565"
"Slightly Expensive","2011","66 and older","Employed","25","","",""
"Too Expensive","2011","16-34 y.","Not Employed","23","","",""
"Too Expensive","2011","16-34 y.","Employed","29","","",""
"Too Expensive","2011","35-65 y.","Not Employed","24","","",""
"Too Expensive","2011","35-65 y.","Employed","110","0.013162391642376","0.0105955187528697","0.0157292645318822"
"Too Expensive","2011","66 and older","Not Employed","32","0.0124381660946363","0.00827766644301372","0.0165986657462589"
"Too Expensive","2011","66 and older","Employed","3","","",""
"Very Inexpensive","2012","16-34 y.","Not Employed","85","0.108682355101646","0.0890043001217104","0.128360410081582"
"Very Inexpensive","2012","16-34 y.","Employed","110","0.0843596892383141","0.0704471324114317","0.0982722460651966"
"Very Inexpensive","2012","35-65 y.","Not Employed","153","0.0970806138490935","0.0820576914067492","0.112103536291438"
"Very Inexpensive","2012","35-65 y.","Employed","623","0.0821738613526196","0.0759448076695822","0.0884029150356571"
"Very Inexpensive","2012","66 and older","Not Employed","329","0.112242490390766","0.100390517154164","0.124094463627368"
"Very Inexpensive","2012","66 and older","Employed","34","0.0930152763105632","0.0581105369729275","0.127920015648199"
"Inexpensive","2012","16-34 y.","Not Employed","303","0.281809964004259","0.253366384004596","0.310253544003922"
"Inexpensive","2012","16-34 y.","Employed","399","0.242549147984348","0.221092883225102","0.264005412743593"
"Inexpensive","2012","35-65 y.","Not Employed","443","0.290163822781526","0.267135390334527","0.313192255228524"
"Inexpensive","2012","35-65 y.","Employed","2158","0.285278894870068","0.27503705125054","0.295520738489596"
"Inexpensive","2012","66 and older","Not Employed","845","0.307103651844031","0.289783908010871","0.324423395677191"
"Inexpensive","2012","66 and older","Employed","87","0.311841992408418","0.256172321383544","0.367511663433292"
"Reasonable","2012","16-34 y.","Not Employed","475","0.495675340035082","0.464064200196445","0.527286479873719"
"Reasonable","2012","16-34 y.","Employed","839","0.543507193732727","0.518572925281451","0.568441462184002"
"Reasonable","2012","35-65 y.","Not Employed","729","0.482400539806915","0.457045489336244","0.507755590277586"
"Reasonable","2012","35-65 y.","Employed","3900","0.523013686412295","0.511684870986151","0.534342501838438"
"Reasonable","2012","66 and older","Not Employed","1344","0.501014571572221","0.482241559995752","0.519787583148689"
"Reasonable","2012","66 and older","Employed","112","0.47310708532694","0.413107509786731","0.533106660867149"
"Slightly Expensive","2012","16-34 y.","Not Employed","82","0.0917628870254431","0.0735105048442779","0.110015269206608"
"Slightly Expensive","2012","16-34 y.","Employed","167","0.114575367087146","0.0986313246249161","0.130519409549375"
"Slightly Expensive","2012","35-65 y.","Not Employed","147","0.112710727187344","0.0966642789007659","0.128757175473921"
"Slightly Expensive","2012","35-65 y.","Employed","670","0.0956616381512947","0.0889903546128895","0.1023329216897"
"Slightly Expensive","2012","66 and older","Not Employed","168","0.0633815946235374","0.0542335607861366","0.0725296284609382"
"Slightly Expensive","2012","66 and older","Employed","26","","",""
"Too Expensive","2012","16-34 y.","Not Employed","16","","",""
"Too Expensive","2012","16-34 y.","Employed","18","","",""
"Too Expensive","2012","35-65 y.","Not Employed","20","","",""
"Too Expensive","2012","35-65 y.","Employed","116","0.0138719192137229","0.0112190859545701","0.0165247524728758"
"Too Expensive","2012","66 and older","Not Employed","39","0.0162576915694449","0.0115094265279592","0.0210059566109305"
"Too Expensive","2012","66 and older","Employed","7","","",""
"Very Inexpensive","2013","16-34 y.","Not Employed","126","0.0980083220419508","0.0819687097008821","0.114047934383019"
"Very Inexpensive","2013","16-34 y.","Employed","108","0.0885416885927904","0.0736181855571915","0.103465191628389"
"Very Inexpensive","2013","35-65 y.","Not Employed","176","0.0959910698589816","0.0827905090403847","0.109191630677578"
"Very Inexpensive","2013","35-65 y.","Employed","698","0.100624012824695","0.0936378600411336","0.107610165608257"
"Very Inexpensive","2013","66 and older","Not Employed","285","0.104374369155416","0.0926804276054747","0.116068310705358"
"Very Inexpensive","2013","66 and older","Employed","43","0.105397373461116","0.0693016565736397","0.141493090348592"
"Inexpensive","2013","16-34 y.","Not Employed","365","0.25049797077186","0.227123077425777","0.273872864117944"
"Inexpensive","2013","16-34 y.","Employed","395","0.310547008701689","0.286239274509578","0.334854742893801"
"Inexpensive","2013","35-65 y.","Not Employed","544","0.29848394579809","0.27797846759716","0.318989423999021"
"Inexpensive","2013","35-65 y.","Employed","2036","0.283098919943239","0.272636904845362","0.293560935041116"
"Inexpensive","2013","66 and older","Not Employed","856","0.335831391996132","0.317767948399959","0.353894835592304"
"Inexpensive","2013","66 and older","Employed","80","0.307326498406846","0.253090207200272","0.36156278961342"
"Reasonable","2013","16-34 y.","Not Employed","683","0.551751672734343","0.524923425899212","0.578579919569474"
"Reasonable","2013","16-34 y.","Employed","730","0.471403834103425","0.445180552847315","0.497627115359534"
"Reasonable","2013","35-65 y.","Not Employed","933","0.463142423686101","0.440797574323088","0.485487273049113"
"Reasonable","2013","35-65 y.","Employed","3678","0.507544563123004","0.495934430597174","0.519154695648833"
"Reasonable","2013","66 and older","Not Employed","1280","0.47826723992339","0.459161665450968","0.497372814395812"
"Reasonable","2013","66 and older","Employed","134","0.493324530200673","0.434554354651296","0.55209470575005"
"Slightly Expensive","2013","16-34 y.","Not Employed","120","0.0854694044909687","0.0703871736328316","0.100551635349106"
"Slightly Expensive","2013","16-34 y.","Employed","136","0.108038080345981","0.091730479998464","0.124345680693498"
"Slightly Expensive","2013","35-65 y.","Not Employed","216","0.119568377840289","0.105028974286421","0.134107781394158"
"Slightly Expensive","2013","35-65 y.","Employed","633","0.097138746138846","0.0902613605639193","0.104016131713773"
"Slightly Expensive","2013","66 and older","Not Employed","168","0.0700461218583263","0.0602844662254581","0.0798077774911945"
"Slightly Expensive","2013","66 and older","Employed","18","","",""
"Too Expensive","2013","16-34 y.","Not Employed","26","","",""
"Too Expensive","2013","16-34 y.","Employed","23","","",""
"Too Expensive","2013","35-65 y.","Not Employed","44","0.0228141828165383","0.0161233274472722","0.0295050381858044"
"Too Expensive","2013","35-65 y.","Employed","78","0.011593757970216","0.0091077845924367","0.0140797313479953"
"Too Expensive","2013","66 and older","Not Employed","37","0.0114808770667362","0.00740631628166447","0.0155554378518079"
"Too Expensive","2013","66 and older","Employed","3","","",""
"Very Inexpensive","2014","16-34 y.","Not Employed","95","0.0984893643631153","0.0791398977763345","0.117838830949896"
"Very Inexpensive","2014","16-34 y.","Employed","135","0.10384353935028","0.0880929154398399","0.11959416326072"
"Very Inexpensive","2014","35-65 y.","Not Employed","121","0.105499525818078","0.0879196976278273","0.123079354008329"
"Very Inexpensive","2014","35-65 y.","Employed","684","0.1089631246321","0.101633303117506","0.116292946146693"
"Very Inexpensive","2014","66 and older","Not Employed","336","0.128236809851805","0.115312639640404","0.141160980063206"
"Very Inexpensive","2014","66 and older","Employed","36","0.103346559543657","0.0684907958903561","0.138202323196957"
"Inexpensive","2014","16-34 y.","Not Employed","245","0.246584140617455","0.21859504589317","0.274573235341739"
"Inexpensive","2014","16-34 y.","Employed","392","0.291611125819496","0.268144318297198","0.315077933341794"
"Inexpensive","2014","35-65 y.","Not Employed","338","0.297011416116149","0.270862132685553","0.323160699546745"
"Inexpensive","2014","35-65 y.","Employed","2020","0.292317921082659","0.281618689053451","0.303017153111867"
"Inexpensive","2014","66 and older","Not Employed","839","0.316432796516687","0.29845533340566","0.334410259627714"
"Inexpensive","2014","66 and older","Employed","98","0.361371633477625","0.306364956078553","0.416378310876697"
"Reasonable","2014","16-34 y.","Not Employed","470","0.551329092591709","0.519032380460647","0.583625804722771"
"Reasonable","2014","16-34 y.","Employed","774","0.482643123396814","0.456842851961897","0.508443394831731"
"Reasonable","2014","35-65 y.","Not Employed","601","0.461157187130205","0.432630284287074","0.489684089973336"
"Reasonable","2014","35-65 y.","Employed","3602","0.50000403886596","0.488242184690569","0.511765893041351"
"Reasonable","2014","66 and older","Not Employed","1203","0.466694211474186","0.447410021170847","0.485978401777524"
"Reasonable","2014","66 and older","Employed","135","0.434626487288567","0.377866785516889","0.491386189060245"
"Slightly Expensive","2014","16-34 y.","Not Employed","85","0.094580939302778","0.07557822975163","0.113583648853926"
"Slightly Expensive","2014","16-34 y.","Employed","115","0.109899333726783","0.0937507963362232","0.126047871117344"
"Slightly Expensive","2014","35-65 y.","Not Employed","97","0.117494566085366","0.0990670554757904","0.135922076694942"
"Slightly Expensive","2014","35-65 y.","Employed","546","0.0875176487042692","0.0808700339417951","0.0941652634667433"
"Slightly Expensive","2014","66 and older","Not Employed","159","0.0754125538687079","0.0652056770588138","0.0856194306786019"
"Slightly Expensive","2014","66 and older","Employed","20","","",""
"Too Expensive","2014","16-34 y.","Not Employed","16","","",""
"Too Expensive","2014","16-34 y.","Employed","25","","",""
"Too Expensive","2014","35-65 y.","Not Employed","16","","",""
"Too Expensive","2014","35-65 y.","Employed","90","0.011197266715012","0.00872203063407781","0.0136725027959461"
"Too Expensive","2014","66 and older","Not Employed","34","0.0132236282886149","0.00880810947004444","0.0176391471071853"
"Too Expensive","2014","66 and older","Employed","4","","",""
