"hlf0094","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence"
"Too Expensive","1997","Mecklenburg-Western Pomerania","Employed","3","","",""
"Too Expensive","1997","Saxony","Not Employed","2","","",""
"Too Expensive","1997","Saxony","Employed","2","","",""
"Too Expensive","1997","Saxony-Anhalt","Not Employed","1","","",""
"Too Expensive","1997","Saxony-Anhalt","Employed","","","",""
"Too Expensive","1997","Thuringia","Not Employed","1","","",""
"Too Expensive","1997","Thuringia","Employed","6","","",""
"Very Inexpensive","1998","Schleswig-Holstein","Not Employed","16","","",""
"Very Inexpensive","1998","Schleswig-Holstein","Employed","25","","",""
"Very Inexpensive","1998","Hamburg","Not Employed","5","","",""
"Very Inexpensive","1998","Hamburg","Employed","5","","",""
"Very Inexpensive","1998","Lower Saxony","Not Employed","62","0.305623784299743","0.245958551065041","0.365289017534445"
"Very Inexpensive","1998","Lower Saxony","Employed","63","0.188390546664399","0.148439580807786","0.228341512521012"
"Very Inexpensive","1998","Bremen","Not Employed","10","","",""
"Very Inexpensive","1998","Bremen","Employed","4","","",""
"Very Inexpensive","1998","North Rhine-Westphalia","Not Employed","92","0.222968795685679","0.183208617958458","0.262728973412901"
"Very Inexpensive","1998","North Rhine-Westphalia","Employed","119","0.188063380056435","0.1581607522875","0.217966007825369"
"Very Inexpensive","1998","Hesse","Not Employed","32","0.219547449721012","0.152631927129284","0.286462972312739"
"Very Inexpensive","1998","Hesse","Employed","32","0.14667598058076","0.100137940519284","0.193214020642237"
"Very Inexpensive","1998","Rhineland-Palatinate,Saarland","Not Employed","29","","",""
"Very Inexpensive","1998","Rhineland-Palatinate,Saarland","Employed","33","0.177498339244605","0.12689355560896","0.22810312288025"
"Very Inexpensive","1998","Baden-Württemberg","Not Employed","41","0.126768002828208","0.090371033777744","0.163164971878672"
"Very Inexpensive","1998","Baden-Württemberg","Employed","55","0.12514761450218","0.0956081070207797","0.154687121983581"
"Very Inexpensive","1998","Bavaria","Not Employed","67","0.185351140838813","0.1471752294846","0.223527052193025"
"Very Inexpensive","1998","Bavaria","Employed","75","0.167244491938827","0.135912752326642","0.198576231551012"
"Very Inexpensive","1998","Berlin","Not Employed","3","","",""
"Very Inexpensive","1998","Berlin","Employed","7","","",""
"Very Inexpensive","1998","Brandenburg","Not Employed","11","","",""
"Very Inexpensive","1998","Brandenburg","Employed","21","","",""
"Very Inexpensive","1998","Mecklenburg-Western Pomerania","Not Employed","3","","",""
"Very Inexpensive","1998","Mecklenburg-Western Pomerania","Employed","9","","",""
"Very Inexpensive","1998","Saxony","Not Employed","13","","",""
"Very Inexpensive","1998","Saxony","Employed","33","0.116858021506678","0.0795613401757935","0.154154702837563"
"Very Inexpensive","1998","Saxony-Anhalt","Not Employed","7","","",""
"Very Inexpensive","1998","Saxony-Anhalt","Employed","19","","",""
"Very Inexpensive","1998","Thuringia","Not Employed","14","","",""
"Very Inexpensive","1998","Thuringia","Employed","14","","",""
"Inexpensive","1998","Schleswig-Holstein","Not Employed","36","0.486737545787769","0.377888969313334","0.595586122262204"
"Inexpensive","1998","Schleswig-Holstein","Employed","35","0.310180627853723","0.228099520988795","0.392261734718652"
"Inexpensive","1998","Hamburg","Not Employed","1","","",""
"Inexpensive","1998","Hamburg","Employed","7","","",""
"Inexpensive","1998","Lower Saxony","Not Employed","70","0.312627152443902","0.252587263029678","0.372667041858125"
"Inexpensive","1998","Lower Saxony","Employed","106","0.296357406930486","0.249701338965146","0.343013474895825"
"Inexpensive","1998","Bremen","Not Employed","3","","",""
"Inexpensive","1998","Bremen","Employed","2","","",""
"Inexpensive","1998","North Rhine-Westphalia","Not Employed","142","0.354011870999635","0.308331647047813","0.399692094951457"
"Inexpensive","1998","North Rhine-Westphalia","Employed","197","0.279621549831099","0.24527668220108","0.313966417461117"
"Inexpensive","1998","Hesse","Not Employed","42","0.307980621263242","0.233351170209255","0.38261007231723"
"Inexpensive","1998","Hesse","Employed","54","0.252039183599232","0.19492485716838","0.309153510030083"
"Inexpensive","1998","Rhineland-Palatinate,Saarland","Not Employed","68","0.353126600934183","0.286386041738092","0.419867160130274"
"Inexpensive","1998","Rhineland-Palatinate,Saarland","Employed","68","0.316024748751246","0.254449414958903","0.37760008254359"
"Inexpensive","1998","Baden-Württemberg","Not Employed","129","0.428322722432594","0.374190407815281","0.482455037049906"
"Inexpensive","1998","Baden-Württemberg","Employed","137","0.283450884574481","0.243217509835456","0.323684259313506"
"Inexpensive","1998","Bavaria","Not Employed","136","0.352154749187397","0.30522924262531","0.399080255749485"
"Inexpensive","1998","Bavaria","Employed","158","0.276939616360523","0.239370613649826","0.31450861907122"
"Inexpensive","1998","Berlin","Not Employed","4","","",""
"Inexpensive","1998","Berlin","Employed","8","","",""
"Inexpensive","1998","Brandenburg","Not Employed","45","0.51748667664499","0.419055033488869","0.615918319801111"
"Inexpensive","1998","Brandenburg","Employed","48","0.358012614207923","0.279979937998506","0.43604529041734"
"Inexpensive","1998","Mecklenburg-Western Pomerania","Not Employed","20","","",""
"Inexpensive","1998","Mecklenburg-Western Pomerania","Employed","53","0.41941961806265","0.330384234093747","0.508455002031552"
"Inexpensive","1998","Saxony","Not Employed","41","0.300624195788428","0.216081491252298","0.385166900324559"
"Inexpensive","1998","Saxony","Employed","85","0.285542702951322","0.233104314999783","0.33798109090286"
"Inexpensive","1998","Saxony-Anhalt","Not Employed","27","","",""
"Inexpensive","1998","Saxony-Anhalt","Employed","54","0.244865168930751","0.185857458316189","0.303872879545314"
"Inexpensive","1998","Thuringia","Not Employed","35","0.238484731656617","0.164658159571466","0.312311303741767"
"Inexpensive","1998","Thuringia","Employed","75","0.279655589783545","0.22621819302118","0.33309298654591"
"Reasonable","1998","Schleswig-Holstein","Not Employed","26","","",""
"Reasonable","1998","Schleswig-Holstein","Employed","59","0.438252262534742","0.350208027379744","0.526296497689741"
"Reasonable","1998","Hamburg","Not Employed","4","","",""
"Reasonable","1998","Hamburg","Employed","4","","",""
"Reasonable","1998","Lower Saxony","Not Employed","81","0.296587780659816","0.237429992050039","0.355745569269594"
"Reasonable","1998","Lower Saxony","Employed","164","0.391121250053827","0.341262051133301","0.440980448974352"
"Reasonable","1998","Bremen","Not Employed","4","","",""
"Reasonable","1998","Bremen","Employed","8","","",""
"Reasonable","1998","North Rhine-Westphalia","Not Employed","168","0.381846379954882","0.335437659943808","0.428255099965955"
"Reasonable","1998","North Rhine-Westphalia","Employed","292","0.455579667315199","0.41746909188707","0.493690242743329"
"Reasonable","1998","Hesse","Not Employed","59","0.387228635331583","0.308483744083883","0.465973526579282"
"Reasonable","1998","Hesse","Employed","99","0.479698238674661","0.413980393672137","0.545416083677185"
"Reasonable","1998","Rhineland-Palatinate,Saarland","Not Employed","85","0.400854481384245","0.332420074566866","0.469288888201625"
"Reasonable","1998","Rhineland-Palatinate,Saarland","Employed","95","0.40669797718369","0.341640090114961","0.471755864252419"
"Reasonable","1998","Baden-Württemberg","Not Employed","130","0.38090179445146","0.327778884489903","0.434024704413017"
"Reasonable","1998","Baden-Württemberg","Employed","220","0.432969833471914","0.388735807012911","0.477203859930917"
"Reasonable","1998","Bavaria","Not Employed","166","0.395544077140627","0.347505922418816","0.443582231862437"
"Reasonable","1998","Bavaria","Employed","262","0.479259546436245","0.437317860430926","0.521201232441564"
"Reasonable","1998","Berlin","Not Employed","6","","",""
"Reasonable","1998","Berlin","Employed","9","","",""
"Reasonable","1998","Brandenburg","Not Employed","37","0.32058596455964","0.228653267089887","0.412518662029393"
"Reasonable","1998","Brandenburg","Employed","56","0.377349621856788","0.298453041913763","0.456246201799813"
"Reasonable","1998","Mecklenburg-Western Pomerania","Not Employed","18","","",""
"Reasonable","1998","Mecklenburg-Western Pomerania","Employed","51","0.505346101687519","0.415136603841391","0.595555599533647"
"Reasonable","1998","Saxony","Not Employed","42","0.420808532751352","0.329783212501438","0.511833853001266"
"Reasonable","1998","Saxony","Employed","139","0.51351810076433","0.455490196991257","0.571546004537403"
"Reasonable","1998","Saxony-Anhalt","Not Employed","45","0.515801394058378","0.408930000821484","0.622672787295273"
"Reasonable","1998","Saxony-Anhalt","Employed","100","0.524417034340562","0.455886432194458","0.592947636486665"
"Reasonable","1998","Thuringia","Not Employed","58","0.520152308317487","0.433603702524333","0.606700914110642"
"Reasonable","1998","Thuringia","Employed","139","0.515372602475989","0.455871078308494","0.574874126643484"
"Slightly Expensive","1998","Schleswig-Holstein","Not Employed","3","","",""
"Slightly Expensive","1998","Schleswig-Holstein","Employed","3","","",""
"Slightly Expensive","1998","Hamburg","Not Employed","","","",""
"Slightly Expensive","1998","Hamburg","Employed","","","",""
"Slightly Expensive","1998","Lower Saxony","Not Employed","12","","",""
"Slightly Expensive","1998","Lower Saxony","Employed","32","0.103899537789905","0.0727243311993755","0.135074744380435"
"Slightly Expensive","1998","Bremen","Not Employed","2","","",""
"Slightly Expensive","1998","Bremen","Employed","7","","",""
"Slightly Expensive","1998","North Rhine-Westphalia","Not Employed","15","","",""
"Slightly Expensive","1998","North Rhine-Westphalia","Employed","36","0.0519240006731019","0.0349454028569742","0.0689025984892296"
"Slightly Expensive","1998","Hesse","Not Employed","13","","",""
"Slightly Expensive","1998","Hesse","Employed","34","0.112720086152612","0.0711191997019401","0.154320972603283"
"Slightly Expensive","1998","Rhineland-Palatinate,Saarland","Not Employed","12","","",""
"Slightly Expensive","1998","Rhineland-Palatinate,Saarland","Employed","21","","",""
"Slightly Expensive","1998","Baden-Württemberg","Not Employed","18","","",""
"Slightly Expensive","1998","Baden-Württemberg","Employed","60","0.136899189230572","0.106212094624485","0.16758628383666"
"Slightly Expensive","1998","Bavaria","Not Employed","25","","",""
"Slightly Expensive","1998","Bavaria","Employed","42","0.0644118741974533","0.0438020086528488","0.0850217397420578"
"Slightly Expensive","1998","Berlin","Not Employed","6","","",""
"Slightly Expensive","1998","Berlin","Employed","12","","",""
"Slightly Expensive","1998","Brandenburg","Not Employed","6","","",""
"Slightly Expensive","1998","Brandenburg","Employed","19","","",""
"Slightly Expensive","1998","Mecklenburg-Western Pomerania","Not Employed","1","","",""
"Slightly Expensive","1998","Mecklenburg-Western Pomerania","Employed","5","","",""
"Slightly Expensive","1998","Saxony","Not Employed","14","","",""
"Slightly Expensive","1998","Saxony","Employed","23","","",""
"Slightly Expensive","1998","Saxony-Anhalt","Not Employed","5","","",""
"Slightly Expensive","1998","Saxony-Anhalt","Employed","31","0.127919120014592","0.0820860317478212","0.173752208281362"
"Slightly Expensive","1998","Thuringia","Not Employed","19","","",""
"Slightly Expensive","1998","Thuringia","Employed","38","0.137217468495033","0.0962519157871261","0.17818302120294"
"Too Expensive","1998","Schleswig-Holstein","Not Employed","","","",""
"Too Expensive","1998","Schleswig-Holstein","Employed","","","",""
"Too Expensive","1998","Hamburg","Not Employed","","","",""
"Too Expensive","1998","Hamburg","Employed","","","",""
"Too Expensive","1998","Lower Saxony","Not Employed","4","","",""
"Too Expensive","1998","Lower Saxony","Employed","3","","",""
"Too Expensive","1998","Bremen","Not Employed","","","",""
"Too Expensive","1998","Bremen","Employed","","","",""
"Too Expensive","1998","North Rhine-Westphalia","Not Employed","4","","",""
"Too Expensive","1998","North Rhine-Westphalia","Employed","12","","",""
"Too Expensive","1998","Hesse","Not Employed","1","","",""
"Too Expensive","1998","Hesse","Employed","3","","",""
"Too Expensive","1998","Rhineland-Palatinate,Saarland","Not Employed","3","","",""
"Too Expensive","1998","Rhineland-Palatinate,Saarland","Employed","2","","",""
"Too Expensive","1998","Baden-Württemberg","Not Employed","3","","",""
"Too Expensive","1998","Baden-Württemberg","Employed","10","","",""
"Too Expensive","1998","Bavaria","Not Employed","4","","",""
"Too Expensive","1998","Bavaria","Employed","8","","",""
"Too Expensive","1998","Berlin","Not Employed","2","","",""
"Too Expensive","1998","Berlin","Employed","5","","",""
"Too Expensive","1998","Brandenburg","Not Employed","","","",""
"Too Expensive","1998","Brandenburg","Employed","1","","",""
"Too Expensive","1998","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Too Expensive","1998","Mecklenburg-Western Pomerania","Employed","","","",""
"Too Expensive","1998","Saxony","Not Employed","3","","",""
"Too Expensive","1998","Saxony","Employed","5","","",""
"Too Expensive","1998","Saxony-Anhalt","Not Employed","","","",""
"Too Expensive","1998","Saxony-Anhalt","Employed","","","",""
"Too Expensive","1998","Thuringia","Not Employed","2","","",""
"Too Expensive","1998","Thuringia","Employed","5","","",""
"Very Inexpensive","1999","Schleswig-Holstein","Not Employed","18","","",""
"Very Inexpensive","1999","Schleswig-Holstein","Employed","30","0.247377742994416","0.169524639904463","0.32523084608437"
"Very Inexpensive","1999","Hamburg","Not Employed","3","","",""
"Very Inexpensive","1999","Hamburg","Employed","1","","",""
"Very Inexpensive","1999","Lower Saxony","Not Employed","51","0.224941384222472","0.169258314237918","0.280624454207026"
"Very Inexpensive","1999","Lower Saxony","Employed","74","0.190182319597869","0.151133228890302","0.229231410305435"
"Very Inexpensive","1999","Bremen","Not Employed","7","","",""
"Very Inexpensive","1999","Bremen","Employed","2","","",""
"Very Inexpensive","1999","North Rhine-Westphalia","Not Employed","85","0.218286048976663","0.177130392840644","0.259441705112682"
"Very Inexpensive","1999","North Rhine-Westphalia","Employed","126","0.163976946866882","0.136168607195042","0.191785286538723"
"Very Inexpensive","1999","Hesse","Not Employed","26","","",""
"Very Inexpensive","1999","Hesse","Employed","32","0.114735946863299","0.073637229537242","0.155834664189356"
"Very Inexpensive","1999","Rhineland-Palatinate,Saarland","Not Employed","26","","",""
"Very Inexpensive","1999","Rhineland-Palatinate,Saarland","Employed","35","0.147944479686072","0.101859012212385","0.194029947159759"
"Very Inexpensive","1999","Baden-Württemberg","Not Employed","37","0.178456184054766","0.133687317661284","0.223225050448249"
"Very Inexpensive","1999","Baden-Württemberg","Employed","68","0.157831455945557","0.125317424978608","0.190345486912507"
"Very Inexpensive","1999","Bavaria","Not Employed","63","0.197416613910012","0.156468706699301","0.238364521120722"
"Very Inexpensive","1999","Bavaria","Employed","93","0.171138571359728","0.140246647692184","0.202030495027272"
"Very Inexpensive","1999","Berlin","Not Employed","3","","",""
"Very Inexpensive","1999","Berlin","Employed","6","","",""
"Very Inexpensive","1999","Brandenburg","Not Employed","8","","",""
"Very Inexpensive","1999","Brandenburg","Employed","18","","",""
"Very Inexpensive","1999","Mecklenburg-Western Pomerania","Not Employed","14","","",""
"Very Inexpensive","1999","Mecklenburg-Western Pomerania","Employed","20","","",""
"Very Inexpensive","1999","Saxony","Not Employed","11","","",""
"Very Inexpensive","1999","Saxony","Employed","33","0.0930640106378998","0.0595691349699448","0.126558886305855"
"Very Inexpensive","1999","Saxony-Anhalt","Not Employed","2","","",""
"Very Inexpensive","1999","Saxony-Anhalt","Employed","13","","",""
"Very Inexpensive","1999","Thuringia","Not Employed","11","","",""
"Very Inexpensive","1999","Thuringia","Employed","17","","",""
"Inexpensive","1999","Schleswig-Holstein","Not Employed","24","","",""
"Inexpensive","1999","Schleswig-Holstein","Employed","39","0.354309446547726","0.268009471630407","0.440609421465045"
"Inexpensive","1999","Hamburg","Not Employed","3","","",""
"Inexpensive","1999","Hamburg","Employed","11","","",""
"Inexpensive","1999","Lower Saxony","Not Employed","75","0.398191737768592","0.332909292906913","0.46347418263027"
"Inexpensive","1999","Lower Saxony","Employed","116","0.293937021030118","0.24860750390057","0.339266538159665"
"Inexpensive","1999","Bremen","Not Employed","4","","",""
"Inexpensive","1999","Bremen","Employed","5","","",""
"Inexpensive","1999","North Rhine-Westphalia","Not Employed","142","0.409281826585317","0.360293342009061","0.458270311161573"
"Inexpensive","1999","North Rhine-Westphalia","Employed","196","0.316542166539976","0.281608338100136","0.351475994979816"
"Inexpensive","1999","Hesse","Not Employed","54","0.399016359571614","0.31515939860072","0.482873320542508"
"Inexpensive","1999","Hesse","Employed","73","0.32548132517174","0.265058346915483","0.385904303427997"
"Inexpensive","1999","Rhineland-Palatinate,Saarland","Not Employed","75","0.403431959110967","0.332158548965482","0.474705369256451"
"Inexpensive","1999","Rhineland-Palatinate,Saarland","Employed","67","0.309282822145662","0.249288701000156","0.369276943291169"
"Inexpensive","1999","Baden-Württemberg","Not Employed","113","0.376683674084855","0.320028760559699","0.433338587610011"
"Inexpensive","1999","Baden-Württemberg","Employed","123","0.245674190296444","0.207282805631569","0.28406557496132"
"Inexpensive","1999","Bavaria","Not Employed","115","0.347120933943421","0.298148515336629","0.396093352550213"
"Inexpensive","1999","Bavaria","Employed","200","0.339646476909062","0.300801770483827","0.378491183334297"
"Inexpensive","1999","Berlin","Not Employed","8","","",""
"Inexpensive","1999","Berlin","Employed","12","","",""
"Inexpensive","1999","Brandenburg","Not Employed","45","0.420238788078337","0.322513333578099","0.517964242578575"
"Inexpensive","1999","Brandenburg","Employed","83","0.535488235614341","0.457224762340597","0.613751708888084"
"Inexpensive","1999","Mecklenburg-Western Pomerania","Not Employed","15","","",""
"Inexpensive","1999","Mecklenburg-Western Pomerania","Employed","32","0.315196923039917","0.227978410011881","0.402415436067954"
"Inexpensive","1999","Saxony","Not Employed","34","0.367398049547949","0.278900885868935","0.455895213226962"
"Inexpensive","1999","Saxony","Employed","100","0.383306317020778","0.327252278470584","0.439360355570971"
"Inexpensive","1999","Saxony-Anhalt","Not Employed","37","0.492433570651828","0.387979101537563","0.596888039766093"
"Inexpensive","1999","Saxony-Anhalt","Employed","36","0.194461348767981","0.140282346993752","0.24864035054221"
"Inexpensive","1999","Thuringia","Not Employed","30","0.271184843215369","0.190282611730694","0.352087074700043"
"Inexpensive","1999","Thuringia","Employed","71","0.293459113007302","0.238635506219603","0.348282719795002"
"Reasonable","1999","Schleswig-Holstein","Not Employed","17","","",""
"Reasonable","1999","Schleswig-Holstein","Employed","46","0.386955527118773","0.299076830876301","0.474834223361245"
"Reasonable","1999","Hamburg","Not Employed","3","","",""
"Reasonable","1999","Hamburg","Employed","7","","",""
"Reasonable","1999","Lower Saxony","Not Employed","76","0.297670808856191","0.236694701089039","0.358646916623343"
"Reasonable","1999","Lower Saxony","Employed","163","0.407078763991584","0.358194401657163","0.455963126326004"
"Reasonable","1999","Bremen","Not Employed","5","","",""
"Reasonable","1999","Bremen","Employed","3","","",""
"Reasonable","1999","North Rhine-Westphalia","Not Employed","134","0.32624832259395","0.279537589646506","0.372959055541394"
"Reasonable","1999","North Rhine-Westphalia","Employed","293","0.422038440049721","0.384944751863701","0.45913212823574"
"Reasonable","1999","Hesse","Not Employed","46","0.357582893313337","0.275508182956251","0.439657603670423"
"Reasonable","1999","Hesse","Employed","107","0.520505719716662","0.456081885324669","0.584929554108655"
"Reasonable","1999","Rhineland-Palatinate,Saarland","Not Employed","68","0.364184349212978","0.294274455303503","0.434094243122453"
"Reasonable","1999","Rhineland-Palatinate,Saarland","Employed","101","0.43390555794221","0.369574199892211","0.498236915992209"
"Reasonable","1999","Baden-Württemberg","Not Employed","115","0.390259053252597","0.333223704065827","0.447294402439367"
"Reasonable","1999","Baden-Württemberg","Employed","210","0.404570548224633","0.360799513440065","0.4483415830092"
"Reasonable","1999","Bavaria","Not Employed","169","0.410347243579727","0.359745124386246","0.460949362773209"
"Reasonable","1999","Bavaria","Employed","223","0.386884784519995","0.346937072638006","0.426832496401985"
"Reasonable","1999","Berlin","Not Employed","6","","",""
"Reasonable","1999","Berlin","Employed","13","","",""
"Reasonable","1999","Brandenburg","Not Employed","38","0.369842487509029","0.274262270339875","0.465422704678183"
"Reasonable","1999","Brandenburg","Employed","50","0.311542541532597","0.23886787867439","0.384217204390804"
"Reasonable","1999","Mecklenburg-Western Pomerania","Not Employed","15","","",""
"Reasonable","1999","Mecklenburg-Western Pomerania","Employed","51","0.500544336523655","0.406679141024679","0.59440953202263"
"Reasonable","1999","Saxony","Not Employed","58","0.480139802826189","0.388428512486561","0.571851093165817"
"Reasonable","1999","Saxony","Employed","124","0.42973190380236","0.372658009565394","0.486805798039326"
"Reasonable","1999","Saxony-Anhalt","Not Employed","44","0.425012736000315","0.321727834491786","0.528297637508844"
"Reasonable","1999","Saxony-Anhalt","Employed","108","0.525579626559264","0.457224343350263","0.593934909768265"
"Reasonable","1999","Thuringia","Not Employed","56","0.488016255832017","0.397053349750943","0.578979161913091"
"Reasonable","1999","Thuringia","Employed","128","0.482921142508497","0.422756456566546","0.543085828450448"
"Slightly Expensive","1999","Schleswig-Holstein","Not Employed","3","","",""
"Slightly Expensive","1999","Schleswig-Holstein","Employed","2","","",""
"Slightly Expensive","1999","Hamburg","Not Employed","","","",""
"Slightly Expensive","1999","Hamburg","Employed","2","","",""
"Slightly Expensive","1999","Lower Saxony","Not Employed","14","","",""
"Slightly Expensive","1999","Lower Saxony","Employed","34","0.105371304237255","0.074821050744985","0.135921557729524"
"Slightly Expensive","1999","Bremen","Not Employed","","","",""
"Slightly Expensive","1999","Bremen","Employed","2","","",""
"Slightly Expensive","1999","North Rhine-Westphalia","Not Employed","22","","",""
"Slightly Expensive","1999","North Rhine-Westphalia","Employed","52","0.0716112355082309","0.0522456756766611","0.0909767953398007"
"Slightly Expensive","1999","Hesse","Not Employed","4","","",""
"Slightly Expensive","1999","Hesse","Employed","15","","",""
"Slightly Expensive","1999","Rhineland-Palatinate,Saarland","Not Employed","11","","",""
"Slightly Expensive","1999","Rhineland-Palatinate,Saarland","Employed","18","","",""
"Slightly Expensive","1999","Baden-Württemberg","Not Employed","15","","",""
"Slightly Expensive","1999","Baden-Württemberg","Employed","55","0.12141995397041","0.0922919835196823","0.150547924421138"
"Slightly Expensive","1999","Bavaria","Not Employed","12","","",""
"Slightly Expensive","1999","Bavaria","Employed","49","0.0860713345243525","0.0630666938097769","0.109075975238928"
"Slightly Expensive","1999","Berlin","Not Employed","4","","",""
"Slightly Expensive","1999","Berlin","Employed","8","","",""
"Slightly Expensive","1999","Brandenburg","Not Employed","5","","",""
"Slightly Expensive","1999","Brandenburg","Employed","5","","",""
"Slightly Expensive","1999","Mecklenburg-Western Pomerania","Not Employed","2","","",""
"Slightly Expensive","1999","Mecklenburg-Western Pomerania","Employed","1","","",""
"Slightly Expensive","1999","Saxony","Not Employed","7","","",""
"Slightly Expensive","1999","Saxony","Employed","23","","",""
"Slightly Expensive","1999","Saxony-Anhalt","Not Employed","5","","",""
"Slightly Expensive","1999","Saxony-Anhalt","Employed","45","0.21536040554647","0.159088813751891","0.271631997341049"
"Slightly Expensive","1999","Thuringia","Not Employed","15","","",""
"Slightly Expensive","1999","Thuringia","Employed","42","0.135992209295395","0.0947215888489453","0.177262829741845"
"Too Expensive","1999","Schleswig-Holstein","Not Employed","1","","",""
"Too Expensive","1999","Schleswig-Holstein","Employed","1","","",""
"Too Expensive","1999","Hamburg","Not Employed","","","",""
"Too Expensive","1999","Hamburg","Employed","","","",""
"Too Expensive","1999","Lower Saxony","Not Employed","","","",""
"Too Expensive","1999","Lower Saxony","Employed","1","","",""
"Too Expensive","1999","Bremen","Not Employed","1","","",""
"Too Expensive","1999","Bremen","Employed","3","","",""
"Too Expensive","1999","North Rhine-Westphalia","Not Employed","4","","",""
"Too Expensive","1999","North Rhine-Westphalia","Employed","14","","",""
"Too Expensive","1999","Hesse","Not Employed","1","","",""
"Too Expensive","1999","Hesse","Employed","4","","",""
"Too Expensive","1999","Rhineland-Palatinate,Saarland","Not Employed","2","","",""
"Too Expensive","1999","Rhineland-Palatinate,Saarland","Employed","7","","",""
"Too Expensive","1999","Baden-Württemberg","Not Employed","1","","",""
"Too Expensive","1999","Baden-Württemberg","Employed","27","","",""
"Too Expensive","1999","Bavaria","Not Employed","4","","",""
"Too Expensive","1999","Bavaria","Employed","6","","",""
"Too Expensive","1999","Berlin","Not Employed","1","","",""
"Too Expensive","1999","Berlin","Employed","5","","",""
"Too Expensive","1999","Brandenburg","Not Employed","2","","",""
"Too Expensive","1999","Brandenburg","Employed","","","",""
"Too Expensive","1999","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Too Expensive","1999","Mecklenburg-Western Pomerania","Employed","5","","",""
"Too Expensive","1999","Saxony","Not Employed","4","","",""
"Too Expensive","1999","Saxony","Employed","9","","",""
"Too Expensive","1999","Saxony-Anhalt","Not Employed","","","",""
"Too Expensive","1999","Saxony-Anhalt","Employed","3","","",""
"Too Expensive","1999","Thuringia","Not Employed","4","","",""
"Too Expensive","1999","Thuringia","Employed","7","","",""
"Very Inexpensive","2000","Schleswig-Holstein","Not Employed","27","","",""
"Very Inexpensive","2000","Schleswig-Holstein","Employed","40","0.149948586337601","0.106552036622867","0.193345136052335"
"Very Inexpensive","2000","Hamburg","Not Employed","12","","",""
"Very Inexpensive","2000","Hamburg","Employed","14","","",""
"Very Inexpensive","2000","Lower Saxony","Not Employed","117","0.286249698895612","0.24453342679242","0.327965970998803"
"Very Inexpensive","2000","Lower Saxony","Employed","105","0.170717572472568","0.142458046038005","0.19897709890713"
"Very Inexpensive","2000","Bremen","Not Employed","10","","",""
"Very Inexpensive","2000","Bremen","Employed","7","","",""
"Very Inexpensive","2000","North Rhine-Westphalia","Not Employed","177","0.186298254643148","0.161500627916257","0.21109588137004"
"Very Inexpensive","2000","North Rhine-Westphalia","Employed","209","0.134826422911145","0.116754258654467","0.152898587167823"
"Very Inexpensive","2000","Hesse","Not Employed","44","0.154266434755522","0.113729521441491","0.194803348069552"
"Very Inexpensive","2000","Hesse","Employed","73","0.143466514014099","0.11258540150728","0.174347626520917"
"Very Inexpensive","2000","Rhineland-Palatinate,Saarland","Not Employed","53","0.153873587872964","0.117353473978353","0.190393701767574"
"Very Inexpensive","2000","Rhineland-Palatinate,Saarland","Employed","81","0.176290837814445","0.14251582824991","0.21006584737898"
"Very Inexpensive","2000","Baden-Württemberg","Not Employed","87","0.157811941389603","0.128244337028864","0.187379545750342"
"Very Inexpensive","2000","Baden-Württemberg","Employed","100","0.124649484774017","0.103269880473743","0.14602908907429"
"Very Inexpensive","2000","Bavaria","Not Employed","79","0.11828988864563","0.0945515668529709","0.142028210438289"
"Very Inexpensive","2000","Bavaria","Employed","127","0.125844486102066","0.10712534648149","0.144563625722642"
"Very Inexpensive","2000","Berlin","Not Employed","4","","",""
"Very Inexpensive","2000","Berlin","Employed","6","","",""
"Very Inexpensive","2000","Brandenburg","Not Employed","14","","",""
"Very Inexpensive","2000","Brandenburg","Employed","20","","",""
"Very Inexpensive","2000","Mecklenburg-Western Pomerania","Not Employed","13","","",""
"Very Inexpensive","2000","Mecklenburg-Western Pomerania","Employed","22","","",""
"Very Inexpensive","2000","Saxony","Not Employed","23","","",""
"Very Inexpensive","2000","Saxony","Employed","48","0.101068876242212","0.0741319845580133","0.128005767926411"
"Very Inexpensive","2000","Saxony-Anhalt","Not Employed","11","","",""
"Very Inexpensive","2000","Saxony-Anhalt","Employed","23","","",""
"Very Inexpensive","2000","Thuringia","Not Employed","9","","",""
"Very Inexpensive","2000","Thuringia","Employed","20","","",""
"Inexpensive","2000","Schleswig-Holstein","Not Employed","79","0.467319913094414","0.390725928446071","0.543913897742756"
"Inexpensive","2000","Schleswig-Holstein","Employed","109","0.471969568810038","0.411289244680169","0.532649892939908"
"Inexpensive","2000","Hamburg","Not Employed","5","","",""
"Inexpensive","2000","Hamburg","Employed","8","","",""
"Inexpensive","2000","Lower Saxony","Not Employed","154","0.340859819281943","0.297113993589884","0.384605644974002"
"Inexpensive","2000","Lower Saxony","Employed","214","0.288821083449933","0.254781956071645","0.322860210828221"
"Inexpensive","2000","Bremen","Not Employed","16","","",""
"Inexpensive","2000","Bremen","Employed","12","","",""
"Inexpensive","2000","North Rhine-Westphalia","Not Employed","327","0.36092763236326","0.330339131857661","0.39151613286886"
"Inexpensive","2000","North Rhine-Westphalia","Employed","406","0.303832278665003","0.27949651763326","0.328168039696746"
