"hlf0094","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Slightly Expensive","2005","higher vocational","80","0.0917786131987243","0.0732826575894522","0.110274568807996","4"
"Slightly Expensive","2005","higher education","201","0.0683793343327718","0.0584895589149651","0.0782691097505785","4"
"Slightly Expensive","2005","inadequately","6","","","","4"
"Slightly Expensive","2005","general elemantary","83","0.0719064886082849","0.0561529602456878","0.087660016970882","4"
"Slightly Expensive","2005","in school","38","0.108043341800645","0.0775831577397593","0.138503525861532","4"
"Too Expensive","2005","middle vocational","76","0.0121642257097007","0.00922687495203404","0.0151015764673673","5"
"Too Expensive","2005","vocational + Abi","3","","","","5"
"Too Expensive","2005","higher vocational","14","","","","5"
"Too Expensive","2005","higher education","38","0.0199373577360253","0.0144600750378396","0.025414640434211","5"
"Too Expensive","2005","in school","8","","","","5"
"Too Expensive","2005","inadequately","","","","","5"
"Too Expensive","2005","general elemantary","8","","","","5"
"Very Inexpensive","2005","vocational + Abi","66","0.104891099476847","0.0791895665845277","0.130592632369167","1"
"Very Inexpensive","2005","higher vocational","104","0.104924803081201","0.0852921492327122","0.12455745692969","1"
"Very Inexpensive","2005","higher education","282","0.118106066783957","0.105460196602054","0.130751936965861","1"
"Very Inexpensive","2005","inadequately","3","","","","1"
"Very Inexpensive","2005","general elemantary","102","0.100152457451404","0.0818456251688844","0.118459289733924","1"
"Very Inexpensive","2005","middle vocational","518","0.100518142681429","0.0924608408724625","0.108575444490395","1"
"Very Inexpensive","2005","in school","36","0.0935116139933668","0.0649438965462954","0.122079331440438","1"
"Inexpensive","2006","vocational + Abi","162","0.273740029618332","0.238122396661786","0.309357662574877","2"
"Inexpensive","2006","higher vocational","293","0.291592283768564","0.263408778796953","0.319775788740176","2"
"Inexpensive","2006","inadequately","8","","","","2"
"Inexpensive","2006","general elemantary","358","0.329426123007072","0.301887933719378","0.356964312294765","2"
"Inexpensive","2006","middle vocational","1727","0.301403275104714","0.289624474503332","0.313182075706096","2"
"Inexpensive","2006","higher education","782","0.283469912193328","0.266773723582083","0.300166100804573","2"
"Inexpensive","2006","in school","101","0.279515116806344","0.236235027126348","0.32279520648634","2"
"Reasonable","2006","vocational + Abi","302","0.488690033113747","0.448759168366009","0.528620897861484","3"
"Reasonable","2006","inadequately","20","","","","3"
"Reasonable","2006","middle vocational","2837","0.47924757010022","0.466423985952056","0.492071154248384","3"
"Reasonable","2006","higher vocational","507","0.506469934610606","0.475467272360939","0.537472596860274","3"
"Reasonable","2006","higher education","1388","0.490083483316462","0.471563899845319","0.508603066787604","3"
"Reasonable","2006","in school","216","0.487708763662851","0.439501574655334","0.535915952670368","3"
"Reasonable","2006","general elemantary","541","0.471945604214051","0.44269611060955","0.501195097818552","3"
"Slightly Expensive","2006","vocational + Abi","65","0.11959850354717","0.0936774228409854","0.145519584253355","4"
"Slightly Expensive","2006","higher vocational","89","0.103302901328121","0.0844297471061236","0.122176055550119","4"
"Slightly Expensive","2006","middle vocational","557","0.0967938999026623","0.0892040840529345","0.10438371575239","4"
"Slightly Expensive","2006","higher education","267","0.0980392561749835","0.0870228367171352","0.109055675632832","4"
"Slightly Expensive","2006","inadequately","11","","","","4"
"Slightly Expensive","2006","general elemantary","90","0.0742028539346005","0.0588460347378952","0.0895596731313058","4"
"Slightly Expensive","2006","in school","41","0.0856533696101423","0.0586635037590197","0.112643235461265","4"
"Too Expensive","2006","higher vocational","13","","","","5"
"Too Expensive","2006","higher education","25","","","","5"
"Too Expensive","2006","middle vocational","93","0.0152620099659758","0.0121151310950558","0.0184088888368958","5"
"Too Expensive","2006","vocational + Abi","9","","","","5"
"Too Expensive","2006","in school","5","","","","5"
"Too Expensive","2006","inadequately","","","","","5"
"Too Expensive","2006","general elemantary","9","","","","5"
"Very Inexpensive","2006","vocational + Abi","64","0.108210607976267","0.0833955145296427","0.133025701422891","1"
"Very Inexpensive","2006","higher vocational","97","0.0872503487250779","0.0697508837656626","0.104749813684493","1"
"Very Inexpensive","2006","higher education","337","0.120540369606544","0.108478327070413","0.132602412142676","1"
"Very Inexpensive","2006","inadequately","3","","","","1"
"Very Inexpensive","2006","general elemantary","121","0.117499921597148","0.0986326451663869","0.136367198027909","1"
"Very Inexpensive","2006","middle vocational","616","0.107293244926428","0.0993489672761778","0.115237522576678","1"
"Very Inexpensive","2006","in school","50","0.139669097296859","0.106237587532829","0.173100607060888","1"
"Inexpensive","2007","higher vocational","269","0.288305566645744","0.259286498319042","0.317324634972446","2"
"Inexpensive","2007","vocational + Abi","173","0.297131603241465","0.259549130205313","0.334714076277617","2"
"Inexpensive","2007","inadequately","14","","","","2"
"Inexpensive","2007","general elemantary","320","0.327074637457863","0.297672050264641","0.356477224651085","2"
"Inexpensive","2007","middle vocational","1669","0.317236821793996","0.304852419231528","0.329621224356465","2"
"Inexpensive","2007","higher education","739","0.264791765988456","0.248083970393704","0.281499561583208","2"
"Inexpensive","2007","in school","86","0.220399559197644","0.179878903606733","0.260920214788556","2"
"Reasonable","2007","vocational + Abi","276","0.487808249547345","0.446701344190692","0.528915154903998","3"
"Reasonable","2007","inadequately","18","","","","3"
"Reasonable","2007","middle vocational","2690","0.491785881257256","0.478482574331575","0.505089188182938","3"
"Reasonable","2007","higher vocational","461","0.517399974889336","0.485387663080803","0.549412286697869","3"
"Reasonable","2007","higher education","1351","0.502867059453605","0.483933834341008","0.521800284566202","3"
"Reasonable","2007","in school","223","0.53240363038028","0.483629320416212","0.581177940344348","3"
"Reasonable","2007","general elemantary","482","0.499732386173833","0.468396021995822","0.531068750351843","3"
"Slightly Expensive","2007","vocational + Abi","57","0.100201615469863","0.0755080450098597","0.124895185929866","4"
"Slightly Expensive","2007","middle vocational","458","0.0879503776021601","0.0804137629922341","0.095486992212086","4"
"Slightly Expensive","2007","higher vocational","87","0.0785247383380783","0.0612919618242484","0.0957575148519081","4"
"Slightly Expensive","2007","higher education","248","0.0980399263516611","0.0867794469863804","0.109300405716942","4"
"Slightly Expensive","2007","inadequately","5","","","","4"
"Slightly Expensive","2007","general elemantary","82","0.0796147563377664","0.0626495060048452","0.0965800066706876","4"
"Slightly Expensive","2007","in school","40","0.105459328498302","0.0754347021843531","0.135483954812251","4"
"Too Expensive","2007","middle vocational","85","0.0132538583019788","0.0102107171301153","0.0162969994738423","5"
"Too Expensive","2007","vocational + Abi","6","","","","5"
"Too Expensive","2007","higher vocational","15","","","","5"
"Too Expensive","2007","higher education","31","0.0170027065510738","0.0121072080158928","0.0218982050862548","5"
"Too Expensive","2007","in school","3","","","","5"
"Too Expensive","2007","inadequately","1","","","","5"
"Too Expensive","2007","general elemantary","11","","","","5"
"Very Inexpensive","2007","vocational + Abi","56","0.104530572012553","0.0793699734695087","0.129691170555597","1"
"Very Inexpensive","2007","higher vocational","104","0.0989275776417311","0.0798004963690765","0.118054658914386","1"
"Very Inexpensive","2007","higher education","310","0.117298541655204","0.105113838239857","0.129483245070551","1"
"Very Inexpensive","2007","inadequately","3","","","","1"
"Very Inexpensive","2007","general elemantary","83","0.0816493088030951","0.0644876525621001","0.0988109650440901","1"
"Very Inexpensive","2007","middle vocational","523","0.0897730610446083","0.0821663647135562","0.0973797573756605","1"
"Very Inexpensive","2007","in school","50","0.137038963287901","0.103422448131885","0.170655478443917","1"
"Inexpensive","2008","higher vocational","242","0.266250627627207","0.236897241669388","0.295604013585026","2"
"Inexpensive","2008","inadequately","13","","","","2"
"Inexpensive","2008","general elemantary","269","0.307836341962627","0.277695870812396","0.337976813112859","2"
"Inexpensive","2008","vocational + Abi","156","0.266056332659992","0.229489712170003","0.302622953149982","2"
"Inexpensive","2008","in school","100","0.253632234457868","0.209179053555704","0.298085415360033","2"
"Inexpensive","2008","middle vocational","1507","0.27829625580418","0.266131714468159","0.290460797140202","2"
"Inexpensive","2008","higher education","676","0.251388853391886","0.234571067486257","0.268206639297514","2"
"Reasonable","2008","vocational + Abi","279","0.467086102244125","0.425800972265345","0.508371232222905","3"
"Reasonable","2008","inadequately","15","","","","3"
"Reasonable","2008","higher education","1313","0.504927820106408","0.485545017306353","0.524310622906463","3"
"Reasonable","2008","in school","186","0.483378618873018","0.432321760538196","0.534435477207839","3"
"Reasonable","2008","general elemantary","464","0.521342961784623","0.488724785347646","0.5539611382216","3"
"Reasonable","2008","middle vocational","2633","0.505924561842227","0.492353866777536","0.519495256906918","3"
"Reasonable","2008","higher vocational","426","0.499967770228444","0.466762347235069","0.53317319322182","3"
"Slightly Expensive","2008","vocational + Abi","52","0.0887241786670259","0.0651946852013904","0.112253672132661","4"
"Slightly Expensive","2008","inadequately","5","","","","4"
"Slightly Expensive","2008","general elemantary","79","0.0828390918575795","0.064841013926828","0.100837169788331","4"
"Slightly Expensive","2008","middle vocational","450","0.0983934096850771","0.0903088918824416","0.106477927487713","4"
"Slightly Expensive","2008","higher vocational","79","0.115100413021941","0.0939058507912284","0.136294975252653","4"
"Slightly Expensive","2008","higher education","221","0.087222346201003","0.0762836880991783","0.0981610043028277","4"
"Slightly Expensive","2008","in school","34","0.117021810964515","0.0841795855918619","0.149864036337168","4"
"Too Expensive","2008","in school","2","","","","5"
"Too Expensive","2008","inadequately","1","","","","5"
"Too Expensive","2008","general elemantary","8","","","","5"
"Too Expensive","2008","middle vocational","85","0.0159343579252278","0.0125354304630197","0.019333285387436","5"
"Too Expensive","2008","vocational + Abi","8","","","","5"
"Too Expensive","2008","higher vocational","17","","","","5"
"Too Expensive","2008","higher education","20","","","","5"
"Very Inexpensive","2008","vocational + Abi","66","0.160094169609085","0.129750387138152","0.190437952080017","1"
"Very Inexpensive","2008","higher vocational","107","0.0975968210006968","0.0778881582666557","0.117305483734738","1"
"Very Inexpensive","2008","higher education","326","0.147359658326988","0.133617975900175","0.161101340753801","1"
"Very Inexpensive","2008","middle vocational","539","0.101451414743288","0.0932561608308106","0.109646668655765","1"
"Very Inexpensive","2008","inadequately","4","","","","1"
"Very Inexpensive","2008","general elemantary","81","0.0824692942943478","0.0645078135023524","0.100430775086343","1"
"Very Inexpensive","2008","in school","46","0.140946503131546","0.105394715790776","0.176498290472315","1"
"Inexpensive","2009","general elemantary","221","0.292143389816413","0.260432734030001","0.323854045602824","2"
"Inexpensive","2009","higher vocational","261","0.32574006235361","0.294009676938079","0.357470447769142","2"
"Inexpensive","2009","inadequately","8","","","","2"
"Inexpensive","2009","vocational + Abi","154","0.246225811075114","0.209686119108247","0.282765503041981","2"
"Inexpensive","2009","higher education","692","0.306977054536413","0.288761489411959","0.325192619660867","2"
"Inexpensive","2009","in school","91","0.310299990602185","0.261554882395745","0.359045098808625","2"
"Inexpensive","2009","middle vocational","1453","0.293116222379805","0.280325337102437","0.305907107657172","2"
"Reasonable","2009","vocational + Abi","279","0.528918660174398","0.486581681893927","0.571255638454869","3"
"Reasonable","2009","inadequately","16","","","","3"
"Reasonable","2009","in school","189","0.495840574508003","0.443158239203521","0.548522909812484","3"
"Reasonable","2009","middle vocational","2377","0.473489456035872","0.459459207597702","0.487519704474041","3"
"Reasonable","2009","higher education","1231","0.485515821619521","0.465777801359322","0.50525384187972","3"
"Reasonable","2009","general elemantary","407","0.51493605582722","0.480085421007458","0.549786690646981","3"
"Reasonable","2009","higher vocational","401","0.46168770507549","0.427934315972938","0.495441094178043","3"
"Slightly Expensive","2009","vocational + Abi","42","0.0659646240567107","0.0449115910710394","0.0870176570423819","4"
"Slightly Expensive","2009","inadequately","3","","","","4"
"Slightly Expensive","2009","general elemantary","68","0.0692487638269914","0.0515453358370639","0.0869521918169189","4"
"Slightly Expensive","2009","middle vocational","422","0.0941866803131405","0.0859789937142998","0.102394366911981","4"
"Slightly Expensive","2009","higher vocational","82","0.110181267465423","0.0889815176442985","0.131381017286548","4"
"Slightly Expensive","2009","higher education","204","0.0791792518816464","0.0685155221307709","0.0898429816325219","4"
"Slightly Expensive","2009","in school","25","","","","4"
"Too Expensive","2009","in school","3","","","","5"
"Too Expensive","2009","inadequately","1","","","","5"
"Too Expensive","2009","general elemantary","11","","","","5"
"Too Expensive","2009","middle vocational","58","0.014635800049106","0.0112612700579116","0.0180103300403003","5"
"Too Expensive","2009","vocational + Abi","9","","","","5"
"Too Expensive","2009","higher vocational","10","","","","5"
"Too Expensive","2009","higher education","18","","","","5"
"Very Inexpensive","2009","vocational + Abi","50","0.139162253240262","0.109806120720167","0.168518385760357","1"
"Very Inexpensive","2009","higher vocational","84","0.085621281105744","0.0666769185141176","0.10456564369737","1"
"Very Inexpensive","2009","higher education","318","0.118880000241331","0.106098323983939","0.131661676498723","1"
"Very Inexpensive","2009","inadequately","2","","","","1"
"Very Inexpensive","2009","general elemantary","83","0.114174822225407","0.0919982853258649","0.13635135912495","1"
"Very Inexpensive","2009","middle vocational","555","0.124571841222077","0.11529229228469","0.133851390159464","1"
"Very Inexpensive","2009","in school","38","0.0785969444251514","0.0502414191425431","0.10695246970776","1"
"Inexpensive","2010","general elemantary","249","0.283637393684695","0.254285766052432","0.312989021316959","2"
"Inexpensive","2010","higher vocational","296","0.295910889855814","0.267634410205702","0.324187369505927","2"
"Inexpensive","2010","inadequately","13","","","","2"
"Inexpensive","2010","vocational + Abi","229","0.275202967252635","0.244763987224164","0.305641947281106","2"
"Inexpensive","2010","middle vocational","1641","0.281097541349223","0.269550372976716","0.292644709721729","2"
"Inexpensive","2010","higher education","808","0.274233176944799","0.258421136968678","0.29004521692092","2"
"Inexpensive","2010","in school","121","0.272026952344976","0.229818660996299","0.314235243693654","2"
"Reasonable","2010","inadequately","19","","","","3"
"Reasonable","2010","vocational + Abi","438","0.517326777225022","0.483269931774497","0.551383622675547","3"
"Reasonable","2010","middle vocational","2960","0.502079116912048","0.489235769212033","0.514922464612062","3"
"Reasonable","2010","in school","226","0.558965012094806","0.511871293134876","0.606058731054735","3"
"Reasonable","2010","general elemantary","468","0.523780044011354","0.491259166072558","0.556300921950149","3"
"Reasonable","2010","higher education","1589","0.516751448540117","0.499039942878896","0.534462954201338","3"
"Reasonable","2010","higher vocational","519","0.521298596423855","0.490352442560015","0.552244750287695","3"
"Slightly Expensive","2010","vocational + Abi","80","0.0929731225258827","0.0731813758747905","0.112764869176975","4"
"Slightly Expensive","2010","inadequately","5","","","","4"
"Slightly Expensive","2010","general elemantary","93","0.0859660380810576","0.0677132750954416","0.104218801066674","4"
"Slightly Expensive","2010","middle vocational","559","0.0971752323164319","0.0895668642051454","0.104783600427718","4"
"Slightly Expensive","2010","higher vocational","86","0.0995234659875056","0.0809783310225966","0.118068600952415","4"
"Slightly Expensive","2010","higher education","286","0.0870894441622096","0.0770957460955355","0.0970831422288837","4"
"Slightly Expensive","2010","in school","31","0.0520047037772648","0.0309446944978536","0.073064713056676","4"
"Too Expensive","2010","in school","6","","","","5"
"Too Expensive","2010","inadequately","3","","","","5"
"Too Expensive","2010","general elemantary","17","","","","5"
"Too Expensive","2010","middle vocational","90","0.015519384425205","0.0123443179628723","0.0186944508875377","5"
"Too Expensive","2010","vocational + Abi","14","","","","5"
"Too Expensive","2010","higher vocational","15","","","","5"
"Too Expensive","2010","higher education","47","0.0143181560788443","0.0101075823627964","0.0185287297948923","5"
"Very Inexpensive","2010","vocational + Abi","66","0.105756313117294","0.0847970297815438","0.126715596453045","1"
"Very Inexpensive","2010","higher vocational","85","0.0681675261501412","0.0525544405908282","0.0837806117094542","1"
"Very Inexpensive","2010","higher education","328","0.10760777427403","0.0966245699269083","0.118590978621151","1"
"Very Inexpensive","2010","inadequately","3","","","","1"
"Very Inexpensive","2010","general elemantary","79","0.0922990793057673","0.0734515657382448","0.11114659287329","1"
"Very Inexpensive","2010","middle vocational","572","0.104128724997093","0.0962832350243031","0.111974214969883","1"
"Very Inexpensive","2010","in school","43","0.103552818810222","0.0746541745346944","0.132451463085749","1"
"Inexpensive","2011","inadequately","18","","","","2"
"Inexpensive","2011","general elemantary","339","0.288701019823574","0.263093617232151","0.314308422414998","2"
"Inexpensive","2011","vocational + Abi","284","0.279047975090434","0.251037363175229","0.307058587005638","2"
"Inexpensive","2011","higher vocational","350","0.320026567510711","0.293088847133438","0.346964287887984","2"
"Inexpensive","2011","middle vocational","2001","0.284525538685736","0.273937057230044","0.295114020141427","2"
"Inexpensive","2011","higher education","1021","0.284829620990309","0.270102693048967","0.299556548931651","2"
"Inexpensive","2011","in school","132","0.233239390506959","0.196608796910931","0.269869984102987","2"
"Reasonable","2011","inadequately","31","0.468207016416416","0.34499074105393","0.591423291778902","3"
"Reasonable","2011","in school","267","0.542924073621333","0.499774467662781","0.586073679579884","3"
"Reasonable","2011","vocational + Abi","504","0.51520141045128","0.483991022199459","0.546411798703101","3"
"Reasonable","2011","higher vocational","583","0.52334947566028","0.494507979503377","0.552190971817184","3"
"Reasonable","2011","higher education","1858","0.50954079690268","0.493228851782109","0.525852742023252","3"
"Reasonable","2011","middle vocational","3608","0.514211218682544","0.502481961759893","0.525940475605195","3"
"Reasonable","2011","general elemantary","636","0.548192277329297","0.520069477291762","0.576315077366831","3"
"Slightly Expensive","2011","vocational + Abi","92","0.0909451817565166","0.0729889641478161","0.108901399365217","4"
"Slightly Expensive","2011","inadequately","11","","","","4"
"Slightly Expensive","2011","general elemantary","106","0.0749901062660854","0.0601071073265341","0.0898731052056368","4"
"Slightly Expensive","2011","middle vocational","631","0.0923314388126741","0.0855376126016773","0.0991252650236709","4"
"Slightly Expensive","2011","higher vocational","100","0.0682051225707359","0.0536474982501182","0.0827627468913535","4"
"Slightly Expensive","2011","higher education","305","0.0865712614885829","0.0773955650929172","0.0957469578842485","4"
"Slightly Expensive","2011","in school","46","0.0824868215262387","0.0586575069481213","0.106316136104356","4"
"Too Expensive","2011","in school","12","","","","5"
"Too Expensive","2011","inadequately","","","","","5"
"Too Expensive","2011","general elemantary","26","","","","5"
"Too Expensive","2011","middle vocational","107","0.0148858261331038","0.0120439461047143","0.0177277061614933","5"
"Too Expensive","2011","vocational + Abi","16","","","","5"
"Too Expensive","2011","higher vocational","11","","","","5"
"Too Expensive","2011","higher education","43","0.0116266146036017","0.00812875812261869","0.0151244710845846","5"
"Very Inexpensive","2011","vocational + Abi","89","0.0975640744847217","0.0790337455622524","0.116094403407191","1"
"Very Inexpensive","2011","higher vocational","108","0.0810075454430308","0.0652517417616835","0.096763349124378","1"
"Very Inexpensive","2011","higher education","381","0.107431706014826","0.097327509349692","0.11753590267996","1"
"Very Inexpensive","2011","inadequately","3","","","","1"
"Very Inexpensive","2011","general elemantary","96","0.0780302095788907","0.0628734971911886","0.0931869219665928","1"
"Very Inexpensive","2011","middle vocational","628","0.0940459776859423","0.0871958419579997","0.100896113413885","1"
"Very Inexpensive","2011","in school","55","0.123229559517245","0.0947578523451063","0.151701266689384","1"
"Inexpensive","2012","general elemantary","367","0.31432309026538","0.287549599173981","0.34109658135678","2"
"Inexpensive","2012","higher vocational","343","0.283306389898254","0.256975424582232","0.309637355214275","2"
"Inexpensive","2012","inadequately","13","","","","2"
"Inexpensive","2012","vocational + Abi","274","0.26778137527747","0.240142510373634","0.295420240181305","2"
"Inexpensive","2012","in school","158","0.275633712167867","0.237042381074335","0.314225043261398","2"
"Inexpensive","2012","middle vocational","1973","0.284310828192768","0.273605918948332","0.295015737437204","2"
"Inexpensive","2012","higher education","1067","0.294597830539024","0.279702481678771","0.309493179399276","2"
"Reasonable","2012","inadequately","41","0.641870087697253","0.527914007685996","0.75582616770851","3"
"Reasonable","2012","vocational + Abi","520","0.520630697900439","0.48944829138238","0.551813104418497","3"
"Reasonable","2012","higher vocational","579","0.551554518626625","0.522492827719188","0.580616209534063","3"
"Reasonable","2012","higher education","1809","0.502422184682962","0.486084804339018","0.518759565026906","3"
"Reasonable","2012","general elemantary","572","0.50699843612436","0.478165786314563","0.535831085934157","3"
"Reasonable","2012","in school","249","0.470217565517424","0.427111073844505","0.513324057190344","3"
"Reasonable","2012","middle vocational","3540","0.513562234083835","0.501700880601714","0.525423587565955","3"
"Slightly Expensive","2012","vocational + Abi","88","0.109892257449271","0.0903706996754321","0.12941381522311","4"
"Slightly Expensive","2012","inadequately","7","","","","4"
"Slightly Expensive","2012","in school","55","0.110162882617905","0.0831222168024668","0.137203548433342","4"
"Slightly Expensive","2012","general elemantary","107","0.0870241722139777","0.0707684342895713","0.103279910138384","4"
"Slightly Expensive","2012","middle vocational","603","0.0964785087757157","0.0894718881868384","0.103485129364593","4"
"Slightly Expensive","2012","higher vocational","89","0.077804145907144","0.0621516073478176","0.0934566844664704","4"
"Slightly Expensive","2012","higher education","287","0.0751247088568089","0.0665117871185267","0.0837376305950911","4"
"Too Expensive","2012","in school","3","","","","5"
"Too Expensive","2012","inadequately","3","","","","5"
"Too Expensive","2012","general elemantary","20","","","","5"
"Too Expensive","2012","middle vocational","114","0.0168236267002422","0.0137715208270298","0.0198757325734545","5"
"Too Expensive","2012","vocational + Abi","11","","","","5"
"Too Expensive","2012","higher vocational","17","","","","5"
"Too Expensive","2012","higher education","39","0.0131961111909892","0.00946742425780046","0.016924798124178","5"
"Very Inexpensive","2012","vocational + Abi","93","0.0950728291815101","0.0767646709760989","0.113380987386921","1"
"Very Inexpensive","2012","higher vocational","97","0.0737043674127997","0.0584359772387067","0.0889727575868927","1"
"Very Inexpensive","2012","higher education","396","0.114659164730216","0.104248531501474","0.125069797958958","1"
"Very Inexpensive","2012","inadequately","4","","","","1"
"Very Inexpensive","2012","general elemantary","89","0.0732888839114931","0.0582592521833523","0.0883185156396339","1"
"Very Inexpensive","2012","middle vocational","591","0.0888248022474397","0.0820734287315141","0.0955761757633652","1"
"Very Inexpensive","2012","in school","50","0.136473305022768","0.106824566840753","0.166122043204783","1"
"Inexpensive","2013","general elemantary","384","0.320561520788093","0.294637988358238","0.346485053217948","2"
"Inexpensive","2013","higher vocational","329","0.308269294252863","0.280779777129509","0.335758811376217","2"
"Inexpensive","2013","inadequately","27","","","","2"
"Inexpensive","2013","vocational + Abi","275","0.221491665174897","0.196458202583459","0.246525127766336","2"
"Inexpensive","2013","middle vocational","1972","0.304329038453629","0.293316436269898","0.31534164063736","2"
"Inexpensive","2013","higher education","1081","0.309852698757956","0.295002458122961","0.32470293939295","2"
"Inexpensive","2013","in school","150","0.213412328536269","0.178951041269578","0.24787361580296","2"
"Reasonable","2013","inadequately","45","0.469578710110441","0.368688543984462","0.57046887623642","3"
"Reasonable","2013","vocational + Abi","548","0.550875640262015","0.520889491786814","0.580861788737216","3"
"Reasonable","2013","higher vocational","545","0.493920224903462","0.464157592143008","0.523682857663917","3"
"Reasonable","2013","higher education","1895","0.471199072791006","0.45516908210321","0.487229063478801","3"
"Reasonable","2013","middle vocational","3442","0.495069058143359","0.483102611718989","0.507035504567728","3"
"Reasonable","2013","in school","277","0.578513915510054","0.536980590403962","0.620047240616146","3"
"Reasonable","2013","general elemantary","592","0.485151970467404","0.457390539855605","0.512913401079203","3"
"Slightly Expensive","2013","inadequately","12","","","","4"
"Slightly Expensive","2013","vocational + Abi","109","0.0997309664757996","0.0816670562078092","0.11779487674379","4"
"Slightly Expensive","2013","higher education","286","0.0825460464655409","0.0737086318759423","0.0913834610551394","4"
"Slightly Expensive","2013","in school","50","0.0905487301538775","0.0664119644268342","0.114685495880921","4"
"Slightly Expensive","2013","general elemantary","148","0.103685542472888","0.0867518090672171","0.120619275878559","4"
"Slightly Expensive","2013","middle vocational","579","0.0914031339251794","0.0845057805490684","0.0983004873012904","4"
"Slightly Expensive","2013","higher vocational","88","0.0994881996433947","0.0816699951056449","0.117306404181145","4"
"Too Expensive","2013","in school","8","","","","5"
"Too Expensive","2013","inadequately","4","","","","5"
"Too Expensive","2013","general elemantary","17","","","","5"
"Too Expensive","2013","middle vocational","112","0.0156996406160132","0.0127243801347323","0.018674901097294","5"
"Too Expensive","2013","vocational + Abi","17","","","","5"
"Too Expensive","2013","higher vocational","19","","","","5"
"Too Expensive","2013","higher education","28","","","","5"
"Very Inexpensive","2013","vocational + Abi","108","0.114097762909078","0.0949312961071501","0.133264229711005","1"
"Very Inexpensive","2013","higher vocational","103","0.0821279743279107","0.0657835333020358","0.0984724153537856","1"
"Very Inexpensive","2013","higher education","435","0.124836865337283","0.114222332435868","0.135451398238698","1"
"Very Inexpensive","2013","inadequately","6","","","","1"
"Very Inexpensive","2013","general elemantary","104","0.0825581409357319","0.0672707756367411","0.0978455062347228","1"
"Very Inexpensive","2013","middle vocational","601","0.0934991288618196","0.0865311919219276","0.100467065801712","1"
"Very Inexpensive","2013","in school","58","0.10903838192998","0.0828223249078101","0.135254438952149","1"
"Inexpensive","2014","inadequately","24","","","","2"
"Inexpensive","2014","general elemantary","333","0.295146212005975","0.268493589041531","0.321798834970418","2"
"Inexpensive","2014","vocational + Abi","248","0.256336885030145","0.228616751839059","0.28405701822123","2"
"Inexpensive","2014","higher vocational","294","0.298859311858099","0.270516025042132","0.327202598674065","2"
"Inexpensive","2014","higher education","1031","0.319480726566063","0.303887813167572","0.335073639964554","2"
"Inexpensive","2014","middle vocational","1820","0.295046628247762","0.28358206424034","0.306511192255184","2"
"Inexpensive","2014","in school","116","0.271215993797991","0.229908851534834","0.312523136061148","2"
"Reasonable","2014","inadequately","41","0.500408529701152","0.390843248701225","0.609973810701079","3"
"Reasonable","2014","vocational + Abi","524","0.527630586349513","0.495934363852413","0.559326808846613","3"
"Reasonable","2014","higher vocational","519","0.480895273954078","0.449959073283119","0.511831474625037","3"
"Reasonable","2014","higher education","1731","0.463376234023847","0.446700438949673","0.480052029098021","3"
"Reasonable","2014","in school","230","0.536175060652662","0.48984120529783","0.582508916007494","3"
"Reasonable","2014","general elemantary","566","0.495867028532515","0.46665060868226","0.52508344838277","3"
"Reasonable","2014","middle vocational","3064","0.489941061225302","0.477374567460454","0.50250755499015","3"
"Slightly Expensive","2014","inadequately","8","","","","4"
"Slightly Expensive","2014","vocational + Abi","64","0.0873675047537176","0.0694398049682667","0.105295204539169","4"
"Slightly Expensive","2014","higher education","225","0.0733548401972571","0.0646360577983918","0.0820736225961225","4"
"Slightly Expensive","2014","in school","42","0.102400268004119","0.0742320100428497","0.130568525965389","4"
"Slightly Expensive","2014","general elemantary","102","0.104539327175418","0.0866606682783868","0.122417986072449","4"
"Slightly Expensive","2014","middle vocational","493","0.0916562621860244","0.0844029193752659","0.0989096049967828","4"
"Slightly Expensive","2014","higher vocational","72","0.101941671279348","0.083207159607508","0.120676182951189","4"
"Too Expensive","2014","in school","8","","","","5"
"Too Expensive","2014","inadequately","2","","","","5"
"Too Expensive","2014","general elemantary","31","0.0218905960836805","0.0133400403759141","0.0304411517914469","5"
"Too Expensive","2014","middle vocational","82","0.011792189447407","0.00907854224939073","0.0145058366454233","5"
"Too Expensive","2014","vocational + Abi","16","","","","5"
"Too Expensive","2014","higher vocational","10","","","","5"
"Too Expensive","2014","higher education","31","0.0116983601648681","0.00810258960470866","0.0152941307250276","5"
"Very Inexpensive","2014","vocational + Abi","101","0.116113948107816","0.0957743682794029","0.136453527936229","1"
"Very Inexpensive","2014","higher vocational","107","0.107257452229131","0.0880976472009018","0.126417257257361","1"
"Very Inexpensive","2014","higher education","417","0.132089839047964","0.120766961458069","0.14341271663786","1"
"Very Inexpensive","2014","middle vocational","620","0.111563858893505","0.103649661251658","0.119478056535353","1"
"Very Inexpensive","2014","inadequately","5","","","","1"
"Very Inexpensive","2014","general elemantary","93","0.0825568362024115","0.0664749148127239","0.0986387575920992","1"
"Very Inexpensive","2014","in school","49","0.0791589423019102","0.0540741554942135","0.104243729109607","1"
