"hlf0094","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"Too Expensive","1996","Couple + C. GT 16 ","Male","13","","",""
"Too Expensive","1996","Couple + C. GT 16 ","Female","14","","",""
"Too Expensive","1996","Couple + C. LE and GT 16","Male","9","","",""
"Too Expensive","1996","Couple + C. LE and GT 16","Female","4","","",""
"Very Inexpensive","1997","1-pers.-HH","Male","18","","",""
"Very Inexpensive","1997","1-pers.-HH","Female","38","0.199585945294404","0.142603705033866","0.256568185554942"
"Very Inexpensive","1997","(Married) couple without C. ","Male","120","0.189781704224779","0.160565537254028","0.21899787119553"
"Very Inexpensive","1997","(Married) couple without C. ","Female","121","0.185553344955223","0.156651776997392","0.214454912913054"
"Very Inexpensive","1997","Single parent ","Male","5","","",""
"Very Inexpensive","1997","Single parent ","Female","8","","",""
"Very Inexpensive","1997","Couple + C. LE 16 ","Male","56","0.11488545710007","0.0883317307588004","0.141439183441339"
"Very Inexpensive","1997","Couple + C. LE 16 ","Female","56","0.101167877670604","0.0765416743182658","0.125794081022943"
"Very Inexpensive","1997","Couple + C. GT 16 ","Male","129","0.216001851119106","0.185117238470042","0.24688646376817"
"Very Inexpensive","1997","Couple + C. GT 16 ","Female","90","0.198072051122058","0.16512176367373","0.231022338570386"
"Very Inexpensive","1997","Couple + C. LE and GT 16","Male","35","0.153120402182037","0.113541668325158","0.192699136038917"
"Very Inexpensive","1997","Couple + C. LE and GT 16","Female","26","","",""
"Inexpensive","1997","1-pers.-HH","Male","31","0.333283803557058","0.238988495918894","0.427579111195221"
"Inexpensive","1997","1-pers.-HH","Female","63","0.333226563367983","0.26602550066999","0.400427626065977"
"Inexpensive","1997","(Married) couple without C. ","Male","249","0.364083839700936","0.328233301818661","0.399934377583212"
"Inexpensive","1997","(Married) couple without C. ","Female","246","0.357132526307049","0.321509474856813","0.392755577757285"
"Inexpensive","1997","Single parent ","Male","28","","",""
"Inexpensive","1997","Single parent ","Female","30","0.259389487782085","0.172166020681134","0.346612954883035"
"Inexpensive","1997","Couple + C. LE 16 ","Male","145","0.256496539655585","0.220132220481404","0.292860858829766"
"Inexpensive","1997","Couple + C. LE 16 ","Female","149","0.256621653951576","0.220952857758088","0.292290450145065"
"Inexpensive","1997","Couple + C. GT 16 ","Male","215","0.355280203832581","0.319360982685879","0.391199424979284"
"Inexpensive","1997","Couple + C. GT 16 ","Female","189","0.357126395005502","0.31751193816605","0.396740851844955"
"Inexpensive","1997","Couple + C. LE and GT 16","Male","90","0.279601359248457","0.230273688046482","0.328929030450433"
"Inexpensive","1997","Couple + C. LE and GT 16","Female","84","0.279303638964792","0.229034454519388","0.329572823410197"
"Reasonable","1997","1-pers.-HH","Male","34","0.345245668561404","0.250137945638597","0.440353391484211"
"Reasonable","1997","1-pers.-HH","Female","79","0.418059222528301","0.34773976881851","0.488378676238092"
"Reasonable","1997","(Married) couple without C. ","Male","276","0.376777623344823","0.340673307976961","0.412881938712686"
"Reasonable","1997","(Married) couple without C. ","Female","281","0.38328622514382","0.347140318804495","0.419432131483144"
"Reasonable","1997","Single parent ","Male","40","0.434230289210088","0.324931727013196","0.543528851406981"
"Reasonable","1997","Single parent ","Female","46","0.430076529390864","0.331552227491357","0.528600831290372"
"Reasonable","1997","Couple + C. LE 16 ","Male","277","0.51206263559875","0.470439308660794","0.553685962536705"
"Reasonable","1997","Couple + C. LE 16 ","Female","292","0.516994322052347","0.476185331326817","0.557803312777877"
"Reasonable","1997","Couple + C. GT 16 ","Male","297","0.386564507205535","0.350017540129044","0.423111474282026"
"Reasonable","1997","Couple + C. GT 16 ","Female","242","0.389722231823305","0.349402159877759","0.43004230376885"
"Reasonable","1997","Couple + C. LE and GT 16","Male","153","0.451822264178991","0.397123307694558","0.506521220663423"
"Reasonable","1997","Couple + C. LE and GT 16","Female","154","0.457836124560169","0.402013828638916","0.513658420481423"
"Slightly Expensive","1997","1-pers.-HH","Male","12","","",""
"Slightly Expensive","1997","1-pers.-HH","Female","7","","",""
"Slightly Expensive","1997","(Married) couple without C. ","Male","35","0.04412929011041","0.0288269415079759","0.0594316387128441"
"Slightly Expensive","1997","(Married) couple without C. ","Female","35","0.0479205484545768","0.0320404505838991","0.0638006463252545"
"Slightly Expensive","1997","Single parent ","Male","4","","",""
"Slightly Expensive","1997","Single parent ","Female","9","","",""
"Slightly Expensive","1997","Couple + C. LE 16 ","Male","69","0.108757671471892","0.0828325343982792","0.134682808545505"
"Slightly Expensive","1997","Couple + C. LE 16 ","Female","71","0.110838374878202","0.0852010752251655","0.136475674531238"
"Slightly Expensive","1997","Couple + C. GT 16 ","Male","39","0.0387755872879221","0.0242862843715542","0.0532648902042901"
"Slightly Expensive","1997","Couple + C. GT 16 ","Female","36","0.0451241287864285","0.0279625274974893","0.0622857300753678"
"Slightly Expensive","1997","Couple + C. LE and GT 16","Male","27","","",""
"Slightly Expensive","1997","Couple + C. LE and GT 16","Female","30","0.112081771871179","0.0767356836051822","0.147427860137177"
"Too Expensive","1997","1-pers.-HH","Male","1","","",""
"Too Expensive","1997","1-pers.-HH","Female","2","","",""
"Too Expensive","1997","(Married) couple without C. ","Male","12","","",""
"Too Expensive","1997","(Married) couple without C. ","Female","12","","",""
"Too Expensive","1997","Single parent ","Male","2","","",""
"Too Expensive","1997","Single parent ","Female","4","","",""
"Too Expensive","1997","Couple + C. LE 16 ","Male","7","","",""
"Too Expensive","1997","Couple + C. LE 16 ","Female","8","","",""
"Too Expensive","1997","Couple + C. GT 16 ","Male","2","","",""
"Too Expensive","1997","Couple + C. GT 16 ","Female","5","","",""
"Too Expensive","1997","Couple + C. LE and GT 16","Male","13","","",""
"Too Expensive","1997","Couple + C. LE and GT 16","Female","12","","",""
"Very Inexpensive","1998","1-pers.-HH","Male","25","","",""
"Very Inexpensive","1998","1-pers.-HH","Female","48","0.180779852680369","0.132092316641585","0.229467388719152"
"Very Inexpensive","1998","(Married) couple without C. ","Male","153","0.18558426796248","0.159525211318466","0.211643324606494"
"Very Inexpensive","1998","(Married) couple without C. ","Female","155","0.196978504563687","0.17036650850458","0.223590500622793"
"Very Inexpensive","1998","Single parent ","Male","18","","",""
"Very Inexpensive","1998","Single parent ","Female","10","","",""
"Very Inexpensive","1998","Couple + C. LE 16 ","Male","71","0.131473792749698","0.105535860427954","0.157411725071442"
"Very Inexpensive","1998","Couple + C. LE 16 ","Female","72","0.126888241002928","0.101609433453381","0.152167048552475"
"Very Inexpensive","1998","Couple + C. GT 16 ","Male","126","0.198835639571033","0.170681168880711","0.226990110261354"
"Very Inexpensive","1998","Couple + C. GT 16 ","Female","103","0.199965148496271","0.168904538322664","0.231025758669878"
"Very Inexpensive","1998","Couple + C. LE and GT 16","Male","46","0.172185812987359","0.132114274505325","0.212257351469394"
"Very Inexpensive","1998","Couple + C. LE and GT 16","Female","42","0.150909110155907","0.111689080148752","0.190129140163062"
"Inexpensive","1998","1-pers.-HH","Male","37","0.306284994818023","0.224153673355869","0.388416316280176"
"Inexpensive","1998","1-pers.-HH","Female","82","0.347172859792195","0.286942639138791","0.407403080445598"
"Inexpensive","1998","(Married) couple without C. ","Male","301","0.364221345984058","0.331966074437008","0.396476617531108"
"Inexpensive","1998","(Married) couple without C. ","Female","297","0.35344527179961","0.321458664300018","0.385431879299202"
"Inexpensive","1998","Single parent ","Male","37","0.360575794609877","0.261920541370218","0.459231047849536"
"Inexpensive","1998","Single parent ","Female","38","0.357400513384204","0.265296364326478","0.449504662441929"
"Inexpensive","1998","Couple + C. LE 16 ","Male","193","0.281228535198601","0.246718182391045","0.315738888006156"
"Inexpensive","1998","Couple + C. LE 16 ","Female","196","0.26955962921419","0.23585956055224","0.303259697876141"
"Inexpensive","1998","Couple + C. GT 16 ","Male","229","0.303824782820404","0.271382581244525","0.336266984396284"
"Inexpensive","1998","Couple + C. GT 16 ","Female","190","0.293367157941117","0.258009700220861","0.328724615661373"
"Inexpensive","1998","Couple + C. LE and GT 16","Male","88","0.246369245510576","0.200634796127485","0.292103694893666"
"Inexpensive","1998","Couple + C. LE and GT 16","Female","86","0.281802156810792","0.232511193421244","0.33109312020034"
"Reasonable","1998","1-pers.-HH","Male","48","0.401341319213637","0.314003572119741","0.488679066307533"
"Reasonable","1998","1-pers.-HH","Female","91","0.400307592071124","0.338320158063293","0.462295026078956"
"Reasonable","1998","(Married) couple without C. ","Male","325","0.370339075936523","0.337970903867064","0.402707248005982"
"Reasonable","1998","(Married) couple without C. ","Female","327","0.35925482572938","0.327151618339137","0.391358033119622"
"Reasonable","1998","Single parent ","Male","28","","",""
"Reasonable","1998","Single parent ","Female","39","0.390297956306435","0.296544262967894","0.484051649644976"
"Reasonable","1998","Couple + C. LE 16 ","Male","310","0.481941620567695","0.443587603133393","0.520295638001997"
"Reasonable","1998","Couple + C. LE 16 ","Female","316","0.477049849202474","0.439116341456159","0.514983356948789"
"Reasonable","1998","Couple + C. GT 16 ","Male","355","0.436015722602474","0.401035383568714","0.470996061636235"
"Reasonable","1998","Couple + C. GT 16 ","Female","285","0.425222512340463","0.386830898000062","0.463614126680865"
"Reasonable","1998","Couple + C. LE and GT 16","Male","169","0.492496117759116","0.439433094328611","0.545559141189621"
"Reasonable","1998","Couple + C. LE and GT 16","Female","160","0.493350022975109","0.438572209622135","0.548127836328084"
"Slightly Expensive","1998","1-pers.-HH","Male","10","","",""
"Slightly Expensive","1998","1-pers.-HH","Female","16","","",""
"Slightly Expensive","1998","(Married) couple without C. ","Male","65","0.0613187687603048","0.0452374813532879","0.0774000561673217"
"Slightly Expensive","1998","(Married) couple without C. ","Female","67","0.0708748686446997","0.0537041811484246","0.0880455561409749"
"Slightly Expensive","1998","Single parent ","Male","7","","",""
"Slightly Expensive","1998","Single parent ","Female","17","","",""
"Slightly Expensive","1998","Couple + C. LE 16 ","Male","67","0.0885082598078223","0.0667064491850336","0.110310070430611"
"Slightly Expensive","1998","Couple + C. LE 16 ","Female","70","0.101838251885173","0.0788691654642047","0.124807338306141"
"Slightly Expensive","1998","Couple + C. GT 16 ","Male","59","0.0573430352766977","0.0409425529780722","0.0737435175753233"
"Slightly Expensive","1998","Couple + C. GT 16 ","Female","54","0.0684064670806371","0.0488026704690062","0.0880102636922679"
"Slightly Expensive","1998","Couple + C. LE and GT 16","Male","28","","",""
"Slightly Expensive","1998","Couple + C. LE and GT 16","Female","25","","",""
"Too Expensive","1998","1-pers.-HH","Male","1","","",""
"Too Expensive","1998","1-pers.-HH","Female","3","","",""
"Too Expensive","1998","(Married) couple without C. ","Male","11","","",""
"Too Expensive","1998","(Married) couple without C. ","Female","12","","",""
"Too Expensive","1998","Single parent ","Male","1","","",""
"Too Expensive","1998","Single parent ","Female","","","",""
"Too Expensive","1998","Couple + C. LE 16 ","Male","11","","",""
"Too Expensive","1998","Couple + C. LE 16 ","Female","12","","",""
"Too Expensive","1998","Couple + C. GT 16 ","Male","3","","",""
"Too Expensive","1998","Couple + C. GT 16 ","Female","5","","",""
"Too Expensive","1998","Couple + C. LE and GT 16","Male","10","","",""
"Too Expensive","1998","Couple + C. LE and GT 16","Female","7","","",""
"Very Inexpensive","1999","1-pers.-HH","Male","19","","",""
"Very Inexpensive","1999","1-pers.-HH","Female","42","0.179840772870405","0.130737851897987","0.228943693842823"
"Very Inexpensive","1999","(Married) couple without C. ","Male","149","0.181083885520174","0.155226303882622","0.206941467157725"
"Very Inexpensive","1999","(Married) couple without C. ","Female","151","0.191053331722797","0.164717413691319","0.217389249754274"
"Very Inexpensive","1999","Single parent ","Male","15","","",""
"Very Inexpensive","1999","Single parent ","Female","17","","",""
"Very Inexpensive","1999","Couple + C. LE 16 ","Male","74","0.121732609312545","0.0968247765613403","0.14664044206375"
"Very Inexpensive","1999","Couple + C. LE 16 ","Female","74","0.115937202758266","0.0917854212519325","0.1400889842646"
"Very Inexpensive","1999","Couple + C. GT 16 ","Male","148","0.214002242745155","0.184689329238725","0.243315156251585"
"Very Inexpensive","1999","Couple + C. GT 16 ","Female","122","0.200754511795236","0.169672400902165","0.231836622688308"
"Very Inexpensive","1999","Couple + C. LE and GT 16","Male","45","0.166945277176265","0.128206409148699","0.205684145203831"
"Very Inexpensive","1999","Couple + C. LE and GT 16","Female","43","0.150089622715591","0.111900441135323","0.188278804295859"
"Inexpensive","1999","1-pers.-HH","Male","56","0.445105997572515","0.357278143060603","0.532933852084427"
"Inexpensive","1999","1-pers.-HH","Female","76","0.310007610771849","0.250875621683561","0.369139599860137"
"Inexpensive","1999","(Married) couple without C. ","Male","316","0.391670878527988","0.358894705902617","0.424447051153359"
"Inexpensive","1999","(Married) couple without C. ","Female","315","0.382939160977824","0.350374985071962","0.415503336883686"
"Inexpensive","1999","Single parent ","Male","24","","",""
"Inexpensive","1999","Single parent ","Female","26","","",""
"Inexpensive","1999","Couple + C. LE 16 ","Male","197","0.309801826865583","0.274577071452123","0.345026582279044"
