"hlf0094","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Reasonable","1999","Employed","Single parent ","58","0.511035955455393","0.425760250852031","0.596311660058755","3"
"Reasonable","1999","Employed","Couple + C. LE and GT 16","192","0.368912679435654","0.326871068291289","0.410954290580019","3"
"Reasonable","1999","Employed","Couple + C. GT 16 ","406","0.40094984949873","0.370559061211682","0.431340637785777","3"
"Slightly Expensive","1999","Not Employed","(Married) couple without C. ","28","","","","4"
"Slightly Expensive","1999","Not Employed","1-pers.-HH","16","","","","4"
"Slightly Expensive","1999","Not Employed","Couple + C. LE 16 ","19","","","","4"
"Slightly Expensive","1999","Not Employed","Single parent ","6","","","","4"
"Slightly Expensive","1999","Not Employed","Couple + C. GT 16 ","19","","","","4"
"Slightly Expensive","1999","Not Employed","Couple + C. LE and GT 16","20","","","","4"
"Slightly Expensive","1999","Employed","Couple + C. LE 16 ","98","0.0786361424780725","0.0627367284750013","0.0945355564811437","4"
"Slightly Expensive","1999","Employed","Single parent ","12","","","","4"
"Slightly Expensive","1999","Employed","1-pers.-HH","14","","","","4"
"Slightly Expensive","1999","Employed","(Married) couple without C. ","70","0.0777531946886075","0.0591036513879784","0.0964027379892365","4"
"Slightly Expensive","1999","Employed","Couple + C. GT 16 ","88","0.0766269336195152","0.0601322241086427","0.0931216431303877","4"
"Slightly Expensive","1999","Employed","Couple + C. LE and GT 16","61","0.10945187172382","0.0822491019100667","0.136654641537574","4"
"Too Expensive","1999","Not Employed","(Married) couple without C. ","5","","","","5"
"Too Expensive","1999","Not Employed","1-pers.-HH","1","","","","5"
"Too Expensive","1999","Not Employed","Single parent ","4","","","","5"
"Too Expensive","1999","Not Employed","Couple + C. LE 16 ","5","","","","5"
"Too Expensive","1999","Not Employed","Couple + C. GT 16 ","8","","","","5"
"Too Expensive","1999","Not Employed","Couple + C. LE and GT 16","2","","","","5"
"Too Expensive","1999","Employed","1-pers.-HH","3","","","","5"
"Too Expensive","1999","Employed","(Married) couple without C. ","15","","","","5"
"Too Expensive","1999","Employed","Single parent ","9","","","","5"
"Too Expensive","1999","Employed","Couple + C. LE 16 ","23","","","","5"
"Too Expensive","1999","Employed","Couple + C. GT 16 ","19","","","","5"
"Too Expensive","1999","Employed","Couple + C. LE and GT 16","23","","","","5"
"Very Inexpensive","1999","Not Employed","1-pers.-HH","42","0.19348458436818","0.141868345820275","0.245100822916085","1"
"Very Inexpensive","1999","Not Employed","(Married) couple without C. ","168","0.201808572814691","0.175817530921956","0.227799614707427","1"
"Very Inexpensive","1999","Not Employed","Single parent ","10","","","","1"
"Very Inexpensive","1999","Not Employed","Couple + C. LE 16 ","28","","","","1"
"Very Inexpensive","1999","Not Employed","Couple + C. GT 16 ","78","0.234809797629971","0.192794976423522","0.27682461883642","1"
"Very Inexpensive","1999","Not Employed","Couple + C. LE and GT 16","24","","","","1"
"Very Inexpensive","1999","Employed","1-pers.-HH","19","","","","1"
"Very Inexpensive","1999","Employed","(Married) couple without C. ","132","0.163000069727181","0.137275856177449","0.188724283276913","1"
"Very Inexpensive","1999","Employed","Single parent ","22","","","","1"
"Very Inexpensive","1999","Employed","Couple + C. LE 16 ","120","0.112527914778905","0.0938614567611268","0.131194372796684","1"
"Very Inexpensive","1999","Employed","Couple + C. LE and GT 16","64","0.156450932876997","0.124797771940564","0.188104093813429","1"
"Very Inexpensive","1999","Employed","Couple + C. GT 16 ","192","0.19629439030761","0.171664198666653","0.220924581948567","1"
"Inexpensive","2000","Not Employed","1-pers.-HH","192","0.385095671442931","0.34248510360498","0.427706239280883","2"
"Inexpensive","2000","Not Employed","(Married) couple without C. ","809","0.386873846526571","0.365988654260851","0.407759038792292","2"
"Inexpensive","2000","Not Employed","Couple + C. GT 16 ","226","0.332654200599467","0.297849834122581","0.367458567076354","2"
"Inexpensive","2000","Not Employed","Couple + C. LE and GT 16","96","0.360922921298457","0.307111900542707","0.414733942054208","2"
"Inexpensive","2000","Not Employed","Couple + C. LE 16 ","142","0.32128046863289","0.279108393337925","0.363452543927855","2"
"Inexpensive","2000","Not Employed","Single parent ","28","","","","2"
"Inexpensive","2000","Employed","1-pers.-HH","92","0.267800072056869","0.219951351699103","0.315648792414635","2"
"Inexpensive","2000","Employed","(Married) couple without C. ","536","0.326156935028269","0.303460831468926","0.348853038587612","2"
"Inexpensive","2000","Employed","Single parent ","65","0.274556938610232","0.218328207191409","0.330785670029054","2"
"Inexpensive","2000","Employed","Couple + C. LE 16 ","607","0.28871048775467","0.269221722451565","0.308199253057775","2"
"Inexpensive","2000","Employed","Couple + C. GT 16 ","604","0.33913726295821","0.317236499612037","0.361038026304384","2"
"Inexpensive","2000","Employed","Couple + C. LE and GT 16","260","0.31452987348744","0.283799098638797","0.345260648336084","2"
"Reasonable","2000","Not Employed","(Married) couple without C. ","772","0.356044761912152","0.335511449659881","0.376578074164423","3"
"Reasonable","2000","Not Employed","1-pers.-HH","184","0.371925583321027","0.329603912361919","0.414247254280135","3"
"Reasonable","2000","Not Employed","Couple + C. LE 16 ","221","0.461976487290639","0.416952059574084","0.507000915007194","3"
"Reasonable","2000","Not Employed","Couple + C. LE and GT 16","133","0.383976668943842","0.329483962706368","0.438469375181316","3"
"Reasonable","2000","Not Employed","Single parent ","58","0.485057836774771","0.396008355246427","0.574107318303116","3"
"Reasonable","2000","Not Employed","Couple + C. GT 16 ","313","0.431374545193907","0.394789620345403","0.467959470042411","3"
"Reasonable","2000","Employed","(Married) couple without C. ","684","0.418859435975359","0.394973989630794","0.442744882319925","3"
"Reasonable","2000","Employed","1-pers.-HH","138","0.434476454994803","0.380914229846899","0.488038680142707","3"
"Reasonable","2000","Employed","Single parent ","116","0.469307258250139","0.406430431249801","0.532184085250477","3"
"Reasonable","2000","Employed","Couple + C. LE 16 ","1000","0.468469021322434","0.447008781449393","0.489929261195475","3"
"Reasonable","2000","Employed","Couple + C. GT 16 ","771","0.425122180765259","0.40225247784029","0.447991883690229","3"
"Reasonable","2000","Employed","Couple + C. LE and GT 16","350","0.373591065030865","0.341574443171727","0.405607686890003","3"
"Slightly Expensive","2000","Not Employed","(Married) couple without C. ","120","0.0590966964862025","0.0489847917399606","0.0692086012324445","4"
"Slightly Expensive","2000","Not Employed","1-pers.-HH","32","0.0571336790738755","0.0368100909426474","0.0774572672051035","4"
"Slightly Expensive","2000","Not Employed","Couple + C. LE 16 ","60","0.116095546808501","0.087165570425371","0.145025523191632","4"
"Slightly Expensive","2000","Not Employed","Single parent ","12","","","","4"
"Slightly Expensive","2000","Not Employed","Couple + C. GT 16 ","63","0.0871622996744594","0.0663258901019708","0.107998709246948","4"
"Slightly Expensive","2000","Not Employed","Couple + C. LE and GT 16","35","0.125445883249783","0.0883343473165535","0.162557419183013","4"
"Slightly Expensive","2000","Employed","Single parent ","26","","","","4"
"Slightly Expensive","2000","Employed","Couple + C. LE 16 ","221","0.118419735830548","0.104524279417459","0.132315192243637","4"
"Slightly Expensive","2000","Employed","(Married) couple without C. ","165","0.0925424714261317","0.0785129674973034","0.10657197535496","4"
"Slightly Expensive","2000","Employed","1-pers.-HH","36","0.0966193055550927","0.0646952909704684","0.128543320139717","4"
"Slightly Expensive","2000","Employed","Couple + C. LE and GT 16","109","0.114355892144716","0.0932935246350474","0.135418259654385","4"
"Slightly Expensive","2000","Employed","Couple + C. GT 16 ","160","0.0854563476162126","0.0725236165062825","0.0983890787261427","4"
"Too Expensive","2000","Not Employed","(Married) couple without C. ","17","","","","5"
"Too Expensive","2000","Not Employed","1-pers.-HH","4","","","","5"
"Too Expensive","2000","Not Employed","Single parent ","4","","","","5"
"Too Expensive","2000","Not Employed","Couple + C. LE 16 ","10","","","","5"
"Too Expensive","2000","Not Employed","Couple + C. GT 16 ","5","","","","5"
"Too Expensive","2000","Not Employed","Couple + C. LE and GT 16","7","","","","5"
"Too Expensive","2000","Employed","1-pers.-HH","9","","","","5"
"Too Expensive","2000","Employed","(Married) couple without C. ","28","","","","5"
"Too Expensive","2000","Employed","Single parent ","6","","","","5"
"Too Expensive","2000","Employed","Couple + C. LE 16 ","48","0.0265834418300966","0.0196653740574005","0.0335015096027928","5"
"Too Expensive","2000","Employed","Couple + C. GT 16 ","27","","","","5"
"Too Expensive","2000","Employed","Couple + C. LE and GT 16","31","0.0296993856617037","0.0184643312391848","0.0409344400842226","5"
"Very Inexpensive","2000","Not Employed","1-pers.-HH","89","0.177239529685016","0.143801072492782","0.21067798687725","1"
"Very Inexpensive","2000","Not Employed","(Married) couple without C. ","371","0.190889618764367","0.174036747122864","0.207742490405869","1"
"Very Inexpensive","2000","Not Employed","Single parent ","19","","","","1"
"Very Inexpensive","2000","Not Employed","Couple + C. LE 16 ","38","0.081390782975592","0.0566968281121756","0.106084737839008","1"
"Very Inexpensive","2000","Not Employed","Couple + C. GT 16 ","97","0.143777650062925","0.117859695031279","0.169695605094571","1"
"Very Inexpensive","2000","Not Employed","Couple + C. LE and GT 16","35","0.111246351174417","0.0760156762003489","0.146477026148485","1"
"Very Inexpensive","2000","Employed","1-pers.-HH","54","0.172838658092503","0.131981731010818","0.213695585174188","1"
"Very Inexpensive","2000","Employed","(Married) couple without C. ","226","0.143421410398536","0.126452685212295","0.160390135584778","1"
"Very Inexpensive","2000","Employed","Couple + C. LE 16 ","201","0.097817313262251","0.0850416059997793","0.110593020524723","1"
"Very Inexpensive","2000","Employed","Couple + C. LE and GT 16","127","0.167823783675275","0.143090447628962","0.192557119721588","1"
"Very Inexpensive","2000","Employed","Single parent ","29","","","","1"
"Very Inexpensive","2000","Employed","Couple + C. GT 16 ","233","0.135573368748856","0.119736579859417","0.151410157638295","1"
"Inexpensive","2001","Not Employed","1-pers.-HH","178","0.401235460259471","0.356637315692475","0.445833604826468","2"
"Inexpensive","2001","Not Employed","(Married) couple without C. ","680","0.354443979562168","0.332722848632671","0.376165110491666","2"
"Inexpensive","2001","Not Employed","Couple + C. LE 16 ","108","0.262392867890396","0.219280024929302","0.30550571085149","2"
"Inexpensive","2001","Not Employed","Couple + C. GT 16 ","203","0.301963729297492","0.267069496564654","0.33685796203033","2"
"Inexpensive","2001","Not Employed","Couple + C. LE and GT 16","73","0.294189419097281","0.237704086103969","0.350674752090594","2"
"Inexpensive","2001","Not Employed","Single parent ","34","0.283319048167177","0.200601722787462","0.366036373546891","2"
"Inexpensive","2001","Employed","1-pers.-HH","83","0.264783167839889","0.213826061904911","0.315740273774867","2"
"Inexpensive","2001","Employed","(Married) couple without C. ","466","0.323920687340171","0.299916344032899","0.347925030647443","2"
"Inexpensive","2001","Employed","Single parent ","64","0.269843959782865","0.212726578155755","0.326961341409974","2"
"Inexpensive","2001","Employed","Couple + C. LE 16 ","539","0.258532895777467","0.239124995166873","0.277940796388061","2"
"Inexpensive","2001","Employed","Couple + C. GT 16 ","520","0.305339105839064","0.283263756003961","0.327414455674167","2"
"Inexpensive","2001","Employed","Couple + C. LE and GT 16","264","0.349147630008062","0.315693743117874","0.382601516898249","2"
"Reasonable","2001","Not Employed","(Married) couple without C. ","780","0.412110394889332","0.389759426788878","0.434461362989786","3"
"Reasonable","2001","Not Employed","1-pers.-HH","190","0.400128255718703","0.355550529343652","0.444705982093754","3"
"Reasonable","2001","Not Employed","Couple + C. LE 16 ","202","0.528775598465219","0.479857712100377","0.577693484830061","3"
"Reasonable","2001","Not Employed","Single parent ","60","0.50868381168161","0.416913932330456","0.600453691032764","3"
"Reasonable","2001","Not Employed","Couple + C. GT 16 ","311","0.467841251653133","0.429917863790982","0.505764639515284","3"
"Reasonable","2001","Not Employed","Couple + C. LE and GT 16","134","0.52732460549918","0.465437723491567","0.589211487506794","3"
"Reasonable","2001","Employed","1-pers.-HH","128","0.452794383738347","0.39530632601753","0.510282441459164","3"
"Reasonable","2001","Employed","(Married) couple without C. ","671","0.461947609689228","0.436374690409713","0.487520528968743","3"
"Reasonable","2001","Employed","Single parent ","123","0.544694191973261","0.48061278095562","0.608775602990901","3"
"Reasonable","2001","Employed","Couple + C. LE 16 ","1012","0.538127243186733","0.516027950542246","0.56022653583122","3"
"Reasonable","2001","Employed","Couple + C. GT 16 ","737","0.438559529413456","0.414774916489723","0.46234414233719","3"
"Reasonable","2001","Employed","Couple + C. LE and GT 16","337","0.429063908830023","0.394329850376036","0.46379796728401","3"
"Slightly Expensive","2001","Not Employed","(Married) couple without C. ","96","0.0526034385129862","0.0424663174667788","0.0627405595591936","4"
"Slightly Expensive","2001","Not Employed","1-pers.-HH","29","","","","4"
"Slightly Expensive","2001","Not Employed","Couple + C. LE 16 ","42","0.0984121005253767","0.0692212745881656","0.127602926462588","4"
"Slightly Expensive","2001","Not Employed","Single parent ","6","","","","4"
"Slightly Expensive","2001","Not Employed","Couple + C. GT 16 ","64","0.0812615939530386","0.0604944930738133","0.102028694832264","4"
"Slightly Expensive","2001","Not Employed","Couple + C. LE and GT 16","23","","","","4"
"Slightly Expensive","2001","Employed","Single parent ","19","","","","4"
"Slightly Expensive","2001","Employed","Couple + C. LE 16 ","187","0.0902033217179783","0.077504654303836","0.102901989132121","4"
"Slightly Expensive","2001","Employed","1-pers.-HH","28","","","","4"
"Slightly Expensive","2001","Employed","(Married) couple without C. ","123","0.075305893262474","0.0617700539462205","0.0888417325787275","4"
"Slightly Expensive","2001","Employed","Couple + C. GT 16 ","164","0.0854267568716401","0.0720288745228337","0.0988246392204465","4"
"Slightly Expensive","2001","Employed","Couple + C. LE and GT 16","79","0.0888036488547266","0.0688408155136534","0.1087664821958","4"
"Too Expensive","2001","Not Employed","(Married) couple without C. ","20","","","","5"
"Too Expensive","2001","Not Employed","1-pers.-HH","2","","","","5"
"Too Expensive","2001","Not Employed","Couple + C. LE 16 ","7","","","","5"
"Too Expensive","2001","Not Employed","Single parent ","2","","","","5"
"Too Expensive","2001","Not Employed","Couple + C. GT 16 ","12","","","","5"
"Too Expensive","2001","Not Employed","Couple + C. LE and GT 16","1","","","","5"
"Too Expensive","2001","Employed","1-pers.-HH","6","","","","5"
"Too Expensive","2001","Employed","(Married) couple without C. ","21","","","","5"
"Too Expensive","2001","Employed","Single parent ","5","","","","5"
"Too Expensive","2001","Employed","Couple + C. LE 16 ","51","0.0302129666267361","0.0226252765749707","0.0378006566785016","5"
"Too Expensive","2001","Employed","Couple + C. GT 16 ","20","","","","5"
"Too Expensive","2001","Employed","Couple + C. LE and GT 16","19","","","","5"
"Very Inexpensive","2001","Not Employed","1-pers.-HH","65","0.135917684890947","0.104735636345768","0.167099733436126","1"
"Very Inexpensive","2001","Not Employed","(Married) couple without C. ","287","0.17166325244454","0.154540097122478","0.188786407766602","1"
"Very Inexpensive","2001","Not Employed","Single parent ","12","","","","1"
"Very Inexpensive","2001","Not Employed","Couple + C. LE 16 ","41","0.101417778301609","0.0718339718471439","0.131001584756075","1"
"Very Inexpensive","2001","Not Employed","Couple + C. GT 16 ","75","0.131989049642435","0.106263253651379","0.157714845633491","1"
"Very Inexpensive","2001","Not Employed","Couple + C. LE and GT 16","19","","","","1"
"Very Inexpensive","2001","Employed","1-pers.-HH","43","0.167598768987202","0.124461403680392","0.210736134294013","1"
"Very Inexpensive","2001","Employed","(Married) couple without C. ","179","0.120901565335995","0.104178866118859","0.137624264553131","1"
"Very Inexpensive","2001","Employed","Couple + C. LE and GT 16","81","0.115094826270076","0.0926984859736091","0.137491166566543","1"
"Very Inexpensive","2001","Employed","Single parent ","21","","","","1"
"Very Inexpensive","2001","Employed","Couple + C. LE 16 ","166","0.0829235726910857","0.0706994844043243","0.0951476609778471","1"
"Very Inexpensive","2001","Employed","Couple + C. GT 16 ","231","0.159132376863571","0.141598698137062","0.17666605559008","1"
"Inexpensive","2002","Not Employed","1-pers.-HH","169","0.372847196387348","0.328119447044605","0.417574945730091","2"
"Inexpensive","2002","Not Employed","(Married) couple without C. ","718","0.362186249513326","0.341121998994841","0.383250500031811","2"
"Inexpensive","2002","Not Employed","Couple + C. LE 16 ","111","0.229501230139753","0.189140543394544","0.269861916884961","2"
"Inexpensive","2002","Not Employed","Single parent ","33","0.300757070131953","0.218706910062627","0.382807230201279","2"
"Inexpensive","2002","Not Employed","Couple + C. GT 16 ","255","0.364518438693331","0.330479288537349","0.398557588849312","2"
"Inexpensive","2002","Not Employed","Couple + C. LE and GT 16","84","0.327778721296328","0.27412239529824","0.381435047294416","2"
"Inexpensive","2002","Employed","1-pers.-HH","77","0.278460978099373","0.22660256457978","0.330319391618965","2"
"Inexpensive","2002","Employed","(Married) couple without C. ","596","0.297623422126159","0.277070404440625","0.318176439811694","2"
"Inexpensive","2002","Employed","Single parent ","59","0.267108276796594","0.211705870208523","0.322510683384664","2"
"Inexpensive","2002","Employed","Couple + C. LE 16 ","554","0.250391301271469","0.232001314440528","0.26878128810241","2"
"Inexpensive","2002","Employed","Couple + C. LE and GT 16","298","0.347505207448082","0.317600621333429","0.377409793562735","2"
"Inexpensive","2002","Employed","Couple + C. GT 16 ","616","0.327134438692716","0.30599954500453","0.348269332380901","2"
"Reasonable","2002","Not Employed","1-pers.-HH","182","0.409853586047004","0.364363246716598","0.45534392537741","3"
"Reasonable","2002","Not Employed","(Married) couple without C. ","833","0.403424762874322","0.381924341045859","0.424925184702785","3"
"Reasonable","2002","Not Employed","Single parent ","63","0.486637350007448","0.397209596453113","0.576065103561783","3"
"Reasonable","2002","Not Employed","Couple + C. LE 16 ","199","0.494022647543642","0.446036152274123","0.542009142813162","3"
"Reasonable","2002","Not Employed","Couple + C. GT 16 ","344","0.43150414457874","0.396475476982048","0.466532812175432","3"
"Reasonable","2002","Not Employed","Couple + C. LE and GT 16","144","0.441155832481439","0.384399307147919","0.497912357814959","3"
"Reasonable","2002","Employed","1-pers.-HH","127","0.428877692554676","0.371619394717012","0.48613599039234","3"
"Reasonable","2002","Employed","(Married) couple without C. ","877","0.476240502808269","0.453789478912486","0.498691526704052","3"
"Reasonable","2002","Employed","Single parent ","131","0.508575024035462","0.44597547918734","0.571174568883584","3"
"Reasonable","2002","Employed","Couple + C. LE 16 ","1146","0.540630751381295","0.519477076616487","0.561784426146102","3"
"Reasonable","2002","Employed","Couple + C. LE and GT 16","466","0.469539765078679","0.43819743944838","0.500882090708978","3"
"Reasonable","2002","Employed","Couple + C. GT 16 ","772","0.403065209409896","0.380968689165869","0.425161729653924","3"
"Slightly Expensive","2002","Not Employed","1-pers.-HH","26","","","","4"
"Slightly Expensive","2002","Not Employed","(Married) couple without C. ","103","0.0540894070986967","0.0441761984259519","0.0640026157714415","4"
"Slightly Expensive","2002","Not Employed","Single parent ","6","","","","4"
"Slightly Expensive","2002","Not Employed","Couple + C. LE 16 ","56","0.131804653996776","0.0993367567429315","0.164272551250621","4"
"Slightly Expensive","2002","Not Employed","Couple + C. GT 16 ","73","0.0795328962987833","0.0603971671133763","0.0986686254841903","4"
"Slightly Expensive","2002","Not Employed","Couple + C. LE and GT 16","33","0.107501436283513","0.0720947468093957","0.142908125757629","4"
"Slightly Expensive","2002","Employed","1-pers.-HH","31","0.100516160761422","0.0657287767561755","0.135303544766669","4"
"Slightly Expensive","2002","Employed","(Married) couple without C. ","131","0.0723072857490959","0.0606646815035746","0.0839498899946171","4"
"Slightly Expensive","2002","Employed","Single parent ","20","","","","4"
"Slightly Expensive","2002","Employed","Couple + C. LE 16 ","222","0.107288667470672","0.0941519475559025","0.120425387385441","4"
"Slightly Expensive","2002","Employed","Couple + C. GT 16 ","248","0.118078765292351","0.103541805626588","0.132615724958113","4"
"Slightly Expensive","2002","Employed","Couple + C. LE and GT 16","111","0.0818922248506279","0.064672080791184","0.0991123689100717","4"
"Too Expensive","2002","Not Employed","1-pers.-HH","4","","","","5"
"Too Expensive","2002","Not Employed","(Married) couple without C. ","17","","","","5"
"Too Expensive","2002","Not Employed","Single parent ","5","","","","5"
"Too Expensive","2002","Not Employed","Couple + C. LE 16 ","4","","","","5"
"Too Expensive","2002","Not Employed","Couple + C. GT 16 ","6","","","","5"
"Too Expensive","2002","Not Employed","Couple + C. LE and GT 16","6","","","","5"
"Too Expensive","2002","Employed","1-pers.-HH","4","","","","5"
"Too Expensive","2002","Employed","(Married) couple without C. ","19","","","","5"
"Too Expensive","2002","Employed","Single parent ","5","","","","5"
"Too Expensive","2002","Employed","Couple + C. LE 16 ","35","0.0133752947427677","0.00849908739663565","0.0182515020888997","5"
"Too Expensive","2002","Employed","Couple + C. GT 16 ","16","","","","5"
"Too Expensive","2002","Employed","Couple + C. LE and GT 16","19","","","","5"
"Very Inexpensive","2002","Not Employed","1-pers.-HH","68","0.163788754012983","0.129557330308964","0.198020177717002","1"
"Very Inexpensive","2002","Not Employed","(Married) couple without C. ","329","0.172761474519499","0.156193404543525","0.189329544495474","1"
"Very Inexpensive","2002","Not Employed","Single parent ","13","","","","1"
"Very Inexpensive","2002","Not Employed","Couple + C. LE 16 ","47","0.125187056420557","0.0934243589934063","0.156949753847707","1"
"Very Inexpensive","2002","Not Employed","Couple + C. GT 16 ","90","0.118657994584654","0.0957868332323883","0.141529155936921","1"
"Very Inexpensive","2002","Not Employed","Couple + C. LE and GT 16","27","","","","1"
"Very Inexpensive","2002","Employed","1-pers.-HH","48","0.179533052676372","0.135130299888014","0.223935805464731","1"
"Very Inexpensive","2002","Employed","(Married) couple without C. ","278","0.146130341054009","0.130251345671234","0.162009336436784","1"
"Very Inexpensive","2002","Employed","Single parent ","30","0.0759379128714483","0.0427679524602855","0.109107873282611","1"
"Very Inexpensive","2002","Employed","Couple + C. GT 16 ","241","0.144551586085868","0.128710639579196","0.16039253259254","1"
"Very Inexpensive","2002","Employed","Couple + C. LE 16 ","175","0.0883139851337963","0.0762693990879529","0.10035857117964","1"
"Very Inexpensive","2002","Employed","Couple + C. LE and GT 16","80","0.0762749975119943","0.059605171650206","0.0929448233737825","1"
"Inexpensive","2003","Not Employed","1-pers.-HH","","","","","2"
"Inexpensive","2003","Not Employed","(Married) couple without C. ","","","","","2"
"Inexpensive","2003","Not Employed","Single parent ","","","","","2"
"Inexpensive","2003","Not Employed","Couple + C. LE 16 ","","","","","2"
"Inexpensive","2003","Not Employed","Couple + C. LE and GT 16","","","","","2"
"Inexpensive","2003","Not Employed","Couple + C. GT 16 ","","","","","2"
"Inexpensive","2003","Employed","(Married) couple without C. ","","","","","2"
"Inexpensive","2003","Employed","1-pers.-HH","","","","","2"
"Inexpensive","2003","Employed","Single parent ","","","","","2"
"Inexpensive","2003","Employed","Couple + C. LE 16 ","","","","","2"
"Inexpensive","2003","Employed","Couple + C. LE and GT 16","","","","","2"
"Inexpensive","2003","Employed","Couple + C. GT 16 ","","","","","2"
"Reasonable","2003","Not Employed","1-pers.-HH","","","","","3"
"Reasonable","2003","Not Employed","(Married) couple without C. ","","","","","3"
"Reasonable","2003","Not Employed","Single parent ","","","","","3"
"Reasonable","2003","Not Employed","Couple + C. LE 16 ","","","","","3"
"Reasonable","2003","Not Employed","Couple + C. GT 16 ","","","","","3"
"Reasonable","2003","Not Employed","Couple + C. LE and GT 16","","","","","3"
"Reasonable","2003","Employed","(Married) couple without C. ","","","","","3"
"Reasonable","2003","Employed","1-pers.-HH","","","","","3"
"Reasonable","2003","Employed","Single parent ","","","","","3"
"Reasonable","2003","Employed","Couple + C. LE 16 ","","","","","3"
"Reasonable","2003","Employed","Couple + C. LE and GT 16","","","","","3"
"Reasonable","2003","Employed","Couple + C. GT 16 ","","","","","3"
"Slightly Expensive","2003","Not Employed","1-pers.-HH","","","","","4"
"Slightly Expensive","2003","Not Employed","(Married) couple without C. ","","","","","4"
"Slightly Expensive","2003","Not Employed","Single parent ","","","","","4"
"Slightly Expensive","2003","Not Employed","Couple + C. LE 16 ","","","","","4"
"Slightly Expensive","2003","Not Employed","Couple + C. GT 16 ","","","","","4"
"Slightly Expensive","2003","Not Employed","Couple + C. LE and GT 16","","","","","4"
"Slightly Expensive","2003","Employed","(Married) couple without C. ","","","","","4"
"Slightly Expensive","2003","Employed","Single parent ","","","","","4"
"Slightly Expensive","2003","Employed","Couple + C. LE 16 ","","","","","4"
"Slightly Expensive","2003","Employed","1-pers.-HH","","","","","4"
"Slightly Expensive","2003","Employed","Couple + C. LE and GT 16","","","","","4"
"Slightly Expensive","2003","Employed","Couple + C. GT 16 ","","","","","4"
"Too Expensive","2003","Not Employed","1-pers.-HH","","","","","5"
"Too Expensive","2003","Not Employed","(Married) couple without C. ","","","","","5"
"Too Expensive","2003","Not Employed","Single parent ","","","","","5"
"Too Expensive","2003","Not Employed","Couple + C. LE 16 ","","","","","5"
"Too Expensive","2003","Not Employed","Couple + C. GT 16 ","","","","","5"
"Too Expensive","2003","Not Employed","Couple + C. LE and GT 16","","","","","5"
"Too Expensive","2003","Employed","1-pers.-HH","","","","","5"
"Too Expensive","2003","Employed","(Married) couple without C. ","","","","","5"
"Too Expensive","2003","Employed","Single parent ","","","","","5"
"Too Expensive","2003","Employed","Couple + C. LE 16 ","","","","","5"
"Too Expensive","2003","Employed","Couple + C. GT 16 ","","","","","5"
"Too Expensive","2003","Employed","Couple + C. LE and GT 16","","","","","5"
"Very Inexpensive","2003","Not Employed","1-pers.-HH","","","","","1"
"Very Inexpensive","2003","Not Employed","(Married) couple without C. ","","","","","1"
"Very Inexpensive","2003","Not Employed","Single parent ","","","","","1"
"Very Inexpensive","2003","Not Employed","Couple + C. LE 16 ","","","","","1"
"Very Inexpensive","2003","Not Employed","Couple + C. GT 16 ","","","","","1"
"Very Inexpensive","2003","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Very Inexpensive","2003","Employed","1-pers.-HH","","","","","1"
"Very Inexpensive","2003","Employed","(Married) couple without C. ","","","","","1"
"Very Inexpensive","2003","Employed","Couple + C. LE 16 ","","","","","1"
"Very Inexpensive","2003","Employed","Single parent ","","","","","1"
"Very Inexpensive","2003","Employed","Couple + C. GT 16 ","","","","","1"
"Very Inexpensive","2003","Employed","Couple + C. LE and GT 16","","","","","1"
"Inexpensive","2004","Not Employed","1-pers.-HH","","","","","2"
"Inexpensive","2004","Not Employed","(Married) couple without C. ","","","","","2"
"Inexpensive","2004","Not Employed","Single parent ","","","","","2"
"Inexpensive","2004","Not Employed","Couple + C. LE 16 ","","","","","2"
"Inexpensive","2004","Not Employed","Couple + C. LE and GT 16","","","","","2"
"Inexpensive","2004","Not Employed","Couple + C. GT 16 ","","","","","2"
"Inexpensive","2004","Employed","(Married) couple without C. ","","","","","2"
"Inexpensive","2004","Employed","1-pers.-HH","","","","","2"
"Inexpensive","2004","Employed","Single parent ","","","","","2"
"Inexpensive","2004","Employed","Couple + C. LE 16 ","","","","","2"
"Inexpensive","2004","Employed","Couple + C. LE and GT 16","","","","","2"
"Inexpensive","2004","Employed","Couple + C. GT 16 ","","","","","2"
"Reasonable","2004","Not Employed","1-pers.-HH","","","","","3"
"Reasonable","2004","Not Employed","(Married) couple without C. ","","","","","3"
"Reasonable","2004","Not Employed","Couple + C. LE 16 ","","","","","3"
"Reasonable","2004","Not Employed","Single parent ","","","","","3"
"Reasonable","2004","Not Employed","Couple + C. GT 16 ","","","","","3"
"Reasonable","2004","Not Employed","Couple + C. LE and GT 16","","","","","3"
"Reasonable","2004","Employed","(Married) couple without C. ","","","","","3"
"Reasonable","2004","Employed","1-pers.-HH","","","","","3"
"Reasonable","2004","Employed","Single parent ","","","","","3"
"Reasonable","2004","Employed","Couple + C. LE 16 ","","","","","3"
"Reasonable","2004","Employed","Couple + C. LE and GT 16","","","","","3"
"Reasonable","2004","Employed","Couple + C. GT 16 ","","","","","3"
"Slightly Expensive","2004","Not Employed","1-pers.-HH","","","","","4"
"Slightly Expensive","2004","Not Employed","(Married) couple without C. ","","","","","4"
"Slightly Expensive","2004","Not Employed","Single parent ","","","","","4"
"Slightly Expensive","2004","Not Employed","Couple + C. LE 16 ","","","","","4"
